"","date","NOVN"
"999","2020-09-09",0.415
"1000","2020-09-10",0.528
"1001","2020-09-11",0.471
"1002","2020-09-14",0.532
"1003","2020-09-15",0.498
"1004","2020-09-16",0.517
"1005","2020-09-17",0.524
"1006","2020-09-18",0.534
"1007","2020-09-21",0.538
"1008","2020-09-22",0.55
"1009","2020-09-23",0.525
"1010","2020-09-24",0.49
"1011","2020-09-25",0.505
"1012","2020-09-28",0.51
"1013","2020-09-29",0.49
"1014","2020-09-30",0.482
"1015","2020-10-01",0.476
"1016","2020-10-02",0.474
"1017","2020-10-05",0.469
"1018","2020-10-06",0.45
"1019","2020-10-07",0.458
"1020","2020-10-08",0.447
"1021","2020-10-09",0.442
"1022","2020-10-12",0.465
"1023","2020-10-13",0.46
"1024","2020-10-14",0.571
"1025","2020-10-15",0.61
"1026","2020-10-16",0.582
"1027","2020-10-19",0.557
"1028","2020-10-20",0.516
"1029","2020-10-21",0.516
"1030","2020-10-22",0.522
"1031","2020-10-23",0.51
"1032","2020-10-26",0.513
"1033","2020-10-27",0.5
"1034","2020-10-28",0.483
"1035","2020-10-29",0.475
"1036","2020-10-30",0.46
"1037","2020-11-02",0.444
"1038","2020-11-03",0.491
"1039","2020-11-04",0.486
"1040","2020-11-05",0.482
"1041","2020-11-06",0.475
"1042","2020-11-09",0.493
"1043","2020-11-10",0.508
"1044","2020-11-11",0.498
"1045","2020-11-12",0.492
"1046","2020-11-13",0.505
"1047","2020-11-16",0.491
"1048","2020-11-17",0.481
"1049","2020-11-18",0.482
"1050","2020-11-19",0.488
"1051","2020-11-20",0.482
"1052","2020-11-23",0.479
"1053","2020-11-24",0.472
"1054","2020-11-25",0.475
"1055","2020-11-27",0.505
