"","date","NEW"
"99","2018-11-02",7.22
"100","2018-11-05",7
"101","2018-11-06",6.83
"102","2018-11-07",7.14
"103","2018-11-08",6.94
"104","2018-11-09",6.99
"105","2018-11-12",6.44
"106","2018-11-13",6.26
"107","2018-11-14",5.51
"108","2018-11-15",5.8
"109","2018-11-16",5.99
"110","2018-11-19",5.55
"111","2018-11-20",5.2
"112","2018-11-21",5.71
"113","2018-11-23",5.76
"114","2018-11-26",6.15
"115","2018-11-27",5.82
"116","2018-11-28",5.92
"117","2018-11-29",6.05
"118","2018-11-30",6.15
"119","2018-12-03",6.01
"120","2018-12-04",5.76
"121","2018-12-06",5.75
"122","2018-12-07",5.7
"123","2018-12-10",5.75
"124","2018-12-11",5.68
"125","2018-12-12",6.82
"126","2018-12-13",6.58
"127","2018-12-14",6.5
"128","2018-12-17",6.35
"129","2018-12-18",6.2
"130","2018-12-19",6.25
"131","2018-12-20",6.06
"132","2018-12-21",5.85
"133","2018-12-24",5.85
"134","2018-12-26",5.81
"135","2018-12-27",5.61
"136","2018-12-28",5.7
"137","2018-12-31",5.91
"138","2019-01-02",6.03
"139","2019-01-03",5.87
"140","2019-01-04",6.02
"141","2019-01-07",5.72
"142","2019-01-08",5.8
"143","2019-01-09",5.8
"144","2019-01-10",5.69
"145","2019-01-11",5.7
"146","2019-01-14",5.64
"147","2019-01-15",5.54
"148","2019-01-16",5.25
"149","2019-01-17",5.24
"150","2019-01-18",5.2
"151","2019-01-22",5.18
"152","2019-01-23",5.32
"153","2019-01-24",5.35
"154","2019-01-25",5.55
"155","2019-01-28",5.21
"156","2019-01-29",5.2
"157","2019-01-30",5.42
"158","2019-01-31",5.69
"159","2019-02-01",5.95
"160","2019-02-04",6.1
"161","2019-02-05",6.63
"162","2019-02-06",6.4
"163","2019-02-07",6.31
"164","2019-02-08",6.3
"165","2019-02-11",6.2
"166","2019-02-12",6.15
"167","2019-02-13",6.15
"168","2019-02-14",6.24
"169","2019-02-15",6.21
"170","2019-02-19",6.3
"171","2019-02-20",6.42
"172","2019-02-21",6.22
"173","2019-02-22",6.39
"174","2019-02-25",6.89
"175","2019-02-26",6.93
"176","2019-02-27",6.2
"177","2019-02-28",6.37
"178","2019-03-01",6.31
"179","2019-03-04",6.15
"180","2019-03-05",6.15
"181","2019-03-06",6.13
"182","2019-03-07",6.21
"183","2019-03-08",6.14
"184","2019-03-11",6.79
"185","2019-03-12",6.63
"186","2019-03-13",6.71
"187","2019-03-14",7.02
"188","2019-03-15",6.83
"189","2019-03-18",6.85
"190","2019-03-19",6.87
"191","2019-03-20",6.77
"192","2019-03-21",6.96
"193","2019-03-22",6.97
"194","2019-03-25",6.77
"195","2019-03-26",6.86
"196","2019-03-27",6.78
"197","2019-03-28",6.89
"198","2019-03-29",6.93
"199","2019-04-01",7.75
"200","2019-04-02",7.97
"201","2019-04-03",7.96
"202","2019-04-04",7.9
"203","2019-04-05",7.84
"204","2019-04-08",8.43
"205","2019-04-09",9.18
"206","2019-04-10",9.57
"207","2019-04-11",9.87
"208","2019-04-12",9.96
"209","2019-04-15",10.13
"210","2019-04-16",10.92
"211","2019-04-17",12.1
"212","2019-04-18",13.14
"213","2019-04-22",13.39
"214","2019-04-23",13.37
"215","2019-04-24",12.04
"216","2019-04-25",12.7
"217","2019-04-26",11.27
"218","2019-04-29",8.84
"219","2019-04-30",8.26
"220","2019-05-01",8.53
"221","2019-05-02",7.53
"222","2019-05-03",7.31
"223","2019-05-06",6.95
"224","2019-05-07",6.86
"225","2019-05-08",6.8
"226","2019-05-09",6.3
"227","2019-05-10",6.65
"228","2019-05-13",6.06
"229","2019-05-14",6.37
"230","2019-05-15",6.48
"231","2019-05-16",6.94
"232","2019-05-17",6.46
"233","2019-05-20",6.46
"234","2019-05-21",6.38
"235","2019-05-22",6.19
"236","2019-05-23",5.95
"237","2019-05-24",6.21
"238","2019-05-28",6.27
"239","2019-05-29",6.46
"240","2019-05-30",6.19
"241","2019-05-31",6.09
"242","2019-06-03",6.01
"243","2019-06-04",6
"244","2019-06-05",5.91
"245","2019-06-06",5.81
"246","2019-06-07",5.83
"247","2019-06-10",6.4
"248","2019-06-11",6.75
"249","2019-06-12",6.83
"250","2019-06-13",7
"251","2019-06-14",6.71
"252","2019-06-17",6.53
"253","2019-06-18",6.24
"254","2019-06-19",6.13
"255","2019-06-20",6.24
"256","2019-06-21",6.18
"257","2019-06-24",6.02
"258","2019-06-25",6.01
"259","2019-06-26",6.23
"260","2019-06-27",6.24
"261","2019-06-28",6.28
"262","2019-07-01",6.41
"263","2019-07-02",6.42
"264","2019-07-03",6.42
"265","2019-07-05",6.77
"266","2019-07-08",5.93
"267","2019-07-09",5.71
"268","2019-07-10",5.34
"269","2019-07-11",5.73
"270","2019-07-12",5.73
"271","2019-07-15",5.56
"272","2019-07-16",5.62
"273","2019-07-17",5.58
"274","2019-07-18",5.62
"275","2019-07-19",5.6
"276","2019-07-22",5.71
"277","2019-07-23",5.84
"278","2019-07-24",5.81
"279","2019-07-25",5.82
"280","2019-07-26",5.85
"281","2019-07-29",5.74
"282","2019-07-30",5.95
"283","2019-07-31",6.09
"284","2019-08-01",5.98
"285","2019-08-02",6.04
"286","2019-08-05",5.8
"287","2019-08-06",6.13
"288","2019-08-07",6.37
"289","2019-08-08",6.56
"290","2019-08-09",6.5
"291","2019-08-12",6.41
"292","2019-08-13",6.41
"293","2019-08-14",6.21
"294","2019-08-15",6.19
"295","2019-08-16",6.41
"296","2019-08-19",6.43
"297","2019-08-20",6.53
"298","2019-08-21",6.6
"299","2019-08-22",6.7
"300","2019-08-23",6.52
"301","2019-08-26",6.78
"302","2019-08-27",6.66
"303","2019-08-28",6.95
"304","2019-08-29",6.96
"305","2019-08-30",7.04
"306","2019-09-03",7.09
"307","2019-09-04",7.88
"308","2019-09-05",7.61
"309","2019-09-06",7.78
"310","2019-09-09",9.03
"311","2019-09-10",9.15
"312","2019-09-11",9.5
"313","2019-09-12",9.5
"314","2019-09-13",9.51
"315","2019-09-16",8.7
"316","2019-09-17",9.19
"317","2019-09-18",9.03
"318","2019-09-19",9.25
"319","2019-09-20",9.38
"320","2019-09-23",9.37
"321","2019-09-24",8.17
"322","2019-09-25",8.17
"323","2019-09-26",8.49
"324","2019-09-27",7.76
"325","2019-09-30",7.97
"326","2019-10-01",7.78
"327","2019-10-02",7.64
"328","2019-10-03",7.73
"329","2019-10-04",8.02
"330","2019-10-07",7.87
"331","2019-10-08",7.7
"332","2019-10-09",7.68
"333","2019-10-10",7.73
"334","2019-10-11",8.19
"335","2019-10-14",8.54
"336","2019-10-15",8.65
"337","2019-10-16",9.21
"338","2019-10-17",8.68
"339","2019-10-18",8.53
"340","2019-10-21",8.67
"341","2019-10-22",8.31
"342","2019-10-23",8.4
"343","2019-10-24",8.49
"344","2019-10-25",8.87
"345","2019-10-28",9.36
"346","2019-10-29",8.98
"347","2019-10-30",9.36
"348","2019-10-31",9.45
"349","2019-11-01",9.81
"350","2019-11-04",10.3
"351","2019-11-05",9.77
"352","2019-11-06",9.75
"353","2019-11-07",9.97
"354","2019-11-08",9.93
"355","2019-11-11",10.21
"356","2019-11-12",10.27
"357","2019-11-13",10.3
"358","2019-11-14",10.18
"359","2019-11-15",10.88
"360","2019-11-18",10.15
"361","2019-11-19",9.87
"362","2019-11-20",9.38
"363","2019-11-21",9.58
"364","2019-11-22",9.58
"365","2019-11-25",9.58
"366","2019-11-26",9.49
"367","2019-11-27",9.46
"368","2019-11-29",9.57
"369","2019-12-02",9.55
"370","2019-12-03",9.12
"371","2019-12-04",9.31
"372","2019-12-05",9.29
"373","2019-12-06",9.23
"374","2019-12-09",8.96
"375","2019-12-10",8.48
"376","2019-12-11",8.98
"377","2019-12-12",9.41
"378","2019-12-13",9.18
"379","2019-12-16",9.28
"380","2019-12-17",9.14
"381","2019-12-18",9.33
"382","2019-12-19",9.34
"383","2019-12-20",9.3
"384","2019-12-23",9.15
"385","2019-12-24",9.2
"386","2019-12-26",9.2
"387","2019-12-27",8.94
"388","2019-12-30",8.62
"389","2019-12-31",8.2
"390","2020-01-02",8.39
"391","2020-01-03",7.98
"392","2020-01-06",8.38
"393","2020-01-07",8.8
"394","2020-01-08",9.42
"395","2020-01-09",10.37
"396","2020-01-10",9.55
"397","2020-01-13",10.16
"398","2020-01-14",10.51
"399","2020-01-15",10.55
"400","2020-01-16",10.16
"401","2020-01-17",9.87
"402","2020-01-21",9.58
"403","2020-01-22",9.53
"404","2020-01-23",8.89
"405","2020-01-24",8.27
"406","2020-01-27",7.6
"407","2020-01-28",8.2
"408","2020-01-29",8.35
"409","2020-01-30",8.06
"410","2020-01-31",7.68
"411","2020-02-03",8.32
"412","2020-02-04",8.25
"413","2020-02-05",7.94
"414","2020-02-06",7.81
"415","2020-02-07",7.93
"416","2020-02-10",8.14
"417","2020-02-11",8.21
"418","2020-02-12",7.91
"419","2020-02-13",7.96
"420","2020-02-14",7.75
"421","2020-02-18",7.78
"422","2020-02-19",7.99
"423","2020-02-20",7.77
"424","2020-02-21",7.9
"425","2020-02-24",7.55
"426","2020-02-25",7.56
"427","2020-02-26",7.8
"428","2020-02-27",7.81
"429","2020-02-28",7.63
"430","2020-03-02",7.66
"431","2020-03-03",7.89
"432","2020-03-04",7.64
"433","2020-03-05",8.59
"434","2020-03-06",8.14
"435","2020-03-09",7.5
"436","2020-03-10",7.31
"437","2020-03-11",7.03
"438","2020-03-12",6.16
"439","2020-03-13",6.01
"440","2020-03-16",5.8
"441","2020-03-17",5.57
"442","2020-03-18",4.87
"443","2020-03-19",5
"444","2020-03-20",5.1
"445","2020-03-23",4.61
"446","2020-03-24",4.7
"447","2020-03-25",4.68
"448","2020-03-26",4.73
"449","2020-03-27",4.42
"450","2020-03-30",4.3
"451","2020-03-31",4.28
"452","2020-04-01",3.98
"453","2020-04-02",4.03
"454","2020-04-03",3.75
"455","2020-04-06",3.68
"456","2020-04-07",4.08
"457","2020-04-08",4.17
"458","2020-04-09",4.3
"459","2020-04-13",4.81
"460","2020-04-14",4.8
"461","2020-04-15",4.31
"462","2020-04-16",4.37
"463","2020-04-17",4.24
"464","2020-04-20",4.11
"465","2020-04-21",4.02
"466","2020-04-22",4.19
"467","2020-04-23",4.1
"468","2020-04-24",4.03
"469","2020-04-27",4.44
"470","2020-04-28",4.92
"471","2020-04-29",5.69
"472","2020-04-30",5.59
"473","2020-05-01",5.58
"474","2020-05-04",5.14
"475","2020-05-05",5.39
"476","2020-05-06",6.1
"477","2020-05-07",7.03
"478","2020-05-08",7.6
"479","2020-05-11",6.56
"480","2020-05-12",6.65
"481","2020-05-13",5.93
"482","2020-05-14",6.41
"483","2020-05-15",6.23
"484","2020-05-18",6.18
"485","2020-05-19",7.07
"486","2020-05-20",6.9
"487","2020-05-21",6.44
"488","2020-05-22",6.07
"489","2020-05-26",7.05
"490","2020-05-27",7.21
"491","2020-05-28",6.76
"492","2020-05-29",6.76
"493","2020-06-01",6.7
"494","2020-06-02",6.8
"495","2020-06-03",6.82
"496","2020-06-04",6.5
"497","2020-06-05",6.27
"498","2020-06-08",6.12
"499","2020-06-09",6.44
"500","2020-06-10",6.09
"501","2020-06-11",6.25
"502","2020-06-12",6.2
"503","2020-06-15",6.32
"504","2020-06-16",6.19
"505","2020-06-17",6.09
"506","2020-06-18",6.06
"507","2020-06-19",6
"508","2020-06-22",5.65
"509","2020-06-23",5.66
"510","2020-06-24",5.62
"511","2020-06-25",5.66
"512","2020-06-26",5.32
"513","2020-06-29",5.31
"514","2020-06-30",5.16
"515","2020-07-01",5.24
"516","2020-07-02",5.67
"517","2020-07-06",7.18
"518","2020-07-07",7.25
"519","2020-07-08",8.15
"520","2020-07-09",6.69
"521","2020-07-10",7.87
"522","2020-07-13",8.02
"523","2020-07-14",8.97
"524","2020-07-15",9.42
"525","2020-07-16",9.81
"526","2020-07-17",10.05
"527","2020-07-20",10.11
"528","2020-07-21",10.91
"529","2020-07-22",10.99
"530","2020-07-23",11.47
"531","2020-07-24",10.51
"532","2020-07-27",10.43
"533","2020-07-28",11.22
"534","2020-07-29",10.53
"535","2020-07-30",10.85
"536","2020-07-31",10.93
"537","2020-08-03",10.5
"538","2020-08-04",11.39
"539","2020-08-05",11.42
"540","2020-08-06",11.21
"541","2020-08-07",11.28
"542","2020-08-10",11.46
"543","2020-08-11",11.36
"544","2020-08-12",11.26
"545","2020-08-13",10.91
"546","2020-08-14",10.93
"547","2020-08-17",10.82
"548","2020-08-18",10.89
"549","2020-08-19",9.37
"550","2020-08-20",9.51
"551","2020-08-21",9.98
"552","2020-08-24",9.77
"553","2020-08-25",9.59
"554","2020-08-26",8.95
"555","2020-08-27",8.77
"556","2020-08-28",9.38
"557","2020-08-31",8.88
"558","2020-09-01",9.4
"559","2020-09-02",9.38
"560","2020-09-03",9.85
"561","2020-09-04",9.85
"562","2020-09-08",10.2
"563","2020-09-09",9.97
"564","2020-09-10",9.1
"565","2020-09-11",9.38
"566","2020-09-14",9.01
"567","2020-09-15",8.95
"568","2020-09-16",9.25
"569","2020-09-17",9.27
"570","2020-09-18",9.5
"571","2020-09-21",9.41
"572","2020-09-22",9.73
"573","2020-09-23",9.83
"574","2020-09-24",9.9
"575","2020-09-25",9.79
"576","2020-09-28",9.3
"577","2020-09-29",8.9
"578","2020-09-30",8.89
"579","2020-10-01",8.88
"580","2020-10-02",9.16
"581","2020-10-05",9.6
"582","2020-10-06",9.18
"583","2020-10-07",9.09
"584","2020-10-08",8.77
"585","2020-10-09",9.04
"586","2020-10-12",9.03
"587","2020-10-13",8.93
"588","2020-10-14",8.92
"589","2020-10-15",9.04
"590","2020-10-16",9
"591","2020-10-19",8.44
"592","2020-10-20",8.32
"593","2020-10-21",7.64
"594","2020-10-22",7.8
"595","2020-10-23",7.73
"596","2020-10-26",7.63
"597","2020-10-27",7.21
"598","2020-10-28",7.04
"599","2020-10-29",7.49
"600","2020-10-30",7.39
"601","2020-11-02",7.14
"602","2020-11-03",7.55
"603","2020-11-04",7.35
"604","2020-11-05",7.6
"605","2020-11-06",7.56
"606","2020-11-09",7.49
"607","2020-11-10",7.39
"608","2020-11-11",7.64
"609","2020-11-12",7.6
"610","2020-11-13",7.71
"611","2020-11-16",7.5
"612","2020-11-17",7.25
"613","2020-11-18",6.97
"614","2020-11-19",7.45
"615","2020-11-20",7.22
"616","2020-11-23",7.54
"617","2020-11-24",7.93
"618","2020-11-25",7.54
"619","2020-11-27",7.9
