"","date","CCX"
"182","2020-04-15",10.08
"183","2020-04-16",10.14
"184","2020-04-17",10.23
"185","2020-04-20",10.15
"186","2020-04-21",10.1
"187","2020-04-22",10.18
"188","2020-04-23",10.28
"189","2020-04-24",10.34
"190","2020-04-27",10.19
"191","2020-04-28",10.15
"192","2020-04-29",10.15
"193","2020-04-30",10.07
"194","2020-05-01",10.16
"195","2020-05-04",10.1
"196","2020-05-05",10.12
"197","2020-05-06",10.15
"198","2020-05-07",10.2
"199","2020-05-08",10.2
"200","2020-05-11",10.24
"201","2020-05-12",10.27
"202","2020-05-13",10.25
"203","2020-05-14",10.41
"204","2020-05-15",10.48
"205","2020-05-18",10.465
"206","2020-05-19",10.29
"207","2020-05-20",10.41
"208","2020-05-21",10.39
"209","2020-05-22",10.48
"210","2020-05-26",10.45
"211","2020-05-27",10.35
"212","2020-05-28",10.38
"213","2020-05-29",10.45
"214","2020-06-01",10.54
"215","2020-06-02",10.59
"216","2020-06-03",10.48
"217","2020-06-04",10.68
"218","2020-06-05",10.9
"219","2020-06-08",11.15
"220","2020-06-09",11.09
"221","2020-06-10",10.99
"222","2020-06-11",10.87
"223","2020-06-12",10.79
"224","2020-06-15",10.74
"225","2020-06-16",10.9
"226","2020-06-17",10.92
"227","2020-06-18",11
"228","2020-06-19",11.035
"229","2020-06-22",11.07
"230","2020-06-23",11
"231","2020-06-24",10.89
"232","2020-06-25",10.85
"233","2020-06-26",10.855
"234","2020-06-29",11
"235","2020-06-30",11.3
"236","2020-07-01",11.3
"237","2020-07-02",11.3
"238","2020-07-06",11.1
"239","2020-07-07",11.05
"240","2020-07-08",11.11
"241","2020-07-09",11.15
"242","2020-07-10",11.42
"243","2020-07-13",11.01
"244","2020-07-14",10.98
"245","2020-07-15",11.12
"246","2020-07-16",11.11
"247","2020-07-17",11.03
"248","2020-07-20",11.5
"249","2020-07-21",11.55
"250","2020-07-22",11.42
"251","2020-07-23",11.28
"252","2020-07-24",11.11
"253","2020-07-27",11.12
"254","2020-07-28",11.05
"255","2020-07-29",10.95
"256","2020-07-30",10.82
"257","2020-07-31",10.64
"258","2020-08-03",10.41
"259","2020-08-04",10.56
"260","2020-08-05",10.5
"261","2020-08-06",10.56
"262","2020-08-07",10.74
"263","2020-08-10",10.49
"264","2020-08-11",10.56
"265","2020-08-12",10.55
"266","2020-08-13",10.53
"267","2020-08-14",10.54
"268","2020-08-17",10.49
"269","2020-08-18",10.5
"270","2020-08-19",10.43
"271","2020-08-20",10.43
"272","2020-08-21",10.443
"273","2020-08-24",10.52
"274","2020-08-25",10.59
"275","2020-08-26",10.52
"276","2020-08-27",10.54
"277","2020-08-28",10.58
"278","2020-08-31",10.49
"279","2020-09-01",10.49
"280","2020-09-02",10.77
"281","2020-09-03",10.65
"282","2020-09-04",10.71
"283","2020-09-08",10.664
"284","2020-09-09",10.75
"285","2020-09-10",10.73
"286","2020-09-11",10.81
"287","2020-09-14",10.85
"288","2020-09-15",10.95
"289","2020-09-16",10.8
"290","2020-09-17",10.94
"291","2020-09-18",10.98
"292","2020-09-21",10.75
"293","2020-09-22",10.7
"294","2020-09-23",10.62
"295","2020-09-24",10.51
"296","2020-09-25",10.48
"297","2020-09-28",10.74
"298","2020-09-29",10.8
"299","2020-09-30",10.55
"300","2020-10-01",10.52
"301","2020-10-02",10.58
"302","2020-10-05",10.24
"303","2020-10-06",10.24
"304","2020-10-07",10.34
"305","2020-10-08",10.2
"306","2020-10-09",10.23
"307","2020-10-12",10.2
"308","2020-10-13",10
"309","2020-10-14",10.04
"310","2020-10-15",10
"311","2020-10-16",10
"312","2020-10-19",10.02
"313","2020-10-20",10.02
"314","2020-10-21",10.02
"315","2020-10-22",10
"316","2020-10-23",10
"317","2020-10-26",10.03
"318","2020-10-27",10.02
"319","2020-10-28",9.99
"320","2020-10-29",10
"321","2020-10-30",9.97
"322","2020-11-02",9.97
"323","2020-11-03",9.99
"324","2020-11-04",9.98
"325","2020-11-05",10
"326","2020-11-06",10.07
"327","2020-11-09",10.1
"328","2020-11-10",10.08
"329","2020-11-11",10.04
"330","2020-11-12",10.03
"331","2020-11-13",10.03
"332","2020-11-16",10.01
"333","2020-11-17",10.01
"334","2020-11-18",10
"335","2020-11-19",10
"336","2020-11-20",10.01
"337","2020-11-23",10
"338","2020-11-24",10.04
"339","2020-11-25",10.04
"340","2020-11-27",10.09
