"","date","DPHC"
"108","2019-09-19",9.9
"109","2019-09-20",9.9
"110","2019-09-23",9.9
"111","2019-09-24",9.9
"112","2019-09-25",9.9
"113","2019-09-26",9.9
"114","2019-09-27",9.9
"115","2019-09-30",9.9
"116","2019-10-01",9.9
"117","2019-10-02",9.9
"118","2019-10-03",9.9
"119","2019-10-04",9.9
"120","2019-10-07",9.92
"121","2019-10-08",9.92
"122","2019-10-09",9.92
"123","2019-10-10",9.92
"124","2019-10-11",9.92
"125","2019-10-14",9.92
"126","2019-10-15",9.92
"127","2019-10-16",9.92
"128","2019-10-17",9.92
"129","2019-10-18",9.92
"130","2019-10-21",9.92
"131","2019-10-22",9.92
"132","2019-10-23",9.9
"133","2019-10-24",9.9
"134","2019-10-25",9.9
"135","2019-10-28",9.9
"136","2019-10-29",9.92
"137","2019-10-30",9.92
"138","2019-10-31",9.92
"139","2019-11-01",9.92
"140","2019-11-04",9.92
"141","2019-11-05",9.92
"142","2019-11-06",9.92
"143","2019-11-07",9.92
"144","2019-11-08",9.92
"145","2019-11-11",9.9
"146","2019-11-12",9.9
"147","2019-11-13",9.92
"148","2019-11-14",9.92
"149","2019-11-15",9.92
"150","2019-11-18",9.92
"151","2019-11-19",9.92
"152","2019-11-20",9.92
"153","2019-11-21",9.92
"154","2019-11-22",9.91
"155","2019-11-25",9.91
"156","2019-11-26",9.91
"157","2019-11-27",9.91
"158","2019-11-29",9.91
"159","2019-12-02",9.91
"160","2019-12-03",9.91
"161","2019-12-04",9.93
"162","2019-12-05",9.9
"163","2019-12-06",9.9
"164","2019-12-09",9.9
"165","2019-12-10",9.9
"166","2019-12-11",9.9
"167","2019-12-12",9.94
"168","2019-12-13",9.94
"169","2019-12-16",9.94
"170","2019-12-17",9.92
"171","2019-12-18",9.929
"172","2019-12-19",9.95
"173","2019-12-20",9.91
"174","2019-12-23",9.91
"175","2019-12-24",9.92
"176","2019-12-26",9.92
"177","2019-12-27",9.92
"178","2019-12-30",9.92
"179","2019-12-31",9.95
"180","2020-01-02",9.97
"181","2020-01-03",9.97
"182","2020-01-06",10
"183","2020-01-07",9.97
"184","2020-01-08",10.04
"185","2020-01-09",10.04
"186","2020-01-10",10.02
"187","2020-01-13",10.06
"188","2020-01-14",10.02
"189","2020-01-15",10.02
"190","2020-01-16",10.04
"191","2020-01-17",10.04
"192","2020-01-21",10.05
"193","2020-01-22",10.05
"194","2020-01-23",10.08
"195","2020-01-24",10.04
"196","2020-01-27",10.04
"197","2020-01-28",10.04
"198","2020-01-29",10.04
"199","2020-01-30",10.04
"200","2020-01-31",10.08
"201","2020-02-03",10.08
"202","2020-02-04",10.1
"203","2020-02-05",10.08
"204","2020-02-06",10.1
"205","2020-02-07",10.109
"206","2020-02-10",10.12
"207","2020-02-11",10.12
"208","2020-02-12",10.12
"209","2020-02-13",10.12
"210","2020-02-14",10.12
"211","2020-02-18",10.12
"212","2020-02-19",10.11
"213","2020-02-20",10.115
"214","2020-02-21",10.1
"215","2020-02-24",10.1
"216","2020-02-25",10.1
"217","2020-02-26",10.1
"218","2020-02-27",10.115
"219","2020-02-28",10.115
"220","2020-03-02",10.08
"221","2020-03-03",10.08
"222","2020-03-04",10.08
"223","2020-03-05",10.08
"224","2020-03-06",10.05
"225","2020-03-09",10.016
"226","2020-03-10",10.016
"227","2020-03-11",10
"228","2020-03-12",9.85
"229","2020-03-13",10
"230","2020-03-16",9.7
"231","2020-03-17",9.65
"232","2020-03-18",9.5
"233","2020-03-19",9.6
"234","2020-03-20",9.6
"235","2020-03-23",9.65
"236","2020-03-24",9.71
"237","2020-03-25",9.97
"238","2020-03-26",9.83
"239","2020-03-27",9.83
"240","2020-03-30",9.88
"241","2020-03-31",10.4
"242","2020-04-01",10.23
"243","2020-04-02",10.09
"244","2020-04-03",10.012
"245","2020-04-06",10.04
"246","2020-04-07",10.04
"247","2020-04-08",10
"248","2020-04-09",9.85
"249","2020-04-13",9.85
"250","2020-04-14",9.85
"251","2020-04-15",9.85
"252","2020-04-16",9.88
"253","2020-04-17",9.9
"254","2020-04-20",9.92
"255","2020-04-21",9.92
"256","2020-04-22",10
"257","2020-04-23",9.97
"258","2020-04-24",10.04
"259","2020-04-27",9.97
"260","2020-04-28",9.95
"261","2020-04-29",9.95
"262","2020-04-30",9.95
"263","2020-05-01",10.04
"264","2020-05-04",9.96
"265","2020-05-05",9.93
"266","2020-05-06",9.95
"267","2020-05-07",9.95
"268","2020-05-08",9.95
"269","2020-05-11",9.99
"270","2020-05-12",10.02
"271","2020-05-13",9.99
"272","2020-05-14",9.99
"273","2020-05-15",9.99
"274","2020-05-18",9.99
"275","2020-05-19",9.99
"276","2020-05-20",9.99
"277","2020-05-21",9.99
"278","2020-05-22",9.99
"279","2020-05-26",9.92
"280","2020-05-27",9.939
"281","2020-05-28",9.939
"282","2020-05-29",9.93
"283","2020-06-01",9.93
"284","2020-06-02",9.98
"285","2020-06-03",9.98
"286","2020-06-04",10.015
"287","2020-06-05",9.98
"288","2020-06-08",9.98
"289","2020-06-09",9.98
"290","2020-06-10",10.12
"291","2020-06-11",10.12
"292","2020-06-12",10.09
"293","2020-06-15",10.09
"294","2020-06-16",10.08
"295","2020-06-17",10.11
"296","2020-06-18",10.08
"297","2020-06-19",10.01
"298","2020-06-22",10.14
"299","2020-06-23",10.151
"300","2020-06-24",10.1
"301","2020-06-25",10.1
"302","2020-06-26",10.07
"303","2020-06-29",10.2
"304","2020-06-30",10.3
"305","2020-07-01",10.44
"306","2020-07-02",10.45
"307","2020-07-06",10.35
"308","2020-07-07",10.36
"309","2020-07-08",10.38
"310","2020-07-09",10.4
"311","2020-07-10",10.4
"312","2020-07-13",10.4
"313","2020-07-14",10.42
"314","2020-07-15",10.45
"315","2020-07-16",10.45
"316","2020-07-17",10.45
"317","2020-07-20",10.45
"318","2020-07-21",10.485
"319","2020-07-22",10.486
"320","2020-07-23",10.36
"321","2020-07-24",10.44
"322","2020-07-27",10.4
"323","2020-07-28",10.49
"324","2020-07-29",10.38
"325","2020-07-30",10.375
"326","2020-07-31",10.24
"327","2020-08-03",12.39
"328","2020-08-04",13
"329","2020-08-05",12.43
"330","2020-08-06",12.4
"331","2020-08-07",12.25
"332","2020-08-10",12.58
"333","2020-08-11",12.37
"334","2020-08-12",12.6
"335","2020-08-13",12.93
"336","2020-08-14",12.97
"337","2020-08-17",13.55
"338","2020-08-18",13.74
"339","2020-08-19",14.4
"340","2020-08-20",13.95
"341","2020-08-21",13.34
"342","2020-08-24",14.17
"343","2020-08-25",14.45
"344","2020-08-26",16
"345","2020-08-27",17.83
"346","2020-08-28",17.639999
"347","2020-08-31",16.780001
"348","2020-09-01",17.25
"349","2020-09-02",18
"350","2020-09-03",17.9
"351","2020-09-04",17.6
"352","2020-09-08",17.780001
"353","2020-09-09",19.98
"354","2020-09-10",21.1
"355","2020-09-11",24.68
"356","2020-09-14",28
"357","2020-09-15",26.58
"358","2020-09-16",27.450001
"359","2020-09-17",27.879999
"360","2020-09-18",29.01
"361","2020-09-21",31.4
"362","2020-09-22",28.17
"363","2020-09-23",24.4
"364","2020-09-24",21.799999
"365","2020-09-25",23.889999
"366","2020-09-28",26.950001
"367","2020-09-29",27.4
"368","2020-09-30",25.75
"369","2020-10-01",24.969999
"370","2020-10-02",23.4
"371","2020-10-05",23.280001
"372","2020-10-06",21.58
"373","2020-10-07",21.610001
"374","2020-10-08",20.57
"375","2020-10-09",23.200001
"376","2020-10-12",25.190001
"377","2020-10-13",25.6
"378","2020-10-14",24.549999
"379","2020-10-15",22.83
"380","2020-10-16",23.030001
"381","2020-10-19",21.75
"382","2020-10-20",19.17
"383","2020-10-21",21.42
"384","2020-10-22",20.450001
"385","2020-10-23",18.209999
"386","2020-10-26",NA
"387","2020-10-27",NA
"388","2020-10-28",NA
"389","2020-10-29",NA
"390","2020-10-30",NA
"391","2020-11-02",NA
"392","2020-11-03",NA
"393","2020-11-04",NA
"394","2020-11-05",NA
"395","2020-11-06",NA
"396","2020-11-09",NA
"397","2020-11-10",NA
"398","2020-11-11",NA
"399","2020-11-12",NA
"400","2020-11-13",NA
"401","2020-11-16",NA
"402","2020-11-17",NA
"403","2020-11-18",NA
"404","2020-11-19",NA
"405","2020-11-20",NA
"406","2020-11-23",NA
"407","2020-11-24",NA
"408","2020-11-25",NA
