"","date","CEPU"
"573","2020-05-13",2.64
"574","2020-05-14",2.79
"575","2020-05-15",2.95
"576","2020-05-18",2.98
"577","2020-05-19",2.99
"578","2020-05-20",2.94
"579","2020-05-21",2.94
"580","2020-05-22",3.14
"581","2020-05-26",3.02
"582","2020-05-27",3.12
"583","2020-05-28",2.76
"584","2020-05-29",2.72
"585","2020-06-01",2.77
"586","2020-06-02",2.81
"587","2020-06-03",2.82
"588","2020-06-04",2.76
"589","2020-06-05",2.79
"590","2020-06-08",3.14
"591","2020-06-09",2.9
"592","2020-06-10",2.88
"593","2020-06-11",2.59
"594","2020-06-12",2.62
"595","2020-06-15",2.55
"596","2020-06-16",2.51
"597","2020-06-17",2.58
"598","2020-06-18",2.36
"599","2020-06-19",2.47
"600","2020-06-22",2.51
"601","2020-06-23",2.64
"602","2020-06-24",2.56
"603","2020-06-25",2.62
"604","2020-06-26",2.61
"605","2020-06-29",2.56
"606","2020-06-30",2.54
"607","2020-07-01",2.6
"608","2020-07-02",2.51
"609","2020-07-06",2.9
"610","2020-07-07",2.82
"611","2020-07-08",2.82
"612","2020-07-09",2.66
"613","2020-07-10",2.75
"614","2020-07-13",2.69
"615","2020-07-14",2.69
"616","2020-07-15",2.77
"617","2020-07-16",2.75
"618","2020-07-17",2.67
"619","2020-07-20",2.59
"620","2020-07-21",2.75
"621","2020-07-22",2.97
"622","2020-07-23",2.89
"623","2020-07-24",2.94
"624","2020-07-27",2.93
"625","2020-07-28",2.82
"626","2020-07-29",2.73
"627","2020-07-30",2.66
"628","2020-07-31",2.66
"629","2020-08-03",2.78
"630","2020-08-04",2.83
"631","2020-08-05",2.69
"632","2020-08-06",2.74
"633","2020-08-07",2.73
"634","2020-08-10",2.737
"635","2020-08-11",2.65
"636","2020-08-12",2.57
"637","2020-08-13",2.73
"638","2020-08-14",2.78
"639","2020-08-17",2.63
"640","2020-08-18",2.58
"641","2020-08-19",2.56
"642","2020-08-20",2.51
"643","2020-08-21",2.46
"644","2020-08-24",2.42
"645","2020-08-25",2.44
"646","2020-08-26",2.53
"647","2020-08-27",2.57
"648","2020-08-28",2.68
"649","2020-08-31",2.51
"650","2020-09-01",2.53
"651","2020-09-02",2.52
"652","2020-09-03",2.48
"653","2020-09-04",2.46
"654","2020-09-08",2.47
"655","2020-09-09",2.42
"656","2020-09-10",2.4
"657","2020-09-11",2.42
"658","2020-09-14",2.33
"659","2020-09-15",2.37
"660","2020-09-16",2.21
"661","2020-09-17",2.12
"662","2020-09-18",2.11
"663","2020-09-21",2.06
"664","2020-09-22",2.08
"665","2020-09-23",1.99
"666","2020-09-24",2.13
"667","2020-09-25",2.13
"668","2020-09-28",2.1
"669","2020-09-29",2.15
"670","2020-09-30",2.24
"671","2020-10-01",2.24
"672","2020-10-02",2.15
"673","2020-10-05",2.14
"674","2020-10-06",2.12
"675","2020-10-07",2.2
"676","2020-10-08",2.26
"677","2020-10-09",2.21
"678","2020-10-12",2.27
"679","2020-10-13",2.28
"680","2020-10-14",2.27
"681","2020-10-15",2.21
"682","2020-10-16",2.23
"683","2020-10-19",2.32
"684","2020-10-20",2.34
"685","2020-10-21",2.27
"686","2020-10-22",2.29
"687","2020-10-23",2.33
"688","2020-10-26",2.36
"689","2020-10-27",2.29
"690","2020-10-28",2.17
"691","2020-10-29",2.21
"692","2020-10-30",2.17
"693","2020-11-02",2.23
"694","2020-11-03",2.16
"695","2020-11-04",2.19
"696","2020-11-05",2.39
"697","2020-11-06",2.44
"698","2020-11-09",2.39
"699","2020-11-10",2.5
"700","2020-11-11",2.45
"701","2020-11-12",2.35
"702","2020-11-13",2.35
"703","2020-11-16",2.47
"704","2020-11-17",2.58
"705","2020-11-18",2.48
"706","2020-11-19",2.45
"707","2020-11-20",2.42
"708","2020-11-23",2.46
"709","2020-11-24",2.58
"710","2020-11-25",2.58
"711","2020-11-27",2.62
