"","date","LTHM"
"131","2019-04-22",12.13
"132","2019-04-23",11.59
"133","2019-04-24",10.83
"134","2019-04-25",10.42
"135","2019-04-26",10.86
"136","2019-04-29",10.85
"137","2019-04-30",10.78
"138","2019-05-01",10.62
"139","2019-05-02",10.83
"140","2019-05-03",11.29
"141","2019-05-06",10.98
"142","2019-05-07",10.73
"143","2019-05-08",9.03
"144","2019-05-09",8.41
"145","2019-05-10",8.06
"146","2019-05-13",7.61
"147","2019-05-14",7.7
"148","2019-05-15",7.79
"149","2019-05-16",7.77
"150","2019-05-17",7.36
"151","2019-05-20",7.19
"152","2019-05-21",7.26
"153","2019-05-22",6.97
"154","2019-05-23",6.9
"155","2019-05-24",6.9
"156","2019-05-28",6.62
"157","2019-05-29",6.44
"158","2019-05-30",6.39
"159","2019-05-31",6.32
"160","2019-06-03",6.65
"161","2019-06-04",6.94
"162","2019-06-05",6.68
"163","2019-06-06",6.57
"164","2019-06-07",6.69
"165","2019-06-10",6.83
"166","2019-06-11",7.26
"167","2019-06-12",6.79
"168","2019-06-13",7.25
"169","2019-06-14",6.67
"170","2019-06-17",7.12
"171","2019-06-18",7.01
"172","2019-06-19",7.09
"173","2019-06-20",6.83
"174","2019-06-21",6.97
"175","2019-06-24",6.8
"176","2019-06-25",6.88
"177","2019-06-26",6.9
"178","2019-06-27",7.05
"179","2019-06-28",6.92
"180","2019-07-01",6.95
"181","2019-07-02",7.14
"182","2019-07-03",7.25
"183","2019-07-05",7.22
"184","2019-07-08",6.92
"185","2019-07-09",6.81
"186","2019-07-10",6.79
"187","2019-07-11",6.89
"188","2019-07-12",7.01
"189","2019-07-15",7.14
"190","2019-07-16",7.1
"191","2019-07-17",6.97
"192","2019-07-18",6.89
"193","2019-07-19",6.99
"194","2019-07-22",6.93
"195","2019-07-23",6.85
"196","2019-07-24",6.89
"197","2019-07-25",6.67
"198","2019-07-26",6.7
"199","2019-07-29",6.37
"200","2019-07-30",6.62
"201","2019-07-31",6.44
"202","2019-08-01",6.22
"203","2019-08-02",5.97
"204","2019-08-05",5.77
"205","2019-08-06",5.64
"206","2019-08-07",6.76
"207","2019-08-08",7.57
"208","2019-08-09",7.58
"209","2019-08-12",6.77
"210","2019-08-13",6.51
"211","2019-08-14",6.34
"212","2019-08-15",6.55
"213","2019-08-16",6.57
"214","2019-08-19",6.78
"215","2019-08-20",6.8
"216","2019-08-21",6.75
"217","2019-08-22",6.35
"218","2019-08-23",6.07
"219","2019-08-26",6.1
"220","2019-08-27",5.7
"221","2019-08-28",5.96
"222","2019-08-29",5.96
"223","2019-08-30",6.15
"224","2019-09-03",5.97
"225","2019-09-04",6.1
"226","2019-09-05",6.27
"227","2019-09-06",6.36
"228","2019-09-09",6.77
"229","2019-09-10",6.84
"230","2019-09-11",7.04
"231","2019-09-12",7.4
"232","2019-09-13",7.66
"233","2019-09-16",7.59
"234","2019-09-17",7.36
"235","2019-09-18",7.12
"236","2019-09-19",7.23
"237","2019-09-20",7.28
"238","2019-09-23",7.29
"239","2019-09-24",6.78
"240","2019-09-25",6.95
"241","2019-09-26",6.58
"242","2019-09-27",6.62
"243","2019-09-30",6.69
"244","2019-10-01",6.65
"245","2019-10-02",6.83
"246","2019-10-03",6.97
"247","2019-10-04",6.6
"248","2019-10-07",6.83
"249","2019-10-08",6.57
"250","2019-10-09",6.45
"251","2019-10-10",6.58
"252","2019-10-11",6.94
"253","2019-10-14",6.95
"254","2019-10-15",6.9
"255","2019-10-16",6.88
"256","2019-10-17",6.96
"257","2019-10-18",6.93
"258","2019-10-21",7.05
"259","2019-10-22",7.1
"260","2019-10-23",7
"261","2019-10-24",7.01
"262","2019-10-25",6.94
"263","2019-10-28",6.96
"264","2019-10-29",6.77
"265","2019-10-30",6.91
"266","2019-10-31",6.86
"267","2019-11-01",7.35
"268","2019-11-04",7.75
"269","2019-11-05",7.58
"270","2019-11-06",7.62
"271","2019-11-07",8.14
"272","2019-11-08",8.09
"273","2019-11-11",8.09
"274","2019-11-12",7.84
"275","2019-11-13",7.52
"276","2019-11-14",7.75
"277","2019-11-15",8.08
"278","2019-11-18",7.83
"279","2019-11-19",7.62
"280","2019-11-20",7.36
"281","2019-11-21",7.35
"282","2019-11-22",7.56
"283","2019-11-25",8.01
"284","2019-11-26",7.96
"285","2019-11-27",7.86
"286","2019-11-29",7.8
"287","2019-12-02",7.72
"288","2019-12-03",7.55
"289","2019-12-04",7.68
"290","2019-12-05",7.91
"291","2019-12-06",8.05
"292","2019-12-09",8.11
"293","2019-12-10",8.41
"294","2019-12-11",8.6
"295","2019-12-12",8.95
"296","2019-12-13",8.77
"297","2019-12-16",8.31
"298","2019-12-17",8.61
"299","2019-12-18",8.72
"300","2019-12-19",8.81
"301","2019-12-20",8.63
"302","2019-12-23",8.67
"303","2019-12-24",8.74
"304","2019-12-26",8.77
"305","2019-12-27",8.66
"306","2019-12-30",8.55
"307","2019-12-31",8.55
"308","2020-01-02",8.63
"309","2020-01-03",8.25
"310","2020-01-06",8.42
"311","2020-01-07",8.67
"312","2020-01-08",7.69
"313","2020-01-09",7.69
"314","2020-01-10",7.7
"315","2020-01-13",8.01
"316","2020-01-14",8.4
"317","2020-01-15",8.75
"318","2020-01-16",8.84
"319","2020-01-17",8.89
"320","2020-01-21",8.8
"321","2020-01-22",8.8
"322","2020-01-23",9.22
"323","2020-01-24",9.11
"324","2020-01-27",8.81
"325","2020-01-28",8.99
"326","2020-01-29",9.01
"327","2020-01-30",9.25
"328","2020-01-31",9.41
"329","2020-02-03",9.52
"330","2020-02-04",11.2
"331","2020-02-05",11.06
"332","2020-02-06",10.5
"333","2020-02-07",9.86
"334","2020-02-10",9.85
"335","2020-02-11",10
"336","2020-02-12",10.61
"337","2020-02-13",11.19
"338","2020-02-14",11.49
"339","2020-02-18",11.14
"340","2020-02-19",11.42
"341","2020-02-20",11.86
"342","2020-02-21",10.06
"343","2020-02-24",9.37
"344","2020-02-25",9.54
"345","2020-02-26",9.73
"346","2020-02-27",9.1
"347","2020-02-28",8.93
"348","2020-03-02",9.17
"349","2020-03-03",8.74
"350","2020-03-04",8.97
"351","2020-03-05",8.87
"352","2020-03-06",8.61
"353","2020-03-09",7.9
"354","2020-03-10",7.9
"355","2020-03-11",7.47
"356","2020-03-12",6.12
"357","2020-03-13",6.36
"358","2020-03-16",5.46
"359","2020-03-17",6.19
"360","2020-03-18",5.77
"361","2020-03-19",5.49
"362","2020-03-20",4.95
"363","2020-03-23",4.19
"364","2020-03-24",4.78
"365","2020-03-25",5.4
"366","2020-03-26",5.85
"367","2020-03-27",5.3
"368","2020-03-30",5.23
"369","2020-03-31",5.25
"370","2020-04-01",4.88
"371","2020-04-02",4.6
"372","2020-04-03",4.73
"373","2020-04-06",5.16
"374","2020-04-07",5.22
"375","2020-04-08",5.7
"376","2020-04-09",6.15
"377","2020-04-13",6.09
"378","2020-04-14",6.18
"379","2020-04-15",5.86
"380","2020-04-16",5.84
"381","2020-04-17",5.94
"382","2020-04-20",5.58
"383","2020-04-21",5.48
"384","2020-04-22",5.7
"385","2020-04-23",5.38
"386","2020-04-24",5.59
"387","2020-04-27",5.93
"388","2020-04-28",5.96
"389","2020-04-29",6.31
"390","2020-04-30",6.2
"391","2020-05-01",5.74
"392","2020-05-04",5.75
"393","2020-05-05",5.9
"394","2020-05-06",5.82
"395","2020-05-07",6.26
"396","2020-05-08",6.74
"397","2020-05-11",6.55
"398","2020-05-12",5.53
"399","2020-05-13",5.05
"400","2020-05-14",5.13
"401","2020-05-15",5.28
"402","2020-05-18",5.61
"403","2020-05-19",5.76
"404","2020-05-20",5.82
"405","2020-05-21",6.09
"406","2020-05-22",6.13
"407","2020-05-26",6.63
"408","2020-05-27",7.06
"409","2020-05-28",6.7
"410","2020-05-29",6.74
"411","2020-06-01",6.77
"412","2020-06-02",6.8
"413","2020-06-03",7.54
"414","2020-06-04",7.96
"415","2020-06-05",8.32
"416","2020-06-08",8.74
"417","2020-06-09",8.26
"418","2020-06-10",8.43
"419","2020-06-11",7.01
"420","2020-06-12",7.7
"421","2020-06-15",7.04
"422","2020-06-16",7.91
"423","2020-06-17",7.78
"424","2020-06-18",7.8
"425","2020-06-19",7.67
"426","2020-06-22",6.47
"427","2020-06-23",5.95
"428","2020-06-24",6.21
"429","2020-06-25",5.93
"430","2020-06-26",5.74
"431","2020-06-29",6
"432","2020-06-30",6.16
"433","2020-07-01",5.93
"434","2020-07-02",6.15
"435","2020-07-06",6.47
"436","2020-07-07",5.95
"437","2020-07-08",6.24
"438","2020-07-09",6.03
"439","2020-07-10",6.22
"440","2020-07-13",6.18
"441","2020-07-14",6.32
"442","2020-07-15",6.58
"443","2020-07-16",6.45
"444","2020-07-17",6.77
"445","2020-07-20",6.81
"446","2020-07-21",6.93
"447","2020-07-22",6.73
"448","2020-07-23",7.04
"449","2020-07-24",6.79
"450","2020-07-27",6.67
"451","2020-07-28",6.57
"452","2020-07-29",6.65
"453","2020-07-30",6.46
"454","2020-07-31",6.27
"455","2020-08-03",6.44
"456","2020-08-04",6.75
"457","2020-08-05",7.16
"458","2020-08-06",6.86
"459","2020-08-07",7.09
"460","2020-08-10",7.33
"461","2020-08-11",7.63
"462","2020-08-12",7.49
"463","2020-08-13",7.39
"464","2020-08-14",7.64
"465","2020-08-17",7.59
"466","2020-08-18",7.62
"467","2020-08-19",7.58
"468","2020-08-20",7.36
"469","2020-08-21",7.3
"470","2020-08-24",7.55
"471","2020-08-25",7.63
"472","2020-08-26",8.17
"473","2020-08-27",8.17
"474","2020-08-28",8.65
"475","2020-08-31",8.48
"476","2020-09-01",9
"477","2020-09-02",9.26
"478","2020-09-03",8.67
"479","2020-09-04",8.65
"480","2020-09-08",8.38
"481","2020-09-09",8.63
"482","2020-09-10",8.46
"483","2020-09-11",8.69
"484","2020-09-14",8.99
"485","2020-09-15",9.36
"486","2020-09-16",9
"487","2020-09-17",8.97
"488","2020-09-18",9.05
"489","2020-09-21",8.38
"490","2020-09-22",8.32
"491","2020-09-23",7.57
"492","2020-09-24",7.7
"493","2020-09-25",7.88
"494","2020-09-28",8.42
"495","2020-09-29",9.09
"496","2020-09-30",8.97
"497","2020-10-01",9.03
"498","2020-10-02",9.56
"499","2020-10-05",11.29
"500","2020-10-06",11.42
"501","2020-10-07",11.97
"502","2020-10-08",11.72
"503","2020-10-09",11.43
"504","2020-10-12",11.07
"505","2020-10-13",11.01
"506","2020-10-14",11
"507","2020-10-15",10.97
"508","2020-10-16",10.21
"509","2020-10-19",10.15
"510","2020-10-20",10.39
"511","2020-10-21",10.97
"512","2020-10-22",10.6
"513","2020-10-23",10.79
"514","2020-10-26",10.62
"515","2020-10-27",10.57
"516","2020-10-28",10.03
"517","2020-10-29",10.9
"518","2020-10-30",10.75
"519","2020-11-02",11.32
"520","2020-11-03",11.58
"521","2020-11-04",11.16
"522","2020-11-05",11.85
"523","2020-11-06",13.65
"524","2020-11-09",13.59
"525","2020-11-10",13.05
"526","2020-11-11",13.1
"527","2020-11-12",13.18
"528","2020-11-13",14.29
"529","2020-11-16",15.25
"530","2020-11-17",15.26
"531","2020-11-18",14.5
"532","2020-11-19",15
"533","2020-11-20",15.57
"534","2020-11-23",16.18
"535","2020-11-24",15.43
"536","2020-11-25",15.74
"537","2020-11-27",16.190001
