"","date","ACAM"
"80","2019-08-30",9.84
"81","2019-09-03",9.88
"82","2019-09-04",9.85
"83","2019-09-05",9.85
"84","2019-09-06",9.85
"85","2019-09-09",9.85
"86","2019-09-10",9.83
"87","2019-09-11",9.83
"88","2019-09-12",9.88
"89","2019-09-13",9.88
"90","2019-09-16",9.88
"91","2019-09-17",9.88
"92","2019-09-18",9.9
"93","2019-09-19",9.9
"94","2019-09-20",9.95
"95","2019-09-23",9.9
"96","2019-09-24",9.9
"97","2019-09-25",9.9
"98","2019-09-26",9.9
"99","2019-09-27",9.9
"100","2019-09-30",9.9
"101","2019-10-01",9.9
"102","2019-10-02",9.9
"103","2019-10-03",9.9
"104","2019-10-04",9.9
"105","2019-10-07",9.9
"106","2019-10-08",9.95
"107","2019-10-09",9.95
"108","2019-10-10",9.95
"109","2019-10-11",9.95
"110","2019-10-14",9.95
"111","2019-10-15",9.83
"112","2019-10-16",9.85
"113","2019-10-17",9.85
"114","2019-10-18",9.87
"115","2019-10-21",9.87
"116","2019-10-22",9.87
"117","2019-10-23",9.83
"118","2019-10-24",9.83
"119","2019-10-25",9.83
"120","2019-10-28",9.83
"121","2019-10-29",9.889
"122","2019-10-30",9.889
"123","2019-10-31",9.85
"124","2019-11-01",9.85
"125","2019-11-04",9.85
"126","2019-11-05",9.86
"127","2019-11-06",9.85
"128","2019-11-07",9.87
"129","2019-11-08",9.9
"130","2019-11-11",9.91
"131","2019-11-12",9.9
"132","2019-11-13",9.93
"133","2019-11-14",9.93
"134","2019-11-15",9.93
"135","2019-11-18",9.93
"136","2019-11-19",9.9
"137","2019-11-20",9.9
"138","2019-11-21",9.9
"139","2019-11-22",9.91
"140","2019-11-25",9.9
"141","2019-11-26",9.94
"142","2019-11-27",9.94
"143","2019-11-29",9.92
"144","2019-12-02",9.92
"145","2019-12-03",9.936
"146","2019-12-04",9.936
"147","2019-12-05",9.942
"148","2019-12-06",10.05
"149","2019-12-09",9.92
"150","2019-12-10",9.92
"151","2019-12-11",9.92
"152","2019-12-12",9.91
"153","2019-12-13",9.94
"154","2019-12-16",9.963
"155","2019-12-17",9.97
"156","2019-12-18",9.97
"157","2019-12-19",9.99
"158","2019-12-20",9.99
"159","2019-12-23",9.99
"160","2019-12-24",9.99
"161","2019-12-26",9.99
"162","2019-12-27",9.99
"163","2019-12-30",9.99
"164","2019-12-31",9.99
"165","2020-01-02",9.99
"166","2020-01-03",9.99
"167","2020-01-06",9.99
"168","2020-01-07",10.03
"169","2020-01-08",10.03
"170","2020-01-09",10.04
"171","2020-01-10",10.03
"172","2020-01-13",10.04
"173","2020-01-14",10.04
"174","2020-01-15",10.04
"175","2020-01-16",10.05
"176","2020-01-17",10.04
"177","2020-01-21",10.06
"178","2020-01-22",10.04
"179","2020-01-23",10.05
"180","2020-01-24",10.09
"181","2020-01-27",10.07
"182","2020-01-28",10.06
"183","2020-01-29",10.06
"184","2020-01-30",10.1
"185","2020-01-31",10.15
"186","2020-02-03",10.15
"187","2020-02-04",10.11
"188","2020-02-05",10.11
"189","2020-02-06",10.11
"190","2020-02-07",10.13
"191","2020-02-10",10.12
"192","2020-02-11",10.12
"193","2020-02-12",10.11
"194","2020-02-13",10.1
"195","2020-02-14",10.1
"196","2020-02-18",10.12
"197","2020-02-19",10.1
"198","2020-02-20",10.11
"199","2020-02-21",10.14
"200","2020-02-24",10.14
"201","2020-02-25",10.14
"202","2020-02-26",10.14
"203","2020-02-27",10.1
"204","2020-02-28",10.13
"205","2020-03-02",10.13
"206","2020-03-03",10.13
"207","2020-03-04",10.13
"208","2020-03-05",10.11
"209","2020-03-06",10.1
"210","2020-03-09",10.1
"211","2020-03-10",10.05
"212","2020-03-11",10.035
"213","2020-03-12",10
"214","2020-03-13",9.96
"215","2020-03-16",9.65
"216","2020-03-17",9.71
"217","2020-03-18",9.6
"218","2020-03-19",9.52
"219","2020-03-20",9.61
"220","2020-03-23",9.59
"221","2020-03-24",9.59
"222","2020-03-25",9.88
"223","2020-03-26",9.85
"224","2020-03-27",9.94
"225","2020-03-30",9.94
"226","2020-03-31",9.85
"227","2020-04-01",10
"228","2020-04-02",10
"229","2020-04-03",10
"230","2020-04-06",10
"231","2020-04-07",10
"232","2020-04-08",9.93
"233","2020-04-09",9.86
"234","2020-04-13",9.89
"235","2020-04-14",9.89
"236","2020-04-15",9.89
"237","2020-04-16",9.9
"238","2020-04-17",9.94
"239","2020-04-20",9.94
"240","2020-04-21",9.94
"241","2020-04-22",9.94
"242","2020-04-23",9.94
"243","2020-04-24",9.94
"244","2020-04-27",10.04
"245","2020-04-28",9.97
"246","2020-04-29",9.97
"247","2020-04-30",10
"248","2020-05-01",9.96
"249","2020-05-04",9.975
"250","2020-05-05",9.97
"251","2020-05-06",9.97
"252","2020-05-07",9.97
"253","2020-05-08",10.065
"254","2020-05-11",10.05
"255","2020-05-12",10
"256","2020-05-13",10.03
"257","2020-05-14",10.04
"258","2020-05-15",10.05
"259","2020-05-18",10.05
"260","2020-05-19",10
"261","2020-05-20",9.97
"262","2020-05-21",9.97
"263","2020-05-22",9.97
"264","2020-05-26",9.97
"265","2020-05-27",9.97
"266","2020-05-28",9.97
"267","2020-05-29",9.98
"268","2020-06-01",9.98
"269","2020-06-02",9.99
"270","2020-06-03",9.99
"271","2020-06-04",10
"272","2020-06-05",10.01
"273","2020-06-08",10.055
"274","2020-06-09",10.03
"275","2020-06-10",10
"276","2020-06-11",10.04
"277","2020-06-12",10.05
"278","2020-06-15",10.08
"279","2020-06-16",10.08
"280","2020-06-17",10.09
"281","2020-06-18",10.04
"282","2020-06-19",10.14
"283","2020-06-22",10.27
"284","2020-06-23",10.34
"285","2020-06-24",10.29
"286","2020-06-25",10.29
"287","2020-06-26",10.25
"288","2020-06-29",10.23
"289","2020-06-30",10.25
"290","2020-07-01",10.295
"291","2020-07-02",10.28
"292","2020-07-06",10.29
"293","2020-07-07",10.26
"294","2020-07-08",10.273
"295","2020-07-09",10.45
"296","2020-07-10",10.45
"297","2020-07-13",10.45
"298","2020-07-14",10.36
"299","2020-07-15",10.35
"300","2020-07-16",10.35
"301","2020-07-17",10.4
"302","2020-07-20",10.37
"303","2020-07-21",10.22
"304","2020-07-22",10.35
"305","2020-07-23",10.32
"306","2020-07-24",10.44
"307","2020-07-27",10.48
"308","2020-07-28",10.4
"309","2020-07-29",10.32
"310","2020-07-30",10.23
"311","2020-07-31",10.2
"312","2020-08-03",10.27
"313","2020-08-04",10.245
"314","2020-08-05",10.2
"315","2020-08-06",10.214
"316","2020-08-07",10.22
"317","2020-08-10",10.25
"318","2020-08-11",10.18
"319","2020-08-12",10.16
"320","2020-08-13",10.15
"321","2020-08-14",10.15
"322","2020-08-17",10.11
"323","2020-08-18",10.07
"324","2020-08-19",10.07
"325","2020-08-20",10.1
"326","2020-08-21",10.1
"327","2020-08-24",10.06
"328","2020-08-25",10.14
"329","2020-08-26",10.16
"330","2020-08-27",10.17
"331","2020-08-28",10.16
"332","2020-08-31",10.132
"333","2020-09-01",10.18
"334","2020-09-02",10.16
"335","2020-09-03",10.18
"336","2020-09-04",10.21
"337","2020-09-08",10.2
"338","2020-09-09",10.26
"339","2020-09-10",10.3
"340","2020-09-11",10.25
"341","2020-09-14",10.2
"342","2020-09-15",10.25
"343","2020-09-16",10.36
"344","2020-09-17",10.37
"345","2020-09-18",10.45
"346","2020-09-21",10.33
"347","2020-09-22",10.33
"348","2020-09-23",10.36
"349","2020-09-24",10.25
"350","2020-09-25",10.19
"351","2020-09-28",10.3
"352","2020-09-29",10.24
"353","2020-09-30",10.22
"354","2020-10-01",10.28
"355","2020-10-02",10.29
"356","2020-10-05",10.29
"357","2020-10-06",10.23
"358","2020-10-07",10.19
"359","2020-10-08",10.2
"360","2020-10-09",10.2
"361","2020-10-12",10.16
"362","2020-10-13",10.15
"363","2020-10-14",10.15
"364","2020-10-15",10.12
"365","2020-10-16",10.13
"366","2020-10-19",10.17
"367","2020-10-20",10.2
"368","2020-10-21",10.22
"369","2020-10-22",10.17
"370","2020-10-23",10.18
"371","2020-10-26",10.12
"372","2020-10-27",10.145
"373","2020-10-28",10.095
"374","2020-10-29",10.1
"375","2020-10-30",10.12
"376","2020-11-02",10.08
"377","2020-11-03",10.09
"378","2020-11-04",10.13
"379","2020-11-05",10.11
"380","2020-11-06",10.13
"381","2020-11-09",10.1
"382","2020-11-10",10.1
"383","2020-11-11",10.1
"384","2020-11-12",10.12
"385","2020-11-13",10.11
"386","2020-11-16",10.15
"387","2020-11-17",10.11
"388","2020-11-18",10.11
"389","2020-11-19",10.13
"390","2020-11-20",10.17
"391","2020-11-23",10.17
"392","2020-11-24",10.18
"393","2020-11-25",10.2
"394","2020-11-27",10.2
