"","date","MYOK"
"137","2016-05-16",12.35
"138","2016-05-17",12.16
"139","2016-05-18",12.2
"140","2016-05-19",12.01
"141","2016-05-20",12.75
"142","2016-05-23",12.77
"143","2016-05-24",13.08
"144","2016-05-25",12.97
"145","2016-05-26",12.69
"146","2016-05-27",12.57
"147","2016-05-31",12.36
"148","2016-06-01",12.24
"149","2016-06-02",12.42
"150","2016-06-03",12.46
"151","2016-06-06",12.36
"152","2016-06-07",13.6
"153","2016-06-08",13.81
"154","2016-06-09",14.02
"155","2016-06-10",14.31
"156","2016-06-13",14.22
"157","2016-06-14",14.49
"158","2016-06-15",14.4
"159","2016-06-16",14.65
"160","2016-06-17",14.15
"161","2016-06-20",14.25
"162","2016-06-21",13.24
"163","2016-06-22",12.93
"164","2016-06-23",13.26
"165","2016-06-24",12.95
"166","2016-06-27",12.22
"167","2016-06-28",12.23
"168","2016-06-29",12.44
"169","2016-06-30",12.4
"170","2016-07-01",12.94
"171","2016-07-05",12.64
"172","2016-07-06",12.95
"173","2016-07-07",13.25
"174","2016-07-08",13.62
"175","2016-07-11",13.39
"176","2016-07-12",17.66
"177","2016-07-13",17.42
"178","2016-07-14",15.88
"179","2016-07-15",14.97
"180","2016-07-18",15.08
"181","2016-07-19",15.23
"182","2016-07-20",15.65
"183","2016-07-21",15.75
"184","2016-07-22",15.57
"185","2016-07-25",16.93
"186","2016-07-26",16.219999
"187","2016-07-27",16.85
"188","2016-07-28",16.940001
"189","2016-07-29",17.67
"190","2016-08-01",18.049999
"191","2016-08-02",17.74
"192","2016-08-03",18.1
"193","2016-08-04",17.690001
"194","2016-08-05",18.27
"195","2016-08-08",18.92
"196","2016-08-09",18.59
"197","2016-08-10",18.66
"198","2016-08-11",18.6
"199","2016-08-12",18.790001
"200","2016-08-15",18.959999
"201","2016-08-16",19.02
"202","2016-08-17",19.190001
"203","2016-08-18",19.66
"204","2016-08-19",19.799999
"205","2016-08-22",20.23
"206","2016-08-23",20.65
"207","2016-08-24",21.030001
"208","2016-08-25",20.860001
"209","2016-08-26",21.549999
"210","2016-08-29",21.84
"211","2016-08-30",21.959999
"212","2016-08-31",21.879999
"213","2016-09-01",21.309999
"214","2016-09-02",21.559999
"215","2016-09-06",21.790001
"216","2016-09-07",21.950001
"217","2016-09-08",22.25
"218","2016-09-09",20.049999
"219","2016-09-12",20.01
"220","2016-09-13",19.33
"221","2016-09-14",20.08
"222","2016-09-15",20.059999
"223","2016-09-16",20.879999
"224","2016-09-19",18.9
"225","2016-09-20",18.57
"226","2016-09-21",17.889999
"227","2016-09-22",18.01
"228","2016-09-23",16.92
"229","2016-09-26",15.88
"230","2016-09-27",15.12
"231","2016-09-28",16.02
"232","2016-09-29",16
"233","2016-09-30",16.34
"234","2016-10-03",15.73
"235","2016-10-04",15.99
"236","2016-10-05",16.67
"237","2016-10-06",16.540001
"238","2016-10-07",15.96
"239","2016-10-10",16.469999
"240","2016-10-11",16.040001
"241","2016-10-12",15.95
"242","2016-10-13",15.93
"243","2016-10-14",15.82
"244","2016-10-17",15.85
"245","2016-10-18",15.85
"246","2016-10-19",15.9
"247","2016-10-20",16.450001
"248","2016-10-21",16.1
"249","2016-10-24",15.8
"250","2016-10-25",15.95
"251","2016-10-26",14.65
"252","2016-10-27",13.9
"253","2016-10-28",13.4
"254","2016-10-31",13.45
"255","2016-11-01",13.55
"256","2016-11-02",14.15
"257","2016-11-03",13.05
"258","2016-11-04",14.4
"259","2016-11-07",14.2
"260","2016-11-08",13.55
"261","2016-11-09",16.299999
"262","2016-11-10",16.1
"263","2016-11-11",17.299999
"264","2016-11-14",17.549999
"265","2016-11-15",18
"266","2016-11-16",17.6
"267","2016-11-17",18.75
"268","2016-11-18",17.799999
"269","2016-11-21",18.450001
"270","2016-11-22",18.25
"271","2016-11-23",18.450001
"272","2016-11-25",17.5
"273","2016-11-28",18.1
"274","2016-11-29",17.200001
"275","2016-11-30",15.75
"276","2016-12-01",15.95
"277","2016-12-02",16.5
"278","2016-12-05",16.299999
"279","2016-12-06",16.35
"280","2016-12-07",15.3
"281","2016-12-08",14.5
"282","2016-12-09",14.2
"283","2016-12-12",14.15
"284","2016-12-13",14.75
"285","2016-12-14",13.4
"286","2016-12-15",13.5
"287","2016-12-16",13.45
"288","2016-12-19",13
"289","2016-12-20",13
"290","2016-12-21",13.45
"291","2016-12-22",13.35
"292","2016-12-23",13.35
"293","2016-12-27",13
"294","2016-12-28",13
"295","2016-12-29",12.55
"296","2016-12-30",12.95
"297","2017-01-03",13.2
"298","2017-01-04",13.65
"299","2017-01-05",14.1
"300","2017-01-06",13.85
"301","2017-01-09",13.9
"302","2017-01-10",13.55
"303","2017-01-11",13.55
"304","2017-01-12",13.3
"305","2017-01-13",13.65
"306","2017-01-17",12.45
"307","2017-01-18",12.25
"308","2017-01-19",12
"309","2017-01-20",12.05
"310","2017-01-23",11.65
"311","2017-01-24",11.65
"312","2017-01-25",11.85
"313","2017-01-26",11.25
"314","2017-01-27",11.35
"315","2017-01-30",11
"316","2017-01-31",11.2
"317","2017-02-01",11.95
"318","2017-02-02",11.85
"319","2017-02-03",12.1
"320","2017-02-06",12
"321","2017-02-07",11.95
"322","2017-02-08",11.9
"323","2017-02-09",12.15
"324","2017-02-10",12.25
"325","2017-02-13",12.05
"326","2017-02-14",12.05
"327","2017-02-15",12.8
"328","2017-02-16",12.95
"329","2017-02-17",12.75
"330","2017-02-21",12.2
"331","2017-02-22",11.95
"332","2017-02-23",12
"333","2017-02-24",12.2
"334","2017-02-27",12.75
"335","2017-02-28",12.15
"336","2017-03-01",13.1
"337","2017-03-02",12.7
"338","2017-03-03",12.55
"339","2017-03-06",12.65
"340","2017-03-07",12.3
"341","2017-03-08",12.4
"342","2017-03-09",12.95
"343","2017-03-10",12.8
"344","2017-03-13",13.35
"345","2017-03-14",13.65
"346","2017-03-15",14.35
"347","2017-03-16",14.8
"348","2017-03-17",14.45
"349","2017-03-20",14.6
"350","2017-03-21",13.9
"351","2017-03-22",13.55
"352","2017-03-23",13.9
"353","2017-03-24",14.6
"354","2017-03-27",14.25
"355","2017-03-28",13.9
"356","2017-03-29",13.7
"357","2017-03-30",13.2
"358","2017-03-31",13.15
"359","2017-04-03",13
"360","2017-04-04",12.9
"361","2017-04-05",12.5
"362","2017-04-06",12.25
"363","2017-04-07",11.7
"364","2017-04-10",11.7
"365","2017-04-11",12.2
"366","2017-04-12",11.45
"367","2017-04-13",11.15
"368","2017-04-17",11.55
"369","2017-04-18",11.4
"370","2017-04-19",11.95
"371","2017-04-20",12.4
"372","2017-04-21",12.65
"373","2017-04-24",12.95
"374","2017-04-25",13.25
"375","2017-04-26",13.55
"376","2017-04-27",12.9
"377","2017-04-28",13.05
"378","2017-05-01",13.6
"379","2017-05-02",13.65
"380","2017-05-03",13.3
"381","2017-05-04",13.35
"382","2017-05-05",13.15
"383","2017-05-08",13.35
"384","2017-05-09",13.15
"385","2017-05-10",14.15
"386","2017-05-11",13.95
"387","2017-05-12",14
"388","2017-05-15",14.25
"389","2017-05-16",14.15
"390","2017-05-17",13.7
"391","2017-05-18",13.6
"392","2017-05-19",13.35
"393","2017-05-22",13.4
"394","2017-05-23",13.7
"395","2017-05-24",13.2
"396","2017-05-25",12.9
"397","2017-05-26",12.7
"398","2017-05-30",12.6
"399","2017-05-31",12.9
"400","2017-06-01",13.4
"401","2017-06-02",13.55
"402","2017-06-05",12.85
"403","2017-06-06",12.85
"404","2017-06-07",13.05
"405","2017-06-08",13.7
"406","2017-06-09",13.15
"407","2017-06-12",13.7
"408","2017-06-13",13.55
"409","2017-06-14",14
"410","2017-06-15",13.55
"411","2017-06-16",14.15
"412","2017-06-19",14.3
"413","2017-06-20",13.85
"414","2017-06-21",13.7
"415","2017-06-22",13.95
"416","2017-06-23",14.45
"417","2017-06-26",14.6
"418","2017-06-27",13.4
"419","2017-06-28",13.55
"420","2017-06-29",13.1
"421","2017-06-30",13.1
"422","2017-07-03",13.45
"423","2017-07-05",13.65
"424","2017-07-06",13.45
"425","2017-07-07",13.45
"426","2017-07-10",13.55
"427","2017-07-11",13.05
"428","2017-07-12",13.4
"429","2017-07-13",13.25
"430","2017-07-14",13.85
"431","2017-07-17",13.85
"432","2017-07-18",13.2
"433","2017-07-19",13.45
"434","2017-07-20",13.9
"435","2017-07-21",13.6
"436","2017-07-24",14.2
"437","2017-07-25",15.3
"438","2017-07-26",15.95
"439","2017-07-27",15.7
"440","2017-07-28",15.75
"441","2017-07-31",15.55
"442","2017-08-01",15.85
"443","2017-08-02",16.6
"444","2017-08-03",16.75
"445","2017-08-04",17.15
"446","2017-08-07",31.450001
"447","2017-08-08",36.200001
"448","2017-08-09",36.75
"449","2017-08-10",35.849998
"450","2017-08-11",36.700001
"451","2017-08-14",38
"452","2017-08-15",40.400002
"453","2017-08-16",42.700001
"454","2017-08-17",43.5
"455","2017-08-18",40.375
"456","2017-08-21",43.25
"457","2017-08-22",43.799999
"458","2017-08-23",44.150002
"459","2017-08-24",45.099998
"460","2017-08-25",45.5
"461","2017-08-28",44.450001
"462","2017-08-29",44.950001
"463","2017-08-30",43.150002
"464","2017-08-31",43.349998
"465","2017-09-01",43.75
"466","2017-09-05",40.349998
"467","2017-09-06",41.549999
"468","2017-09-07",43.5
"469","2017-09-08",42.849998
"470","2017-09-11",44.700001
"471","2017-09-12",43.900002
"472","2017-09-13",44.349998
"473","2017-09-14",44.099998
"474","2017-09-15",46.150002
"475","2017-09-18",44.700001
"476","2017-09-19",48.349998
"477","2017-09-20",48.700001
"478","2017-09-21",47.200001
"479","2017-09-22",45.150002
"480","2017-09-25",42.799999
"481","2017-09-26",42.349998
"482","2017-09-27",42.5
"483","2017-09-28",42.549999
"484","2017-09-29",42.849998
"485","2017-10-02",43.200001
"486","2017-10-03",41.150002
"487","2017-10-04",41.200001
"488","2017-10-05",40.950001
"489","2017-10-06",41.049999
"490","2017-10-09",40.900002
"491","2017-10-10",41.049999
"492","2017-10-11",40.349998
"493","2017-10-12",40.049999
"494","2017-10-13",38.299999
"495","2017-10-16",38
"496","2017-10-17",37.099998
"497","2017-10-18",36.599998
"498","2017-10-19",37.849998
"499","2017-10-20",36.950001
"500","2017-10-23",36.5
"501","2017-10-24",36.349998
"502","2017-10-25",36.650002
"503","2017-10-26",37
"504","2017-10-27",37.799999
"505","2017-10-30",37.25
"506","2017-10-31",38.450001
"507","2017-11-01",39
"508","2017-11-02",38.650002
"509","2017-11-03",42.200001
"510","2017-11-06",40.700001
"511","2017-11-07",38.75
"512","2017-11-08",39.650002
"513","2017-11-09",37.25
"514","2017-11-10",38.200001
"515","2017-11-13",38.400002
"516","2017-11-14",37.099998
"517","2017-11-15",37.049999
"518","2017-11-16",39.25
"519","2017-11-17",37.200001
"520","2017-11-20",36.849998
"521","2017-11-21",36.849998
"522","2017-11-22",35.700001
"523","2017-11-24",35.25
"524","2017-11-27",36.099998
"525","2017-11-28",35.349998
"526","2017-11-29",34.700001
"527","2017-11-30",36.75
"528","2017-12-01",38.150002
"529","2017-12-04",36.400002
"530","2017-12-05",35.599998
"531","2017-12-06",33.200001
"532","2017-12-07",37.049999
"533","2017-12-08",39.25
"534","2017-12-11",39.400002
"535","2017-12-12",37.299999
"536","2017-12-13",37.25
"537","2017-12-14",38.599998
"538","2017-12-15",38.049999
"539","2017-12-18",38.049999
"540","2017-12-19",38.75
"541","2017-12-20",41.25
"542","2017-12-21",41
"543","2017-12-22",42.849998
"544","2017-12-26",43.049999
"545","2017-12-27",42.400002
"546","2017-12-28",42.349998
"547","2017-12-29",42.099998
"548","2018-01-02",42.950001
"549","2018-01-03",42.049999
"550","2018-01-04",42
"551","2018-01-05",42.299999
"552","2018-01-08",41.299999
"553","2018-01-09",47.549999
"554","2018-01-10",48.450001
"555","2018-01-11",49.599998
"556","2018-01-12",52.900002
"557","2018-01-16",52
"558","2018-01-17",52.599998
"559","2018-01-18",52.900002
"560","2018-01-19",53.950001
"561","2018-01-22",54
"562","2018-01-23",54
"563","2018-01-24",51.650002
"564","2018-01-25",53.5
"565","2018-01-26",53.5
"566","2018-01-29",53.200001
"567","2018-01-30",51
"568","2018-01-31",51.599998
"569","2018-02-01",54.049999
"570","2018-02-02",53.049999
"571","2018-02-05",49.75
"572","2018-02-06",50.549999
"573","2018-02-07",51.25
"574","2018-02-08",48.049999
"575","2018-02-09",47.5
"576","2018-02-12",49.650002
"577","2018-02-13",50.549999
"578","2018-02-14",53.849998
"579","2018-02-15",54.400002
"580","2018-02-16",56.299999
"581","2018-02-20",55
"582","2018-02-21",58.25
"583","2018-02-22",57.25
"584","2018-02-23",56.75
"585","2018-02-26",61.099998
"586","2018-02-27",57.700001
"587","2018-02-28",58.200001
"588","2018-03-01",59.799999
"589","2018-03-02",61.099998
"590","2018-03-05",60.75
"591","2018-03-06",57.950001
"592","2018-03-07",55
"593","2018-03-08",54.150002
"594","2018-03-09",53.049999
"595","2018-03-12",51
"596","2018-03-13",49.849998
"597","2018-03-14",53.25
"598","2018-03-15",50.5
"599","2018-03-16",48.650002
"600","2018-03-19",49.5
"601","2018-03-20",50.75
"602","2018-03-21",52.200001
"603","2018-03-22",51
"604","2018-03-23",50
"605","2018-03-26",50.950001
"606","2018-03-27",48.650002
"607","2018-03-28",47.900002
"608","2018-03-29",48.799999
"609","2018-04-02",48.450001
"610","2018-04-03",47.75
"611","2018-04-04",48.5
"612","2018-04-05",45.950001
"613","2018-04-06",45.849998
"614","2018-04-09",46.099998
"615","2018-04-10",48.299999
"616","2018-04-11",50
"617","2018-04-12",50.25
"618","2018-04-13",49.75
"619","2018-04-16",49.099998
"620","2018-04-17",50.375
"621","2018-04-18",50
"622","2018-04-19",48.799999
"623","2018-04-20",49.599998
"624","2018-04-23",50.049999
"625","2018-04-24",50.049999
"626","2018-04-25",49.799999
"627","2018-04-26",50.150002
"628","2018-04-27",49.849998
"629","2018-04-30",49.400002
"630","2018-05-01",49.599998
"631","2018-05-02",49.150002
"632","2018-05-03",47.299999
"633","2018-05-04",47.900002
"634","2018-05-07",49
"635","2018-05-08",48.5
"636","2018-05-09",44.900002
"637","2018-05-10",45.775002
"638","2018-05-11",45.75
"639","2018-05-14",46.5
"640","2018-05-15",46.950001
"641","2018-05-16",49
"642","2018-05-17",50.549999
"643","2018-05-18",51.75
"644","2018-05-21",48.349998
"645","2018-05-22",50.349998
"646","2018-05-23",48.25
"647","2018-05-24",48.25
"648","2018-05-25",47.700001
"649","2018-05-29",47
"650","2018-05-30",47.650002
"651","2018-05-31",47.599998
"652","2018-06-01",48.450001
"653","2018-06-04",46.450001
"654","2018-06-05",47.349998
"655","2018-06-06",47.299999
"656","2018-06-07",46.099998
"657","2018-06-08",47.450001
"658","2018-06-11",48.75
"659","2018-06-12",48.849998
"660","2018-06-13",48.549999
"661","2018-06-14",48.950001
"662","2018-06-15",48.200001
"663","2018-06-18",48.700001
"664","2018-06-19",48.049999
"665","2018-06-20",48.950001
"666","2018-06-21",47.950001
"667","2018-06-22",48.450001
"668","2018-06-25",48.75
"669","2018-06-26",49.299999
"670","2018-06-27",47.400002
"671","2018-06-28",49.049999
"672","2018-06-29",49.650002
"673","2018-07-02",52.25
"674","2018-07-03",53.549999
"675","2018-07-05",53.400002
"676","2018-07-06",53.900002
"677","2018-07-09",52.900002
"678","2018-07-10",54.349998
"679","2018-07-11",54.25
"680","2018-07-12",54.900002
"681","2018-07-13",55.650002
"682","2018-07-16",55.75
"683","2018-07-17",55.75
"684","2018-07-18",55.849998
"685","2018-07-19",55.650002
"686","2018-07-20",56.799999
"687","2018-07-23",57.450001
"688","2018-07-24",57.099998
"689","2018-07-25",60.049999
"690","2018-07-26",57.5
"691","2018-07-27",56.349998
"692","2018-07-30",54.349998
"693","2018-07-31",57.400002
"694","2018-08-01",58.950001
"695","2018-08-02",59.25
"696","2018-08-03",56.150002
"697","2018-08-06",57.900002
"698","2018-08-07",59.150002
"699","2018-08-08",58.900002
"700","2018-08-09",58.349998
"701","2018-08-10",59.799999
"702","2018-08-13",58.5
"703","2018-08-14",56.450001
"704","2018-08-15",55.700001
"705","2018-08-16",57.049999
"706","2018-08-17",56.5
"707","2018-08-20",57.299999
"708","2018-08-21",58.299999
"709","2018-08-22",58.849998
"710","2018-08-23",59.599998
"711","2018-08-24",60.75
"712","2018-08-27",61.400002
"713","2018-08-28",60.549999
"714","2018-08-29",59.5
"715","2018-08-30",59.75
"716","2018-08-31",61.650002
"717","2018-09-04",59.549999
"718","2018-09-05",60.599998
"719","2018-09-06",61.5
"720","2018-09-07",61.150002
"721","2018-09-10",63.5
"722","2018-09-11",64.849998
"723","2018-09-12",61.099998
"724","2018-09-13",61.700001
"725","2018-09-14",60.900002
"726","2018-09-17",59.75
"727","2018-09-18",59.75
"728","2018-09-19",61.650002
"729","2018-09-20",64.349998
"730","2018-09-21",63.099998
"731","2018-09-24",64.900002
"732","2018-09-25",66.25
"733","2018-09-26",65.050003
"734","2018-09-27",64.599998
"735","2018-09-28",65.199997
"736","2018-10-01",63.169998
"737","2018-10-02",60.299999
"738","2018-10-03",60.400002
"739","2018-10-04",56.889999
"740","2018-10-05",55.189999
"741","2018-10-08",53.360001
"742","2018-10-09",51.389999
"743","2018-10-10",50.48
"744","2018-10-11",50.540001
"745","2018-10-12",52.950001
"746","2018-10-15",53.419998
"747","2018-10-16",56.939999
"748","2018-10-17",57.389999
"749","2018-10-18",55.650002
"750","2018-10-19",55.41
"751","2018-10-22",55.43
"752","2018-10-23",53.18
"753","2018-10-24",49.669998
"754","2018-10-25",52.650002
"755","2018-10-26",53.41
"756","2018-10-29",50.369999
"757","2018-10-30",50.450001
"758","2018-10-31",52.939999
"759","2018-11-01",55.470001
"760","2018-11-02",57.599998
"761","2018-11-05",57.150002
"762","2018-11-06",56.490002
"763","2018-11-07",56.209999
"764","2018-11-08",60.139999
"765","2018-11-09",57.93
"766","2018-11-12",56
"767","2018-11-13",56.59
"768","2018-11-14",54.07
"769","2018-11-15",57.110001
"770","2018-11-16",59.189999
"771","2018-11-19",56.27
"772","2018-11-20",55.400002
"773","2018-11-21",56.32
"774","2018-11-23",57.529999
"775","2018-11-26",58.77
"776","2018-11-27",56.639999
"777","2018-11-28",60.139999
"778","2018-11-29",60.48
"779","2018-11-30",62.07
"780","2018-12-03",60.470001
"781","2018-12-04",58.07
"782","2018-12-06",58.84
"783","2018-12-07",57.060001
"784","2018-12-10",57.299999
"785","2018-12-11",54.48
"786","2018-12-12",55.880001
"787","2018-12-13",55.189999
"788","2018-12-14",53.259998
"789","2018-12-17",51.060001
"790","2018-12-18",52
"791","2018-12-19",51.459999
"792","2018-12-20",48.849998
"793","2018-12-21",47
"794","2018-12-24",46.919998
"795","2018-12-26",51.23
"796","2018-12-27",51.130001
"797","2018-12-28",49.759998
"798","2018-12-31",48.860001
"799","2019-01-02",41.950001
"800","2019-01-03",40.57
"801","2019-01-04",42.330002
"802","2019-01-07",42.419998
"803","2019-01-08",43.91
"804","2019-01-09",45.580002
"805","2019-01-10",46.700001
"806","2019-01-11",47.169998
"807","2019-01-14",46.23
"808","2019-01-15",46.009998
"809","2019-01-16",45.080002
"810","2019-01-17",44.68
"811","2019-01-18",45.52
"812","2019-01-22",44.389999
"813","2019-01-23",42.75
"814","2019-01-24",42.040001
"815","2019-01-25",42.34
"816","2019-01-28",39.990002
"817","2019-01-29",40.209999
"818","2019-01-30",42.09
"819","2019-01-31",41.380001
"820","2019-02-01",40.990002
"821","2019-02-04",41.799999
"822","2019-02-05",41.32
"823","2019-02-06",40.599998
"824","2019-02-07",39.900002
"825","2019-02-08",40.110001
"826","2019-02-11",39.549999
"827","2019-02-12",39.950001
"828","2019-02-13",39.23
"829","2019-02-14",42
"830","2019-02-15",42.689999
"831","2019-02-19",43.419998
"832","2019-02-20",43.639999
"833","2019-02-21",43.18
"834","2019-02-22",43.41
"835","2019-02-25",44.610001
"836","2019-02-26",44.400002
"837","2019-02-27",45.200001
"838","2019-02-28",44.849998
"839","2019-03-01",47.75
"840","2019-03-04",51.220001
"841","2019-03-05",52.41
"842","2019-03-06",49.919998
"843","2019-03-07",50
"844","2019-03-08",49.669998
"845","2019-03-11",52.380001
"846","2019-03-12",53.200001
"847","2019-03-13",51.400002
"848","2019-03-14",53.82
"849","2019-03-15",52.610001
"850","2019-03-18",53.860001
"851","2019-03-19",54.330002
"852","2019-03-20",54.5
"853","2019-03-21",55.82
"854","2019-03-22",54.310001
"855","2019-03-25",51.869999
"856","2019-03-26",52.099998
"857","2019-03-27",51
"858","2019-03-28",51.880001
"859","2019-03-29",51.990002
"860","2019-04-01",53.130001
"861","2019-04-02",51.369999
"862","2019-04-03",52.849998
"863","2019-04-04",53.25
"864","2019-04-05",53.849998
"865","2019-04-08",53.360001
"866","2019-04-09",52.290001
"867","2019-04-10",52.389999
"868","2019-04-11",50.939999
"869","2019-04-12",49.939999
"870","2019-04-15",50.02
"871","2019-04-16",49.779999
"872","2019-04-17",46.880001
"873","2019-04-18",47.360001
"874","2019-04-22",48.080002
"875","2019-04-23",49.07
"876","2019-04-24",47.689999
"877","2019-04-25",49.049999
"878","2019-04-26",50.48
"879","2019-04-29",50.560001
"880","2019-04-30",47.98
"881","2019-05-01",47.139999
"882","2019-05-02",47.400002
"883","2019-05-03",49.32
"884","2019-05-06",48.709999
"885","2019-05-07",46.580002
"886","2019-05-08",47.619999
"887","2019-05-09",47.950001
"888","2019-05-10",46.970001
"889","2019-05-13",45.900002
"890","2019-05-14",47.400002
"891","2019-05-15",47.52
"892","2019-05-16",48.529999
"893","2019-05-17",49.630001
"894","2019-05-20",49.389999
"895","2019-05-21",49.990002
"896","2019-05-22",50.25
"897","2019-05-23",48.380001
"898","2019-05-24",49.82
"899","2019-05-28",50.259998
"900","2019-05-29",49.139999
"901","2019-05-30",47.400002
"902","2019-05-31",46.580002
"903","2019-06-03",45.720001
"904","2019-06-04",47.599998
"905","2019-06-05",48
"906","2019-06-06",46.009998
"907","2019-06-07",47.509998
"908","2019-06-10",47.77
"909","2019-06-11",45.790001
"910","2019-06-12",46.900002
"911","2019-06-13",47.169998
"912","2019-06-14",46.220001
"913","2019-06-17",47.830002
"914","2019-06-18",48
"915","2019-06-19",48.049999
"916","2019-06-20",48.990002
"917","2019-06-21",47.419998
"918","2019-06-24",46.470001
"919","2019-06-25",45.790001
"920","2019-06-26",45.040001
"921","2019-06-27",48.299999
"922","2019-06-28",50.139999
"923","2019-07-01",50.25
"924","2019-07-02",49.75
"925","2019-07-03",51.16
"926","2019-07-05",49.169998
"927","2019-07-08",48.27
"928","2019-07-09",49.790001
"929","2019-07-10",50
"930","2019-07-11",50.200001
"931","2019-07-12",50.799999
"932","2019-07-15",50.220001
"933","2019-07-16",50.09
"934","2019-07-17",49.82
"935","2019-07-18",53.549999
"936","2019-07-19",53.52
"937","2019-07-22",54.240002
"938","2019-07-23",54.68
"939","2019-07-24",54.380001
"940","2019-07-25",53.41
"941","2019-07-26",54.900002
"942","2019-07-29",53.43
"943","2019-07-30",54.650002
"944","2019-07-31",54.43
"945","2019-08-01",53.880001
"946","2019-08-02",53.27
"947","2019-08-05",50.599998
"948","2019-08-06",51.32
"949","2019-08-07",51.369999
"950","2019-08-08",54.830002
"951","2019-08-09",56.529999
"952","2019-08-12",56.110001
"953","2019-08-13",56.189999
"954","2019-08-14",53.869999
"955","2019-08-15",53.349998
"956","2019-08-16",53.919998
"957","2019-08-19",54.98
"958","2019-08-20",55.220001
"959","2019-08-21",55.73
"960","2019-08-22",54.720001
"961","2019-08-23",52.82
"962","2019-08-26",52.349998
"963","2019-08-27",50.849998
"964","2019-08-28",51.799999
"965","2019-08-29",54
"966","2019-08-30",53.77
"967","2019-09-03",50.57
"968","2019-09-04",50.459999
"969","2019-09-05",51.400002
"970","2019-09-06",52.41
"971","2019-09-09",52.09
"972","2019-09-10",53.139999
"973","2019-09-11",55.25
"974","2019-09-12",55.09
"975","2019-09-13",53.970001
"976","2019-09-16",53.360001
