"","date","VRT"
"222","2019-06-20",10.11
"223","2019-06-21",10.19
"224","2019-06-24",10.15
"225","2019-06-25",10.13
"226","2019-06-26",10.14
"227","2019-06-27",10.12
"228","2019-06-28",10.14
"229","2019-07-01",10.11
"230","2019-07-02",10.14
"231","2019-07-03",10.14
"232","2019-07-05",10.13
"233","2019-07-08",10.16
"234","2019-07-09",10.165
"235","2019-07-10",10.2
"236","2019-07-11",10.17
"237","2019-07-12",10.18
"238","2019-07-15",10.19
"239","2019-07-16",10.19
"240","2019-07-17",10.15
"241","2019-07-18",10.16
"242","2019-07-19",10.18
"243","2019-07-22",10.2
"244","2019-07-23",10.2
"245","2019-07-24",10.21
"246","2019-07-25",10.18
"247","2019-07-26",10.23
"248","2019-07-29",10.22
"249","2019-07-30",10.25
"250","2019-07-31",10.19
"251","2019-08-01",10.2
"252","2019-08-02",10.25
"253","2019-08-05",10.18
"254","2019-08-06",10.22
"255","2019-08-07",10.18
"256","2019-08-08",10.18
"257","2019-08-09",10.19
"258","2019-08-12",10.19
"259","2019-08-13",10.23
"260","2019-08-14",10.25
"261","2019-08-15",10.24
"262","2019-08-16",10.24
"263","2019-08-19",10.245
"264","2019-08-20",10.12
"265","2019-08-21",10.25
"266","2019-08-22",10.25
"267","2019-08-23",10.195
"268","2019-08-26",10.22
"269","2019-08-27",10.2
"270","2019-08-28",10.19
"271","2019-08-29",10.17
"272","2019-08-30",10.25
"273","2019-09-03",10.23
"274","2019-09-04",10.233
"275","2019-09-05",10.23
"276","2019-09-06",10.19
"277","2019-09-09",10.19
"278","2019-09-10",10.19
"279","2019-09-11",10.2
"280","2019-09-12",10.2
"281","2019-09-13",10.24
"282","2019-09-16",10.22
"283","2019-09-17",10.22
"284","2019-09-18",10.22
"285","2019-09-19",10.22
"286","2019-09-20",10.28
"287","2019-09-23",10.25
"288","2019-09-24",10.23
"289","2019-09-25",10.24
"290","2019-09-26",10.27
"291","2019-09-27",10.27
"292","2019-09-30",10.2
"293","2019-10-01",10.23
"294","2019-10-02",10.22
"295","2019-10-03",10.23
"296","2019-10-04",10.27
"297","2019-10-07",10.25
"298","2019-10-08",10.23
"299","2019-10-09",10.23
"300","2019-10-10",10.24
"301","2019-10-11",10.23
"302","2019-10-14",10.23
"303","2019-10-15",10.22
"304","2019-10-16",10.24
"305","2019-10-17",10.22
"306","2019-10-18",10.22
"307","2019-10-21",10.24
"308","2019-10-22",10.24
"309","2019-10-23",10.27
"310","2019-10-24",10.27
"311","2019-10-25",10.27
"312","2019-10-28",10.27
"313","2019-10-29",10.27
"314","2019-10-30",10.28
"315","2019-10-31",10.27
"316","2019-11-01",10.27
"317","2019-11-04",10.27
"318","2019-11-05",10.24
"319","2019-11-06",10.27
"320","2019-11-07",10.27
"321","2019-11-08",10.24
"322","2019-11-11",10.24
"323","2019-11-12",10.255
"324","2019-11-13",10.24
"325","2019-11-14",10.24
"326","2019-11-15",10.28
"327","2019-11-18",10.24
"328","2019-11-19",10.24
"329","2019-11-20",10.24
"330","2019-11-21",10.25
"331","2019-11-22",10.25
"332","2019-11-25",10.23
"333","2019-11-26",10.23
"334","2019-11-27",10.23
"335","2019-11-29",10.23
"336","2019-12-02",10.35
"337","2019-12-03",10.38
"338","2019-12-04",10.38
"339","2019-12-05",10.375
"340","2019-12-06",10.39
"341","2019-12-09",10.45
"342","2019-12-10",10.62
"343","2019-12-11",11.04
"344","2019-12-12",11.07
"345","2019-12-13",10.94
"346","2019-12-16",10.9
"347","2019-12-17",10.89
"348","2019-12-18",10.85
"349","2019-12-19",10.86
"350","2019-12-20",10.98
"351","2019-12-23",10.95
"352","2019-12-24",10.9
"353","2019-12-26",10.92
"354","2019-12-27",10.94
"355","2019-12-30",10.92
"356","2019-12-31",11.03
"357","2020-01-02",11.22
"358","2020-01-03",11.24
"359","2020-01-06",11.32
"360","2020-01-07",11.41
"361","2020-01-08",11.45
"362","2020-01-09",11.75
"363","2020-01-10",11.67
"364","2020-01-13",11.67
"365","2020-01-14",11.7
"366","2020-01-15",11.71
"367","2020-01-16",11.67
"368","2020-01-17",11.4
"369","2020-01-21",11.5
"370","2020-01-22",11.59
"371","2020-01-23",11.7
"372","2020-01-24",11.91
"373","2020-01-27",12.16
"374","2020-01-28",12.51
"375","2020-01-29",12.63
"376","2020-01-30",12.49
"377","2020-01-31",12.4
"378","2020-02-03",12.38
"379","2020-02-04",12.69
"380","2020-02-05",12.79
"381","2020-02-06",12.86
"382","2020-02-07",12.88
"383","2020-02-10",13
"384","2020-02-11",12.75
"385","2020-02-12",12.5
"386","2020-02-13",12.67
"387","2020-02-14",13
"388","2020-02-18",13.34
"389","2020-02-19",13.46
"390","2020-02-20",13
"391","2020-02-21",12.85
"392","2020-02-24",12.69
"393","2020-02-25",12.5
"394","2020-02-26",12.32
"395","2020-02-27",11.84
"396","2020-02-28",11.79
"397","2020-03-02",11.76
"398","2020-03-03",11.14
"399","2020-03-04",11.24
"400","2020-03-05",10.49
"401","2020-03-06",10
"402","2020-03-09",9.95
"403","2020-03-10",11.1
"404","2020-03-11",10.65
"405","2020-03-12",8.7
"406","2020-03-13",8.9
"407","2020-03-16",7.73
"408","2020-03-17",7.25
"409","2020-03-18",5.57
"410","2020-03-19",6.76
"411","2020-03-20",7.36
"412","2020-03-23",6.76
"413","2020-03-24",7.68
"414","2020-03-25",8.92
"415","2020-03-26",8.88
"416","2020-03-27",8.22
"417","2020-03-30",8.14
"418","2020-03-31",8.65
"419","2020-04-01",8.07
"420","2020-04-02",8.13
"421","2020-04-03",7.9
"422","2020-04-06",8.6
"423","2020-04-07",8.14
"424","2020-04-08",8.5
"425","2020-04-09",9.19
"426","2020-04-13",9.65
"427","2020-04-14",9.88
"428","2020-04-15",9.72
"429","2020-04-16",10
"430","2020-04-17",10.28
"431","2020-04-20",10.26
"432","2020-04-21",9.98
"433","2020-04-22",10
"434","2020-04-23",10.09
"435","2020-04-24",10.26
"436","2020-04-27",10.37
"437","2020-04-28",10.45
"438","2020-04-29",10.65
"439","2020-04-30",10.59
"440","2020-05-01",10.29
"441","2020-05-04",10.09
"442","2020-05-05",10.4
"443","2020-05-06",10.65
"444","2020-05-07",10.87
"445","2020-05-08",11.01
"446","2020-05-11",11.54
"447","2020-05-12",11.56
"448","2020-05-13",11.24
"449","2020-05-14",11.59
"450","2020-05-15",11.45
"451","2020-05-18",11.71
"452","2020-05-19",11.75
"453","2020-05-20",11.97
"454","2020-05-21",12.02
"455","2020-05-22",12.07
"456","2020-05-26",12.49
"457","2020-05-27",12.45
"458","2020-05-28",12.55
"459","2020-05-29",12.73
"460","2020-06-01",13.31
"461","2020-06-02",13.47
"462","2020-06-03",13.92
"463","2020-06-04",13.64
"464","2020-06-05",14
"465","2020-06-08",14.86
"466","2020-06-09",14.22
"467","2020-06-10",14.22
"468","2020-06-11",13.54
"469","2020-06-12",14.26
"470","2020-06-15",14.24
"471","2020-06-16",14.49
"472","2020-06-17",14.16
"473","2020-06-18",14.27
"474","2020-06-19",13.82
"475","2020-06-22",13.48
"476","2020-06-23",13.58
"477","2020-06-24",13.19
"478","2020-06-25",12.98
"479","2020-06-26",12.27
"480","2020-06-29",13.11
"481","2020-06-30",13.56
"482","2020-07-01",13.97
"483","2020-07-02",14.07
"484","2020-07-06",13.97
"485","2020-07-07",13.62
"486","2020-07-08",13.83
"487","2020-07-09",13.88
"488","2020-07-10",13.9
"489","2020-07-13",13.54
"490","2020-07-14",13.85
"491","2020-07-15",14
"492","2020-07-16",13.88
"493","2020-07-17",14.24
"494","2020-07-20",13.99
"495","2020-07-21",13.88
"496","2020-07-22",13.76
"497","2020-07-23",13.56
"498","2020-07-24",13.58
"499","2020-07-27",13.66
"500","2020-07-28",13.55
"501","2020-07-29",14
"502","2020-07-30",14.25
"503","2020-07-31",14.5
"504","2020-08-03",15.01
"505","2020-08-04",15.2
"506","2020-08-05",16.889999
"507","2020-08-06",16.42
"508","2020-08-07",16.49
"509","2020-08-10",16.879999
"510","2020-08-11",16.77
"511","2020-08-12",15.76
"512","2020-08-13",16.66
"513","2020-08-14",16.299999
"514","2020-08-17",15.75
"515","2020-08-18",15.5
"516","2020-08-19",15.68
"517","2020-08-20",16.200001
"518","2020-08-21",15.91
"519","2020-08-24",16.5
"520","2020-08-25",16.92
"521","2020-08-26",16.74
"522","2020-08-27",16.75
"523","2020-08-28",16.5
"524","2020-08-31",16.23
"525","2020-09-01",16.440001
"526","2020-09-02",16.639999
"527","2020-09-03",15.96
"528","2020-09-04",16.1
"529","2020-09-08",16.35
"530","2020-09-09",16.85
"531","2020-09-10",16.91
"532","2020-09-11",16.950001
"533","2020-09-14",17.540001
"534","2020-09-15",17.66
"535","2020-09-16",17.58
"536","2020-09-17",17.4
"537","2020-09-18",17.610001
"538","2020-09-21",16.950001
"539","2020-09-22",16.969999
"540","2020-09-23",16.73
"541","2020-09-24",16.639999
"542","2020-09-25",16.82
"543","2020-09-28",16.969999
"544","2020-09-29",17.129999
"545","2020-09-30",17.32
"546","2020-10-01",17.9
"547","2020-10-02",17.59
"548","2020-10-05",17.799999
"549","2020-10-06",17.84
"550","2020-10-07",18.1
"551","2020-10-08",18.139999
"552","2020-10-09",18.040001
"553","2020-10-12",17.98
"554","2020-10-13",17.93
"555","2020-10-14",18.309999
"556","2020-10-15",18.33
"557","2020-10-16",18.34
"558","2020-10-19",18.32
"559","2020-10-20",18.51
"560","2020-10-21",18.57
"561","2020-10-22",19.049999
"562","2020-10-23",18.84
"563","2020-10-26",18.17
"564","2020-10-27",17.92
"565","2020-10-28",17.6
"566","2020-10-29",17.940001
"567","2020-10-30",17.65
"568","2020-11-02",17.41
"569","2020-11-03",17.6
"570","2020-11-04",17.35
"571","2020-11-05",17.280001
"572","2020-11-06",16.959999
"573","2020-11-09",16.9
"574","2020-11-10",16.82
"575","2020-11-11",17.35
"576","2020-11-12",17.309999
"577","2020-11-13",17.99
"578","2020-11-16",18.27
"579","2020-11-17",18.41
"580","2020-11-18",18.1
"581","2020-11-19",18.540001
"582","2020-11-20",18.620001
"583","2020-11-23",18.969999
"584","2020-11-24",18.639999
"585","2020-11-25",18.83
"586","2020-11-27",18.85
