"","date","SOGO"
"190","2018-08-13",8.8
"191","2018-08-14",8.56
"192","2018-08-15",8.36
"193","2018-08-16",9.02
"194","2018-08-17",9.09
"195","2018-08-20",8.68
"196","2018-08-21",8.9
"197","2018-08-22",8.83
"198","2018-08-23",8.5
"199","2018-08-24",8.59
"200","2018-08-27",8.95
"201","2018-08-28",8.75
"202","2018-08-29",8.7
"203","2018-08-30",8.34
"204","2018-08-31",8.23
"205","2018-09-04",7.97
"206","2018-09-05",7.72
"207","2018-09-06",7.86
"208","2018-09-07",7.76
"209","2018-09-10",7.57
"210","2018-09-11",7.47
"211","2018-09-12",7.53
"212","2018-09-13",7.72
"213","2018-09-14",7.55
"214","2018-09-17",7.4
"215","2018-09-18",7.54
"216","2018-09-19",7.75
"217","2018-09-20",8
"218","2018-09-21",7.93
"219","2018-09-24",7.79
"220","2018-09-25",7.62
"221","2018-09-26",7.61
"222","2018-09-27",7.7
"223","2018-09-28",7.43
"224","2018-10-01",7.5
"225","2018-10-02",7.19
"226","2018-10-03",7.23
"227","2018-10-04",6.99
"228","2018-10-05",6.72
"229","2018-10-08",6.82
"230","2018-10-09",6.36
"231","2018-10-10",6.1
"232","2018-10-11",6.24
"233","2018-10-12",6.4
"234","2018-10-15",6.4
"235","2018-10-16",6.53
"236","2018-10-17",6.35
"237","2018-10-18",6.07
"238","2018-10-19",5.81
"239","2018-10-22",5.96
"240","2018-10-23",5.93
"241","2018-10-24",5.69
"242","2018-10-25",5.75
"243","2018-10-26",5.74
"244","2018-10-29",5.58
"245","2018-10-30",5.5
"246","2018-10-31",5.81
"247","2018-11-01",6.62
"248","2018-11-02",6.31
"249","2018-11-05",6.35
"250","2018-11-06",6.3
"251","2018-11-07",6.21
"252","2018-11-08",6.11
"253","2018-11-09",5.75
"254","2018-11-12",6.04
"255","2018-11-13",6.12
"256","2018-11-14",6.26
"257","2018-11-15",6.44
"258","2018-11-16",6.31
"259","2018-11-19",6.23
"260","2018-11-20",6.02
"261","2018-11-21",6.15
"262","2018-11-23",5.99
"263","2018-11-26",5.99
"264","2018-11-27",6.03
"265","2018-11-28",6.25
"266","2018-11-29",6.16
"267","2018-11-30",6.21
"268","2018-12-03",6.33
"269","2018-12-04",6.17
"270","2018-12-06",6.1
"271","2018-12-07",5.96
"272","2018-12-10",5.94
"273","2018-12-11",5.95
"274","2018-12-12",6.08
"275","2018-12-13",6.11
"276","2018-12-14",5.82
"277","2018-12-17",5.41
"278","2018-12-18",5.49
"279","2018-12-19",5.45
"280","2018-12-20",5.34
"281","2018-12-21",5.26
"282","2018-12-24",5.23
"283","2018-12-26",5.62
"284","2018-12-27",5.57
"285","2018-12-28",5.49
"286","2018-12-31",5.25
"287","2019-01-02",5.53
"288","2019-01-03",5.19
"289","2019-01-04",5.57
"290","2019-01-07",5.74
"291","2019-01-08",5.88
"292","2019-01-09",6.02
"293","2019-01-10",6.1
"294","2019-01-11",5.87
"295","2019-01-14",5.75
"296","2019-01-15",5.82
"297","2019-01-16",5.93
"298","2019-01-17",5.89
"299","2019-01-18",6.11
"300","2019-01-22",6
"301","2019-01-23",5.95
"302","2019-01-24",6.12
"303","2019-01-25",6.59
"304","2019-01-28",6.42
"305","2019-01-29",6.25
"306","2019-01-30",6.27
"307","2019-01-31",6.4
"308","2019-02-01",6.1
"309","2019-02-04",6.17
"310","2019-02-05",6.22
"311","2019-02-06",6.14
"312","2019-02-07",6
"313","2019-02-08",6.07
"314","2019-02-11",5.92
"315","2019-02-12",5.93
"316","2019-02-13",6.08
"317","2019-02-14",6.06
"318","2019-02-15",5.97
"319","2019-02-19",6.13
"320","2019-02-20",6.12
"321","2019-02-21",5.98
"322","2019-02-22",6.48
"323","2019-02-25",6.58
"324","2019-02-26",6.4
"325","2019-02-27",6.35
"326","2019-02-28",6.23
"327","2019-03-01",6.21
"328","2019-03-04",6.16
"329","2019-03-05",6.98
"330","2019-03-06",6.72
"331","2019-03-07",6.2
"332","2019-03-08",6.17
"333","2019-03-11",6.34
"334","2019-03-12",6.3
"335","2019-03-13",6.25
"336","2019-03-14",6.19
"337","2019-03-15",6.26
"338","2019-03-18",6.24
"339","2019-03-19",6.11
"340","2019-03-20",5.96
"341","2019-03-21",5.82
"342","2019-03-22",5.54
"343","2019-03-25",5.72
"344","2019-03-26",5.74
"345","2019-03-27",5.75
"346","2019-03-28",5.78
"347","2019-03-29",5.94
"348","2019-04-01",6
"349","2019-04-02",5.88
"350","2019-04-03",5.96
"351","2019-04-04",5.94
"352","2019-04-05",6.05
"353","2019-04-08",6.09
"354","2019-04-09",6.06
"355","2019-04-10",5.92
"356","2019-04-11",5.76
"357","2019-04-12",5.74
"358","2019-04-15",5.51
"359","2019-04-16",5.31
"360","2019-04-17",5.33
"361","2019-04-18",5.42
"362","2019-04-22",5.41
"363","2019-04-23",5.4
"364","2019-04-24",5.39
"365","2019-04-25",5.4
"366","2019-04-26",5.47
"367","2019-04-29",5.48
"368","2019-04-30",5.69
"369","2019-05-01",5.56
"370","2019-05-02",5.62
"371","2019-05-03",5.81
"372","2019-05-06",5.7
"373","2019-05-07",5.51
"374","2019-05-08",5.5
"375","2019-05-09",5.5
"376","2019-05-10",5.45
"377","2019-05-13",5.24
"378","2019-05-14",5.23
"379","2019-05-15",5.18
"380","2019-05-16",5.2
"381","2019-05-17",4.85
"382","2019-05-20",4.7
"383","2019-05-21",4.72
"384","2019-05-22",4.59
"385","2019-05-23",4.38
"386","2019-05-24",4.4
"387","2019-05-28",4.38
"388","2019-05-29",4.44
"389","2019-05-30",4.33
"390","2019-05-31",4.17
"391","2019-06-03",4.17
"392","2019-06-04",4.14
"393","2019-06-05",3.98
"394","2019-06-06",3.9
"395","2019-06-07",3.91
"396","2019-06-10",4.07
"397","2019-06-11",4.16
"398","2019-06-12",4.05
"399","2019-06-13",4.21
"400","2019-06-14",4.04
"401","2019-06-17",4.19
"402","2019-06-18",4.1
"403","2019-06-19",4.21
"404","2019-06-20",4.27
"405","2019-06-21",4.18
"406","2019-06-24",4.25
"407","2019-06-25",4.16
"408","2019-06-26",4.24
"409","2019-06-27",4.27
"410","2019-06-28",4.1
"411","2019-07-01",4.14
"412","2019-07-02",4.19
"413","2019-07-03",4.14
"414","2019-07-05",4.12
"415","2019-07-08",4.02
"416","2019-07-09",3.95
"417","2019-07-10",3.93
"418","2019-07-11",3.89
"419","2019-07-12",3.87
"420","2019-07-15",3.86
"421","2019-07-16",3.94
"422","2019-07-17",3.88
"423","2019-07-18",3.81
"424","2019-07-19",3.83
"425","2019-07-22",3.78
"426","2019-07-23",3.88
"427","2019-07-24",3.95
"428","2019-07-25",3.91
"429","2019-07-26",3.83
"430","2019-07-29",3.86
"431","2019-07-30",3.85
"432","2019-07-31",3.77
"433","2019-08-01",3.88
"434","2019-08-02",3.86
"435","2019-08-05",3.41
"436","2019-08-06",3.73
"437","2019-08-07",4.03
"438","2019-08-08",4
"439","2019-08-09",4.03
"440","2019-08-12",3.95
"441","2019-08-13",4.06
"442","2019-08-14",4.07
"443","2019-08-15",4.03
"444","2019-08-16",4.09
"445","2019-08-19",4.28
"446","2019-08-20",4.22
"447","2019-08-21",4.16
"448","2019-08-22",4.11
"449","2019-08-23",4.14
"450","2019-08-26",3.99
"451","2019-08-27",4.19
"452","2019-08-28",4.28
"453","2019-08-29",4.37
"454","2019-08-30",4.39
"455","2019-09-03",4.39
"456","2019-09-04",4.32
"457","2019-09-05",4.43
"458","2019-09-06",4.64
"459","2019-09-09",4.66
"460","2019-09-10",5.45
"461","2019-09-11",5.35
"462","2019-09-12",5.31
"463","2019-09-13",5.14
"464","2019-09-16",5.11
"465","2019-09-17",5.14
"466","2019-09-18",5.13
"467","2019-09-19",5.1
"468","2019-09-20",5.02
"469","2019-09-23",4.96
"470","2019-09-24",4.83
"471","2019-09-25",4.96
"472","2019-09-26",4.99
"473","2019-09-27",4.93
"474","2019-09-30",4.94
"475","2019-10-01",4.94
"476","2019-10-02",5.01
"477","2019-10-03",5.06
"478","2019-10-04",5.21
"479","2019-10-07",5.45
"480","2019-10-08",5.34
"481","2019-10-09",5.34
"482","2019-10-10",5.17
"483","2019-10-11",5.18
"484","2019-10-14",5.18
"485","2019-10-15",5.27
"486","2019-10-16",5.31
"487","2019-10-17",5.29
"488","2019-10-18",5.03
"489","2019-10-21",4.97
"490","2019-10-22",4.94
"491","2019-10-23",4.83
"492","2019-10-24",4.9
"493","2019-10-25",4.96
"494","2019-10-28",5.15
"495","2019-10-29",5.15
"496","2019-10-30",5.11
"497","2019-10-31",5.15
"498","2019-11-01",5.26
"499","2019-11-04",5.17
"500","2019-11-05",5.27
"501","2019-11-06",5.36
"502","2019-11-07",5.61
"503","2019-11-08",5.69
"504","2019-11-11",5.56
"505","2019-11-12",5.55
"506","2019-11-13",5.51
"507","2019-11-14",5.28
"508","2019-11-15",5.15
"509","2019-11-18",5.03
"510","2019-11-19",5.02
"511","2019-11-20",5.03
"512","2019-11-21",5
"513","2019-11-22",4.99
"514","2019-11-25",5.04
"515","2019-11-26",5
"516","2019-11-27",4.98
"517","2019-11-29",4.91
"518","2019-12-02",4.93
"519","2019-12-03",4.94
"520","2019-12-04",4.88
"521","2019-12-05",4.98
"522","2019-12-06",4.93
"523","2019-12-09",4.84
"524","2019-12-10",4.85
"525","2019-12-11",4.93
"526","2019-12-12",4.96
"527","2019-12-13",4.95
"528","2019-12-16",5
"529","2019-12-17",4.96
"530","2019-12-18",5.01
"531","2019-12-19",5.08
"532","2019-12-20",5.03
"533","2019-12-23",4.98
"534","2019-12-24",4.96
"535","2019-12-26",4.86
"536","2019-12-27",4.76
"537","2019-12-30",4.61
"538","2019-12-31",4.55
"539","2020-01-02",4.73
"540","2020-01-03",4.72
"541","2020-01-06",4.72
"542","2020-01-07",4.77
"543","2020-01-08",4.8
"544","2020-01-09",4.94
"545","2020-01-10",4.9
"546","2020-01-13",5.29
"547","2020-01-14",5.43
"548","2020-01-15",5.34
"549","2020-01-16",5.34
"550","2020-01-17",5.43
"551","2020-01-21",5.38
"552","2020-01-22",5.28
"553","2020-01-23",5.19
"554","2020-01-24",4.92
"555","2020-01-27",4.66
"556","2020-01-28",4.62
"557","2020-01-29",4.42
"558","2020-01-30",4.24
"559","2020-01-31",4.08
"560","2020-02-03",4.29
"561","2020-02-04",4.37
"562","2020-02-05",4.34
"563","2020-02-06",4.31
"564","2020-02-07",4.29
"565","2020-02-10",4.32
"566","2020-02-11",4.46
"567","2020-02-12",4.5
"568","2020-02-13",4.38
"569","2020-02-14",4.32
"570","2020-02-18",4.25
"571","2020-02-19",4.22
"572","2020-02-20",4.2
"573","2020-02-21",4.11
"574","2020-02-24",4.08
"575","2020-02-25",3.91
"576","2020-02-26",4.05
"577","2020-02-27",3.97
"578","2020-02-28",4.25
"579","2020-03-02",4.06
"580","2020-03-03",4.04
"581","2020-03-04",4.05
"582","2020-03-05",3.94
"583","2020-03-06",3.85
"584","2020-03-09",3.88
"585","2020-03-10",4.01
"586","2020-03-11",3.99
"587","2020-03-12",3.91
"588","2020-03-13",4.02
"589","2020-03-16",3.46
"590","2020-03-17",3.52
"591","2020-03-18",3.19
"592","2020-03-19",3.31
"593","2020-03-20",3.39
"594","2020-03-23",3.29
"595","2020-03-24",3.35
"596","2020-03-25",3.49
"597","2020-03-26",3.37
"598","2020-03-27",3.26
"599","2020-03-30",3.28
"600","2020-03-31",3.36
"601","2020-04-01",3.31
"602","2020-04-02",3.33
"603","2020-04-03",3.3
"604","2020-04-06",3.37
"605","2020-04-07",3.41
"606","2020-04-08",3.42
"607","2020-04-09",3.5
"608","2020-04-13",3.47
"609","2020-04-14",3.43
"610","2020-04-15",3.34
"611","2020-04-16",3.37
"612","2020-04-17",3.43
"613","2020-04-20",3.4
"614","2020-04-21",3.35
"615","2020-04-22",3.31
"616","2020-04-23",3.34
"617","2020-04-24",3.37
"618","2020-04-27",3.45
"619","2020-04-28",3.34
"620","2020-04-29",3.41
"621","2020-04-30",3.56
"622","2020-05-01",3.38
"623","2020-05-04",3.4
"624","2020-05-05",3.3
"625","2020-05-06",3.41
"626","2020-05-07",3.47
"627","2020-05-08",3.49
"628","2020-05-11",3.53
"629","2020-05-12",3.53
"630","2020-05-13",3.51
"631","2020-05-14",3.41
"632","2020-05-15",3.51
"633","2020-05-18",3.47
"634","2020-05-19",3.36
"635","2020-05-20",3.27
"636","2020-05-21",3.17
"637","2020-05-22",2.96
"638","2020-05-26",3.39
"639","2020-05-27",3.33
"640","2020-05-28",3.15
"641","2020-05-29",3.19
"642","2020-06-01",3.2
"643","2020-06-02",3.25
"644","2020-06-03",3.34
"645","2020-06-04",3.44
"646","2020-06-05",3.49
"647","2020-06-08",3.56
"648","2020-06-09",3.47
"649","2020-06-10",3.61
"650","2020-06-11",3.67
"651","2020-06-12",3.64
"652","2020-06-15",3.96
"653","2020-06-16",4.25
"654","2020-06-17",4.33
"655","2020-06-18",4.3
"656","2020-06-19",4.35
"657","2020-06-22",4.27
"658","2020-06-23",4.42
"659","2020-06-24",4.11
"660","2020-06-25",4.13
"661","2020-06-26",4.05
"662","2020-06-29",4.1
"663","2020-06-30",4.18
"664","2020-07-01",4.07
"665","2020-07-02",4.09
"666","2020-07-06",4.28
"667","2020-07-07",4.36
"668","2020-07-08",4.76
"669","2020-07-09",5.55
"670","2020-07-10",5.5
"671","2020-07-13",5.4
"672","2020-07-14",4.96
"673","2020-07-15",5
"674","2020-07-16",4.81
"675","2020-07-17",4.61
"676","2020-07-20",4.64
"677","2020-07-21",5.02
"678","2020-07-22",4.77
"679","2020-07-23",4.75
"680","2020-07-24",5.75
"681","2020-07-27",8.51
"682","2020-07-28",8.42
"683","2020-07-29",8.49
"684","2020-07-30",8.45
"685","2020-07-31",8.62
"686","2020-08-03",8.68
"687","2020-08-04",8.61
"688","2020-08-05",8.69
"689","2020-08-06",8.64
"690","2020-08-07",8.61
"691","2020-08-10",8.56
"692","2020-08-11",8.56
"693","2020-08-12",8.68
"694","2020-08-13",8.69
"695","2020-08-14",8.61
"696","2020-08-17",8.6
"697","2020-08-18",8.66
"698","2020-08-19",8.65
"699","2020-08-20",8.58
"700","2020-08-21",8.59
"701","2020-08-24",8.66
"702","2020-08-25",8.69
"703","2020-08-26",8.74
"704","2020-08-27",8.67
"705","2020-08-28",8.67
"706","2020-08-31",8.65
"707","2020-09-01",8.69
"708","2020-09-02",8.68
"709","2020-09-03",8.68
"710","2020-09-04",8.7
"711","2020-09-08",8.63
"712","2020-09-09",8.69
"713","2020-09-10",8.65
"714","2020-09-11",8.7
"715","2020-09-14",8.65
"716","2020-09-15",8.65
"717","2020-09-16",8.58
"718","2020-09-17",8.63
"719","2020-09-18",8.67
"720","2020-09-21",8.67
"721","2020-09-22",8.6
"722","2020-09-23",8.62
"723","2020-09-24",8.62
"724","2020-09-25",8.6
"725","2020-09-28",8.67
"726","2020-09-29",8.87
"727","2020-09-30",8.89
"728","2020-10-01",8.88
"729","2020-10-02",8.89
"730","2020-10-05",8.88
"731","2020-10-06",8.87
"732","2020-10-07",8.87
"733","2020-10-08",8.87
"734","2020-10-09",8.88
"735","2020-10-12",8.87
"736","2020-10-13",8.88
"737","2020-10-14",8.87
"738","2020-10-15",8.87
"739","2020-10-16",8.88
"740","2020-10-19",8.87
"741","2020-10-20",8.87
"742","2020-10-21",8.87
"743","2020-10-22",8.87
"744","2020-10-23",8.88
"745","2020-10-26",8.88
"746","2020-10-27",8.88
"747","2020-10-28",8.88
"748","2020-10-29",8.89
"749","2020-10-30",8.9
"750","2020-11-02",8.89
"751","2020-11-03",8.89
"752","2020-11-04",8.92
"753","2020-11-05",8.92
"754","2020-11-06",8.92
"755","2020-11-09",8.9
"756","2020-11-10",8.86
"757","2020-11-11",8.82
"758","2020-11-12",8.85
"759","2020-11-13",8.92
"760","2020-11-16",8.89
"761","2020-11-17",8.89
"762","2020-11-18",8.86
"763","2020-11-19",8.88
"764","2020-11-20",8.89
"765","2020-11-23",8.87
"766","2020-11-24",8.85
"767","2020-11-25",8.85
"768","2020-11-27",8.86
