"","date","W"
"151","2015-05-08",30.780001
"152","2015-05-11",30.01
"153","2015-05-12",29.99
"154","2015-05-13",28.799999
"155","2015-05-14",28.51
"156","2015-05-15",29.049999
"157","2015-05-18",28.32
"158","2015-05-19",28.65
"159","2015-05-20",28.34
"160","2015-05-21",29.950001
"161","2015-05-22",30.889999
"162","2015-05-26",29.65
"163","2015-05-27",29.52
"164","2015-05-28",29.18
"165","2015-05-29",29.889999
"166","2015-06-01",28.809999
"167","2015-06-02",29.26
"168","2015-06-03",30.74
"169","2015-06-04",30.639999
"170","2015-06-05",33.060001
"171","2015-06-08",33.549999
"172","2015-06-09",33.709999
"173","2015-06-10",34.07
"174","2015-06-11",34.09
"175","2015-06-12",34.18
"176","2015-06-15",33.16
"177","2015-06-16",34.279999
"178","2015-06-17",34.810001
"179","2015-06-18",37.529999
"180","2015-06-19",37.970001
"181","2015-06-22",38.790001
"182","2015-06-23",37.939999
"183","2015-06-24",37.360001
"184","2015-06-25",37.240002
"185","2015-06-26",38.18
"186","2015-06-29",36.790001
"187","2015-06-30",37.639999
"188","2015-07-01",37.98
"189","2015-07-02",37.700001
"190","2015-07-06",36.900002
"191","2015-07-07",37.009998
"192","2015-07-08",35.450001
"193","2015-07-09",36.32
"194","2015-07-10",37.349998
"195","2015-07-13",38.150002
"196","2015-07-14",38.130001
"197","2015-07-15",37.139999
"198","2015-07-16",37.23
"199","2015-07-17",38.98
"200","2015-07-20",39.639999
"201","2015-07-21",38.869999
"202","2015-07-22",38.02
"203","2015-07-23",38.810001
"204","2015-07-24",39.279999
"205","2015-07-27",37.16
"206","2015-07-28",37.860001
"207","2015-07-29",37.740002
"208","2015-07-30",37.09
"209","2015-07-31",37.310001
"210","2015-08-03",36.759998
"211","2015-08-04",38.779999
"212","2015-08-05",39.57
"213","2015-08-06",37.150002
"214","2015-08-07",36.52
"215","2015-08-10",38.130001
"216","2015-08-11",38.169998
"217","2015-08-12",48.950001
"218","2015-08-13",53.580002
"219","2015-08-14",49.529999
"220","2015-08-17",50.389999
"221","2015-08-18",45.110001
"222","2015-08-19",43.889999
"223","2015-08-20",43.220001
"224","2015-08-21",43.830002
"225","2015-08-24",40.970001
"226","2015-08-25",42.32
"227","2015-08-26",43.049999
"228","2015-08-27",41.740002
"229","2015-08-28",42.220001
"230","2015-08-31",37.299999
"231","2015-09-01",36.450001
"232","2015-09-02",36.27
"233","2015-09-03",34.91
"234","2015-09-04",35.209999
"235","2015-09-08",37.59
"236","2015-09-09",36.880001
"237","2015-09-10",35.360001
"238","2015-09-11",33.049999
"239","2015-09-14",32.580002
"240","2015-09-15",32.75
"241","2015-09-16",33.560001
"242","2015-09-17",33.799999
"243","2015-09-18",34.139999
"244","2015-09-21",33.990002
"245","2015-09-22",34.529999
"246","2015-09-23",35.650002
"247","2015-09-24",35.169998
"248","2015-09-25",36
"249","2015-09-28",36.32
"250","2015-09-29",34.169998
"251","2015-09-30",35.060001
"252","2015-10-01",35.849998
"253","2015-10-02",36.18
"254","2015-10-05",38.099998
"255","2015-10-06",39.349998
"256","2015-10-07",38.259998
"257","2015-10-08",39.450001
"258","2015-10-09",39.07
"259","2015-10-12",38.41
"260","2015-10-13",38.790001
"261","2015-10-14",39.57
"262","2015-10-15",40.790001
"263","2015-10-16",42.48
"264","2015-10-19",44.91
"265","2015-10-20",45.380001
"266","2015-10-21",44.959999
"267","2015-10-22",44.060001
"268","2015-10-23",41.27
"269","2015-10-26",40.790001
"270","2015-10-27",41.650002
"271","2015-10-28",43.130001
"272","2015-10-29",42.939999
"273","2015-10-30",42.27
"274","2015-11-02",43.599998
"275","2015-11-03",45.139999
"276","2015-11-04",44.509998
"277","2015-11-05",43.330002
"278","2015-11-06",44.119999
"279","2015-11-09",45.84
"280","2015-11-10",39.43
"281","2015-11-11",41.57
"282","2015-11-12",38.91
"283","2015-11-13",36.52
"284","2015-11-16",37.279999
"285","2015-11-17",35.799999
"286","2015-11-18",35.779999
"287","2015-11-19",35.509998
"288","2015-11-20",37.279999
"289","2015-11-23",39.689999
"290","2015-11-24",38.119999
"291","2015-11-25",38.049999
"292","2015-11-27",38.16
"293","2015-11-30",37.91
"294","2015-12-01",37.93
"295","2015-12-02",41.830002
"296","2015-12-03",41.029999
"297","2015-12-04",42.48
"298","2015-12-07",44.75
"299","2015-12-08",45.889999
"300","2015-12-09",45.200001
"301","2015-12-10",47.200001
"302","2015-12-11",44.73
"303","2015-12-14",46.25
"304","2015-12-15",45.950001
"305","2015-12-16",47.119999
"306","2015-12-17",46.869999
"307","2015-12-18",48.380001
"308","2015-12-21",47.98
"309","2015-12-22",48.450001
"310","2015-12-23",49.57
"311","2015-12-24",47.919998
"312","2015-12-28",48.77
"313","2015-12-29",49.450001
"314","2015-12-30",48.93
"315","2015-12-31",47.619999
"316","2016-01-04",44.189999
"317","2016-01-05",43.459999
"318","2016-01-06",42.959999
"319","2016-01-07",41.5
"320","2016-01-08",42.150002
"321","2016-01-11",41.32
"322","2016-01-12",43.950001
"323","2016-01-13",41.220001
"324","2016-01-14",40.029999
"325","2016-01-15",37.810001
"326","2016-01-19",38.400002
"327","2016-01-20",42.139999
"328","2016-01-21",41.810001
"329","2016-01-22",44.189999
"330","2016-01-25",45.029999
"331","2016-01-26",45.349998
"332","2016-01-27",44.110001
"333","2016-01-28",44.43
"334","2016-01-29",45.200001
"335","2016-02-01",43.470001
"336","2016-02-02",41.099998
"337","2016-02-03",40.25
"338","2016-02-04",42.310001
"339","2016-02-05",40.32
"340","2016-02-08",33.990002
"341","2016-02-09",31.889999
"342","2016-02-10",34.48
"343","2016-02-11",34.279999
"344","2016-02-12",35.91
"345","2016-02-16",38.57
"346","2016-02-17",39.310001
"347","2016-02-18",38.330002
"348","2016-02-19",39.560001
"349","2016-02-22",40.139999
"350","2016-02-23",40.91
"351","2016-02-24",40.470001
"352","2016-02-25",44.77
"353","2016-02-26",41.290001
"354","2016-02-29",38.970001
"355","2016-03-01",40.23
"356","2016-03-02",43.950001
"357","2016-03-03",45.43
"358","2016-03-04",44.73
"359","2016-03-07",44.09
"360","2016-03-08",43.75
"361","2016-03-09",43.630001
"362","2016-03-10",43.799999
"363","2016-03-11",45.150002
"364","2016-03-14",42.869999
"365","2016-03-15",42.360001
"366","2016-03-16",44.099998
"367","2016-03-17",44.91
"368","2016-03-18",41.709999
"369","2016-03-21",38.060001
"370","2016-03-22",39.939999
"371","2016-03-23",39.330002
"372","2016-03-24",40.290001
"373","2016-03-28",40.799999
"374","2016-03-29",43.330002
"375","2016-03-30",40.779999
"376","2016-03-31",43.220001
"377","2016-04-01",43.959999
"378","2016-04-04",42.419998
"379","2016-04-05",41.759998
"380","2016-04-06",42.169998
"381","2016-04-07",42.189999
"382","2016-04-08",40.41
"383","2016-04-11",39.880001
"384","2016-04-12",40.990002
"385","2016-04-13",42
"386","2016-04-14",41.34
"387","2016-04-15",42.400002
"388","2016-04-18",40.790001
"389","2016-04-19",41.200001
"390","2016-04-20",42.130001
"391","2016-04-21",40.5
"392","2016-04-22",40.560001
"393","2016-04-25",39.18
"394","2016-04-26",38.540001
"395","2016-04-27",38.959999
"396","2016-04-28",38
"397","2016-04-29",37.75
"398","2016-05-02",35.610001
"399","2016-05-03",36.040001
"400","2016-05-04",35.799999
"401","2016-05-05",36.060001
"402","2016-05-06",35.990002
"403","2016-05-09",39.650002
"404","2016-05-10",38.700001
"405","2016-05-11",38.279999
"406","2016-05-12",37.84
"407","2016-05-13",38.619999
"408","2016-05-16",38.82
"409","2016-05-17",39.830002
"410","2016-05-18",40.130001
"411","2016-05-19",40
"412","2016-05-20",40.48
"413","2016-05-23",40.889999
"414","2016-05-24",39.75
"415","2016-05-25",40.360001
"416","2016-05-26",40.130001
"417","2016-05-27",40.799999
"418","2016-05-31",41.18
"419","2016-06-01",40.639999
"420","2016-06-02",41.490002
"421","2016-06-03",42.040001
"422","2016-06-06",40.990002
"423","2016-06-07",41.970001
"424","2016-06-08",42.939999
"425","2016-06-09",40.18
"426","2016-06-10",38.009998
"427","2016-06-13",38
"428","2016-06-14",37.09
"429","2016-06-15",38.259998
"430","2016-06-16",38.48
"431","2016-06-17",39.150002
"432","2016-06-20",40.23
"433","2016-06-21",41.259998
"434","2016-06-22",41.669998
"435","2016-06-23",42.740002
"436","2016-06-24",40.25
"437","2016-06-27",38.84
"438","2016-06-28",38.5
"439","2016-06-29",39.150002
"440","2016-06-30",39
"441","2016-07-01",38.060001
"442","2016-07-05",38.990002
"443","2016-07-06",39.93
"444","2016-07-07",40.209999
"445","2016-07-08",40.470001
"446","2016-07-11",40.450001
"447","2016-07-12",41.419998
"448","2016-07-13",40.509998
"449","2016-07-14",39.09
"450","2016-07-15",38.790001
"451","2016-07-18",40.220001
"452","2016-07-19",39.43
"453","2016-07-20",40.200001
"454","2016-07-21",39.380001
"455","2016-07-22",39.91
"456","2016-07-25",39.48
"457","2016-07-26",40.299999
"458","2016-07-27",40.25
"459","2016-07-28",42.77
"460","2016-07-29",43.5
"461","2016-08-01",44.34
"462","2016-08-02",46.450001
"463","2016-08-03",47.689999
"464","2016-08-04",47.549999
"465","2016-08-05",48.029999
"466","2016-08-08",48.25
"467","2016-08-09",38.799999
"468","2016-08-10",37.720001
"469","2016-08-11",38.18
"470","2016-08-12",38.990002
"471","2016-08-15",39
"472","2016-08-16",38.049999
"473","2016-08-17",37.389999
"474","2016-08-18",37.880001
"475","2016-08-19",38.23
"476","2016-08-22",37.889999
"477","2016-08-23",38.110001
"478","2016-08-24",38.119999
"479","2016-08-25",38.139999
"480","2016-08-26",38.990002
"481","2016-08-29",38.360001
"482","2016-08-30",38.459999
"483","2016-08-31",38.509998
"484","2016-09-01",39.290001
"485","2016-09-02",38.790001
"486","2016-09-06",40.490002
"487","2016-09-07",40.599998
"488","2016-09-08",41.389999
"489","2016-09-09",38.18
"490","2016-09-12",38.619999
"491","2016-09-13",37.549999
"492","2016-09-14",39.549999
"493","2016-09-15",40.330002
"494","2016-09-16",42.099998
"495","2016-09-19",41.560001
"496","2016-09-20",42.060001
"497","2016-09-21",42.759998
"498","2016-09-22",42.810001
"499","2016-09-23",41.98
"500","2016-09-26",41.240002
"501","2016-09-27",41.240002
"502","2016-09-28",40.52
"503","2016-09-29",39.439999
"504","2016-09-30",39.369999
"505","2016-10-03",38.419998
"506","2016-10-04",38.529999
"507","2016-10-05",39.150002
"508","2016-10-06",39.09
"509","2016-10-07",37.990002
"510","2016-10-10",37.419998
"511","2016-10-11",36.189999
"512","2016-10-12",36.59
"513","2016-10-13",36.470001
"514","2016-10-14",35.43
"515","2016-10-17",35.73
"516","2016-10-18",36.419998
"517","2016-10-19",36.720001
"518","2016-10-20",36.259998
"519","2016-10-21",36.279999
"520","2016-10-24",36.560001
"521","2016-10-25",35.240002
"522","2016-10-26",34.529999
"523","2016-10-27",34.150002
"524","2016-10-28",33.369999
"525","2016-10-31",33.330002
"526","2016-11-01",32.290001
"527","2016-11-02",31.959999
"528","2016-11-03",32.279999
"529","2016-11-04",32.509998
"530","2016-11-07",33.650002
"531","2016-11-08",32.259998
"532","2016-11-09",34.009998
"533","2016-11-10",35.5
"534","2016-11-11",35.709999
"535","2016-11-14",36.09
"536","2016-11-15",36.810001
"537","2016-11-16",36.68
"538","2016-11-17",35.509998
"539","2016-11-18",33.299999
"540","2016-11-21",33.599998
"541","2016-11-22",34.919998
"542","2016-11-23",35.040001
"543","2016-11-25",35.02
"544","2016-11-28",34.029999
"545","2016-11-29",34.740002
"546","2016-11-30",36.450001
"547","2016-12-01",36.41
"548","2016-12-02",37.110001
"549","2016-12-05",36.720001
"550","2016-12-06",37.02
"551","2016-12-07",37.220001
"552","2016-12-08",38.580002
"553","2016-12-09",37.93
"554","2016-12-12",38.130001
"555","2016-12-13",38.529999
"556","2016-12-14",38.279999
"557","2016-12-15",38.310001
"558","2016-12-16",37.470001
"559","2016-12-19",37.990002
"560","2016-12-20",37.639999
"561","2016-12-21",37.189999
"562","2016-12-22",36.400002
"563","2016-12-23",35.25
"564","2016-12-27",36.25
"565","2016-12-28",35.959999
"566","2016-12-29",35.470001
"567","2016-12-30",35.049999
"568","2017-01-03",35.18
"569","2017-01-04",36.48
"570","2017-01-05",37.169998
"571","2017-01-06",37.360001
"572","2017-01-09",38.049999
"573","2017-01-10",41.040001
"574","2017-01-11",40.849998
"575","2017-01-12",40.369999
"576","2017-01-13",39.669998
"577","2017-01-17",40.549999
"578","2017-01-18",40.23
"579","2017-01-19",40.119999
"580","2017-01-20",40.150002
"581","2017-01-23",39.880001
"582","2017-01-24",41.07
"583","2017-01-25",41.560001
"584","2017-01-26",42.25
"585","2017-01-27",42.310001
"586","2017-01-30",41.73
"587","2017-01-31",41.560001
"588","2017-02-01",41.57
"589","2017-02-02",41.82
"590","2017-02-03",42.189999
"591","2017-02-06",42.599998
"592","2017-02-07",42.59
"593","2017-02-08",42.240002
"594","2017-02-09",42.279999
"595","2017-02-10",42.790001
"596","2017-02-13",41.91
"597","2017-02-14",41.200001
"598","2017-02-15",41.490002
"599","2017-02-16",40.169998
"600","2017-02-17",40.130001
"601","2017-02-21",40.259998
"602","2017-02-22",41.259998
"603","2017-02-23",38.580002
"604","2017-02-24",39.299999
"605","2017-02-27",39.130001
"606","2017-02-28",37.810001
"607","2017-03-01",37.880001
"608","2017-03-02",37.23
"609","2017-03-03",36.369999
"610","2017-03-06",35.799999
"611","2017-03-07",35.779999
"612","2017-03-08",35.919998
"613","2017-03-09",36.139999
"614","2017-03-10",36.099998
"615","2017-03-13",37.25
"616","2017-03-14",37.009998
"617","2017-03-15",37.740002
"618","2017-03-16",38.740002
"619","2017-03-17",38.810001
"620","2017-03-20",39.689999
"621","2017-03-21",38.580002
"622","2017-03-22",38.73
"623","2017-03-23",38.299999
"624","2017-03-24",38.369999
"625","2017-03-27",39.349998
"626","2017-03-28",39.009998
"627","2017-03-29",40.25
"628","2017-03-30",39.900002
"629","2017-03-31",40.490002
"630","2017-04-03",41.369999
"631","2017-04-04",41.290001
"632","2017-04-05",40.209999
"633","2017-04-06",41.59
"634","2017-04-07",42.650002
"635","2017-04-10",44.040001
"636","2017-04-11",44
"637","2017-04-12",44.630001
"638","2017-04-13",43.509998
"639","2017-04-17",43.84
"640","2017-04-18",43.900002
"641","2017-04-19",45.68
"642","2017-04-20",45.619999
"643","2017-04-21",45.959999
"644","2017-04-24",43.48
"645","2017-04-25",44.220001
"646","2017-04-26",44.07
"647","2017-04-27",45.32
"648","2017-04-28",45.709999
"649","2017-05-01",47.02
"650","2017-05-02",49
"651","2017-05-03",48.389999
"652","2017-05-04",48.450001
"653","2017-05-05",48.52
"654","2017-05-08",51.130001
"655","2017-05-09",61.73
"656","2017-05-10",64.160004
"657","2017-05-11",64.540001
"658","2017-05-12",60.68
"659","2017-05-15",61.09
"660","2017-05-16",61.279999
"661","2017-05-17",61.740002
"662","2017-05-18",63.610001
"663","2017-05-19",61.919998
"664","2017-05-22",63.860001
"665","2017-05-23",63.709999
"666","2017-05-24",64.75
"667","2017-05-25",63.490002
"668","2017-05-26",65
"669","2017-05-30",64.089996
"670","2017-05-31",62.950001
"671","2017-06-01",66.480003
"672","2017-06-02",68.18
"673","2017-06-05",68.589996
"674","2017-06-06",69.529999
"675","2017-06-07",68.93
"676","2017-06-08",73.160004
"677","2017-06-09",70.07
"678","2017-06-12",70.550003
"679","2017-06-13",70.559998
"680","2017-06-14",71.779999
"681","2017-06-15",74.110001
"682","2017-06-16",76.169998
"683","2017-06-19",73.459999
"684","2017-06-20",74.5
"685","2017-06-21",75.410004
"686","2017-06-22",76.32
"687","2017-06-23",76.980003
"688","2017-06-26",75.849998
"689","2017-06-27",75.269997
"690","2017-06-28",76.029999
"691","2017-06-29",74.029999
"692","2017-06-30",76.879997
"693","2017-07-03",74.459999
"694","2017-07-05",75.480003
"695","2017-07-06",74.239998
"696","2017-07-07",74.059998
"697","2017-07-10",73.720001
"698","2017-07-11",75.220001
"699","2017-07-12",75.589996
"700","2017-07-13",78.169998
"701","2017-07-14",76.739998
"702","2017-07-17",75.050003
"703","2017-07-18",75.720001
"704","2017-07-19",75.82
"705","2017-07-20",76.75
"706","2017-07-21",76.059998
"707","2017-07-24",76.160004
"708","2017-07-25",76.910004
"709","2017-07-26",79.360001
"710","2017-07-27",77.050003
"711","2017-07-28",78.199997
"712","2017-07-31",76.349998
"713","2017-08-01",75.779999
"714","2017-08-02",73.830002
"715","2017-08-03",77.330002
"716","2017-08-04",80.360001
"717","2017-08-07",80.57
"718","2017-08-08",75.519997
"719","2017-08-09",72.82
"720","2017-08-10",69.010002
"721","2017-08-11",69.690002
"722","2017-08-14",70.809998
"723","2017-08-15",70.849998
"724","2017-08-16",70.68
"725","2017-08-17",67.07
"726","2017-08-18",66.870003
"727","2017-08-21",66
"728","2017-08-22",67.510002
"729","2017-08-23",67.400002
"730","2017-08-24",67.190002
"731","2017-08-25",69.199997
"732","2017-08-28",68.559998
"733","2017-08-29",68.290001
"734","2017-08-30",69.779999
"735","2017-08-31",71.010002
"736","2017-09-01",72.459999
"737","2017-09-05",73.629997
"738","2017-09-06",73.059998
"739","2017-09-07",73.800003
"740","2017-09-08",77.230003
"741","2017-09-11",77.080002
"742","2017-09-12",82.379997
"743","2017-09-13",80.970001
"744","2017-09-14",80.230003
"745","2017-09-15",79.760002
"746","2017-09-18",80.290001
"747","2017-09-19",79.919998
"748","2017-09-20",83.769997
"749","2017-09-21",81.75
"750","2017-09-22",74.589996
"751","2017-09-25",71.230003
"752","2017-09-26",68.440002
"753","2017-09-27",70.269997
"754","2017-09-28",70.470001
"755","2017-09-29",67.400002
"756","2017-10-02",68.459999
"757","2017-10-03",72.800003
"758","2017-10-04",73.029999
"759","2017-10-05",71.169998
"760","2017-10-06",68.989998
"761","2017-10-09",68.279999
"762","2017-10-10",65.949997
"763","2017-10-11",66.220001
"764","2017-10-12",69.18
"765","2017-10-13",71.419998
"766","2017-10-16",69.730003
"767","2017-10-17",67.760002
"768","2017-10-18",67.129997
"769","2017-10-19",67.150002
"770","2017-10-20",68.040001
"771","2017-10-23",67.099998
"772","2017-10-24",66.449997
"773","2017-10-25",64.519997
"774","2017-10-26",63.830002
"775","2017-10-27",67.550003
"776","2017-10-30",69.660004
"777","2017-10-31",69.900002
"778","2017-11-01",74.410004
"779","2017-11-02",62.84
"780","2017-11-03",67.5
"781","2017-11-06",64.050003
"782","2017-11-07",60.259998
"783","2017-11-08",57.849998
"784","2017-11-09",57.970001
"785","2017-11-10",61.57
"786","2017-11-13",62.540001
"787","2017-11-14",64.900002
"788","2017-11-15",63.450001
"789","2017-11-16",65.900002
"790","2017-11-17",66.389999
"791","2017-11-20",66.68
"792","2017-11-21",68.089996
"793","2017-11-22",68.25
"794","2017-11-24",69.050003
"795","2017-11-27",68.760002
"796","2017-11-28",70.07
"797","2017-11-29",67.870003
"798","2017-11-30",69.989998
"799","2017-12-01",70.230003
"800","2017-12-04",71.900002
"801","2017-12-05",72.580002
"802","2017-12-06",73.769997
"803","2017-12-07",74.919998
"804","2017-12-08",73.949997
"805","2017-12-11",74.589996
"806","2017-12-12",72.449997
"807","2017-12-13",75.830002
"808","2017-12-14",76.18
"809","2017-12-15",79.260002
"810","2017-12-18",83.080002
"811","2017-12-19",81.690002
"812","2017-12-20",81.580002
"813","2017-12-21",78.889999
"814","2017-12-22",79.529999
"815","2017-12-26",81.279999
"816","2017-12-27",81.099998
"817","2017-12-28",80.910004
"818","2017-12-29",80.269997
"819","2018-01-02",81.019997
"820","2018-01-03",78.449997
"821","2018-01-04",79.300003
"822","2018-01-05",80.75
"823","2018-01-08",83.050003
"824","2018-01-09",81.25
"825","2018-01-10",82.959999
"826","2018-01-11",85.389999
"827","2018-01-12",85.580002
"828","2018-01-16",84.5
"829","2018-01-17",85.559998
"830","2018-01-18",85.559998
"831","2018-01-19",87.839996
"832","2018-01-22",90.639999
"833","2018-01-23",90.18
"834","2018-01-24",90.839996
"835","2018-01-25",91.160004
"836","2018-01-26",93.300003
"837","2018-01-29",94.360001
"838","2018-01-30",92.980003
"839","2018-01-31",92.010002
"840","2018-02-01",91.730003
"841","2018-02-02",90.779999
"842","2018-02-05",89.269997
"843","2018-02-06",91.989998
"844","2018-02-07",91.129997
"845","2018-02-08",88.980003
"846","2018-02-09",90.68
"847","2018-02-12",92.019997
"848","2018-02-13",92.550003
"849","2018-02-14",97.07
"850","2018-02-15",96.760002
"851","2018-02-16",97.519997
"852","2018-02-20",96.300003
"853","2018-02-21",95.690002
"854","2018-02-22",73.949997
"855","2018-02-23",75.25
"856","2018-02-26",75.010002
"857","2018-02-27",76.269997
"858","2018-02-28",77.419998
"859","2018-03-01",79.279999
"860","2018-03-02",80.339996
"861","2018-03-05",81.220001
"862","2018-03-06",83.129997
"863","2018-03-07",84.639999
"864","2018-03-08",85.370003
"865","2018-03-09",86.260002
"866","2018-03-12",85
"867","2018-03-13",84.360001
"868","2018-03-14",84.860001
"869","2018-03-15",83.959999
"870","2018-03-16",78.949997
"871","2018-03-19",76.529999
"872","2018-03-20",76.5
"873","2018-03-21",72.449997
"874","2018-03-22",69.269997
"875","2018-03-23",67.580002
"876","2018-03-26",68.010002
"877","2018-03-27",66.540001
"878","2018-03-28",65.139999
"879","2018-03-29",67.529999
"880","2018-04-02",62.66
"881","2018-04-03",65.790001
"882","2018-04-04",67.349998
"883","2018-04-05",68.120003
"884","2018-04-06",66.639999
"885","2018-04-09",67.150002
"886","2018-04-10",68.449997
"887","2018-04-11",67.669998
"888","2018-04-12",67.720001
"889","2018-04-13",66.809998
"890","2018-04-16",65.860001
"891","2018-04-17",68.239998
"892","2018-04-18",69.68
"893","2018-04-19",69.120003
"894","2018-04-20",69.910004
"895","2018-04-23",73.239998
"896","2018-04-24",68.769997
"897","2018-04-25",67.470001
"898","2018-04-26",67.75
"899","2018-04-27",66.610001
"900","2018-04-30",62.299999
"901","2018-05-01",65.169998
"902","2018-05-02",74.07
"903","2018-05-03",76.169998
"904","2018-05-04",80.129997
"905","2018-05-07",82.160004
"906","2018-05-08",84.529999
"907","2018-05-09",83.239998
"908","2018-05-10",83.650002
"909","2018-05-11",84.709999
"910","2018-05-14",83.730003
"911","2018-05-15",84.589996
"912","2018-05-16",85.050003
"913","2018-05-17",85.760002
"914","2018-05-18",85.720001
"915","2018-05-21",85.529999
"916","2018-05-22",84.660004
"917","2018-05-23",85.489998
"918","2018-05-24",86.519997
"919","2018-05-25",89.849998
"920","2018-05-29",90.980003
"921","2018-05-30",94.620003
"922","2018-05-31",92.349998
"923","2018-06-01",94.989998
"924","2018-06-04",98.099998
"925","2018-06-05",100.440002
"926","2018-06-06",105.209999
"927","2018-06-07",101.650002
"928","2018-06-08",105.410004
"929","2018-06-11",103.970001
"930","2018-06-12",108.139999
"931","2018-06-13",107.43
"932","2018-06-14",109.5
"933","2018-06-15",110.870003
"934","2018-06-18",113.82
"935","2018-06-19",113.870003
"936","2018-06-20",116.160004
"937","2018-06-21",114.279999
"938","2018-06-22",114.839996
"939","2018-06-25",109.809998
"940","2018-06-26",112.209999
"941","2018-06-27",111.459999
"942","2018-06-28",118.639999
"943","2018-06-29",118.760002
"944","2018-07-02",115.910004
"945","2018-07-03",115.940002
"946","2018-07-05",117.82
"947","2018-07-06",121.739998
"948","2018-07-09",121.120003
"949","2018-07-10",120.699997
"950","2018-07-11",117.169998
"951","2018-07-12",118.059998
"952","2018-07-13",119.169998
