"","date","TRMT"
"100","2018-02-06",14.53
"101","2018-02-07",14.95
"102","2018-02-08",14.43
"103","2018-02-09",14.35
"104","2018-02-12",14.2
"105","2018-02-13",14.812
"106","2018-02-14",14.02
"107","2018-02-15",14.93
"108","2018-02-16",14.56
"109","2018-02-20",14.56
"110","2018-02-21",14.68
"111","2018-02-22",13.55
"112","2018-02-23",13.62
"113","2018-02-26",13.25
"114","2018-02-27",13.25
"115","2018-02-28",13.1
"116","2018-03-01",13.5
"117","2018-03-02",13.5
"118","2018-03-05",13.47
"119","2018-03-06",13.35
"120","2018-03-07",13.22
"121","2018-03-08",13.42
"122","2018-03-09",13.31
"123","2018-03-12",13.3
"124","2018-03-13",13.39
"125","2018-03-14",12.99
"126","2018-03-15",13.36
"127","2018-03-16",13.99
"128","2018-03-19",13.16
"129","2018-03-20",13.59
"130","2018-03-21",13.14
"131","2018-03-22",13.14
"132","2018-03-23",13.11
"133","2018-03-26",13.29
"134","2018-03-27",13.02
"135","2018-03-28",13.29
"136","2018-03-29",13.14
"137","2018-04-02",13
"138","2018-04-03",12.92
"139","2018-04-04",12.97
"140","2018-04-05",12.92
"141","2018-04-06",12.8
"142","2018-04-09",12.85
"143","2018-04-10",12.81
"144","2018-04-11",12.76
"145","2018-04-12",12.7
"146","2018-04-13",12.6
"147","2018-04-16",12.61
"148","2018-04-17",12.84
"149","2018-04-18",12.62
"150","2018-04-19",12.6
"151","2018-04-20",12.6
"152","2018-04-23",12.59
"153","2018-04-24",12.64
"154","2018-04-25",12.61
"155","2018-04-26",12.86
"156","2018-04-27",12.6
"157","2018-04-30",12.574
"158","2018-05-01",12.6
"159","2018-05-02",12.49
"160","2018-05-03",12.48
"161","2018-05-04",12.08
"162","2018-05-07",12.01
"163","2018-05-08",13.01
"164","2018-05-09",12.71
"165","2018-05-10",12.71
"166","2018-05-11",13.5
"167","2018-05-14",12.61
"168","2018-05-15",12.35
"169","2018-05-16",12.26
"170","2018-05-17",12.42
"171","2018-05-18",11.91
"172","2018-05-21",11.84
"173","2018-05-22",11.535
"174","2018-05-23",11.75
"175","2018-05-24",11.34
"176","2018-05-25",11.3
"177","2018-05-29",11.25
"178","2018-05-30",11.6
"179","2018-05-31",11.8
"180","2018-06-01",12.25
"181","2018-06-04",11.63
"182","2018-06-05",11.76
"183","2018-06-06",12.03
"184","2018-06-07",12.1
"185","2018-06-08",12.1
"186","2018-06-11",12.143
"187","2018-06-12",12.26
"188","2018-06-13",12.21
"189","2018-06-14",12.84
"190","2018-06-15",12.76
"191","2018-06-18",12.8
"192","2018-06-19",12.56
"193","2018-06-20",12.661
"194","2018-06-21",12.01
"195","2018-06-22",12.66
"196","2018-06-25",12.419
"197","2018-06-26",13.19
"198","2018-06-27",12.24
"199","2018-06-28",13.01
"200","2018-06-29",13.15
"201","2018-07-02",13.19
"202","2018-07-03",13.19
"203","2018-07-05",13.01
"204","2018-07-06",13.18
"205","2018-07-09",13.57
"206","2018-07-10",13.1
"207","2018-07-11",13.44
"208","2018-07-12",13.33
"209","2018-07-13",13.48
"210","2018-07-16",13.48
"211","2018-07-17",13.79
"212","2018-07-18",13.59
"213","2018-07-19",13.31
"214","2018-07-20",13.51
"215","2018-07-23",13.365
"216","2018-07-24",13.54
"217","2018-07-25",13.46
"218","2018-07-26",13.66
"219","2018-07-27",13.74
"220","2018-07-30",12.99
"221","2018-07-31",13
"222","2018-08-01",13.33
"223","2018-08-02",12.65
"224","2018-08-03",12.65
"225","2018-08-06",12.653
"226","2018-08-07",13.47
"227","2018-08-08",12.92
"228","2018-08-09",12.65
"229","2018-08-10",12.7
"230","2018-08-13",13.18
"231","2018-08-14",12.75
"232","2018-08-15",12.2
"233","2018-08-16",11.65
"234","2018-08-17",12.5
"235","2018-08-20",12.5
"236","2018-08-21",12.07
"237","2018-08-22",12.15
"238","2018-08-23",12.15
"239","2018-08-24",12.58
"240","2018-08-27",12.02
"241","2018-08-28",12.46
"242","2018-08-29",12.25
"243","2018-08-30",12.01
"244","2018-08-31",11.97
"245","2018-09-04",12.2
"246","2018-09-05",12.14
"247","2018-09-06",12.06
"248","2018-09-07",11.98
"249","2018-09-10",11.8
"250","2018-09-11",12
"251","2018-09-12",12
"252","2018-09-13",11.8
"253","2018-09-14",11.9
"254","2018-09-17",11.77
"255","2018-09-18",11.9
"256","2018-09-19",11.61
"257","2018-09-20",11.37
"258","2018-09-21",11.84
"259","2018-09-24",11.89
"260","2018-09-25",11.94
"261","2018-09-26",11.94
"262","2018-09-27",11.6
"263","2018-09-28",11.75
"264","2018-10-01",11.46
"265","2018-10-02",11.4
"266","2018-10-03",11.43
"267","2018-10-04",11.43
"268","2018-10-05",11.28
"269","2018-10-08",11.22
"270","2018-10-09",10.71
"271","2018-10-10",11.02
"272","2018-10-11",11.02
"273","2018-10-12",11.2
"274","2018-10-15",11.43
"275","2018-10-16",11.247
"276","2018-10-17",11
"277","2018-10-18",11.113
"278","2018-10-19",11.175
"279","2018-10-22",11.25
"280","2018-10-23",11.28
"281","2018-10-24",11.54
"282","2018-10-25",11.51
"283","2018-10-26",11.39
"284","2018-10-29",11.3
"285","2018-10-30",11.38
"286","2018-10-31",11.26
"287","2018-11-01",11.3
"288","2018-11-02",11.75
"289","2018-11-05",11.625
"290","2018-11-06",11.82
"291","2018-11-07",11.9
"292","2018-11-08",11.75
"293","2018-11-09",11.555
"294","2018-11-12",10.27
"295","2018-11-13",10.75
"296","2018-11-14",10.71
"297","2018-11-15",10.88
"298","2018-11-16",10.55
"299","2018-11-19",10.36
"300","2018-11-20",10.53
"301","2018-11-21",10.5
"302","2018-11-23",10.5
"303","2018-11-26",10.25
"304","2018-11-27",10.15
"305","2018-11-28",10.17
"306","2018-11-29",10.18
"307","2018-11-30",10.12
"308","2018-12-03",10.45
"309","2018-12-04",10.264
"310","2018-12-06",10.1
"311","2018-12-07",10.13
"312","2018-12-10",10.01
"313","2018-12-11",10.03
"314","2018-12-12",9.969
"315","2018-12-13",9.94
"316","2018-12-14",9.98
"317","2018-12-17",9.7
"318","2018-12-18",9.16
"319","2018-12-19",9.14
"320","2018-12-20",8.451
"321","2018-12-21",8.4
"322","2018-12-24",8.96
"323","2018-12-26",9.7
"324","2018-12-27",9.19
"325","2018-12-28",9.2
"326","2018-12-31",9.05
"327","2019-01-02",9.05
"328","2019-01-03",9.01
"329","2019-01-04",9.21
"330","2019-01-07",9.345
"331","2019-01-08",9.3
"332","2019-01-09",9.35
"333","2019-01-10",9.54
"334","2019-01-11",9.475
"335","2019-01-14",9.56
"336","2019-01-15",9.59
"337","2019-01-16",9.23
"338","2019-01-17",9.01
"339","2019-01-18",9
"340","2019-01-22",8.76
"341","2019-01-23",8.6
"342","2019-01-24",8.91
"343","2019-01-25",8.9
"344","2019-01-28",8.56
"345","2019-01-29",8.85
"346","2019-01-30",8.78
"347","2019-01-31",8.65
"348","2019-02-01",8.68
"349","2019-02-04",8.75
"350","2019-02-05",8.65
"351","2019-02-06",8.545
"352","2019-02-07",9
"353","2019-02-08",8.87
"354","2019-02-11",8.75
"355","2019-02-12",9
"356","2019-02-13",9
"357","2019-02-14",9.02
"358","2019-02-15",9.03
"359","2019-02-19",9
"360","2019-02-20",8.55
"361","2019-02-21",9
"362","2019-02-22",8.875
"363","2019-02-25",8.989
"364","2019-02-26",8.99
"365","2019-02-27",8.9
"366","2019-02-28",8.915
"367","2019-03-01",9.411
"368","2019-03-04",9.099
"369","2019-03-05",9
"370","2019-03-06",8.98
"371","2019-03-07",9.19
"372","2019-03-08",9.17
"373","2019-03-11",9.15
"374","2019-03-12",8.8
"375","2019-03-13",9.148
"376","2019-03-14",9.199
"377","2019-03-15",8.999
"378","2019-03-18",9.19
"379","2019-03-19",8.96
"380","2019-03-20",8.75
"381","2019-03-21",8.7
"382","2019-03-22",8.7
"383","2019-03-25",8.7
"384","2019-03-26",9.1
"385","2019-03-27",9.2
"386","2019-03-28",8.95
"387","2019-03-29",8.8
"388","2019-04-01",9.083
"389","2019-04-02",9.056
"390","2019-04-03",9
"391","2019-04-04",9.1
"392","2019-04-05",9.39
"393","2019-04-08",10
"394","2019-04-09",9.9
"395","2019-04-10",10.25
"396","2019-04-11",10.765
"397","2019-04-12",10.5
"398","2019-04-15",10.465
"399","2019-04-16",10.25
"400","2019-04-17",10.07
"401","2019-04-18",10.15
"402","2019-04-22",10.1
"403","2019-04-23",10.2
"404","2019-04-24",10.36
"405","2019-04-25",10.36
"406","2019-04-26",10.3
"407","2019-04-29",10
"408","2019-04-30",10.1
"409","2019-05-01",10.17
"410","2019-05-02",10.31
"411","2019-05-03",10.27
"412","2019-05-06",8.84
"413","2019-05-07",8.42
"414","2019-05-08",8.1
"415","2019-05-09",8
"416","2019-05-10",7.98
"417","2019-05-13",8.04
"418","2019-05-14",6.31
"419","2019-05-15",6.185
"420","2019-05-16",5.72
"421","2019-05-17",5.15
"422","2019-05-20",5.17
"423","2019-05-21",5.1
"424","2019-05-22",4.87
"425","2019-05-23",4.75
"426","2019-05-24",4.9
"427","2019-05-28",5.09
"428","2019-05-29",5.18
"429","2019-05-30",5.22
"430","2019-05-31",5.04
"431","2019-06-03",5.04
"432","2019-06-04",5.1
"433","2019-06-05",5.05
"434","2019-06-06",4.98
"435","2019-06-07",4.89
"436","2019-06-10",4.84
"437","2019-06-11",4.68
"438","2019-06-12",4.5
"439","2019-06-13",4.48
"440","2019-06-14",4.32
"441","2019-06-17",4.08
"442","2019-06-18",4.12
"443","2019-06-19",4.27
"444","2019-06-20",4.1
"445","2019-06-21",3.95
"446","2019-06-24",4.06
"447","2019-06-25",4.06
"448","2019-06-26",3.94
"449","2019-06-27",4.04
"450","2019-06-28",4.13
"451","2019-07-01",4.16
"452","2019-07-02",4.02
"453","2019-07-03",4.03
"454","2019-07-05",4.19
"455","2019-07-08",4.09
"456","2019-07-09",4.2
"457","2019-07-10",4.25
"458","2019-07-11",4.155
"459","2019-07-12",4.29
"460","2019-07-15",4.35
"461","2019-07-16",4.35
"462","2019-07-17",4.42
"463","2019-07-18",4.7
"464","2019-07-19",4.79
"465","2019-07-22",4.94
"466","2019-07-23",4.98
"467","2019-07-24",5.1
"468","2019-07-25",5.17
"469","2019-07-26",4.84
"470","2019-07-29",4.53
"471","2019-07-30",4.45
"472","2019-07-31",4.4
"473","2019-08-01",4.27
"474","2019-08-02",4.35
"475","2019-08-05",4.33
"476","2019-08-06",4.32
"477","2019-08-07",4.65
"478","2019-08-08",4.63
"479","2019-08-09",4.65
"480","2019-08-12",4.75
"481","2019-08-13",4.74
"482","2019-08-14",4.66
"483","2019-08-15",4.59
"484","2019-08-16",4.71
"485","2019-08-19",4.73
"486","2019-08-20",4.74
"487","2019-08-21",4.69
"488","2019-08-22",4.57
"489","2019-08-23",4.48
"490","2019-08-26",4.45
"491","2019-08-27",4.431
"492","2019-08-28",4.3
"493","2019-08-29",4.31
"494","2019-08-30",4.31
"495","2019-09-03",4.35
"496","2019-09-04",4.56
"497","2019-09-05",4.44
"498","2019-09-06",4.32
"499","2019-09-09",4.61
"500","2019-09-10",4.73
"501","2019-09-11",4.685
"502","2019-09-12",4.72
"503","2019-09-13",4.7
"504","2019-09-16",4.64
"505","2019-09-17",4.7
"506","2019-09-18",4.55
"507","2019-09-19",4.74
"508","2019-09-20",4.89
"509","2019-09-23",4.81
"510","2019-09-24",4.82
"511","2019-09-25",4.82
"512","2019-09-26",4.81
"513","2019-09-27",4.78
"514","2019-09-30",4.88
"515","2019-10-01",4.75
"516","2019-10-02",4.55
"517","2019-10-03",4.77
"518","2019-10-04",4.69
"519","2019-10-07",4.68
"520","2019-10-08",4.7
"521","2019-10-09",4.73
"522","2019-10-10",4.71
"523","2019-10-11",4.79
"524","2019-10-14",4.89
"525","2019-10-15",4.99
"526","2019-10-16",4.82
"527","2019-10-17",4.97
"528","2019-10-18",5
"529","2019-10-21",5.07
"530","2019-10-22",5.07
"531","2019-10-23",5.14
"532","2019-10-24",5.19
"533","2019-10-25",4.98
"534","2019-10-28",4.83
"535","2019-10-29",4.86
"536","2019-10-30",4.92
"537","2019-10-31",4.74
"538","2019-11-01",4.89
"539","2019-11-04",4.84
"540","2019-11-05",4.714
"541","2019-11-06",4.955
"542","2019-11-07",4.86
"543","2019-11-08",4.9
"544","2019-11-11",5
"545","2019-11-12",4.89
"546","2019-11-13",4.94
"547","2019-11-14",4.91
"548","2019-11-15",4.92
"549","2019-11-18",4.95
"550","2019-11-19",4.87
"551","2019-11-20",4.87
"552","2019-11-21",4.83
"553","2019-11-22",4.802
"554","2019-11-25",4.84
"555","2019-11-26",4.9
"556","2019-11-27",5.06
"557","2019-11-29",5.04
"558","2019-12-02",5.08
"559","2019-12-03",5.025
"560","2019-12-04",4.97
"561","2019-12-05",5
"562","2019-12-06",4.89
"563","2019-12-09",5
"564","2019-12-10",4.89
"565","2019-12-11",4.94
"566","2019-12-12",4.95
"567","2019-12-13",4.88
"568","2019-12-16",4.93
"569","2019-12-17",4.94
"570","2019-12-18",4.89
"571","2019-12-19",4.86
"572","2019-12-20",4.94
"573","2019-12-23",5
"574","2019-12-24",4.92
"575","2019-12-26",4.97
"576","2019-12-27",4.95
"577","2019-12-30",4.97
"578","2019-12-31",4.96
"579","2020-01-02",5.1
"580","2020-01-03",5.07
"581","2020-01-06",5.3
"582","2020-01-07",5.27
"583","2020-01-08",5.33
"584","2020-01-09",5.33
"585","2020-01-10",5.38
"586","2020-01-13",5.6
"587","2020-01-14",5.62
"588","2020-01-15",5.66
"589","2020-01-16",5.69
"590","2020-01-17",5.99
"591","2020-01-21",6.32
"592","2020-01-22",6.08
"593","2020-01-23",6.04
"594","2020-01-24",5.77
"595","2020-01-27",5.76
"596","2020-01-28",5.7
"597","2020-01-29",5.76
"598","2020-01-30",5.57
"599","2020-01-31",5.6
"600","2020-02-03",5.71
"601","2020-02-04",5.72
"602","2020-02-05",5.75
"603","2020-02-06",5.74
"604","2020-02-07",5.71
"605","2020-02-10",5.74
"606","2020-02-11",5.84
"607","2020-02-12",5.89
"608","2020-02-13",5.94
"609","2020-02-14",5.95
"610","2020-02-18",6.09
"611","2020-02-19",5.98
"612","2020-02-20",6.01
"613","2020-02-21",6
"614","2020-02-24",5.79
"615","2020-02-25",5.47
"616","2020-02-26",5.38
"617","2020-02-27",5.18
"618","2020-02-28",5.02
"619","2020-03-02",5.14
"620","2020-03-03",5.06
"621","2020-03-04",5.22
"622","2020-03-05",5.18
"623","2020-03-06",5.08
"624","2020-03-09",4.63
"625","2020-03-10",4.755
"626","2020-03-11",4.32
"627","2020-03-12",3.7
"628","2020-03-13",3.75
"629","2020-03-16",3.09
"630","2020-03-17",2.98
"631","2020-03-18",2.4
"632","2020-03-19",2.55
"633","2020-03-20",2.86
"634","2020-03-23",2.33
"635","2020-03-24",2.48
"636","2020-03-25",2.63
"637","2020-03-26",3.13
"638","2020-03-27",3.05
"639","2020-03-30",2.88
"640","2020-03-31",2.1
"641","2020-04-01",2.02
"642","2020-04-02",1.84
"643","2020-04-03",1.78
"644","2020-04-06",1.77
"645","2020-04-07",1.77
"646","2020-04-08",1.9
"647","2020-04-09",2.01
"648","2020-04-13",1.87
"649","2020-04-14",1.89
"650","2020-04-15",1.85
"651","2020-04-16",1.75
"652","2020-04-17",1.88
"653","2020-04-20",1.91
"654","2020-04-21",1.78
"655","2020-04-22",1.72
"656","2020-04-23",1.69
"657","2020-04-24",1.67
"658","2020-04-27",1.79
"659","2020-04-28",1.82
"660","2020-04-29",2.22
"661","2020-04-30",2.08
"662","2020-05-01",1.97
"663","2020-05-04",2.01
"664","2020-05-05",2.11
"665","2020-05-06",2.03
"666","2020-05-07",2.01
"667","2020-05-08",2.02
"668","2020-05-11",2.02
"669","2020-05-12",1.95
"670","2020-05-13",1.92
"671","2020-05-14",1.93
"672","2020-05-15",1.88
"673","2020-05-18",1.915
"674","2020-05-19",1.91
"675","2020-05-20",1.93
"676","2020-05-21",1.9
"677","2020-05-22",1.92
"678","2020-05-26",1.97
"679","2020-05-27",2.15
"680","2020-05-28",2.2
"681","2020-05-29",2.13
"682","2020-06-01",2.15
"683","2020-06-02",2.17
"684","2020-06-03",2.45
"685","2020-06-04",2.72
"686","2020-06-05",2.944
"687","2020-06-08",3.75
"688","2020-06-09",3.3
"689","2020-06-10",3.6
"690","2020-06-11",3.25
"691","2020-06-12",3.24
"692","2020-06-15",3.44
"693","2020-06-16",3.5
"694","2020-06-17",3.35
"695","2020-06-18",3.26
"696","2020-06-19",3.29
"697","2020-06-22",3.31
"698","2020-06-23",3.27
"699","2020-06-24",3.06
"700","2020-06-25",3.08
"701","2020-06-26",3.04
"702","2020-06-29",3.1
"703","2020-06-30",3.08
"704","2020-07-01",3.14
"705","2020-07-02",3.12
"706","2020-07-06",3.07
"707","2020-07-07",2.9
"708","2020-07-08",2.68
"709","2020-07-09",2.69
"710","2020-07-10",2.7
"711","2020-07-13",2.56
"712","2020-07-14",2.64
"713","2020-07-15",2.83
"714","2020-07-16",2.68
"715","2020-07-17",2.65
"716","2020-07-20",2.505
"717","2020-07-21",2.48
"718","2020-07-22",2.4
"719","2020-07-23",2.41
"720","2020-07-24",2.4
"721","2020-07-27",2.21
"722","2020-07-28",2.45
"723","2020-07-29",2.33
"724","2020-07-30",2.2
"725","2020-07-31",2.24
"726","2020-08-03",2.76
"727","2020-08-04",3.23
"728","2020-08-05",3.01
"729","2020-08-06",3.1
"730","2020-08-07",3.05
"731","2020-08-10",3.06
"732","2020-08-11",3.05
"733","2020-08-12",3.11
"734","2020-08-13",3.08
"735","2020-08-14",3.03
"736","2020-08-17",3.02
"737","2020-08-18",2.96
"738","2020-08-19",2.95
"739","2020-08-20",2.92
"740","2020-08-21",2.83
"741","2020-08-24",2.85
"742","2020-08-25",2.9
"743","2020-08-26",3.03
"744","2020-08-27",3.03
"745","2020-08-28",3
"746","2020-08-31",2.93
"747","2020-09-01",2.935
"748","2020-09-02",2.89
"749","2020-09-03",2.88
"750","2020-09-04",2.88
"751","2020-09-08",2.85
"752","2020-09-09",2.9
"753","2020-09-10",2.87
"754","2020-09-11",2.865
"755","2020-09-14",2.85
"756","2020-09-15",2.875
"757","2020-09-16",2.92
"758","2020-09-17",2.925
"759","2020-09-18",2.87
"760","2020-09-21",2.77
"761","2020-09-22",2.8
"762","2020-09-23",2.78
"763","2020-09-24",2.78
"764","2020-09-25",2.75
"765","2020-09-28",3.01
"766","2020-09-29",2.9
"767","2020-09-30",2.92
"768","2020-10-01",2.93
"769","2020-10-02",2.81
"770","2020-10-05",2.82
"771","2020-10-06",2.82
"772","2020-10-07",2.87
"773","2020-10-08",2.9
"774","2020-10-09",2.88
"775","2020-10-12",2.97
"776","2020-10-13",2.98
"777","2020-10-14",2.82
"778","2020-10-15",2.874
"779","2020-10-16",2.873
"780","2020-10-19",2.77
"781","2020-10-20",2.822
"782","2020-10-21",2.8
"783","2020-10-22",2.87
"784","2020-10-23",2.88
"785","2020-10-26",2.86
"786","2020-10-27",2.86
"787","2020-10-28",2.81
"788","2020-10-29",2.88
"789","2020-10-30",2.86
"790","2020-11-02",2.92
"791","2020-11-03",3.43
"792","2020-11-04",3.42
"793","2020-11-05",3.72
"794","2020-11-06",3.66
"795","2020-11-09",3.72
"796","2020-11-10",3.78
"797","2020-11-11",3.63
"798","2020-11-12",3.575
"799","2020-11-13",3.69
"800","2020-11-16",4.01
"801","2020-11-17",4.045
"802","2020-11-18",4.07
"803","2020-11-19",4.275
"804","2020-11-20",4.125
"805","2020-11-23",4.19
"806","2020-11-24",4.37
"807","2020-11-25",4.21
"808","2020-11-27",4.21
