"","date","LEJU"
"204","2015-02-06",9.94
"205","2015-02-09",9.84
"206","2015-02-10",9.98
"207","2015-02-11",9.84
"208","2015-02-12",10.4
"209","2015-02-13",10.88
"210","2015-02-17",10.83
"211","2015-02-18",10.82
"212","2015-02-19",10.67
"213","2015-02-20",10.57
"214","2015-02-23",10.37
"215","2015-02-24",10.28
"216","2015-02-25",9.97
"217","2015-02-26",9.98
"218","2015-02-27",9.5
"219","2015-03-02",9.4
"220","2015-03-03",8.98
"221","2015-03-04",8.88
"222","2015-03-05",8.63
"223","2015-03-06",8.72
"224","2015-03-09",8.51
"225","2015-03-10",8.52
"226","2015-03-11",8.41
"227","2015-03-12",8.19
"228","2015-03-13",7.69
"229","2015-03-16",7.23
"230","2015-03-17",7.28
"231","2015-03-18",6.76
"232","2015-03-19",7.45
"233","2015-03-20",7.43
"234","2015-03-23",8.02
"235","2015-03-24",7.99
"236","2015-03-25",7.86
"237","2015-03-26",7.55
"238","2015-03-27",7.91
"239","2015-03-30",8.47
"240","2015-03-31",7.96
"241","2015-04-01",7.98
"242","2015-04-02",8
"243","2015-04-06",8.22
"244","2015-04-07",8.25
"245","2015-04-08",8.7
"246","2015-04-09",8.77
"247","2015-04-10",8.76
"248","2015-04-13",9.11
"249","2015-04-14",9.02
"250","2015-04-15",9.04
"251","2015-04-16",9.32
"252","2015-04-17",8.79
"253","2015-04-20",8.63
"254","2015-04-21",8.51
"255","2015-04-22",9.16
"256","2015-04-23",10.07
"257","2015-04-24",9.88
"258","2015-04-27",9.68
"259","2015-04-28",9.34
"260","2015-04-29",9.29
"261","2015-04-30",10.53
"262","2015-05-01",10.25
"263","2015-05-04",10.68
"264","2015-05-05",10.1
"265","2015-05-06",9.55
"266","2015-05-07",9.75
"267","2015-05-08",9.6
"268","2015-05-11",9.94
"269","2015-05-12",9.79
"270","2015-05-13",9.65
"271","2015-05-14",9.52
"272","2015-05-15",9.53
"273","2015-05-18",9.5
"274","2015-05-19",9.38
"275","2015-05-20",8.53
"276","2015-05-21",8.45
"277","2015-05-22",8.67
"278","2015-05-26",8.47
"279","2015-05-27",8.05
"280","2015-05-28",7.64
"281","2015-05-29",7.56
"282","2015-06-01",7.8
"283","2015-06-02",7.75
"284","2015-06-03",7.75
"285","2015-06-04",7.77
"286","2015-06-05",8.14
"287","2015-06-08",8.26
"288","2015-06-09",8.62
"289","2015-06-10",9.21
"290","2015-06-11",9.2
"291","2015-06-12",10.08
"292","2015-06-15",9.15
"293","2015-06-16",9.16
"294","2015-06-17",9.43
"295","2015-06-18",9
"296","2015-06-19",8.62
"297","2015-06-22",8.71
"298","2015-06-23",8.94
"299","2015-06-24",8.82
"300","2015-06-25",8.88
"301","2015-06-26",8.4
"302","2015-06-29",7.91
"303","2015-06-30",8.35
"304","2015-07-01",8.25
"305","2015-07-02",8.39
"306","2015-07-06",7.19
"307","2015-07-07",6.96
"308","2015-07-08",6.96
"309","2015-07-09",7.49
"310","2015-07-10",7.4
"311","2015-07-13",7.63
"312","2015-07-14",7.63
"313","2015-07-15",7.33
"314","2015-07-16",7.37
"315","2015-07-17",7.27
"316","2015-07-20",7.19
"317","2015-07-21",7.2
"318","2015-07-22",7.21
"319","2015-07-23",7.61
"320","2015-07-24",7.34
"321","2015-07-27",6.82
"322","2015-07-28",6.9
"323","2015-07-29",7.05
"324","2015-07-30",6.97
"325","2015-07-31",6.82
"326","2015-08-03",6.57
"327","2015-08-04",6.76
"328","2015-08-05",6.71
"329","2015-08-06",7
"330","2015-08-07",7.08
"331","2015-08-10",7.36
"332","2015-08-11",6.78
"333","2015-08-12",6.6
"334","2015-08-13",6.61
"335","2015-08-14",6.8
"336","2015-08-17",6.55
"337","2015-08-18",6.57
"338","2015-08-19",6.16
"339","2015-08-20",5.43
"340","2015-08-21",5.25
"341","2015-08-24",4.99
"342","2015-08-25",5.2
"343","2015-08-26",5.31
"344","2015-08-27",5.48
"345","2015-08-28",5.26
"346","2015-08-31",5.09
"347","2015-09-01",4.93
"348","2015-09-02",4.93
"349","2015-09-03",4.89
"350","2015-09-04",4.89
"351","2015-09-08",4.87
"352","2015-09-09",4.81
"353","2015-09-10",4.75
"354","2015-09-11",4.89
"355","2015-09-14",4.78
"356","2015-09-15",4.92
"357","2015-09-16",5.23
"358","2015-09-17",5.27
"359","2015-09-18",5.15
"360","2015-09-21",5.12
"361","2015-09-22",4.85
"362","2015-09-23",4.8
"363","2015-09-24",4.88
"364","2015-09-25",4.79
"365","2015-09-28",4.92
"366","2015-09-29",5.09
"367","2015-09-30",5.59
"368","2015-10-01",5.56
"369","2015-10-02",6.15
"370","2015-10-05",6.24
"371","2015-10-06",6.35
"372","2015-10-07",6.21
"373","2015-10-08",6.52
"374","2015-10-09",6.37
"375","2015-10-12",6.76
"376","2015-10-13",6.98
"377","2015-10-14",6.9
"378","2015-10-15",6.51
"379","2015-10-16",6.59
"380","2015-10-19",6.59
"381","2015-10-20",6.67
"382","2015-10-21",6.38
"383","2015-10-22",6.52
"384","2015-10-23",7.06
"385","2015-10-26",7.15
"386","2015-10-27",6.85
"387","2015-10-28",6.8
"388","2015-10-29",6.72
"389","2015-10-30",7.2
"390","2015-11-02",7.27
"391","2015-11-03",7.16
"392","2015-11-04",6.87
"393","2015-11-05",6.8
"394","2015-11-06",6.74
"395","2015-11-09",6.59
"396","2015-11-10",6.3
"397","2015-11-11",6.24
"398","2015-11-12",6.19
"399","2015-11-13",6.12
"400","2015-11-16",6.19
"401","2015-11-17",6.04
"402","2015-11-18",5.9
"403","2015-11-19",5.54
"404","2015-11-20",5.8
"405","2015-11-23",5.87
"406","2015-11-24",5.89
"407","2015-11-25",6.13
"408","2015-11-27",5.76
"409","2015-11-30",5.85
"410","2015-12-01",5.77
"411","2015-12-02",5.83
"412","2015-12-03",5.76
"413","2015-12-04",5.81
"414","2015-12-07",5.84
"415","2015-12-08",5.82
"416","2015-12-09",5.87
"417","2015-12-10",5.83
"418","2015-12-11",5.54
"419","2015-12-14",5.59
"420","2015-12-15",5.71
"421","2015-12-16",5.82
"422","2015-12-17",5.75
"423","2015-12-18",5.7
"424","2015-12-21",5.83
"425","2015-12-22",5.85
"426","2015-12-23",5.82
"427","2015-12-24",5.8
"428","2015-12-28",5.91
"429","2015-12-29",5.78
"430","2015-12-30",5.59
"431","2015-12-31",5.72
"432","2016-01-04",5.45
"433","2016-01-05",5.34
"434","2016-01-06",5.32
"435","2016-01-07",5
"436","2016-01-08",5.12
"437","2016-01-11",4.93
"438","2016-01-12",4.81
"439","2016-01-13",4.68
"440","2016-01-14",4.92
"441","2016-01-15",4.77
"442","2016-01-19",4.58
"443","2016-01-20",4.36
"444","2016-01-21",4.32
"445","2016-01-22",4.6
"446","2016-01-25",4.41
"447","2016-01-26",4.35
"448","2016-01-27",4.18
"449","2016-01-28",3.92
"450","2016-01-29",3.99
"451","2016-02-01",4.01
"452","2016-02-02",3.97
"453","2016-02-03",3.82
"454","2016-02-04",3.9
"455","2016-02-05",3.81
"456","2016-02-08",3.72
"457","2016-02-09",3.7
"458","2016-02-10",3.45
"459","2016-02-11",3.37
"460","2016-02-12",3.39
"461","2016-02-16",3.7
"462","2016-02-17",3.81
"463","2016-02-18",3.83
"464","2016-02-19",3.79
"465","2016-02-22",3.85
"466","2016-02-23",3.68
"467","2016-02-24",3.7
"468","2016-02-25",3.63
"469","2016-02-26",3.64
"470","2016-02-29",3.64
"471","2016-03-01",3.83
"472","2016-03-02",3.94
"473","2016-03-03",4
"474","2016-03-04",4.01
"475","2016-03-07",4.37
"476","2016-03-08",4.51
"477","2016-03-09",5
"478","2016-03-10",5.01
"479","2016-03-11",5.04
"480","2016-03-14",5.54
"481","2016-03-15",5.37
"482","2016-03-16",5.55
"483","2016-03-17",5.54
"484","2016-03-18",5.58
"485","2016-03-21",5.67
"486","2016-03-22",5.62
"487","2016-03-23",5.41
"488","2016-03-24",5.31
"489","2016-03-28",5.04
"490","2016-03-29",5.29
"491","2016-03-30",5.39
"492","2016-03-31",5.21
"493","2016-04-01",5.15
"494","2016-04-04",5.12
"495","2016-04-05",4.96
"496","2016-04-06",5.15
"497","2016-04-07",5.12
"498","2016-04-08",5.1
"499","2016-04-11",5.33
"500","2016-04-12",5.16
"501","2016-04-13",5.51
"502","2016-04-14",5.52
"503","2016-04-15",5.5
"504","2016-04-18",5.46
"505","2016-04-19",5.39
"506","2016-04-20",5.42
"507","2016-04-21",5.34
"508","2016-04-22",5.5
"509","2016-04-25",5.17
"510","2016-04-26",5.01
"511","2016-04-27",5.03
"512","2016-04-28",5.03
"513","2016-04-29",4.67
"514","2016-05-02",4.61
"515","2016-05-03",5.21
"516","2016-05-04",5.17
"517","2016-05-05",4.92
"518","2016-05-06",5.03
"519","2016-05-09",4.94
"520","2016-05-10",4.81
"521","2016-05-11",4.8
"522","2016-05-12",4.7
"523","2016-05-13",4.65
"524","2016-05-16",5
"525","2016-05-17",4.66
"526","2016-05-18",4.55
"527","2016-05-19",4.42
"528","2016-05-20",4.51
"529","2016-05-23",4.48
"530","2016-05-24",4.51
"531","2016-05-25",4.46
"532","2016-05-26",4.45
"533","2016-05-27",4.64
"534","2016-05-31",4.65
"535","2016-06-01",4.51
"536","2016-06-02",4.65
"537","2016-06-03",4.61
"538","2016-06-06",4.56
"539","2016-06-07",4.46
"540","2016-06-08",4.49
"541","2016-06-09",4.32
"542","2016-06-10",4.23
"543","2016-06-13",4.32
"544","2016-06-14",4.36
"545","2016-06-15",4.4
"546","2016-06-16",4.4
"547","2016-06-17",4.25
"548","2016-06-20",4.5
"549","2016-06-21",4.48
"550","2016-06-22",4.52
"551","2016-06-23",4.56
"552","2016-06-24",4.47
"553","2016-06-27",4.15
"554","2016-06-28",4.23
"555","2016-06-29",4.35
"556","2016-06-30",4.65
"557","2016-07-01",4.75
"558","2016-07-05",4.5
"559","2016-07-06",4.58
"560","2016-07-07",4.72
"561","2016-07-08",4.55
"562","2016-07-11",4.74
"563","2016-07-12",5.04
"564","2016-07-13",4.87
"565","2016-07-14",4.94
"566","2016-07-15",5.1
"567","2016-07-18",5.09
"568","2016-07-19",4.87
"569","2016-07-20",5.08
"570","2016-07-21",4.93
"571","2016-07-22",4.91
"572","2016-07-25",4.79
"573","2016-07-26",5.09
"574","2016-07-27",5.06
"575","2016-07-28",4.99
"576","2016-07-29",4.92
"577","2016-08-01",4.82
"578","2016-08-02",4.93
"579","2016-08-03",5.05
"580","2016-08-04",5.26
"581","2016-08-05",5.32
"582","2016-08-08",4.95
"583","2016-08-09",5.2
"584","2016-08-10",5.12
"585","2016-08-11",5.12
"586","2016-08-12",5.32
"587","2016-08-15",5.28
"588","2016-08-16",5.15
"589","2016-08-17",4.76
"590","2016-08-18",4.69
"591","2016-08-19",4.74
"592","2016-08-22",4.62
"593","2016-08-23",4.63
"594","2016-08-24",4.64
"595","2016-08-25",4.62
"596","2016-08-26",4.45
"597","2016-08-29",4.25
"598","2016-08-30",4.18
"599","2016-08-31",4.02
"600","2016-09-01",3.74
"601","2016-09-02",3.76
"602","2016-09-06",4.1
"603","2016-09-07",4.21
"604","2016-09-08",4.27
"605","2016-09-09",4.26
"606","2016-09-12",4.34
"607","2016-09-13",4.33
"608","2016-09-14",4.38
"609","2016-09-15",4.42
"610","2016-09-16",4.42
"611","2016-09-19",4.36
"612","2016-09-20",4.31
"613","2016-09-21",4.36
"614","2016-09-22",4.39
"615","2016-09-23",4.39
"616","2016-09-26",4.39
"617","2016-09-27",4.36
"618","2016-09-28",4.67
"619","2016-09-29",4.5
"620","2016-09-30",5.34
"621","2016-10-03",4.9
"622","2016-10-04",4.94
"623","2016-10-05",4.84
"624","2016-10-06",4.74
"625","2016-10-07",4.53
"626","2016-10-10",4.55
"627","2016-10-11",4.54
"628","2016-10-12",4.48
"629","2016-10-13",4.47
"630","2016-10-14",4.31
"631","2016-10-17",4.36
"632","2016-10-18",4.3
"633","2016-10-19",4.27
"634","2016-10-20",4.19
"635","2016-10-21",4.16
"636","2016-10-24",4.11
"637","2016-10-25",4.12
"638","2016-10-26",4.11
"639","2016-10-27",4.11
"640","2016-10-28",4.03
"641","2016-10-31",3.8
"642","2016-11-01",4.19
"643","2016-11-02",3.95
"644","2016-11-03",4.16
"645","2016-11-04",4.22
"646","2016-11-07",4.61
"647","2016-11-08",4.71
"648","2016-11-09",4.68
"649","2016-11-10",4.33
"650","2016-11-11",4.28
"651","2016-11-14",3.96
"652","2016-11-15",4.02
"653","2016-11-16",4.39
"654","2016-11-17",4.36
"655","2016-11-18",4.48
"656","2016-11-21",4.31
"657","2016-11-22",4.27
"658","2016-11-23",4.38
"659","2016-11-25",4.4
"660","2016-11-28",4.26
"661","2016-11-29",4.14
"662","2016-11-30",4.1
"663","2016-12-01",3.92
"664","2016-12-02",3.98
"665","2016-12-05",3.72
"666","2016-12-06",3.68
"667","2016-12-07",3.67
"668","2016-12-08",3.68
"669","2016-12-09",3.75
"670","2016-12-12",3.7
"671","2016-12-13",3.65
"672","2016-12-14",3.47
"673","2016-12-15",3.44
"674","2016-12-16",3.54
"675","2016-12-19",3.57
"676","2016-12-20",3.67
"677","2016-12-21",3.99
"678","2016-12-22",3.97
"679","2016-12-23",3.73
"680","2016-12-27",3.78
"681","2016-12-28",4.08
"682","2016-12-29",4.2
"683","2016-12-30",4.8
"684","2017-01-03",4.2
"685","2017-01-04",4.15
"686","2017-01-05",4.33
"687","2017-01-06",4.22
"688","2017-01-09",4.26
"689","2017-01-10",4.29
"690","2017-01-11",4.18
"691","2017-01-12",4.03
"692","2017-01-13",3.99
"693","2017-01-17",3.97
"694","2017-01-18",3.99
"695","2017-01-19",4.03
"696","2017-01-20",4.02
"697","2017-01-23",4.09
"698","2017-01-24",4.04
"699","2017-01-25",4.07
"700","2017-01-26",3.99
"701","2017-01-27",3.97
"702","2017-01-30",3.97
"703","2017-01-31",4.05
"704","2017-02-01",3.99
"705","2017-02-02",3.97
"706","2017-02-03",3.97
"707","2017-02-06",3.95
"708","2017-02-07",3.95
"709","2017-02-08",4.03
"710","2017-02-09",4.08
"711","2017-02-10",4.08
"712","2017-02-13",4.02
"713","2017-02-14",4.02
"714","2017-02-15",4.07
"715","2017-02-16",3.91
"716","2017-02-17",3.88
"717","2017-02-21",3.96
"718","2017-02-22",3.88
"719","2017-02-23",3.87
"720","2017-02-24",3.79
"721","2017-02-27",3.76
"722","2017-02-28",3.71
"723","2017-03-01",3.69
"724","2017-03-02",3.65
"725","2017-03-03",3.7
"726","2017-03-06",3.75
"727","2017-03-07",3.76
"728","2017-03-08",3.76
"729","2017-03-09",3.74
"730","2017-03-10",3.859
"731","2017-03-13",3.82
"732","2017-03-14",3.85
"733","2017-03-15",3.8
"734","2017-03-16",3.76
"735","2017-03-17",3.56
"736","2017-03-20",3.46
"737","2017-03-21",3.32
"738","2017-03-22",3.11
"739","2017-03-23",3.5
"740","2017-03-24",3.49
"741","2017-03-27",3.29
"742","2017-03-28",3.26
"743","2017-03-29",3.24
"744","2017-03-30",3.23
"745","2017-03-31",3.43
"746","2017-04-03",3.23
"747","2017-04-04",3.15
"748","2017-04-05",3.13
"749","2017-04-06",3.11
"750","2017-04-07",3.16
"751","2017-04-10",3.21
"752","2017-04-11",3.13
"753","2017-04-12",3.12
"754","2017-04-13",3.11
"755","2017-04-17",3.25
"756","2017-04-18",3.12
"757","2017-04-19",3.24
"758","2017-04-20",3.32
"759","2017-04-21",3.26
"760","2017-04-24",3.32
"761","2017-04-25",3.33
"762","2017-04-26",3.36
"763","2017-04-27",3.36
"764","2017-04-28",3.41
"765","2017-05-01",3.44
"766","2017-05-02",3.42
"767","2017-05-03",3.18
"768","2017-05-04",3.15
"769","2017-05-05",3.14
"770","2017-05-08",3.13
"771","2017-05-09",3.22
"772","2017-05-10",3.27
"773","2017-05-11",3.3
"774","2017-05-12",3.25
"775","2017-05-15",3.25
"776","2017-05-16",3.15
"777","2017-05-17",3.11
"778","2017-05-18",3.06
"779","2017-05-19",3.14
"780","2017-05-22",3.07
"781","2017-05-23",3.05
"782","2017-05-24",3.03
"783","2017-05-25",3.04
"784","2017-05-26",2.99
"785","2017-05-30",2.95
"786","2017-05-31",2.76
"787","2017-06-01",2.69
"788","2017-06-02",2.73
"789","2017-06-05",2.78
"790","2017-06-06",2.72
"791","2017-06-07",2.54
"792","2017-06-08",2.63
"793","2017-06-09",2.71
"794","2017-06-12",2.87
"795","2017-06-13",2.84
"796","2017-06-14",2.65
"797","2017-06-15",2.66
"798","2017-06-16",2.48
"799","2017-06-19",2.31
"800","2017-06-20",2.24
"801","2017-06-21",2.39
"802","2017-06-22",2.46
"803","2017-06-23",2.48
"804","2017-06-26",2.3
"805","2017-06-27",2.12
"806","2017-06-28",1.99
"807","2017-06-29",1.9
"808","2017-06-30",1.84
"809","2017-07-03",1.92
"810","2017-07-05",2
"811","2017-07-06",1.81
"812","2017-07-07",1.8
"813","2017-07-10",1.86
"814","2017-07-11",1.82
"815","2017-07-12",1.76
"816","2017-07-13",1.72
"817","2017-07-14",1.67
"818","2017-07-17",1.7
"819","2017-07-18",1.66
"820","2017-07-19",1.61
"821","2017-07-20",1.52
"822","2017-07-21",1.53
"823","2017-07-24",1.49
"824","2017-07-25",1.501
"825","2017-07-26",1.42
"826","2017-07-27",1.42
"827","2017-07-28",1.43
"828","2017-07-31",1.49
"829","2017-08-01",1.42
"830","2017-08-02",1.29
"831","2017-08-03",1.36
"832","2017-08-04",1.55
"833","2017-08-07",1.59
"834","2017-08-08",1.64
"835","2017-08-09",1.66
"836","2017-08-10",1.59
"837","2017-08-11",1.65
"838","2017-08-14",1.67
"839","2017-08-15",1.75
"840","2017-08-16",1.72
"841","2017-08-17",1.53
"842","2017-08-18",1.72
"843","2017-08-21",1.7
"844","2017-08-22",1.64
"845","2017-08-23",1.63
"846","2017-08-24",1.63
"847","2017-08-25",1.66
"848","2017-08-28",1.55
"849","2017-08-29",1.61
"850","2017-08-30",1.69
"851","2017-08-31",1.74
"852","2017-09-01",1.82
"853","2017-09-05",1.74
"854","2017-09-06",1.66
"855","2017-09-07",1.58
"856","2017-09-08",1.47
"857","2017-09-11",1.56
"858","2017-09-12",1.65
"859","2017-09-13",1.66
"860","2017-09-14",1.66
"861","2017-09-15",1.66
"862","2017-09-18",1.73
"863","2017-09-19",1.73
"864","2017-09-20",1.75
"865","2017-09-21",1.75
"866","2017-09-22",1.75
"867","2017-09-25",1.61
"868","2017-09-26",1.63
"869","2017-09-27",1.68
"870","2017-09-28",1.71
"871","2017-09-29",1.69
"872","2017-10-02",1.65
"873","2017-10-03",1.7
"874","2017-10-04",1.61
"875","2017-10-05",1.62
"876","2017-10-06",1.57
"877","2017-10-09",1.64
"878","2017-10-10",1.61
"879","2017-10-11",1.64
"880","2017-10-12",1.62
"881","2017-10-13",1.62
"882","2017-10-16",1.62
"883","2017-10-17",1.61
"884","2017-10-18",1.57
"885","2017-10-19",1.49
"886","2017-10-20",1.5
"887","2017-10-23",1.53
"888","2017-10-24",1.57
"889","2017-10-25",1.52
"890","2017-10-26",1.5
"891","2017-10-27",1.51
"892","2017-10-30",1.43
"893","2017-10-31",1.45
"894","2017-11-01",1.45
"895","2017-11-02",1.47
"896","2017-11-03",1.48
"897","2017-11-06",1.51
"898","2017-11-07",1.53
"899","2017-11-08",1.51
"900","2017-11-09",1.53
"901","2017-11-10",1.54
"902","2017-11-13",1.53
"903","2017-11-14",1.71
"904","2017-11-15",1.98
"905","2017-11-16",1.874
"906","2017-11-17",1.72
"907","2017-11-20",1.72
"908","2017-11-21",1.53
"909","2017-11-22",1.56
"910","2017-11-24",1.55
"911","2017-11-27",1.58
"912","2017-11-28",1.8
"913","2017-11-29",1.88
"914","2017-11-30",1.74
"915","2017-12-01",1.71
"916","2017-12-04",1.65
"917","2017-12-05",1.62
"918","2017-12-06",1.54
"919","2017-12-07",1.55
"920","2017-12-08",1.53
"921","2017-12-11",1.54
"922","2017-12-12",1.54
"923","2017-12-13",1.57
"924","2017-12-14",1.55
"925","2017-12-15",1.51
"926","2017-12-18",1.48
"927","2017-12-19",1.41
"928","2017-12-20",1.43
"929","2017-12-21",1.48
"930","2017-12-22",1.42
"931","2017-12-26",1.48
"932","2017-12-27",1.44
"933","2017-12-28",1.4
"934","2017-12-29",1.44
"935","2018-01-02",1.64
"936","2018-01-03",1.54
"937","2018-01-04",1.53
"938","2018-01-05",1.58
"939","2018-01-08",1.67
"940","2018-01-09",1.67
"941","2018-01-10",1.64
"942","2018-01-11",1.7
"943","2018-01-12",1.82
"944","2018-01-16",1.68
"945","2018-01-17",1.71
"946","2018-01-18",1.74
"947","2018-01-19",1.8
"948","2018-01-22",1.7
"949","2018-01-23",1.61
"950","2018-01-24",1.62
"951","2018-01-25",1.63
"952","2018-01-26",1.68
"953","2018-01-29",1.68
"954","2018-01-30",1.6
"955","2018-01-31",1.66
"956","2018-02-01",1.62
"957","2018-02-02",1.51
"958","2018-02-05",1.47
"959","2018-02-06",1.44
"960","2018-02-07",1.41
"961","2018-02-08",1.42
"962","2018-02-09",1.39
"963","2018-02-12",1.46
"964","2018-02-13",1.41
"965","2018-02-14",1.43
"966","2018-02-15",1.43
"967","2018-02-16",1.46
"968","2018-02-20",1.49
"969","2018-02-21",1.45
"970","2018-02-22",1.45
"971","2018-02-23",1.42
"972","2018-02-26",1.44
"973","2018-02-27",1.55
"974","2018-02-28",1.5
"975","2018-03-01",1.52
"976","2018-03-02",1.47
"977","2018-03-05",1.52
"978","2018-03-06",1.51
"979","2018-03-07",1.5
"980","2018-03-08",1.53
"981","2018-03-09",1.46
"982","2018-03-12",1.47
"983","2018-03-13",1.48
"984","2018-03-14",1.46
"985","2018-03-15",1.44
"986","2018-03-16",1.46
"987","2018-03-19",1.58
"988","2018-03-20",1.55
"989","2018-03-21",1.49
"990","2018-03-22",1.49
"991","2018-03-23",1.44
"992","2018-03-26",1.46
"993","2018-03-27",1.41
"994","2018-03-28",1.3
"995","2018-03-29",1.35
"996","2018-04-02",1.21
"997","2018-04-03",1.22
"998","2018-04-04",1.22
"999","2018-04-05",1.14
"1000","2018-04-06",1.12
