"","date","SIRI"
"140","2007-07-24",3.12
"141","2007-07-25",3.09
"142","2007-07-26",2.91
"143","2007-07-27",2.89
"144","2007-07-30",2.97
"145","2007-07-31",3.01
"146","2007-08-01",2.98
"147","2007-08-02",2.99
"148","2007-08-03",2.9
"149","2007-08-06",2.91
"150","2007-08-07",3.01
"151","2007-08-08",3.07
"152","2007-08-09",3
"153","2007-08-10",2.98
"154","2007-08-13",2.88
"155","2007-08-14",2.9
"156","2007-08-15",2.88
"157","2007-08-16",2.71
"158","2007-08-17",2.8
"159","2007-08-20",2.79
"160","2007-08-21",2.77
"161","2007-08-22",2.77
"162","2007-08-23",2.77
"163","2007-08-24",2.84
"164","2007-08-27",2.79
"165","2007-08-28",2.79
"166","2007-08-29",2.84
"167","2007-08-30",2.92
"168","2007-08-31",2.97
"169","2007-09-04",3.01
"170","2007-09-05",3.14
"171","2007-09-06",3.21
"172","2007-09-07",3.16
"173","2007-09-10",3.16
"174","2007-09-11",3.31
"175","2007-09-12",3.42
"176","2007-09-13",3.45
"177","2007-09-14",3.52
"178","2007-09-17",3.46
"179","2007-09-18",3.5
"180","2007-09-19",3.35
"181","2007-09-20",3.37
"182","2007-09-21",3.36
"183","2007-09-24",3.3
"184","2007-09-25",3.28
"185","2007-09-26",3.42
"186","2007-09-27",3.42
"187","2007-09-28",3.49
"188","2007-10-01",3.49
"189","2007-10-02",3.48
"190","2007-10-03",3.46
"191","2007-10-04",3.4
"192","2007-10-05",3.45
"193","2007-10-08",3.45
"194","2007-10-09",3.58
"195","2007-10-10",3.69
"196","2007-10-11",3.57
"197","2007-10-12",3.54
"198","2007-10-15",3.63
"199","2007-10-16",3.6
"200","2007-10-17",3.66
"201","2007-10-18",3.66
"202","2007-10-19",3.55
"203","2007-10-22",3.65
"204","2007-10-23",3.65
"205","2007-10-24",3.63
"206","2007-10-25",3.59
"207","2007-10-26",3.58
"208","2007-10-29",3.61
"209","2007-10-30",3.29
"210","2007-10-31",3.36
"211","2007-11-01",3.12
"212","2007-11-02",3.28
"213","2007-11-05",3.35
"214","2007-11-06",3.51
"215","2007-11-07",3.5
"216","2007-11-08",3.45
"217","2007-11-09",3.47
"218","2007-11-12",3.41
"219","2007-11-13",3.63
"220","2007-11-14",3.51
"221","2007-11-15",3.53
"222","2007-11-16",3.52
"223","2007-11-19",3.51
"224","2007-11-20",3.48
"225","2007-11-21",3.49
"226","2007-11-23",3.46
"227","2007-11-26",3.5
"228","2007-11-27",3.56
"229","2007-11-28",3.53
"230","2007-11-29",3.52
"231","2007-11-30",3.83
"232","2007-12-03",3.75
"233","2007-12-04",3.64
"234","2007-12-05",3.63
"235","2007-12-06",3.61
"236","2007-12-07",3.61
"237","2007-12-10",3.58
"238","2007-12-11",3.5
"239","2007-12-12",3.29
"240","2007-12-13",3.41
"241","2007-12-14",3.31
"242","2007-12-17",3.15
"243","2007-12-18",3.22
"244","2007-12-19",3.25
"245","2007-12-20",3.24
"246","2007-12-21",3.18
"247","2007-12-24",3.22
"248","2007-12-26",3.23
"249","2007-12-27",3.14
"250","2007-12-28",3.06
"251","2007-12-31",3.03
"252","2008-01-02",3.05
"253","2008-01-03",3.15
"254","2008-01-04",3.12
"255","2008-01-07",2.94
"256","2008-01-08",2.98
"257","2008-01-09",2.85
"258","2008-01-10",2.89
"259","2008-01-11",2.93
"260","2008-01-14",2.85
"261","2008-01-15",2.84
"262","2008-01-16",2.75
"263","2008-01-17",2.69
"264","2008-01-18",2.83
"265","2008-01-22",2.65
"266","2008-01-23",2.84
"267","2008-01-24",2.95
"268","2008-01-25",2.89
"269","2008-01-28",3.08
"270","2008-01-29",3.1
"271","2008-01-30",3.06
"272","2008-01-31",3.2
"273","2008-02-01",3.31
"274","2008-02-04",3.27
"275","2008-02-05",3.12
"276","2008-02-06",3.13
"277","2008-02-07",3.13
"278","2008-02-08",3.19
"279","2008-02-11",3.14
"280","2008-02-12",3.1
"281","2008-02-13",3.18
"282","2008-02-14",3.19
"283","2008-02-15",3.23
"284","2008-02-19",3.1
"285","2008-02-20",3
"286","2008-02-21",2.92
"287","2008-02-22",2.92
"288","2008-02-25",3.04
"289","2008-02-26",3.05
"290","2008-02-27",2.94
"291","2008-02-28",2.93
"292","2008-02-29",2.84
"293","2008-03-03",2.77
"294","2008-03-04",2.8
"295","2008-03-05",2.84
"296","2008-03-06",2.74
"297","2008-03-07",2.73
"298","2008-03-10",2.66
"299","2008-03-11",2.75
"300","2008-03-12",2.88
"301","2008-03-13",2.84
"302","2008-03-14",2.73
"303","2008-03-17",2.69
"304","2008-03-18",2.73
"305","2008-03-19",2.79
"306","2008-03-20",2.9
"307","2008-03-24",3.15
"308","2008-03-25",3.09
"309","2008-03-26",3.02
"310","2008-03-27",2.83
"311","2008-03-28",2.8
"312","2008-03-31",2.86
"313","2008-04-01",2.89
"314","2008-04-02",2.84
"315","2008-04-03",2.79
"316","2008-04-04",2.79
"317","2008-04-07",2.74
"318","2008-04-08",2.69
"319","2008-04-09",2.61
"320","2008-04-10",2.55
"321","2008-04-11",2.48
"322","2008-04-14",2.44
"323","2008-04-15",2.41
"324","2008-04-16",2.45
"325","2008-04-17",2.42
"326","2008-04-18",2.48
"327","2008-04-21",2.45
"328","2008-04-22",2.58
"329","2008-04-23",2.65
"330","2008-04-24",2.73
"331","2008-04-25",2.69
"332","2008-04-28",2.69
"333","2008-04-29",2.7
"334","2008-04-30",2.57
"335","2008-05-01",2.69
"336","2008-05-02",2.7
"337","2008-05-05",2.67
"338","2008-05-06",2.79
"339","2008-05-07",2.8
"340","2008-05-08",2.83
"341","2008-05-09",2.73
"342","2008-05-12",2.87
"343","2008-05-13",2.83
"344","2008-05-14",2.81
"345","2008-05-15",2.8
"346","2008-05-16",2.72
"347","2008-05-19",2.67
"348","2008-05-20",2.62
"349","2008-05-21",2.58
"350","2008-05-22",2.63
"351","2008-05-23",2.59
"352","2008-05-27",2.6
"353","2008-05-28",2.56
"354","2008-05-29",2.59
"355","2008-05-30",2.52
"356","2008-06-02",2.54
"357","2008-06-03",2.57
"358","2008-06-04",2.66
"359","2008-06-05",2.7
"360","2008-06-06",2.57
"361","2008-06-09",2.57
"362","2008-06-10",2.55
"363","2008-06-11",2.45
"364","2008-06-12",2.4
"365","2008-06-13",2.54
"366","2008-06-16",2.62
"367","2008-06-17",2.5
"368","2008-06-18",2.43
"369","2008-06-19",2.13
"370","2008-06-20",1.99
"371","2008-06-23",1.93
"372","2008-06-24",1.86
"373","2008-06-25",1.93
"374","2008-06-26",1.83
"375","2008-06-27",2.1
"376","2008-06-30",1.92
"377","2008-07-01",1.95
"378","2008-07-02",1.91
"379","2008-07-03",1.92
"380","2008-07-07",1.98
"381","2008-07-08",2
"382","2008-07-09",2
"383","2008-07-10",2.13
"384","2008-07-11",2.13
"385","2008-07-14",2.06
"386","2008-07-15",2.02
"387","2008-07-16",2.07
"388","2008-07-17",2.1
"389","2008-07-18",2.28
"390","2008-07-21",2.42
"391","2008-07-22",2.38
"392","2008-07-23",2.68
"393","2008-07-24",2.42
"394","2008-07-25",2.25
"395","2008-07-28",1.88
"396","2008-07-29",1.58
"397","2008-07-30",1.65
"398","2008-07-31",1.6
"399","2008-08-01",1.46
"400","2008-08-04",1.39
"401","2008-08-05",1.42
"402","2008-08-06",1.45
"403","2008-08-07",1.4
"404","2008-08-08",1.32
"405","2008-08-11",1.47
"406","2008-08-12",1.37
"407","2008-08-13",1.38
"408","2008-08-14",1.43
"409","2008-08-15",1.49
"410","2008-08-18",1.4
"411","2008-08-19",1.47
"412","2008-08-20",1.42
"413","2008-08-21",1.39
"414","2008-08-22",1.39
"415","2008-08-25",1.33
"416","2008-08-26",1.31
"417","2008-08-27",1.33
"418","2008-08-28",1.36
"419","2008-08-29",1.33
"420","2008-09-02",1.33
"421","2008-09-03",1.31
"422","2008-09-04",1.26
"423","2008-09-05",1.3
"424","2008-09-08",1.26
"425","2008-09-09",1.14
"426","2008-09-10",0.98
"427","2008-09-11",0.92
"428","2008-09-12",0.95
"429","2008-09-15",0.85
"430","2008-09-16",0.88
"431","2008-09-17",0.94
"432","2008-09-18",0.95
"433","2008-09-19",1
"434","2008-09-22",0.89
"435","2008-09-23",0.85
"436","2008-09-24",0.86
"437","2008-09-25",0.86
"438","2008-09-26",0.76
"439","2008-09-29",0.62
"440","2008-09-30",0.57
"441","2008-10-01",0.65
"442","2008-10-02",0.6
"443","2008-10-03",0.58
"444","2008-10-06",0.5
"445","2008-10-07",0.48
"446","2008-10-08",0.46
"447","2008-10-09",0.4
"448","2008-10-10",0.43
"449","2008-10-13",0.51
"450","2008-10-14",0.48
"451","2008-10-15",0.42
"452","2008-10-16",0.39
"453","2008-10-17",0.38
"454","2008-10-20",0.39
"455","2008-10-21",0.36
"456","2008-10-22",0.31
"457","2008-10-23",0.25
"458","2008-10-24",0.29
"459","2008-10-27",0.38
"460","2008-10-28",0.36
"461","2008-10-29",0.38
"462","2008-10-30",0.35
"463","2008-10-31",0.34
"464","2008-11-03",0.31
"465","2008-11-04",0.32
"466","2008-11-05",0.26
"467","2008-11-06",0.26
"468","2008-11-07",0.26
"469","2008-11-10",0.27
"470","2008-11-11",0.25
"471","2008-11-12",0.25
"472","2008-11-13",0.27
"473","2008-11-14",0.26
"474","2008-11-17",0.23
"475","2008-11-18",0.2
"476","2008-11-19",0.16
"477","2008-11-20",0.14
"478","2008-11-21",0.14
"479","2008-11-24",0.16
"480","2008-11-25",0.15
"481","2008-11-26",0.18
"482","2008-11-28",0.2
"483","2008-12-01",0.17
"484","2008-12-02",0.18
"485","2008-12-03",0.17
"486","2008-12-04",0.16
"487","2008-12-05",0.15
"488","2008-12-08",0.15
"489","2008-12-09",0.15
"490","2008-12-10",0.16
"491","2008-12-11",0.15
"492","2008-12-12",0.14
"493","2008-12-15",0.14
"494","2008-12-16",0.15
"495","2008-12-17",0.13
"496","2008-12-18",0.14
"497","2008-12-19",0.12
"498","2008-12-22",0.12
"499","2008-12-23",0.12
"500","2008-12-24",0.12
"501","2008-12-26",0.13
"502","2008-12-29",0.13
"503","2008-12-30",0.12
"504","2008-12-31",0.12
"505","2009-01-02",0.12
"506","2009-01-05",0.13
"507","2009-01-06",0.14
"508","2009-01-07",0.14
"509","2009-01-08",0.13
"510","2009-01-09",0.14
"511","2009-01-12",0.13
"512","2009-01-13",0.13
"513","2009-01-14",0.12
"514","2009-01-15",0.12
"515","2009-01-16",0.11
"516","2009-01-20",0.11
"517","2009-01-21",0.11
"518","2009-01-22",0.11
"519","2009-01-23",0.11
"520","2009-01-26",0.11
"521","2009-01-27",0.11
"522","2009-01-28",0.12
"523","2009-01-29",0.11
"524","2009-01-30",0.12
"525","2009-02-02",0.13
"526","2009-02-03",0.14
"527","2009-02-04",0.14
"528","2009-02-05",0.17
"529","2009-02-06",0.13
"530","2009-02-09",0.11
"531","2009-02-10",0.11
"532","2009-02-11",0.06
"533","2009-02-12",0.07
"534","2009-02-13",0.1
"535","2009-02-17",0.16
"536","2009-02-18",0.15
"537","2009-02-19",0.13
"538","2009-02-20",0.13
"539","2009-02-23",0.13
"540","2009-02-24",0.14
"541","2009-02-25",0.14
"542","2009-02-26",0.13
"543","2009-02-27",0.16
"544","2009-03-02",0.14
"545","2009-03-03",0.13
"546","2009-03-04",0.14
"547","2009-03-05",0.13
"548","2009-03-06",0.15
"549","2009-03-09",0.15
"550","2009-03-10",0.15
"551","2009-03-11",0.16
"552","2009-03-12",0.19
"553","2009-03-13",0.2
"554","2009-03-16",0.24
"555","2009-03-17",0.34
"556","2009-03-18",0.37
"557","2009-03-19",0.33
"558","2009-03-20",0.31
"559","2009-03-23",0.33
"560","2009-03-24",0.36
"561","2009-03-25",0.36
"562","2009-03-26",0.39
"563","2009-03-27",0.37
"564","2009-03-30",0.35
"565","2009-03-31",0.35
"566","2009-04-01",0.35
"567","2009-04-02",0.36
"568","2009-04-03",0.35
"569","2009-04-06",0.36
"570","2009-04-07",0.34
"571","2009-04-08",0.33
"572","2009-04-09",0.35
"573","2009-04-13",0.36
"574","2009-04-14",0.35
"575","2009-04-15",0.38
"576","2009-04-16",0.41
"577","2009-04-17",0.5
"578","2009-04-20",0.49
"579","2009-04-21",0.41
"580","2009-04-22",0.43
"581","2009-04-23",0.41
"582","2009-04-24",0.43
"583","2009-04-27",0.41
"584","2009-04-28",0.39
"585","2009-04-29",0.4
"586","2009-04-30",0.39
"587","2009-05-01",0.39
"588","2009-05-04",0.4
"589","2009-05-05",0.47
"590","2009-05-06",0.53
"591","2009-05-07",0.43
"592","2009-05-08",0.41
"593","2009-05-11",0.4
"594","2009-05-12",0.4
"595","2009-05-13",0.37
"596","2009-05-14",0.36
"597","2009-05-15",0.35
"598","2009-05-18",0.34
"599","2009-05-19",0.37
"600","2009-05-20",0.36
"601","2009-05-21",0.35
"602","2009-05-22",0.35
"603","2009-05-26",0.35
"604","2009-05-27",0.35
"605","2009-05-28",0.32
"606","2009-05-29",0.35
"607","2009-06-01",0.35
"608","2009-06-02",0.34
"609","2009-06-03",0.33
"610","2009-06-04",0.35
"611","2009-06-05",0.34
"612","2009-06-08",0.35
"613","2009-06-09",0.35
"614","2009-06-10",0.34
"615","2009-06-11",0.34
"616","2009-06-12",0.35
"617","2009-06-15",0.33
"618","2009-06-16",0.32
"619","2009-06-17",0.4
"620","2009-06-18",0.34
"621","2009-06-19",0.34
"622","2009-06-22",0.35
"623","2009-06-23",0.37
"624","2009-06-24",0.4
"625","2009-06-25",0.46
"626","2009-06-26",0.36
"627","2009-06-29",0.42
"628","2009-06-30",0.43
"629","2009-07-01",0.46
"630","2009-07-02",0.45
"631","2009-07-06",0.44
"632","2009-07-07",0.42
"633","2009-07-08",0.4
"634","2009-07-09",0.39
"635","2009-07-10",0.37
"636","2009-07-13",0.38
"637","2009-07-14",0.38
"638","2009-07-15",0.4
"639","2009-07-16",0.41
"640","2009-07-17",0.39
"641","2009-07-20",0.4
"642","2009-07-21",0.37
"643","2009-07-22",0.39
"644","2009-07-23",0.42
"645","2009-07-24",0.41
"646","2009-07-27",0.42
"647","2009-07-28",0.43
"648","2009-07-29",0.43
"649","2009-07-30",0.42
"650","2009-07-31",0.45
"651","2009-08-03",0.48
"652","2009-08-04",0.54
"653","2009-08-05",0.54
"654","2009-08-06",0.53
"655","2009-08-07",0.49
"656","2009-08-10",0.53
"657","2009-08-11",0.5
"658","2009-08-12",0.51
"659","2009-08-13",0.54
"660","2009-08-14",0.57
"661","2009-08-17",0.54
"662","2009-08-18",0.57
"663","2009-08-19",0.6
"664","2009-08-20",0.68
"665","2009-08-21",0.7
"666","2009-08-24",0.73
"667","2009-08-25",0.7
"668","2009-08-26",0.66
"669","2009-08-27",0.69
"670","2009-08-28",0.69
"671","2009-08-31",0.67
"672","2009-09-01",0.66
"673","2009-09-02",0.61
"674","2009-09-03",0.62
"675","2009-09-04",0.65
"676","2009-09-08",0.66
"677","2009-09-09",0.69
"678","2009-09-10",0.68
"679","2009-09-11",0.66
"680","2009-09-14",0.65
"681","2009-09-15",0.67
"682","2009-09-16",0.7
"683","2009-09-17",0.69
"684","2009-09-18",0.68
"685","2009-09-21",0.66
"686","2009-09-22",0.68
"687","2009-09-23",0.68
"688","2009-09-24",0.64
"689","2009-09-25",0.63
"690","2009-09-28",0.6
"691","2009-09-29",0.62
"692","2009-09-30",0.64
"693","2009-10-01",0.6
"694","2009-10-02",0.6
"695","2009-10-05",0.6
"696","2009-10-06",0.58
"697","2009-10-07",0.55
"698","2009-10-08",0.56
"699","2009-10-09",0.55
"700","2009-10-12",0.56
"701","2009-10-13",0.56
"702","2009-10-14",0.58
"703","2009-10-15",0.58
"704","2009-10-16",0.59
"705","2009-10-19",0.62
"706","2009-10-20",0.63
"707","2009-10-21",0.61
"708","2009-10-22",0.61
"709","2009-10-23",0.59
"710","2009-10-26",0.59
"711","2009-10-27",0.59
"712","2009-10-28",0.57
"713","2009-10-29",0.58
"714","2009-10-30",0.59
"715","2009-11-02",0.59
"716","2009-11-03",0.6
"717","2009-11-04",0.61
"718","2009-11-05",0.64
"719","2009-11-06",0.63
"720","2009-11-09",0.63
"721","2009-11-10",0.62
"722","2009-11-11",0.63
"723","2009-11-12",0.66
"724","2009-11-13",0.67
"725","2009-11-16",0.66
"726","2009-11-17",0.65
"727","2009-11-18",0.64
"728","2009-11-19",0.63
"729","2009-11-20",0.63
"730","2009-11-23",0.63
"731","2009-11-24",0.63
"732","2009-11-25",0.63
"733","2009-11-27",0.63
"734","2009-11-30",0.63
"735","2009-12-01",0.64
"736","2009-12-02",0.64
"737","2009-12-03",0.63
"738","2009-12-04",0.63
"739","2009-12-07",0.63
"740","2009-12-08",0.63
"741","2009-12-09",0.62
"742","2009-12-10",0.61
"743","2009-12-11",0.61
"744","2009-12-14",0.61
"745","2009-12-15",0.62
"746","2009-12-16",0.62
"747","2009-12-17",0.6
"748","2009-12-18",0.6
"749","2009-12-21",0.57
"750","2009-12-22",0.57
"751","2009-12-23",0.58
"752","2009-12-24",0.59
"753","2009-12-28",0.6
"754","2009-12-29",0.59
"755","2009-12-30",0.58
"756","2009-12-31",0.6
"757","2010-01-04",0.65
"758","2010-01-05",0.69
"759","2010-01-06",0.69
"760","2010-01-07",0.67
"761","2010-01-08",0.67
"762","2010-01-11",0.69
"763","2010-01-12",0.68
"764","2010-01-13",0.67
"765","2010-01-14",0.68
"766","2010-01-15",0.67
"767","2010-01-19",0.67
"768","2010-01-20",0.73
"769","2010-01-21",0.7
"770","2010-01-22",0.69
"771","2010-01-25",0.68
"772","2010-01-26",0.71
"773","2010-01-27",0.74
"774","2010-01-28",0.82
"775","2010-01-29",0.84
"776","2010-02-01",0.88
"777","2010-02-02",0.91
"778","2010-02-03",0.86
"779","2010-02-04",0.85
"780","2010-02-05",0.86
"781","2010-02-08",0.84
"782","2010-02-09",0.86
"783","2010-02-10",0.85
"784","2010-02-11",0.88
"785","2010-02-12",0.89
"786","2010-02-16",0.96
"787","2010-02-17",1.05
"788","2010-02-18",1.13
"789","2010-02-19",1.08
"790","2010-02-22",1.09
"791","2010-02-23",1.12
"792","2010-02-24",1.1
"793","2010-02-25",1.07
"794","2010-02-26",1.02
"795","2010-03-01",0.89
"796","2010-03-02",0.89
"797","2010-03-03",0.95
"798","2010-03-04",0.93
"799","2010-03-05",0.94
"800","2010-03-08",0.9
"801","2010-03-09",0.91
"802","2010-03-10",0.93
"803","2010-03-11",0.91
"804","2010-03-12",0.91
"805","2010-03-15",0.92
"806","2010-03-16",0.91
"807","2010-03-17",0.89
"808","2010-03-18",0.86
"809","2010-03-19",0.83
"810","2010-03-22",0.86
"811","2010-03-23",0.87
"812","2010-03-24",0.88
"813","2010-03-25",0.87
"814","2010-03-26",0.86
"815","2010-03-29",0.84
"816","2010-03-30",0.84
"817","2010-03-31",0.87
"818","2010-04-01",0.84
"819","2010-04-05",0.86
"820","2010-04-06",0.87
"821","2010-04-07",0.95
"822","2010-04-08",0.98
"823","2010-04-09",0.99
"824","2010-04-12",0.97
"825","2010-04-13",0.96
"826","2010-04-14",1.07
"827","2010-04-15",1.11
"828","2010-04-16",1.08
"829","2010-04-19",1.08
"830","2010-04-20",1.13
"831","2010-04-21",1.1
"832","2010-04-22",1.09
"833","2010-04-23",1.12
"834","2010-04-26",1.2
"835","2010-04-27",1.15
"836","2010-04-28",1.16
"837","2010-04-29",1.2
"838","2010-04-30",1.18
"839","2010-05-03",1.23
"840","2010-05-04",1.18
"841","2010-05-05",1.12
"842","2010-05-06",1.02
"843","2010-05-07",1.01
"844","2010-05-10",1.08
"845","2010-05-11",1.05
"846","2010-05-12",1.07
"847","2010-05-13",1.06
"848","2010-05-14",1.07
"849","2010-05-17",1.09
"850","2010-05-18",1.09
"851","2010-05-19",1.05
"852","2010-05-20",0.97
"853","2010-05-21",1.03
"854","2010-05-24",1.01
"855","2010-05-25",0.99
"856","2010-05-26",0.88
"857","2010-05-27",1
"858","2010-05-28",1.03
"859","2010-06-01",1.01
"860","2010-06-02",1
"861","2010-06-03",1.01
"862","2010-06-04",0.98
"863","2010-06-07",0.97
"864","2010-06-08",0.95
"865","2010-06-09",0.96
"866","2010-06-10",1.01
"867","2010-06-11",1.01
"868","2010-06-14",1
"869","2010-06-15",1.01
"870","2010-06-16",1.01
"871","2010-06-17",1.04
"872","2010-06-18",1.04
"873","2010-06-21",1.08
"874","2010-06-22",1.07
"875","2010-06-23",1.06
"876","2010-06-24",1.07
"877","2010-06-25",1.09
"878","2010-06-28",1.05
"879","2010-06-29",0.96
"880","2010-06-30",0.95
"881","2010-07-01",0.93
"882","2010-07-02",0.96
"883","2010-07-06",0.94
"884","2010-07-07",1
"885","2010-07-08",1.01
"886","2010-07-09",1
"887","2010-07-12",0.96
"888","2010-07-13",0.97
"889","2010-07-14",0.97
"890","2010-07-15",0.97
"891","2010-07-16",0.95
"892","2010-07-19",0.92
"893","2010-07-20",0.97
"894","2010-07-21",0.95
"895","2010-07-22",0.95
"896","2010-07-23",0.98
"897","2010-07-26",1.02
"898","2010-07-27",1.02
"899","2010-07-28",1
"900","2010-07-29",0.99
"901","2010-07-30",1.03
"902","2010-08-02",1.05
"903","2010-08-03",1.01
"904","2010-08-04",1.06
"905","2010-08-05",1.06
"906","2010-08-06",1.05
"907","2010-08-09",1.04
"908","2010-08-10",1.02
"909","2010-08-11",0.98
"910","2010-08-12",1.01
"911","2010-08-13",1
"912","2010-08-16",1
"913","2010-08-17",1
"914","2010-08-18",0.99
"915","2010-08-19",0.99
"916","2010-08-20",0.97
"917","2010-08-23",0.99
"918","2010-08-24",0.96
"919","2010-08-25",0.99
"920","2010-08-26",0.96
"921","2010-08-27",0.99
"922","2010-08-30",0.96
"923","2010-08-31",0.96
"924","2010-09-01",0.99
"925","2010-09-02",0.99
"926","2010-09-03",1.01
"927","2010-09-07",1.01
"928","2010-09-08",1.05
"929","2010-09-09",1.05
"930","2010-09-10",1.05
"931","2010-09-13",1.06
"932","2010-09-14",1.05
"933","2010-09-15",1.11
"934","2010-09-16",1.1
"935","2010-09-17",1.13
"936","2010-09-20",1.18
"937","2010-09-21",1.16
"938","2010-09-22",1.12
"939","2010-09-23",1.16
"940","2010-09-24",1.18
"941","2010-09-27",1.16
"942","2010-09-28",1.18
"943","2010-09-29",1.18
"944","2010-09-30",1.2
"945","2010-10-01",1.24
"946","2010-10-04",1.27
"947","2010-10-05",1.28
"948","2010-10-06",1.27
"949","2010-10-07",1.29
"950","2010-10-08",1.29
"951","2010-10-11",1.34
"952","2010-10-12",1.35
"953","2010-10-13",1.4
"954","2010-10-14",1.4
"955","2010-10-15",1.38
"956","2010-10-18",1.38
"957","2010-10-19",1.34
"958","2010-10-20",1.35
"959","2010-10-21",1.3
"960","2010-10-22",1.31
"961","2010-10-25",1.35
"962","2010-10-26",1.39
"963","2010-10-27",1.4
"964","2010-10-28",1.43
"965","2010-10-29",1.5
"966","2010-11-01",1.54
"967","2010-11-02",1.57
"968","2010-11-03",1.57
"969","2010-11-04",1.47
"970","2010-11-05",1.53
"971","2010-11-08",1.55
"972","2010-11-09",1.49
"973","2010-11-10",1.46
"974","2010-11-11",1.44
"975","2010-11-12",1.42
"976","2010-11-15",1.39
"977","2010-11-16",1.37
"978","2010-11-17",1.35
"979","2010-11-18",1.4
"980","2010-11-19",1.4
"981","2010-11-22",1.39
"982","2010-11-23",1.37
"983","2010-11-24",1.38
"984","2010-11-26",1.4
"985","2010-11-29",1.4
"986","2010-11-30",1.37
"987","2010-12-01",1.39
"988","2010-12-02",1.39
"989","2010-12-03",1.37
"990","2010-12-06",1.38
"991","2010-12-07",1.36
"992","2010-12-08",1.32
"993","2010-12-09",1.39
"994","2010-12-10",1.4
"995","2010-12-13",1.38
"996","2010-12-14",1.39
"997","2010-12-15",1.39
"998","2010-12-16",1.39
"999","2010-12-17",1.4
"1000","2010-12-20",1.41
