"","date","KRYS"
"741","2020-08-28",46.889999
"742","2020-08-31",47.810001
"743","2020-09-01",48.16
"744","2020-09-02",47.880001
"745","2020-09-03",44.439999
"746","2020-09-04",42.389999
"747","2020-09-08",43.5
"748","2020-09-09",44.560001
"749","2020-09-10",44.139999
"750","2020-09-11",43.580002
"751","2020-09-14",47.02
"752","2020-09-15",46.209999
"753","2020-09-16",46.200001
"754","2020-09-17",46.25
"755","2020-09-18",48.490002
"756","2020-09-21",44.27
"757","2020-09-22",43.290001
"758","2020-09-23",41.27
"759","2020-09-24",41.779999
"760","2020-09-25",41.389999
"761","2020-09-28",40.799999
"762","2020-09-29",42.18
"763","2020-09-30",43.049999
"764","2020-10-01",43.75
"765","2020-10-02",43.16
"766","2020-10-05",46.279999
"767","2020-10-06",46.560001
"768","2020-10-07",47.990002
"769","2020-10-08",48.130001
"770","2020-10-09",50.700001
"771","2020-10-12",51.849998
"772","2020-10-13",50.970001
"773","2020-10-14",50.060001
"774","2020-10-15",51.080002
"775","2020-10-16",51.619999
"776","2020-10-19",48.849998
"777","2020-10-20",46.630001
"778","2020-10-21",45.349998
"779","2020-10-22",47.299999
"780","2020-10-23",48.150002
"781","2020-10-26",45.91
"782","2020-10-27",48.68
"783","2020-10-28",45.84
"784","2020-10-29",45.32
"785","2020-10-30",42.990002
"786","2020-11-02",43.040001
"787","2020-11-03",42.75
"788","2020-11-04",45.91
"789","2020-11-05",43.43
"790","2020-11-06",40.639999
"791","2020-11-09",41.900002
"792","2020-11-10",41.68
"793","2020-11-11",41.950001
"794","2020-11-12",41.5
"795","2020-11-13",41.880001
"796","2020-11-16",41.209999
"797","2020-11-17",41.919998
"798","2020-11-18",41.490002
"799","2020-11-19",42.419998
"800","2020-11-20",42.220001
"801","2020-11-23",44.220001
"802","2020-11-24",46.98
"803","2020-11-25",46.259998
"804","2020-11-27",48.860001
