"","date","OPRT"
"91","2020-02-05",21.35
"92","2020-02-06",20.58
"93","2020-02-07",20.690001
"94","2020-02-10",21.5
"95","2020-02-11",21.17
"96","2020-02-12",20.959999
"97","2020-02-13",20.440001
"98","2020-02-14",20.65
"99","2020-02-18",20.690001
"100","2020-02-19",20.719999
"101","2020-02-20",20.73
"102","2020-02-21",20.200001
"103","2020-02-24",20.030001
"104","2020-02-25",19.690001
"105","2020-02-26",20.09
"106","2020-02-27",19.73
"107","2020-02-28",21.030001
"108","2020-03-02",21.6
"109","2020-03-03",21.18
"110","2020-03-04",21.57
"111","2020-03-05",21.67
"112","2020-03-06",20.85
"113","2020-03-09",19.110001
"114","2020-03-10",19
"115","2020-03-11",16.360001
"116","2020-03-12",13.23
"117","2020-03-13",13.93
"118","2020-03-16",13.65
"119","2020-03-17",13.41
"120","2020-03-18",12.98
"121","2020-03-19",13.37
"122","2020-03-20",10.79
"123","2020-03-23",10.11
"124","2020-03-24",11.5
"125","2020-03-25",11.85
"126","2020-03-26",11.9
"127","2020-03-27",11.5
"128","2020-03-30",11.55
"129","2020-03-31",10.55
"130","2020-04-01",7.91
"131","2020-04-02",7.99
"132","2020-04-03",6.78
"133","2020-04-06",7.2
"134","2020-04-07",7.89
"135","2020-04-08",7.54
"136","2020-04-09",7.65
"137","2020-04-13",7.2
"138","2020-04-14",7.65
"139","2020-04-15",6.93
"140","2020-04-16",6.48
"141","2020-04-17",6.7
"142","2020-04-20",6.42
"143","2020-04-21",5.89
"144","2020-04-22",5.91
"145","2020-04-23",5.62
"146","2020-04-24",5.28
"147","2020-04-27",6
"148","2020-04-28",6.55
"149","2020-04-29",7.81
"150","2020-04-30",7.48
"151","2020-05-01",7.02
"152","2020-05-04",7.29
"153","2020-05-05",6.39
"154","2020-05-06",6.24
"155","2020-05-07",6.41
"156","2020-05-08",7.05
"157","2020-05-11",6.89
"158","2020-05-12",6.5
"159","2020-05-13",6.25
"160","2020-05-14",6.01
"161","2020-05-15",6.84
"162","2020-05-18",7.52
"163","2020-05-19",6.87
"164","2020-05-20",7.72
"165","2020-05-21",8.39
"166","2020-05-22",8.22
"167","2020-05-26",8.8
"168","2020-05-27",9.77
"169","2020-05-28",9.89
"170","2020-05-29",9.65
"171","2020-06-01",10.06
"172","2020-06-02",11.12
"173","2020-06-03",12.49
"174","2020-06-04",12.78
"175","2020-06-05",13.1
"176","2020-06-08",15.15
"177","2020-06-09",14.2
"178","2020-06-10",13.1
"179","2020-06-11",12.77
"180","2020-06-12",12.78
"181","2020-06-15",13.24
"182","2020-06-16",13.71
"183","2020-06-17",13.35
"184","2020-06-18",13.32
"185","2020-06-19",14.59
"186","2020-06-22",13.5
"187","2020-06-23",14.36
"188","2020-06-24",13.77
"189","2020-06-25",14.2
"190","2020-06-26",12.77
"191","2020-06-29",13.34
"192","2020-06-30",13.44
"193","2020-07-01",13.34
"194","2020-07-02",13.21
"195","2020-07-06",14
"196","2020-07-07",12.69
"197","2020-07-08",13
"198","2020-07-09",12.63
"199","2020-07-10",13.05
"200","2020-07-13",12.85
"201","2020-07-14",12.86
"202","2020-07-15",13.47
"203","2020-07-16",13.55
"204","2020-07-17",13.35
"205","2020-07-20",13.55
"206","2020-07-21",14.26
"207","2020-07-22",14.42
"208","2020-07-23",13.96
"209","2020-07-24",13.68
"210","2020-07-27",14.425
"211","2020-07-28",14.8
"212","2020-07-29",14.98
"213","2020-07-30",15.35
"214","2020-07-31",14.3
"215","2020-08-03",13.7
"216","2020-08-04",14.33
"217","2020-08-05",14.28
"218","2020-08-06",15.11
"219","2020-08-07",15.03
"220","2020-08-10",14.5
"221","2020-08-11",14.33
"222","2020-08-12",14.345
"223","2020-08-13",14.36
"224","2020-08-14",14.76
"225","2020-08-17",13.64
"226","2020-08-18",12.77
"227","2020-08-19",13.13
"228","2020-08-20",13.2
"229","2020-08-21",12.87
"230","2020-08-24",12.92
"231","2020-08-25",13.31
"232","2020-08-26",12.83
"233","2020-08-27",12.98
"234","2020-08-28",13.33
"235","2020-08-31",12.55
"236","2020-09-01",12.64
"237","2020-09-02",12.35
"238","2020-09-03",12.42
"239","2020-09-04",12.64
"240","2020-09-08",13.26
"241","2020-09-09",13.94
"242","2020-09-10",13.9
"243","2020-09-11",14.01
"244","2020-09-14",15.41
"245","2020-09-15",15.04
"246","2020-09-16",14.5
"247","2020-09-17",14.7
"248","2020-09-18",14
"249","2020-09-21",12.42
"250","2020-09-22",11.98
"251","2020-09-23",11.63
"252","2020-09-24",11.35
"253","2020-09-25",11.22
"254","2020-09-28",12.09
"255","2020-09-29",11.99
"256","2020-09-30",11.79
"257","2020-10-01",12.84
"258","2020-10-02",13.36
"259","2020-10-05",14.42
"260","2020-10-06",14.28
"261","2020-10-07",14.3
"262","2020-10-08",14.76
"263","2020-10-09",14.69
"264","2020-10-12",14.95
"265","2020-10-13",14.66
"266","2020-10-14",14.3
"267","2020-10-15",14.45
"268","2020-10-16",14.5
"269","2020-10-19",14.11
"270","2020-10-20",14.42
"271","2020-10-21",14.24
"272","2020-10-22",14.42
"273","2020-10-23",14.7
"274","2020-10-26",14.5
"275","2020-10-27",14.07
"276","2020-10-28",13.65
"277","2020-10-29",13.67
"278","2020-10-30",13.3
"279","2020-11-02",13.38
"280","2020-11-03",14.53
"281","2020-11-04",14.71
"282","2020-11-05",15.28
"283","2020-11-06",14.77
"284","2020-11-09",15.08
"285","2020-11-10",15.64
"286","2020-11-11",15.95
"287","2020-11-12",15.81
"288","2020-11-13",16.66
"289","2020-11-16",17.4
"290","2020-11-17",16.73
"291","2020-11-18",16.620001
"292","2020-11-19",16.48
"293","2020-11-20",16.51
"294","2020-11-23",17.190001
"295","2020-11-24",18.4
"296","2020-11-25",17.940001
"297","2020-11-27",17.65
