"","date","FLNG"
"142","2020-01-07",10.4
"143","2020-01-08",10.24
"144","2020-01-09",10.33
"145","2020-01-10",10.23
"146","2020-01-13",9.9
"147","2020-01-14",9.89
"148","2020-01-15",9.849
"149","2020-01-16",10.01
"150","2020-01-17",10
"151","2020-01-21",10.4
"152","2020-01-22",9.81
"153","2020-01-23",9.06
"154","2020-01-24",8.66
"155","2020-01-27",8.517
"156","2020-01-28",8.65
"157","2020-01-29",8.45
"158","2020-01-30",8.315
"159","2020-01-31",8.362
"160","2020-02-03",8.39
"161","2020-02-04",8.31
"162","2020-02-05",8.4
"163","2020-02-06",7.92
"164","2020-02-07",7.42
"165","2020-02-10",7.66
"166","2020-02-11",7.84
"167","2020-02-12",7.54
"168","2020-02-13",7.5
"169","2020-02-14",7.37
"170","2020-02-18",7.44
"171","2020-02-19",7.63
"172","2020-02-20",7.856
"173","2020-02-21",7.7
"174","2020-02-24",7.13
"175","2020-02-25",6.8
"176","2020-02-26",6.8
"177","2020-02-27",6.85
"178","2020-02-28",6.63
"179","2020-03-02",6.65
"180","2020-03-03",6.5
"181","2020-03-04",6.475
"182","2020-03-05",6.1
"183","2020-03-06",6.06
"184","2020-03-09",5.45
"185","2020-03-10",5.25
"186","2020-03-11",5.03
"187","2020-03-12",4.64
"188","2020-03-13",5
"189","2020-03-16",4.6
"190","2020-03-17",4.36
"191","2020-03-18",3.9
"192","2020-03-19",3.72
"193","2020-03-20",4.07
"194","2020-03-23",3.69
"195","2020-03-24",4.37
"196","2020-03-25",4.04
"197","2020-03-26",5.12
"198","2020-03-27",4.45
"199","2020-03-30",4.68
"200","2020-03-31",5.07
"201","2020-04-01",5.14
"202","2020-04-02",5.125
"203","2020-04-03",4.95
"204","2020-04-06",5.58
"205","2020-04-07",5.6
"206","2020-04-08",5.6
"207","2020-04-09",5.943
"208","2020-04-13",5.51
"209","2020-04-14",5.03
"210","2020-04-15",4.86
"211","2020-04-16",4.942
"212","2020-04-17",5
"213","2020-04-20",5.29
"214","2020-04-21",5.2
"215","2020-04-22",5.13
"216","2020-04-23",5.12
"217","2020-04-24",4.94
"218","2020-04-27",5.07
"219","2020-04-28",5.02
"220","2020-04-29",5.51
"221","2020-04-30",5.3
"222","2020-05-01",4.94
"223","2020-05-04",5.086
"224","2020-05-05",5.085
"225","2020-05-06",5.08
"226","2020-05-07",4.92
"227","2020-05-08",4.81
"228","2020-05-11",4.66
"229","2020-05-12",4.551
"230","2020-05-13",4.421
"231","2020-05-14",4.45
"232","2020-05-15",4.6
"233","2020-05-18",4.54
"234","2020-05-19",4.39
"235","2020-05-20",4.765
"236","2020-05-21",4.99
"237","2020-05-22",4.85
"238","2020-05-26",4.75
"239","2020-05-27",4.8
"240","2020-05-28",4.64
"241","2020-05-29",4.6
"242","2020-06-01",4.65
"243","2020-06-02",4.66
"244","2020-06-03",4.68
"245","2020-06-04",4.71
"246","2020-06-05",4.86
"247","2020-06-08",5.02
"248","2020-06-09",5.05
"249","2020-06-10",5.087
"250","2020-06-11",4.56
"251","2020-06-12",4.86
"252","2020-06-15",4.72
"253","2020-06-16",4.73
"254","2020-06-17",4.72
"255","2020-06-18",4.817
"256","2020-06-19",4.76
"257","2020-06-22",4.67
"258","2020-06-23",4.69
"259","2020-06-24",4.66
"260","2020-06-25",4.65
"261","2020-06-26",4.56
"262","2020-06-29",4.72
"263","2020-06-30",4.62
"264","2020-07-01",5
"265","2020-07-02",4.7
"266","2020-07-06",4.91
"267","2020-07-07",5.03
"268","2020-07-08",4.96
"269","2020-07-09",5.07
"270","2020-07-10",4.93
"271","2020-07-13",4.75
"272","2020-07-14",5.05
"273","2020-07-15",5.24
"274","2020-07-16",5.3
"275","2020-07-17",5.26
"276","2020-07-20",5.5
"277","2020-07-21",5.5
"278","2020-07-22",5.47
"279","2020-07-23",5.36
"280","2020-07-24",5.75
"281","2020-07-27",5.76
"282","2020-07-28",5.49
"283","2020-07-29",5.46
"284","2020-07-30",5.46
"285","2020-07-31",5.58
"286","2020-08-03",5.98
"287","2020-08-04",5.75
"288","2020-08-05",5.8
"289","2020-08-06",5.76
"290","2020-08-07",5.68
"291","2020-08-10",5.82
"292","2020-08-11",5.925
"293","2020-08-12",5.88
"294","2020-08-13",6.14
"295","2020-08-14",5.86
"296","2020-08-17",5.84
"297","2020-08-18",5.98
"298","2020-08-19",5.597
"299","2020-08-20",5.43
"300","2020-08-21",5.45
"301","2020-08-24",5.61
"302","2020-08-25",5.65
"303","2020-08-26",5.54
"304","2020-08-27",5.34
"305","2020-08-28",5.5
"306","2020-08-31",5.42
"307","2020-09-01",5.98
"308","2020-09-02",6.39
"309","2020-09-03",5.91
"310","2020-09-04",5.88
"311","2020-09-08",5.66
"312","2020-09-09",5.77
"313","2020-09-10",5.57
"314","2020-09-11",5.69
"315","2020-09-14",5.86
"316","2020-09-15",5.88
"317","2020-09-16",5.872
"318","2020-09-17",5.849
"319","2020-09-18",5.71
"320","2020-09-21",5.5
"321","2020-09-22",5.46
"322","2020-09-23",5.3
"323","2020-09-24",5.15
"324","2020-09-25",5.41
"325","2020-09-28",5.54
"326","2020-09-29",5.56
"327","2020-09-30",5.739
"328","2020-10-01",5.7
"329","2020-10-02",5.69
"330","2020-10-05",5.91
"331","2020-10-06",5.96
"332","2020-10-07",6.32
"333","2020-10-08",6.71
"334","2020-10-09",6.55
"335","2020-10-12",6.89
"336","2020-10-13",6.625
"337","2020-10-14",6.69
"338","2020-10-15",6.85
"339","2020-10-16",6.94
"340","2020-10-19",6.92
"341","2020-10-20",6.824
"342","2020-10-21",7
"343","2020-10-22",7.25
"344","2020-10-23",7.18
"345","2020-10-26",7.05
"346","2020-10-27",6.81
"347","2020-10-28",6.25
"348","2020-10-29",6.5
"349","2020-10-30",6.362
"350","2020-11-02",6.65
"351","2020-11-03",6.72
"352","2020-11-04",7.07
"353","2020-11-05",7.03
"354","2020-11-06",6.8
"355","2020-11-09",6.88
"356","2020-11-10",7.025
"357","2020-11-11",7.03
"358","2020-11-12",6.51
"359","2020-11-13",6.96
"360","2020-11-16",6.97
"361","2020-11-17",7.01
"362","2020-11-18",7.47
"363","2020-11-19",7.45
"364","2020-11-20",7.65
"365","2020-11-23",8.05
"366","2020-11-24",7.78
"367","2020-11-25",8.01
"368","2020-11-27",7.98
