"","date","BRKL"
"142","2007-07-26",10.64
"143","2007-07-27",10.38
"144","2007-07-30",10.38
"145","2007-07-31",10.27
"146","2007-08-01",10.37
"147","2007-08-02",10.47
"148","2007-08-03",10.19
"149","2007-08-06",11.17
"150","2007-08-07",11.76
"151","2007-08-08",12.28
"152","2007-08-09",11.93
"153","2007-08-10",11.66
"154","2007-08-13",11.11
"155","2007-08-14",11.01
"156","2007-08-15",11.37
"157","2007-08-16",12.47
"158","2007-08-17",12.91
"159","2007-08-20",12.61
"160","2007-08-21",12.81
"161","2007-08-22",12.71
"162","2007-08-23",12.49
"163","2007-08-24",12.43
"164","2007-08-27",12.44
"165","2007-08-28",12.33
"166","2007-08-29",12.5
"167","2007-08-30",12.38
"168","2007-08-31",12.51
"169","2007-09-04",12.51
"170","2007-09-05",12.13
"171","2007-09-06",12.06
"172","2007-09-07",12
"173","2007-09-10",11.92
"174","2007-09-11",11.83
"175","2007-09-12",11.77
"176","2007-09-13",11.69
"177","2007-09-14",11.69
"178","2007-09-17",11.54
"179","2007-09-18",12.11
"180","2007-09-19",12.34
"181","2007-09-20",12.23
"182","2007-09-21",12.06
"183","2007-09-24",11.86
"184","2007-09-25",11.71
"185","2007-09-26",11.84
"186","2007-09-27",11.94
"187","2007-09-28",11.59
"188","2007-10-01",11.97
"189","2007-10-02",12.17
"190","2007-10-03",11.92
"191","2007-10-04",12.01
"192","2007-10-05",12.16
"193","2007-10-08",12.06
"194","2007-10-09",12.13
"195","2007-10-10",12
"196","2007-10-11",11.95
"197","2007-10-12",11.77
"198","2007-10-15",11.66
"199","2007-10-16",11.21
"200","2007-10-17",11.04
"201","2007-10-18",10.8
"202","2007-10-19",10.33
"203","2007-10-22",10.36
"204","2007-10-23",10.59
"205","2007-10-24",10.78
"206","2007-10-25",10.95
"207","2007-10-26",11.1
"208","2007-10-29",10.86
"209","2007-10-30",10.79
"210","2007-10-31",10.76
"211","2007-11-01",10.21
"212","2007-11-02",10
"213","2007-11-05",9.99
"214","2007-11-06",9.98
"215","2007-11-07",9.46
"216","2007-11-08",9.77
"217","2007-11-09",9.84
"218","2007-11-12",9.9
"219","2007-11-13",10.31
"220","2007-11-14",10.11
"221","2007-11-15",9.77
"222","2007-11-16",9.82
"223","2007-11-19",9.51
"224","2007-11-20",9.48
"225","2007-11-21",9.62
"226","2007-11-23",9.93
"227","2007-11-26",9.55
"228","2007-11-27",9.54
"229","2007-11-28",10.18
"230","2007-11-29",9.94
"231","2007-11-30",10.25
"232","2007-12-03",10.17
"233","2007-12-04",10.02
"234","2007-12-05",10.16
"235","2007-12-06",10.57
"236","2007-12-07",10.43
"237","2007-12-10",10.67
"238","2007-12-11",10.11
"239","2007-12-12",9.93
"240","2007-12-13",10.12
"241","2007-12-14",9.74
"242","2007-12-17",9.52
"243","2007-12-18",9.93
"244","2007-12-19",10.06
"245","2007-12-20",10.24
"246","2007-12-21",10.61
"247","2007-12-24",10.73
"248","2007-12-26",10.7
"249","2007-12-27",10.18
"250","2007-12-28",9.96
"251","2007-12-31",10.16
"252","2008-01-02",10.05
"253","2008-01-03",10.05
"254","2008-01-04",9.72
"255","2008-01-07",10.01
"256","2008-01-08",9.52
"257","2008-01-09",9.38
"258","2008-01-10",9.47
"259","2008-01-11",9.19
"260","2008-01-14",9.2
"261","2008-01-15",9.2
"262","2008-01-16",9.52
"263","2008-01-17",9.52
"264","2008-01-18",9.06
"265","2008-01-22",9.52
"266","2008-01-23",10.07
"267","2008-01-24",10.21
"268","2008-01-25",9.82
"269","2008-01-28",10.14
"270","2008-01-29",10.25
"271","2008-01-30",10.03
"272","2008-01-31",10.45
"273","2008-02-01",10.59
"274","2008-02-04",10.02
"275","2008-02-05",9.83
"276","2008-02-06",9.72
"277","2008-02-07",10.09
"278","2008-02-08",10.05
"279","2008-02-11",9.76
"280","2008-02-12",9.93
"281","2008-02-13",10.11
"282","2008-02-14",9.94
"283","2008-02-15",10.1
"284","2008-02-19",9.72
"285","2008-02-20",9.99
"286","2008-02-21",9.78
"287","2008-02-22",9.94
"288","2008-02-25",10.09
"289","2008-02-26",10.24
"290","2008-02-27",10.33
"291","2008-02-28",9.92
"292","2008-02-29",9.61
"293","2008-03-03",9.6
"294","2008-03-04",9.67
"295","2008-03-05",9.45
"296","2008-03-06",9.2
"297","2008-03-07",9.35
"298","2008-03-10",9.39
"299","2008-03-11",10.23
"300","2008-03-12",9.89
"301","2008-03-13",10.19
"302","2008-03-14",10.08
"303","2008-03-17",10.22
"304","2008-03-18",10.68
"305","2008-03-19",10.6
"306","2008-03-20",11.21
"307","2008-03-24",11.53
"308","2008-03-25",11.67
"309","2008-03-26",11.5
"310","2008-03-27",11.36
"311","2008-03-28",11.12
"312","2008-03-31",11.48
"313","2008-04-01",11.79
"314","2008-04-02",12.07
"315","2008-04-03",11.96
"316","2008-04-04",11.78
"317","2008-04-07",11.83
"318","2008-04-08",11.87
"319","2008-04-09",11.32
"320","2008-04-10",11.59
"321","2008-04-11",11.32
"322","2008-04-14",11.05
"323","2008-04-15",11.47
"324","2008-04-16",11.9
"325","2008-04-17",11.58
"326","2008-04-18",10.94
"327","2008-04-21",10.7
"328","2008-04-22",10.42
"329","2008-04-23",10.49
"330","2008-04-24",10.87
"331","2008-04-25",10.96
"332","2008-04-28",10.83
"333","2008-04-29",10.89
"334","2008-04-30",10.8
"335","2008-05-01",11.16
"336","2008-05-02",10.84
"337","2008-05-05",10.63
"338","2008-05-06",10.57
"339","2008-05-07",10.22
"340","2008-05-08",10.13
"341","2008-05-09",10.07
"342","2008-05-12",10.52
"343","2008-05-13",10.45
"344","2008-05-14",10.25
"345","2008-05-15",10.31
"346","2008-05-16",10.04
"347","2008-05-19",10.01
"348","2008-05-20",10
"349","2008-05-21",9.97
"350","2008-05-22",10.04
"351","2008-05-23",9.93
"352","2008-05-27",10.1
"353","2008-05-28",9.95
"354","2008-05-29",10.1
"355","2008-05-30",10.05
"356","2008-06-02",9.85
"357","2008-06-03",9.91
"358","2008-06-04",9.92
"359","2008-06-05",10.06
"360","2008-06-06",9.75
"361","2008-06-09",9.75
"362","2008-06-10",10.11
"363","2008-06-11",9.72
"364","2008-06-12",9.74
"365","2008-06-13",9.61
"366","2008-06-16",9.93
"367","2008-06-17",9.68
"368","2008-06-18",9.77
"369","2008-06-19",10.06
"370","2008-06-20",10.17
"371","2008-06-23",9.79
"372","2008-06-24",10.08
"373","2008-06-25",10.1
"374","2008-06-26",10.07
"375","2008-06-27",10.04
"376","2008-06-30",9.55
"377","2008-07-01",9.8
"378","2008-07-02",9.81
"379","2008-07-03",9.56
"380","2008-07-07",9.27
"381","2008-07-08",9.83
"382","2008-07-09",9.62
"383","2008-07-10",9.83
"384","2008-07-11",9.78
"385","2008-07-14",9.27
"386","2008-07-15",8.96
"387","2008-07-16",9.55
"388","2008-07-17",9.96
"389","2008-07-18",10.03
"390","2008-07-21",9.61
"391","2008-07-22",9.74
"392","2008-07-23",9.81
"393","2008-07-24",9.46
"394","2008-07-25",9.44
"395","2008-07-28",9.32
"396","2008-07-29",9.93
"397","2008-07-30",10.01
"398","2008-07-31",9.75
"399","2008-08-01",10.11
"400","2008-08-04",10.07
"401","2008-08-05",10.26
"402","2008-08-06",10.15
"403","2008-08-07",10.16
"404","2008-08-08",10.31
"405","2008-08-11",10.72
"406","2008-08-12",10.51
"407","2008-08-13",10.21
"408","2008-08-14",10.34
"409","2008-08-15",10.62
"410","2008-08-18",10.34
"411","2008-08-19",10.16
"412","2008-08-20",9.9
"413","2008-08-21",9.68
"414","2008-08-22",10.1
"415","2008-08-25",9.79
"416","2008-08-26",9.87
"417","2008-08-27",9.92
"418","2008-08-28",10.25
"419","2008-08-29",10.28
"420","2008-09-02",10.28
"421","2008-09-03",10.67
"422","2008-09-04",10.35
"423","2008-09-05",10.71
"424","2008-09-08",11.2
"425","2008-09-09",11.39
"426","2008-09-10",11.14
"427","2008-09-11",11.23
"428","2008-09-12",11.3
"429","2008-09-15",11.04
"430","2008-09-16",11.57
"431","2008-09-17",11.18
"432","2008-09-18",12.59
"433","2008-09-19",11.82
"434","2008-09-22",11.49
"435","2008-09-23",12.09
"436","2008-09-24",12.62
"437","2008-09-25",12.63
"438","2008-09-26",13.19
"439","2008-09-29",11.84
"440","2008-09-30",12.79
"441","2008-10-01",12.52
"442","2008-10-02",11.96
"443","2008-10-03",10.96
"444","2008-10-06",10.93
"445","2008-10-07",10.58
"446","2008-10-08",10.33
"447","2008-10-09",9.35
"448","2008-10-10",10.25
"449","2008-10-13",10.8
"450","2008-10-14",11.42
"451","2008-10-15",10.97
"452","2008-10-16",10.91
"453","2008-10-17",10.79
"454","2008-10-20",11.14
"455","2008-10-21",10.58
"456","2008-10-22",10.56
"457","2008-10-23",10.27
"458","2008-10-24",10.13
"459","2008-10-27",9.94
"460","2008-10-28",10.55
"461","2008-10-29",10.4
"462","2008-10-30",11.25
"463","2008-10-31",11.7
"464","2008-11-03",11.74
"465","2008-11-04",12.06
"466","2008-11-05",11.33
"467","2008-11-06",11.14
"468","2008-11-07",11.34
"469","2008-11-10",11.04
"470","2008-11-11",11.17
"471","2008-11-12",10.5
"472","2008-11-13",11.72
"473","2008-11-14",11.07
"474","2008-11-17",11.15
"475","2008-11-18",11.52
"476","2008-11-19",10.94
"477","2008-11-20",10.46
"478","2008-11-21",11.11
"479","2008-11-24",12.23
"480","2008-11-25",11.56
"481","2008-11-26",11.5
"482","2008-11-28",11.29
"483","2008-12-01",9.72
"484","2008-12-02",10.29
"485","2008-12-03",10.72
"486","2008-12-04",10.62
"487","2008-12-05",10.85
"488","2008-12-08",10.83
"489","2008-12-09",10.39
"490","2008-12-10",10.6
"491","2008-12-11",9.81
"492","2008-12-12",9.95
"493","2008-12-15",9.77
"494","2008-12-16",10.13
"495","2008-12-17",9.94
"496","2008-12-18",9.77
"497","2008-12-19",9.82
"498","2008-12-22",9.85
"499","2008-12-23",9.78
"500","2008-12-24",9.85
"501","2008-12-26",9.84
"502","2008-12-29",9.75
"503","2008-12-30",9.93
"504","2008-12-31",10.65
"505","2009-01-02",10.57
"506","2009-01-05",10.24
"507","2009-01-06",10.32
"508","2009-01-07",10.09
"509","2009-01-08",10.34
"510","2009-01-09",9.89
"511","2009-01-12",9.56
"512","2009-01-13",9.72
"513","2009-01-14",9.4
"514","2009-01-15",9.59
"515","2009-01-16",9.62
"516","2009-01-20",8.94
"517","2009-01-21",9.58
"518","2009-01-22",9.3
"519","2009-01-23",9.61
"520","2009-01-26",9.53
"521","2009-01-27",9.83
"522","2009-01-28",10.2
"523","2009-01-29",9.88
"524","2009-01-30",9.67
"525","2009-02-02",9.85
"526","2009-02-03",9.42
"527","2009-02-04",9.49
"528","2009-02-05",9.52
"529","2009-02-06",9.97
"530","2009-02-09",9.93
"531","2009-02-10",9.5
"532","2009-02-11",9.81
"533","2009-02-12",9.73
"534","2009-02-13",9.46
"535","2009-02-17",8.94
"536","2009-02-18",8.87
"537","2009-02-19",8.49
"538","2009-02-20",8.21
"539","2009-02-23",8.21
"540","2009-02-24",8.44
"541","2009-02-25",8.33
"542","2009-02-26",8.76
"543","2009-02-27",8.78
"544","2009-03-02",8.53
"545","2009-03-03",8.13
"546","2009-03-04",8.21
"547","2009-03-05",7.57
"548","2009-03-06",8.03
"549","2009-03-09",8.01
"550","2009-03-10",8.35
"551","2009-03-11",8.31
"552","2009-03-12",9.21
"553","2009-03-13",8.95
"554","2009-03-16",9
"555","2009-03-17",9.3
"556","2009-03-18",9.65
"557","2009-03-19",9.29
"558","2009-03-20",9.02
"559","2009-03-23",9.9
"560","2009-03-24",9.08
"561","2009-03-25",9.44
"562","2009-03-26",9.71
"563","2009-03-27",9.22
"564","2009-03-30",9.07
"565","2009-03-31",9.5
"566","2009-04-01",9.67
"567","2009-04-02",9.96
"568","2009-04-03",9.99
"569","2009-04-06",9.9
"570","2009-04-07",9.9
"571","2009-04-08",10.06
"572","2009-04-09",10.7
"573","2009-04-13",11
"574","2009-04-14",9.99
"575","2009-04-15",10.16
"576","2009-04-16",10.36
"577","2009-04-17",10.12
"578","2009-04-20",9.74
"579","2009-04-21",10.21
"580","2009-04-22",10.03
"581","2009-04-23",10.17
"582","2009-04-24",10.37
"583","2009-04-27",10.12
"584","2009-04-28",10.13
"585","2009-04-29",10.32
"586","2009-04-30",9.92
"587","2009-05-01",9.77
"588","2009-05-04",10.17
"589","2009-05-05",9.96
"590","2009-05-06",10.15
"591","2009-05-07",10
"592","2009-05-08",10.6
"593","2009-05-11",10.44
"594","2009-05-12",10.09
"595","2009-05-13",9.41
"596","2009-05-14",9.42
"597","2009-05-15",9.24
"598","2009-05-18",9.75
"599","2009-05-19",9.47
"600","2009-05-20",9.43
"601","2009-05-21",9.51
"602","2009-05-22",9.45
"603","2009-05-26",9.98
"604","2009-05-27",9.63
"605","2009-05-28",9.65
"606","2009-05-29",9.84
"607","2009-06-01",9.97
"608","2009-06-02",9.92
"609","2009-06-03",9.81
"610","2009-06-04",10.07
"611","2009-06-05",9.67
"612","2009-06-08",9.65
"613","2009-06-09",9.63
"614","2009-06-10",9.56
"615","2009-06-11",9.9
"616","2009-06-12",9.86
"617","2009-06-15",9.5
"618","2009-06-16",9.39
"619","2009-06-17",9.22
"620","2009-06-18",9.23
"621","2009-06-19",9.48
"622","2009-06-22",9.23
"623","2009-06-23",9.2
"624","2009-06-24",9.14
"625","2009-06-25",9.57
"626","2009-06-26",9.72
"627","2009-06-29",9.56
"628","2009-06-30",9.32
"629","2009-07-01",9.61
"630","2009-07-02",9.18
"631","2009-07-06",9.36
"632","2009-07-07",9.33
"633","2009-07-08",9.62
"634","2009-07-09",9.78
"635","2009-07-10",9.95
"636","2009-07-13",10.37
"637","2009-07-14",10.23
"638","2009-07-15",10.59
"639","2009-07-16",10.59
"640","2009-07-17",10.46
"641","2009-07-20",10.7
"642","2009-07-21",10.5
"643","2009-07-22",10.75
"644","2009-07-23",11.04
"645","2009-07-24",10.95
"646","2009-07-27",11.28
"647","2009-07-28",11.45
"648","2009-07-29",11.44
"649","2009-07-30",11.67
"650","2009-07-31",11.65
"651","2009-08-03",11.84
"652","2009-08-04",11.95
"653","2009-08-05",11.79
"654","2009-08-06",11.69
"655","2009-08-07",12.21
"656","2009-08-10",12.25
"657","2009-08-11",11.82
"658","2009-08-12",11.87
"659","2009-08-13",11.45
"660","2009-08-14",11.25
"661","2009-08-17",10.8
"662","2009-08-18",10.82
"663","2009-08-19",10.91
"664","2009-08-20",10.87
"665","2009-08-21",11.28
"666","2009-08-24",11.05
"667","2009-08-25",10.92
"668","2009-08-26",10.89
"669","2009-08-27",10.74
"670","2009-08-28",10.6
"671","2009-08-31",10.44
"672","2009-09-01",10.03
"673","2009-09-02",9.99
"674","2009-09-03",10.14
"675","2009-09-04",10.31
"676","2009-09-08",10.56
"677","2009-09-09",10.56
"678","2009-09-10",10.51
"679","2009-09-11",10.25
"680","2009-09-14",10.21
"681","2009-09-15",10.55
"682","2009-09-16",10.99
"683","2009-09-17",10.79
"684","2009-09-18",10.47
"685","2009-09-21",10.29
"686","2009-09-22",10.22
"687","2009-09-23",10.19
"688","2009-09-24",9.88
"689","2009-09-25",9.87
"690","2009-09-28",9.98
"691","2009-09-29",9.91
"692","2009-09-30",9.72
"693","2009-10-01",9.45
"694","2009-10-02",9.6
"695","2009-10-05",9.38
"696","2009-10-06",9.6
"697","2009-10-07",9.56
"698","2009-10-08",9.46
"699","2009-10-09",9.61
"700","2009-10-12",9.6
"701","2009-10-13",9.56
"702","2009-10-14",9.57
"703","2009-10-15",9.51
"704","2009-10-16",9.72
"705","2009-10-19",9.82
"706","2009-10-20",9.65
"707","2009-10-21",9.4
"708","2009-10-22",9.81
"709","2009-10-23",9.62
"710","2009-10-26",9.7
"711","2009-10-27",9.93
"712","2009-10-28",9.91
"713","2009-10-29",10.09
"714","2009-10-30",9.79
"715","2009-11-02",9.37
"716","2009-11-03",9.57
"717","2009-11-04",9.5
"718","2009-11-05",9.5
"719","2009-11-06",9.54
"720","2009-11-09",9.61
"721","2009-11-10",9.39
"722","2009-11-11",9.51
"723","2009-11-12",9.51
"724","2009-11-13",9.46
"725","2009-11-16",9.69
"726","2009-11-17",9.87
"727","2009-11-18",9.75
"728","2009-11-19",9.45
"729","2009-11-20",9.4
"730","2009-11-23",9.51
"731","2009-11-24",9.46
"732","2009-11-25",9.34
"733","2009-11-27",9.2
"734","2009-11-30",9.51
"735","2009-12-01",9.52
"736","2009-12-02",9.67
"737","2009-12-03",9.5
"738","2009-12-04",9.82
"739","2009-12-07",9.82
"740","2009-12-08",9.74
"741","2009-12-09",9.79
"742","2009-12-10",9.68
"743","2009-12-11",9.67
"744","2009-12-14",9.85
"745","2009-12-15",9.61
"746","2009-12-16",9.56
"747","2009-12-17",9.53
"748","2009-12-18",9.68
"749","2009-12-21",9.81
"750","2009-12-22",9.87
"751","2009-12-23",9.8
"752","2009-12-24",9.89
"753","2009-12-28",9.89
"754","2009-12-29",9.9
"755","2009-12-30",9.91
"756","2009-12-31",9.91
"757","2010-01-04",9.99
"758","2010-01-05",9.61
"759","2010-01-06",9.3
"760","2010-01-07",9.64
"761","2010-01-08",9.68
"762","2010-01-11",9.54
"763","2010-01-12",9.54
"764","2010-01-13",9.66
"765","2010-01-14",9.64
"766","2010-01-15",9.62
"767","2010-01-19",9.81
"768","2010-01-20",9.83
"769","2010-01-21",10.13
"770","2010-01-22",10.17
"771","2010-01-25",10.34
"772","2010-01-26",10.36
"773","2010-01-27",10.66
"774","2010-01-28",10.3
"775","2010-01-29",10.01
"776","2010-02-01",10.01
"777","2010-02-02",9.91
"778","2010-02-03",9.69
"779","2010-02-04",9.57
"780","2010-02-05",9.63
"781","2010-02-08",9.48
"782","2010-02-09",9.49
"783","2010-02-10",9.42
"784","2010-02-11",9.4
"785","2010-02-12",9.39
"786","2010-02-16",9.6
"787","2010-02-17",9.51
"788","2010-02-18",9.77
"789","2010-02-19",9.76
"790","2010-02-22",9.86
"791","2010-02-23",10.45
"792","2010-02-24",10.5
"793","2010-02-25",10.48
"794","2010-02-26",10.28
"795","2010-03-01",10.31
"796","2010-03-02",10.31
"797","2010-03-03",10.3
"798","2010-03-04",10.29
"799","2010-03-05",10.46
"800","2010-03-08",10.33
"801","2010-03-09",10.38
"802","2010-03-10",10.5
"803","2010-03-11",10.53
"804","2010-03-12",10.6
"805","2010-03-15",10.66
"806","2010-03-16",10.71
"807","2010-03-17",10.84
"808","2010-03-18",10.76
"809","2010-03-19",10.95
"810","2010-03-22",11.06
"811","2010-03-23",10.97
"812","2010-03-24",10.78
"813","2010-03-25",10.83
"814","2010-03-26",10.78
"815","2010-03-29",10.8
"816","2010-03-30",10.8
"817","2010-03-31",10.64
"818","2010-04-01",10.6
"819","2010-04-05",10.67
"820","2010-04-06",10.92
"821","2010-04-07",10.9
"822","2010-04-08",10.86
"823","2010-04-09",10.82
"824","2010-04-12",10.85
"825","2010-04-13",10.75
"826","2010-04-14",10.97
"827","2010-04-15",10.88
"828","2010-04-16",10.6
"829","2010-04-19",10.73
"830","2010-04-20",10.85
"831","2010-04-21",10.9
"832","2010-04-22",11.22
"833","2010-04-23",11.39
"834","2010-04-26",11.07
"835","2010-04-27",10.82
"836","2010-04-28",10.86
"837","2010-04-29",11.24
"838","2010-04-30",10.99
"839","2010-05-03",10.89
"840","2010-05-04",10.47
"841","2010-05-05",10.67
"842","2010-05-06",10.27
"843","2010-05-07",10.01
"844","2010-05-10",10.59
"845","2010-05-11",10.8
"846","2010-05-12",11
"847","2010-05-13",11.02
"848","2010-05-14",10.81
"849","2010-05-17",10.82
"850","2010-05-18",10.6
"851","2010-05-19",10.39
"852","2010-05-20",9.93
"853","2010-05-21",9.97
"854","2010-05-24",9.7
"855","2010-05-25",9.89
"856","2010-05-26",9.81
"857","2010-05-27",10.11
"858","2010-05-28",9.96
"859","2010-06-01",9.63
"860","2010-06-02",9.92
"861","2010-06-03",9.97
"862","2010-06-04",9.48
"863","2010-06-07",9.49
"864","2010-06-08",9.52
"865","2010-06-09",9.46
"866","2010-06-10",9.5
"867","2010-06-11",9.39
"868","2010-06-14",9.34
"869","2010-06-15",9.54
"870","2010-06-16",9.63
"871","2010-06-17",9.77
"872","2010-06-18",9.77
"873","2010-06-21",9.75
"874","2010-06-22",9.56
"875","2010-06-23",9.31
"876","2010-06-24",9.15
"877","2010-06-25",9.2
"878","2010-06-28",8.99
"879","2010-06-29",8.72
"880","2010-06-30",8.88
"881","2010-07-01",8.9
"882","2010-07-02",8.84
"883","2010-07-06",8.86
"884","2010-07-07",9.18
"885","2010-07-08",9.23
"886","2010-07-09",9.34
"887","2010-07-12",9.12
"888","2010-07-13",9.55
"889","2010-07-14",9.44
"890","2010-07-15",9.36
"891","2010-07-16",9.16
"892","2010-07-19",9.1
"893","2010-07-20",9.24
"894","2010-07-21",9
"895","2010-07-22",9.57
"896","2010-07-23",9.76
"897","2010-07-26",9.9
"898","2010-07-27",9.87
"899","2010-07-28",9.66
"900","2010-07-29",9.73
"901","2010-07-30",9.68
"902","2010-08-02",9.63
"903","2010-08-03",9.62
"904","2010-08-04",9.62
"905","2010-08-05",9.44
"906","2010-08-06",9.3
"907","2010-08-09",9.41
"908","2010-08-10",9.26
"909","2010-08-11",8.96
"910","2010-08-12",8.93
"911","2010-08-13",9.05
"912","2010-08-16",9.14
"913","2010-08-17",9.22
"914","2010-08-18",9.1
"915","2010-08-19",9.11
"916","2010-08-20",9.22
"917","2010-08-23",9.16
"918","2010-08-24",9.28
"919","2010-08-25",9.47
"920","2010-08-26",9.2
"921","2010-08-27",9.38
"922","2010-08-30",9.15
"923","2010-08-31",9.35
"924","2010-09-01",9.4
"925","2010-09-02",9.39
"926","2010-09-03",9.7
"927","2010-09-07",9.76
"928","2010-09-08",9.81
"929","2010-09-09",9.9
"930","2010-09-10",10.09
"931","2010-09-13",10.2
"932","2010-09-14",10.08
"933","2010-09-15",9.98
"934","2010-09-16",9.8
"935","2010-09-17",9.78
"936","2010-09-20",10.02
"937","2010-09-21",9.86
"938","2010-09-22",9.7
"939","2010-09-23",9.65
"940","2010-09-24",9.91
"941","2010-09-27",9.73
"942","2010-09-28",9.93
"943","2010-09-29",10.02
"944","2010-09-30",9.98
"945","2010-10-01",9.89
"946","2010-10-04",9.93
"947","2010-10-05",10.09
"948","2010-10-06",10.12
"949","2010-10-07",10.09
"950","2010-10-08",10.1
"951","2010-10-11",9.98
"952","2010-10-12",9.96
"953","2010-10-13",10.13
"954","2010-10-14",9.94
"955","2010-10-15",9.85
"956","2010-10-18",9.93
"957","2010-10-19",9.92
"958","2010-10-20",9.9
"959","2010-10-21",9.9
"960","2010-10-22",9.8
"961","2010-10-25",9.78
"962","2010-10-26",9.79
"963","2010-10-27",9.66
"964","2010-10-28",9.66
"965","2010-10-29",9.74
"966","2010-11-01",9.51
"967","2010-11-02",9.71
"968","2010-11-03",9.83
"969","2010-11-04",10.15
"970","2010-11-05",10.2
"971","2010-11-08",10.2
"972","2010-11-09",10.06
"973","2010-11-10",10.23
"974","2010-11-11",10.1
"975","2010-11-12",10.02
"976","2010-11-15",10.17
"977","2010-11-16",10.01
"978","2010-11-17",9.85
"979","2010-11-18",9.94
"980","2010-11-19",9.9
"981","2010-11-22",9.89
"982","2010-11-23",9.93
"983","2010-11-24",10.16
"984","2010-11-26",9.95
"985","2010-11-29",10.03
"986","2010-11-30",9.82
"987","2010-12-01",10.08
"988","2010-12-02",10.28
"989","2010-12-03",10.35
"990","2010-12-06",10.48
"991","2010-12-07",10.5
"992","2010-12-08",10.65
"993","2010-12-09",10.69
"994","2010-12-10",10.76
"995","2010-12-13",10.55
"996","2010-12-14",10.59
"997","2010-12-15",10.62
"998","2010-12-16",10.74
"999","2010-12-17",10.73
