"","date","RIOT"
"1000","2020-03-19",0.703
"1001","2020-03-20",0.705
"1002","2020-03-23",0.669
"1003","2020-03-24",0.798
"1004","2020-03-25",0.773
"1005","2020-03-26",0.816
"1006","2020-03-27",0.789
"1007","2020-03-30",0.792
"1008","2020-03-31",0.833
"1009","2020-04-01",0.773
"1010","2020-04-02",0.78
"1011","2020-04-03",0.9
"1012","2020-04-06",1.095
"1013","2020-04-07",1.02
"1014","2020-04-08",1.07
"1015","2020-04-09",1.03
"1016","2020-04-13",1.01
"1017","2020-04-14",1.01
"1018","2020-04-15",1.13
"1019","2020-04-16",1.17
"1020","2020-04-17",1.14
"1021","2020-04-20",1.1
"1022","2020-04-21",1.02
"1023","2020-04-22",1.07
"1024","2020-04-23",1.15
"1025","2020-04-24",1.25
"1026","2020-04-27",1.24
"1027","2020-04-28",1.16
"1028","2020-04-29",1.21
"1029","2020-04-30",1.21
"1030","2020-05-01",1.07
"1031","2020-05-04",1.12
"1032","2020-05-05",1.15
"1033","2020-05-06",1.27
"1034","2020-05-07",1.54
"1035","2020-05-08",1.85
"1036","2020-05-11",1.59
"1037","2020-05-12",1.6
"1038","2020-05-13",1.89
"1039","2020-05-14",2.28
"1040","2020-05-15",2.08
"1041","2020-05-18",2.19
"1042","2020-05-19",2.23
"1043","2020-05-20",2.53
"1044","2020-05-21",2.33
"1045","2020-05-22",2.24
"1046","2020-05-26",1.95
"1047","2020-05-27",2.12
"1048","2020-05-28",2.21
"1049","2020-05-29",2.14
"1050","2020-06-01",2.27
"1051","2020-06-02",2.51
"1052","2020-06-03",2.41
"1053","2020-06-04",2.63
"1054","2020-06-05",2.6
"1055","2020-06-08",2.57
"1056","2020-06-09",2.62
"1057","2020-06-10",3.1
"1058","2020-06-11",2.18
"1059","2020-06-12",2.29
"1060","2020-06-15",2.31
"1061","2020-06-16",2.35
"1062","2020-06-17",2.27
"1063","2020-06-18",2.19
"1064","2020-06-19",2.11
"1065","2020-06-22",2.51
"1066","2020-06-23",2.6
"1067","2020-06-24",2.37
"1068","2020-06-25",2.33
"1069","2020-06-26",2.2
"1070","2020-06-29",2.14
"1071","2020-06-30",2.22
"1072","2020-07-01",2.34
"1073","2020-07-02",2.29
"1074","2020-07-06",2.38
"1075","2020-07-07",2.29
"1076","2020-07-08",2.54
"1077","2020-07-09",2.36
"1078","2020-07-10",2.33
"1079","2020-07-13",2.18
"1080","2020-07-14",2.25
"1081","2020-07-15",2.26
"1082","2020-07-16",2.22
"1083","2020-07-17",2.23
"1084","2020-07-20",2.26
"1085","2020-07-21",2.3
"1086","2020-07-22",2.34
"1087","2020-07-23",2.29
"1088","2020-07-24",2.22
"1089","2020-07-27",2.64
"1090","2020-07-28",2.77
"1091","2020-07-29",2.75
"1092","2020-07-30",2.55
"1093","2020-07-31",2.64
"1094","2020-08-03",3.5
"1095","2020-08-04",3.4
"1096","2020-08-05",4.01
"1097","2020-08-06",4.25
"1098","2020-08-07",3.77
"1099","2020-08-10",4.13
"1100","2020-08-11",3.62
"1101","2020-08-12",3.54
"1102","2020-08-13",3.61
"1103","2020-08-14",3.78
"1104","2020-08-17",4.15
"1105","2020-08-18",4.04
"1106","2020-08-19",3.69
"1107","2020-08-20",3.99
"1108","2020-08-21",3.725
"1109","2020-08-24",3.63
"1110","2020-08-25",3.58
"1111","2020-08-26",3.41
"1112","2020-08-27",3.27
"1113","2020-08-28",3.59
"1114","2020-08-31",3.5
"1115","2020-09-01",3.75
"1116","2020-09-02",3.43
"1117","2020-09-03",3.16
"1118","2020-09-04",3.11
"1119","2020-09-08",2.82
"1120","2020-09-09",2.95
"1121","2020-09-10",2.81
"1122","2020-09-11",2.91
"1123","2020-09-14",3.02
"1124","2020-09-15",3
"1125","2020-09-16",3.05
"1126","2020-09-17",3
"1127","2020-09-18",3.05
"1128","2020-09-21",2.93
"1129","2020-09-22",2.93
"1130","2020-09-23",2.6
"1131","2020-09-24",2.69
"1132","2020-09-25",2.68
"1133","2020-09-28",2.74
"1134","2020-09-29",2.76
"1135","2020-09-30",2.7
"1136","2020-10-01",2.65
"1137","2020-10-02",2.6
"1138","2020-10-05",2.66
"1139","2020-10-06",2.57
"1140","2020-10-07",2.66
"1141","2020-10-08",2.93
"1142","2020-10-09",3.095
"1143","2020-10-12",3.5
"1144","2020-10-13",3.37
"1145","2020-10-14",3.28
"1146","2020-10-15",3.4
"1147","2020-10-16",3.11
"1148","2020-10-19",3.3
"1149","2020-10-20",3.54
"1150","2020-10-21",3.98
"1151","2020-10-22",4.055
"1152","2020-10-23",3.91
"1153","2020-10-26",3.85
"1154","2020-10-27",4.02
"1155","2020-10-28",3.5
"1156","2020-10-29",3.55
"1157","2020-10-30",3.27
"1158","2020-11-02",3.29
"1159","2020-11-03",3.5
"1160","2020-11-04",3.55
"1161","2020-11-05",3.75
"1162","2020-11-06",3.65
"1163","2020-11-09",3.5
"1164","2020-11-10",3.45
"1165","2020-11-11",3.6
"1166","2020-11-12",3.7
"1167","2020-11-13",3.98
"1168","2020-11-16",4.1
"1169","2020-11-17",6.085
"1170","2020-11-18",5.25
"1171","2020-11-19",6
"1172","2020-11-20",5.995
"1173","2020-11-23",7.23
"1174","2020-11-24",6.81
"1175","2020-11-25",7.08
"1176","2020-11-27",6.25
