"","date","ZTO"
"980","2020-09-18",30.66
"981","2020-09-21",28.68
"982","2020-09-22",29.860001
"983","2020-09-23",29.950001
"984","2020-09-24",30.25
"985","2020-09-25",30.5
"986","2020-09-28",31.969999
"987","2020-09-29",29.59
"988","2020-09-30",29.92
"989","2020-10-01",29.48
"990","2020-10-02",29.08
"991","2020-10-05",29.08
"992","2020-10-06",29.25
"993","2020-10-07",28.940001
"994","2020-10-08",28.92
"995","2020-10-09",29.91
"996","2020-10-12",30.24
"997","2020-10-13",30.18
"998","2020-10-14",29.01
"999","2020-10-15",28.67
"1000","2020-10-16",28.84
"1001","2020-10-19",28.799999
"1002","2020-10-20",29.92
"1003","2020-10-21",30.57
"1004","2020-10-22",30.969999
"1005","2020-10-23",30.27
"1006","2020-10-26",30.389999
"1007","2020-10-27",29.870001
"1008","2020-10-28",29.18
"1009","2020-10-29",30.18
"1010","2020-10-30",28.98
"1011","2020-11-02",29.33
"1012","2020-11-03",29.07
"1013","2020-11-04",30.32
"1014","2020-11-05",31.290001
"1015","2020-11-06",31.35
"1016","2020-11-09",30.93
"1017","2020-11-10",30.030001
"1018","2020-11-11",29.93
"1019","2020-11-12",30.77
"1020","2020-11-13",32.73
"1021","2020-11-16",33.240002
"1022","2020-11-17",33.080002
"1023","2020-11-18",32.59
"1024","2020-11-19",29.99
"1025","2020-11-20",30.120001
"1026","2020-11-23",29.24
"1027","2020-11-24",29.76
"1028","2020-11-25",29.459999
"1029","2020-11-27",29.51
