"","date","ATOM"
"121","2017-01-30",5.76
"122","2017-01-31",6.25
"123","2017-02-01",5.94
"124","2017-02-02",5.73
"125","2017-02-03",5.73
"126","2017-02-06",5.79
"127","2017-02-07",5.65
"128","2017-02-08",5.682
"129","2017-02-09",5.8
"130","2017-02-10",5.75
"131","2017-02-13",5.83
"132","2017-02-14",5.68
"133","2017-02-15",5.66
"134","2017-02-16",5.65
"135","2017-02-17",5.65
"136","2017-02-21",5.59
"137","2017-02-22",5.59
"138","2017-02-23",5.61
"139","2017-02-24",5.63
"140","2017-02-27",5.61
"141","2017-02-28",5.78
"142","2017-03-01",5.73
"143","2017-03-02",5.99
"144","2017-03-03",5.98
"145","2017-03-06",6.25
"146","2017-03-07",6.65
"147","2017-03-08",6.62
"148","2017-03-09",6.65
"149","2017-03-10",6.65
"150","2017-03-13",6.65
"151","2017-03-14",6.79
"152","2017-03-15",7.26
"153","2017-03-16",6.99
"154","2017-03-17",7.1
"155","2017-03-20",7.01
"156","2017-03-21",7.07
"157","2017-03-22",6.83
"158","2017-03-23",6.93
"159","2017-03-24",6.96
"160","2017-03-27",6.99
"161","2017-03-28",6.78
"162","2017-03-29",7.07
"163","2017-03-30",7.01
"164","2017-03-31",7.08
"165","2017-04-03",6.99
"166","2017-04-04",6.7
"167","2017-04-05",6.78
"168","2017-04-06",6.76
"169","2017-04-07",6.68
"170","2017-04-10",6.75
"171","2017-04-11",6.48
"172","2017-04-12",6.29
"173","2017-04-13",6.36
"174","2017-04-17",6.42
"175","2017-04-18",6.5
"176","2017-04-19",6.47
"177","2017-04-20",6.49
"178","2017-04-21",6.39
"179","2017-04-24",6.34
"180","2017-04-25",6.3
"181","2017-04-26",6.05
"182","2017-04-27",6.2
"183","2017-04-28",6.33
"184","2017-05-01",6.1
"185","2017-05-02",6.17
"186","2017-05-03",6.17
"187","2017-05-04",6.12
"188","2017-05-05",6.085
"189","2017-05-08",6.1
"190","2017-05-09",6.01
"191","2017-05-10",5.95
"192","2017-05-11",6
"193","2017-05-12",5.94
"194","2017-05-15",5.41
"195","2017-05-16",5.45
"196","2017-05-17",5.356
"197","2017-05-18",5.34
"198","2017-05-19",5.37
"199","2017-05-22",5.36
"200","2017-05-23",5.26
"201","2017-05-24",5.3
"202","2017-05-25",5.11
"203","2017-05-26",5.05
"204","2017-05-30",4.672
"205","2017-05-31",4.63
"206","2017-06-01",4.33
"207","2017-06-02",4.102
"208","2017-06-05",4.17
"209","2017-06-06",4.15
"210","2017-06-07",4.2
"211","2017-06-08",4.2
"212","2017-06-09",4.26
"213","2017-06-12",4.32
"214","2017-06-13",4.25
"215","2017-06-14",4.25
"216","2017-06-15",4.31
"217","2017-06-16",4.31
"218","2017-06-19",4.26
"219","2017-06-20",4.4
"220","2017-06-21",4.44
"221","2017-06-22",4.28
"222","2017-06-23",4.42
"223","2017-06-26",4.31
"224","2017-06-27",4.4
"225","2017-06-28",4.32
"226","2017-06-29",4.32
"227","2017-06-30",4.261
"228","2017-07-03",4.261
"229","2017-07-05",4.3
"230","2017-07-06",4.33
"231","2017-07-07",4.21
"232","2017-07-10",4.403
"233","2017-07-11",4.23
"234","2017-07-12",4.33
"235","2017-07-13",4.5
"236","2017-07-14",4.73
"237","2017-07-17",4.85
"238","2017-07-18",4.99
"239","2017-07-19",5.16
"240","2017-07-20",5.22
"241","2017-07-21",5.21
"242","2017-07-24",5.18
"243","2017-07-25",5.1
"244","2017-07-26",5.1
"245","2017-07-27",5.06
"246","2017-07-28",4.88
"247","2017-07-31",4.85
"248","2017-08-01",4.86
"249","2017-08-02",4.9
"250","2017-08-03",4.96
"251","2017-08-04",4.91
"252","2017-08-07",5.09
"253","2017-08-08",4.91
"254","2017-08-09",4.7
"255","2017-08-10",4.32
"256","2017-08-11",4.56
"257","2017-08-14",4.68
"258","2017-08-15",4.722
"259","2017-08-16",4.56
"260","2017-08-17",4.37
"261","2017-08-18",4.91
"262","2017-08-21",4.97
"263","2017-08-22",4.58
"264","2017-08-23",4.44
"265","2017-08-24",4.45
"266","2017-08-25",4.389
"267","2017-08-28",4.25
"268","2017-08-29",4.25
"269","2017-08-30",4.17
"270","2017-08-31",4.12
"271","2017-09-01",4.3
"272","2017-09-05",4.79
"273","2017-09-06",4.68
"274","2017-09-07",4.72
"275","2017-09-08",4.72
"276","2017-09-11",5.39
"277","2017-09-12",6.11
"278","2017-09-13",6.2
"279","2017-09-14",6
"280","2017-09-15",5.08
"281","2017-09-18",4.87
"282","2017-09-19",4.61
"283","2017-09-20",4.39
"284","2017-09-21",4.4
"285","2017-09-22",4.54
"286","2017-09-25",4.29
"287","2017-09-26",4.11
"288","2017-09-27",3.95
"289","2017-09-28",3.95
"290","2017-09-29",3.89
"291","2017-10-02",4.09
"292","2017-10-03",3.87
"293","2017-10-04",3.69
"294","2017-10-05",3.9
"295","2017-10-06",3.9
"296","2017-10-09",3.85
"297","2017-10-10",3.95
"298","2017-10-11",4
"299","2017-10-12",3.85
"300","2017-10-13",4
"301","2017-10-16",3.88
"302","2017-10-17",3.84
"303","2017-10-18",3.64
"304","2017-10-19",3.48
"305","2017-10-20",3.44
"306","2017-10-23",3.41
"307","2017-10-24",3.19
"308","2017-10-25",3.24
"309","2017-10-26",3.21
"310","2017-10-27",3.12
"311","2017-10-30",3.32
"312","2017-10-31",3.33
"313","2017-11-01",3.22
"314","2017-11-02",3.07
"315","2017-11-03",2.69
"316","2017-11-06",2.52
"317","2017-11-07",2.82
"318","2017-11-08",2.67
"319","2017-11-09",2.661
"320","2017-11-10",2.87
"321","2017-11-13",2.81
"322","2017-11-14",2.95
"323","2017-11-15",2.59
"324","2017-11-16",2.91
"325","2017-11-17",2.94
"326","2017-11-20",3.3
"327","2017-11-21",3.89
"328","2017-11-22",4.67
"329","2017-11-24",4.41
"330","2017-11-27",4.09
"331","2017-11-28",4.01
"332","2017-11-29",4
"333","2017-11-30",3.97
"334","2017-12-01",3.96
"335","2017-12-04",3.9
"336","2017-12-05",3.86
"337","2017-12-06",4.05
"338","2017-12-07",4.34
"339","2017-12-08",4
"340","2017-12-11",3.92
"341","2017-12-12",3.82
"342","2017-12-13",3.97
"343","2017-12-14",4.3
"344","2017-12-15",4.21
"345","2017-12-18",4.17
"346","2017-12-19",3.97
"347","2017-12-20",4.18
"348","2017-12-21",4
"349","2017-12-22",3.89
"350","2017-12-26",3.9
"351","2017-12-27",3.85
"352","2017-12-28",4.103
"353","2017-12-29",4.33
"354","2018-01-02",4.09
"355","2018-01-03",4.4
"356","2018-01-04",4.685
"357","2018-01-05",4.93
"358","2018-01-08",4.77
"359","2018-01-09",4.56
"360","2018-01-10",4.66
"361","2018-01-11",4.95
"362","2018-01-12",4.71
"363","2018-01-16",4.6
"364","2018-01-17",4.72
"365","2018-01-18",4.95
"366","2018-01-19",4.893
"367","2018-01-22",4.57
"368","2018-01-23",4.64
"369","2018-01-24",4.56
"370","2018-01-25",4.36
"371","2018-01-26",4.4
"372","2018-01-29",4.25
"373","2018-01-30",4.9
"374","2018-01-31",5.5
"375","2018-02-01",6.15
"376","2018-02-02",6.21
"377","2018-02-05",6
"378","2018-02-06",5.9
"379","2018-02-07",6.15
"380","2018-02-08",5.658
"381","2018-02-09",5.48
"382","2018-02-12",5.11
"383","2018-02-13",5.43
"384","2018-02-14",5.08
"385","2018-02-15",5.13
"386","2018-02-16",5.5
"387","2018-02-20",5.82
"388","2018-02-21",5.32
"389","2018-02-22",5.86
"390","2018-02-23",6.15
"391","2018-02-26",6.67
"392","2018-02-27",6.21
"393","2018-02-28",6.13
"394","2018-03-01",5.68
"395","2018-03-02",5.64
"396","2018-03-05",5.53
"397","2018-03-06",5.32
"398","2018-03-07",5.96
"399","2018-03-08",5.84
"400","2018-03-09",6.12
"401","2018-03-12",6
"402","2018-03-13",7.03
"403","2018-03-14",6.88
"404","2018-03-15",6.82
"405","2018-03-16",7.13
"406","2018-03-19",7
"407","2018-03-20",6.91
"408","2018-03-21",6.85
"409","2018-03-22",7.03
"410","2018-03-23",6.95
"411","2018-03-26",7
"412","2018-03-27",6.68
"413","2018-03-28",6.29
"414","2018-03-29",6.24
"415","2018-04-02",6.78
"416","2018-04-03",6.75
"417","2018-04-04",6.72
"418","2018-04-05",6.71
"419","2018-04-06",6.53
"420","2018-04-09",6.01
"421","2018-04-10",6.17
"422","2018-04-11",5.8
"423","2018-04-12",5.62
"424","2018-04-13",5.55
"425","2018-04-16",5.44
"426","2018-04-17",5.795
"427","2018-04-18",5.51
"428","2018-04-19",5.07
"429","2018-04-20",5.42
"430","2018-04-23",4.83
"431","2018-04-24",4.49
"432","2018-04-25",4.95
"433","2018-04-26",4.84
"434","2018-04-27",5.11
"435","2018-04-30",5.06
"436","2018-05-01",5.11
"437","2018-05-02",5.2
"438","2018-05-03",5.09
"439","2018-05-04",6.25
"440","2018-05-07",5.78
"441","2018-05-08",5.9
"442","2018-05-09",5.56
"443","2018-05-10",5.76
"444","2018-05-11",5.92
"445","2018-05-14",5.805
"446","2018-05-15",6.03
"447","2018-05-16",5.66
"448","2018-05-17",5.49
"449","2018-05-18",5.83
"450","2018-05-21",5.75
"451","2018-05-22",5.87
"452","2018-05-23",5.86
"453","2018-05-24",5.7
"454","2018-05-25",5.85
"455","2018-05-29",5.93
"456","2018-05-30",5.94
"457","2018-05-31",6.01
"458","2018-06-01",6.15
"459","2018-06-04",5.95
"460","2018-06-05",5.63
"461","2018-06-06",5.6
"462","2018-06-07",5.63
"463","2018-06-08",5.44
"464","2018-06-11",5.44
"465","2018-06-12",5.445
"466","2018-06-13",5.38
"467","2018-06-14",5.42
"468","2018-06-15",5.31
"469","2018-06-18",5.42
"470","2018-06-19",5.26
"471","2018-06-20",5.78
"472","2018-06-21",5.99
"473","2018-06-22",6.04
"474","2018-06-25",5.64
"475","2018-06-26",5.9
"476","2018-06-27",5.61
"477","2018-06-28",5.92
"478","2018-06-29",6.12
"479","2018-07-02",5.95
"480","2018-07-03",6
"481","2018-07-05",5.71
"482","2018-07-06",6.04
"483","2018-07-09",5.96
"484","2018-07-10",6.02
"485","2018-07-11",5.9
"486","2018-07-12",5.82
"487","2018-07-13",5.79
"488","2018-07-16",5.63
"489","2018-07-17",5.46
"490","2018-07-18",5.59
"491","2018-07-19",5.81
"492","2018-07-20",5.78
"493","2018-07-23",5.9
"494","2018-07-24",5.81
"495","2018-07-25",5.81
"496","2018-07-26",5.9
"497","2018-07-27",5.63
"498","2018-07-30",5.5
"499","2018-07-31",5.74
"500","2018-08-01",5.7
"501","2018-08-02",5.52
"502","2018-08-03",5.82
"503","2018-08-06",5.9
"504","2018-08-07",6
"505","2018-08-08",5.86
"506","2018-08-09",5.865
"507","2018-08-10",5.73
"508","2018-08-13",5.69
"509","2018-08-14",5.925
"510","2018-08-15",5.65
"511","2018-08-16",5.703
"512","2018-08-17",5.47
"513","2018-08-20",5.575
"514","2018-08-21",5.2
"515","2018-08-22",5.235
"516","2018-08-23",5.32
"517","2018-08-24",5.22
"518","2018-08-27",5.35
"519","2018-08-28",5.4
"520","2018-08-29",5.26
"521","2018-08-30",5.495
"522","2018-08-31",5.39
"523","2018-09-04",5.21
"524","2018-09-05",5.15
"525","2018-09-06",5.1
"526","2018-09-07",5.07
"527","2018-09-10",4.87
"528","2018-09-11",5.11
"529","2018-09-12",5
"530","2018-09-13",4.96
"531","2018-09-14",4.87
"532","2018-09-17",4.82
"533","2018-09-18",4.9
"534","2018-09-19",4.9
"535","2018-09-20",4.92
"536","2018-09-21",5.05
"537","2018-09-24",5.25
"538","2018-09-25",5.84
"539","2018-09-26",6.02
"540","2018-09-27",5.97
"541","2018-09-28",5.98
"542","2018-10-01",5.5
"543","2018-10-02",6.1
"544","2018-10-03",5.95
"545","2018-10-04",5.93
"546","2018-10-05",6.13
"547","2018-10-08",5.94
"548","2018-10-09",6.06
"549","2018-10-10",5.89
"550","2018-10-11",4.62
"551","2018-10-12",4.698
"552","2018-10-15",4.67
"553","2018-10-16",4.66
"554","2018-10-17",4.66
"555","2018-10-18",4.71
"556","2018-10-19",4.61
"557","2018-10-22",4.48
"558","2018-10-23",4.52
"559","2018-10-24",4.46
"560","2018-10-25",4.4
"561","2018-10-26",4.49
"562","2018-10-29",4.29
"563","2018-10-30",4.05
"564","2018-10-31",4.1
"565","2018-11-01",4.49
"566","2018-11-02",4.06
"567","2018-11-05",3.95
"568","2018-11-06",3.96
"569","2018-11-07",3.98
"570","2018-11-08",3.87
"571","2018-11-09",3.75
"572","2018-11-12",3.6
"573","2018-11-13",3.52
"574","2018-11-14",3.24
"575","2018-11-15",3.3
"576","2018-11-16",3.45
"577","2018-11-19",3.67
"578","2018-11-20",3.54
"579","2018-11-21",3.57
"580","2018-11-23",3.47
"581","2018-11-26",3.71
"582","2018-11-27",3.66
"583","2018-11-28",3.47
"584","2018-11-29",3.7
"585","2018-11-30",3.6
"586","2018-12-03",3.54
"587","2018-12-04",3.43
"588","2018-12-06",3.21
"589","2018-12-07",3.21
"590","2018-12-10",3.21
"591","2018-12-11",3.27
"592","2018-12-12",3.4
"593","2018-12-13",3.45
"594","2018-12-14",3.51
"595","2018-12-17",3.064
"596","2018-12-18",2.955
"597","2018-12-19",2.715
"598","2018-12-20",2.84
"599","2018-12-21",2.66
"600","2018-12-24",2.63
"601","2018-12-26",2.61
"602","2018-12-27",2.5
"603","2018-12-28",2.65
"604","2018-12-31",2.87
"605","2019-01-02",2.955
"606","2019-01-03",2.82
"607","2019-01-04",2.75
"608","2019-01-07",2.96
"609","2019-01-08",2.9
"610","2019-01-09",2.99
"611","2019-01-10",3.01
"612","2019-01-11",3.14
"613","2019-01-14",3.03
"614","2019-01-15",2.88
"615","2019-01-16",2.99
"616","2019-01-17",3.01
"617","2019-01-18",3.08
"618","2019-01-22",3.03
"619","2019-01-23",3.25
"620","2019-01-24",3.7
"621","2019-01-25",3.99
"622","2019-01-28",3.9
"623","2019-01-29",3.77
"624","2019-01-30",3.71
"625","2019-01-31",3.51
"626","2019-02-01",3.7
"627","2019-02-04",3.75
"628","2019-02-05",3.66
"629","2019-02-06",3.68
"630","2019-02-07",3.68
"631","2019-02-08",3.6
"632","2019-02-11",3.7
"633","2019-02-12",3.75
"634","2019-02-13",3.93
"635","2019-02-14",3.77
"636","2019-02-15",3.84
"637","2019-02-19",3.67
"638","2019-02-20",3.75
"639","2019-02-21",3.82
"640","2019-02-22",3.79
"641","2019-02-25",3.79
"642","2019-02-26",3.71
"643","2019-02-27",3.9
"644","2019-02-28",3.8
"645","2019-03-01",3.66
"646","2019-03-04",3.63
"647","2019-03-05",3.63
"648","2019-03-06",3.59
"649","2019-03-07",3.65
"650","2019-03-08",3.56
"651","2019-03-11",3.39
"652","2019-03-12",3.56
"653","2019-03-13",3.445
"654","2019-03-14",3.41
"655","2019-03-15",3.37
"656","2019-03-18",3.44
"657","2019-03-19",3.53
"658","2019-03-20",3.15
"659","2019-03-21",3.3
"660","2019-03-22",3.05
"661","2019-03-25",3.2
"662","2019-03-26",3.15
"663","2019-03-27",2.99
"664","2019-03-28",2.88
"665","2019-03-29",2.65
"666","2019-04-01",3.1
"667","2019-04-02",2.97
"668","2019-04-03",3.16
"669","2019-04-04",3.32
"670","2019-04-05",3.4
"671","2019-04-08",3.36
"672","2019-04-09",3.19
"673","2019-04-10",2.89
"674","2019-04-11",2.98
"675","2019-04-12",3
"676","2019-04-15",2.81
"677","2019-04-16",2.85
"678","2019-04-17",2.76
"679","2019-04-18",2.8
"680","2019-04-22",2.86
"681","2019-04-23",2.75
"682","2019-04-24",2.76
"683","2019-04-25",2.775
"684","2019-04-26",2.59
"685","2019-04-29",2.6
"686","2019-04-30",2.6
"687","2019-05-01",2.56
"688","2019-05-02",2.7
"689","2019-05-03",3.28
"690","2019-05-06",3.8
"691","2019-05-07",4.15
"692","2019-05-08",3.795
"693","2019-05-09",4
"694","2019-05-10",3.75
"695","2019-05-13",3.91
"696","2019-05-14",3.87
"697","2019-05-15",4
"698","2019-05-16",4.05
"699","2019-05-17",4.05
"700","2019-05-20",3.8
"701","2019-05-21",3.81
"702","2019-05-22",3.84
"703","2019-05-23",3.82
"704","2019-05-24",3.94
"705","2019-05-28",3.97
"706","2019-05-29",4.2
"707","2019-05-30",4.15
"708","2019-05-31",4.22
"709","2019-06-03",4.84
"710","2019-06-04",4.5
"711","2019-06-05",4.65
"712","2019-06-06",4.58
"713","2019-06-07",4.78
"714","2019-06-10",4.85
"715","2019-06-11",4.82
"716","2019-06-12",4.79
"717","2019-06-13",4.85
"718","2019-06-14",4.98
"719","2019-06-17",5.19
"720","2019-06-18",5.079
"721","2019-06-19",5.03
"722","2019-06-20",5.04
"723","2019-06-21",5.15
"724","2019-06-24",5.05
"725","2019-06-25",4.8
"726","2019-06-26",4.78
"727","2019-06-27",5.04
"728","2019-06-28",5.03
"729","2019-07-01",4.56
"730","2019-07-02",4.75
"731","2019-07-03",4.66
"732","2019-07-05",4.51
"733","2019-07-08",4.38
"734","2019-07-09",4.5
"735","2019-07-10",4.54
"736","2019-07-11",4.55
"737","2019-07-12",4.61
"738","2019-07-15",4.46
"739","2019-07-16",4.36
"740","2019-07-17",4.47
"741","2019-07-18",4.39
"742","2019-07-19",4.54
"743","2019-07-22",5.265
"744","2019-07-23",5
"745","2019-07-24",5
"746","2019-07-25",5.025
"747","2019-07-26",5.16
"748","2019-07-29",5.42
"749","2019-07-30",5.3
"750","2019-07-31",5.53
"751","2019-08-01",5.28
"752","2019-08-02",5.46
"753","2019-08-05",5.05
"754","2019-08-06",5.11
"755","2019-08-07",5.26
"756","2019-08-08",4.5
"757","2019-08-09",4.52
"758","2019-08-12",4.41
"759","2019-08-13",4.36
"760","2019-08-14",4.21
"761","2019-08-15",4.15
"762","2019-08-16",4.43
"763","2019-08-19",4.49
"764","2019-08-20",4.5
"765","2019-08-21",4.73
"766","2019-08-22",4.52
"767","2019-08-23",4.35
"768","2019-08-26",4.08
"769","2019-08-27",4.11
"770","2019-08-28",4.3
"771","2019-08-29",4.05
"772","2019-08-30",4.06
"773","2019-09-03",3.65
"774","2019-09-04",3.65
"775","2019-09-05",3.84
"776","2019-09-06",3.83
"777","2019-09-09",3.7
"778","2019-09-10",3.77
"779","2019-09-11",3.82
"780","2019-09-12",3.82
"781","2019-09-13",3.66
"782","2019-09-16",3.67
"783","2019-09-17",3.75
"784","2019-09-18",3.67
"785","2019-09-19",3.56
"786","2019-09-20",3.66
"787","2019-09-23",3.64
"788","2019-09-24",3.5
"789","2019-09-25",3.74
"790","2019-09-26",3.68
"791","2019-09-27",3.51
"792","2019-09-30",3.77
"793","2019-10-01",3.79
"794","2019-10-02",3.47
"795","2019-10-03",3.55
"796","2019-10-04",3.74
"797","2019-10-07",3.58
"798","2019-10-08",3.57
"799","2019-10-09",3.71
"800","2019-10-10",3.57
"801","2019-10-11",3.53
"802","2019-10-14",3.69
"803","2019-10-15",3.55
"804","2019-10-16",3.18
"805","2019-10-17",3.34
"806","2019-10-18",3.33
"807","2019-10-21",3.2
"808","2019-10-22",3.27
"809","2019-10-23",3.28
"810","2019-10-24",3.54
"811","2019-10-25",3.61
"812","2019-10-28",3.94
"813","2019-10-29",3.8
"814","2019-10-30",3.7
"815","2019-10-31",3.37
"816","2019-11-01",3.4
"817","2019-11-04",3.44
"818","2019-11-05",3.455
"819","2019-11-06",3.22
"820","2019-11-07",3.07
"821","2019-11-08",3.03
"822","2019-11-11",2.77
"823","2019-11-12",2.66
"824","2019-11-13",2.68
"825","2019-11-14",2.64
"826","2019-11-15",2.62
"827","2019-11-18",2.8
"828","2019-11-19",2.95
"829","2019-11-20",2.91
"830","2019-11-21",2.89
"831","2019-11-22",3.07
"832","2019-11-25",3.02
"833","2019-11-26",3.04
"834","2019-11-27",3.01
"835","2019-11-29",3.05
"836","2019-12-02",2.99
"837","2019-12-03",3.17
"838","2019-12-04",3.06
"839","2019-12-05",3.03
"840","2019-12-06",2.92
"841","2019-12-09",2.85
"842","2019-12-10",2.85
"843","2019-12-11",2.88
"844","2019-12-12",2.97
"845","2019-12-13",2.87
"846","2019-12-16",2.89
"847","2019-12-17",2.89
"848","2019-12-18",2.91
"849","2019-12-19",2.85
"850","2019-12-20",2.93
"851","2019-12-23",3.095
"852","2019-12-24",3.08
"853","2019-12-26",3.1
"854","2019-12-27",2.95
"855","2019-12-30",3.05
"856","2019-12-31",3.08
"857","2020-01-02",3.16
"858","2020-01-03",3.15
"859","2020-01-06",3.31
"860","2020-01-07",3.29
"861","2020-01-08",3.3
"862","2020-01-09",3.64
"863","2020-01-10",4.17
"864","2020-01-13",4.1
"865","2020-01-14",4
"866","2020-01-15",3.91
"867","2020-01-16",3.78
"868","2020-01-17",4.43
"869","2020-01-21",4.25
"870","2020-01-22",4.31
"871","2020-01-23",4.32
"872","2020-01-24",4.56
"873","2020-01-27",4.43
"874","2020-01-28",4.45
"875","2020-01-29",4.5
"876","2020-01-30",4.32
"877","2020-01-31",4.16
"878","2020-02-03",4.15
"879","2020-02-04",4.35
"880","2020-02-05",4.36
"881","2020-02-06",4.2
"882","2020-02-07",4.17
"883","2020-02-10",4.89
"884","2020-02-11",5.67
"885","2020-02-12",5.28
"886","2020-02-13",4.9
"887","2020-02-14",4.74
"888","2020-02-18",4.38
"889","2020-02-19",4.6
"890","2020-02-20",4.71
"891","2020-02-21",4.93
"892","2020-02-24",4.78
"893","2020-02-25",4.94
"894","2020-02-26",5.2
"895","2020-02-27",4.56
"896","2020-02-28",4.39
"897","2020-03-02",4.51
"898","2020-03-03",4.75
"899","2020-03-04",5.205
"900","2020-03-05",4.93
"901","2020-03-06",5.14
"902","2020-03-09",4.46
"903","2020-03-10",4.47
"904","2020-03-11",4.06
"905","2020-03-12",3.05
"906","2020-03-13",3.15
"907","2020-03-16",2.94
"908","2020-03-17",3.31
"909","2020-03-18",2.86
"910","2020-03-19",2.91
"911","2020-03-20",2.66
"912","2020-03-23",2.55
"913","2020-03-24",2.93
"914","2020-03-25",3.18
"915","2020-03-26",3.685
"916","2020-03-27",3.49
"917","2020-03-30",3.55
"918","2020-03-31",3.5
"919","2020-04-01",3.45
"920","2020-04-02",3.45
"921","2020-04-03",3.7
"922","2020-04-06",3.81
"923","2020-04-07",3.965
"924","2020-04-08",4
"925","2020-04-09",4
"926","2020-04-13",4.19
"927","2020-04-14",4.29
"928","2020-04-15",4.02
"929","2020-04-16",3.97
"930","2020-04-17",4.01
"931","2020-04-20",4.08
"932","2020-04-21",4.09
"933","2020-04-22",4.38
"934","2020-04-23",4.5
"935","2020-04-24",4.46
"936","2020-04-27",5.2
"937","2020-04-28",5.05
"938","2020-04-29",5.76
"939","2020-04-30",5.32
"940","2020-05-01",5.23
"941","2020-05-04",5.06
"942","2020-05-05",5.34
"943","2020-05-06",5.41
"944","2020-05-07",5.46
"945","2020-05-08",5.6
"946","2020-05-11",5.5
"947","2020-05-12",6.57
"948","2020-05-13",6.1
"949","2020-05-14",6.77
"950","2020-05-15",7.37
"951","2020-05-18",7.31
"952","2020-05-19",7.27
"953","2020-05-20",7.48
"954","2020-05-21",8.33
"955","2020-05-22",8.17
"956","2020-05-26",8.04
"957","2020-05-27",7.7
"958","2020-05-28",8.89
"959","2020-05-29",8.68
"960","2020-06-01",8.6
"961","2020-06-02",9.06
"962","2020-06-03",8.98
"963","2020-06-04",9.36
"964","2020-06-05",8.87
"965","2020-06-08",8.78
"966","2020-06-09",9.09
"967","2020-06-10",9.05
"968","2020-06-11",8.03
"969","2020-06-12",8.37
"970","2020-06-15",8.88
"971","2020-06-16",9.3
"972","2020-06-17",9.53
"973","2020-06-18",10.25
"974","2020-06-19",10.75
"975","2020-06-22",10.5
"976","2020-06-23",10.59
"977","2020-06-24",10.25
"978","2020-06-25",10.2
"979","2020-06-26",9.53
"980","2020-06-29",8.9
"981","2020-06-30",9
"982","2020-07-01",8.79
"983","2020-07-02",8.58
"984","2020-07-06",9.1
"985","2020-07-07",8.61
"986","2020-07-08",8.8
"987","2020-07-09",8.68
"988","2020-07-10",8.55
"989","2020-07-13",8.625
"990","2020-07-14",8.68
"991","2020-07-15",8.88
"992","2020-07-16",9.39
"993","2020-07-17",9.7
"994","2020-07-20",10.6
"995","2020-07-21",10.97
"996","2020-07-22",10.97
"997","2020-07-23",10.56
"998","2020-07-24",10.58
"999","2020-07-27",11.33
"1000","2020-07-28",10.71
"1001","2020-07-29",10.78
"1002","2020-07-30",11.32
"1003","2020-07-31",10.64
