"","date","REFR"
"93","2007-05-16",10.13
"94","2007-05-17",10.21
"95","2007-05-18",10.26
"96","2007-05-21",9.84
"97","2007-05-22",9.83
"98","2007-05-23",9.83
"99","2007-05-24",9.75
"100","2007-05-25",9.89
"101","2007-05-29",9.92
"102","2007-05-30",10.19
"103","2007-05-31",10.36
"104","2007-06-01",10.53
"105","2007-06-04",11.02
"106","2007-06-05",11.09
"107","2007-06-06",11.33
"108","2007-06-07",11.66
"109","2007-06-08",11.73
"110","2007-06-11",11.84
"111","2007-06-12",11.26
"112","2007-06-13",11.28
"113","2007-06-14",11.45
"114","2007-06-15",11.94
"115","2007-06-18",12.26
"116","2007-06-19",13.26
"117","2007-06-20",13.31
"118","2007-06-21",13.13
"119","2007-06-22",12.92
"120","2007-06-25",12.85
"121","2007-06-26",12.85
"122","2007-06-27",13.02
"123","2007-06-28",13.92
"124","2007-06-29",14.11
"125","2007-07-02",13.95
"126","2007-07-03",13.93
"127","2007-07-05",14.33
"128","2007-07-06",14.31
"129","2007-07-09",14.04
"130","2007-07-10",15.1
"131","2007-07-11",15.24
"132","2007-07-12",14.94
"133","2007-07-13",14.24
"134","2007-07-16",13.36
"135","2007-07-17",13.35
"136","2007-07-18",12.93
"137","2007-07-19",13.03
"138","2007-07-20",14.98
"139","2007-07-23",15.23
"140","2007-07-24",15.14
"141","2007-07-25",14.77
"142","2007-07-26",13.83
"143","2007-07-27",13.92
"144","2007-07-30",14.27
"145","2007-07-31",14.93
"146","2007-08-01",14.67
"147","2007-08-02",15.18
"148","2007-08-03",15.1
"149","2007-08-06",14.09
"150","2007-08-07",14.25
"151","2007-08-08",14.14
"152","2007-08-09",14.05
"153","2007-08-10",14.19
"154","2007-08-13",14.11
"155","2007-08-14",13.56
"156","2007-08-15",12.79
"157","2007-08-16",11.05
"158","2007-08-17",11.49
"159","2007-08-20",11.13
"160","2007-08-21",10.48
"161","2007-08-22",11.44
"162","2007-08-23",11.07
"163","2007-08-24",11.07
"164","2007-08-27",10.99
"165","2007-08-28",10.81
"166","2007-08-29",11.21
"167","2007-08-30",11.35
"168","2007-08-31",11.71
"169","2007-09-04",12.05
"170","2007-09-05",14
"171","2007-09-06",14.38
"172","2007-09-07",14.28
"173","2007-09-10",14.29
"174","2007-09-11",14.7
"175","2007-09-12",14.84
"176","2007-09-13",14.84
"177","2007-09-14",14.97
"178","2007-09-17",14.8
"179","2007-09-18",14.75
"180","2007-09-19",14.15
"181","2007-09-20",14.71
"182","2007-09-21",14.98
"183","2007-09-24",14.6
"184","2007-09-25",14.66
"185","2007-09-26",14.5
"186","2007-09-27",14.93
"187","2007-09-28",14.92
"188","2007-10-01",15.86
"189","2007-10-02",15.81
"190","2007-10-03",15.95
"191","2007-10-04",15.59
"192","2007-10-05",15.73
"193","2007-10-08",15.57
"194","2007-10-09",15.69
"195","2007-10-10",15.32
"196","2007-10-11",15.03
"197","2007-10-12",15
"198","2007-10-15",14.53
"199","2007-10-16",14.5
"200","2007-10-17",14.11
"201","2007-10-18",15.97
"202","2007-10-19",14.95
"203","2007-10-22",14.97
"204","2007-10-23",15.44
"205","2007-10-24",15.74
"206","2007-10-25",15.54
"207","2007-10-26",15.13
"208","2007-10-29",15.08
"209","2007-10-30",14.76
"210","2007-10-31",14.86
"211","2007-11-01",14.14
"212","2007-11-02",14.14
"213","2007-11-05",13.4
"214","2007-11-06",13.48
"215","2007-11-07",12.51
"216","2007-11-08",12.25
"217","2007-11-09",11.98
"218","2007-11-12",11.22
"219","2007-11-13",11.6
"220","2007-11-14",11.21
"221","2007-11-15",9.99
"222","2007-11-16",11
"223","2007-11-19",10.35
"224","2007-11-20",10.7
"225","2007-11-21",10.48
"226","2007-11-23",10.29
"227","2007-11-26",9.93
"228","2007-11-27",9.66
"229","2007-11-28",9.9
"230","2007-11-29",9.7
"231","2007-11-30",9.85
"232","2007-12-03",9.59
"233","2007-12-04",9.09
"234","2007-12-05",8.6
"235","2007-12-06",10.21
"236","2007-12-07",9.53
"237","2007-12-10",9.07
"238","2007-12-11",9.05
"239","2007-12-12",8.89
"240","2007-12-13",9.2
"241","2007-12-14",8.63
"242","2007-12-17",8.23
"243","2007-12-18",8.27
"244","2007-12-19",8.58
"245","2007-12-20",8.41
"246","2007-12-21",8.61
"247","2007-12-24",8.59
"248","2007-12-26",8.67
"249","2007-12-27",9.08
"250","2007-12-28",10.26
"251","2007-12-31",10
"252","2008-01-02",10.32
"253","2008-01-03",9.3
"254","2008-01-04",9.18
"255","2008-01-07",9.25
"256","2008-01-08",9.15
"257","2008-01-09",9.16
"258","2008-01-10",8.91
"259","2008-01-11",9.14
"260","2008-01-14",9.07
"261","2008-01-15",9.04
"262","2008-01-16",8.04
"263","2008-01-17",7.7
"264","2008-01-18",7.52
"265","2008-01-22",6.97
"266","2008-01-23",6.61
"267","2008-01-24",6.84
"268","2008-01-25",6.9
"269","2008-01-28",6.96
"270","2008-01-29",7.15
"271","2008-01-30",7.28
"272","2008-01-31",7.11
"273","2008-02-01",7.25
"274","2008-02-04",7.01
"275","2008-02-05",6.84
"276","2008-02-06",6.75
"277","2008-02-07",6.67
"278","2008-02-08",6.61
"279","2008-02-11",6.51
"280","2008-02-12",6.41
"281","2008-02-13",6.58
"282","2008-02-14",6.57
"283","2008-02-15",6.34
"284","2008-02-19",6.29
"285","2008-02-20",6.02
"286","2008-02-21",6.21
"287","2008-02-22",6.01
"288","2008-02-25",6.2
"289","2008-02-26",7.31
"290","2008-02-27",7.72
"291","2008-02-28",8.07
"292","2008-02-29",7.55
"293","2008-03-03",7.07
"294","2008-03-04",6.84
"295","2008-03-05",6.94
"296","2008-03-06",6.52
"297","2008-03-07",6.26
"298","2008-03-10",6.01
"299","2008-03-11",5.97
"300","2008-03-12",5.78
"301","2008-03-13",5.36
"302","2008-03-14",5.15
"303","2008-03-17",5
"304","2008-03-18",5.05
"305","2008-03-19",4.95
"306","2008-03-20",5.47
"307","2008-03-24",6
"308","2008-03-25",6.15
"309","2008-03-26",6.37
"310","2008-03-27",6.52
"311","2008-03-28",6.63
"312","2008-03-31",6.78
"313","2008-04-01",7.01
"314","2008-04-02",6.98
"315","2008-04-03",6.92
"316","2008-04-04",7.14
"317","2008-04-07",7.36
"318","2008-04-08",7.06
"319","2008-04-09",7.21
"320","2008-04-10",7.21
"321","2008-04-11",7.07
"322","2008-04-14",7.34
"323","2008-04-15",7.8
"324","2008-04-16",7.91
"325","2008-04-17",7.87
"326","2008-04-18",7.62
"327","2008-04-21",7.49
"328","2008-04-22",7.58
"329","2008-04-23",7.51
"330","2008-04-24",7.16
"331","2008-04-25",7
"332","2008-04-28",6.6
"333","2008-04-29",6.09
"334","2008-04-30",5.91
"335","2008-05-01",5.98
"336","2008-05-02",6.03
"337","2008-05-05",6.09
"338","2008-05-06",6.45
"339","2008-05-07",6.6
"340","2008-05-08",6.68
"341","2008-05-09",6.53
"342","2008-05-12",6.54
"343","2008-05-13",6.51
"344","2008-05-14",6.44
"345","2008-05-15",6.42
"346","2008-05-16",6.46
"347","2008-05-19",6.5
"348","2008-05-20",6.25
"349","2008-05-21",6.1
"350","2008-05-22",6.72
"351","2008-05-23",6.59
"352","2008-05-27",5.65
"353","2008-05-28",6.12
"354","2008-05-29",6.17
"355","2008-05-30",5.86
"356","2008-06-02",5.68
"357","2008-06-03",5.82
"358","2008-06-04",5.91
"359","2008-06-05",6.22
"360","2008-06-06",5.83
"361","2008-06-09",5.72
"362","2008-06-10",5.98
"363","2008-06-11",6
"364","2008-06-12",6.22
"365","2008-06-13",6.21
"366","2008-06-16",6.41
"367","2008-06-17",6.75
"368","2008-06-18",6.61
"369","2008-06-19",6.62
"370","2008-06-20",6.61
"371","2008-06-23",6.41
"372","2008-06-24",6.27
"373","2008-06-25",6.57
"374","2008-06-26",6.54
"375","2008-06-27",6.53
"376","2008-06-30",6.31
"377","2008-07-01",5.63
"378","2008-07-02",5.5
"379","2008-07-03",5.63
"380","2008-07-07",5.23
"381","2008-07-08",5.19
"382","2008-07-09",4.79
"383","2008-07-10",4.65
"384","2008-07-11",4.3
"385","2008-07-14",4.08
"386","2008-07-15",4.03
"387","2008-07-16",4.52
"388","2008-07-17",5.01
"389","2008-07-18",4.92
"390","2008-07-21",5
"391","2008-07-22",4.94
"392","2008-07-23",4.94
"393","2008-07-24",4.84
"394","2008-07-25",4.68
"395","2008-07-28",4.46
"396","2008-07-29",4.66
"397","2008-07-30",4.71
"398","2008-07-31",4.57
"399","2008-08-01",4.47
"400","2008-08-04",4.4
"401","2008-08-05",4.62
"402","2008-08-06",4.56
"403","2008-08-07",4.38
"404","2008-08-08",4.42
"405","2008-08-11",4.8
"406","2008-08-12",5.33
"407","2008-08-13",5.5
"408","2008-08-14",5.12
"409","2008-08-15",5.19
"410","2008-08-18",5.05
"411","2008-08-19",4.96
"412","2008-08-20",5.12
"413","2008-08-21",5.06
"414","2008-08-22",4.99
"415","2008-08-25",4.86
"416","2008-08-26",5.03
"417","2008-08-27",4.84
"418","2008-08-28",4.93
"419","2008-08-29",5.15
"420","2008-09-02",5.33
"421","2008-09-03",5.25
"422","2008-09-04",5.11
"423","2008-09-05",5.06
"424","2008-09-08",5.14
"425","2008-09-09",5.02
"426","2008-09-10",5.04
"427","2008-09-11",4.78
"428","2008-09-12",4.81
"429","2008-09-15",4.89
"430","2008-09-16",4.84
"431","2008-09-17",4.45
"432","2008-09-18",4.43
"433","2008-09-19",4.79
"434","2008-09-22",4.64
"435","2008-09-23",4.66
"436","2008-09-24",4.75
"437","2008-09-25",4.59
"438","2008-09-26",4.63
"439","2008-09-29",4.13
"440","2008-09-30",4.12
"441","2008-10-01",4.2
"442","2008-10-02",3.92
"443","2008-10-03",4.13
"444","2008-10-06",4.15
"445","2008-10-07",4.27
"446","2008-10-08",4.11
"447","2008-10-09",3.93
"448","2008-10-10",4.12
"449","2008-10-13",4.15
"450","2008-10-14",4.14
"451","2008-10-15",3.93
"452","2008-10-16",4
"453","2008-10-17",4
"454","2008-10-20",3.95
"455","2008-10-21",3.9
"456","2008-10-22",3.96
"457","2008-10-23",3.9
"458","2008-10-24",3.69
"459","2008-10-27",3.36
"460","2008-10-28",3.56
"461","2008-10-29",3.68
"462","2008-10-30",3.7
"463","2008-10-31",3.83
"464","2008-11-03",3.89
"465","2008-11-04",3.93
"466","2008-11-05",3.94
"467","2008-11-06",3.8
"468","2008-11-07",3.6
"469","2008-11-10",3.34
"470","2008-11-11",3.2
"471","2008-11-12",2.89
"472","2008-11-13",2.89
"473","2008-11-14",2.95
"474","2008-11-17",2.62
"475","2008-11-18",2.64
"476","2008-11-19",2.01
"477","2008-11-20",2.02
"478","2008-11-21",1.89
"479","2008-11-24",2.02
"480","2008-11-25",1.92
"481","2008-11-26",1.75
"482","2008-11-28",1.97
"483","2008-12-01",1.83
"484","2008-12-02",1.83
"485","2008-12-03",1.72
"486","2008-12-04",1.68
"487","2008-12-05",1.6
"488","2008-12-08",1.91
"489","2008-12-09",1.89
"490","2008-12-10",1.94
"491","2008-12-11",1.94
"492","2008-12-12",1.9
"493","2008-12-15",1.76
"494","2008-12-16",1.86
"495","2008-12-17",1.96
"496","2008-12-18",1.96
"497","2008-12-19",2.03
"498","2008-12-22",2.21
"499","2008-12-23",2.04
"500","2008-12-24",2.03
"501","2008-12-26",2.01
"502","2008-12-29",2.08
"503","2008-12-30",2.02
"504","2008-12-31",2.17
"505","2009-01-02",2.32
"506","2009-01-05",2.46
"507","2009-01-06",2.39
"508","2009-01-07",2.36
"509","2009-01-08",2.29
"510","2009-01-09",2.34
"511","2009-01-12",2.18
"512","2009-01-13",2.24
"513","2009-01-14",2.48
"514","2009-01-15",2.54
"515","2009-01-16",2.1
"516","2009-01-20",2.05
"517","2009-01-21",2.65
"518","2009-01-22",2.56
"519","2009-01-23",2.61
"520","2009-01-26",2.63
"521","2009-01-27",2.75
"522","2009-01-28",2.86
"523","2009-01-29",2.92
"524","2009-01-30",3.1
"525","2009-02-02",3.05
"526","2009-02-03",3.39
"527","2009-02-04",3.7
"528","2009-02-05",3.63
"529","2009-02-06",3.57
"530","2009-02-09",3.91
"531","2009-02-10",3.86
"532","2009-02-11",4.8
"533","2009-02-12",4.4
"534","2009-02-13",4.74
"535","2009-02-17",3.96
"536","2009-02-18",3.19
"537","2009-02-19",3.2
"538","2009-02-20",3.21
"539","2009-02-23",2.67
"540","2009-02-24",2.64
"541","2009-02-25",2.43
"542","2009-02-26",2.58
"543","2009-02-27",2.6
"544","2009-03-02",2.5
"545","2009-03-03",2.75
"546","2009-03-04",2.94
"547","2009-03-05",3.08
"548","2009-03-06",2.75
"549","2009-03-09",2.54
"550","2009-03-10",2.53
"551","2009-03-11",2.8
"552","2009-03-12",2.85
"553","2009-03-13",3.11
"554","2009-03-16",3.18
"555","2009-03-17",3.36
"556","2009-03-18",3.64
"557","2009-03-19",3.65
"558","2009-03-20",3.66
"559","2009-03-23",3.96
"560","2009-03-24",3.94
"561","2009-03-25",3.99
"562","2009-03-26",4.14
"563","2009-03-27",4.19
"564","2009-03-30",4.33
"565","2009-03-31",4.49
"566","2009-04-01",4.35
"567","2009-04-02",4.2
"568","2009-04-03",4.16
"569","2009-04-06",4.03
"570","2009-04-07",3.97
"571","2009-04-08",3.83
"572","2009-04-09",3.97
"573","2009-04-13",4.03
"574","2009-04-14",3.82
"575","2009-04-15",3.81
"576","2009-04-16",3.74
"577","2009-04-17",3.45
"578","2009-04-20",3.24
"579","2009-04-21",3.29
"580","2009-04-22",3.45
"581","2009-04-23",3.44
"582","2009-04-24",3.54
"583","2009-04-27",3.48
"584","2009-04-28",3.46
"585","2009-04-29",3.51
"586","2009-04-30",3.65
"587","2009-05-01",3.55
"588","2009-05-04",3.59
"589","2009-05-05",3.58
"590","2009-05-06",3.32
"591","2009-05-07",3.13
"592","2009-05-08",3.19
"593","2009-05-11",3.24
"594","2009-05-12",3.16
"595","2009-05-13",3.05
"596","2009-05-14",3.02
"597","2009-05-15",2.96
"598","2009-05-18",3.1
"599","2009-05-19",3.1
"600","2009-05-20",3.14
"601","2009-05-21",3.43
"602","2009-05-22",3.26
"603","2009-05-26",3.15
"604","2009-05-27",3.12
"605","2009-05-28",3.09
"606","2009-05-29",3.1
"607","2009-06-01",3.02
"608","2009-06-02",3.02
"609","2009-06-03",2.93
"610","2009-06-04",3.03
"611","2009-06-05",3.04
"612","2009-06-08",2.98
"613","2009-06-09",2.99
"614","2009-06-10",3.05
"615","2009-06-11",3.5
"616","2009-06-12",3.78
"617","2009-06-15",3.58
"618","2009-06-16",3.7
"619","2009-06-17",3.73
"620","2009-06-18",3.59
"621","2009-06-19",3.38
"622","2009-06-22",3.47
"623","2009-06-23",3.41
"624","2009-06-24",3.46
"625","2009-06-25",3.48
"626","2009-06-26",3.58
"627","2009-06-29",3.36
"628","2009-06-30",3.58
"629","2009-07-01",3.38
"630","2009-07-02",3.35
"631","2009-07-06",3.23
"632","2009-07-07",3.19
"633","2009-07-08",3.01
"634","2009-07-09",3
"635","2009-07-10",2.99
"636","2009-07-13",2.7
"637","2009-07-14",2.52
"638","2009-07-15",2.63
"639","2009-07-16",2.71
"640","2009-07-17",2.75
"641","2009-07-20",3.29
"642","2009-07-21",3.48
"643","2009-07-22",4.2
"644","2009-07-23",4.02
"645","2009-07-24",4.09
"646","2009-07-27",4
"647","2009-07-28",3.65
"648","2009-07-29",3.9
"649","2009-07-30",3.94
"650","2009-07-31",3.85
"651","2009-08-03",3.9
"652","2009-08-04",3.8
"653","2009-08-05",3.7
"654","2009-08-06",3.65
"655","2009-08-07",3.65
"656","2009-08-10",3.65
"657","2009-08-11",3.82
"658","2009-08-12",3.72
"659","2009-08-13",3.65
"660","2009-08-14",3.6
"661","2009-08-17",3.52
"662","2009-08-18",3.54
"663","2009-08-19",3.56
"664","2009-08-20",3.63
"665","2009-08-21",3.62
"666","2009-08-24",3.53
"667","2009-08-25",3.52
"668","2009-08-26",3.48
"669","2009-08-27",3.35
"670","2009-08-28",3.2
"671","2009-08-31",3.11
"672","2009-09-01",3.05
"673","2009-09-02",3.15
"674","2009-09-03",3.19
"675","2009-09-04",3.39
"676","2009-09-08",3.27
"677","2009-09-09",3.32
"678","2009-09-10",3.33
"679","2009-09-11",3.42
"680","2009-09-14",3.41
"681","2009-09-15",3.56
"682","2009-09-16",3.7
"683","2009-09-17",4.04
"684","2009-09-18",3.91
"685","2009-09-21",4.07
"686","2009-09-22",4.72
"687","2009-09-23",4.54
"688","2009-09-24",4.26
"689","2009-09-25",4.47
"690","2009-09-28",4.44
"691","2009-09-29",4.4
"692","2009-09-30",4.12
"693","2009-10-01",4.22
"694","2009-10-02",4.15
"695","2009-10-05",4.04
"696","2009-10-06",4.06
"697","2009-10-07",4.16
"698","2009-10-08",4.26
"699","2009-10-09",4.3
"700","2009-10-12",4.38
"701","2009-10-13",4.63
"702","2009-10-14",4.39
"703","2009-10-15",4.67
"704","2009-10-16",4.55
"705","2009-10-19",4.56
"706","2009-10-20",4.29
"707","2009-10-21",4.32
"708","2009-10-22",4.29
"709","2009-10-23",4.25
"710","2009-10-26",4.07
"711","2009-10-27",4.05
"712","2009-10-28",3.75
"713","2009-10-29",3.57
"714","2009-10-30",3.62
"715","2009-11-02",3.67
"716","2009-11-03",3.74
"717","2009-11-04",3.68
"718","2009-11-05",3.67
"719","2009-11-06",3.84
"720","2009-11-09",3.84
"721","2009-11-10",3.67
"722","2009-11-11",3.68
"723","2009-11-12",3.77
"724","2009-11-13",3.94
"725","2009-11-16",4.16
"726","2009-11-17",4.41
"727","2009-11-18",4.3
"728","2009-11-19",4.09
"729","2009-11-20",4.1
"730","2009-11-23",4
"731","2009-11-24",4.14
"732","2009-11-25",3.9
"733","2009-11-27",3.91
"734","2009-11-30",3.87
"735","2009-12-01",3.81
"736","2009-12-02",3.81
"737","2009-12-03",3.9
"738","2009-12-04",3.96
"739","2009-12-07",3.84
"740","2009-12-08",3.8
"741","2009-12-09",3.77
"742","2009-12-10",3.76
"743","2009-12-11",3.71
"744","2009-12-14",3.62
"745","2009-12-15",3.7
"746","2009-12-16",3.87
"747","2009-12-17",3.92
"748","2009-12-18",3.93
"749","2009-12-21",3.75
"750","2009-12-22",3.99
"751","2009-12-23",3.71
"752","2009-12-24",3.75
"753","2009-12-28",3.7
"754","2009-12-29",3.72
"755","2009-12-30",3.63
"756","2009-12-31",3.79
"757","2010-01-04",3.71
"758","2010-01-05",3.66
"759","2010-01-06",3.59
"760","2010-01-07",3.76
"761","2010-01-08",3.53
"762","2010-01-11",3.59
"763","2010-01-12",3.5
"764","2010-01-13",3.52
"765","2010-01-14",3.47
"766","2010-01-15",3.35
"767","2010-01-19",3.39
"768","2010-01-20",3.18
"769","2010-01-21",3.04
"770","2010-01-22",3.15
"771","2010-01-25",3.17
"772","2010-01-26",3.06
"773","2010-01-27",2.93
"774","2010-01-28",3.15
"775","2010-01-29",3
"776","2010-02-01",3.32
"777","2010-02-02",3.37
"778","2010-02-03",3.32
"779","2010-02-04",3.07
"780","2010-02-05",3
"781","2010-02-08",2.75
"782","2010-02-09",3.04
"783","2010-02-10",3.02
"784","2010-02-11",2.93
"785","2010-02-12",2.94
"786","2010-02-16",2.92
"787","2010-02-17",2.91
"788","2010-02-18",2.76
"789","2010-02-19",2.84
"790","2010-02-22",2.86
"791","2010-02-23",2.81
"792","2010-02-24",2.61
"793","2010-02-25",2.75
"794","2010-02-26",2.83
"795","2010-03-01",3.05
"796","2010-03-02",3
"797","2010-03-03",3
"798","2010-03-04",3.04
"799","2010-03-05",2.85
"800","2010-03-08",2.78
"801","2010-03-09",2.87
"802","2010-03-10",2.97
"803","2010-03-11",2.9
"804","2010-03-12",2.97
"805","2010-03-15",3.01
"806","2010-03-16",3
"807","2010-03-17",3.01
"808","2010-03-18",3.04
"809","2010-03-19",3.1
"810","2010-03-22",3.12
"811","2010-03-23",3.01
"812","2010-03-24",3
"813","2010-03-25",2.99
"814","2010-03-26",2.9
"815","2010-03-29",2.8
"816","2010-03-30",2.82
"817","2010-03-31",2.79
"818","2010-04-01",2.79
"819","2010-04-05",2.9
"820","2010-04-06",2.85
"821","2010-04-07",3.15
"822","2010-04-08",3.12
"823","2010-04-09",3.58
"824","2010-04-12",3.55
"825","2010-04-13",3.28
"826","2010-04-14",3.09
"827","2010-04-15",3.22
"828","2010-04-16",3.15
"829","2010-04-19",3.14
"830","2010-04-20",3.07
"831","2010-04-21",3.3
"832","2010-04-22",3.58
"833","2010-04-23",3.66
"834","2010-04-26",3.5
"835","2010-04-27",3.49
"836","2010-04-28",3.5
"837","2010-04-29",3.42
"838","2010-04-30",3.21
"839","2010-05-03",3.3
"840","2010-05-04",3.26
"841","2010-05-05",3.4
"842","2010-05-06",2.98
"843","2010-05-07",3.13
"844","2010-05-10",3.35
"845","2010-05-11",3.3
"846","2010-05-12",3.24
"847","2010-05-13",3.16
"848","2010-05-14",3.44
"849","2010-05-17",3.46
"850","2010-05-18",3.42
"851","2010-05-19",3.3
"852","2010-05-20",3.11
"853","2010-05-21",3.01
"854","2010-05-24",3.34
"855","2010-05-25",3.06
"856","2010-05-26",3.05
"857","2010-05-27",3.08
"858","2010-05-28",3.1
"859","2010-06-01",3.01
"860","2010-06-02",3.08
"861","2010-06-03",3.07
"862","2010-06-04",3.05
"863","2010-06-07",3.07
"864","2010-06-08",3.09
"865","2010-06-09",3.05
"866","2010-06-10",3.14
"867","2010-06-11",3.18
"868","2010-06-14",3.22
"869","2010-06-15",3.12
"870","2010-06-16",3.2
"871","2010-06-17",3.5
"872","2010-06-18",3.7
"873","2010-06-21",4.25
"874","2010-06-22",4.16
"875","2010-06-23",4.2
"876","2010-06-24",4.58
"877","2010-06-25",4.7
"878","2010-06-28",4.46
"879","2010-06-29",4.53
"880","2010-06-30",4.45
"881","2010-07-01",4.4
"882","2010-07-02",4.05
"883","2010-07-06",4.03
"884","2010-07-07",3.63
"885","2010-07-08",3.74
"886","2010-07-09",3.77
"887","2010-07-12",3.8
"888","2010-07-13",4.03
"889","2010-07-14",4.1
"890","2010-07-15",4.17
"891","2010-07-16",4.12
"892","2010-07-19",4.09
"893","2010-07-20",4.09
"894","2010-07-21",4.37
"895","2010-07-22",4.49
"896","2010-07-23",4.56
"897","2010-07-26",4.58
"898","2010-07-27",4.91
"899","2010-07-28",4.74
"900","2010-07-29",4.75
"901","2010-07-30",4.68
"902","2010-08-02",4.37
"903","2010-08-03",4.4
"904","2010-08-04",4.37
"905","2010-08-05",4.43
"906","2010-08-06",4.34
"907","2010-08-09",4.34
"908","2010-08-10",4.28
"909","2010-08-11",4.18
"910","2010-08-12",4.09
"911","2010-08-13",4.11
"912","2010-08-16",3.98
"913","2010-08-17",4.18
"914","2010-08-18",4.45
"915","2010-08-19",4.34
"916","2010-08-20",4.35
"917","2010-08-23",4.26
"918","2010-08-24",4.1
"919","2010-08-25",4.11
"920","2010-08-26",4.07
"921","2010-08-27",4.07
"922","2010-08-30",4
"923","2010-08-31",4.01
"924","2010-09-01",4.03
"925","2010-09-02",3.91
"926","2010-09-03",3.91
"927","2010-09-07",3.97
"928","2010-09-08",4.05
"929","2010-09-09",3.98
"930","2010-09-10",3.94
"931","2010-09-13",3.96
"932","2010-09-14",3.95
"933","2010-09-15",3.85
"934","2010-09-16",4.12
"935","2010-09-17",4.12
"936","2010-09-20",4.15
"937","2010-09-21",4.29
"938","2010-09-22",4.24
"939","2010-09-23",4.33
"940","2010-09-24",4.31
"941","2010-09-27",4.15
"942","2010-09-28",4.02
"943","2010-09-29",3.95
"944","2010-09-30",3.96
"945","2010-10-01",4.05
"946","2010-10-04",4.06
"947","2010-10-05",3.95
"948","2010-10-06",4
"949","2010-10-07",3.96
"950","2010-10-08",3.97
"951","2010-10-11",3.99
"952","2010-10-12",4
"953","2010-10-13",4
"954","2010-10-14",4.07
"955","2010-10-15",4.03
"956","2010-10-18",4.08
"957","2010-10-19",4.05
"958","2010-10-20",4.18
"959","2010-10-21",4.05
"960","2010-10-22",4.09
"961","2010-10-25",4.17
"962","2010-10-26",4.17
"963","2010-10-27",4.05
"964","2010-10-28",4.01
"965","2010-10-29",4.09
"966","2010-11-01",4.08
"967","2010-11-02",4.11
"968","2010-11-03",4.16
"969","2010-11-04",4.19
"970","2010-11-05",4.24
"971","2010-11-08",4.35
"972","2010-11-09",4.34
"973","2010-11-10",4.37
"974","2010-11-11",4.42
"975","2010-11-12",4.35
"976","2010-11-15",4.51
"977","2010-11-16",4.45
"978","2010-11-17",4.6
"979","2010-11-18",4.9
"980","2010-11-19",4.9
"981","2010-11-22",4.92
"982","2010-11-23",4.92
"983","2010-11-24",5
"984","2010-11-26",5
"985","2010-11-29",5.25
"986","2010-11-30",5.08
"987","2010-12-01",4.96
"988","2010-12-02",4.9
"989","2010-12-03",4.94
"990","2010-12-06",4.92
"991","2010-12-07",4.89
"992","2010-12-08",4.84
"993","2010-12-09",4.9
"994","2010-12-10",5.03
"995","2010-12-13",5.25
"996","2010-12-14",5.09
"997","2010-12-15",5.12
"998","2010-12-16",5.02
"999","2010-12-17",5.06
"1000","2010-12-20",5.1
"1001","2010-12-21",5.1
"1002","2010-12-22",5.05
