"","date","GMHI"
"88","2019-07-29",10.05
"89","2019-07-30",10.34
"90","2019-07-31",10.12
"91","2019-08-01",10.12
"92","2019-08-02",10.12
"93","2019-08-05",10.12
"94","2019-08-06",10.12
"95","2019-08-07",10.1
"96","2019-08-08",10.1
"97","2019-08-09",10.1
"98","2019-08-12",10.1
"99","2019-08-13",10.1
"100","2019-08-14",10.1
"101","2019-08-15",10.1
"102","2019-08-16",10.1
"103","2019-08-19",10.1
"104","2019-08-20",10.1
"105","2019-08-21",10.1
"106","2019-08-22",10.1
"107","2019-08-23",10.1
"108","2019-08-26",10.1
"109","2019-08-27",10.02
"110","2019-08-28",10.02
"111","2019-08-29",10.02
"112","2019-08-30",10.05
"113","2019-09-03",10.05
"114","2019-09-04",10.03
"115","2019-09-05",10.03
"116","2019-09-06",10.03
"117","2019-09-09",10.1
"118","2019-09-10",10.1
"119","2019-09-11",10.1
"120","2019-09-12",10.1
"121","2019-09-13",10.1
"122","2019-09-16",10.1
"123","2019-09-17",10.1
"124","2019-09-18",10.1
"125","2019-09-19",10.1
"126","2019-09-20",10.1
"127","2019-09-23",10.1
"128","2019-09-24",10.1
"129","2019-09-25",10.1
"130","2019-09-26",10.1
"131","2019-09-27",10.1
"132","2019-09-30",10.1
"133","2019-10-01",10.1
"134","2019-10-02",10.1
"135","2019-10-03",10.1
"136","2019-10-04",10.1
"137","2019-10-07",10.1
"138","2019-10-08",10.1
"139","2019-10-09",10.05
"140","2019-10-10",10.05
"141","2019-10-11",10.05
"142","2019-10-14",10.05
"143","2019-10-15",10.05
"144","2019-10-16",10.2
"145","2019-10-17",10.2
"146","2019-10-18",10.2
"147","2019-10-21",10.2
"148","2019-10-22",10.2
"149","2019-10-23",10.2
"150","2019-10-24",10.2
"151","2019-10-25",10.2
"152","2019-10-28",10.2
"153","2019-10-29",10.09
"154","2019-10-30",10.09
"155","2019-10-31",10.08
"156","2019-11-01",10.08
"157","2019-11-04",10.15
"158","2019-11-05",10.15
"159","2019-11-06",10.15
"160","2019-11-07",10.15
"161","2019-11-08",10.15
"162","2019-11-11",10.15
"163","2019-11-12",10.15
"164","2019-11-13",10.15
"165","2019-11-14",10.15
"166","2019-11-15",10.15
"167","2019-11-18",10.15
"168","2019-11-19",10.15
"169","2019-11-20",10.2
"170","2019-11-21",10.2
"171","2019-11-22",10.15
"172","2019-11-25",10.14
"173","2019-11-26",10.12
"174","2019-11-27",10.12
"175","2019-11-29",10.12
"176","2019-12-02",10.12
"177","2019-12-03",10.12
"178","2019-12-04",10.12
"179","2019-12-05",10.17
"180","2019-12-06",10.2
"181","2019-12-09",10.2
"182","2019-12-10",10.2
"183","2019-12-11",10.2
"184","2019-12-12",10.2
"185","2019-12-13",10.2
"186","2019-12-16",10.2
"187","2019-12-17",10.2
"188","2019-12-18",10.2
"189","2019-12-19",10.2
"190","2019-12-20",10.2
"191","2019-12-23",10.2
"192","2019-12-24",10.2
"193","2019-12-26",10.2
"194","2019-12-27",10.2
"195","2019-12-30",10.2
"196","2019-12-31",10.2
"197","2020-01-02",10.2
"198","2020-01-03",10.25
"199","2020-01-06",10.36
"200","2020-01-07",10.36
"201","2020-01-08",10.26
"202","2020-01-09",10.29
"203","2020-01-10",10.35
"204","2020-01-13",10.4
"205","2020-01-14",10.46
"206","2020-01-15",10.5
"207","2020-01-16",10.5
"208","2020-01-17",10.55
"209","2020-01-21",10.59
"210","2020-01-22",10.6
"211","2020-01-23",10.59
"212","2020-01-24",10.58
"213","2020-01-27",10.6
"214","2020-01-28",10.6
"215","2020-01-29",10.56
"216","2020-01-30",10.6
"217","2020-01-31",10.6
"218","2020-02-03",10.586
"219","2020-02-04",10.58
"220","2020-02-05",10.6
"221","2020-02-06",10.605
"222","2020-02-07",10.6
"223","2020-02-10",10.6
"224","2020-02-11",10.6
"225","2020-02-12",10.6
"226","2020-02-13",10.575
"227","2020-02-14",10.59
"228","2020-02-18",10.55
"229","2020-02-19",10.6
"230","2020-02-20",10.6
"231","2020-02-21",10.61
"232","2020-02-24",10.51
"233","2020-02-25",10.58
"234","2020-02-26",10.55
"235","2020-02-27",10.572
"236","2020-02-28",10.6
"237","2020-03-02",10.6
"238","2020-03-03",10.6
"239","2020-03-04",10.6
"240","2020-03-05",10.6
"241","2020-03-06",10.6
"242","2020-03-09",10.6
"243","2020-03-10",10.522
"244","2020-03-11",10.5
"245","2020-03-12",10.5
"246","2020-03-13",10.5
"247","2020-03-16",9.73
"248","2020-03-17",10
"249","2020-03-18",9.7
"250","2020-03-19",9.6
"251","2020-03-20",9.76
"252","2020-03-23",9.75
"253","2020-03-24",9.76
"254","2020-03-25",9.99
"255","2020-03-26",9.99
"256","2020-03-27",9.9
"257","2020-03-30",9.9
"258","2020-03-31",10.16
"259","2020-04-01",10.15
"260","2020-04-02",10.1
"261","2020-04-03",10
"262","2020-04-06",9.95
"263","2020-04-07",9.95
"264","2020-04-08",10.07
"265","2020-04-09",10.091
"266","2020-04-13",10.091
"267","2020-04-14",10.09
"268","2020-04-15",10.03
"269","2020-04-16",10.08
"270","2020-04-17",10.1
"271","2020-04-20",10.1
"272","2020-04-21",10.07
"273","2020-04-22",10.35
"274","2020-04-23",10.35
"275","2020-04-24",10.34
"276","2020-04-27",10.34
"277","2020-04-28",10.28
"278","2020-04-29",10.15
"279","2020-04-30",10.2
"280","2020-05-01",10.2
"281","2020-05-04",10.2
"282","2020-05-05",10.2
"283","2020-05-06",10.2
"284","2020-05-07",10.2
"285","2020-05-08",10.2
"286","2020-05-11",10.22
"287","2020-05-12",10.19
"288","2020-05-13",10.26
"289","2020-05-14",10.25
"290","2020-05-15",10.25
"291","2020-05-18",10.25
"292","2020-05-19",10.25
"293","2020-05-20",10.25
"294","2020-05-21",10.3
"295","2020-05-22",10.3
"296","2020-05-26",10.25
"297","2020-05-27",10.25
"298","2020-05-28",10.25
"299","2020-05-29",10.25
"300","2020-06-01",10.34
"301","2020-06-02",10.333
"302","2020-06-03",10.35
"303","2020-06-04",10.35
"304","2020-06-05",10.33
"305","2020-06-08",10.35
"306","2020-06-09",10.35
"307","2020-06-10",10.5
"308","2020-06-11",10.45
"309","2020-06-12",10.6
"310","2020-06-15",10.6
"311","2020-06-16",10.6
"312","2020-06-17",10.71
"313","2020-06-18",10.68
"314","2020-06-19",10.65
"315","2020-06-22",10.627
"316","2020-06-23",10.72
"317","2020-06-24",10.72
"318","2020-06-25",10.64
"319","2020-06-26",10.57
"320","2020-06-29",10.6
"321","2020-06-30",10.69
"322","2020-07-01",10.6
"323","2020-07-02",10.86
"324","2020-07-06",10.8
"325","2020-07-07",10.78
"326","2020-07-08",10.75
"327","2020-07-09",10.9
"328","2020-07-10",11
"329","2020-07-13",10.81
"330","2020-07-14",10.86
"331","2020-07-15",10.88
"332","2020-07-16",10.95
"333","2020-07-17",11.1
"334","2020-07-20",10.99
"335","2020-07-21",11.02
"336","2020-07-22",11.07
"337","2020-07-23",10.9
"338","2020-07-24",11.04
"339","2020-07-27",11.05
"340","2020-07-28",10.96
"341","2020-07-29",10.8
"342","2020-07-30",10.61
"343","2020-07-31",10.43
"344","2020-08-03",10.45
"345","2020-08-04",10.4
"346","2020-08-05",10.59
"347","2020-08-06",10.7
"348","2020-08-07",10.7
"349","2020-08-10",10.64
"350","2020-08-11",10.75
"351","2020-08-12",10.7
"352","2020-08-13",10.71
"353","2020-08-14",10.61
"354","2020-08-17",10.54
"355","2020-08-18",10.38
"356","2020-08-19",10.35
"357","2020-08-20",10.55
"358","2020-08-21",10.51
"359","2020-08-24",11.4
"360","2020-08-25",11.39
"361","2020-08-26",11.13
"362","2020-08-27",10.95
"363","2020-08-28",11.12
"364","2020-08-31",11.01
"365","2020-09-01",11.5
"366","2020-09-02",11.94
"367","2020-09-03",11.4
"368","2020-09-04",11.9
"369","2020-09-08",11.88
"370","2020-09-09",12.27
"371","2020-09-10",12.47
"372","2020-09-11",12.58
"373","2020-09-14",13.1
"374","2020-09-15",13.47
"375","2020-09-16",12.67
"376","2020-09-17",12.5
"377","2020-09-18",12.12
"378","2020-09-21",12.2
"379","2020-09-22",11.87
"380","2020-09-23",11.7
"381","2020-09-24",11.4
"382","2020-09-25",11.39
"383","2020-09-28",11.68
"384","2020-09-29",11.9
"385","2020-09-30",11.42
"386","2020-10-01",10.85
"387","2020-10-02",10.88
"388","2020-10-05",10.78
"389","2020-10-06",10.55
"390","2020-10-07",10.54
"391","2020-10-08",10.5
"392","2020-10-09",10.55
"393","2020-10-12",10.63
"394","2020-10-13",10.57
"395","2020-10-14",10.6
"396","2020-10-15",10.51
"397","2020-10-16",10.57
"398","2020-10-19",10.4
"399","2020-10-20",10.33
"400","2020-10-21",10.3
"401","2020-10-22",10.21
"402","2020-10-23",10.21
"403","2020-10-26",10.14
"404","2020-10-27",10.13
"405","2020-10-28",10.08
"406","2020-10-29",10.09
"407","2020-10-30",10.2
"408","2020-11-02",10.15
"409","2020-11-03",10.18
"410","2020-11-04",10.2
"411","2020-11-05",10.24
"412","2020-11-06",10.28
"413","2020-11-09",10.16
"414","2020-11-10",10.19
"415","2020-11-11",10.17
"416","2020-11-12",10.14
"417","2020-11-13",10.16
"418","2020-11-16",10.19
"419","2020-11-17",10.2
"420","2020-11-18",10.2
"421","2020-11-19",10.6
"422","2020-11-20",12.75
"423","2020-11-23",12.9
"424","2020-11-24",13.6
"425","2020-11-25",13.59
"426","2020-11-27",15.39
