"","date","CBMB"
"355","2020-02-27",14.3
"356","2020-02-28",14
"357","2020-03-02",14.05
"358","2020-03-03",13.94
"359","2020-03-04",14.2
"360","2020-03-05",14.15
"361","2020-03-06",14
"362","2020-03-09",13.42
"363","2020-03-10",13.01
"364","2020-03-11",12.67
"365","2020-03-12",10.65
"366","2020-03-13",11.5
"367","2020-03-16",13.08
"368","2020-03-17",13.13
"369","2020-03-18",12.57
"370","2020-03-19",12.1
"371","2020-03-20",11.87
"372","2020-03-23",10.7
"373","2020-03-24",10.78
"374","2020-03-25",10.9
"375","2020-03-26",11.39
"376","2020-03-27",11.78
"377","2020-03-30",11.5
"378","2020-03-31",11.58
"379","2020-04-01",11.42
"380","2020-04-02",11.21
"381","2020-04-03",10.92
"382","2020-04-06",10.7
"383","2020-04-07",12.34
"384","2020-04-08",11.58
"385","2020-04-09",11.97
"386","2020-04-13",11.97
"387","2020-04-14",11.8
"388","2020-04-15",11.9
"389","2020-04-16",11.42
"390","2020-04-17",11.58
"391","2020-04-20",11.68
"392","2020-04-21",11.68
"393","2020-04-22",11.79
"394","2020-04-23",11.9
"395","2020-04-24",11.95
"396","2020-04-27",11.95
"397","2020-04-28",12.18
"398","2020-04-29",12
"399","2020-04-30",12
"400","2020-05-01",12
"401","2020-05-04",11.84
"402","2020-05-05",11.8
"403","2020-05-06",11.96
"404","2020-05-07",11.9
"405","2020-05-08",11.94
"406","2020-05-11",11.9
"407","2020-05-12",11.9
"408","2020-05-13",12.3
"409","2020-05-14",12.3
"410","2020-05-15",12
"411","2020-05-18",12
"412","2020-05-19",12.14
"413","2020-05-20",12.35
"414","2020-05-21",11.9
"415","2020-05-22",12.1
"416","2020-05-26",12.1
"417","2020-05-27",12.16
"418","2020-05-28",11.91
"419","2020-05-29",11.95
"420","2020-06-01",12
"421","2020-06-02",12
"422","2020-06-03",12
"423","2020-06-04",12.08
"424","2020-06-05",12.2
"425","2020-06-08",12.2
"426","2020-06-09",12
"427","2020-06-10",12
"428","2020-06-11",11.99
"429","2020-06-12",12
"430","2020-06-15",12.36
"431","2020-06-16",12.36
"432","2020-06-17",12.2
"433","2020-06-18",12.32
"434","2020-06-19",12.46
"435","2020-06-22",12.51
"436","2020-06-23",12.5
"437","2020-06-24",12.5
"438","2020-06-25",12.06
"439","2020-06-26",12.27
"440","2020-06-29",11.91
"441","2020-06-30",12.3
"442","2020-07-01",12.3
"443","2020-07-02",12
"444","2020-07-06",12.3
"445","2020-07-07",11.95
"446","2020-07-08",11.72
"447","2020-07-09",11.64
"448","2020-07-10",11.64
"449","2020-07-13",11.64
"450","2020-07-14",11.64
"451","2020-07-15",12
"452","2020-07-16",12
"453","2020-07-17",11.81
"454","2020-07-20",11.68
"455","2020-07-21",11.68
"456","2020-07-22",11.68
"457","2020-07-23",11.66
"458","2020-07-24",11.66
"459","2020-07-27",12.25
"460","2020-07-28",12
"461","2020-07-29",12.03
"462","2020-07-30",12.03
"463","2020-07-31",12.01
"464","2020-08-03",12
"465","2020-08-04",12
"466","2020-08-05",12
"467","2020-08-06",11.95
"468","2020-08-07",12
"469","2020-08-10",11.99
"470","2020-08-11",12.18
"471","2020-08-12",12.05
"472","2020-08-13",12.05
"473","2020-08-14",12.18
"474","2020-08-17",12
"475","2020-08-18",12
"476","2020-08-19",12
"477","2020-08-20",11.96
"478","2020-08-21",11.99
"479","2020-08-24",12
"480","2020-08-25",11.9
"481","2020-08-26",11.93
"482","2020-08-27",12
"483","2020-08-28",11.95
"484","2020-08-31",11.99
"485","2020-09-01",11.95
"486","2020-09-02",11.95
"487","2020-09-03",12
"488","2020-09-04",12
"489","2020-09-08",11.98
"490","2020-09-09",12.05
"491","2020-09-10",12.03
"492","2020-09-11",12.02
"493","2020-09-14",12.08
"494","2020-09-15",12.62
"495","2020-09-16",12.16
"496","2020-09-17",12.12
"497","2020-09-18",12.8
"498","2020-09-21",12.8
"499","2020-09-22",12.46
"500","2020-09-23",12.46
"501","2020-09-24",12.29
"502","2020-09-25",12.29
"503","2020-09-28",12.32
"504","2020-09-29",12.45
"505","2020-09-30",12.26
"506","2020-10-01",12.25
"507","2020-10-02",12.25
"508","2020-10-05",12.35
"509","2020-10-06",12.44
"510","2020-10-07",12.44
"511","2020-10-08",12.75
"512","2020-10-09",12.75
"513","2020-10-12",12.57
"514","2020-10-13",12.57
"515","2020-10-14",12.91
"516","2020-10-15",12.91
"517","2020-10-16",12.91
"518","2020-10-19",12.72
"519","2020-10-20",12.46
"520","2020-10-21",12.46
"521","2020-10-22",12.25
"522","2020-10-23",12.25
"523","2020-10-26",12.25
"524","2020-10-27",12.76
"525","2020-10-28",12.76
"526","2020-10-29",12.76
"527","2020-10-30",12.64
"528","2020-11-02",12.42
"529","2020-11-03",12.49
"530","2020-11-04",12.49
"531","2020-11-05",12.49
"532","2020-11-06",12.4
"533","2020-11-09",13
"534","2020-11-10",13.21
"535","2020-11-11",12.9
"536","2020-11-12",12.9
"537","2020-11-13",13
"538","2020-11-16",13
"539","2020-11-17",13
"540","2020-11-18",13
"541","2020-11-19",13.1
"542","2020-11-20",13.74
"543","2020-11-23",13.2
"544","2020-11-24",13.25
"545","2020-11-25",13.25
"546","2020-11-27",13.25
