"","date","CAAP"
"196","2018-11-08",8.3
"197","2018-11-09",8.11
"198","2018-11-12",7.79
"199","2018-11-13",7.88
"200","2018-11-14",7.76
"201","2018-11-15",8.4
"202","2018-11-16",8.66
"203","2018-11-19",8.62
"204","2018-11-20",8
"205","2018-11-21",8.01
"206","2018-11-23",7.99
"207","2018-11-26",7.94
"208","2018-11-27",8.14
"209","2018-11-28",8.09
"210","2018-11-29",8.1
"211","2018-11-30",7.98
"212","2018-12-03",7.9
"213","2018-12-04",7.58
"214","2018-12-06",7.35
"215","2018-12-07",7.28
"216","2018-12-10",6.93
"217","2018-12-11",6.88
"218","2018-12-12",6.87
"219","2018-12-13",7.11
"220","2018-12-14",7.01
"221","2018-12-17",6.79
"222","2018-12-18",6.78
"223","2018-12-19",6.65
"224","2018-12-20",6.28
"225","2018-12-21",5.89
"226","2018-12-24",6.26
"227","2018-12-26",6.24
"228","2018-12-27",6.5
"229","2018-12-28",6.61
"230","2018-12-31",6.63
"231","2019-01-02",6.53
"232","2019-01-03",6.49
"233","2019-01-04",6.71
"234","2019-01-07",6.78
"235","2019-01-08",6.53
"236","2019-01-09",6.75
"237","2019-01-10",6.96
"238","2019-01-11",6.94
"239","2019-01-14",6.92
"240","2019-01-15",6.87
"241","2019-01-16",6.65
"242","2019-01-17",6.5
"243","2019-01-18",6.5
"244","2019-01-22",6.5
"245","2019-01-23",6.3
"246","2019-01-24",6.88
"247","2019-01-25",6.98
"248","2019-01-28",6.99
"249","2019-01-29",6.92
"250","2019-01-30",7.02
"251","2019-01-31",8.06
"252","2019-02-01",8.39
"253","2019-02-04",8.15
"254","2019-02-05",8.22
"255","2019-02-06",8.09
"256","2019-02-07",8.06
"257","2019-02-08",8.07
"258","2019-02-11",8.07
"259","2019-02-12",8.16
"260","2019-02-13",7.89
"261","2019-02-14",7.94
"262","2019-02-15",7.81
"263","2019-02-19",7.74
"264","2019-02-20",7.7
"265","2019-02-21",7.7
"266","2019-02-22",7.8
"267","2019-02-25",7.81
"268","2019-02-26",8.03
"269","2019-02-27",8.06
"270","2019-02-28",7.91
"271","2019-03-01",7.81
"272","2019-03-04",7.79
"273","2019-03-05",7.87
"274","2019-03-06",7.99
"275","2019-03-07",7.83
"276","2019-03-08",7.76
"277","2019-03-11",7.95
"278","2019-03-12",7.96
"279","2019-03-13",7.85
"280","2019-03-14",7.78
"281","2019-03-15",8.38
"282","2019-03-18",8.44
"283","2019-03-19",8.33
"284","2019-03-20",8.24
"285","2019-03-21",8.12
"286","2019-03-22",8
"287","2019-03-25",8.49
"288","2019-03-26",8.47
"289","2019-03-27",8
"290","2019-03-28",7.95
"291","2019-03-29",8.27
"292","2019-04-01",8.06
"293","2019-04-02",8.15
"294","2019-04-03",7.96
"295","2019-04-04",7.97
"296","2019-04-05",7.98
"297","2019-04-08",7.77
"298","2019-04-09",7.67
"299","2019-04-10",7.66
"300","2019-04-11",7.46
"301","2019-04-12",7.33
"302","2019-04-15",7.7
"303","2019-04-16",7.91
"304","2019-04-17",8.04
"305","2019-04-18",7.95
"306","2019-04-22",8.1
"307","2019-04-23",8.08
"308","2019-04-24",7.75
"309","2019-04-25",7.58
"310","2019-04-26",7.7
"311","2019-04-29",7.51
"312","2019-04-30",7.7
"313","2019-05-01",7.61
"314","2019-05-02",7.92
"315","2019-05-03",8.05
"316","2019-05-06",8.05
"317","2019-05-07",7.77
"318","2019-05-08",8.03
"319","2019-05-09",8.19
"320","2019-05-10",8.07
"321","2019-05-13",7.88
"322","2019-05-14",7.69
"323","2019-05-15",8
"324","2019-05-16",7.93
"325","2019-05-17",7.85
"326","2019-05-20",7.81
"327","2019-05-21",7.69
"328","2019-05-22",7.3
"329","2019-05-23",7.23
"330","2019-05-24",7.91
"331","2019-05-28",7.62
"332","2019-05-29",7.53
"333","2019-05-30",7.58
"334","2019-05-31",7.5
"335","2019-06-03",7.5
"336","2019-06-04",7.81
"337","2019-06-05",7.64
"338","2019-06-06",7.15
"339","2019-06-07",7.12
"340","2019-06-10",7.05
"341","2019-06-11",7.5
"342","2019-06-12",7.85
"343","2019-06-13",7.88
"344","2019-06-14",7.72
"345","2019-06-17",7.96
"346","2019-06-18",8.15
"347","2019-06-19",8.01
"348","2019-06-20",7.94
"349","2019-06-21",8.13
"350","2019-06-24",8.11
"351","2019-06-25",7.96
"352","2019-06-26",7.62
"353","2019-06-27",7.76
"354","2019-06-28",8.07
"355","2019-07-01",8.25
"356","2019-07-02",8.3
"357","2019-07-03",8.32
"358","2019-07-05",8.22
"359","2019-07-08",8.42
"360","2019-07-09",8.45
"361","2019-07-10",8.24
"362","2019-07-11",8.32
"363","2019-07-12",8.28
"364","2019-07-15",7.99
"365","2019-07-16",8.18
"366","2019-07-17",8.15
"367","2019-07-18",8.06
"368","2019-07-19",8.07
"369","2019-07-22",7.66
"370","2019-07-23",7.81
"371","2019-07-24",7.74
"372","2019-07-25",7.5
"373","2019-07-26",7.65
"374","2019-07-29",7.69
"375","2019-07-30",7.72
"376","2019-07-31",7.65
"377","2019-08-01",7.46
"378","2019-08-02",7.46
"379","2019-08-05",7.3
"380","2019-08-06",7.15
"381","2019-08-07",6.91
"382","2019-08-08",6.97
"383","2019-08-09",7.05
"384","2019-08-12",5
"385","2019-08-13",5.02
"386","2019-08-14",4.98
"387","2019-08-15",5.25
"388","2019-08-16",5.49
"389","2019-08-19",5.34
"390","2019-08-20",5.52
"391","2019-08-21",5.54
"392","2019-08-22",5.82
"393","2019-08-23",5.75
"394","2019-08-26",5.5
"395","2019-08-27",5.32
"396","2019-08-28",5.17
"397","2019-08-29",5.01
"398","2019-08-30",4.91
"399","2019-09-03",4.72
"400","2019-09-04",4.94
"401","2019-09-05",5.04
"402","2019-09-06",5.31
"403","2019-09-09",5.2
"404","2019-09-10",5.35
"405","2019-09-11",5.37
"406","2019-09-12",5.27
"407","2019-09-13",5.24
"408","2019-09-16",5.21
"409","2019-09-17",5.21
"410","2019-09-18",5.3
"411","2019-09-19",5.15
"412","2019-09-20",4.99
"413","2019-09-23",4.76
"414","2019-09-24",4.65
"415","2019-09-25",4.58
"416","2019-09-26",4.4
"417","2019-09-27",4.55
"418","2019-09-30",4.53
"419","2019-10-01",4.56
"420","2019-10-02",4.57
"421","2019-10-03",4.55
"422","2019-10-04",4.66
"423","2019-10-07",4.62
"424","2019-10-08",4.45
"425","2019-10-09",4.46
"426","2019-10-10",4.5
"427","2019-10-11",4.55
"428","2019-10-14",4.49
"429","2019-10-15",4.49
"430","2019-10-16",4.37
"431","2019-10-17",4.27
"432","2019-10-18",4.23
"433","2019-10-21",4.24
"434","2019-10-22",4.25
"435","2019-10-23",4.18
"436","2019-10-24",4.01
"437","2019-10-25",4.04
"438","2019-10-28",3.99
"439","2019-10-29",4.01
"440","2019-10-30",3.93
"441","2019-10-31",3.96
"442","2019-11-01",3.98
"443","2019-11-04",4.17
"444","2019-11-05",4.28
"445","2019-11-06",4.03
"446","2019-11-07",4.25
"447","2019-11-08",4.15
"448","2019-11-11",4.1
"449","2019-11-12",4
"450","2019-11-13",3.88
"451","2019-11-14",3.87
"452","2019-11-15",3.8
"453","2019-11-18",3.8
"454","2019-11-19",4
"455","2019-11-20",4.03
"456","2019-11-21",3.98
"457","2019-11-22",3.82
"458","2019-11-25",4.05
"459","2019-11-26",4.2
"460","2019-11-27",4.25
"461","2019-11-29",4.33
"462","2019-12-02",4.1
"463","2019-12-03",4.02
"464","2019-12-04",3.99
"465","2019-12-05",3.97
"466","2019-12-06",4.22
"467","2019-12-09",4.56
"468","2019-12-10",4.75
"469","2019-12-11",4.77
"470","2019-12-12",5.15
"471","2019-12-13",5.15
"472","2019-12-16",5.3
"473","2019-12-17",5.1
"474","2019-12-18",5.16
"475","2019-12-19",5.35
"476","2019-12-20",5.4
"477","2019-12-23",5.83
"478","2019-12-24",5.97
"479","2019-12-26",6.01
"480","2019-12-27",5.68
"481","2019-12-30",6
"482","2019-12-31",6
"483","2020-01-02",6.29
"484","2020-01-03",6.44
"485","2020-01-06",6.08
"486","2020-01-07",5.78
"487","2020-01-08",5.81
"488","2020-01-09",5.99
"489","2020-01-10",6
"490","2020-01-13",6
"491","2020-01-14",5.87
"492","2020-01-15",5.87
"493","2020-01-16",5.99
"494","2020-01-17",5.94
"495","2020-01-21",5.6
"496","2020-01-22",5.66
"497","2020-01-23",5.74
"498","2020-01-24",5.49
"499","2020-01-27",5.3
"500","2020-01-28",5.67
"501","2020-01-29",5.58
"502","2020-01-30",5.51
"503","2020-01-31",5.19
"504","2020-02-03",5.19
"505","2020-02-04",5.41
"506","2020-02-05",5.4
"507","2020-02-06",5.46
"508","2020-02-07",5.5
"509","2020-02-10",5.37
"510","2020-02-11",5.29
"511","2020-02-12",5.29
"512","2020-02-13",5.08
"513","2020-02-14",5.29
"514","2020-02-18",5.23
"515","2020-02-19",5.26
"516","2020-02-20",5.23
"517","2020-02-21",5.2
"518","2020-02-24",4.96
"519","2020-02-25",4.83
"520","2020-02-26",4.68
"521","2020-02-27",4.51
"522","2020-02-28",4.27
"523","2020-03-02",4.23
"524","2020-03-03",4.2
"525","2020-03-04",4.13
"526","2020-03-05",4.05
"527","2020-03-06",4.1
"528","2020-03-09",3.51
"529","2020-03-10",3.74
"530","2020-03-11",3.47
"531","2020-03-12",2.72
"532","2020-03-13",2.74
"533","2020-03-16",1.78
"534","2020-03-17",2.11
"535","2020-03-18",1.85
"536","2020-03-19",1.73
"537","2020-03-20",1.76
"538","2020-03-23",1.75
"539","2020-03-24",1.77
"540","2020-03-25",2.18
"541","2020-03-26",2.34
"542","2020-03-27",2.01
"543","2020-03-30",1.88
"544","2020-03-31",1.85
"545","2020-04-01",1.78
"546","2020-04-02",1.79
"547","2020-04-03",1.68
"548","2020-04-06",1.78
"549","2020-04-07",1.98
"550","2020-04-08",2.15
"551","2020-04-09",2.06
"552","2020-04-13",1.86
"553","2020-04-14",1.99
"554","2020-04-15",1.86
"555","2020-04-16",1.76
"556","2020-04-17",1.85
"557","2020-04-20",2.08
"558","2020-04-21",1.95
"559","2020-04-22",2.05
"560","2020-04-23",2.09
"561","2020-04-24",2.15
"562","2020-04-27",2.39
"563","2020-04-28",2.42
"564","2020-04-29",2.52
"565","2020-04-30",2.55
"566","2020-05-01",2.33
"567","2020-05-04",2.3
"568","2020-05-05",2.32
"569","2020-05-06",2.16
"570","2020-05-07",2.21
"571","2020-05-08",2.45
"572","2020-05-11",2.37
"573","2020-05-12",2.38
"574","2020-05-13",2.08
"575","2020-05-14",1.99
"576","2020-05-15",2.11
"577","2020-05-18",2.27
"578","2020-05-19",2.22
"579","2020-05-20",2.21
"580","2020-05-21",2.36
"581","2020-05-22",2.48
"582","2020-05-26",2.63
"583","2020-05-27",2.6
"584","2020-05-28",2.46
"585","2020-05-29",2.45
"586","2020-06-01",2.58
"587","2020-06-02",2.96
"588","2020-06-03",3.09
"589","2020-06-04",3.26
"590","2020-06-05",3.38
"591","2020-06-08",3.45
"592","2020-06-09",3.23
"593","2020-06-10",3.13
"594","2020-06-11",2.82
"595","2020-06-12",2.8
"596","2020-06-15",2.94
"597","2020-06-16",2.92
"598","2020-06-17",2.79
"599","2020-06-18",2.51
"600","2020-06-19",2.54
"601","2020-06-22",2.38
"602","2020-06-23",2.44
"603","2020-06-24",2.26
"604","2020-06-25",2.27
"605","2020-06-26",2.19
"606","2020-06-29",2.23
"607","2020-06-30",2.18
"608","2020-07-01",2.4
"609","2020-07-02",2.42
"610","2020-07-06",2.58
"611","2020-07-07",2.4
"612","2020-07-08",2.46
"613","2020-07-09",2.37
"614","2020-07-10",2.51
"615","2020-07-13",2.52
"616","2020-07-14",2.47
"617","2020-07-15",2.54
"618","2020-07-16",2.55
"619","2020-07-17",2.52
"620","2020-07-20",2.42
"621","2020-07-21",2.54
"622","2020-07-22",2.71
"623","2020-07-23",2.72
"624","2020-07-24",2.65
"625","2020-07-27",2.72
"626","2020-07-28",2.77
"627","2020-07-29",2.84
"628","2020-07-30",2.8
"629","2020-07-31",2.74
"630","2020-08-03",2.89
"631","2020-08-04",2.86
"632","2020-08-05",2.74
"633","2020-08-06",2.84
"634","2020-08-07",2.92
"635","2020-08-10",2.96
"636","2020-08-11",2.88
"637","2020-08-12",2.74
"638","2020-08-13",2.66
"639","2020-08-14",2.66
"640","2020-08-17",2.52
"641","2020-08-18",2.55
"642","2020-08-19",2.6
"643","2020-08-20",2.63
"644","2020-08-21",2.44
"645","2020-08-24",2.38
"646","2020-08-25",2.44
"647","2020-08-26",2.3
"648","2020-08-27",2.3
"649","2020-08-28",2.54
"650","2020-08-31",2.38
"651","2020-09-01",2.4
"652","2020-09-02",2.36
"653","2020-09-03",2.44
"654","2020-09-04",2.39
"655","2020-09-08",2.42
"656","2020-09-09",2.33
"657","2020-09-10",2.31
"658","2020-09-11",2.24
"659","2020-09-14",2.25
"660","2020-09-15",2.24
"661","2020-09-16",2.2
"662","2020-09-17",2.25
"663","2020-09-18",2.16
"664","2020-09-21",2.09
"665","2020-09-22",2.14
"666","2020-09-23",2.16
"667","2020-09-24",2.19
"668","2020-09-25",2.2
"669","2020-09-28",2.23
"670","2020-09-29",2.28
"671","2020-09-30",2.23
"672","2020-10-01",2.24
"673","2020-10-02",2.15
"674","2020-10-05",2.17
"675","2020-10-06",2.1
"676","2020-10-07",2.05
"677","2020-10-08",1.92
"678","2020-10-09",1.84
"679","2020-10-12",1.83
"680","2020-10-13",1.95
"681","2020-10-14",2.03
"682","2020-10-15",2.01
"683","2020-10-16",1.95
"684","2020-10-19",1.96
"685","2020-10-20",2.04
"686","2020-10-21",2.02
"687","2020-10-22",2.12
"688","2020-10-23",2.17
"689","2020-10-26",2.01
"690","2020-10-27",1.85
"691","2020-10-28",1.78
"692","2020-10-29",1.79
"693","2020-10-30",1.72
"694","2020-11-02",1.87
"695","2020-11-03",1.93
"696","2020-11-04",1.89
"697","2020-11-05",1.9
"698","2020-11-06",1.98
"699","2020-11-09",2.45
"700","2020-11-10",2.64
"701","2020-11-11",2.62
"702","2020-11-12",2.83
"703","2020-11-13",2.73
"704","2020-11-16",2.88
"705","2020-11-17",3.11
"706","2020-11-18",2.99
"707","2020-11-19",2.87
"708","2020-11-20",2.87
"709","2020-11-23",3.03
"710","2020-11-24",3.18
"711","2020-11-25",3.05
"712","2020-11-27",3.19
