"","date","FRSX"
"230","2018-05-14",3.13
"231","2018-05-15",3.1
"232","2018-05-16",3.1
"233","2018-05-17",2.98
"234","2018-05-18",2.95
"235","2018-05-21",2.925
"236","2018-05-22",2.89
"237","2018-05-23",2.878
"238","2018-05-24",2.9
"239","2018-05-25",2.936
"240","2018-05-29",2.86
"241","2018-05-30",2.84
"242","2018-05-31",2.934
"243","2018-06-01",2.97
"244","2018-06-04",2.911
"245","2018-06-05",2.91
"246","2018-06-06",2.849
"247","2018-06-07",2.83
"248","2018-06-08",2.89
"249","2018-06-11",2.912
"250","2018-06-12",3.34
"251","2018-06-13",3.3
"252","2018-06-14",3.57
"253","2018-06-15",3.32
"254","2018-06-18",3.2
"255","2018-06-19",3.15
"256","2018-06-20",3.149
"257","2018-06-21",3.333
"258","2018-06-22",3.45
"259","2018-06-25",3.43
"260","2018-06-26",3.87
"261","2018-06-27",3.46
"262","2018-06-28",3.54
"263","2018-06-29",3.632
"264","2018-07-02",3.485
"265","2018-07-03",3.28
"266","2018-07-05",3.29
"267","2018-07-06",3.24
"268","2018-07-09",3.23
"269","2018-07-10",3.05
"270","2018-07-11",3.22
"271","2018-07-12",3.31
"272","2018-07-13",3.35
"273","2018-07-16",3.13
"274","2018-07-17",3.065
"275","2018-07-18",3.02
"276","2018-07-19",3.05
"277","2018-07-20",3.066
"278","2018-07-23",3.016
"279","2018-07-24",3.09
"280","2018-07-25",3.04
"281","2018-07-26",3.05
"282","2018-07-27",3.011
"283","2018-07-30",3
"284","2018-07-31",2.827
"285","2018-08-01",2.857
"286","2018-08-02",2.85
"287","2018-08-03",2.846
"288","2018-08-06",2.9
"289","2018-08-07",3
"290","2018-08-08",2.99
"291","2018-08-09",2.86
"292","2018-08-10",2.83
"293","2018-08-13",2.83
"294","2018-08-14",2.68
"295","2018-08-15",2.64
"296","2018-08-16",2.655
"297","2018-08-17",2.82
"298","2018-08-20",2.685
"299","2018-08-21",2.91
"300","2018-08-22",2.871
"301","2018-08-23",2.999
"302","2018-08-24",2.86
"303","2018-08-27",2.9
"304","2018-08-28",2.944
"305","2018-08-29",2.92
"306","2018-08-30",2.88
"307","2018-08-31",2.852
"308","2018-09-04",2.848
"309","2018-09-05",2.831
"310","2018-09-06",2.82
"311","2018-09-07",2.801
"312","2018-09-10",2.805
"313","2018-09-11",2.778
"314","2018-09-12",2.778
"315","2018-09-13",3
"316","2018-09-14",2.965
"317","2018-09-17",2.905
"318","2018-09-18",2.899
"319","2018-09-19",3.006
"320","2018-09-20",2.982
"321","2018-09-21",3.16
"322","2018-09-24",3.03
"323","2018-09-25",3
"324","2018-09-26",3
"325","2018-09-27",3
"326","2018-09-28",2.99
"327","2018-10-01",2.92
"328","2018-10-02",2.85
"329","2018-10-03",2.85
"330","2018-10-04",2.91
"331","2018-10-05",2.869
"332","2018-10-08",2.774
"333","2018-10-09",2.75
"334","2018-10-10",2.7
"335","2018-10-11",2.65
"336","2018-10-12",2.663
"337","2018-10-15",2.646
"338","2018-10-16",2.6
"339","2018-10-17",2.5
"340","2018-10-18",2.41
"341","2018-10-19",2.429
"342","2018-10-22",2.35
"343","2018-10-23",2.3
"344","2018-10-24",2.22
"345","2018-10-25",2.17
"346","2018-10-26",2.152
"347","2018-10-29",2.05
"348","2018-10-30",2.105
"349","2018-10-31",2.12
"350","2018-11-01",2.44
"351","2018-11-02",2.39
"352","2018-11-05",2.4
"353","2018-11-06",2.361
"354","2018-11-07",2.56
"355","2018-11-08",2.45
"356","2018-11-09",2.484
"357","2018-11-12",2.44
"358","2018-11-13",2.41
"359","2018-11-14",2.44
"360","2018-11-15",2.4
"361","2018-11-16",2.39
"362","2018-11-19",2.394
"363","2018-11-20",2.35
"364","2018-11-21",2.35
"365","2018-11-23",2.35
"366","2018-11-26",2.25
"367","2018-11-27",2.23
"368","2018-11-28",2.25
"369","2018-11-29",2.34
"370","2018-11-30",2.28
"371","2018-12-03",2.5
"372","2018-12-04",2.36
"373","2018-12-06",2.21
"374","2018-12-07",2.12
"375","2018-12-10",2.155
"376","2018-12-11",2.01
"377","2018-12-12",2.123
"378","2018-12-13",2.15
"379","2018-12-14",2.126
"380","2018-12-17",2.13
"381","2018-12-18",2.11
"382","2018-12-19",2.085
"383","2018-12-20",1.81
"384","2018-12-21",1.752
"385","2018-12-24",1.65
"386","2018-12-26",1.68
"387","2018-12-27",1.495
"388","2018-12-28",1.654
"389","2018-12-31",1.659
"390","2019-01-02",1.66
"391","2019-01-03",1.75
"392","2019-01-04",1.83
"393","2019-01-07",1.881
"394","2019-01-08",1.85
"395","2019-01-09",1.89
"396","2019-01-10",1.835
"397","2019-01-11",1.79
"398","2019-01-14",1.79
"399","2019-01-15",1.75
"400","2019-01-16",1.76
"401","2019-01-17",1.84
"402","2019-01-18",1.837
"403","2019-01-22",1.871
"404","2019-01-23",1.77
"405","2019-01-24",1.781
"406","2019-01-25",1.745
"407","2019-01-28",1.733
"408","2019-01-29",1.704
"409","2019-01-30",1.91
"410","2019-01-31",1.927
"411","2019-02-01",1.931
"412","2019-02-04",1.82
"413","2019-02-05",1.825
"414","2019-02-06",1.84
"415","2019-02-07",1.833
"416","2019-02-08",1.818
"417","2019-02-11",1.801
"418","2019-02-12",1.83
"419","2019-02-13",1.76
"420","2019-02-14",1.801
"421","2019-02-15",1.732
"422","2019-02-19",1.8
"423","2019-02-20",1.873
"424","2019-02-21",1.89
"425","2019-02-22",1.849
"426","2019-02-25",1.821
"427","2019-02-26",1.77
"428","2019-02-27",1.77
"429","2019-02-28",1.62
"430","2019-03-01",1.775
"431","2019-03-04",1.87
"432","2019-03-05",1.82
"433","2019-03-06",1.932
"434","2019-03-07",1.89
"435","2019-03-08",1.93
"436","2019-03-11",2
"437","2019-03-12",1.98
"438","2019-03-13",1.97
"439","2019-03-14",1.96
"440","2019-03-15",1.64
"441","2019-03-18",1.6
"442","2019-03-19",1.49
"443","2019-03-20",1.47
"444","2019-03-21",1.5
"445","2019-03-22",1.49
"446","2019-03-25",1.29
"447","2019-03-26",1.33
"448","2019-03-27",1.31
"449","2019-03-28",1.29
"450","2019-03-29",1.35
"451","2019-04-01",1.4
"452","2019-04-02",1.32
"453","2019-04-03",1.26
"454","2019-04-04",1.28
"455","2019-04-05",1.29
"456","2019-04-08",1.35
"457","2019-04-09",1.39
"458","2019-04-10",1.35
"459","2019-04-11",1.3
"460","2019-04-12",1.29
"461","2019-04-15",1.25
"462","2019-04-16",1.28
"463","2019-04-17",1.31
"464","2019-04-18",1.26
"465","2019-04-22",1.32
"466","2019-04-23",1.35
"467","2019-04-24",1.326
"468","2019-04-25",1.33
"469","2019-04-26",1.314
"470","2019-04-29",1.305
"471","2019-04-30",1.287
"472","2019-05-01",1.26
"473","2019-05-02",1.263
"474","2019-05-03",1.25
"475","2019-05-06",1.249
"476","2019-05-07",1.22
"477","2019-05-08",1.201
"478","2019-05-09",1.23
"479","2019-05-10",1.22
"480","2019-05-13",1.15
"481","2019-05-14",1.18
"482","2019-05-15",1.12
"483","2019-05-16",0.902
"484","2019-05-17",0.98
"485","2019-05-20",0.932
"486","2019-05-21",0.975
"487","2019-05-22",1.023
"488","2019-05-23",0.99
"489","2019-05-24",0.991
"490","2019-05-28",0.96
"491","2019-05-29",0.929
"492","2019-05-30",0.91
"493","2019-05-31",0.94
"494","2019-06-03",0.94
"495","2019-06-04",0.935
"496","2019-06-05",0.91
"497","2019-06-06",0.906
"498","2019-06-07",0.893
"499","2019-06-10",0.872
"500","2019-06-11",0.898
"501","2019-06-12",0.81
"502","2019-06-13",0.82
"503","2019-06-14",0.81
"504","2019-06-17",0.85
"505","2019-06-18",0.94
"506","2019-06-19",1.32
"507","2019-06-20",1.35
"508","2019-06-21",1.28
"509","2019-06-24",1.125
"510","2019-06-25",1.125
"511","2019-06-26",1.16
"512","2019-06-27",1.39
"513","2019-06-28",1.76
"514","2019-07-01",1.97
"515","2019-07-02",1.9
"516","2019-07-03",1.88
"517","2019-07-05",1.82
"518","2019-07-08",1.88
"519","2019-07-09",1.87
"520","2019-07-10",1.86
"521","2019-07-11",1.98
"522","2019-07-12",2.03
"523","2019-07-15",2
"524","2019-07-16",1.95
"525","2019-07-17",1.8
"526","2019-07-18",1.74
"527","2019-07-19",1.81
"528","2019-07-22",1.76
"529","2019-07-23",1.73
"530","2019-07-24",1.85
"531","2019-07-25",1.91
"532","2019-07-26",1.82
"533","2019-07-29",1.82
"534","2019-07-30",1.77
"535","2019-07-31",1.78
"536","2019-08-01",1.72
"537","2019-08-02",1.74
"538","2019-08-05",1.68
"539","2019-08-06",1.63
"540","2019-08-07",1.7
"541","2019-08-08",1.67
"542","2019-08-09",1.7
"543","2019-08-12",1.685
"544","2019-08-13",1.64
"545","2019-08-14",1.53
"546","2019-08-15",1.4
"547","2019-08-16",1.42
"548","2019-08-19",1.32
"549","2019-08-20",1.55
"550","2019-08-21",1.7
"551","2019-08-22",1.67
"552","2019-08-23",1.54
"553","2019-08-26",1.51
"554","2019-08-27",1.49
"555","2019-08-28",1.48
"556","2019-08-29",1.42
"557","2019-08-30",1.473
"558","2019-09-03",1.45
"559","2019-09-04",1.46
"560","2019-09-05",1.4
"561","2019-09-06",1.453
"562","2019-09-09",1.4
"563","2019-09-10",1.435
"564","2019-09-11",1.41
"565","2019-09-12",1.5
"566","2019-09-13",1.49
"567","2019-09-16",1.69
"568","2019-09-17",1.6
"569","2019-09-18",1.613
"570","2019-09-19",1.55
"571","2019-09-20",1.5
"572","2019-09-23",1.52
"573","2019-09-24",1.5
"574","2019-09-25",1.44
"575","2019-09-26",1.32
"576","2019-09-27",1.37
"577","2019-09-30",1.38
"578","2019-10-01",1.4
"579","2019-10-02",1.42
"580","2019-10-03",1.45
"581","2019-10-04",1.429
"582","2019-10-07",1.36
"583","2019-10-08",1.43
"584","2019-10-09",1.42
"585","2019-10-10",1.41
"586","2019-10-11",1.37
"587","2019-10-14",1.37
"588","2019-10-15",1.42
"589","2019-10-16",1.465
"590","2019-10-17",1.424
"591","2019-10-18",1.4
"592","2019-10-21",1.414
"593","2019-10-22",1.414
"594","2019-10-23",1.409
"595","2019-10-24",1.4
"596","2019-10-25",1.48
"597","2019-10-28",1.43
"598","2019-10-29",1.39
"599","2019-10-30",1.42
"600","2019-10-31",1.38
"601","2019-11-01",1.37
"602","2019-11-04",1.33
"603","2019-11-05",1.36
"604","2019-11-06",1.32
"605","2019-11-07",1.3
"606","2019-11-08",1.339
"607","2019-11-11",1.295
"608","2019-11-12",1.323
"609","2019-11-13",1.17
"610","2019-11-14",1.19
"611","2019-11-15",1.17
"612","2019-11-18",1.16
"613","2019-11-19",1.138
"614","2019-11-20",1.088
"615","2019-11-21",1.07
"616","2019-11-22",1.09
"617","2019-11-25",1.14
"618","2019-11-26",1.145
"619","2019-11-27",1.1
"620","2019-11-29",1.1
"621","2019-12-02",1.1
"622","2019-12-03",1.1
"623","2019-12-04",1.11
"624","2019-12-05",1.204
"625","2019-12-06",1.11
"626","2019-12-09",1.03
"627","2019-12-10",1.1
"628","2019-12-11",1.1
"629","2019-12-12",1.1
"630","2019-12-13",1.073
"631","2019-12-16",1.112
"632","2019-12-17",1.09
"633","2019-12-18",1.11
"634","2019-12-19",1.12
"635","2019-12-20",1.084
"636","2019-12-23",1.09
"637","2019-12-24",1.06
"638","2019-12-26",1.055
"639","2019-12-27",1.05
"640","2019-12-30",1
"641","2019-12-31",1.04
"642","2020-01-02",1.2
"643","2020-01-03",1.18
"644","2020-01-06",1.16
"645","2020-01-07",1.12
"646","2020-01-08",1.22
"647","2020-01-09",1.236
"648","2020-01-10",1.24
"649","2020-01-13",1.164
"650","2020-01-14",1.173
"651","2020-01-15",1.15
"652","2020-01-16",1.15
"653","2020-01-17",1.11
"654","2020-01-21",1.149
"655","2020-01-22",1.16
"656","2020-01-23",1.159
"657","2020-01-24",1.16
"658","2020-01-27",1.11
"659","2020-01-28",1.115
"660","2020-01-29",1.16
"661","2020-01-30",1.14
"662","2020-01-31",1.19
"663","2020-02-03",1.124
"664","2020-02-04",1.11
"665","2020-02-05",1.193
"666","2020-02-06",1.142
"667","2020-02-07",1.097
"668","2020-02-10",1.07
"669","2020-02-11",1.05
"670","2020-02-12",1.037
"671","2020-02-13",1.02
"672","2020-02-14",1.063
"673","2020-02-18",1.05
"674","2020-02-19",1.004
"675","2020-02-20",1.025
"676","2020-02-21",1
"677","2020-02-24",0.99
"678","2020-02-25",0.98
"679","2020-02-26",1.015
"680","2020-02-27",0.929
"681","2020-02-28",0.919
"682","2020-03-02",0.967
"683","2020-03-03",0.98
"684","2020-03-04",0.95
"685","2020-03-05",0.926
"686","2020-03-06",0.88
"687","2020-03-09",0.73
"688","2020-03-10",0.72
"689","2020-03-11",0.65
"690","2020-03-12",0.61
"691","2020-03-13",0.528
"692","2020-03-16",0.473
"693","2020-03-17",0.526
"694","2020-03-18",0.48
"695","2020-03-19",0.507
"696","2020-03-20",0.51
"697","2020-03-23",0.489
"698","2020-03-24",0.496
"699","2020-03-25",0.534
"700","2020-03-26",0.534
"701","2020-03-27",0.528
"702","2020-03-30",0.596
"703","2020-03-31",0.608
"704","2020-04-01",0.72
"705","2020-04-02",0.697
"706","2020-04-03",0.696
"707","2020-04-06",0.689
"708","2020-04-07",0.682
"709","2020-04-08",0.676
"710","2020-04-09",0.65
"711","2020-04-13",0.6
"712","2020-04-14",0.62
"713","2020-04-15",0.6
"714","2020-04-16",0.68
"715","2020-04-17",0.67
"716","2020-04-20",0.683
"717","2020-04-21",0.65
"718","2020-04-22",0.69
"719","2020-04-23",0.735
"720","2020-04-24",0.74
"721","2020-04-27",0.87
"722","2020-04-28",0.71
"723","2020-04-29",0.66
"724","2020-04-30",0.608
"725","2020-05-01",0.59
"726","2020-05-04",0.8
"727","2020-05-05",0.74
"728","2020-05-06",0.906
"729","2020-05-07",0.89
"730","2020-05-08",0.94
"731","2020-05-11",1.09
"732","2020-05-12",0.99
"733","2020-05-13",0.916
"734","2020-05-14",0.859
"735","2020-05-15",0.805
"736","2020-05-18",0.843
"737","2020-05-19",0.72
"738","2020-05-20",0.761
"739","2020-05-21",0.74
"740","2020-05-22",0.84
"741","2020-05-26",0.949
"742","2020-05-27",0.95
"743","2020-05-28",0.88
"744","2020-05-29",0.84
"745","2020-06-01",0.84
"746","2020-06-02",0.88
"747","2020-06-03",0.877
"748","2020-06-04",0.907
"749","2020-06-05",1.1
"750","2020-06-08",1.13
"751","2020-06-09",1.23
"752","2020-06-10",1.15
"753","2020-06-11",1.06
"754","2020-06-12",1.12
"755","2020-06-15",1.18
"756","2020-06-16",1.16
"757","2020-06-17",1.14
"758","2020-06-18",1.14
"759","2020-06-19",1.4
"760","2020-06-22",1.58
"761","2020-06-23",1.54
"762","2020-06-24",1.52
"763","2020-06-25",1.57
"764","2020-06-26",1.64
"765","2020-06-29",1.68
"766","2020-06-30",1.59
"767","2020-07-01",1.54
"768","2020-07-02",1.58
"769","2020-07-06",1.65
"770","2020-07-07",1.59
"771","2020-07-08",1.58
"772","2020-07-09",1.66
"773","2020-07-10",1.65
"774","2020-07-13",1.58
"775","2020-07-14",1.53
"776","2020-07-15",1.51
"777","2020-07-16",1.56
"778","2020-07-17",1.615
"779","2020-07-20",1.53
"780","2020-07-21",1.5
"781","2020-07-22",1.47
"782","2020-07-23",1.42
"783","2020-07-24",1.38
"784","2020-07-27",1.4
"785","2020-07-28",1.36
"786","2020-07-29",1.38
"787","2020-07-30",1.39
"788","2020-07-31",1.54
"789","2020-08-03",1.49
"790","2020-08-04",1.49
"791","2020-08-05",1.49
"792","2020-08-06",1.43
"793","2020-08-07",1.38
"794","2020-08-10",1.38
"795","2020-08-11",1.34
"796","2020-08-12",1.23
"797","2020-08-13",1.31
"798","2020-08-14",1.2
"799","2020-08-17",1.19
"800","2020-08-18",1.09
"801","2020-08-19",1.18
"802","2020-08-20",1.14
"803","2020-08-21",1.12
"804","2020-08-24",1
"805","2020-08-25",1.05
"806","2020-08-26",1.08
"807","2020-08-27",1.01
"808","2020-08-28",1.05
"809","2020-08-31",1.04
"810","2020-09-01",0.96
"811","2020-09-02",0.992
"812","2020-09-03",0.917
"813","2020-09-04",0.887
"814","2020-09-08",0.88
"815","2020-09-09",0.872
"816","2020-09-10",0.869
"817","2020-09-11",0.86
"818","2020-09-14",0.86
"819","2020-09-15",0.89
"820","2020-09-16",0.885
"821","2020-09-17",0.909
"822","2020-09-18",0.954
"823","2020-09-21",0.985
"824","2020-09-22",0.959
"825","2020-09-23",0.884
"826","2020-09-24",0.86
"827","2020-09-25",0.89
"828","2020-09-28",0.863
"829","2020-09-29",0.945
"830","2020-09-30",0.918
"831","2020-10-01",0.927
"832","2020-10-02",0.93
"833","2020-10-05",0.91
"834","2020-10-06",0.88
"835","2020-10-07",0.942
"836","2020-10-08",0.93
"837","2020-10-09",0.97
"838","2020-10-12",0.945
"839","2020-10-13",0.945
"840","2020-10-14",0.919
"841","2020-10-15",1.14
"842","2020-10-16",1.03
"843","2020-10-19",0.99
"844","2020-10-20",1.04
"845","2020-10-21",1.05
"846","2020-10-22",1.04
"847","2020-10-23",1.08
"848","2020-10-26",1.02
"849","2020-10-27",0.981
"850","2020-10-28",0.919
"851","2020-10-29",0.907
"852","2020-10-30",0.86
"853","2020-11-02",0.886
"854","2020-11-03",0.897
"855","2020-11-04",0.92
"856","2020-11-05",0.91
"857","2020-11-06",0.908
"858","2020-11-09",0.898
"859","2020-11-10",0.89
"860","2020-11-11",0.895
"861","2020-11-12",0.88
"862","2020-11-13",0.894
"863","2020-11-16",0.925
"864","2020-11-17",0.915
"865","2020-11-18",0.91
"866","2020-11-19",0.915
"867","2020-11-20",1.02
"868","2020-11-23",1.34
"869","2020-11-24",1.3
"870","2020-11-25",1.25
"871","2020-11-27",1.21
