"","date","VRCA"
"237","2019-05-24",8.95
"238","2019-05-28",8.44
"239","2019-05-29",8.05
"240","2019-05-30",7.99
"241","2019-05-31",7.13
"242","2019-06-03",7.17
"243","2019-06-04",7.62
"244","2019-06-05",7.1
"245","2019-06-06",7.21
"246","2019-06-07",8.12
"247","2019-06-10",8.92
"248","2019-06-11",9.02
"249","2019-06-12",8.93
"250","2019-06-13",9.87
"251","2019-06-14",9.35
"252","2019-06-17",9.3
"253","2019-06-18",9.07
"254","2019-06-19",9.01
"255","2019-06-20",9.28
"256","2019-06-21",9.48
"257","2019-06-24",9.25
"258","2019-06-25",9.5
"259","2019-06-26",9.48
"260","2019-06-27",9.68
"261","2019-06-28",11.62
"262","2019-07-01",12.26
"263","2019-07-02",11.57
"264","2019-07-03",11.75
"265","2019-07-05",11.11
"266","2019-07-08",11.09
"267","2019-07-09",12.14
"268","2019-07-10",11.35
"269","2019-07-11",11.26
"270","2019-07-12",11
"271","2019-07-15",11.05
"272","2019-07-16",10.89
"273","2019-07-17",10.56
"274","2019-07-18",10.34
"275","2019-07-19",10.36
"276","2019-07-22",10.12
"277","2019-07-23",10.26
"278","2019-07-24",10.27
"279","2019-07-25",10.24
"280","2019-07-26",10.91
"281","2019-07-29",12.37
"282","2019-07-30",11.74
"283","2019-07-31",12.24
"284","2019-08-01",11.71
"285","2019-08-02",10.54
"286","2019-08-05",10.76
"287","2019-08-06",10.26
"288","2019-08-07",10.93
"289","2019-08-08",10.53
"290","2019-08-09",9.83
"291","2019-08-12",9.31
"292","2019-08-13",10.03
"293","2019-08-14",9.02
"294","2019-08-15",8.76
"295","2019-08-16",9.19
"296","2019-08-19",9.01
"297","2019-08-20",8.96
"298","2019-08-21",9.4
"299","2019-08-22",9.15
"300","2019-08-23",8.65
"301","2019-08-26",9.77
"302","2019-08-27",9.38
"303","2019-08-28",9.79
"304","2019-08-29",9.85
"305","2019-08-30",9.91
"306","2019-09-03",9.34
"307","2019-09-04",9.55
"308","2019-09-05",10.51
"309","2019-09-06",10.02
"310","2019-09-09",10.5
"311","2019-09-10",11.81
"312","2019-09-11",12.97
"313","2019-09-12",14
"314","2019-09-13",14.13
"315","2019-09-16",14.81
"316","2019-09-17",14.8
"317","2019-09-18",14.47
"318","2019-09-19",14
"319","2019-09-20",13.74
"320","2019-09-23",13.22
"321","2019-09-24",12.25
"322","2019-09-25",13.21
"323","2019-09-26",12.82
"324","2019-09-27",12.52
"325","2019-09-30",14.76
"326","2019-10-01",14.43
"327","2019-10-02",15.32
"328","2019-10-03",14.79
"329","2019-10-04",14.48
"330","2019-10-07",14.18
"331","2019-10-08",14.05
"332","2019-10-09",14.14
"333","2019-10-10",15.08
"334","2019-10-11",15.26
"335","2019-10-14",14.62
"336","2019-10-15",15.38
"337","2019-10-16",14.6
"338","2019-10-17",14.92
"339","2019-10-18",14.65
"340","2019-10-21",15.07
"341","2019-10-22",13.97
"342","2019-10-23",14.22
"343","2019-10-24",13.63
"344","2019-10-25",14.67
"345","2019-10-28",14.73
"346","2019-10-29",13.81
"347","2019-10-30",13.43
"348","2019-10-31",13.52
"349","2019-11-01",14.35
"350","2019-11-04",14.88
"351","2019-11-05",14.93
"352","2019-11-06",14.22
"353","2019-11-07",15.05
"354","2019-11-08",15.19
"355","2019-11-11",15.53
"356","2019-11-12",14.72
"357","2019-11-13",14.95
"358","2019-11-14",14.94
"359","2019-11-15",14.72
"360","2019-11-18",14.43
"361","2019-11-19",14.39
"362","2019-11-20",14.38
"363","2019-11-21",14.79
"364","2019-11-22",14.93
"365","2019-11-25",16.200001
"366","2019-11-26",17.43
"367","2019-11-27",15.71
"368","2019-11-29",15.07
"369","2019-12-02",14.01
"370","2019-12-03",14.19
"371","2019-12-04",13.98
"372","2019-12-05",13.61
"373","2019-12-06",13.84
"374","2019-12-09",13.12
"375","2019-12-10",13.08
"376","2019-12-11",13.58
"377","2019-12-12",14.62
"378","2019-12-13",14.77
"379","2019-12-16",14.99
"380","2019-12-17",15.46
"381","2019-12-18",14.99
"382","2019-12-19",15.43
"383","2019-12-20",15.62
"384","2019-12-23",15.99
"385","2019-12-24",16.26
"386","2019-12-26",16
"387","2019-12-27",15.88
"388","2019-12-30",15.32
"389","2019-12-31",15.89
"390","2020-01-02",15.26
"391","2020-01-03",15.11
"392","2020-01-06",14.81
"393","2020-01-07",14.89
"394","2020-01-08",14.55
"395","2020-01-09",14.54
"396","2020-01-10",15.17
"397","2020-01-13",15.33
"398","2020-01-14",15.65
"399","2020-01-15",15.5
"400","2020-01-16",15.88
"401","2020-01-17",15.91
"402","2020-01-21",15.27
"403","2020-01-22",15.69
"404","2020-01-23",16.860001
"405","2020-01-24",15.29
"406","2020-01-27",14.53
"407","2020-01-28",14.64
"408","2020-01-29",14.83
"409","2020-01-30",14.59
"410","2020-01-31",14.51
"411","2020-02-03",14.87
"412","2020-02-04",15.27
"413","2020-02-05",15.26
"414","2020-02-06",15.25
"415","2020-02-07",14.65
"416","2020-02-10",14.44
"417","2020-02-11",14.61
"418","2020-02-12",14.93
"419","2020-02-13",14.84
"420","2020-02-14",14.9
"421","2020-02-18",14.74
"422","2020-02-19",14.7
"423","2020-02-20",14.64
"424","2020-02-21",14.5
"425","2020-02-24",13.91
"426","2020-02-25",12.85
"427","2020-02-26",12.97
"428","2020-02-27",11.81
"429","2020-02-28",11.87
"430","2020-03-02",12.37
"431","2020-03-03",12.01
"432","2020-03-04",12.43
"433","2020-03-05",12.41
"434","2020-03-06",11.96
"435","2020-03-09",10.46
"436","2020-03-10",10.18
"437","2020-03-11",10.52
"438","2020-03-12",8.12
"439","2020-03-13",9.11
"440","2020-03-16",7.14
"441","2020-03-17",8.75
"442","2020-03-18",7.51
"443","2020-03-19",9.2
"444","2020-03-20",8.67
"445","2020-03-23",7.99
"446","2020-03-24",10.69
"447","2020-03-25",11.33
"448","2020-03-26",11.66
"449","2020-03-27",11.15
"450","2020-03-30",11.42
"451","2020-03-31",10.93
"452","2020-04-01",9.02
"453","2020-04-02",9.68
"454","2020-04-03",10.09
"455","2020-04-06",10.77
"456","2020-04-07",10.05
"457","2020-04-08",10.93
"458","2020-04-09",10.66
"459","2020-04-13",11.04
"460","2020-04-14",11.59
"461","2020-04-15",11.13
"462","2020-04-16",10.65
"463","2020-04-17",11.02
"464","2020-04-20",10.58
"465","2020-04-21",9.97
"466","2020-04-22",10.83
"467","2020-04-23",11.51
"468","2020-04-24",11.55
"469","2020-04-27",12.04
"470","2020-04-28",12.18
"471","2020-04-29",12.69
"472","2020-04-30",12.07
"473","2020-05-01",10.99
"474","2020-05-04",10.33
"475","2020-05-05",10.74
"476","2020-05-06",10.11
"477","2020-05-07",10.46
"478","2020-05-08",11.17
"479","2020-05-11",10.67
"480","2020-05-12",10.39
"481","2020-05-13",9.99
"482","2020-05-14",10.19
"483","2020-05-15",10.26
"484","2020-05-18",10.63
"485","2020-05-19",10.05
"486","2020-05-20",10.88
"487","2020-05-21",10.79
"488","2020-05-22",11.14
"489","2020-05-26",12.03
"490","2020-05-27",13.86
"491","2020-05-28",12.2
"492","2020-05-29",11.48
"493","2020-06-01",11.5
"494","2020-06-02",11.54
"495","2020-06-03",12
"496","2020-06-04",11.51
"497","2020-06-05",12.54
"498","2020-06-08",13.62
"499","2020-06-09",12.64
"500","2020-06-10",12.63
"501","2020-06-11",11.38
"502","2020-06-12",11.49
"503","2020-06-15",11.92
"504","2020-06-16",11.91
"505","2020-06-17",11.56
"506","2020-06-18",12.71
"507","2020-06-19",13.79
"508","2020-06-22",14.66
"509","2020-06-23",15.12
"510","2020-06-24",14.01
"511","2020-06-25",14.45
"512","2020-06-26",14.19
"513","2020-06-29",14.07
"514","2020-06-30",11.01
"515","2020-07-01",10.16
"516","2020-07-02",10.3
"517","2020-07-06",10
"518","2020-07-07",9.66
"519","2020-07-08",8.8
"520","2020-07-09",8.76
"521","2020-07-10",9.54
"522","2020-07-13",8.8
"523","2020-07-14",8.47
"524","2020-07-15",7.92
"525","2020-07-16",8.18
"526","2020-07-17",8.57
"527","2020-07-20",8.26
"528","2020-07-21",7.63
"529","2020-07-22",7.36
"530","2020-07-23",7.06
"531","2020-07-24",7.13
"532","2020-07-27",7
"533","2020-07-28",6.75
"534","2020-07-29",6.52
"535","2020-07-30",6.92
"536","2020-07-31",6.56
"537","2020-08-03",6.48
"538","2020-08-04",6.48
"539","2020-08-05",6.72
"540","2020-08-06",6.84
"541","2020-08-07",6.66
"542","2020-08-10",6.79
"543","2020-08-11",6.55
"544","2020-08-12",6.16
"545","2020-08-13",6.27
"546","2020-08-14",6.55
"547","2020-08-17",7.465
"548","2020-08-18",8.56
"549","2020-08-19",10.06
"550","2020-08-20",9.28
"551","2020-08-21",9.47
"552","2020-08-24",8.93
"553","2020-08-25",8.79
"554","2020-08-26",8.86
"555","2020-08-27",8.94
"556","2020-08-28",8.87
"557","2020-08-31",9.19
"558","2020-09-01",8.81
"559","2020-09-02",8.46
"560","2020-09-03",8.98
"561","2020-09-04",8.4
"562","2020-09-08",8.45
"563","2020-09-09",8.76
"564","2020-09-10",8.76
"565","2020-09-11",8.39
"566","2020-09-14",8.83
"567","2020-09-15",8.97
"568","2020-09-16",9.04
"569","2020-09-17",9.36
"570","2020-09-18",9.59
"571","2020-09-21",8.73
"572","2020-09-22",8.47
"573","2020-09-23",7.93
"574","2020-09-24",7.83
"575","2020-09-25",8.15
"576","2020-09-28",8.27
"577","2020-09-29",8.08
"578","2020-09-30",7.74
"579","2020-10-01",7.61
"580","2020-10-02",7.81
"581","2020-10-05",8.43
"582","2020-10-06",8.49
"583","2020-10-07",8.89
"584","2020-10-08",9.22
"585","2020-10-09",8.91
"586","2020-10-12",8.67
"587","2020-10-13",8.49
"588","2020-10-14",8.19
"589","2020-10-15",8.49
"590","2020-10-16",8.69
"591","2020-10-19",8.41
"592","2020-10-20",8.38
"593","2020-10-21",8.36
"594","2020-10-22",8.59
"595","2020-10-23",8.47
"596","2020-10-26",8.1
"597","2020-10-27",7.79
"598","2020-10-28",7.43
"599","2020-10-29",7.62
"600","2020-10-30",7.41
"601","2020-11-02",7.49
"602","2020-11-03",7.74
"603","2020-11-04",7.6
"604","2020-11-05",7.45
"605","2020-11-06",7.64
"606","2020-11-09",7.84
"607","2020-11-10",8.7
"608","2020-11-11",8.8
"609","2020-11-12",8.26
"610","2020-11-13",8.64
"611","2020-11-16",8.54
"612","2020-11-17",8.68
"613","2020-11-18",8.98
"614","2020-11-19",9.28
"615","2020-11-20",9.46
"616","2020-11-23",9.63
"617","2020-11-24",9.6
"618","2020-11-25",9.45
"619","2020-11-27",9.42
