"","date","OPTN"
"183","2018-07-06",28.280001
"184","2018-07-09",29.76
"185","2018-07-10",29.08
"186","2018-07-11",29.34
"187","2018-07-12",27.85
"188","2018-07-13",27.440001
"189","2018-07-16",26.9
"190","2018-07-17",26.620001
"191","2018-07-18",26.950001
"192","2018-07-19",26.43
"193","2018-07-20",24.09
"194","2018-07-23",23.969999
"195","2018-07-24",22.26
"196","2018-07-25",21.85
"197","2018-07-26",22.370001
"198","2018-07-27",21.41
"199","2018-07-30",20.5
"200","2018-07-31",20.35
"201","2018-08-01",20.860001
"202","2018-08-02",21.26
"203","2018-08-03",21.379999
"204","2018-08-06",21.67
"205","2018-08-07",21.92
"206","2018-08-08",21.07
"207","2018-08-09",21.01
"208","2018-08-10",20.98
"209","2018-08-13",19.5
"210","2018-08-14",13.85
"211","2018-08-15",13.46
"212","2018-08-16",14.18
"213","2018-08-17",13.8
"214","2018-08-20",14.67
"215","2018-08-21",15.09
"216","2018-08-22",15.26
"217","2018-08-23",15.36
"218","2018-08-24",15.2
"219","2018-08-27",15.42
"220","2018-08-28",15.3
"221","2018-08-29",14.73
"222","2018-08-30",15.05
"223","2018-08-31",14.87
"224","2018-09-04",14.84
"225","2018-09-05",14.79
"226","2018-09-06",14.25
"227","2018-09-07",14.61
"228","2018-09-10",14.55
"229","2018-09-11",14.33
"230","2018-09-12",13.83
"231","2018-09-13",13.57
"232","2018-09-14",13.49
"233","2018-09-17",13.53
"234","2018-09-18",13.65
"235","2018-09-19",13.66
"236","2018-09-20",13.69
"237","2018-09-21",13.57
"238","2018-09-24",13.81
"239","2018-09-25",12.94
"240","2018-09-26",13.06
"241","2018-09-27",12.67
"242","2018-09-28",12.43
"243","2018-10-01",11.67
"244","2018-10-02",11.13
"245","2018-10-03",11.54
"246","2018-10-04",10.915
"247","2018-10-05",11
"248","2018-10-08",10.65
"249","2018-10-09",10.74
"250","2018-10-10",10.43
"251","2018-10-11",10
"252","2018-10-12",10.99
"253","2018-10-15",10.98
"254","2018-10-16",11.05
"255","2018-10-17",11.79
"256","2018-10-18",11.42
"257","2018-10-19",11.39
"258","2018-10-22",10.84
"259","2018-10-23",11.02
"260","2018-10-24",11.26
"261","2018-10-25",11.38
"262","2018-10-26",11.19
"263","2018-10-29",11.02
"264","2018-10-30",10.5
"265","2018-10-31",10.58
"266","2018-11-01",10.9
"267","2018-11-02",11.07
"268","2018-11-05",11.27
"269","2018-11-06",11.92
"270","2018-11-07",11.06
"271","2018-11-08",11.07
"272","2018-11-09",10.87
"273","2018-11-12",10.36
"274","2018-11-13",11.28
"275","2018-11-14",10.29
"276","2018-11-15",10.31
"277","2018-11-16",10.32
"278","2018-11-19",9.91
"279","2018-11-20",9.36
"280","2018-11-21",9.41
"281","2018-11-23",9.1
"282","2018-11-26",8.6
"283","2018-11-27",8.56
"284","2018-11-28",8.65
"285","2018-11-29",8.68
"286","2018-11-30",7.87
"287","2018-12-03",7.6
"288","2018-12-04",7.44
"289","2018-12-06",7.89
"290","2018-12-07",8.08
"291","2018-12-10",8.01
"292","2018-12-11",7.78
"293","2018-12-12",7.12
"294","2018-12-13",7.76
"295","2018-12-14",8.25
"296","2018-12-17",7.54
"297","2018-12-18",6.75
"298","2018-12-19",6.16
"299","2018-12-20",5.84
"300","2018-12-21",6.01
"301","2018-12-24",6.6
"302","2018-12-26",6.57
"303","2018-12-27",6.93
"304","2018-12-28",6.92
"305","2018-12-31",6.2
"306","2019-01-02",6.83
"307","2019-01-03",6.74
"308","2019-01-04",7.05
"309","2019-01-07",7.5
"310","2019-01-08",7.18
"311","2019-01-09",7.57
"312","2019-01-10",7.1
"313","2019-01-11",7.26
"314","2019-01-14",7.03
"315","2019-01-15",7.04
"316","2019-01-16",7.4
"317","2019-01-17",7.28
"318","2019-01-18",7.17
"319","2019-01-22",6.57
"320","2019-01-23",6.44
"321","2019-01-24",6.29
"322","2019-01-25",6.16
"323","2019-01-28",6.2
"324","2019-01-29",6.2
"325","2019-01-30",6.1
"326","2019-01-31",6.44
"327","2019-02-01",6.6
"328","2019-02-04",7.02
"329","2019-02-05",7.27
"330","2019-02-06",7.03
"331","2019-02-07",7.34
"332","2019-02-08",7.15
"333","2019-02-11",7.3
"334","2019-02-12",7.12
"335","2019-02-13",7.15
"336","2019-02-14",7.15
"337","2019-02-15",7.4
"338","2019-02-19",7.3
"339","2019-02-20",7.2
"340","2019-02-21",7.27
"341","2019-02-22",7.31
"342","2019-02-25",7.5
"343","2019-02-26",7.72
"344","2019-02-27",7.91
"345","2019-02-28",7.42
"346","2019-03-01",7.95
"347","2019-03-04",8
"348","2019-03-05",8.595
"349","2019-03-06",8.1
"350","2019-03-07",8.5
"351","2019-03-08",8.58
"352","2019-03-11",8.74
"353","2019-03-12",8.62
"354","2019-03-13",8.74
"355","2019-03-14",8.78
"356","2019-03-15",9.1
"357","2019-03-18",9.12
"358","2019-03-19",9.4
"359","2019-03-20",9.41
"360","2019-03-21",9.47
"361","2019-03-22",9.19
"362","2019-03-25",9.54
"363","2019-03-26",9.87
"364","2019-03-27",10.03
"365","2019-03-28",9.82
"366","2019-03-29",10.3
"367","2019-04-01",10.7
"368","2019-04-02",10.92
"369","2019-04-03",10.33
"370","2019-04-04",9.94
"371","2019-04-05",10.18
"372","2019-04-08",9.95
"373","2019-04-09",9.26
"374","2019-04-10",9.75
"375","2019-04-11",9.76
"376","2019-04-12",10.13
"377","2019-04-15",10.14
"378","2019-04-16",10.12
"379","2019-04-17",10.2
"380","2019-04-18",9.89
"381","2019-04-22",9.96
"382","2019-04-23",10.13
"383","2019-04-24",9.94
"384","2019-04-25",9.46
"385","2019-04-26",9.83
"386","2019-04-29",10.01
"387","2019-04-30",9.96
"388","2019-05-01",9.88
"389","2019-05-02",9.99
"390","2019-05-03",10.44
"391","2019-05-06",10.94
"392","2019-05-07",10.31
"393","2019-05-08",10.79
"394","2019-05-09",9.25
"395","2019-05-10",9.58
"396","2019-05-13",9.59
"397","2019-05-14",9.47
"398","2019-05-15",9.61
"399","2019-05-16",9.56
"400","2019-05-17",9.17
"401","2019-05-20",8.83
"402","2019-05-21",8.7
"403","2019-05-22",8.68
"404","2019-05-23",8.17
"405","2019-05-24",8
"406","2019-05-28",8.07
"407","2019-05-29",8.13
"408","2019-05-30",8.02
"409","2019-05-31",7.59
"410","2019-06-03",7.71
"411","2019-06-04",7.38
"412","2019-06-05",7.15
"413","2019-06-06",6.6
"414","2019-06-07",6.4
"415","2019-06-10",6.59
"416","2019-06-11",6.5
"417","2019-06-12",6.66
"418","2019-06-13",6.96
"419","2019-06-14",6.9
"420","2019-06-17",6.6
"421","2019-06-18",6.9
"422","2019-06-19",7.26
"423","2019-06-20",7.88
"424","2019-06-21",7.84
"425","2019-06-24",7.22
"426","2019-06-25",7.13
"427","2019-06-26",6.81
"428","2019-06-27",6.4
"429","2019-06-28",7.08
"430","2019-07-01",7.11
"431","2019-07-02",6.77
"432","2019-07-03",6.74
"433","2019-07-05",6.8
"434","2019-07-08",6.75
"435","2019-07-09",7.44
"436","2019-07-10",7.4
"437","2019-07-11",7.45
"438","2019-07-12",8
"439","2019-07-15",7.36
"440","2019-07-16",7.04
"441","2019-07-17",7.09
"442","2019-07-18",6.38
"443","2019-07-19",6.06
"444","2019-07-22",5.83
"445","2019-07-23",5.85
"446","2019-07-24",6.3
"447","2019-07-25",5.87
"448","2019-07-26",5.99
"449","2019-07-29",5.69
"450","2019-07-30",6.02
"451","2019-07-31",5.37
"452","2019-08-01",5.47
"453","2019-08-02",5.01
"454","2019-08-05",4.75
"455","2019-08-06",4.96
"456","2019-08-07",5.03
"457","2019-08-08",5.35
"458","2019-08-09",5.18
"459","2019-08-12",5.61
"460","2019-08-13",6.26
"461","2019-08-14",5.9
"462","2019-08-15",6.02
"463","2019-08-16",6.35
"464","2019-08-19",6.49
"465","2019-08-20",6.34
"466","2019-08-21",6.49
"467","2019-08-22",6.31
"468","2019-08-23",6.07
"469","2019-08-26",6.52
"470","2019-08-27",6.29
"471","2019-08-28",6.29
"472","2019-08-29",6.85
"473","2019-08-30",7.66
"474","2019-09-03",7.64
"475","2019-09-04",7.47
"476","2019-09-05",7.29
"477","2019-09-06",6.99
"478","2019-09-09",6.83
"479","2019-09-10",7.04
"480","2019-09-11",6.72
"481","2019-09-12",6.72
"482","2019-09-13",7.18
"483","2019-09-16",7.8
"484","2019-09-17",8.38
"485","2019-09-18",8.09
"486","2019-09-19",7.77
"487","2019-09-20",7.91
"488","2019-09-23",7.97
"489","2019-09-24",7.85
"490","2019-09-25",7.8
"491","2019-09-26",7.595
"492","2019-09-27",7.29
"493","2019-09-30",7
"494","2019-10-01",6.75
"495","2019-10-02",6.48
"496","2019-10-03",6.51
"497","2019-10-04",6.35
"498","2019-10-07",6.27
"499","2019-10-08",6.39
"500","2019-10-09",6.46
"501","2019-10-10",6.41
"502","2019-10-11",6.83
"503","2019-10-14",6.81
"504","2019-10-15",7.07
"505","2019-10-16",7.29
"506","2019-10-17",7.29
"507","2019-10-18",7.46
"508","2019-10-21",7.75
"509","2019-10-22",7.9
"510","2019-10-23",7.81
"511","2019-10-24",7.6
"512","2019-10-25",7.71
"513","2019-10-28",7.44
"514","2019-10-29",7.43
"515","2019-10-30",7.83
"516","2019-10-31",7.82
"517","2019-11-01",8.52
"518","2019-11-04",9.56
"519","2019-11-05",9.74
"520","2019-11-06",9.57
"521","2019-11-07",10.13
"522","2019-11-08",9.99
"523","2019-11-11",9.85
"524","2019-11-12",9.25
"525","2019-11-13",9.66
"526","2019-11-14",9.93
"527","2019-11-15",10.41
"528","2019-11-18",10.14
"529","2019-11-19",10.59
"530","2019-11-20",11.41
"531","2019-11-21",9.4
"532","2019-11-22",9.425
"533","2019-11-25",9.73
"534","2019-11-26",9.44
"535","2019-11-27",9.44
"536","2019-11-29",9.34
"537","2019-12-02",9.38
"538","2019-12-03",8.99
"539","2019-12-04",8.91
"540","2019-12-05",8.23
"541","2019-12-06",8.47
"542","2019-12-09",8.64
"543","2019-12-10",9.355
"544","2019-12-11",9.47
"545","2019-12-12",9.45
"546","2019-12-13",9.34
"547","2019-12-16",9.37
"548","2019-12-17",8.9
"549","2019-12-18",8.81
"550","2019-12-19",8.82
"551","2019-12-20",9.69
"552","2019-12-23",9.84
"553","2019-12-24",9.82
"554","2019-12-26",9.94
"555","2019-12-27",9.89
"556","2019-12-30",9.625
"557","2019-12-31",9.22
"558","2020-01-02",8.47
"559","2020-01-03",8.16
"560","2020-01-06",8.015
"561","2020-01-07",7.82
"562","2020-01-08",8.11
"563","2020-01-09",8.1
"564","2020-01-10",8.11
"565","2020-01-13",8.09
"566","2020-01-14",8.58
"567","2020-01-15",9.2
"568","2020-01-16",8.82
"569","2020-01-17",8.57
"570","2020-01-21",9.18
"571","2020-01-22",9.02
"572","2020-01-23",8.93
"573","2020-01-24",8.92
"574","2020-01-27",8.59
"575","2020-01-28",8.78
"576","2020-01-29",8.46
"577","2020-01-30",8.23
"578","2020-01-31",7.83
"579","2020-02-03",8.16
"580","2020-02-04",7.72
"581","2020-02-05",7.29
"582","2020-02-06",7.26
"583","2020-02-07",7
"584","2020-02-10",7.05
"585","2020-02-11",7.4
"586","2020-02-12",7.37
"587","2020-02-13",7.03
"588","2020-02-14",6.86
"589","2020-02-18",7.41
"590","2020-02-19",7.59
"591","2020-02-20",7.89
"592","2020-02-21",7.46
"593","2020-02-24",6.93
"594","2020-02-25",6.73
"595","2020-02-26",6.43
"596","2020-02-27",6.45
"597","2020-02-28",6.05
"598","2020-03-02",6.2
"599","2020-03-03",6.04
"600","2020-03-04",6.17
"601","2020-03-05",5.67
"602","2020-03-06",5.41
"603","2020-03-09",5.1
"604","2020-03-10",5.32
"605","2020-03-11",5.06
"606","2020-03-12",4.65
"607","2020-03-13",4.89
"608","2020-03-16",3.9
"609","2020-03-17",4.23
"610","2020-03-18",3.58
"611","2020-03-19",4.14
"612","2020-03-20",3.67
"613","2020-03-23",3.49
"614","2020-03-24",3.86
"615","2020-03-25",3.92
"616","2020-03-26",4.16
"617","2020-03-27",4
"618","2020-03-30",4.29
"619","2020-03-31",4.49
"620","2020-04-01",4.38
"621","2020-04-02",4.19
"622","2020-04-03",3.58
"623","2020-04-06",3.89
"624","2020-04-07",3.97
"625","2020-04-08",3.75
"626","2020-04-09",4.04
"627","2020-04-13",3.89
"628","2020-04-14",4.02
"629","2020-04-15",3.84
"630","2020-04-16",3.78
"631","2020-04-17",3.93
"632","2020-04-20",4
"633","2020-04-21",3.71
"634","2020-04-22",3.85
"635","2020-04-23",4
"636","2020-04-24",4
"637","2020-04-27",4.25
"638","2020-04-28",4
"639","2020-04-29",4.18
"640","2020-04-30",4.04
"641","2020-05-01",4.18
"642","2020-05-04",4.04
"643","2020-05-05",4.145
"644","2020-05-06",4.33
"645","2020-05-07",4.4
"646","2020-05-08",4.22
"647","2020-05-11",4.25
"648","2020-05-12",4.23
"649","2020-05-13",4.11
"650","2020-05-14",3.9
"651","2020-05-15",3.905
"652","2020-05-18",4.2
"653","2020-05-19",4.25
"654","2020-05-20",4.36
"655","2020-05-21",4.35
"656","2020-05-22",4.59
"657","2020-05-26",4.81
"658","2020-05-27",4.53
"659","2020-05-28",4.65
"660","2020-05-29",4.32
"661","2020-06-01",4.65
"662","2020-06-02",4.95
"663","2020-06-03",5.06
"664","2020-06-04",5.29
"665","2020-06-05",5.36
"666","2020-06-08",5.47
"667","2020-06-09",5.89
"668","2020-06-10",5.65
"669","2020-06-11",5.38
"670","2020-06-12",5.46
"671","2020-06-15",5.81
"672","2020-06-16",5.88
"673","2020-06-17",5.85
"674","2020-06-18",5.95
"675","2020-06-19",6.27
"676","2020-06-22",6.5
"677","2020-06-23",6.72
"678","2020-06-24",6.56
"679","2020-06-25",6.93
"680","2020-06-26",6.37
"681","2020-06-29",6.42
"682","2020-06-30",7.44
"683","2020-07-01",7.095
"684","2020-07-02",6.45
"685","2020-07-06",5.53
"686","2020-07-07",4.54
"687","2020-07-08",4.25
"688","2020-07-09",4.24
"689","2020-07-10",4.12
"690","2020-07-13",4.23
"691","2020-07-14",4.74
"692","2020-07-15",4.6
"693","2020-07-16",4.83
"694","2020-07-17",5.41
"695","2020-07-20",5.38
"696","2020-07-21",5.59
"697","2020-07-22",5.23
"698","2020-07-23",5.25
"699","2020-07-24",4.91
"700","2020-07-27",5.07
"701","2020-07-28",4.93
"702","2020-07-29",5.23
"703","2020-07-30",5.11
"704","2020-07-31",5.095
"705","2020-08-03",5.71
"706","2020-08-04",6.42
"707","2020-08-05",6.15
"708","2020-08-06",6.34
"709","2020-08-07",6.63
"710","2020-08-10",6.9
"711","2020-08-11",6.49
"712","2020-08-12",6.62
"713","2020-08-13",6.785
"714","2020-08-14",5.295
"715","2020-08-17",5.19
"716","2020-08-18",5.23
"717","2020-08-19",5.4
"718","2020-08-20",5.18
"719","2020-08-21",4.8
"720","2020-08-24",4.4
"721","2020-08-25",4.54
"722","2020-08-26",4.35
"723","2020-08-27",4.28
"724","2020-08-28",4.555
"725","2020-08-31",4.55
"726","2020-09-01",4.35
"727","2020-09-02",4.5
"728","2020-09-03",4.32
"729","2020-09-04",4.31
"730","2020-09-08",4.27
"731","2020-09-09",4.5
"732","2020-09-10",4.53
"733","2020-09-11",4.36
"734","2020-09-14",4.495
"735","2020-09-15",4.53
"736","2020-09-16",4.44
"737","2020-09-17",4.36
"738","2020-09-18",4.32
"739","2020-09-21",4.1
"740","2020-09-22",4.09
"741","2020-09-23",3.88
"742","2020-09-24",3.78
"743","2020-09-25",3.75
"744","2020-09-28",3.69
"745","2020-09-29",3.83
"746","2020-09-30",3.9
"747","2020-10-01",3.79
"748","2020-10-02",3.97
"749","2020-10-05",4
"750","2020-10-06",3.96
"751","2020-10-07",3.995
"752","2020-10-08",4.02
"753","2020-10-09",4
"754","2020-10-12",3.98
"755","2020-10-13",4
"756","2020-10-14",3.84
"757","2020-10-15",3.88
"758","2020-10-16",3.95
"759","2020-10-19",3.94
"760","2020-10-20",3.81
"761","2020-10-21",3.63
"762","2020-10-22",3.78
"763","2020-10-23",3.77
"764","2020-10-26",3.7
"765","2020-10-27",3.495
"766","2020-10-28",3.54
"767","2020-10-29",3.35
"768","2020-10-30",3.2
"769","2020-11-02",3.51
"770","2020-11-03",3.74
"771","2020-11-04",3.545
"772","2020-11-05",3.95
"773","2020-11-06",3.63
"774","2020-11-09",3.84
"775","2020-11-10",4
"776","2020-11-11",3.83
"777","2020-11-12",3.82
"778","2020-11-13",3.98
"779","2020-11-16",4.2
"780","2020-11-17",4.46
"781","2020-11-18",4.85
"782","2020-11-19",4.98
"783","2020-11-20",4.98
"784","2020-11-23",4.36
"785","2020-11-24",4.34
"786","2020-11-25",4.26
"787","2020-11-27",4.27
