"","date","ALTG"
"237","2020-04-01",4.08
"238","2020-04-02",4.31
"239","2020-04-03",4.11
"240","2020-04-06",4.15
"241","2020-04-07",4.46
"242","2020-04-08",4.82
"243","2020-04-09",5
"244","2020-04-13",4.78
"245","2020-04-14",4.72
"246","2020-04-15",4.71
"247","2020-04-16",4.58
"248","2020-04-17",4.48
"249","2020-04-20",4.6
"250","2020-04-21",4.5
"251","2020-04-22",4.55
"252","2020-04-23",4.59
"253","2020-04-24",4.72
"254","2020-04-27",4.7
"255","2020-04-28",5.07
"256","2020-04-29",5.45
"257","2020-04-30",5.23
"258","2020-05-01",4.91
"259","2020-05-04",4.87
"260","2020-05-05",5
"261","2020-05-06",5
"262","2020-05-07",5.18
"263","2020-05-08",5.15
"264","2020-05-11",5.33
"265","2020-05-12",5
"266","2020-05-13",4.54
"267","2020-05-14",4.14
"268","2020-05-15",5.6
"269","2020-05-18",6.24
"270","2020-05-19",6
"271","2020-05-20",6.55
"272","2020-05-21",6.68
"273","2020-05-22",6.64
"274","2020-05-26",7.1
"275","2020-05-27",7.26
"276","2020-05-28",6.86
"277","2020-05-29",6.7
"278","2020-06-01",6.36
"279","2020-06-02",6.87
"280","2020-06-03",7.22
"281","2020-06-04",7.58
"282","2020-06-05",7.99
"283","2020-06-08",8.06
"284","2020-06-09",8.36
"285","2020-06-10",8.18
"286","2020-06-11",7.43
"287","2020-06-12",8.01
"288","2020-06-15",8.14
"289","2020-06-16",8.37
"290","2020-06-17",8.04
"291","2020-06-18",8.69
"292","2020-06-19",8.83
"293","2020-06-22",9.03
"294","2020-06-23",9
"295","2020-06-24",8.75
"296","2020-06-25",8.7
"297","2020-06-26",8.01
"298","2020-06-29",7.75
"299","2020-06-30",7.77
"300","2020-07-01",7.68
"301","2020-07-02",7.52
"302","2020-07-06",7.69
"303","2020-07-07",7.41
"304","2020-07-08",7.62
"305","2020-07-09",7.23
"306","2020-07-10",6.7
"307","2020-07-13",6.76
"308","2020-07-14",7.18
"309","2020-07-15",7.32
"310","2020-07-16",7.5
"311","2020-07-17",7.49
"312","2020-07-20",7.42
"313","2020-07-21",7.66
"314","2020-07-22",7.63
"315","2020-07-23",7.81
"316","2020-07-24",7.62
"317","2020-07-27",7.63
"318","2020-07-28",7.37
"319","2020-07-29",7.22
"320","2020-07-30",7.25
"321","2020-07-31",7.6
"322","2020-08-03",7.58
"323","2020-08-04",7.37
"324","2020-08-05",7.5
"325","2020-08-06",7.44
"326","2020-08-07",7.48
"327","2020-08-10",7.7
"328","2020-08-11",8.01
"329","2020-08-12",8.31
"330","2020-08-13",8.45
"331","2020-08-14",8.94
"332","2020-08-17",8.78
"333","2020-08-18",8.42
"334","2020-08-19",8.46
"335","2020-08-20",8.52
"336","2020-08-21",8.43
"337","2020-08-24",8.6
"338","2020-08-25",8.63
"339","2020-08-26",8.5
"340","2020-08-27",8.49
"341","2020-08-28",8.53
"342","2020-08-31",8.35
"343","2020-09-01",8.62
"344","2020-09-02",8.86
"345","2020-09-03",8.65
"346","2020-09-04",9.02
"347","2020-09-08",8.84
"348","2020-09-09",8.71
"349","2020-09-10",8.32
"350","2020-09-11",7.8
"351","2020-09-14",7.85
"352","2020-09-15",8.01
"353","2020-09-16",8.11
"354","2020-09-17",8.12
"355","2020-09-18",8.61
"356","2020-09-21",8.26
"357","2020-09-22",8.43
"358","2020-09-23",7.35
"359","2020-09-24",7.42
"360","2020-09-25",7.7
"361","2020-09-28",8.1
"362","2020-09-29",7.66
"363","2020-09-30",7.83
"364","2020-10-01",7.86
"365","2020-10-02",8.22
"366","2020-10-05",8.53
"367","2020-10-06",8.18
"368","2020-10-07",8.23
"369","2020-10-08",8.19
"370","2020-10-09",8
"371","2020-10-12",7.95
"372","2020-10-13",7.83
"373","2020-10-14",7.75
"374","2020-10-15",8.17
"375","2020-10-16",8.39
"376","2020-10-19",8.21
"377","2020-10-20",8.01
"378","2020-10-21",7.74
"379","2020-10-22",7.93
"380","2020-10-23",8.33
"381","2020-10-26",7.88
"382","2020-10-27",7.86
"383","2020-10-28",7.56
"384","2020-10-29",7.81
"385","2020-10-30",7.62
"386","2020-11-02",7.83
"387","2020-11-03",8.05
"388","2020-11-04",8.07
"389","2020-11-05",8.32
"390","2020-11-06",8.24
"391","2020-11-09",8.39
"392","2020-11-10",9
"393","2020-11-11",8.83
"394","2020-11-12",8.92
"395","2020-11-13",8.11
"396","2020-11-16",8.45
"397","2020-11-17",8.83
"398","2020-11-18",9.04
"399","2020-11-19",8.98
"400","2020-11-20",8.86
"401","2020-11-23",9
"402","2020-11-24",9.28
"403","2020-11-25",9.3
"404","2020-11-27",9.31
