"","date","SNDE"
"1000","2020-08-26",2.15
"1001","2020-08-27",2.15
"1002","2020-08-28",2.16
"1003","2020-08-31",2.1
"1004","2020-09-01",1.83
"1005","2020-09-02",2.08
"1006","2020-09-03",1.93
"1007","2020-09-04",1.98
"1008","2020-09-08",1.86
"1009","2020-09-09",1.89
"1010","2020-09-10",1.8
"1011","2020-09-11",1.85
"1012","2020-09-14",1.85
"1013","2020-09-15",1.86
"1014","2020-09-16",2.18
"1015","2020-09-17",2.22
"1016","2020-09-18",2.17
"1017","2020-09-21",2.17
"1018","2020-09-22",2.065
"1019","2020-09-23",2.04
"1020","2020-09-24",2.4
"1021","2020-09-25",2.37
"1022","2020-09-28",2.3
"1023","2020-09-29",2.31
"1024","2020-09-30",2.32
"1025","2020-10-01",2.29
"1026","2020-10-02",2.18
"1027","2020-10-05",2.14
"1028","2020-10-06",2.1
"1029","2020-10-07",2.04
"1030","2020-10-08",2.17
"1031","2020-10-09",2.2
"1032","2020-10-12",2.4
"1033","2020-10-13",2.368
"1034","2020-10-14",2.285
"1035","2020-10-15",2.25
"1036","2020-10-16",2.23
"1037","2020-10-19",2.15
"1038","2020-10-20",2.1
"1039","2020-10-21",2.1
"1040","2020-10-22",2.08
"1041","2020-10-23",2.12
"1042","2020-10-26",2.04
"1043","2020-10-27",2.04
"1044","2020-10-28",1.91
"1045","2020-10-29",1.89
"1046","2020-10-30",1.86
"1047","2020-11-02",1.9
"1048","2020-11-03",1.97
"1049","2020-11-04",1.9
"1050","2020-11-05",1.92
"1051","2020-11-06",1.86
"1052","2020-11-09",2.13
"1053","2020-11-10",1.94
"1054","2020-11-11",1.8
"1055","2020-11-12",1.76
"1056","2020-11-13",1.8
"1057","2020-11-16",1.92
"1058","2020-11-17",1.97
"1059","2020-11-18",1.93
"1060","2020-11-19",1.96
"1061","2020-11-20",1.96
"1062","2020-11-23",2.05
"1063","2020-11-24",2.34
"1064","2020-11-25",2.24
"1065","2020-11-27",2.104
