"","date","SLGL"
"600","2020-06-19",8.25
"601","2020-06-22",8.44
"602","2020-06-23",9.405
"603","2020-06-24",8.645
"604","2020-06-25",9.35
"605","2020-06-26",8.77
"606","2020-06-29",8.81
"607","2020-06-30",8.953
"608","2020-07-01",8.73
"609","2020-07-02",8.69
"610","2020-07-06",8.57
"611","2020-07-07",8.57
"612","2020-07-08",8.37
"613","2020-07-09",8.06
"614","2020-07-10",8.18
"615","2020-07-13",7.99
"616","2020-07-14",7.83
"617","2020-07-15",7.76
"618","2020-07-16",7.26
"619","2020-07-17",7.24
"620","2020-07-20",7.32
"621","2020-07-21",7.58
"622","2020-07-22",7.25
"623","2020-07-23",7.31
"624","2020-07-24",7.15
"625","2020-07-27",7.16
"626","2020-07-28",7.4
"627","2020-07-29",7.4
"628","2020-07-30",7.325
"629","2020-07-31",7.32
"630","2020-08-03",7.79
"631","2020-08-04",7.9
"632","2020-08-05",7.8
"633","2020-08-06",7.5
"634","2020-08-07",7.36
"635","2020-08-10",7.89
"636","2020-08-11",8.37
"637","2020-08-12",7.95
"638","2020-08-13",7.65
"639","2020-08-14",7.97
"640","2020-08-17",7.86
"641","2020-08-18",7.89
"642","2020-08-19",7.82
"643","2020-08-20",8.18
"644","2020-08-21",8
"645","2020-08-24",7.78
"646","2020-08-25",7.74
"647","2020-08-26",7.6
"648","2020-08-27",7.5
"649","2020-08-28",7.81
"650","2020-08-31",7.89
"651","2020-09-01",7.51
"652","2020-09-02",8.09
"653","2020-09-03",7.67
"654","2020-09-04",7.52
"655","2020-09-08",7.67
"656","2020-09-09",7.65
"657","2020-09-10",7.58
"658","2020-09-11",7.58
"659","2020-09-14",7.49
"660","2020-09-15",7.55
"661","2020-09-16",7.79
"662","2020-09-17",7.75
"663","2020-09-18",7.53
"664","2020-09-21",7.31
"665","2020-09-22",7.35
"666","2020-09-23",7.17
"667","2020-09-24",7.15
"668","2020-09-25",7.29
"669","2020-09-28",7.306
"670","2020-09-29",7.24
"671","2020-09-30",7.24
"672","2020-10-01",7.11
"673","2020-10-02",7.15
"674","2020-10-05",7.275
"675","2020-10-06",7.3
"676","2020-10-07",7.34
"677","2020-10-08",7.35
"678","2020-10-09",7.52
"679","2020-10-12",7.44
"680","2020-10-13",8.52
"681","2020-10-14",7.82
"682","2020-10-15",8.202
"683","2020-10-16",8.2
"684","2020-10-19",8.12
"685","2020-10-20",8.18
"686","2020-10-21",8.54
"687","2020-10-22",8.54
"688","2020-10-23",8.42
"689","2020-10-26",8.47
"690","2020-10-27",8.32
"691","2020-10-28",8.09
"692","2020-10-29",8.04
"693","2020-10-30",8.05
"694","2020-11-02",8.1
"695","2020-11-03",8
"696","2020-11-04",7.78
"697","2020-11-05",8.08
"698","2020-11-06",7.99
"699","2020-11-09",8.15
"700","2020-11-10",8.08
"701","2020-11-11",8.53
"702","2020-11-12",8.52
"703","2020-11-13",8.69
"704","2020-11-16",8.26
"705","2020-11-17",7.89
"706","2020-11-18",7.9
"707","2020-11-19",8.04
"708","2020-11-20",8.04
"709","2020-11-23",8.02
"710","2020-11-24",8.04
"711","2020-11-25",8.41
"712","2020-11-27",8.27
