"","date","CLIR"
"148","2012-11-26",5.15
"149","2012-11-27",5.22
"150","2012-11-28",5.25
"151","2012-11-29",5.15
"152","2012-11-30",5.16
"153","2012-12-03",5.15
"154","2012-12-04",5.07
"155","2012-12-05",4.36
"156","2012-12-06",4.1
"157","2012-12-07",4.77
"158","2012-12-10",4.8
"159","2012-12-11",4.82
"160","2012-12-12",4.98
"161","2012-12-13",5.04
"162","2012-12-14",4.76
"163","2012-12-17",4.6
"164","2012-12-18",4.82
"165","2012-12-19",4.74
"166","2012-12-20",5.05
"167","2012-12-21",5.02
"168","2012-12-24",5
"169","2012-12-26",5.02
"170","2012-12-27",4.86
"171","2012-12-28",4.72
"172","2012-12-31",4.84
"173","2013-01-02",5
"174","2013-01-03",5
"175","2013-01-04",4.82
"176","2013-01-07",4.95
"177","2013-01-08",4.95
"178","2013-01-09",4.9
"179","2013-01-10",4.94
"180","2013-01-11",4.89
"181","2013-01-14",4.93
"182","2013-01-15",4.87
"183","2013-01-16",4.97
"184","2013-01-17",4.88
"185","2013-01-18",4.95
"186","2013-01-22",4.9
"187","2013-01-23",4.87
"188","2013-01-24",4.8
"189","2013-01-25",4.72
"190","2013-01-28",4.8
"191","2013-01-29",4.78
"192","2013-01-30",4.7
"193","2013-01-31",4.7
"194","2013-02-01",4.62
"195","2013-02-04",4.3
"196","2013-02-05",4.29
"197","2013-02-06",4.34
"198","2013-02-07",4.42
"199","2013-02-08",4.35
"200","2013-02-11",4.44
"201","2013-02-12",4.55
"202","2013-02-13",4.6
"203","2013-02-14",5
"204","2013-02-15",5.17
"205","2013-02-19",5.05
"206","2013-02-20",4.92
"207","2013-02-21",5.15
"208","2013-02-22",5.1
"209","2013-02-25",5.09
"210","2013-02-26",5.01
"211","2013-02-27",5.04
"212","2013-02-28",4.91
"213","2013-03-01",5.1
"214","2013-03-04",5.36
"215","2013-03-05",5.11
"216","2013-03-06",4.91
"217","2013-03-07",5
"218","2013-03-08",5.04
"219","2013-03-11",5.79
"220","2013-03-12",6.9
"221","2013-03-13",7.13
"222","2013-03-14",6.77
"223","2013-03-15",6.34
"224","2013-03-18",6.49
"225","2013-03-19",6.5
"226","2013-03-20",6.49
"227","2013-03-21",6.79
"228","2013-03-22",7.02
"229","2013-03-25",6.95
"230","2013-03-26",6.69
"231","2013-03-27",6.77
"232","2013-03-28",7.11
"233","2013-04-01",6.9
"234","2013-04-02",7.75
"235","2013-04-03",7.92
"236","2013-04-04",8.04
"237","2013-04-05",7.67
"238","2013-04-08",7.3
"239","2013-04-09",6.93
"240","2013-04-10",7.59
"241","2013-04-11",7.71
"242","2013-04-12",7.8
"243","2013-04-15",7.62
"244","2013-04-16",7.57
"245","2013-04-17",7.57
"246","2013-04-18",7.25
"247","2013-04-19",7.33
"248","2013-04-22",8.3
"249","2013-04-23",8.12
"250","2013-04-24",8.1
"251","2013-04-25",7.85
"252","2013-04-26",8.01
"253","2013-04-29",9.34
"254","2013-04-30",9.01
"255","2013-05-01",9.18
"256","2013-05-02",9.12
"257","2013-05-03",8.81
"258","2013-05-06",8.89
"259","2013-05-07",10.36
"260","2013-05-08",10.4
"261","2013-05-09",10.78
"262","2013-05-10",10.3
"263","2013-05-13",10.3
"264","2013-05-14",9.97
"265","2013-05-15",9.7
"266","2013-05-16",8.94
"267","2013-05-17",9.26
"268","2013-05-20",9.55
"269","2013-05-21",9.14
"270","2013-05-22",8.53
"271","2013-05-23",8.75
"272","2013-05-24",8.82
"273","2013-05-28",8.48
"274","2013-05-29",8.46
"275","2013-05-30",8.37
"276","2013-05-31",7.95
"277","2013-06-03",7.15
"278","2013-06-04",6.8
"279","2013-06-05",6.87
"280","2013-06-06",7.17
"281","2013-06-07",6.97
"282","2013-06-10",7.92
"283","2013-06-11",7.99
"284","2013-06-12",8.79
"285","2013-06-13",8.86
"286","2013-06-14",8.9
"287","2013-06-17",8.66
"288","2013-06-18",8.41
"289","2013-06-19",8.4
"290","2013-06-20",8.76
"291","2013-06-21",8.55
"292","2013-06-24",8.38
"293","2013-06-25",8.44
"294","2013-06-26",8.1
"295","2013-06-27",7.9
"296","2013-06-28",8.72
"297","2013-07-01",9.2
"298","2013-07-02",9.19
"299","2013-07-03",9.33
"300","2013-07-05",9.19
"301","2013-07-08",9.1
"302","2013-07-09",9.27
"303","2013-07-10",9.04
"304","2013-07-11",9.4
"305","2013-07-12",9.67
"306","2013-07-15",9.54
"307","2013-07-16",9.26
"308","2013-07-17",9.51
"309","2013-07-18",9.21
"310","2013-07-19",8.92
"311","2013-07-22",8.8
"312","2013-07-23",8.68
"313","2013-07-24",8.6
"314","2013-07-25",8.63
"315","2013-07-26",8.62
"316","2013-07-29",8.2
"317","2013-07-30",7.97
"318","2013-07-31",7.92
"319","2013-08-01",7.39
"320","2013-08-02",7.61
"321","2013-08-05",8.14
"322","2013-08-06",8.04
"323","2013-08-07",7.9
"324","2013-08-08",7.81
"325","2013-08-09",7.13
"326","2013-08-12",7.2
"327","2013-08-13",7.4
"328","2013-08-14",7.78
"329","2013-08-15",8.26
"330","2013-08-16",8.85
"331","2013-08-19",8.61
"332","2013-08-20",8.36
"333","2013-08-21",8.32
"334","2013-08-22",7.83
"335","2013-08-23",8.01
"336","2013-08-26",8.39
"337","2013-08-27",8.32
"338","2013-08-28",8.2
"339","2013-08-29",8.11
"340","2013-08-30",8.19
"341","2013-09-03",7.93
"342","2013-09-04",8.5
"343","2013-09-05",8.78
"344","2013-09-06",8.75
"345","2013-09-09",8.84
"346","2013-09-10",8.82
"347","2013-09-11",8.61
"348","2013-09-12",8
"349","2013-09-13",8.08
"350","2013-09-16",8.16
"351","2013-09-17",8.17
"352","2013-09-18",7.91
"353","2013-09-19",7.94
"354","2013-09-20",7.75
"355","2013-09-23",7.8
"356","2013-09-24",7.51
"357","2013-09-25",7.4
"358","2013-09-26",7.22
"359","2013-09-27",6.95
"360","2013-09-30",7.05
"361","2013-10-01",7.23
"362","2013-10-02",7.39
"363","2013-10-03",7.23
"364","2013-10-04",7.42
"365","2013-10-07",7.43
"366","2013-10-08",7.65
"367","2013-10-09",7.68
"368","2013-10-10",7.48
"369","2013-10-11",7.42
"370","2013-10-14",7.3
"371","2013-10-15",6.85
"372","2013-10-16",7.01
"373","2013-10-17",7.15
"374","2013-10-18",7.21
"375","2013-10-21",7.21
"376","2013-10-22",7.38
"377","2013-10-23",7.64
"378","2013-10-24",7.8
"379","2013-10-25",8.04
"380","2013-10-28",8.01
"381","2013-10-29",8.03
"382","2013-10-30",7.87
"383","2013-10-31",7.51
"384","2013-11-01",7.4
"385","2013-11-04",7.4
"386","2013-11-05",7.33
"387","2013-11-06",7.29
"388","2013-11-07",7.08
"389","2013-11-08",7.05
"390","2013-11-11",7.24
"391","2013-11-12",7.06
"392","2013-11-13",7.24
"393","2013-11-14",6.92
"394","2013-11-15",6.74
"395","2013-11-18",6.75
"396","2013-11-19",6.52
"397","2013-11-20",6.11
"398","2013-11-21",6.73
"399","2013-11-22",6.66
"400","2013-11-25",6.65
"401","2013-11-26",6.49
"402","2013-11-27",6
"403","2013-11-29",6.04
"404","2013-12-02",5.92
"405","2013-12-03",5.99
"406","2013-12-04",6.25
"407","2013-12-05",6.49
"408","2013-12-06",6.33
"409","2013-12-09",6.3
"410","2013-12-10",7.39
"411","2013-12-11",7.8
"412","2013-12-12",7.95
"413","2013-12-13",8.05
"414","2013-12-16",8.48
"415","2013-12-17",8.82
"416","2013-12-18",9.15
"417","2013-12-19",9.73
"418","2013-12-20",9.89
"419","2013-12-23",10.88
"420","2013-12-24",10.75
"421","2013-12-26",10.95
"422","2013-12-27",11.14
"423","2013-12-30",11.43
"424","2013-12-31",11.45
"425","2014-01-02",10.58
"426","2014-01-03",9.88
"427","2014-01-06",9.75
"428","2014-01-07",10
"429","2014-01-08",9.83
"430","2014-01-09",9.96
"431","2014-01-10",10.76
"432","2014-01-13",10.79
"433","2014-01-14",11
"434","2014-01-15",11.75
"435","2014-01-16",11.66
"436","2014-01-17",11.03
"437","2014-01-21",10.43
"438","2014-01-22",10.06
"439","2014-01-23",11.31
"440","2014-01-24",10.62
"441","2014-01-27",10.09
"442","2014-01-28",10.36
"443","2014-01-29",10.06
"444","2014-01-30",10.13
"445","2014-01-31",10.39
"446","2014-02-03",10.58
"447","2014-02-04",10.82
"448","2014-02-05",10.35
"449","2014-02-06",10.28
"450","2014-02-07",10.26
"451","2014-02-10",10.17
"452","2014-02-11",10
"453","2014-02-12",9.82
"454","2014-02-13",9.9
"455","2014-02-14",10.01
"456","2014-02-18",9.73
"457","2014-02-19",9.49
"458","2014-02-20",8.58
"459","2014-02-21",9.02
"460","2014-02-24",9.21
"461","2014-02-25",9.13
"462","2014-02-26",9.04
"463","2014-02-27",8.77
"464","2014-02-28",9.35
"465","2014-03-03",9.25
"466","2014-03-04",9.33
"467","2014-03-05",10.2
"468","2014-03-06",10.51
"469","2014-03-07",10.23
"470","2014-03-10",10.23
"471","2014-03-11",10.2
"472","2014-03-12",10.75
"473","2014-03-13",11.2
"474","2014-03-14",11.22
"475","2014-03-17",11
"476","2014-03-18",10.85
"477","2014-03-19",11.23
"478","2014-03-20",10.99
"479","2014-03-21",10.81
"480","2014-03-24",9.94
"481","2014-03-25",9.96
"482","2014-03-26",9.63
"483","2014-03-27",9.77
"484","2014-03-28",10.5
"485","2014-03-31",10.91
"486","2014-04-01",10.9
"487","2014-04-02",10.61
"488","2014-04-03",10.77
"489","2014-04-04",10.28
"490","2014-04-07",9.97
"491","2014-04-08",10.59
"492","2014-04-09",10.73
"493","2014-04-10",10.36
"494","2014-04-11",9.97
"495","2014-04-14",10.11
"496","2014-04-15",9.89
"497","2014-04-16",10.27
"498","2014-04-17",10.41
"499","2014-04-21",10.18
"500","2014-04-22",10.24
"501","2014-04-23",10.1
"502","2014-04-24",9.89
"503","2014-04-25",9.98
"504","2014-04-28",9.51
"505","2014-04-29",9.38
"506","2014-04-30",9.24
"507","2014-05-01",9.43
"508","2014-05-02",9.3
"509","2014-05-05",9.21
"510","2014-05-06",9.1
"511","2014-05-07",7.99
"512","2014-05-08",8.16
"513","2014-05-09",8.42
"514","2014-05-12",8.06
"515","2014-05-13",7.8
"516","2014-05-14",7.77
"517","2014-05-15",7.65
"518","2014-05-16",8.02
"519","2014-05-19",8.04
"520","2014-05-20",8.23
"521","2014-05-21",8.5
"522","2014-05-22",8.9
"523","2014-05-23",8.79
"524","2014-05-27",8.81
"525","2014-05-28",9.17
"526","2014-05-29",9.2
"527","2014-05-30",8.93
"528","2014-06-02",8.34
"529","2014-06-03",8.36
"530","2014-06-04",8.52
"531","2014-06-05",9.16
"532","2014-06-06",9.11
"533","2014-06-09",9.18
"534","2014-06-10",8.8
"535","2014-06-11",8.72
"536","2014-06-12",8.89
"537","2014-06-13",8.97
"538","2014-06-16",8.89
"539","2014-06-17",8.95
"540","2014-06-18",9.1
"541","2014-06-19",9.94
"542","2014-06-20",9.9
"543","2014-06-23",9.7
"544","2014-06-24",9.58
"545","2014-06-25",9.32
"546","2014-06-26",9.38
"547","2014-06-27",9.3
"548","2014-06-30",9.18
"549","2014-07-01",8.85
"550","2014-07-02",9.11
"551","2014-07-03",8.93
"552","2014-07-07",8.46
"553","2014-07-08",8.3
"554","2014-07-09",8.06
"555","2014-07-10",7.5
"556","2014-07-11",8.2
"557","2014-07-14",8.99
"558","2014-07-15",8.61
"559","2014-07-16",8.45
"560","2014-07-17",8.24
"561","2014-07-18",7.92
"562","2014-07-21",8.5
"563","2014-07-22",8.42
"564","2014-07-23",8.24
"565","2014-07-24",8.21
"566","2014-07-25",8.12
"567","2014-07-28",7.92
"568","2014-07-29",7.95
"569","2014-07-30",8.22
"570","2014-07-31",8.15
"571","2014-08-01",7.89
"572","2014-08-04",6.98
"573","2014-08-05",6.92
"574","2014-08-06",6.71
"575","2014-08-07",6.71
"576","2014-08-08",7.37
"577","2014-08-11",7.46
"578","2014-08-12",7.56
"579","2014-08-13",7.68
"580","2014-08-14",7.84
"581","2014-08-15",7.87
"582","2014-08-18",7.87
"583","2014-08-19",8.79
"584","2014-08-20",8.65
"585","2014-08-21",8.67
"586","2014-08-22",8.32
"587","2014-08-25",8.34
"588","2014-08-26",8.15
"589","2014-08-27",7.44
"590","2014-08-28",7.52
"591","2014-08-29",7.85
"592","2014-09-02",7.58
"593","2014-09-03",7.53
"594","2014-09-04",7.44
"595","2014-09-05",7.37
"596","2014-09-08",6.82
"597","2014-09-09",6.88
"598","2014-09-10",7.04
"599","2014-09-11",7.07
"600","2014-09-12",6.95
"601","2014-09-15",6.69
"602","2014-09-16",6.69
"603","2014-09-17",6.75
"604","2014-09-18",6.63
"605","2014-09-19",6.6
"606","2014-09-22",6.53
"607","2014-09-23",6.11
"608","2014-09-24",6.25
"609","2014-09-25",6.48
"610","2014-09-26",7.01
"611","2014-09-29",7.23
"612","2014-09-30",6.68
"613","2014-10-01",6.6
"614","2014-10-02",6.36
"615","2014-10-03",6.31
"616","2014-10-06",5.9
"617","2014-10-07",5.98
"618","2014-10-08",6.44
"619","2014-10-09",6.14
"620","2014-10-10",6.11
"621","2014-10-13",5.69
"622","2014-10-14",5.98
"623","2014-10-15",5.78
"624","2014-10-16",6.11
"625","2014-10-17",6.65
"626","2014-10-20",6.57
"627","2014-10-21",6.64
"628","2014-10-22",6.48
"629","2014-10-23",6.36
"630","2014-10-24",6.18
"631","2014-10-27",5.9
"632","2014-10-28",6.24
"633","2014-10-29",5.99
"634","2014-10-30",6.28
"635","2014-10-31",6.06
"636","2014-11-03",6.03
"637","2014-11-04",6.15
"638","2014-11-05",6.12
"639","2014-11-06",5.9
"640","2014-11-07",5.45
"641","2014-11-10",5.45
"642","2014-11-11",5.27
"643","2014-11-12",5.85
"644","2014-11-13",5.61
"645","2014-11-14",6.01
"646","2014-11-17",6.14
"647","2014-11-18",6.58
"648","2014-11-19",6.98
"649","2014-11-20",6.84
"650","2014-11-21",6.83
"651","2014-11-24",7.78
"652","2014-11-25",7.86
"653","2014-11-26",7.94
"654","2014-11-28",7.85
"655","2014-12-01",7.42
"656","2014-12-02",7.68
"657","2014-12-03",7.77
"658","2014-12-04",8.13
"659","2014-12-05",7.84
"660","2014-12-08",7.7
"661","2014-12-09",7.99
"662","2014-12-10",7.44
"663","2014-12-11",8
"664","2014-12-12",7.67
"665","2014-12-15",7.61
"666","2014-12-16",6.81
"667","2014-12-17",7.34
"668","2014-12-18",7.47
"669","2014-12-19",7.41
"670","2014-12-22",7.2
"671","2014-12-23",7.48
"672","2014-12-24",7.63
"673","2014-12-26",7.29
"674","2014-12-29",7.22
"675","2014-12-30",6.99
"676","2014-12-31",7.33
"677","2015-01-02",7.24
"678","2015-01-05",7.27
"679","2015-01-06",6.86
"680","2015-01-07",6.7
"681","2015-01-08",6.66
"682","2015-01-09",6.09
"683","2015-01-12",5.83
"684","2015-01-13",6
"685","2015-01-14",6.2
"686","2015-01-15",6.03
"687","2015-01-16",6.07
"688","2015-01-20",5.83
"689","2015-01-21",5.58
"690","2015-01-22",6.17
"691","2015-01-23",6.19
"692","2015-01-26",5.84
"693","2015-01-27",5.96
"694","2015-01-28",5.88
"695","2015-01-29",6.38
"696","2015-01-30",5.79
"697","2015-02-02",5.78
"698","2015-02-03",5.97
"699","2015-02-04",6.11
"700","2015-02-05",6.33
"701","2015-02-06",6.54
"702","2015-02-09",6.85
"703","2015-02-10",7.28
"704","2015-02-11",7.62
"705","2015-02-12",7.34
"706","2015-02-13",7.26
"707","2015-02-17",7.09
"708","2015-02-18",6.85
"709","2015-02-19",6.61
"710","2015-02-20",6.79
"711","2015-02-23",6.55
"712","2015-02-24",6.65
"713","2015-02-25",6.91
"714","2015-02-26",7.03
"715","2015-02-27",6.71
"716","2015-03-02",6.18
"717","2015-03-03",6.09
"718","2015-03-04",6.14
"719","2015-03-05",6.34
"720","2015-03-06",6.33
"721","2015-03-09",6.38
"722","2015-03-10",6.12
"723","2015-03-11",5.95
"724","2015-03-12",5.87
"725","2015-03-13",6.01
"726","2015-03-16",5.74
"727","2015-03-17",5.72
"728","2015-03-18",5.79
"729","2015-03-19",5.77
"730","2015-03-20",5.51
"731","2015-03-23",5.19
"732","2015-03-24",5.25
"733","2015-03-25",4.97
"734","2015-03-26",5.37
"735","2015-03-27",5.46
"736","2015-03-30",5.22
"737","2015-03-31",5.29
"738","2015-04-01",5.21
"739","2015-04-02",5.84
"740","2015-04-06",5.52
"741","2015-04-07",5.28
"742","2015-04-08",5.24
"743","2015-04-09",5.09
"744","2015-04-10",5.11
"745","2015-04-13",5.2
"746","2015-04-14",5.26
"747","2015-04-15",5.65
"748","2015-04-16",5.76
"749","2015-04-17",5.74
"750","2015-04-20",5.9
"751","2015-04-21",5.61
"752","2015-04-22",5.69
"753","2015-04-23",5.56
"754","2015-04-24",5.54
"755","2015-04-27",5.29
"756","2015-04-28",5.19
"757","2015-04-29",5.45
"758","2015-04-30",5.03
"759","2015-05-01",5.07
"760","2015-05-04",4.98
"761","2015-05-05",4.97
"762","2015-05-06",4.96
"763","2015-05-07",4.9
"764","2015-05-08",4.95
"765","2015-05-11",4.74
"766","2015-05-12",5.08
"767","2015-05-13",5.64
"768","2015-05-14",5.7
"769","2015-05-15",5.77
"770","2015-05-18",5.45
"771","2015-05-19",5.23
"772","2015-05-20",5.15
"773","2015-05-21",5.29
"774","2015-05-22",5.53
"775","2015-05-26",5.35
"776","2015-05-27",5.29
"777","2015-05-28",5.26
"778","2015-05-29",5.23
"779","2015-06-01",5.43
"780","2015-06-02",5.53
"781","2015-06-03",5.52
"782","2015-06-04",5.38
"783","2015-06-05",5.41
"784","2015-06-08",5.58
"785","2015-06-09",5.7
"786","2015-06-10",5.45
"787","2015-06-11",5.38
"788","2015-06-12",5.42
"789","2015-06-15",5.4
"790","2015-06-16",5.41
"791","2015-06-17",5.45
"792","2015-06-18",5.36
"793","2015-06-19",5.32
"794","2015-06-22",5.6
"795","2015-06-23",5.6
"796","2015-06-24",5.44
"797","2015-06-25",5.44
"798","2015-06-26",5.65
"799","2015-06-29",5.36
"800","2015-06-30",5.41
"801","2015-07-01",5.22
"802","2015-07-02",5.15
"803","2015-07-06",4.92
"804","2015-07-07",5.08
"805","2015-07-08",4.94
"806","2015-07-09",4.9
"807","2015-07-10",4.95
"808","2015-07-13",4.99
"809","2015-07-14",4.79
"810","2015-07-15",4.71
"811","2015-07-16",4.65
"812","2015-07-17",4.44
"813","2015-07-20",4.42
"814","2015-07-21",4.25
"815","2015-07-22",4.37
"816","2015-07-23",4.06
"817","2015-07-24",3.86
"818","2015-07-27",3.54
"819","2015-07-28",3.81
"820","2015-07-29",3.95
"821","2015-07-30",3.93
"822","2015-07-31",3.92
"823","2015-08-03",3.96
"824","2015-08-04",3.67
"825","2015-08-05",3.56
"826","2015-08-06",3.44
"827","2015-08-07",3.79
"828","2015-08-10",3.88
"829","2015-08-11",4.12
"830","2015-08-12",4.87
"831","2015-08-13",5.26
"832","2015-08-14",5.3
"833","2015-08-17",5.38
"834","2015-08-18",5.33
"835","2015-08-19",5.38
"836","2015-08-20",5.1
"837","2015-08-21",5.07
"838","2015-08-24",4.55
"839","2015-08-25",4.68
"840","2015-08-26",4.63
"841","2015-08-27",4.53
"842","2015-08-28",4.67
"843","2015-08-31",4.96
"844","2015-09-01",4.8
"845","2015-09-02",5.01
"846","2015-09-03",5.04
"847","2015-09-04",5.05
"848","2015-09-08",5.2
"849","2015-09-09",5.73
"850","2015-09-10",6.4
"851","2015-09-11",6.29
"852","2015-09-14",6.96
"853","2015-09-15",6.53
"854","2015-09-16",5.94
"855","2015-09-17",5.92
"856","2015-09-18",6.25
"857","2015-09-21",6.99
"858","2015-09-22",7.19
"859","2015-09-23",7.23
"860","2015-09-24",7.11
"861","2015-09-25",6.29
"862","2015-09-28",5.56
"863","2015-09-29",5.36
"864","2015-09-30",6.19
"865","2015-10-01",5.77
"866","2015-10-02",5.78
"867","2015-10-05",5.52
"868","2015-10-06",5.79
"869","2015-10-07",5.85
"870","2015-10-08",6.09
"871","2015-10-09",6.41
"872","2015-10-12",6.22
"873","2015-10-13",6.33
"874","2015-10-14",6.33
"875","2015-10-15",6.25
"876","2015-10-16",6.26
"877","2015-10-19",5.92
"878","2015-10-20",6.03
"879","2015-10-21",6.03
"880","2015-10-22",6.05
"881","2015-10-23",5.82
"882","2015-10-26",5.7
"883","2015-10-27",5.34
"884","2015-10-28",5.38
"885","2015-10-29",5.5
"886","2015-10-30",5.62
"887","2015-11-02",5.97
"888","2015-11-03",5.68
"889","2015-11-04",6.01
"890","2015-11-05",5.93
"891","2015-11-06",5.58
"892","2015-11-09",5.44
"893","2015-11-10",5.3
"894","2015-11-11",5.09
"895","2015-11-12",4.85
"896","2015-11-13",4.73
"897","2015-11-16",4.86
"898","2015-11-17",4.63
"899","2015-11-18",4.55
"900","2015-11-19",4.73
"901","2015-11-20",5.05
"902","2015-11-23",4.69
"903","2015-11-24",4.67
"904","2015-11-25",4.91
"905","2015-11-27",4.74
"906","2015-11-30",5
"907","2015-12-01",5.07
"908","2015-12-02",5.08
"909","2015-12-03",5
"910","2015-12-04",5
"911","2015-12-07",4.85
"912","2015-12-08",4.91
"913","2015-12-09",4.86
"914","2015-12-10",4.9
"915","2015-12-11",4.8
"916","2015-12-14",4.66
"917","2015-12-15",4.44
"918","2015-12-16",4.52
"919","2015-12-17",4.65
"920","2015-12-18",4.65
"921","2015-12-21",5.17
"922","2015-12-22",4.99
"923","2015-12-23",5.01
"924","2015-12-24",4.95
"925","2015-12-28",4.99
"926","2015-12-29",5
"927","2015-12-30",4.86
"928","2015-12-31",4.85
"929","2016-01-04",4.9
"930","2016-01-05",4.75
"931","2016-01-06",4.46
"932","2016-01-07",4.52
"933","2016-01-08",4.4
"934","2016-01-11",3.91
"935","2016-01-12",3.88
"936","2016-01-13",3.33
"937","2016-01-14",3.39
"938","2016-01-15",3.28
"939","2016-01-19",3.47
"940","2016-01-20",3.28
"941","2016-01-21",3.57
"942","2016-01-22",3.46
"943","2016-01-25",3.3
"944","2016-01-26",3.32
"945","2016-01-27",3.11
"946","2016-01-28",3.09
"947","2016-01-29",3.88
"948","2016-02-01",3.63
"949","2016-02-02",3.57
"950","2016-02-03",3.3
"951","2016-02-04",3.39
"952","2016-02-05",3.19
"953","2016-02-08",2.98
"954","2016-02-09",3.07
"955","2016-02-10",3.07
"956","2016-02-11",3.1
"957","2016-02-12",3.53
"958","2016-02-16",3.64
"959","2016-02-17",3.62
"960","2016-02-18",3.54
"961","2016-02-19",3.61
"962","2016-02-22",3.55
"963","2016-02-23",3.55
"964","2016-02-24",3.61
"965","2016-02-25",3.71
"966","2016-02-26",3.99
"967","2016-02-29",4.13
"968","2016-03-01",4
"969","2016-03-02",3.98
"970","2016-03-03",4.02
"971","2016-03-04",3.37
"972","2016-03-07",3.47
"973","2016-03-08",3.32
"974","2016-03-09",3.4
"975","2016-03-10",3.5
"976","2016-03-11",3.8
"977","2016-03-14",3.94
"978","2016-03-15",3.96
"979","2016-03-16",3.85
"980","2016-03-17",3.84
"981","2016-03-18",3.93
"982","2016-03-21",3.96
"983","2016-03-22",3.96
"984","2016-03-23",3.97
"985","2016-03-24",3.94
"986","2016-03-28",3.89
"987","2016-03-29",3.9
"988","2016-03-30",4.01
"989","2016-03-31",3.99
"990","2016-04-01",4.03
"991","2016-04-04",3.75
"992","2016-04-05",3.93
"993","2016-04-06",3.84
"994","2016-04-07",3.81
"995","2016-04-08",3.85
"996","2016-04-11",3.98
"997","2016-04-12",3.92
"998","2016-04-13",3.91
"999","2016-04-14",4
"1000","2016-04-15",3.95
"1001","2016-04-18",4
"1002","2016-04-19",4.08
