"","date","FBC"
"115","2007-06-18",1282
"116","2007-06-19",1294
"117","2007-06-20",1280
"118","2007-06-21",1284
"119","2007-06-22",1275
"120","2007-06-25",1271
"121","2007-06-26",1271
"122","2007-06-27",1247
"123","2007-06-28",1237
"124","2007-06-29",1205
"125","2007-07-02",1233
"126","2007-07-03",1242
"127","2007-07-05",1241
"128","2007-07-06",1227
"129","2007-07-09",1216
"130","2007-07-10",1167
"131","2007-07-11",1165
"132","2007-07-12",1187
"133","2007-07-13",1191
"134","2007-07-16",1185
"135","2007-07-17",1188
"136","2007-07-18",1189
"137","2007-07-19",1185
"138","2007-07-20",1170
"139","2007-07-23",1169
"140","2007-07-24",1111
"141","2007-07-25",1120
"142","2007-07-26",1137
"143","2007-07-27",1120
"144","2007-07-30",1124
"145","2007-07-31",1070
"146","2007-08-01",1074
"147","2007-08-02",1084
"148","2007-08-03",998
"149","2007-08-06",1049
"150","2007-08-07",1073
"151","2007-08-08",1187
"152","2007-08-09",1282
"153","2007-08-10",1188
"154","2007-08-13",1094
"155","2007-08-14",1046
"156","2007-08-15",1049
"157","2007-08-16",1186
"158","2007-08-17",1262
"159","2007-08-20",1252
"160","2007-08-21",1230
"161","2007-08-22",1243
"162","2007-08-23",1225
"163","2007-08-24",1218
"164","2007-08-27",1206
"165","2007-08-28",1167
"166","2007-08-29",1210
"167","2007-08-30",1215
"168","2007-08-31",1230
"169","2007-09-04",1308
"170","2007-09-05",1270
"171","2007-09-06",1259
"172","2007-09-07",1210
"173","2007-09-10",1189
"174","2007-09-11",1224
"175","2007-09-12",1195
"176","2007-09-13",1202
"177","2007-09-14",1211
"178","2007-09-17",1234
"179","2007-09-18",1271
"180","2007-09-19",1288
"181","2007-09-20",1289
"182","2007-09-21",1283
"183","2007-09-24",1165
"184","2007-09-25",1010
"185","2007-09-26",993
"186","2007-09-27",982
"187","2007-09-28",973
"188","2007-10-01",971
"189","2007-10-02",998
"190","2007-10-03",1010
"191","2007-10-04",1020
"192","2007-10-05",1023
"193","2007-10-08",998
"194","2007-10-09",998
"195","2007-10-10",961
"196","2007-10-11",921
"197","2007-10-12",929
"198","2007-10-15",883
"199","2007-10-16",859
"200","2007-10-17",847
"201","2007-10-18",840
"202","2007-10-19",796
"203","2007-10-22",837
"204","2007-10-23",820
"205","2007-10-24",815
"206","2007-10-25",790
"207","2007-10-26",825
"208","2007-10-29",818
"209","2007-10-30",825
"210","2007-10-31",809
"211","2007-11-01",695
"212","2007-11-02",607
"213","2007-11-05",590
"214","2007-11-06",648
"215","2007-11-07",595
"216","2007-11-08",664
"217","2007-11-09",696
"218","2007-11-12",706
"219","2007-11-13",771
"220","2007-11-14",694
"221","2007-11-15",695
"222","2007-11-16",700
"223","2007-11-19",667
"224","2007-11-20",649
"225","2007-11-21",631
"226","2007-11-23",651
"227","2007-11-26",612
"228","2007-11-27",611
"229","2007-11-28",636
"230","2007-11-29",624
"231","2007-11-30",630
"232","2007-12-03",622
"233","2007-12-04",606
"234","2007-12-05",649
"235","2007-12-06",692
"236","2007-12-07",726
"237","2007-12-10",723
"238","2007-12-11",728
"239","2007-12-12",691
"240","2007-12-13",717
"241","2007-12-14",714
"242","2007-12-17",669
"243","2007-12-18",695
"244","2007-12-19",673
"245","2007-12-20",702
"246","2007-12-21",746
"247","2007-12-24",751
"248","2007-12-26",740
"249","2007-12-27",711
"250","2007-12-28",691
"251","2007-12-31",697
"252","2008-01-02",656
"253","2008-01-03",649
"254","2008-01-04",601
"255","2008-01-07",611
"256","2008-01-08",544
"257","2008-01-09",574
"258","2008-01-10",576
"259","2008-01-11",566
"260","2008-01-14",593
"261","2008-01-15",576
"262","2008-01-16",609
"263","2008-01-17",573
"264","2008-01-18",540
"265","2008-01-22",600
"266","2008-01-23",696
"267","2008-01-24",709
"268","2008-01-25",756
"269","2008-01-28",897
"270","2008-01-29",831
"271","2008-01-30",723
"272","2008-01-31",820
"273","2008-02-01",826
"274","2008-02-04",820
"275","2008-02-05",795
"276","2008-02-06",789
"277","2008-02-07",827
"278","2008-02-08",797
"279","2008-02-11",796
"280","2008-02-12",795
"281","2008-02-13",820
"282","2008-02-14",801
"283","2008-02-15",802
"284","2008-02-19",800
"285","2008-02-20",786
"286","2008-02-21",754
"287","2008-02-22",750
"288","2008-02-25",771
"289","2008-02-26",777
"290","2008-02-27",808
"291","2008-02-28",788
"292","2008-02-29",716
"293","2008-03-03",680
"294","2008-03-04",668
"295","2008-03-05",632
"296","2008-03-06",603
"297","2008-03-07",600
"298","2008-03-10",577
"299","2008-03-11",647
"300","2008-03-12",615
"301","2008-03-13",592
"302","2008-03-14",560
"303","2008-03-17",566
"304","2008-03-18",643
"305","2008-03-19",625
"306","2008-03-20",787
"307","2008-03-24",778
"308","2008-03-25",800
"309","2008-03-26",787
"310","2008-03-27",744
"311","2008-03-28",700
"312","2008-03-31",722
"313","2008-04-01",749
"314","2008-04-02",753
"315","2008-04-03",739
"316","2008-04-04",726
"317","2008-04-07",717
"318","2008-04-08",712
"319","2008-04-09",660
"320","2008-04-10",680
"321","2008-04-11",641
"322","2008-04-14",641
"323","2008-04-15",640
"324","2008-04-16",659
"325","2008-04-17",673
"326","2008-04-18",687
"327","2008-04-21",597
"328","2008-04-22",600
"329","2008-04-23",600
"330","2008-04-24",608
"331","2008-04-25",634
"332","2008-04-28",637
"333","2008-04-29",627
"334","2008-04-30",612
"335","2008-05-01",664
"336","2008-05-02",618
"337","2008-05-05",615
"338","2008-05-06",616
"339","2008-05-07",594
"340","2008-05-08",587
"341","2008-05-09",581
"342","2008-05-12",605
"343","2008-05-13",592
"344","2008-05-14",588
"345","2008-05-15",595
"346","2008-05-16",485
"347","2008-05-19",490
"348","2008-05-20",468
"349","2008-05-21",470
"350","2008-05-22",461
"351","2008-05-23",456
"352","2008-05-27",467
"353","2008-05-28",459
"354","2008-05-29",471
"355","2008-05-30",475
"356","2008-06-02",469
"357","2008-06-03",462
"358","2008-06-04",459
"359","2008-06-05",478
"360","2008-06-06",475
"361","2008-06-09",445
"362","2008-06-10",433
"363","2008-06-11",387
"364","2008-06-12",402
"365","2008-06-13",395
"366","2008-06-16",386
"367","2008-06-17",383
"368","2008-06-18",349
"369","2008-06-19",342
"370","2008-06-20",321
"371","2008-06-23",282
"372","2008-06-24",278
"373","2008-06-25",304
"374","2008-06-26",298
"375","2008-06-27",310
"376","2008-06-30",301
"377","2008-07-01",297
"378","2008-07-02",280
"379","2008-07-03",308
"380","2008-07-07",290
"381","2008-07-08",306
"382","2008-07-09",279
"383","2008-07-10",291
"384","2008-07-11",284
"385","2008-07-14",315
"386","2008-07-15",347
"387","2008-07-16",380
"388","2008-07-17",405
"389","2008-07-18",384
"390","2008-07-21",421
"391","2008-07-22",428
"392","2008-07-23",446
"393","2008-07-24",409
"394","2008-07-25",422
"395","2008-07-28",409
"396","2008-07-29",448
"397","2008-07-30",453
"398","2008-07-31",444
"399","2008-08-01",464
"400","2008-08-04",460
"401","2008-08-05",472
"402","2008-08-06",474
"403","2008-08-07",407
"404","2008-08-08",442
"405","2008-08-11",470
"406","2008-08-12",439
"407","2008-08-13",454
"408","2008-08-14",460
"409","2008-08-15",468
"410","2008-08-18",454
"411","2008-08-19",449
"412","2008-08-20",443
"413","2008-08-21",422
"414","2008-08-22",449
"415","2008-08-25",438
"416","2008-08-26",440
"417","2008-08-27",440
"418","2008-08-28",449
"419","2008-08-29",443
"420","2008-09-02",422
"421","2008-09-03",436
"422","2008-09-04",410
"423","2008-09-05",405
"424","2008-09-08",463
"425","2008-09-09",442
"426","2008-09-10",426
"427","2008-09-11",413
"428","2008-09-12",415
"429","2008-09-15",368
"430","2008-09-16",394
"431","2008-09-17",387
"432","2008-09-18",406
"433","2008-09-19",490
"434","2008-09-22",450
"435","2008-09-23",461
"436","2008-09-24",453
"437","2008-09-25",450
"438","2008-09-26",414
"439","2008-09-29",367
"440","2008-09-30",298
"441","2008-10-01",342
"442","2008-10-02",311
"443","2008-10-03",296
"444","2008-10-06",275
"445","2008-10-07",237
"446","2008-10-08",224
"447","2008-10-09",153
"448","2008-10-10",240
"449","2008-10-13",239
"450","2008-10-14",223
"451","2008-10-15",199
"452","2008-10-16",231
"453","2008-10-17",211
"454","2008-10-20",223
"455","2008-10-21",208
"456","2008-10-22",200
"457","2008-10-23",198
"458","2008-10-24",177
"459","2008-10-27",180
"460","2008-10-28",188
"461","2008-10-29",198
"462","2008-10-30",231
"463","2008-10-31",190
"464","2008-11-03",164
"465","2008-11-04",162
"466","2008-11-05",141
"467","2008-11-06",127
"468","2008-11-07",124
"469","2008-11-10",111
"470","2008-11-11",96
"471","2008-11-12",65
"472","2008-11-13",61
"473","2008-11-14",59
"474","2008-11-17",65
"475","2008-11-18",69
"476","2008-11-19",60
"477","2008-11-20",50
"478","2008-11-21",50
"479","2008-11-24",59
"480","2008-11-25",68
"481","2008-11-26",73
"482","2008-11-28",71
"483","2008-12-01",61
"484","2008-12-02",70
"485","2008-12-03",73
"486","2008-12-04",60
"487","2008-12-05",63
"488","2008-12-08",61
"489","2008-12-09",56
"490","2008-12-10",57
"491","2008-12-11",54
"492","2008-12-12",59
"493","2008-12-15",52
"494","2008-12-16",60
"495","2008-12-17",60
"496","2008-12-18",74
"497","2008-12-19",92
"498","2008-12-22",78
"499","2008-12-23",70
"500","2008-12-24",77
"501","2008-12-26",75
"502","2008-12-29",69
"503","2008-12-30",70
"504","2008-12-31",71
"505","2009-01-02",109
"506","2009-01-05",95
"507","2009-01-06",94
"508","2009-01-07",89
"509","2009-01-08",91
"510","2009-01-09",86
"511","2009-01-12",87
"512","2009-01-13",87
"513","2009-01-14",84
"514","2009-01-15",86
"515","2009-01-16",90
"516","2009-01-20",80
"517","2009-01-21",82
"518","2009-01-22",75
"519","2009-01-23",79
"520","2009-01-26",80
"521","2009-01-27",77
"522","2009-01-28",73
"523","2009-01-29",69
"524","2009-01-30",60
"525","2009-02-02",77
"526","2009-02-03",72
"527","2009-02-04",68
"528","2009-02-05",70
"529","2009-02-06",78
"530","2009-02-09",81
"531","2009-02-10",77
"532","2009-02-11",77
"533","2009-02-12",76
"534","2009-02-13",74
"535","2009-02-17",74
"536","2009-02-18",72
"537","2009-02-19",70
"538","2009-02-20",69
"539","2009-02-23",69
"540","2009-02-24",77
"541","2009-02-25",68
"542","2009-02-26",67
"543","2009-02-27",78
"544","2009-03-02",66
"545","2009-03-03",69
"546","2009-03-04",70
"547","2009-03-05",53
"548","2009-03-06",62
"549","2009-03-09",63
"550","2009-03-10",69
"551","2009-03-11",65
"552","2009-03-12",70
"553","2009-03-13",68
"554","2009-03-16",69
"555","2009-03-17",73
"556","2009-03-18",76
"557","2009-03-19",78
"558","2009-03-20",83
"559","2009-03-23",89
"560","2009-03-24",80
"561","2009-03-25",85
"562","2009-03-26",89
"563","2009-03-27",82
"564","2009-03-30",88
"565","2009-03-31",75
"566","2009-04-01",82
"567","2009-04-02",93
"568","2009-04-03",95
"569","2009-04-06",92
"570","2009-04-07",90
"571","2009-04-08",89
"572","2009-04-09",95
"573","2009-04-13",112
"574","2009-04-14",110
"575","2009-04-15",112
"576","2009-04-16",123
"577","2009-04-17",126
"578","2009-04-20",121
"579","2009-04-21",107
"580","2009-04-22",119
"581","2009-04-23",116
"582","2009-04-24",126
"583","2009-04-27",127
"584","2009-04-28",127
"585","2009-04-29",147
"586","2009-04-30",145
"587","2009-05-01",142
"588","2009-05-04",152
"589","2009-05-05",157
"590","2009-05-06",180
"591","2009-05-07",192
"592","2009-05-08",190
"593","2009-05-11",158
"594","2009-05-12",154
"595","2009-05-13",120
"596","2009-05-14",137
"597","2009-05-15",127
"598","2009-05-18",137
"599","2009-05-19",125
"600","2009-05-20",126
"601","2009-05-21",112
"602","2009-05-22",118
"603","2009-05-26",95
"604","2009-05-27",100
"605","2009-05-28",93
"606","2009-05-29",95
"607","2009-06-01",93
"608","2009-06-02",92
"609","2009-06-03",88
"610","2009-06-04",90
"611","2009-06-05",91
"612","2009-06-08",87
"613","2009-06-09",86
"614","2009-06-10",91
"615","2009-06-11",88
"616","2009-06-12",88
"617","2009-06-15",84
"618","2009-06-16",81
"619","2009-06-17",82
"620","2009-06-18",79
"621","2009-06-19",75
"622","2009-06-22",71
"623","2009-06-23",73
"624","2009-06-24",73
"625","2009-06-25",82
"626","2009-06-26",77
"627","2009-06-29",73
"628","2009-06-30",68
"629","2009-07-01",71
"630","2009-07-02",69
"631","2009-07-06",69
"632","2009-07-07",64
"633","2009-07-08",60
"634","2009-07-09",61
"635","2009-07-10",66
"636","2009-07-13",83
"637","2009-07-14",78
"638","2009-07-15",77
"639","2009-07-16",76
"640","2009-07-17",78
"641","2009-07-20",84
"642","2009-07-21",75
"643","2009-07-22",82
"644","2009-07-23",84
"645","2009-07-24",83
"646","2009-07-27",89
"647","2009-07-28",92
"648","2009-07-29",85
"649","2009-07-30",90
"650","2009-07-31",90
"651","2009-08-03",90
"652","2009-08-04",91
"653","2009-08-05",89
"654","2009-08-06",83
"655","2009-08-07",87
"656","2009-08-10",91
"657","2009-08-11",87
"658","2009-08-12",85
"659","2009-08-13",84
"660","2009-08-14",79
"661","2009-08-17",73
"662","2009-08-18",77
"663","2009-08-19",74
"664","2009-08-20",78
"665","2009-08-21",80
"666","2009-08-24",79
"667","2009-08-25",81
"668","2009-08-26",79
"669","2009-08-27",80
"670","2009-08-28",82
"671","2009-08-31",80
"672","2009-09-01",74
"673","2009-09-02",75
"674","2009-09-03",77
"675","2009-09-04",76
"676","2009-09-08",80
"677","2009-09-09",81
"678","2009-09-10",81
"679","2009-09-11",80
"680","2009-09-14",79
"681","2009-09-15",82
"682","2009-09-16",84
"683","2009-09-17",79
"684","2009-09-18",95
"685","2009-09-21",95
"686","2009-09-22",111
"687","2009-09-23",116
"688","2009-09-24",108
"689","2009-09-25",109
"690","2009-09-28",105
"691","2009-09-29",105
"692","2009-09-30",103
"693","2009-10-01",103
"694","2009-10-02",105
"695","2009-10-05",105
"696","2009-10-06",109
"697","2009-10-07",108
"698","2009-10-08",104
"699","2009-10-09",108
"700","2009-10-12",103
"701","2009-10-13",108
"702","2009-10-14",108
"703","2009-10-15",117
"704","2009-10-16",121
"705","2009-10-19",116
"706","2009-10-20",109
"707","2009-10-21",115
"708","2009-10-22",116
"709","2009-10-23",111
"710","2009-10-26",106
"711","2009-10-27",93
"712","2009-10-28",96
"713","2009-10-29",90
"714","2009-10-30",90
"715","2009-11-02",83
"716","2009-11-03",83
"717","2009-11-04",74
"718","2009-11-05",80
"719","2009-11-06",77
"720","2009-11-09",73
"721","2009-11-10",82
"722","2009-11-11",74
"723","2009-11-12",72
"724","2009-11-13",77
"725","2009-11-16",72
"726","2009-11-17",78
"727","2009-11-18",75
"728","2009-11-19",74
"729","2009-11-20",73
"730","2009-11-23",69
"731","2009-11-24",68
"732","2009-11-25",68
"733","2009-11-27",65
"734","2009-11-30",70
"735","2009-12-01",67
"736","2009-12-02",63
"737","2009-12-03",67
"738","2009-12-04",64
"739","2009-12-07",65
"740","2009-12-08",60
"741","2009-12-09",65
"742","2009-12-10",60
"743","2009-12-11",64
"744","2009-12-14",62
"745","2009-12-15",60
"746","2009-12-16",61
"747","2009-12-17",60
"748","2009-12-18",57
"749","2009-12-21",61
"750","2009-12-22",57
"751","2009-12-23",59
"752","2009-12-24",59
"753","2009-12-28",57
"754","2009-12-29",61
"755","2009-12-30",59
"756","2009-12-31",60
"757","2010-01-04",63
"758","2010-01-05",67
"759","2010-01-06",68
"760","2010-01-07",67
"761","2010-01-08",70
"762","2010-01-11",71
"763","2010-01-12",67
"764","2010-01-13",66
"765","2010-01-14",66
"766","2010-01-15",68
"767","2010-01-19",66
"768","2010-01-20",64
"769","2010-01-21",64
"770","2010-01-22",63
"771","2010-01-25",64
"772","2010-01-26",65
"773","2010-01-27",62
"774","2010-01-28",61
"775","2010-01-29",63
"776","2010-02-01",67
"777","2010-02-02",64
"778","2010-02-03",63
"779","2010-02-04",61
"780","2010-02-05",61
"781","2010-02-08",61
"782","2010-02-09",60
"783","2010-02-10",63
"784","2010-02-11",66
"785","2010-02-12",62
"786","2010-02-16",59
"787","2010-02-17",62
"788","2010-02-18",62
"789","2010-02-19",61
"790","2010-02-22",64
"791","2010-02-23",65
"792","2010-02-24",67
"793","2010-02-25",66
"794","2010-02-26",65
"795","2010-03-01",69
"796","2010-03-02",74
"797","2010-03-03",71
"798","2010-03-04",72
"799","2010-03-05",73
"800","2010-03-08",73
"801","2010-03-09",77
"802","2010-03-10",79
"803","2010-03-11",82
"804","2010-03-12",78
"805","2010-03-15",79
"806","2010-03-16",79
"807","2010-03-17",82
"808","2010-03-18",84
"809","2010-03-19",92
"810","2010-03-22",98
"811","2010-03-23",88
"812","2010-03-24",85
"813","2010-03-25",72
"814","2010-03-26",57
"815","2010-03-29",60
"816","2010-03-30",58
"817","2010-03-31",60
"818","2010-04-01",58
"819","2010-04-05",62
"820","2010-04-06",67
"821","2010-04-07",63
"822","2010-04-08",64
"823","2010-04-09",67
"824","2010-04-12",68
"825","2010-04-13",68
"826","2010-04-14",66
"827","2010-04-15",67
"828","2010-04-16",69
"829","2010-04-19",66
"830","2010-04-20",69
"831","2010-04-21",69
"832","2010-04-22",69
"833","2010-04-23",74
"834","2010-04-26",84
"835","2010-04-27",77
"836","2010-04-28",68
"837","2010-04-29",66
"838","2010-04-30",64
"839","2010-05-03",61
"840","2010-05-04",60
"841","2010-05-05",55
"842","2010-05-06",54
"843","2010-05-07",54
"844","2010-05-10",56
"845","2010-05-11",60
"846","2010-05-12",62
"847","2010-05-13",62
"848","2010-05-14",59
"849","2010-05-17",56
"850","2010-05-18",52
"851","2010-05-19",48
"852","2010-05-20",43
"853","2010-05-21",44
"854","2010-05-24",42
"855","2010-05-25",47
"856","2010-05-26",50
"857","2010-05-27",47
"858","2010-05-28",50.799999
"859","2010-06-01",46.099998
"860","2010-06-02",43.900002
"861","2010-06-03",45.599998
"862","2010-06-04",42.799999
"863","2010-06-07",40
"864","2010-06-08",37.400002
"865","2010-06-09",35.099998
"866","2010-06-10",37.900002
"867","2010-06-11",37.299999
"868","2010-06-14",39.299999
"869","2010-06-15",43.599998
"870","2010-06-16",41
"871","2010-06-17",38.400002
"872","2010-06-18",42.400002
"873","2010-06-21",43.400002
"874","2010-06-22",40.099998
"875","2010-06-23",37.799999
"876","2010-06-24",38.700001
"877","2010-06-25",41
"878","2010-06-28",38.599998
"879","2010-06-29",34.400002
"880","2010-06-30",31.4
"881","2010-07-01",31
"882","2010-07-02",30.6
"883","2010-07-06",23.9
"884","2010-07-07",29.299999
"885","2010-07-08",31.9
"886","2010-07-09",32.700001
"887","2010-07-12",31.4
"888","2010-07-13",35.200001
"889","2010-07-14",34.5
"890","2010-07-15",34.900002
"891","2010-07-16",30.700001
"892","2010-07-19",31.1
"893","2010-07-20",31.6
"894","2010-07-21",30.6
"895","2010-07-22",31.299999
"896","2010-07-23",33.099998
"897","2010-07-26",33.5
"898","2010-07-27",34.299999
"899","2010-07-28",30.799999
"900","2010-07-29",31.700001
"901","2010-07-30",32.099998
"902","2010-08-02",33.400002
"903","2010-08-03",32.799999
"904","2010-08-04",32.099998
"905","2010-08-05",31.1
"906","2010-08-06",30.799999
"907","2010-08-09",30.5
"908","2010-08-10",30.200001
"909","2010-08-11",28.9
"910","2010-08-12",28.6
"911","2010-08-13",27.4
"912","2010-08-16",27.200001
"913","2010-08-17",28.9
"914","2010-08-18",29.200001
"915","2010-08-19",26.5
"916","2010-08-20",26.200001
"917","2010-08-23",24.4
"918","2010-08-24",22.799999
"919","2010-08-25",24.1
"920","2010-08-26",23.799999
"921","2010-08-27",24.299999
"922","2010-08-30",22.799999
"923","2010-08-31",22.799999
"924","2010-09-01",24.5
"925","2010-09-02",24.700001
"926","2010-09-03",26.4
"927","2010-09-07",24.5
"928","2010-09-08",25.5
"929","2010-09-09",26
"930","2010-09-10",25.799999
"931","2010-09-13",26.700001
"932","2010-09-14",21.200001
"933","2010-09-15",19
"934","2010-09-16",19.4
"935","2010-09-17",19.200001
"936","2010-09-20",19.6
"937","2010-09-21",19.5
"938","2010-09-22",19
"939","2010-09-23",18.1
"940","2010-09-24",18.200001
"941","2010-09-27",18.200001
"942","2010-09-28",18.299999
"943","2010-09-29",18.200001
"944","2010-09-30",18.200001
"945","2010-10-01",19
"946","2010-10-04",19.5
"947","2010-10-05",23.299999
"948","2010-10-06",25.700001
"949","2010-10-07",25.299999
"950","2010-10-08",25
"951","2010-10-11",24.200001
"952","2010-10-12",24.700001
"953","2010-10-13",26.4
"954","2010-10-14",25.799999
"955","2010-10-15",25.700001
"956","2010-10-18",25.200001
"957","2010-10-19",24.299999
"958","2010-10-20",24.799999
"959","2010-10-21",24.299999
"960","2010-10-22",24.5
"961","2010-10-25",24.200001
"962","2010-10-26",23.6
"963","2010-10-27",23.200001
"964","2010-10-28",12.5
"965","2010-10-29",12.7
"966","2010-11-01",12.2
"967","2010-11-02",11.6
"968","2010-11-03",12
"969","2010-11-04",13
"970","2010-11-05",12.7
"971","2010-11-08",13.1
"972","2010-11-09",12.8
"973","2010-11-10",13.2
"974","2010-11-11",13
"975","2010-11-12",13.2
"976","2010-11-15",12.8
"977","2010-11-16",12.5
"978","2010-11-17",12.7
"979","2010-11-18",12.7
"980","2010-11-19",12.6
"981","2010-11-22",12.6
"982","2010-11-23",12.3
"983","2010-11-24",12.3
"984","2010-11-26",12.4
"985","2010-11-29",12.3
"986","2010-11-30",12.4
"987","2010-12-01",12.3
"988","2010-12-02",12.5
"989","2010-12-03",13.3
"990","2010-12-06",13.6
"991","2010-12-07",13.9
"992","2010-12-08",13.6
"993","2010-12-09",13.8
"994","2010-12-10",14.1
"995","2010-12-13",14.4
"996","2010-12-14",14.7
"997","2010-12-15",16.1
"998","2010-12-16",15.8
"999","2010-12-17",15.5
"1000","2010-12-20",15.2
"1001","2010-12-21",15.5
"1002","2010-12-22",15.7
"1003","2010-12-23",15.4
"1004","2010-12-27",15.8
"1005","2010-12-28",15.5
"1006","2010-12-29",15.6
"1007","2010-12-30",16.1
"1008","2010-12-31",16.299999
"1009","2011-01-03",16.700001
"1010","2011-01-04",17
"1011","2011-01-05",17.9
"1012","2011-01-06",17.6
"1013","2011-01-07",17.299999
"1014","2011-01-10",16.6
"1015","2011-01-11",16.6
"1016","2011-01-12",17.1
"1017","2011-01-13",16.799999
"1018","2011-01-14",16.700001
"1019","2011-01-18",17.200001
"1020","2011-01-19",16.5
"1021","2011-01-20",16.1
"1022","2011-01-21",15.7
"1023","2011-01-24",16.299999
"1024","2011-01-25",16.5
"1025","2011-01-26",16.299999
"1026","2011-01-27",16.5
"1027","2011-01-28",15.8
"1028","2011-01-31",15.8
"1029","2011-02-01",16.200001
"1030","2011-02-02",16.5
"1031","2011-02-03",16.6
"1032","2011-02-04",16.5
"1033","2011-02-07",16.700001
"1034","2011-02-08",16.6
"1035","2011-02-09",17.299999
"1036","2011-02-10",17.200001
"1037","2011-02-11",16.9
"1038","2011-02-14",17.1
"1039","2011-02-15",16.799999
"1040","2011-02-16",17.299999
"1041","2011-02-17",18.200001
"1042","2011-02-18",18.200001
"1043","2011-02-22",17.299999
"1044","2011-02-23",16.799999
"1045","2011-02-24",17.200001
"1046","2011-02-25",17.299999
"1047","2011-02-28",17.5
"1048","2011-03-01",17.4
"1049","2011-03-02",17.6
"1050","2011-03-03",18
"1051","2011-03-04",17.9
"1052","2011-03-07",17.5
"1053","2011-03-08",17.5
"1054","2011-03-09",17.700001
"1055","2011-03-10",16.6
"1056","2011-03-11",16.9
"1057","2011-03-14",16.200001
"1058","2011-03-15",16
"1059","2011-03-16",15.4
"1060","2011-03-17",15
"1061","2011-03-18",15
"1062","2011-03-21",14.5
"1063","2011-03-22",14.7
"1064","2011-03-23",14.7
"1065","2011-03-24",14.7
"1066","2011-03-25",14.8
"1067","2011-03-28",14.8
"1068","2011-03-29",15
"1069","2011-03-30",15.6
"1070","2011-03-31",15
"1071","2011-04-01",15
"1072","2011-04-04",14.8
"1073","2011-04-05",14.5
"1074","2011-04-06",14.4
"1075","2011-04-07",14.6
"1076","2011-04-08",14.5
"1077","2011-04-11",14.3
"1078","2011-04-12",14.1
"1079","2011-04-13",13.4
"1080","2011-04-14",13.2
"1081","2011-04-15",13.3
"1082","2011-04-18",12.7
"1083","2011-04-19",12.7
"1084","2011-04-20",12.7
"1085","2011-04-21",12.9
"1086","2011-04-25",13.9
"1087","2011-04-26",13.8
"1088","2011-04-27",13.2
"1089","2011-04-28",15
"1090","2011-04-29",15.6
"1091","2011-05-02",14.8
"1092","2011-05-03",14.6
"1093","2011-05-04",14.1
"1094","2011-05-05",14.2
"1095","2011-05-06",14.6
"1096","2011-05-09",14.2
"1097","2011-05-10",14.5
