"","date","INSUU"
"73","2019-07-02",10.3336
"74","2019-07-03",10.3336
"75","2019-07-05",10.3336
"76","2019-07-08",10.3336
"77","2019-07-09",10.3336
"78","2019-07-10",10.33
"79","2019-07-11",10.33
"80","2019-07-12",10.33
"81","2019-07-15",10.4
"82","2019-07-16",10.4091
"83","2019-07-17",10.45
"84","2019-07-18",10.45
"85","2019-07-19",10.45
"86","2019-07-22",10.45
"87","2019-07-23",10.4
"88","2019-07-24",10.39
"89","2019-07-25",10.39
"90","2019-07-26",10.39
"91","2019-07-29",10.38
"92","2019-07-30",10.38
"93","2019-07-31",10.38
"94","2019-08-01",10.38
"95","2019-08-02",10.38
"96","2019-08-05",10.38
"97","2019-08-06",10.38
"98","2019-08-07",10.38
"99","2019-08-08",10.38
"100","2019-08-09",10.38
"101","2019-08-12",10.38
"102","2019-08-13",10.4
"103","2019-08-14",10.38
"104","2019-08-15",10.38
"105","2019-08-16",10.39
"106","2019-08-19",10.39
"107","2019-08-20",10.3806
"108","2019-08-21",10.3806
"109","2019-08-22",10.3806
"110","2019-08-23",10.3806
"111","2019-08-26",10.39
"112","2019-08-27",10.3806
"113","2019-08-28",10.3806
"114","2019-08-29",10.3806
"115","2019-08-30",10.3806
"116","2019-09-03",10.38
"117","2019-09-04",10.38
"118","2019-09-05",10.3801
"119","2019-09-06",10.3801
"120","2019-09-09",10.3801
"121","2019-09-10",10.3801
"122","2019-09-11",10.4
"123","2019-09-12",10.38
"124","2019-09-13",10.3801
"125","2019-09-16",10.3801
"126","2019-09-17",10.3801
"127","2019-09-18",10.4
"128","2019-09-19",10.4
"129","2019-09-20",10.4
"130","2019-09-23",10.38
"131","2019-09-24",10.41
"132","2019-09-25",10.42
"133","2019-09-26",10.42
"134","2019-09-27",10.42
"135","2019-09-30",10.42
"136","2019-10-01",10.45
"137","2019-10-02",10.45
"138","2019-10-03",10.45
"139","2019-10-04",10.45
"140","2019-10-07",10.4
"141","2019-10-08",10.44
"142","2019-10-09",10.44
"143","2019-10-10",10.44
"144","2019-10-11",10.44
"145","2019-10-14",10.45
"146","2019-10-15",10.5
"147","2019-10-16",10.47
"148","2019-10-17",10.47
"149","2019-10-18",10.43
"150","2019-10-21",10.44
"151","2019-10-22",10.4416
"152","2019-10-23",10.44
"153","2019-10-24",10.45
"154","2019-10-25",10.45
"155","2019-10-28",10.45
"156","2019-10-29",10.45
"157","2019-10-30",10.45
"158","2019-10-31",10.45
"159","2019-11-01",10.415
"160","2019-11-04",10.4473
"161","2019-11-05",10.4473
"162","2019-11-06",10.43
"163","2019-11-07",10.45
"164","2019-11-08",10.43
"165","2019-11-11",10.43
"166","2019-11-12",10.43
"167","2019-11-13",10.43
"168","2019-11-14",10.43
"169","2019-11-15",10.43
"170","2019-11-18",10.43
"171","2019-11-19",10.43
"172","2019-11-20",10.45
"173","2019-11-21",10.45
"174","2019-11-22",10.45
"175","2019-11-25",10.45
"176","2019-11-26",10.45
"177","2019-11-27",10.45
"178","2019-11-29",10.43
"179","2019-12-02",10.44
"180","2019-12-03",10.44
"181","2019-12-04",10.44
"182","2019-12-05",10.45
"183","2019-12-06",10.45
"184","2019-12-09",10.45
"185","2019-12-10",10.45
"186","2019-12-11",10.45
"187","2019-12-12",10.45
"188","2019-12-13",10.45
"189","2019-12-16",10.5
"190","2019-12-17",10.5
"191","2019-12-18",10.5
"192","2019-12-19",10.55
"193","2019-12-20",10.55
"194","2019-12-23",10.55
"195","2019-12-24",10.55
"196","2019-12-26",10.6
"197","2019-12-27",10.6
"198","2019-12-30",10.6
"199","2019-12-31",10.6
"200","2020-01-02",10.6
"201","2020-01-03",10.6
"202","2020-01-06",10.6
"203","2020-01-07",10.6
"204","2020-01-08",10.6
"205","2020-01-09",10.6
"206","2020-01-10",10.6
"207","2020-01-13",10.6
"208","2020-01-14",10.6
"209","2020-01-15",10.6
"210","2020-01-16",10.6
"211","2020-01-17",10.6
"212","2020-01-21",10.6
"213","2020-01-22",10.6
"214","2020-01-23",10.65
"215","2020-01-24",10.65
"216","2020-01-27",10.65
"217","2020-01-28",10.8
"218","2020-01-29",10.8
"219","2020-01-30",10.8
"220","2020-01-31",10.8
"221","2020-02-03",10.8
"222","2020-02-04",10.8
"223","2020-02-05",10.8
"224","2020-02-06",10.8
"225","2020-02-07",10.8
"226","2020-02-10",10.8
"227","2020-02-11",10.8
"228","2020-02-12",10.8
"229","2020-02-13",10.84
"230","2020-02-14",10.84
"231","2020-02-18",10.84
"232","2020-02-19",10.85
"233","2020-02-20",10.88
"234","2020-02-21",10.88
"235","2020-02-24",10.88
"236","2020-02-25",10.9
"237","2020-02-26",10.9
"238","2020-02-27",10.85
"239","2020-02-28",10.87
"240","2020-03-02",10.87
"241","2020-03-03",10.87
"242","2020-03-04",10.88
"243","2020-03-05",10.85
"244","2020-03-06",10.85
"245","2020-03-09",10.83
"246","2020-03-10",10.8
"247","2020-03-11",10.85
"248","2020-03-12",10.76
"249","2020-03-13",10.78
"250","2020-03-16",10.75
"251","2020-03-17",10.6
"252","2020-03-18",10.6
"253","2020-03-19",10.6
"254","2020-03-20",10.6
"255","2020-03-23",10.6
"256","2020-03-24",10.6
"257","2020-03-25",10.39
"258","2020-03-26",10.39
"259","2020-03-27",10.39
"260","2020-03-30",10.38
"261","2020-03-31",10.38
"262","2020-04-01",10.38
"263","2020-04-02",10.38
"264","2020-04-03",10.38
"265","2020-04-06",10.39
"266","2020-04-07",10.39
"267","2020-04-08",10.39
"268","2020-04-09",10.39
"269","2020-04-13",10.39
"270","2020-04-14",10.39
"271","2020-04-15",10.39
"272","2020-04-16",10.39
"273","2020-04-17",10.39
"274","2020-04-20",10.39
"275","2020-04-21",10.39
"276","2020-04-22",10.39
"277","2020-04-23",10.39
"278","2020-04-24",10.39
"279","2020-04-27",10.39
"280","2020-04-28",10.39
"281","2020-04-29",10.39
"282","2020-04-30",10.39
"283","2020-05-01",10.39
"284","2020-05-04",10.32
"285","2020-05-05",10.24
"286","2020-05-06",10.24
"287","2020-05-07",10.25
"288","2020-05-08",10.39
"289","2020-05-11",10.39
"290","2020-05-12",10.39
"291","2020-05-13",10.39
"292","2020-05-14",10.39
"293","2020-05-15",10.39
"294","2020-05-18",10.39
"295","2020-05-19",10.25
"296","2020-05-20",10.32
"297","2020-05-21",10.32
"298","2020-05-22",10.55
"299","2020-05-26",10.55
"300","2020-05-27",10.55
"301","2020-05-28",10.55
"302","2020-05-29",10.55
"303","2020-06-01",10.55
"304","2020-06-02",10.55
"305","2020-06-03",10.55
"306","2020-06-04",10.55
"307","2020-06-05",10.5
"308","2020-06-08",10.5
"309","2020-06-09",10.55
"310","2020-06-10",11
"311","2020-06-11",11
"312","2020-06-12",11
"313","2020-06-15",11
"314","2020-06-16",11
"315","2020-06-17",11
"316","2020-06-18",11
"317","2020-06-19",12.28
"318","2020-06-22",13.75
"319","2020-06-23",14.1
"320","2020-06-24",13.2001
"321","2020-06-25",13.2001
"322","2020-06-26",13.6
"323","2020-06-29",15.4
"324","2020-06-30",15
"325","2020-07-01",15
"326","2020-07-02",14.6281
"327","2020-07-06",14.6281
"328","2020-07-07",14.63
"329","2020-07-08",14.63
"330","2020-07-09",14.63
"331","2020-07-10",14.63
"332","2020-07-13",14.99
"333","2020-07-14",14.99
"334","2020-07-15",14.46
"335","2020-07-16",13.3
"336","2020-07-17",13.85
"337","2020-07-20",13.85
"338","2020-07-21",13.85
"339","2020-07-22",13.85
"340","2020-07-23",13.85
"341","2020-07-24",12.6
"342","2020-07-27",12.6
"343","2020-07-28",12.6
"344","2020-07-29",12.6
"345","2020-07-30",12.5
"346","2020-07-31",12.5
"347","2020-08-03",12.5
"348","2020-08-04",12.5
"349","2020-08-05",12.5
"350","2020-08-06",12.25
"351","2020-08-07",12.25
"352","2020-08-10",12.71
"353","2020-08-11",12.71
"354","2020-08-12",12.71
"355","2020-08-13",12.7
"356","2020-08-14",12.7
"357","2020-08-17",12.7
"358","2020-08-18",12.74
"359","2020-08-19",12.79
"360","2020-08-20",12.79
"361","2020-08-21",12.79
"362","2020-08-24",14.05
"363","2020-08-25",14.05
"364","2020-08-26",14.05
"365","2020-08-27",13.65
"366","2020-08-28",13.5
"367","2020-08-31",13.5
"368","2020-09-01",15.5
"369","2020-09-02",15.9
"370","2020-09-03",15.1
"371","2020-09-04",15
"372","2020-09-08",15
"373","2020-09-09",15
"374","2020-09-10",15.1
"375","2020-09-11",15.1
"376","2020-09-14",14
"377","2020-09-15",14
"378","2020-09-16",14
"379","2020-09-17",14
"380","2020-09-18",NA
"381","2020-09-21",13.28
"382","2020-09-22",14
"383","2020-09-23",14
"384","2020-09-24",13.1
"385","2020-09-25",13.1
"386","2020-09-28",13.6
"387","2020-09-29",13.6
"388","2020-09-30",13.7459
"389","2020-10-01",12.75
"390","2020-10-02",12.75
"391","2020-10-05",12.75
"392","2020-10-06",12.75
"393","2020-10-07",12.75
"394","2020-10-08",12.75
"395","2020-10-09",12.75
"396","2020-10-12",12.8
"397","2020-10-13",12.8
"398","2020-10-14",12.8
"399","2020-10-15",NA
"400","2020-10-16",NA
"401","2020-10-19",NA
"402","2020-10-20",NA
"403","2020-10-21",NA
"404","2020-10-22",NA
"405","2020-10-23",NA
"406","2020-10-26",NA
"407","2020-10-27",NA
"408","2020-10-28",NA
"409","2020-10-29",NA
"410","2020-10-30",NA
"411","2020-11-02",NA
"412","2020-11-03",NA
"413","2020-11-04",NA
"414","2020-11-05",NA
"415","2020-11-06",NA
"416","2020-11-09",NA
"417","2020-11-10",NA
"418","2020-11-11",NA
"419","2020-11-12",NA
"420","2020-11-13",NA
"421","2020-11-16",NA
"422","2020-11-17",NA
"423","2020-11-18",NA
"424","2020-11-19",NA
"425","2020-11-20",NA
"426","2020-11-23",NA
"427","2020-11-24",NA
"428","2020-11-25",NA
