"","date","ASLN"
"216","2019-03-14",4.24
"217","2019-03-15",4.25
"218","2019-03-18",4.17
"219","2019-03-19",4.33
"220","2019-03-20",4.5
"221","2019-03-21",4.38
"222","2019-03-22",4.13
"223","2019-03-25",4.06
"224","2019-03-26",4.171
"225","2019-03-27",4.15
"226","2019-03-28",4.274
"227","2019-03-29",4.29
"228","2019-04-01",4.05
"229","2019-04-02",4.143
"230","2019-04-03",4.1
"231","2019-04-04",4.3
"232","2019-04-05",4.055
"233","2019-04-08",4.3
"234","2019-04-09",4.26
"235","2019-04-10",4.13
"236","2019-04-11",4.3
"237","2019-04-12",4.3
"238","2019-04-15",4.3
"239","2019-04-16",4.16
"240","2019-04-17",4.01
"241","2019-04-18",4.01
"242","2019-04-22",3.97
"243","2019-04-23",4.5
"244","2019-04-24",3.95
"245","2019-04-25",4.02
"246","2019-04-26",3.96
"247","2019-04-29",3.882
"248","2019-04-30",3.83
"249","2019-05-01",3.7
"250","2019-05-02",3.71
"251","2019-05-03",3.65
"252","2019-05-06",3.68
"253","2019-05-07",3.86
"254","2019-05-08",3.7
"255","2019-05-09",3.81
"256","2019-05-10",3.7
"257","2019-05-13",3.579
"258","2019-05-14",3.55
"259","2019-05-15",3.53
"260","2019-05-16",3.7
"261","2019-05-17",3.6
"262","2019-05-20",3.4
"263","2019-05-21",3.417
"264","2019-05-22",3.4
"265","2019-05-23",3.22
"266","2019-05-24",3.2
"267","2019-05-28",3.38
"268","2019-05-29",3.302
"269","2019-05-30",3.24
"270","2019-05-31",2.91
"271","2019-06-03",3.543
"272","2019-06-04",3.7
"273","2019-06-05",3.63
"274","2019-06-06",3.678
"275","2019-06-07",3.7
"276","2019-06-10",3.51
"277","2019-06-11",3.6
"278","2019-06-12",3.55
"279","2019-06-13",3.5
"280","2019-06-14",3.26
"281","2019-06-17",3.6
"282","2019-06-18",3.63
"283","2019-06-19",3.1
"284","2019-06-20",3.28
"285","2019-06-21",3.4
"286","2019-06-24",3.55
"287","2019-06-25",3.48
"288","2019-06-26",3.35
"289","2019-06-27",3.07
"290","2019-06-28",3.07
"291","2019-07-01",3.34
"292","2019-07-02",3.49
"293","2019-07-03",3.49
"294","2019-07-05",3.37
"295","2019-07-08",3.85
"296","2019-07-09",3.74
"297","2019-07-10",3.45
"298","2019-07-11",3.45
"299","2019-07-12",3.6
"300","2019-07-15",3.23
"301","2019-07-16",3.23
"302","2019-07-17",3.15
"303","2019-07-18",3.272
"304","2019-07-19",3.22
"305","2019-07-22",3.2
"306","2019-07-23",3.172
"307","2019-07-24",3.1
"308","2019-07-25",3.271
"309","2019-07-26",3.105
"310","2019-07-29",3.25
"311","2019-07-30",2.92
"312","2019-07-31",3.2
"313","2019-08-01",3.3
"314","2019-08-02",3.215
"315","2019-08-05",3.102
"316","2019-08-06",2.837
"317","2019-08-07",2.9
"318","2019-08-08",3.05
"319","2019-08-09",2.67
"320","2019-08-12",2.7
"321","2019-08-13",2.68
"322","2019-08-14",2.73
"323","2019-08-15",2.695
"324","2019-08-16",2.93
"325","2019-08-19",2.62
"326","2019-08-20",2.31
"327","2019-08-21",2.475
"328","2019-08-22",2.07
"329","2019-08-23",1.7
"330","2019-08-26",1.65
"331","2019-08-27",1.51
"332","2019-08-28",1.675
"333","2019-08-29",1.68
"334","2019-08-30",1.66
"335","2019-09-03",1.61
"336","2019-09-04",1.62
"337","2019-09-05",1.55
"338","2019-09-06",1.64
"339","2019-09-09",1.617
"340","2019-09-10",1.73
"341","2019-09-11",1.72
"342","2019-09-12",1.83
"343","2019-09-13",2
"344","2019-09-16",1.9
"345","2019-09-17",1.97
"346","2019-09-18",1.95
"347","2019-09-19",1.95
"348","2019-09-20",1.8
"349","2019-09-23",2
"350","2019-09-24",1.83
"351","2019-09-25",1.86
"352","2019-09-26",1.794
"353","2019-09-27",1.79
"354","2019-09-30",1.73
"355","2019-10-01",1.66
"356","2019-10-02",1.585
"357","2019-10-03",1.64
"358","2019-10-04",1.51
"359","2019-10-07",1.5
"360","2019-10-08",1.55
"361","2019-10-09",1.62
"362","2019-10-10",1.55
"363","2019-10-11",1.66
"364","2019-10-14",1.7
"365","2019-10-15",1.69
"366","2019-10-16",1.7
"367","2019-10-17",1.58
"368","2019-10-18",1.62
"369","2019-10-21",1.57
"370","2019-10-22",1.596
"371","2019-10-23",1.55
"372","2019-10-24",1.6
"373","2019-10-25",1.6
"374","2019-10-28",1.6
"375","2019-10-29",1.7
"376","2019-10-30",1.62
"377","2019-10-31",1.63
"378","2019-11-01",1.75
"379","2019-11-04",1.69
"380","2019-11-05",1.76
"381","2019-11-06",2.28
"382","2019-11-07",2.13
"383","2019-11-08",2.08
"384","2019-11-11",0.666
"385","2019-11-12",0.495
"386","2019-11-13",0.372
"387","2019-11-14",0.44
"388","2019-11-15",0.448
"389","2019-11-18",0.4
"390","2019-11-19",0.415
"391","2019-11-20",0.423
"392","2019-11-21",0.44
"393","2019-11-22",1.73
"394","2019-11-25",1.28
"395","2019-11-26",1.28
"396","2019-11-27",2.32
"397","2019-11-29",3.82
"398","2019-12-02",5.2
"399","2019-12-03",2.62
"400","2019-12-04",2.75
"401","2019-12-05",2.49
"402","2019-12-06",2.36
"403","2019-12-09",2.34
"404","2019-12-10",2.27
"405","2019-12-11",2.1
"406","2019-12-12",2.11
"407","2019-12-13",2.07
"408","2019-12-16",2.107
"409","2019-12-17",2.33
"410","2019-12-18",2.57
"411","2019-12-19",2.24
"412","2019-12-20",2.19
"413","2019-12-23",2.37
"414","2019-12-24",2.38
"415","2019-12-26",2.26
"416","2019-12-27",2.16
"417","2019-12-30",2.03
"418","2019-12-31",2.03
"419","2020-01-02",2.02
"420","2020-01-03",2.16
"421","2020-01-06",2.17
"422","2020-01-07",2.1
"423","2020-01-08",2.11
"424","2020-01-09",2.03
"425","2020-01-10",2.36
"426","2020-01-13",2.55
"427","2020-01-14",2.48
"428","2020-01-15",2.45
"429","2020-01-16",2.8
"430","2020-01-17",2.63
"431","2020-01-21",2.59
"432","2020-01-22",2.58
"433","2020-01-23",2.5
"434","2020-01-24",2.18
"435","2020-01-27",2.12
"436","2020-01-28",2.16
"437","2020-01-29",2.08
"438","2020-01-30",2.04
"439","2020-01-31",2
"440","2020-02-03",2.15
"441","2020-02-04",2.17
"442","2020-02-05",2.19
"443","2020-02-06",2.095
"444","2020-02-07",2.13
"445","2020-02-10",2.11
"446","2020-02-11",2.11
"447","2020-02-12",2.19
"448","2020-02-13",2.15
"449","2020-02-14",2.113
"450","2020-02-18",2.15
"451","2020-02-19",2.14
"452","2020-02-20",2.1
"453","2020-02-21",2.02
"454","2020-02-24",1.96
"455","2020-02-25",2.02
"456","2020-02-26",1.94
"457","2020-02-27",1.94
"458","2020-02-28",1.8
"459","2020-03-02",1.97
"460","2020-03-03",1.88
"461","2020-03-04",1.96
"462","2020-03-05",2.012
"463","2020-03-06",2.15
"464","2020-03-09",1.88
"465","2020-03-10",1.75
"466","2020-03-11",1.59
"467","2020-03-12",1.245
"468","2020-03-13",1.21
"469","2020-03-16",1.12
"470","2020-03-17",1.05
"471","2020-03-18",0.94
"472","2020-03-19",0.93
"473","2020-03-20",1
"474","2020-03-23",0.98
"475","2020-03-24",0.98
"476","2020-03-25",1.17
"477","2020-03-26",1.165
"478","2020-03-27",1.13
"479","2020-03-30",1.005
"480","2020-03-31",1.02
"481","2020-04-01",0.96
"482","2020-04-02",1.01
"483","2020-04-03",0.965
"484","2020-04-06",1.03
"485","2020-04-07",1
"486","2020-04-08",1.05
"487","2020-04-09",1.19
"488","2020-04-13",1.59
"489","2020-04-14",1.9
"490","2020-04-15",1.72
"491","2020-04-16",1.58
"492","2020-04-17",1.56
"493","2020-04-20",1.651
"494","2020-04-21",1.79
"495","2020-04-22",1.647
"496","2020-04-23",1.64
"497","2020-04-24",1.63
"498","2020-04-27",1.72
"499","2020-04-28",1.63
"500","2020-04-29",1.73
"501","2020-04-30",1.683
"502","2020-05-01",1.64
"503","2020-05-04",1.59
"504","2020-05-05",1.6
"505","2020-05-06",1.64
"506","2020-05-07",1.65
"507","2020-05-08",1.746
"508","2020-05-11",1.85
"509","2020-05-12",1.76
"510","2020-05-13",1.66
"511","2020-05-14",1.55
"512","2020-05-15",1.68
"513","2020-05-18",1.75
"514","2020-05-19",1.79
"515","2020-05-20",1.78
"516","2020-05-21",1.75
"517","2020-05-22",1.73
"518","2020-05-26",1.76
"519","2020-05-27",1.71
"520","2020-05-28",1.759
"521","2020-05-29",1.76
"522","2020-06-01",1.8
"523","2020-06-02",1.91
"524","2020-06-03",1.83
"525","2020-06-04",1.8
"526","2020-06-05",1.77
"527","2020-06-08",1.89
"528","2020-06-09",1.97
"529","2020-06-10",1.9
"530","2020-06-11",1.84
"531","2020-06-12",1.85
"532","2020-06-15",1.93
"533","2020-06-16",1.91
"534","2020-06-17",1.86
"535","2020-06-18",1.915
"536","2020-06-19",1.92
"537","2020-06-22",1.9
"538","2020-06-23",1.95
"539","2020-06-24",2.12
"540","2020-06-25",2.194
"541","2020-06-26",2
"542","2020-06-29",1.92
"543","2020-06-30",2
"544","2020-07-01",2
"545","2020-07-02",1.98
"546","2020-07-06",1.9
"547","2020-07-07",1.9
"548","2020-07-08",1.9
"549","2020-07-09",1.93
"550","2020-07-10",1.87
"551","2020-07-13",1.78
"552","2020-07-14",1.79
"553","2020-07-15",1.75
"554","2020-07-16",1.85
"555","2020-07-17",2.04
"556","2020-07-20",1.94
"557","2020-07-21",1.86
"558","2020-07-22",1.83
"559","2020-07-23",1.81
"560","2020-07-24",1.74
"561","2020-07-27",1.69
"562","2020-07-28",1.7
"563","2020-07-29",1.66
"564","2020-07-30",1.6
"565","2020-07-31",1.51
"566","2020-08-03",1.59
"567","2020-08-04",1.63
"568","2020-08-05",1.67
"569","2020-08-06",1.62
"570","2020-08-07",1.64
"571","2020-08-10",1.64
"572","2020-08-11",1.67
"573","2020-08-12",1.66
"574","2020-08-13",1.65
"575","2020-08-14",1.61
"576","2020-08-17",1.62
"577","2020-08-18",1.66
"578","2020-08-19",1.65
"579","2020-08-20",1.68
"580","2020-08-21",1.61
"581","2020-08-24",1.61
"582","2020-08-25",1.6
"583","2020-08-26",1.54
"584","2020-08-27",1.53
"585","2020-08-28",1.53
"586","2020-08-31",1.51
"587","2020-09-01",1.48
"588","2020-09-02",1.48
"589","2020-09-03",1.42
"590","2020-09-04",1.429
"591","2020-09-08",1.41
"592","2020-09-09",1.42
"593","2020-09-10",1.52
"594","2020-09-11",1.48
"595","2020-09-14",1.493
"596","2020-09-15",1.51
"597","2020-09-16",1.51
"598","2020-09-17",1.52
"599","2020-09-18",1.53
"600","2020-09-21",1.495
"601","2020-09-22",1.659
"602","2020-09-23",1.92
"603","2020-09-24",1.77
"604","2020-09-25",1.87
"605","2020-09-28",1.9
"606","2020-09-29",1.903
"607","2020-09-30",1.9
"608","2020-10-01",1.98
"609","2020-10-02",1.95
"610","2020-10-05",1.93
"611","2020-10-06",1.9
"612","2020-10-07",1.98
"613","2020-10-08",1.94
"614","2020-10-09",1.94
"615","2020-10-12",1.89
"616","2020-10-13",1.945
"617","2020-10-14",1.925
"618","2020-10-15",1.91
"619","2020-10-16",2.05
"620","2020-10-19",1.9
"621","2020-10-20",1.91
"622","2020-10-21",1.91
"623","2020-10-22",1.87
"624","2020-10-23",1.84
"625","2020-10-26",1.75
"626","2020-10-27",1.71
"627","2020-10-28",1.69
"628","2020-10-29",1.64
"629","2020-10-30",1.66
"630","2020-11-02",1.56
"631","2020-11-03",1.55
"632","2020-11-04",1.6
"633","2020-11-05",1.56
"634","2020-11-06",1.54
"635","2020-11-09",1.65
"636","2020-11-10",1.6
"637","2020-11-11",1.59
"638","2020-11-12",1.62
"639","2020-11-13",1.6
"640","2020-11-16",1.64
"641","2020-11-17",1.62
"642","2020-11-18",1.67
"643","2020-11-19",1.71
"644","2020-11-20",1.75
"645","2020-11-23",1.76
"646","2020-11-24",1.82
"647","2020-11-25",1.87
"648","2020-11-27",1.88
