"","date","MNCL"
"189","2019-11-25",10.04
"190","2019-11-26",10.06
"191","2019-11-27",10.06
"192","2019-11-29",10.05
"193","2019-12-02",10.05
"194","2019-12-03",10.02
"195","2019-12-04",10.05
"196","2019-12-05",10.05
"197","2019-12-06",10.06
"198","2019-12-09",10.19
"199","2019-12-10",10.2
"200","2019-12-11",10.19
"201","2019-12-12",10.19
"202","2019-12-13",10.16
"203","2019-12-16",10.19
"204","2019-12-17",10.19
"205","2019-12-18",10.19
"206","2019-12-19",10.18
"207","2019-12-20",10.19
"208","2019-12-23",10.18
"209","2019-12-24",10.18
"210","2019-12-26",10.18
"211","2019-12-27",10.16
"212","2019-12-30",10.16
"213","2019-12-31",10.18
"214","2020-01-02",10.2
"215","2020-01-03",10.2
"216","2020-01-06",10.2
"217","2020-01-07",10.16
"218","2020-01-08",10.15
"219","2020-01-09",10.18
"220","2020-01-10",10.155
"221","2020-01-13",10.17
"222","2020-01-14",10.164
"223","2020-01-15",10.17
"224","2020-01-16",10.18
"225","2020-01-17",10.18
"226","2020-01-21",10.18
"227","2020-01-22",10.18
"228","2020-01-23",10.18
"229","2020-01-24",10.208
"230","2020-01-27",10.208
"231","2020-01-28",10.2
"232","2020-01-29",10.2
"233","2020-01-30",10.22
"234","2020-01-31",10.197
"235","2020-02-03",10.18
"236","2020-02-04",10.23
"237","2020-02-05",10.18
"238","2020-02-06",10.24
"239","2020-02-07",10.24
"240","2020-02-10",10.24
"241","2020-02-11",10.24
"242","2020-02-12",10.22
"243","2020-02-13",10.22
"244","2020-02-14",10.19
"245","2020-02-18",10.23
"246","2020-02-19",10.24
"247","2020-02-20",10.24
"248","2020-02-21",10.24
"249","2020-02-24",10.194
"250","2020-02-25",10.24
"251","2020-02-26",10.19
"252","2020-02-27",10.2
"253","2020-02-28",10.16
"254","2020-03-02",10.168
"255","2020-03-03",10.18
"256","2020-03-04",10.16
"257","2020-03-05",10.166
"258","2020-03-06",10.16
"259","2020-03-09",10.15
"260","2020-03-10",10.15
"261","2020-03-11",10.12
"262","2020-03-12",10
"263","2020-03-13",10
"264","2020-03-16",10
"265","2020-03-17",10
"266","2020-03-18",10.02
"267","2020-03-19",10.02
"268","2020-03-20",9.9
"269","2020-03-23",9.9
"270","2020-03-24",9.9
"271","2020-03-25",9.95
"272","2020-03-26",10.01
"273","2020-03-27",10.01
"274","2020-03-30",10.05
"275","2020-03-31",10.05
"276","2020-04-01",10.055
"277","2020-04-02",10.15
"278","2020-04-03",10.05
"279","2020-04-06",10.05
"280","2020-04-07",10.05
"281","2020-04-08",10.05
"282","2020-04-09",10.05
"283","2020-04-13",10.07
"284","2020-04-14",10.1
"285","2020-04-15",10.1
"286","2020-04-16",10.18
"287","2020-04-17",10.18
"288","2020-04-20",10.18
"289","2020-04-21",10.18
"290","2020-04-22",10.18
"291","2020-04-23",10.15
"292","2020-04-24",10.19
"293","2020-04-27",10.19
"294","2020-04-28",10.19
"295","2020-04-29",10.19
"296","2020-04-30",10.19
"297","2020-05-01",10.15
"298","2020-05-04",10.15
"299","2020-05-05",10.15
"300","2020-05-06",10.14
"301","2020-05-07",10.13
"302","2020-05-08",10.13
"303","2020-05-11",10.13
"304","2020-05-12",10.13
"305","2020-05-13",10.13
"306","2020-05-14",10.13
"307","2020-05-15",10.13
"308","2020-05-18",10.12
"309","2020-05-19",10.12
"310","2020-05-20",10.12
"311","2020-05-21",10.12
"312","2020-05-22",10.12
"313","2020-05-26",10.12
"314","2020-05-27",10.12
"315","2020-05-28",10.12
"316","2020-05-29",10.25
"317","2020-06-01",10.35
"318","2020-06-02",10.35
"319","2020-06-03",10.12
"320","2020-06-04",10.178
"321","2020-06-05",10.3
"322","2020-06-08",10.234
"323","2020-06-09",10.13
"324","2020-06-10",10.233
"325","2020-06-11",10.156
"326","2020-06-12",10.13
"327","2020-06-15",10.13
"328","2020-06-16",10.13
"329","2020-06-17",10.22
"330","2020-06-18",10.23
"331","2020-06-19",10.288
"332","2020-06-22",10.3
"333","2020-06-23",10.29
"334","2020-06-24",10.28
"335","2020-06-25",10.27
"336","2020-06-26",10.29
"337","2020-06-29",10.25
"338","2020-06-30",10.27
"339","2020-07-01",10.26
"340","2020-07-02",10.27
"341","2020-07-06",10.255
"342","2020-07-07",10.26
"343","2020-07-08",10.26
"344","2020-07-09",10.28
"345","2020-07-10",10.27
"346","2020-07-13",10.3
"347","2020-07-14",10.28
"348","2020-07-15",10.34
"349","2020-07-16",10.34
"350","2020-07-17",10.35
"351","2020-07-20",10.35
"352","2020-07-21",10.39
"353","2020-07-22",10.34
"354","2020-07-23",10.375
"355","2020-07-24",10.343
"356","2020-07-27",10.37
"357","2020-07-28",10.35
"358","2020-07-29",10.34
"359","2020-07-30",10.3
"360","2020-07-31",10.3
"361","2020-08-03",10.44
"362","2020-08-04",10.42
"363","2020-08-05",10.29
"364","2020-08-06",10.28
"365","2020-08-07",10.284
"366","2020-08-10",10.31
"367","2020-08-11",10.33
"368","2020-08-12",10.25
"369","2020-08-13",10.26
"370","2020-08-14",10.26
"371","2020-08-17",10.33
"372","2020-08-18",10.25
"373","2020-08-19",10.225
"374","2020-08-20",10.2
"375","2020-08-21",10.22
"376","2020-08-24",10.24
"377","2020-08-25",10.3
"378","2020-08-26",10.282
"379","2020-08-27",10.282
"380","2020-08-28",10.24
"381","2020-08-31",10.28
"382","2020-09-01",10.3
"383","2020-09-02",10.24
"384","2020-09-03",10.24
"385","2020-09-04",10.264
"386","2020-09-08",10.3
"387","2020-09-09",10.292
"388","2020-09-10",10.21
"389","2020-09-11",10.2
"390","2020-09-14",10.25
"391","2020-09-15",10.27
"392","2020-09-16",10.26
"393","2020-09-17",10.25
"394","2020-09-18",10.245
"395","2020-09-21",10.23
"396","2020-09-22",10.225
"397","2020-09-23",10.2
"398","2020-09-24",10.2
"399","2020-09-25",10.22
"400","2020-09-28",10.227
"401","2020-09-29",10.22
"402","2020-09-30",10.24
"403","2020-10-01",10.21
"404","2020-10-02",10.23
"405","2020-10-05",10.225
"406","2020-10-06",10.2
"407","2020-10-07",10.207
"408","2020-10-08",10.22
"409","2020-10-09",10.23
"410","2020-10-12",10.2
"411","2020-10-13",10.21
"412","2020-10-14",10.25
"413","2020-10-15",10.22
"414","2020-10-16",10.24
"415","2020-10-19",10.225
"416","2020-10-20",10.22
"417","2020-10-21",10.228
"418","2020-10-22",10.233
"419","2020-10-23",10.235
"420","2020-10-26",10.25
"421","2020-10-27",10.25
"422","2020-10-28",10.24
"423","2020-10-29",10.23
"424","2020-10-30",9.83
"425","2020-11-02",9.35
"426","2020-11-03",9.76
"427","2020-11-04",9.55
"428","2020-11-05",10.12
"429","2020-11-06",10.12
"430","2020-11-09",10.08
"431","2020-11-10",10.3
"432","2020-11-11",10.32
"433","2020-11-12",10.31
"434","2020-11-13",10.27
"435","2020-11-16",10.32
"436","2020-11-17",10.18
"437","2020-11-18",10.21
"438","2020-11-19",10.21
"439","2020-11-20",10.1
"440","2020-11-23",10.16
"441","2020-11-24",10.205
"442","2020-11-25",10.25
"443","2020-11-27",10.46
