"","date","ATHX"
"91","2007-10-18",5
"92","2007-10-19",5.27
"93","2007-10-22",5.25
"94","2007-10-23",5.25
"95","2007-10-24",5.2
"96","2007-10-25",5.12
"97","2007-10-26",5.12
"98","2007-10-29",5
"99","2007-10-30",4.75
"100","2007-10-31",5
"101","2007-11-01",5
"102","2007-11-02",4.99
"103","2007-11-05",4.99
"104","2007-11-06",4.8
"105","2007-11-07",4.8
"106","2007-11-08",4.9
"107","2007-11-09",4.8
"108","2007-11-12",4.8
"109","2007-11-13",4.8
"110","2007-11-14",4.8
"111","2007-11-15",4.8
"112","2007-11-16",4.89
"113","2007-11-19",4.7
"114","2007-11-20",4.7
"115","2007-11-21",4.75
"116","2007-11-23",4.75
"117","2007-11-26",4.65
"118","2007-11-27",4.5
"119","2007-11-28",4.5
"120","2007-11-29",4.5
"121","2007-11-30",4.5
"122","2007-12-03",4.5
"123","2007-12-04",4.5
"124","2007-12-05",4.55
"125","2007-12-06",4.4
"126","2007-12-07",4.5
"127","2007-12-10",4.5
"128","2007-12-11",4.5
"129","2007-12-12",4.5
"130","2007-12-13",4.5
"131","2007-12-14",4.5
"132","2007-12-17",4.5
"133","2007-12-18",4.5
"134","2007-12-19",4.37
"135","2007-12-20",3.9
"136","2007-12-21",4.1
"137","2007-12-24",4.07
"138","2007-12-26",4.06
"139","2007-12-27",4.4
"140","2007-12-28",5
"141","2007-12-31",4.91
"142","2008-01-02",4.91
"143","2008-01-03",4.89
"144","2008-01-04",4.89
"145","2008-01-07",4.89
"146","2008-01-08",4.9
"147","2008-01-09",4.9
"148","2008-01-10",4.4
"149","2008-01-11",4.89
"150","2008-01-14",4.89
"151","2008-01-15",4.89
"152","2008-01-16",4.85
"153","2008-01-17",4.89
"154","2008-01-18",4.25
"155","2008-01-22",4.25
"156","2008-01-23",4.25
"157","2008-01-24",4.9
"158","2008-01-25",4.8
"159","2008-01-28",4.3
"160","2008-01-29",4.48
"161","2008-01-30",4.38
"162","2008-01-31",5
"163","2008-02-01",4.87
"164","2008-02-04",4.5
"165","2008-02-05",4.4
"166","2008-02-06",4.4
"167","2008-02-07",4.2
"168","2008-02-08",4.2
"169","2008-02-11",4.2
"170","2008-02-12",4.2
"171","2008-02-13",4.08
"172","2008-02-14",4.03
"173","2008-02-15",4
"174","2008-02-19",4
"175","2008-02-20",3.5
"176","2008-02-21",3.5
"177","2008-02-22",3.75
"178","2008-02-25",3.75
"179","2008-02-26",3.75
"180","2008-02-27",3.75
"181","2008-02-28",4
"182","2008-02-29",4.45
"183","2008-03-03",4.1
"184","2008-03-04",4.5
"185","2008-03-05",3.99
"186","2008-03-06",4
"187","2008-03-07",4.11
"188","2008-03-10",3.75
"189","2008-03-11",3.97
"190","2008-03-12",4
"191","2008-03-13",4
"192","2008-03-14",3.55
"193","2008-03-17",3.7
"194","2008-03-18",3.52
"195","2008-03-19",3.7
"196","2008-03-20",3.59
"197","2008-03-24",3.84
"198","2008-03-25",3.64
"199","2008-03-26",4
"200","2008-03-27",4
"201","2008-03-28",3.75
"202","2008-03-31",3.75
"203","2008-04-01",3
"204","2008-04-02",3.5
"205","2008-04-03",3.49
"206","2008-04-04",3.48
"207","2008-04-07",3.42
"208","2008-04-08",3.37
"209","2008-04-09",2.8
"210","2008-04-10",2.8
"211","2008-04-11",3
"212","2008-04-14",3.02
"213","2008-04-15",2.8
"214","2008-04-16",2.75
"215","2008-04-17",2.9
"216","2008-04-18",2.9
"217","2008-04-21",2.6
"218","2008-04-22",2.51
"219","2008-04-23",2.51
"220","2008-04-24",2.81
"221","2008-04-25",2.75
"222","2008-04-28",2.5
"223","2008-04-29",2.79
"224","2008-04-30",3
"225","2008-05-01",2.58
"226","2008-05-02",2.8
"227","2008-05-05",2.8
"228","2008-05-06",2.41
"229","2008-05-07",2.29
"230","2008-05-08",2.36
"231","2008-05-09",2.31
"232","2008-05-12",2.52
"233","2008-05-13",2.29
"234","2008-05-14",2.25
"235","2008-05-15",2.5
"236","2008-05-16",2.49
"237","2008-05-19",2.44
"238","2008-05-20",2.25
"239","2008-05-21",2.45
"240","2008-05-22",2.3
"241","2008-05-23",2.51
"242","2008-05-27",2.8
"243","2008-05-28",3.29
"244","2008-05-29",3.2
"245","2008-05-30",3.24
"246","2008-06-02",3.24
"247","2008-06-03",3.13
"248","2008-06-04",3.2
"249","2008-06-05",3.25
"250","2008-06-06",3.17
"251","2008-06-09",3.09
"252","2008-06-10",3
"253","2008-06-11",2.83
"254","2008-06-12",2.83
"255","2008-06-13",3
"256","2008-06-16",2.96
"257","2008-06-17",2.95
"258","2008-06-18",2.95
"259","2008-06-19",2.86
"260","2008-06-20",2.81
"261","2008-06-23",3
"262","2008-06-24",2.61
"263","2008-06-25",2.6
"264","2008-06-26",2.26
"265","2008-06-27",2.5
"266","2008-06-30",2.45
"267","2008-07-01",2.5
"268","2008-07-02",2.3
"269","2008-07-03",2.8
"270","2008-07-07",2.75
"271","2008-07-08",2.47
"272","2008-07-09",2.48
"273","2008-07-10",2.6
"274","2008-07-11",2.6
"275","2008-07-14",2.41
"276","2008-07-15",2.49
"277","2008-07-16",2.61
"278","2008-07-17",3.66
"279","2008-07-18",2.8
"280","2008-07-21",2.69
"281","2008-07-22",2.55
"282","2008-07-23",2.65
"283","2008-07-24",2.65
"284","2008-07-25",2.65
"285","2008-07-28",2.62
"286","2008-07-29",2.62
"287","2008-07-30",2.62
"288","2008-07-31",2.7
"289","2008-08-01",2.7
"290","2008-08-04",2.7
"291","2008-08-05",2.97
"292","2008-08-06",2.4
"293","2008-08-07",3.22
"294","2008-08-08",2.81
"295","2008-08-11",2.81
"296","2008-08-12",3.17
"297","2008-08-13",3
"298","2008-08-14",2.79
"299","2008-08-15",3
"300","2008-08-18",2.87
"301","2008-08-19",2.7
"302","2008-08-20",2.7
"303","2008-08-21",2.89
"304","2008-08-22",2.61
"305","2008-08-25",2.61
"306","2008-08-26",2.65
"307","2008-08-27",2.65
"308","2008-08-28",2.65
"309","2008-08-29",2.7
"310","2008-09-02",2.51
"311","2008-09-03",2.55
"312","2008-09-04",2.36
"313","2008-09-05",2.34
"314","2008-09-08",2.34
"315","2008-09-09",2.3
"316","2008-09-10",2.54
"317","2008-09-11",2.65
"318","2008-09-12",2.59
"319","2008-09-15",2.57
"320","2008-09-16",2.02
"321","2008-09-17",2.15
"322","2008-09-18",2.05
"323","2008-09-19",2
"324","2008-09-22",2.18
"325","2008-09-23",2.12
"326","2008-09-24",1.92
"327","2008-09-25",1.86
"328","2008-09-26",1.85
"329","2008-09-29",1.49
"330","2008-09-30",1.74
"331","2008-10-01",1.52
"332","2008-10-02",1.61
"333","2008-10-03",1.72
"334","2008-10-06",1.64
"335","2008-10-07",1.22
"336","2008-10-08",0.92
"337","2008-10-09",1.24
"338","2008-10-10",1.16
"339","2008-10-13",1.11
"340","2008-10-14",1.48
"341","2008-10-15",1.57
"342","2008-10-16",1.27
"343","2008-10-17",1.35
"344","2008-10-20",1.43
"345","2008-10-21",1
"346","2008-10-22",0.85
"347","2008-10-23",0.68
"348","2008-10-24",0.64
"349","2008-10-27",0.65
"350","2008-10-28",0.58
"351","2008-10-29",0.55
"352","2008-10-30",0.65
"353","2008-10-31",0.73
"354","2008-11-03",0.65
"355","2008-11-04",0.63
"356","2008-11-05",0.5
"357","2008-11-06",0.58
"358","2008-11-07",0.47
"359","2008-11-10",0.42
"360","2008-11-11",0.44
"361","2008-11-12",0.36
"362","2008-11-13",0.39
"363","2008-11-14",0.4
"364","2008-11-17",0.37
"365","2008-11-18",0.4
"366","2008-11-19",0.4
"367","2008-11-20",0.35
"368","2008-11-21",0.34
"369","2008-11-24",0.48
"370","2008-11-25",0.33
"371","2008-11-26",0.38
"372","2008-11-28",0.48
"373","2008-12-01",0.45
"374","2008-12-02",0.35
"375","2008-12-03",0.35
"376","2008-12-04",0.39
"377","2008-12-05",0.35
"378","2008-12-08",0.32
"379","2008-12-09",0.38
"380","2008-12-10",0.34
"381","2008-12-11",0.44
"382","2008-12-12",0.46
"383","2008-12-15",0.47
"384","2008-12-16",0.43
"385","2008-12-17",0.47
"386","2008-12-18",0.49
"387","2008-12-19",0.48
"388","2008-12-22",0.48
"389","2008-12-23",0.44
"390","2008-12-24",0.49
"391","2008-12-26",0.52
"392","2008-12-29",0.51
"393","2008-12-30",0.48
"394","2008-12-31",0.45
"395","2009-01-02",0.47
"396","2009-01-05",0.53
"397","2009-01-06",0.6
"398","2009-01-07",0.69
"399","2009-01-08",0.61
"400","2009-01-09",0.59
"401","2009-01-12",0.6
"402","2009-01-13",0.74
"403","2009-01-14",0.75
"404","2009-01-15",0.75
"405","2009-01-16",0.71
"406","2009-01-20",0.67
"407","2009-01-21",0.65
"408","2009-01-22",0.68
"409","2009-01-23",0.8
"410","2009-01-26",0.85
"411","2009-01-27",0.77
"412","2009-01-28",0.74
"413","2009-01-29",0.84
"414","2009-01-30",1.01
"415","2009-02-02",1.07
"416","2009-02-03",1.22
"417","2009-02-04",1.18
"418","2009-02-05",1.1
"419","2009-02-06",1.1
"420","2009-02-09",1.02
"421","2009-02-10",0.87
"422","2009-02-11",0.95
"423","2009-02-12",1
"424","2009-02-13",0.97
"425","2009-02-17",0.95
"426","2009-02-18",0.83
"427","2009-02-19",0.78
"428","2009-02-20",0.67
"429","2009-02-23",0.68
"430","2009-02-24",0.7
"431","2009-02-25",0.7
"432","2009-02-26",0.63
"433","2009-02-27",0.6
"434","2009-03-02",0.55
"435","2009-03-03",0.5
"436","2009-03-04",0.52
"437","2009-03-05",0.57
"438","2009-03-06",0.58
"439","2009-03-09",0.56
"440","2009-03-10",0.54
"441","2009-03-11",0.52
"442","2009-03-12",0.49
"443","2009-03-13",0.56
"444","2009-03-16",0.71
"445","2009-03-17",0.88
"446","2009-03-18",0.79
"447","2009-03-19",0.75
"448","2009-03-20",0.79
"449","2009-03-23",0.75
"450","2009-03-24",0.73
"451","2009-03-25",0.77
"452","2009-03-26",0.77
"453","2009-03-27",0.87
"454","2009-03-30",0.9
"455","2009-03-31",0.9
"456","2009-04-01",0.85
"457","2009-04-02",0.79
"458","2009-04-03",0.8
"459","2009-04-06",0.88
"460","2009-04-07",1
"461","2009-04-08",0.9
"462","2009-04-09",0.84
"463","2009-04-13",0.75
"464","2009-04-14",0.8
"465","2009-04-15",0.82
"466","2009-04-16",0.8
"467","2009-04-17",0.81
"468","2009-04-20",0.77
"469","2009-04-21",0.81
"470","2009-04-22",0.8
"471","2009-04-23",0.8
"472","2009-04-24",0.8
"473","2009-04-27",0.79
"474","2009-04-28",0.8
"475","2009-04-29",0.81
"476","2009-04-30",0.8
"477","2009-05-01",0.81
"478","2009-05-04",0.8
"479","2009-05-05",0.9
"480","2009-05-06",0.85
"481","2009-05-07",0.87
"482","2009-05-08",0.82
"483","2009-05-11",0.9
"484","2009-05-12",0.86
"485","2009-05-13",0.83
"486","2009-05-14",0.83
"487","2009-05-15",0.82
"488","2009-05-18",0.83
"489","2009-05-19",0.9
"490","2009-05-20",0.86
"491","2009-05-21",0.89
"492","2009-05-22",0.89
"493","2009-05-26",0.89
"494","2009-05-27",0.84
"495","2009-05-28",0.9
"496","2009-05-29",0.84
"497","2009-06-01",0.88
"498","2009-06-02",0.88
"499","2009-06-03",0.86
"500","2009-06-04",0.87
"501","2009-06-05",0.9
"502","2009-06-08",0.98
"503","2009-06-09",0.97
"504","2009-06-10",0.9
"505","2009-06-11",0.95
"506","2009-06-12",0.94
"507","2009-06-15",0.92
"508","2009-06-16",0.93
"509","2009-06-17",0.91
"510","2009-06-18",0.94
"511","2009-06-19",0.94
"512","2009-06-22",0.82
"513","2009-06-23",0.83
"514","2009-06-24",0.85
"515","2009-06-25",0.84
"516","2009-06-26",0.83
"517","2009-06-29",0.89
"518","2009-06-30",0.88
"519","2009-07-01",0.9
"520","2009-07-02",0.89
"521","2009-07-06",0.81
"522","2009-07-07",0.81
"523","2009-07-08",0.81
"524","2009-07-09",0.81
"525","2009-07-10",0.8
"526","2009-07-13",0.79
"527","2009-07-14",0.8
"528","2009-07-15",0.81
"529","2009-07-16",0.79
"530","2009-07-17",0.8
"531","2009-07-20",0.8
"532","2009-07-21",0.8
"533","2009-07-22",0.87
"534","2009-07-23",0.88
"535","2009-07-24",0.89
"536","2009-07-27",0.99
"537","2009-07-28",1.1
"538","2009-07-29",1.13
"539","2009-07-30",1.03
"540","2009-07-31",1.05
"541","2009-08-03",1.12
"542","2009-08-04",1.13
"543","2009-08-05",1.14
"544","2009-08-06",1.05
"545","2009-08-07",1.01
"546","2009-08-10",1.01
"547","2009-08-11",1.03
"548","2009-08-12",0.98
"549","2009-08-13",0.97
"550","2009-08-14",0.94
"551","2009-08-17",0.92
"552","2009-08-18",0.95
"553","2009-08-19",1.05
"554","2009-08-20",0.99
"555","2009-08-21",0.97
"556","2009-08-24",1
"557","2009-08-25",0.99
"558","2009-08-26",0.99
"559","2009-08-27",0.96
"560","2009-08-28",1.01
"561","2009-08-31",1
"562","2009-09-01",0.96
"563","2009-09-02",0.98
"564","2009-09-03",0.99
"565","2009-09-04",0.98
"566","2009-09-08",1.08
"567","2009-09-09",0.96
"568","2009-09-10",1.04
"569","2009-09-11",1.03
"570","2009-09-14",1.05
"571","2009-09-15",1.14
"572","2009-09-16",1.2
"573","2009-09-17",1.14
"574","2009-09-18",1.05
"575","2009-09-21",1.11
"576","2009-09-22",1.13
"577","2009-09-23",1.22
"578","2009-09-24",1.1
"579","2009-09-25",1.13
"580","2009-09-28",1.1
"581","2009-09-29",1.19
"582","2009-09-30",1.22
"583","2009-10-01",1.14
"584","2009-10-02",1.14
"585","2009-10-05",1.13
"586","2009-10-06",1.16
"587","2009-10-07",1.13
"588","2009-10-08",1.15
"589","2009-10-09",1.12
"590","2009-10-12",1.11
"591","2009-10-13",1.1
"592","2009-10-14",1.1
"593","2009-10-15",1.15
"594","2009-10-16",1.16
"595","2009-10-19",1.2
"596","2009-10-20",1.19
"597","2009-10-21",1.18
"598","2009-10-22",1.3
"599","2009-10-23",1.28
"600","2009-10-26",1.19
"601","2009-10-27",1.12
"602","2009-10-28",1.05
"603","2009-10-29",1.06
"604","2009-10-30",1.16
"605","2009-11-02",1.04
"606","2009-11-03",1.02
"607","2009-11-04",1.05
"608","2009-11-05",1.03
"609","2009-11-06",1.03
"610","2009-11-09",1
"611","2009-11-10",0.97
"612","2009-11-11",0.97
"613","2009-11-12",0.97
"614","2009-11-13",1
"615","2009-11-16",1.04
"616","2009-11-17",1.06
"617","2009-11-18",1.01
"618","2009-11-19",1.03
"619","2009-11-20",1
"620","2009-11-23",1
"621","2009-11-24",1
"622","2009-11-25",0.99
"623","2009-11-27",0.99
"624","2009-11-30",0.99
"625","2009-12-01",0.98
"626","2009-12-02",1.05
"627","2009-12-03",0.98
"628","2009-12-04",1.02
"629","2009-12-07",1.01
"630","2009-12-08",0.98
"631","2009-12-09",1.01
"632","2009-12-10",1.06
"633","2009-12-11",1.08
"634","2009-12-14",1.05
"635","2009-12-15",1.02
"636","2009-12-16",0.99
"637","2009-12-17",1
"638","2009-12-18",1
"639","2009-12-21",2.4
"640","2009-12-22",5.55
"641","2009-12-23",5.28
"642","2009-12-24",5.52
"643","2009-12-28",5.28
"644","2009-12-29",4.24
"645","2009-12-30",4.36
"646","2009-12-31",4.13
"647","2010-01-04",4.04
"648","2010-01-05",3.75
"649","2010-01-06",3.84
"650","2010-01-07",3.68
"651","2010-01-08",3.59
"652","2010-01-11",3.63
"653","2010-01-12",3.46
"654","2010-01-13",3.3
"655","2010-01-14",3.47
"656","2010-01-15",3.22
"657","2010-01-19",3.16
"658","2010-01-20",2.95
"659","2010-01-21",3.02
"660","2010-01-22",2.66
"661","2010-01-25",2.56
"662","2010-01-26",2.6
"663","2010-01-27",2.51
"664","2010-01-28",2.44
"665","2010-01-29",2.52
"666","2010-02-01",2.38
"667","2010-02-02",2.62
"668","2010-02-03",2.68
"669","2010-02-04",2.6
"670","2010-02-05",2.76
"671","2010-02-08",2.85
"672","2010-02-09",2.88
"673","2010-02-10",3.29
"674","2010-02-11",3.32
"675","2010-02-12",3.73
"676","2010-02-16",3.48
"677","2010-02-17",3.35
"678","2010-02-18",3.14
"679","2010-02-19",3.19
"680","2010-02-22",3.31
"681","2010-02-23",3.32
"682","2010-02-24",3.26
"683","2010-02-25",3.17
"684","2010-02-26",3.3
"685","2010-03-01",3.34
"686","2010-03-02",3.22
"687","2010-03-03",3.2
"688","2010-03-04",3.23
"689","2010-03-05",3.2
"690","2010-03-08",3.13
"691","2010-03-09",3.11
"692","2010-03-10",3.1
"693","2010-03-11",3.32
"694","2010-03-12",3.04
"695","2010-03-15",2.95
"696","2010-03-16",2.9
"697","2010-03-17",2.86
"698","2010-03-18",2.75
"699","2010-03-19",2.74
"700","2010-03-22",2.79
"701","2010-03-23",2.86
"702","2010-03-24",3.02
"703","2010-03-25",3.06
"704","2010-03-26",3.1
"705","2010-03-29",3.07
"706","2010-03-30",3.11
"707","2010-03-31",3.1
"708","2010-04-01",2.92
"709","2010-04-05",2.99
"710","2010-04-06",3
"711","2010-04-07",2.94
"712","2010-04-08",2.91
"713","2010-04-09",3.04
"714","2010-04-12",3.36
"715","2010-04-13",3.36
"716","2010-04-14",3.38
"717","2010-04-15",3.46
"718","2010-04-16",3.27
"719","2010-04-19",3.16
"720","2010-04-20",3.16
"721","2010-04-21",3.15
"722","2010-04-22",3.27
"723","2010-04-23",3.48
"724","2010-04-26",3.48
"725","2010-04-27",3.3
"726","2010-04-28",3.29
"727","2010-04-29",3.42
"728","2010-04-30",3.31
"729","2010-05-03",3.3
"730","2010-05-04",3.17
"731","2010-05-05",3.25
"732","2010-05-06",2.96
"733","2010-05-07",3.07
"734","2010-05-10",2.97
"735","2010-05-11",3.02
"736","2010-05-12",3.1
"737","2010-05-13",3.13
"738","2010-05-14",3.01
"739","2010-05-17",3.14
"740","2010-05-18",3.18
"741","2010-05-19",3.09
"742","2010-05-20",2.68
"743","2010-05-21",2.68
"744","2010-05-24",2.83
"745","2010-05-25",2.72
"746","2010-05-26",2.72
"747","2010-05-27",2.78
"748","2010-05-28",2.78
"749","2010-06-01",2.67
"750","2010-06-02",2.82
"751","2010-06-03",2.94
"752","2010-06-04",2.99
"753","2010-06-07",2.86
"754","2010-06-08",2.81
"755","2010-06-09",2.83
"756","2010-06-10",2.94
"757","2010-06-11",3.02
"758","2010-06-14",3.11
"759","2010-06-15",3.18
"760","2010-06-16",3.2
"761","2010-06-17",3.1
"762","2010-06-18",3.24
"763","2010-06-21",3.23
"764","2010-06-22",3.13
"765","2010-06-23",3.14
"766","2010-06-24",3.16
"767","2010-06-25",3.2
"768","2010-06-28",3.18
"769","2010-06-29",2.9
"770","2010-06-30",2.91
"771","2010-07-01",2.75
"772","2010-07-02",2.7
"773","2010-07-06",2.73
"774","2010-07-07",2.78
"775","2010-07-08",2.81
"776","2010-07-09",2.77
"777","2010-07-12",3.05
"778","2010-07-13",3.05
"779","2010-07-14",3.12
"780","2010-07-15",3.08
"781","2010-07-16",3.04
"782","2010-07-19",2.91
"783","2010-07-20",2.91
"784","2010-07-21",2.97
"785","2010-07-22",2.99
"786","2010-07-23",3.01
"787","2010-07-26",3.06
"788","2010-07-27",3.06
"789","2010-07-28",2.76
"790","2010-07-29",2.91
"791","2010-07-30",3.25
"792","2010-08-02",3.29
"793","2010-08-03",3.22
"794","2010-08-04",3.25
"795","2010-08-05",3.25
"796","2010-08-06",3.2
"797","2010-08-09",3.2
"798","2010-08-10",3.13
"799","2010-08-11",2.93
"800","2010-08-12",2.9
"801","2010-08-13",2.9
"802","2010-08-16",2.91
"803","2010-08-17",2.98
"804","2010-08-18",2.99
"805","2010-08-19",2.91
"806","2010-08-20",2.83
"807","2010-08-23",2.83
"808","2010-08-24",2.75
"809","2010-08-25",2.47
"810","2010-08-26",2.55
"811","2010-08-27",2.56
"812","2010-08-30",2.71
"813","2010-08-31",2.82
"814","2010-09-01",2.84
"815","2010-09-02",2.79
"816","2010-09-03",2.8
"817","2010-09-07",2.76
"818","2010-09-08",2.82
"819","2010-09-09",2.85
"820","2010-09-10",2.95
"821","2010-09-13",3.06
"822","2010-09-14",3.01
"823","2010-09-15",3.06
"824","2010-09-16",2.99
"825","2010-09-17",3.24
"826","2010-09-20",3.38
"827","2010-09-21",3.19
"828","2010-09-22",3.16
"829","2010-09-23",3.15
"830","2010-09-24",3.1
"831","2010-09-27",3.04
"832","2010-09-28",3.05
"833","2010-09-29",3.1
"834","2010-09-30",3.05
"835","2010-10-01",2.93
"836","2010-10-04",2.94
"837","2010-10-05",2.96
"838","2010-10-06",2.95
"839","2010-10-07",2.94
"840","2010-10-08",2.97
"841","2010-10-11",2.92
"842","2010-10-12",2.86
"843","2010-10-13",2.93
"844","2010-10-14",2.92
"845","2010-10-15",2.89
"846","2010-10-18",2.82
"847","2010-10-19",2.9
"848","2010-10-20",2.9
"849","2010-10-21",2.86
"850","2010-10-22",2.87
"851","2010-10-25",2.94
"852","2010-10-26",2.97
"853","2010-10-27",2.82
"854","2010-10-28",2.82
"855","2010-10-29",2.88
"856","2010-11-01",2.8
"857","2010-11-02",2.7
"858","2010-11-03",2.76
"859","2010-11-04",2.73
"860","2010-11-05",2.76
"861","2010-11-08",2.88
"862","2010-11-09",2.77
"863","2010-11-10",2.85
"864","2010-11-11",2.79
"865","2010-11-12",2.73
"866","2010-11-15",2.79
"867","2010-11-16",2.79
"868","2010-11-17",2.82
"869","2010-11-18",2.77
"870","2010-11-19",2.75
"871","2010-11-22",2.74
"872","2010-11-23",2.7
"873","2010-11-24",2.68
"874","2010-11-26",2.65
"875","2010-11-29",2.51
"876","2010-11-30",2.53
"877","2010-12-01",2.58
"878","2010-12-02",2.52
"879","2010-12-03",2.53
"880","2010-12-06",2.56
"881","2010-12-07",2.58
"882","2010-12-08",2.61
"883","2010-12-09",2.54
"884","2010-12-10",2.52
"885","2010-12-13",2.55
"886","2010-12-14",2.56
"887","2010-12-15",2.54
"888","2010-12-16",2.53
"889","2010-12-17",2.5
"890","2010-12-20",2.53
"891","2010-12-21",2.53
"892","2010-12-22",2.53
"893","2010-12-23",2.52
"894","2010-12-27",2.49
"895","2010-12-28",2.62
"896","2010-12-29",2.56
"897","2010-12-30",2.49
"898","2010-12-31",2.47
"899","2011-01-03",2.62
"900","2011-01-04",2.65
"901","2011-01-05",2.68
"902","2011-01-06",2.63
"903","2011-01-07",2.61
"904","2011-01-10",2.63
"905","2011-01-11",2.72
"906","2011-01-12",2.67
"907","2011-01-13",2.65
"908","2011-01-14",2.58
"909","2011-01-18",2.69
"910","2011-01-19",3.01
"911","2011-01-20",2.9
"912","2011-01-21",2.8
"913","2011-01-24",2.88
"914","2011-01-25",2.88
"915","2011-01-26",2.95
"916","2011-01-27",2.96
"917","2011-01-28",2.51
"918","2011-01-31",2.61
"919","2011-02-01",2.6
"920","2011-02-02",2.54
"921","2011-02-03",2.53
"922","2011-02-04",2.58
"923","2011-02-07",2.56
"924","2011-02-08",2.53
"925","2011-02-09",2.52
"926","2011-02-10",2.66
"927","2011-02-11",2.7
"928","2011-02-14",2.61
"929","2011-02-15",2.6
"930","2011-02-16",2.54
"931","2011-02-17",2.58
"932","2011-02-18",2.56
"933","2011-02-22",2.54
"934","2011-02-23",2.51
"935","2011-02-24",2.51
"936","2011-02-25",2.51
"937","2011-02-28",2.58
"938","2011-03-01",2.54
"939","2011-03-02",2.55
"940","2011-03-03",2.57
"941","2011-03-04",2.56
"942","2011-03-07",2.54
"943","2011-03-08",2.53
"944","2011-03-09",2.52
"945","2011-03-10",2.5
"946","2011-03-11",2.53
"947","2011-03-14",2.5
"948","2011-03-15",2.46
"949","2011-03-16",2.4
"950","2011-03-17",2.45
"951","2011-03-18",2.42
"952","2011-03-21",2.41
"953","2011-03-22",2.5
"954","2011-03-23",2.45
"955","2011-03-24",2.49
"956","2011-03-25",2.5
"957","2011-03-28",2.54
"958","2011-03-29",2.6
"959","2011-03-30",2.73
"960","2011-03-31",2.84
"961","2011-04-01",2.86
"962","2011-04-04",2.86
"963","2011-04-05",2.98
"964","2011-04-06",2.95
"965","2011-04-07",2.89
"966","2011-04-08",3
"967","2011-04-11",2.88
"968","2011-04-12",2.92
"969","2011-04-13",2.9
"970","2011-04-14",2.89
"971","2011-04-15",2.9
"972","2011-04-18",2.86
"973","2011-04-19",2.83
"974","2011-04-20",2.87
"975","2011-04-21",2.89
"976","2011-04-25",2.89
"977","2011-04-26",2.88
"978","2011-04-27",2.84
"979","2011-04-28",2.83
"980","2011-04-29",2.81
"981","2011-05-02",2.98
"982","2011-05-03",2.91
"983","2011-05-04",2.89
"984","2011-05-05",2.89
"985","2011-05-06",2.88
"986","2011-05-09",2.88
"987","2011-05-10",2.9
"988","2011-05-11",2.86
"989","2011-05-12",2.88
"990","2011-05-13",2.74
"991","2011-05-16",2.61
"992","2011-05-17",2.57
"993","2011-05-18",2.79
"994","2011-05-19",2.75
"995","2011-05-20",2.65
"996","2011-05-23",2.72
"997","2011-05-24",2.78
"998","2011-05-25",2.8
"999","2011-05-26",2.85
"1000","2011-05-27",2.92
"1001","2011-05-31",2.91
"1002","2011-06-01",2.88
"1003","2011-06-02",2.81
"1004","2011-06-03",2.78
"1005","2011-06-06",2.7
"1006","2011-06-07",2.7
