"","date","BV"
"196","2019-04-09",14.62
"197","2019-04-10",14.78
"198","2019-04-11",14.84
"199","2019-04-12",14.88
"200","2019-04-15",14.95
"201","2019-04-16",14.99
"202","2019-04-17",15.1
"203","2019-04-18",15.63
"204","2019-04-22",15.99
"205","2019-04-23",16.09
"206","2019-04-24",15.99
"207","2019-04-25",16
"208","2019-04-26",16.16
"209","2019-04-29",16.34
"210","2019-04-30",16.040001
"211","2019-05-01",16.26
"212","2019-05-02",16.5
"213","2019-05-03",16.74
"214","2019-05-06",16.860001
"215","2019-05-07",16.52
"216","2019-05-08",16.389999
"217","2019-05-09",16.73
"218","2019-05-10",16.540001
"219","2019-05-13",16.16
"220","2019-05-14",16.620001
"221","2019-05-15",16.719999
"222","2019-05-16",16.969999
"223","2019-05-17",16.76
"224","2019-05-20",16.559999
"225","2019-05-21",17.059999
"226","2019-05-22",16.950001
"227","2019-05-23",16.67
"228","2019-05-24",16.530001
"229","2019-05-28",16.48
"230","2019-05-29",16.950001
"231","2019-05-30",16.92
"232","2019-05-31",16.709999
"233","2019-06-03",16.860001
"234","2019-06-04",17.360001
"235","2019-06-05",17.58
"236","2019-06-06",17.620001
"237","2019-06-07",18.26
"238","2019-06-10",18.360001
"239","2019-06-11",18.4
"240","2019-06-12",18.200001
"241","2019-06-13",18.34
"242","2019-06-14",18.309999
"243","2019-06-17",18.059999
"244","2019-06-18",18.379999
"245","2019-06-19",18.6
"246","2019-06-20",18.860001
"247","2019-06-21",18.91
"248","2019-06-24",18.469999
"249","2019-06-25",18.43
"250","2019-06-26",18.35
"251","2019-06-27",18.68
"252","2019-06-28",18.709999
"253","2019-07-01",18.879999
"254","2019-07-02",18.639999
"255","2019-07-03",18.74
"256","2019-07-05",18.889999
"257","2019-07-08",18.059999
"258","2019-07-09",18.059999
"259","2019-07-10",18.24
"260","2019-07-11",17.67
"261","2019-07-12",18.07
"262","2019-07-15",17.98
"263","2019-07-16",18.27
"264","2019-07-17",17.82
"265","2019-07-18",17.860001
"266","2019-07-19",17.799999
"267","2019-07-22",17.889999
"268","2019-07-23",18.309999
"269","2019-07-24",18.92
"270","2019-07-25",18.809999
"271","2019-07-26",18.700001
"272","2019-07-29",18.84
"273","2019-07-30",19.42
"274","2019-07-31",19.76
"275","2019-08-01",19.52
"276","2019-08-02",19.440001
"277","2019-08-05",18.75
"278","2019-08-06",19.110001
"279","2019-08-07",16.91
"280","2019-08-08",18.209999
"281","2019-08-09",19.07
"282","2019-08-12",18.35
"283","2019-08-13",18.5
"284","2019-08-14",18.190001
"285","2019-08-15",18.110001
"286","2019-08-16",18.879999
"287","2019-08-19",18.99
"288","2019-08-20",18.950001
"289","2019-08-21",18.65
"290","2019-08-22",18.870001
"291","2019-08-23",18.139999
"292","2019-08-26",18.25
"293","2019-08-27",18.209999
"294","2019-08-28",18.1
"295","2019-08-29",18.77
"296","2019-08-30",18.33
"297","2019-09-03",17.67
"298","2019-09-04",17.91
"299","2019-09-05",18.5
"300","2019-09-06",18.74
"301","2019-09-09",19
"302","2019-09-10",19.549999
"303","2019-09-11",18.959999
"304","2019-09-12",18.65
"305","2019-09-13",18.620001
"306","2019-09-16",18.5
"307","2019-09-17",18.440001
"308","2019-09-18",19
"309","2019-09-19",18.74
"310","2019-09-20",18.809999
"311","2019-09-23",18.370001
"312","2019-09-24",18.049999
"313","2019-09-25",18.040001
"314","2019-09-26",17.309999
"315","2019-09-27",17.09
"316","2019-09-30",17.15
"317","2019-10-01",16.98
"318","2019-10-02",17.08
"319","2019-10-03",16.860001
"320","2019-10-04",17.34
"321","2019-10-07",17.389999
"322","2019-10-08",17.290001
"323","2019-10-09",17.469999
"324","2019-10-10",17.389999
"325","2019-10-11",17.32
"326","2019-10-14",17.15
"327","2019-10-15",17.540001
"328","2019-10-16",17.67
"329","2019-10-17",17.700001
"330","2019-10-18",17.75
"331","2019-10-21",17.99
"332","2019-10-22",17.98
"333","2019-10-23",18.209999
"334","2019-10-24",17.93
"335","2019-10-25",18.030001
"336","2019-10-28",18.15
"337","2019-10-29",17.9
"338","2019-10-30",17.780001
"339","2019-10-31",17.799999
"340","2019-11-01",18.48
"341","2019-11-04",18.49
"342","2019-11-05",18.780001
"343","2019-11-06",18.620001
"344","2019-11-07",18.889999
"345","2019-11-08",18.629999
"346","2019-11-11",18.700001
"347","2019-11-12",18.959999
"348","2019-11-13",18.98
"349","2019-11-14",18.75
"350","2019-11-15",18.59
"351","2019-11-18",18.780001
"352","2019-11-19",18.969999
"353","2019-11-20",19.290001
"354","2019-11-21",16.809999
"355","2019-11-22",16.889999
"356","2019-11-25",16.67
"357","2019-11-26",16.360001
"358","2019-11-27",16.08
"359","2019-11-29",16.040001
"360","2019-12-02",16.379999
"361","2019-12-03",16.18
"362","2019-12-04",16.27
"363","2019-12-05",16.110001
"364","2019-12-06",16.120001
"365","2019-12-09",16.25
"366","2019-12-10",16.360001
"367","2019-12-11",16.379999
"368","2019-12-12",16.440001
"369","2019-12-13",15.97
"370","2019-12-16",16.32
"371","2019-12-17",16.4
"372","2019-12-18",16.540001
"373","2019-12-19",16.190001
"374","2019-12-20",16.74
"375","2019-12-23",17.18
"376","2019-12-24",16.98
"377","2019-12-26",16.82
"378","2019-12-27",16.82
"379","2019-12-30",16.82
"380","2019-12-31",16.870001
"381","2020-01-02",16.59
"382","2020-01-03",16.379999
"383","2020-01-06",16.719999
"384","2020-01-07",16.870001
"385","2020-01-08",16.59
"386","2020-01-09",16.83
"387","2020-01-10",16.879999
"388","2020-01-13",17.09
"389","2020-01-14",16.84
"390","2020-01-15",16.809999
"391","2020-01-16",16.83
"392","2020-01-17",16.83
"393","2020-01-21",16.34
"394","2020-01-22",16.15
"395","2020-01-23",16.41
"396","2020-01-24",16.25
"397","2020-01-27",16.040001
"398","2020-01-28",16.139999
"399","2020-01-29",15.86
"400","2020-01-30",16.129999
"401","2020-01-31",15.8
"402","2020-02-03",16.23
"403","2020-02-04",16.459999
"404","2020-02-05",16.459999
"405","2020-02-06",16.1
"406","2020-02-07",15.67
"407","2020-02-10",15.92
"408","2020-02-11",16.25
"409","2020-02-12",16.209999
"410","2020-02-13",16.08
"411","2020-02-14",15.59
"412","2020-02-18",15.78
"413","2020-02-19",15.73
"414","2020-02-20",15.94
"415","2020-02-21",15.86
"416","2020-02-24",15.35
"417","2020-02-25",15.2
"418","2020-02-26",14.52
"419","2020-02-27",14.1
"420","2020-02-28",14
"421","2020-03-02",14.86
"422","2020-03-03",14.62
"423","2020-03-04",14.85
"424","2020-03-05",14.26
"425","2020-03-06",14.04
"426","2020-03-09",12.32
"427","2020-03-10",13.26
"428","2020-03-11",11.87
"429","2020-03-12",10.48
"430","2020-03-13",10.46
"431","2020-03-16",9.41
"432","2020-03-17",9.01
"433","2020-03-18",7.01
"434","2020-03-19",8.49
"435","2020-03-20",8.2
"436","2020-03-23",7.94
"437","2020-03-24",9.01
"438","2020-03-25",9.52
"439","2020-03-26",11.26
"440","2020-03-27",10.81
"441","2020-03-30",10.83
"442","2020-03-31",11.06
"443","2020-04-01",10.01
"444","2020-04-02",9.47
"445","2020-04-03",8.67
"446","2020-04-06",9.36
"447","2020-04-07",9.44
"448","2020-04-08",10.13
"449","2020-04-09",10.47
"450","2020-04-13",10.41
"451","2020-04-14",10.8
"452","2020-04-15",10.05
"453","2020-04-16",9.81
"454","2020-04-17",10
"455","2020-04-20",10.17
"456","2020-04-21",10.16
"457","2020-04-22",10.89
"458","2020-04-23",10.59
"459","2020-04-24",10.91
"460","2020-04-27",11.93
"461","2020-04-28",12.02
"462","2020-04-29",13.78
"463","2020-04-30",12.82
"464","2020-05-01",12.78
"465","2020-05-04",12.83
"466","2020-05-05",12.28
"467","2020-05-06",12.4
"468","2020-05-07",11.5
"469","2020-05-08",12.54
"470","2020-05-11",12.67
"471","2020-05-12",12.67
"472","2020-05-13",11.85
"473","2020-05-14",11.94
"474","2020-05-15",12.45
"475","2020-05-18",13.12
"476","2020-05-19",13.01
"477","2020-05-20",13.73
"478","2020-05-21",13.86
"479","2020-05-22",13.66
"480","2020-05-26",14.17
"481","2020-05-27",14.73
"482","2020-05-28",14.18
"483","2020-05-29",13.69
"484","2020-06-01",13.89
"485","2020-06-02",14.37
"486","2020-06-03",14.87
"487","2020-06-04",14.81
"488","2020-06-05",15.81
"489","2020-06-08",16.26
"490","2020-06-09",15.23
"491","2020-06-10",14.7
"492","2020-06-11",11.94
"493","2020-06-12",12.33
"494","2020-06-15",12.37
"495","2020-06-16",11.99
"496","2020-06-17",11.87
"497","2020-06-18",11.4
"498","2020-06-19",11.55
"499","2020-06-22",11.09
"500","2020-06-23",11.36
"501","2020-06-24",10.86
"502","2020-06-25",10.82
"503","2020-06-26",10.8
"504","2020-06-29",11.28
"505","2020-06-30",11.2
"506","2020-07-01",11.4
"507","2020-07-02",11.49
"508","2020-07-06",11.62
"509","2020-07-07",11.02
"510","2020-07-08",11.03
"511","2020-07-09",10.49
"512","2020-07-10",10.75
"513","2020-07-13",10.85
"514","2020-07-14",10.99
"515","2020-07-15",11.75
"516","2020-07-16",11.92
"517","2020-07-17",11.95
"518","2020-07-20",11.67
"519","2020-07-21",11.99
"520","2020-07-22",11.84
"521","2020-07-23",12.1
"522","2020-07-24",11.72
"523","2020-07-27",11.83
"524","2020-07-28",11.66
"525","2020-07-29",12.18
"526","2020-07-30",12.15
"527","2020-07-31",12.12
"528","2020-08-03",12.25
"529","2020-08-04",12.27
"530","2020-08-05",12.24
"531","2020-08-06",12.51
"532","2020-08-07",12.84
"533","2020-08-10",13.03
"534","2020-08-11",13.25
"535","2020-08-12",12.76
"536","2020-08-13",12.41
"537","2020-08-14",12.45
"538","2020-08-17",12.24
"539","2020-08-18",12.1
"540","2020-08-19",12.18
"541","2020-08-20",12.16
"542","2020-08-21",12
"543","2020-08-24",12.53
"544","2020-08-25",12.51
"545","2020-08-26",12.31
"546","2020-08-27",12.31
"547","2020-08-28",12.58
"548","2020-08-31",12.28
"549","2020-09-01",12.92
"550","2020-09-02",13.15
"551","2020-09-03",12.69
"552","2020-09-04",12.46
"553","2020-09-08",11.9
"554","2020-09-09",12.14
"555","2020-09-10",11.51
"556","2020-09-11",11.37
"557","2020-09-14",11.98
"558","2020-09-15",12.12
"559","2020-09-16",12.14
"560","2020-09-17",12.24
"561","2020-09-18",12.16
"562","2020-09-21",11.1
"563","2020-09-22",11.99
"564","2020-09-23",11.66
"565","2020-09-24",11.7
"566","2020-09-25",11.82
"567","2020-09-28",12.08
"568","2020-09-29",11.9
"569","2020-09-30",11.4
"570","2020-10-01",12.04
"571","2020-10-02",12.58
"572","2020-10-05",12.88
"573","2020-10-06",13
"574","2020-10-07",13.42
"575","2020-10-08",13.48
"576","2020-10-09",13.2
"577","2020-10-12",13.42
"578","2020-10-13",13.36
"579","2020-10-14",13.07
"580","2020-10-15",13.17
"581","2020-10-16",13.36
"582","2020-10-19",12.91
"583","2020-10-20",12.95
"584","2020-10-21",12.85
"585","2020-10-22",13.24
"586","2020-10-23",12.94
"587","2020-10-26",12.83
"588","2020-10-27",12.44
"589","2020-10-28",12.03
"590","2020-10-29",12.22
"591","2020-10-30",12.23
"592","2020-11-02",13.16
"593","2020-11-03",13.17
"594","2020-11-04",12.51
"595","2020-11-05",13.12
"596","2020-11-06",12.85
"597","2020-11-09",13.94
"598","2020-11-10",14.34
"599","2020-11-11",14.1
"600","2020-11-12",13.58
"601","2020-11-13",14.38
"602","2020-11-16",14.72
"603","2020-11-17",14.68
"604","2020-11-18",14.27
"605","2020-11-19",13.78
"606","2020-11-20",14.18
"607","2020-11-23",14.6
"608","2020-11-24",14.96
"609","2020-11-25",14.61
"610","2020-11-27",14.26
