"","date","MIST"
"244","2020-04-27",2.37
"245","2020-04-28",2.42
"246","2020-04-29",2.63
"247","2020-04-30",3.01
"248","2020-05-01",3.97
"249","2020-05-04",3.35
"250","2020-05-05",3.37
"251","2020-05-06",3.16
"252","2020-05-07",3.16
"253","2020-05-08",3.35
"254","2020-05-11",3.45
"255","2020-05-12",3.3
"256","2020-05-13",3.15
"257","2020-05-14",3.13
"258","2020-05-15",3.16
"259","2020-05-18",3.39
"260","2020-05-19",3.3
"261","2020-05-20",3.47
"262","2020-05-21",3.43
"263","2020-05-22",3.31
"264","2020-05-26",3.4
"265","2020-05-27",3.26
"266","2020-05-28",3.19
"267","2020-05-29",3.16
"268","2020-06-01",3.44
"269","2020-06-02",3.65
"270","2020-06-03",3.52
"271","2020-06-04",3.58
"272","2020-06-05",3.74
"273","2020-06-08",4.28
"274","2020-06-09",4.56
"275","2020-06-10",4.5
"276","2020-06-11",3.91
"277","2020-06-12",4.08
"278","2020-06-15",4.24
"279","2020-06-16",4.24
"280","2020-06-17",4.08
"281","2020-06-18",4.405
"282","2020-06-19",4.35
"283","2020-06-22",4.19
"284","2020-06-23",4.18
"285","2020-06-24",4.14
"286","2020-06-25",4
"287","2020-06-26",3.85
"288","2020-06-29",3.83
"289","2020-06-30",3.78
"290","2020-07-01",3.77
"291","2020-07-02",3.72
"292","2020-07-06",3.87
"293","2020-07-07",3.8
"294","2020-07-08",3.89
"295","2020-07-09",3.76
"296","2020-07-10",3.69
"297","2020-07-13",3.52
"298","2020-07-14",3.34
"299","2020-07-15",3.46
"300","2020-07-16",3.44
"301","2020-07-17",3.55
"302","2020-07-20",3.35
"303","2020-07-21",3.41
"304","2020-07-22",3.34
"305","2020-07-23",8.91
"306","2020-07-24",8.28
"307","2020-07-27",8.43
"308","2020-07-28",8.01
"309","2020-07-29",8.75
"310","2020-07-30",8.66
"311","2020-07-31",8.7
"312","2020-08-03",9.43
"313","2020-08-04",9.36
"314","2020-08-05",8.96
"315","2020-08-06",8.8
"316","2020-08-07",9.8
"317","2020-08-10",9.48
"318","2020-08-11",8.9
"319","2020-08-12",8.8
"320","2020-08-13",8.74
"321","2020-08-14",8.55
"322","2020-08-17",8.93
"323","2020-08-18",8.03
"324","2020-08-19",8.47
"325","2020-08-20",7.97
"326","2020-08-21",7.76
"327","2020-08-24",7.71
"328","2020-08-25",7.97
"329","2020-08-26",7.72
"330","2020-08-27",7.73
"331","2020-08-28",7.72
"332","2020-08-31",7.74
"333","2020-09-01",8.2
"334","2020-09-02",8.11
"335","2020-09-03",7.71
"336","2020-09-04",7.75
"337","2020-09-08",7.73
"338","2020-09-09",7.86
"339","2020-09-10",8.16
"340","2020-09-11",7.81
"341","2020-09-14",8.14
"342","2020-09-15",8.14
"343","2020-09-16",8.55
"344","2020-09-17",8.63
"345","2020-09-18",8.88
"346","2020-09-21",7.9
"347","2020-09-22",7.95
"348","2020-09-23",7.71
"349","2020-09-24",7.26
"350","2020-09-25",7.61
"351","2020-09-28",7.51
"352","2020-09-29",7.55
"353","2020-09-30",7.32
"354","2020-10-01",7.1
"355","2020-10-02",6.77
"356","2020-10-05",6.92
"357","2020-10-06",6.71
"358","2020-10-07",7.09
"359","2020-10-08",7.28
"360","2020-10-09",7.11
"361","2020-10-12",7.47
"362","2020-10-13",7.19
"363","2020-10-14",7.07
"364","2020-10-15",7.13
"365","2020-10-16",7.14
"366","2020-10-19",7.15
"367","2020-10-20",7.03
"368","2020-10-21",6.91
"369","2020-10-22",7
"370","2020-10-23",6
"371","2020-10-26",5.57
"372","2020-10-27",5.68
"373","2020-10-28",5.57
"374","2020-10-29",5.73
"375","2020-10-30",5.76
"376","2020-11-02",5.8
"377","2020-11-03",6.05
"378","2020-11-04",6.11
"379","2020-11-05",6.48
"380","2020-11-06",6.4
"381","2020-11-09",6.15
"382","2020-11-10",6.22
"383","2020-11-11",6.43
"384","2020-11-12",6.2
"385","2020-11-13",6.34
"386","2020-11-16",6.58
"387","2020-11-17",6.56
"388","2020-11-18",6.57
"389","2020-11-19",6.52
"390","2020-11-20",6.71
"391","2020-11-23",6.51
"392","2020-11-24",6.68
"393","2020-11-25",6.65
"394","2020-11-27",6.58
