"","date","RADA"
"845","2010-05-11",4.2
"846","2010-05-12",4.3
"847","2010-05-13",4.38
"848","2010-05-14",4.22
"849","2010-05-17",4.48
"850","2010-05-18",4.54
"851","2010-05-19",4.54
"852","2010-05-20",4.32
"853","2010-05-21",4.28
"854","2010-05-24",4.18
"855","2010-05-25",4.08
"856","2010-05-26",4
"857","2010-05-27",4
"858","2010-05-28",4
"859","2010-06-01",3.94
"860","2010-06-02",4
"861","2010-06-03",4.12
"862","2010-06-04",4.22
"863","2010-06-07",4.22
"864","2010-06-08",4.2
"865","2010-06-09",4.28
"866","2010-06-10",4.28
"867","2010-06-11",4.28
"868","2010-06-14",4.28
"869","2010-06-15",4
"870","2010-06-16",4
"871","2010-06-17",3.9
"872","2010-06-18",4.04
"873","2010-06-21",4.3
"874","2010-06-22",4.3
"875","2010-06-23",4.3
"876","2010-06-24",4.3
"877","2010-06-25",4.3
"878","2010-06-28",4.3
"879","2010-06-29",4.3
"880","2010-06-30",4.4
"881","2010-07-01",4.58
"882","2010-07-02",4.58
"883","2010-07-06",4.36
"884","2010-07-07",4.58
"885","2010-07-08",4.58
"886","2010-07-09",4.58
"887","2010-07-12",4.58
"888","2010-07-13",4.44
"889","2010-07-14",4.44
"890","2010-07-15",4.2
"891","2010-07-16",4.48
"892","2010-07-19",4.18
"893","2010-07-20",4
"894","2010-07-21",4.2
"895","2010-07-22",4.42
"896","2010-07-23",4.44
"897","2010-07-26",4.98
"898","2010-07-27",5
"899","2010-07-28",5.14
"900","2010-07-29",5
"901","2010-07-30",5
"902","2010-08-02",4.82
"903","2010-08-03",5.2
"904","2010-08-04",5.3
"905","2010-08-05",5.3
"906","2010-08-06",5.28
"907","2010-08-09",5.26
"908","2010-08-10",5.4
"909","2010-08-11",5.3
"910","2010-08-12",5.3
"911","2010-08-13",5.3
"912","2010-08-16",5.3
"913","2010-08-17",5.3
"914","2010-08-18",5.3
"915","2010-08-19",5
"916","2010-08-20",5.08
"917","2010-08-23",4.9
"918","2010-08-24",4.82
"919","2010-08-25",4.78
"920","2010-08-26",5.1
"921","2010-08-27",5.24
"922","2010-08-30",5.36
"923","2010-08-31",5
"924","2010-09-01",5.3
"925","2010-09-02",5.4
"926","2010-09-03",5.4
"927","2010-09-07",5.44
"928","2010-09-08",5.28
"929","2010-09-09",5.28
"930","2010-09-10",5.1
"931","2010-09-13",5.1
"932","2010-09-14",5.08
"933","2010-09-15",5.08
"934","2010-09-16",5.08
"935","2010-09-17",5.08
"936","2010-09-20",4.8
"937","2010-09-21",4.8
"938","2010-09-22",4.78
"939","2010-09-23",4.78
"940","2010-09-24",4.7
"941","2010-09-27",5
"942","2010-09-28",5
"943","2010-09-29",5
"944","2010-09-30",5
"945","2010-10-01",4.9
"946","2010-10-04",4.8
"947","2010-10-05",4.56
"948","2010-10-06",4.9
"949","2010-10-07",4.8
"950","2010-10-08",4.7
"951","2010-10-11",4.56
"952","2010-10-12",4.4
"953","2010-10-13",4.44
"954","2010-10-14",4.52
"955","2010-10-15",4.52
"956","2010-10-18",4.7
"957","2010-10-19",5.04
"958","2010-10-20",4.92
"959","2010-10-21",4.5
"960","2010-10-22",4.7
"961","2010-10-25",4.66
"962","2010-10-26",4.66
"963","2010-10-27",4.68
"964","2010-10-28",4.8
"965","2010-10-29",4.92
"966","2010-11-01",4.7
"967","2010-11-02",5.02
"968","2010-11-03",5.04
"969","2010-11-04",4.9
"970","2010-11-05",5.04
"971","2010-11-08",5.26
"972","2010-11-09",5.26
"973","2010-11-10",5.26
"974","2010-11-11",5.2
"975","2010-11-12",5.12
"976","2010-11-15",5.12
"977","2010-11-16",5.2
"978","2010-11-17",5.1
"979","2010-11-18",5.2
"980","2010-11-19",5.16
"981","2010-11-22",5.16
"982","2010-11-23",4.9
"983","2010-11-24",4.9
"984","2010-11-26",4.9
"985","2010-11-29",4.9
"986","2010-11-30",4.86
"987","2010-12-01",4.98
"988","2010-12-02",4.72
"989","2010-12-03",4.72
"990","2010-12-06",4.8
"991","2010-12-07",4.8
"992","2010-12-08",4.7
"993","2010-12-09",4.56
"994","2010-12-10",4.6
"995","2010-12-13",4.68
"996","2010-12-14",4.86
"997","2010-12-15",4.86
"998","2010-12-16",4.86
"999","2010-12-17",4.56
"1000","2010-12-20",4.8
"1001","2010-12-21",4.7
"1002","2010-12-22",4.66
"1003","2010-12-23",4.8
"1004","2010-12-27",4.76
"1005","2010-12-28",4.8
"1006","2010-12-29",4.94
"1007","2010-12-30",4.94
