"","date","ORTX"
"116","2019-04-18",17.790001
"117","2019-04-22",17.59
"118","2019-04-23",17.870001
"119","2019-04-24",17.049999
"120","2019-04-25",16.93
"121","2019-04-26",17.620001
"122","2019-04-29",18.02
"123","2019-04-30",18.07
"124","2019-05-01",18.85
"125","2019-05-02",19.700001
"126","2019-05-03",20.25
"127","2019-05-06",20.07
"128","2019-05-07",19.77
"129","2019-05-08",19.870001
"130","2019-05-09",20
"131","2019-05-10",19.540001
"132","2019-05-13",19.219999
"133","2019-05-14",19.02
"134","2019-05-15",19.559999
"135","2019-05-16",19.33
"136","2019-05-17",18.76
"137","2019-05-20",18.559999
"138","2019-05-21",18.620001
"139","2019-05-22",18.52
"140","2019-05-23",18.52
"141","2019-05-24",18.610001
"142","2019-05-28",17.790001
"143","2019-05-29",18.41
"144","2019-05-30",18.799999
"145","2019-05-31",18.91
"146","2019-06-03",19.09
"147","2019-06-04",16.02
"148","2019-06-05",15.04
"149","2019-06-06",14.55
"150","2019-06-07",14.26
"151","2019-06-10",14.25
"152","2019-06-11",15
"153","2019-06-12",14.59
"154","2019-06-13",14.94
"155","2019-06-14",14.55
"156","2019-06-17",14.62
"157","2019-06-18",14.58
"158","2019-06-19",14.46
"159","2019-06-20",14.35
"160","2019-06-21",14.14
"161","2019-06-24",13.35
"162","2019-06-25",13.36
"163","2019-06-26",13.2
"164","2019-06-27",13.37
"165","2019-06-28",13.99
"166","2019-07-01",14
"167","2019-07-02",13.5
"168","2019-07-03",13.9
"169","2019-07-05",13.35
"170","2019-07-08",13.56
"171","2019-07-09",13.6
"172","2019-07-10",13.9
"173","2019-07-11",13.6
"174","2019-07-12",13.57
"175","2019-07-15",13.83
"176","2019-07-16",13.8
"177","2019-07-17",13.82
"178","2019-07-18",13.85
"179","2019-07-19",13.8
"180","2019-07-22",13.5
"181","2019-07-23",13.41
"182","2019-07-24",13.37
"183","2019-07-25",13.26
"184","2019-07-26",13.45
"185","2019-07-29",13.44
"186","2019-07-30",13.54
"187","2019-07-31",14.1
"188","2019-08-01",14.07
"189","2019-08-02",12.91
"190","2019-08-05",12.7
"191","2019-08-06",12.79
"192","2019-08-07",13.03
"193","2019-08-08",13.38
"194","2019-08-09",13.28
"195","2019-08-12",12.83
"196","2019-08-13",13.06
"197","2019-08-14",13.92
"198","2019-08-15",14.11
"199","2019-08-16",13.77
"200","2019-08-19",14.02
"201","2019-08-20",14.09
"202","2019-08-21",14.08
"203","2019-08-22",13.73
"204","2019-08-23",13.76
"205","2019-08-26",13.82
"206","2019-08-27",13.39
"207","2019-08-28",13.56
"208","2019-08-29",14.37
"209","2019-08-30",14.8
"210","2019-09-03",14.7
"211","2019-09-04",14.7
"212","2019-09-05",14.87
"213","2019-09-06",16.719999
"214","2019-09-09",16.620001
"215","2019-09-10",16.280001
"216","2019-09-11",16.190001
"217","2019-09-12",15.66
"218","2019-09-13",15.03
"219","2019-09-16",15.5
"220","2019-09-17",15.49
"221","2019-09-18",14.54
"222","2019-09-19",14.5
"223","2019-09-20",14.94
"224","2019-09-23",14.22
"225","2019-09-24",13.93
"226","2019-09-25",13.45
"227","2019-09-26",12.35
"228","2019-09-27",11.95
"229","2019-09-30",11.88
"230","2019-10-01",11.57
"231","2019-10-02",11.92
"232","2019-10-03",12.64
"233","2019-10-04",12
"234","2019-10-07",11.6
"235","2019-10-08",11.76
"236","2019-10-09",12.11
"237","2019-10-10",11.35
"238","2019-10-11",11.57
"239","2019-10-14",11.36
"240","2019-10-15",11.53
"241","2019-10-16",11.53
"242","2019-10-17",12.58
"243","2019-10-18",11.98
"244","2019-10-21",12.25
"245","2019-10-22",13.01
"246","2019-10-23",12.74
"247","2019-10-24",12.58
"248","2019-10-25",12.46
"249","2019-10-28",11.63
"250","2019-10-29",11.77
"251","2019-10-30",11.7
"252","2019-10-31",12.06
"253","2019-11-01",12.29
"254","2019-11-04",12.12
"255","2019-11-05",12.36
"256","2019-11-06",11.57
"257","2019-11-07",12.72
"258","2019-11-08",11.9
"259","2019-11-11",11.99
"260","2019-11-12",11.67
"261","2019-11-13",10.95
"262","2019-11-14",10.72
"263","2019-11-15",10.4
"264","2019-11-18",10.36
"265","2019-11-19",10.51
"266","2019-11-20",10.51
"267","2019-11-21",10.15
"268","2019-11-22",10.43
"269","2019-11-25",11.04
"270","2019-11-26",11.17
"271","2019-11-27",11.2
"272","2019-11-29",11.39
"273","2019-12-02",11.01
"274","2019-12-03",11.86
"275","2019-12-04",11.75
"276","2019-12-05",11.48
"277","2019-12-06",11.97
"278","2019-12-09",11.22
"279","2019-12-10",11.11
"280","2019-12-11",11.22
"281","2019-12-12",11.31
"282","2019-12-13",12.35
"283","2019-12-16",13.67
"284","2019-12-17",14.21
"285","2019-12-18",14.91
"286","2019-12-19",15.05
"287","2019-12-20",15
"288","2019-12-23",15.23
"289","2019-12-24",15.58
"290","2019-12-26",15.58
"291","2019-12-27",14.6
"292","2019-12-30",14.18
"293","2019-12-31",13.75
"294","2020-01-02",13.58
"295","2020-01-03",13.7
"296","2020-01-06",13.07
"297","2020-01-07",13.29
"298","2020-01-08",14.23
"299","2020-01-09",15.08
"300","2020-01-10",15.09
"301","2020-01-13",15.05
"302","2020-01-14",15.71
"303","2020-01-15",15.41
"304","2020-01-16",14.8
"305","2020-01-17",14.31
"306","2020-01-21",14.03
"307","2020-01-22",13.96
"308","2020-01-23",13.4
"309","2020-01-24",13.2
"310","2020-01-27",13.08
"311","2020-01-28",13.26
"312","2020-01-29",13.48
"313","2020-01-30",12.92
"314","2020-01-31",12.42
"315","2020-02-03",12.3
"316","2020-02-04",12.75
"317","2020-02-05",12.77
"318","2020-02-06",12.66
"319","2020-02-07",12.56
"320","2020-02-10",13.13
"321","2020-02-11",12.88
"322","2020-02-12",12.9
"323","2020-02-13",12.59
"324","2020-02-14",12.6
"325","2020-02-18",12.64
"326","2020-02-19",12.55
"327","2020-02-20",12.36
"328","2020-02-21",12.41
"329","2020-02-24",12.04
"330","2020-02-25",11.94
"331","2020-02-26",11.49
"332","2020-02-27",10.67
"333","2020-02-28",12.89
"334","2020-03-02",12.05
"335","2020-03-03",11.89
"336","2020-03-04",11.95
"337","2020-03-05",11.49
"338","2020-03-06",10.71
"339","2020-03-09",10.23
"340","2020-03-10",9.94
"341","2020-03-11",9.08
"342","2020-03-12",8.06
"343","2020-03-13",7.4
"344","2020-03-16",6.8
"345","2020-03-17",6.79
"346","2020-03-18",5.65
"347","2020-03-19",6.92
"348","2020-03-20",6.26
"349","2020-03-23",6.49
"350","2020-03-24",6.69
"351","2020-03-25",7.03
"352","2020-03-26",7.26
"353","2020-03-27",7.07
"354","2020-03-30",7.59
"355","2020-03-31",7.53
"356","2020-04-01",7.05
"357","2020-04-02",7.69
"358","2020-04-03",7.51
"359","2020-04-06",7.86
"360","2020-04-07",7.91
"361","2020-04-08",8.39
"362","2020-04-09",8.59
"363","2020-04-13",8.95
"364","2020-04-14",9.99
"365","2020-04-15",10.48
"366","2020-04-16",11.09
"367","2020-04-17",10.14
"368","2020-04-20",10.99
"369","2020-04-21",11.12
"370","2020-04-22",11.14
"371","2020-04-23",11.37
"372","2020-04-24",11.9
"373","2020-04-27",11.71
"374","2020-04-28",11.8
"375","2020-04-29",11.99
"376","2020-04-30",11.26
"377","2020-05-01",10.87
"378","2020-05-04",11.28
"379","2020-05-05",11.3
"380","2020-05-06",11.9
"381","2020-05-07",10.28
"382","2020-05-08",10.5
"383","2020-05-11",10.54
"384","2020-05-12",10.29
"385","2020-05-13",9.5
"386","2020-05-14",9.52
"387","2020-05-15",9.5
"388","2020-05-18",9.81
"389","2020-05-19",8.85
"390","2020-05-20",8.95
"391","2020-05-21",9.6
"392","2020-05-22",9.32
"393","2020-05-26",9.49
"394","2020-05-27",9.69
"395","2020-05-28",9.37
"396","2020-05-29",9.5
"397","2020-06-01",9.29
"398","2020-06-02",9.63
"399","2020-06-03",9.68
"400","2020-06-04",9.5
"401","2020-06-05",9.34
"402","2020-06-08",9.14
"403","2020-06-09",7.79
"404","2020-06-10",8.02
"405","2020-06-11",8.01
"406","2020-06-12",7.65
"407","2020-06-15",7.51
"408","2020-06-16",7.81
"409","2020-06-17",7.81
"410","2020-06-18",7.1
"411","2020-06-19",6.82
"412","2020-06-22",6.72
"413","2020-06-23",6.6
"414","2020-06-24",6.26
"415","2020-06-25",5.9
"416","2020-06-26",5.75
"417","2020-06-29",5.85
"418","2020-06-30",6
"419","2020-07-01",5.92
"420","2020-07-02",5.93
"421","2020-07-06",5.35
"422","2020-07-07",5.22
"423","2020-07-08",5.2
"424","2020-07-09",5.69
"425","2020-07-10",5.31
"426","2020-07-13",5.36
"427","2020-07-14",5.12
"428","2020-07-15",5.65
"429","2020-07-16",5.41
"430","2020-07-17",5.48
"431","2020-07-20",5.41
"432","2020-07-21",5.45
"433","2020-07-22",5.58
"434","2020-07-23",5.36
"435","2020-07-24",5.31
"436","2020-07-27",5.23
"437","2020-07-28",5.23
"438","2020-07-29",5.06
"439","2020-07-30",4.95
"440","2020-07-31",5.14
"441","2020-08-03",5.06
"442","2020-08-04",5.03
"443","2020-08-05",4.89
"444","2020-08-06",4.83
"445","2020-08-07",4.72
"446","2020-08-10",4.91
"447","2020-08-11",4.81
"448","2020-08-12",4.75
"449","2020-08-13",4.72
"450","2020-08-14",4.76
"451","2020-08-17",4.71
"452","2020-08-18",4.8
"453","2020-08-19",4.66
"454","2020-08-20",4.67
"455","2020-08-21",4.66
"456","2020-08-24",5.53
"457","2020-08-25",6.12
"458","2020-08-26",5.13
"459","2020-08-27",5.44
"460","2020-08-28",6.45
"461","2020-08-31",5.93
"462","2020-09-01",5.6
"463","2020-09-02",5.82
"464","2020-09-03",5.52
"465","2020-09-04",5.29
"466","2020-09-08",5.42
"467","2020-09-09",5.38
"468","2020-09-10",5.21
"469","2020-09-11",5.18
"470","2020-09-14",5.39
"471","2020-09-15",5.32
"472","2020-09-16",5.25
"473","2020-09-17",5.17
"474","2020-09-18",5.17
"475","2020-09-21",4.89
"476","2020-09-22",4.91
"477","2020-09-23",4.86
"478","2020-09-24",4.57
"479","2020-09-25",4.42
"480","2020-09-28",4.21
"481","2020-09-29",4.18
"482","2020-09-30",4.11
"483","2020-10-01",4
"484","2020-10-02",3.86
"485","2020-10-05",4.05
"486","2020-10-06",3.95
"487","2020-10-07",4.58
"488","2020-10-08",4.31
"489","2020-10-09",4.37
"490","2020-10-12",4.36
"491","2020-10-13",4.41
"492","2020-10-14",4.27
"493","2020-10-15",4.2
"494","2020-10-16",4.52
"495","2020-10-19",4.63
"496","2020-10-20",4.45
"497","2020-10-21",4.23
"498","2020-10-22",4.77
"499","2020-10-23",4.52
"500","2020-10-26",4.36
"501","2020-10-27",4.29
"502","2020-10-28",4.21
"503","2020-10-29",4.25
"504","2020-10-30",4.04
"505","2020-11-02",3.98
"506","2020-11-03",4.35
"507","2020-11-04",4.64
"508","2020-11-05",4.6
"509","2020-11-06",4.69
"510","2020-11-09",4.94
"511","2020-11-10",4.48
"512","2020-11-11",4.43
"513","2020-11-12",4.53
"514","2020-11-13",4.7
"515","2020-11-16",4.51
"516","2020-11-17",4.66
"517","2020-11-18",4.32
"518","2020-11-19",4.62
"519","2020-11-20",4.51
"520","2020-11-23",4.44
"521","2020-11-24",4.55
"522","2020-11-25",4.79
"523","2020-11-27",4.89
