"","date","APPS"
"1971","2014-10-29",3.85
"1972","2014-10-30",3.8
"1973","2014-10-31",3.83
"1974","2014-11-03",3.75
"1975","2014-11-04",3.54
"1976","2014-11-05",3.19
"1977","2014-11-06",3.33
"1978","2014-11-07",3.63
"1979","2014-11-10",3.51
"1980","2014-11-11",3.45
"1981","2014-11-12",3.4
"1982","2014-11-13",3.44
"1983","2014-11-14",3.19
"1984","2014-11-17",3.14
"1985","2014-11-18",3.11
"1986","2014-11-19",3.19
"1987","2014-11-20",3.13
"1988","2014-11-21",3.17
"1989","2014-11-24",3.07
"1990","2014-11-25",3.1
"1991","2014-11-26",3.2
"1992","2014-11-28",3.06
"1993","2014-12-01",3.04
"1994","2014-12-02",2.99
"1995","2014-12-03",3.09
"1996","2014-12-04",3.3
"1997","2014-12-05",3.51
"1998","2014-12-08",3.5
"1999","2014-12-09",3.33
"2000","2014-12-10",3.22
"2001","2014-12-11",3.24
"2002","2014-12-12",3.51
"2003","2014-12-15",3.36
"2004","2014-12-16",3.39
"2005","2014-12-17",3.34
"2006","2014-12-18",3.35
"2007","2014-12-19",3.33
"2008","2014-12-22",3.15
"2009","2014-12-23",3.14
"2010","2014-12-24",3.22
"2011","2014-12-26",3.22
"2012","2014-12-29",3.26
"2013","2014-12-30",3.3
"2014","2014-12-31",3.33
"2015","2015-01-02",3.55
"2016","2015-01-05",3.41
"2017","2015-01-06",3.46
"2018","2015-01-07",3.45
"2019","2015-01-08",3.28
"2020","2015-01-09",3.25
"2021","2015-01-12",3.01
"2022","2015-01-13",3.08
"2023","2015-01-14",3.15
"2024","2015-01-15",3.31
"2025","2015-01-16",3.26
"2026","2015-01-20",3.14
"2027","2015-01-21",3
"2028","2015-01-22",2.99
"2029","2015-01-23",2.89
"2030","2015-01-26",2.79
"2031","2015-01-27",2.97
"2032","2015-01-28",2.96
"2033","2015-01-29",3.26
"2034","2015-01-30",3.33
"2035","2015-02-02",3.12
"2036","2015-02-03",3.26
"2037","2015-02-04",3.17
"2038","2015-02-05",3.16
"2039","2015-02-06",3.17
"2040","2015-02-09",3.18
"2041","2015-02-10",3.15
"2042","2015-02-11",3.1
"2043","2015-02-12",3.16
"2044","2015-02-13",3.53
"2045","2015-02-17",3.35
"2046","2015-02-18",3.29
"2047","2015-02-19",3.3
"2048","2015-02-20",3.32
"2049","2015-02-23",3.32
"2050","2015-02-24",3.55
"2051","2015-02-25",3.71
"2052","2015-02-26",3.66
"2053","2015-02-27",3.61
"2054","2015-03-02",3.96
"2055","2015-03-03",4
"2056","2015-03-04",4.09
"2057","2015-03-05",4.03
"2058","2015-03-06",3.94
"2059","2015-03-09",3.92
"2060","2015-03-10",3.73
"2061","2015-03-11",3.63
"2062","2015-03-12",3.85
"2063","2015-03-13",3.77
"2064","2015-03-16",3.8
"2065","2015-03-17",3.84
"2066","2015-03-18",3.88
"2067","2015-03-19",3.46
"2068","2015-03-20",3.51
"2069","2015-03-23",3.42
"2070","2015-03-24",3.5
"2071","2015-03-25",3.3
"2072","2015-03-26",3.23
"2073","2015-03-27",3.17
"2074","2015-03-30",3.28
"2075","2015-03-31",3.26
"2076","2015-04-01",3.27
"2077","2015-04-02",3.34
"2078","2015-04-06",3.38
"2079","2015-04-07",3.4
"2080","2015-04-08",3.38
"2081","2015-04-09",3.41
"2082","2015-04-10",3.59
"2083","2015-04-13",3.9
"2084","2015-04-14",3.82
"2085","2015-04-15",4.06
"2086","2015-04-16",4.1
"2087","2015-04-17",4.03
"2088","2015-04-20",3.98
"2089","2015-04-21",4
"2090","2015-04-22",3.82
"2091","2015-04-23",3.89
"2092","2015-04-24",3.83
"2093","2015-04-27",3.92
"2094","2015-04-28",3.9
"2095","2015-04-29",3.66
"2096","2015-04-30",3.63
"2097","2015-05-01",3.52
"2098","2015-05-04",3.51
"2099","2015-05-05",3.5
"2100","2015-05-06",3.61
"2101","2015-05-07",3.9
"2102","2015-05-08",3.85
"2103","2015-05-11",3.79
"2104","2015-05-12",3.72
"2105","2015-05-13",3.62
"2106","2015-05-14",3.71
"2107","2015-05-15",3.82
"2108","2015-05-18",3.87
"2109","2015-05-19",3.86
"2110","2015-05-20",3.95
"2111","2015-05-21",3.99
"2112","2015-05-22",4.23
"2113","2015-05-26",4.09
"2114","2015-05-27",4.27
"2115","2015-05-28",4.28
"2116","2015-05-29",4.18
"2117","2015-06-01",4.01
"2118","2015-06-02",4
"2119","2015-06-03",4.02
"2120","2015-06-04",4
"2121","2015-06-05",4.03
"2122","2015-06-08",4.18
"2123","2015-06-09",4.22
"2124","2015-06-10",4.03
"2125","2015-06-11",3.59
"2126","2015-06-12",3.59
"2127","2015-06-15",3.42
"2128","2015-06-16",3.3
"2129","2015-06-17",3.19
"2130","2015-06-18",3.06
"2131","2015-06-19",3.13
"2132","2015-06-22",3.36
"2133","2015-06-23",3.25
"2134","2015-06-24",3.33
"2135","2015-06-25",3.47
"2136","2015-06-26",3.32
"2137","2015-06-29",3.02
"2138","2015-06-30",3.02
"2139","2015-07-01",2.95
"2140","2015-07-02",2.88
"2141","2015-07-06",2.88
"2142","2015-07-07",2.77
"2143","2015-07-08",2.68
"2144","2015-07-09",2.59
"2145","2015-07-10",2.96
"2146","2015-07-13",2.9
"2147","2015-07-14",2.86
"2148","2015-07-15",2.74
"2149","2015-07-16",2.83
"2150","2015-07-17",2.69
"2151","2015-07-20",2.55
"2152","2015-07-21",2.55
"2153","2015-07-22",2.59
"2154","2015-07-23",2.61
"2155","2015-07-24",2.54
"2156","2015-07-27",2.41
"2157","2015-07-28",2.58
"2158","2015-07-29",2.46
"2159","2015-07-30",2.42
"2160","2015-07-31",2.43
"2161","2015-08-03",2.51
"2162","2015-08-04",2.5
"2163","2015-08-05",2.56
"2164","2015-08-06",2.53
"2165","2015-08-07",2.55
"2166","2015-08-10",2.55
"2167","2015-08-11",2.33
"2168","2015-08-12",2.29
"2169","2015-08-13",2.37
"2170","2015-08-14",2.36
"2171","2015-08-17",2.35
"2172","2015-08-18",2.29
"2173","2015-08-19",2.38
"2174","2015-08-20",2.29
"2175","2015-08-21",2.36
"2176","2015-08-24",2.25
"2177","2015-08-25",2.21
"2178","2015-08-26",2.32
"2179","2015-08-27",2.35
"2180","2015-08-28",2.43
"2181","2015-08-31",2.61
"2182","2015-09-01",2.47
"2183","2015-09-02",2.24
"2184","2015-09-03",2.16
"2185","2015-09-04",2.1
"2186","2015-09-08",2.13
"2187","2015-09-09",2.01
"2188","2015-09-10",2.09
"2189","2015-09-11",2.06
"2190","2015-09-14",1.99
"2191","2015-09-15",1.99
"2192","2015-09-16",2.14
"2193","2015-09-17",2.15
"2194","2015-09-18",2.11
"2195","2015-09-21",2.01
"2196","2015-09-22",2
"2197","2015-09-23",1.85
"2198","2015-09-24",1.8
"2199","2015-09-25",1.77
"2200","2015-09-28",1.71
"2201","2015-09-29",1.85
"2202","2015-09-30",1.81
"2203","2015-10-01",1.75
"2204","2015-10-02",1.77
"2205","2015-10-05",1.87
"2206","2015-10-06",1.83
"2207","2015-10-07",1.9
"2208","2015-10-08",1.92
"2209","2015-10-09",1.75
"2210","2015-10-12",1.75
"2211","2015-10-13",1.66
"2212","2015-10-14",1.59
"2213","2015-10-15",1.7
"2214","2015-10-16",1.64
"2215","2015-10-19",1.63
"2216","2015-10-20",1.61
"2217","2015-10-21",1.59
"2218","2015-10-22",1.52
"2219","2015-10-23",1.68
"2220","2015-10-26",1.68
"2221","2015-10-27",1.7
"2222","2015-10-28",1.76
"2223","2015-10-29",1.69
"2224","2015-10-30",1.66
"2225","2015-11-02",1.64
"2226","2015-11-03",1.59
"2227","2015-11-04",1.51
"2228","2015-11-05",1.61
"2229","2015-11-06",1.61
"2230","2015-11-09",1.58
"2231","2015-11-10",1.56
"2232","2015-11-11",1.53
"2233","2015-11-12",1.49
"2234","2015-11-13",1.43
"2235","2015-11-16",1.42
"2236","2015-11-17",1.43
"2237","2015-11-18",1.52
"2238","2015-11-19",1.49
"2239","2015-11-20",1.49
"2240","2015-11-23",1.53
"2241","2015-11-24",1.52
"2242","2015-11-25",1.49
"2243","2015-11-27",1.49
"2244","2015-11-30",1.54
"2245","2015-12-01",1.51
"2246","2015-12-02",1.51
"2247","2015-12-03",1.49
"2248","2015-12-04",1.5
"2249","2015-12-07",1.44
"2250","2015-12-08",1.43
"2251","2015-12-09",1.43
"2252","2015-12-10",1.41
"2253","2015-12-11",1.35
"2254","2015-12-14",1.25
"2255","2015-12-15",1.27
"2256","2015-12-16",1.5
"2257","2015-12-17",1.47
"2258","2015-12-18",1.48
"2259","2015-12-21",1.49
"2260","2015-12-22",1.52
"2261","2015-12-23",1.48
"2262","2015-12-24",1.47
"2263","2015-12-28",1.4
"2264","2015-12-29",1.35
"2265","2015-12-30",1.33
"2266","2015-12-31",1.33
"2267","2016-01-04",1.27
"2268","2016-01-05",1.35
"2269","2016-01-06",1.28
"2270","2016-01-07",1.2
"2271","2016-01-08",1.2
"2272","2016-01-11",1.15
"2273","2016-01-12",1.16
"2274","2016-01-13",1.08
"2275","2016-01-14",1.13
"2276","2016-01-15",1.09
"2277","2016-01-19",0.99
"2278","2016-01-20",1.02
"2279","2016-01-21",1.09
"2280","2016-01-22",1.09
"2281","2016-01-25",1.04
"2282","2016-01-26",1.06
"2283","2016-01-27",1.02
"2284","2016-01-28",1.09
"2285","2016-01-29",1.32
"2286","2016-02-01",1.27
"2287","2016-02-02",1.39
"2288","2016-02-03",1.35
"2289","2016-02-04",1.38
"2290","2016-02-05",1.25
"2291","2016-02-08",1.37
"2292","2016-02-09",1.28
"2293","2016-02-10",1.2
"2294","2016-02-11",1.2
"2295","2016-02-12",1.21
"2296","2016-02-16",1.14
"2297","2016-02-17",1.1
"2298","2016-02-18",1.12
"2299","2016-02-19",1.14
"2300","2016-02-22",1.11
"2301","2016-02-23",1.05
"2302","2016-02-24",1.11
"2303","2016-02-25",1.11
"2304","2016-02-26",1.12
"2305","2016-02-29",1.13
"2306","2016-03-01",1.13
"2307","2016-03-02",1.18
"2308","2016-03-03",1.23
"2309","2016-03-04",1.35
"2310","2016-03-07",1.34
"2311","2016-03-08",1.39
"2312","2016-03-09",1.35
"2313","2016-03-10",1.27
"2314","2016-03-11",1.34
"2315","2016-03-14",1.27
"2316","2016-03-15",1.05
"2317","2016-03-16",1.15
"2318","2016-03-17",1.13
"2319","2016-03-18",1.16
"2320","2016-03-21",1.11
"2321","2016-03-22",1.08
"2322","2016-03-23",1.06
"2323","2016-03-24",1.1
"2324","2016-03-28",1.1
"2325","2016-03-29",1.16
"2326","2016-03-30",1.18
"2327","2016-03-31",1.19
"2328","2016-04-01",1.15
"2329","2016-04-04",1.12
"2330","2016-04-05",1.05
"2331","2016-04-06",1.07
"2332","2016-04-07",1.03
"2333","2016-04-08",1.03
"2334","2016-04-11",1
"2335","2016-04-12",0.86
"2336","2016-04-13",1.01
"2337","2016-04-14",0.97
"2338","2016-04-15",1
"2339","2016-04-18",1
"2340","2016-04-19",0.99
"2341","2016-04-20",0.98
"2342","2016-04-21",0.98
"2343","2016-04-22",0.97
"2344","2016-04-25",0.95
"2345","2016-04-26",0.98
"2346","2016-04-27",0.96
"2347","2016-04-28",0.89
"2348","2016-04-29",0.86
"2349","2016-05-02",0.84
"2350","2016-05-03",0.81
"2351","2016-05-04",0.8
"2352","2016-05-05",0.82
"2353","2016-05-06",0.85
"2354","2016-05-09",0.88
"2355","2016-05-10",0.89
"2356","2016-05-11",0.82
"2357","2016-05-12",0.85
"2358","2016-05-13",0.82
"2359","2016-05-16",0.79
"2360","2016-05-17",0.82
"2361","2016-05-18",0.78
"2362","2016-05-19",0.75
"2363","2016-05-20",0.8
"2364","2016-05-23",0.86
"2365","2016-05-24",0.94
"2366","2016-05-25",1.1
"2367","2016-05-26",1.06
"2368","2016-05-27",1.06
"2369","2016-05-31",1.04
"2370","2016-06-01",1.09
"2371","2016-06-02",1.1
"2372","2016-06-03",1.06
"2373","2016-06-06",1.08
"2374","2016-06-07",1.05
"2375","2016-06-08",1.08
"2376","2016-06-09",1.04
"2377","2016-06-10",1
"2378","2016-06-13",1.07
"2379","2016-06-14",1.04
"2380","2016-06-15",1.05
"2381","2016-06-16",1.06
"2382","2016-06-17",1.09
"2383","2016-06-20",1.13
"2384","2016-06-21",1.08
"2385","2016-06-22",1.06
"2386","2016-06-23",1.07
"2387","2016-06-24",1.05
"2388","2016-06-27",1.04
"2389","2016-06-28",1.01
"2390","2016-06-29",1.03
"2391","2016-06-30",1.07
"2392","2016-07-01",1.05
"2393","2016-07-05",1.14
"2394","2016-07-06",1.03
"2395","2016-07-07",1.09
"2396","2016-07-08",1.12
"2397","2016-07-11",1.08
"2398","2016-07-12",1.05
"2399","2016-07-13",1.09
"2400","2016-07-14",1.09
"2401","2016-07-15",1.12
"2402","2016-07-18",1.14
"2403","2016-07-19",1.28
"2404","2016-07-20",1.3
"2405","2016-07-21",1.27
"2406","2016-07-22",1.24
"2407","2016-07-25",1.22
"2408","2016-07-26",1.21
"2409","2016-07-27",1.23
"2410","2016-07-28",1.21
"2411","2016-07-29",1.12
"2412","2016-08-01",1.1
"2413","2016-08-02",1.06
"2414","2016-08-03",1.1
"2415","2016-08-04",1.08
"2416","2016-08-05",1.11
"2417","2016-08-08",1.07
"2418","2016-08-09",1.12
"2419","2016-08-10",1.09
"2420","2016-08-11",1.03
"2421","2016-08-12",1.03
"2422","2016-08-15",1
"2423","2016-08-16",0.98
"2424","2016-08-17",0.99
"2425","2016-08-18",1.05
"2426","2016-08-19",1.01
"2427","2016-08-22",0.99
"2428","2016-08-23",1.1
"2429","2016-08-24",1.13
"2430","2016-08-25",1.13
"2431","2016-08-26",1.13
"2432","2016-08-29",1.29
"2433","2016-08-30",1.26
"2434","2016-08-31",1.39
"2435","2016-09-01",1.23
"2436","2016-09-02",1.44
"2437","2016-09-06",1.47
"2438","2016-09-07",1.44
"2439","2016-09-08",1.38
"2440","2016-09-09",1.38
"2441","2016-09-12",1.37
"2442","2016-09-13",1.33
"2443","2016-09-14",1.3
"2444","2016-09-15",1.3
"2445","2016-09-16",1.28
"2446","2016-09-19",1.3
"2447","2016-09-20",1.27
"2448","2016-09-21",1.23
"2449","2016-09-22",1.24
"2450","2016-09-23",1
"2451","2016-09-26",0.97
"2452","2016-09-27",1.01
"2453","2016-09-28",0.99
"2454","2016-09-29",1
"2455","2016-09-30",1.05
"2456","2016-10-03",1.08
"2457","2016-10-04",1.04
"2458","2016-10-05",1.06
"2459","2016-10-06",1.02
"2460","2016-10-07",1.01
"2461","2016-10-10",1
"2462","2016-10-11",0.88
"2463","2016-10-12",0.85
"2464","2016-10-13",0.84
"2465","2016-10-14",0.83
"2466","2016-10-17",0.86
"2467","2016-10-18",0.85
"2468","2016-10-19",0.79
"2469","2016-10-20",0.83
"2470","2016-10-21",0.83
"2471","2016-10-24",0.82
"2472","2016-10-25",0.8
"2473","2016-10-26",0.75
"2474","2016-10-27",0.74
"2475","2016-10-28",0.72
"2476","2016-10-31",0.7
"2477","2016-11-01",0.69
"2478","2016-11-02",0.65
"2479","2016-11-03",0.6
"2480","2016-11-04",0.65
"2481","2016-11-07",0.69
"2482","2016-11-08",0.68
"2483","2016-11-09",0.75
"2484","2016-11-10",0.7
"2485","2016-11-11",0.78
"2486","2016-11-14",0.84
"2487","2016-11-15",0.93
"2488","2016-11-16",0.9
"2489","2016-11-17",0.93
"2490","2016-11-18",0.93
"2491","2016-11-21",0.9
"2492","2016-11-22",0.88
"2493","2016-11-23",0.89
"2494","2016-11-25",0.88
"2495","2016-11-28",0.8
"2496","2016-11-29",0.8
"2497","2016-11-30",0.78
"2498","2016-12-01",0.7
"2499","2016-12-02",0.7
"2500","2016-12-05",0.62
"2501","2016-12-06",0.61
"2502","2016-12-07",0.62
"2503","2016-12-08",0.59
"2504","2016-12-09",0.65
"2505","2016-12-12",0.7
"2506","2016-12-13",0.74
"2507","2016-12-14",0.72
"2508","2016-12-15",0.7
"2509","2016-12-16",0.68
"2510","2016-12-19",0.69
"2511","2016-12-20",0.71
"2512","2016-12-21",0.73
"2513","2016-12-22",0.7
"2514","2016-12-23",0.68
"2515","2016-12-27",0.7
"2516","2016-12-28",0.71
"2517","2016-12-29",0.68
"2518","2016-12-30",0.68
"2519","2017-01-03",0.7
"2520","2017-01-04",0.7
"2521","2017-01-05",0.7
"2522","2017-01-06",0.68
"2523","2017-01-09",0.72
"2524","2017-01-10",0.7
"2525","2017-01-11",0.7
"2526","2017-01-12",0.69
"2527","2017-01-13",0.7
"2528","2017-01-17",0.67
"2529","2017-01-18",0.68
"2530","2017-01-19",0.67
"2531","2017-01-20",0.69
"2532","2017-01-23",0.66
"2533","2017-01-24",0.67
"2534","2017-01-25",0.69
"2535","2017-01-26",0.71
"2536","2017-01-27",0.7
"2537","2017-01-30",0.7
"2538","2017-01-31",0.68
"2539","2017-02-01",0.72
"2540","2017-02-02",0.71
"2541","2017-02-03",0.69
"2542","2017-02-06",0.69
"2543","2017-02-07",0.7
"2544","2017-02-08",0.7
"2545","2017-02-09",0.71
"2546","2017-02-10",0.73
"2547","2017-02-13",0.7
"2548","2017-02-14",0.7
"2549","2017-02-15",0.7
"2550","2017-02-16",0.72
"2551","2017-02-17",0.81
"2552","2017-02-21",0.8
"2553","2017-02-22",0.84
"2554","2017-02-23",0.84
"2555","2017-02-24",0.82
"2556","2017-02-27",0.83
"2557","2017-02-28",0.87
"2558","2017-03-01",0.87
"2559","2017-03-02",0.9
"2560","2017-03-03",0.9
"2561","2017-03-06",0.85
"2562","2017-03-07",0.81
"2563","2017-03-08",0.82
"2564","2017-03-09",0.87
"2565","2017-03-10",0.89
"2566","2017-03-13",0.92
"2567","2017-03-14",0.89
"2568","2017-03-15",0.86
"2569","2017-03-16",0.9
"2570","2017-03-17",0.91
"2571","2017-03-20",0.88
"2572","2017-03-21",0.88
"2573","2017-03-22",0.9
"2574","2017-03-23",0.95
"2575","2017-03-24",0.92
"2576","2017-03-27",0.91
"2577","2017-03-28",0.88
"2578","2017-03-29",0.94
"2579","2017-03-30",0.96
"2580","2017-03-31",0.94
"2581","2017-04-03",0.91
"2582","2017-04-04",0.91
"2583","2017-04-05",0.92
"2584","2017-04-06",0.92
"2585","2017-04-07",0.94
"2586","2017-04-10",0.93
"2587","2017-04-11",0.93
"2588","2017-04-12",0.93
"2589","2017-04-13",0.93
"2590","2017-04-17",0.91
"2591","2017-04-18",0.88
"2592","2017-04-19",0.89
"2593","2017-04-20",0.9
"2594","2017-04-21",0.94
"2595","2017-04-24",0.95
"2596","2017-04-25",0.98
"2597","2017-04-26",1.02
"2598","2017-04-27",1.07
"2599","2017-04-28",1.13
"2600","2017-05-01",1.16
"2601","2017-05-02",1.18
"2602","2017-05-03",1.19
"2603","2017-05-04",1.16
"2604","2017-05-05",1.17
"2605","2017-05-08",1.18
"2606","2017-05-09",1.25
"2607","2017-05-10",1.24
"2608","2017-05-11",1.21
"2609","2017-05-12",1.2
"2610","2017-05-15",1.19
"2611","2017-05-16",1.16
"2612","2017-05-17",1.14
"2613","2017-05-18",1.18
"2614","2017-05-19",1.2
"2615","2017-05-22",1.17
"2616","2017-05-23",1.17
"2617","2017-05-24",1.14
"2618","2017-05-25",1.17
"2619","2017-05-26",1.18
"2620","2017-05-30",1.1
"2621","2017-05-31",1.11
"2622","2017-06-01",1.06
"2623","2017-06-02",1.06
"2624","2017-06-05",1.02
"2625","2017-06-06",1
"2626","2017-06-07",1
"2627","2017-06-08",1.01
"2628","2017-06-09",1.04
"2629","2017-06-12",0.99
"2630","2017-06-13",1
"2631","2017-06-14",0.98
"2632","2017-06-15",1.03
"2633","2017-06-16",1.04
"2634","2017-06-19",1.03
"2635","2017-06-20",1.03
"2636","2017-06-21",1.04
"2637","2017-06-22",1.08
"2638","2017-06-23",1.09
"2639","2017-06-26",1.08
"2640","2017-06-27",1.08
"2641","2017-06-28",1.06
"2642","2017-06-29",1.04
"2643","2017-06-30",1.03
"2644","2017-07-03",0.99
"2645","2017-07-05",1.01
"2646","2017-07-06",1.02
"2647","2017-07-07",1.05
"2648","2017-07-10",1.01
"2649","2017-07-11",1.02
"2650","2017-07-12",1.03
"2651","2017-07-13",1.05
"2652","2017-07-14",1.09
"2653","2017-07-17",1.1
"2654","2017-07-18",1.13
"2655","2017-07-19",1.11
"2656","2017-07-20",1.07
"2657","2017-07-21",1.08
"2658","2017-07-24",1.12
"2659","2017-07-25",1.06
"2660","2017-07-26",1.08
"2661","2017-07-27",1.1
"2662","2017-07-28",1.1
"2663","2017-07-31",1.11
"2664","2017-08-01",1.09
"2665","2017-08-02",1.08
"2666","2017-08-03",1.1
"2667","2017-08-04",1.09
"2668","2017-08-07",1.1
"2669","2017-08-08",1.12
"2670","2017-08-09",1.11
"2671","2017-08-10",1.04
"2672","2017-08-11",1.09
"2673","2017-08-14",1.2
"2674","2017-08-15",1.2
"2675","2017-08-16",1.16
"2676","2017-08-17",1.2
"2677","2017-08-18",1.22
"2678","2017-08-21",1.16
"2679","2017-08-22",1.21
"2680","2017-08-23",1.18
"2681","2017-08-24",1.18
"2682","2017-08-25",1.2
"2683","2017-08-28",1.16
"2684","2017-08-29",1.16
"2685","2017-08-30",1.15
"2686","2017-08-31",1.16
"2687","2017-09-01",1.17
"2688","2017-09-05",1.17
"2689","2017-09-06",1.17
"2690","2017-09-07",1.3
"2691","2017-09-08",1.34
"2692","2017-09-11",1.36
"2693","2017-09-12",1.36
"2694","2017-09-13",1.37
"2695","2017-09-14",1.36
"2696","2017-09-15",1.37
"2697","2017-09-18",1.37
"2698","2017-09-19",1.37
"2699","2017-09-20",1.37
"2700","2017-09-21",1.34
"2701","2017-09-22",1.36
"2702","2017-09-25",1.35
"2703","2017-09-26",1.33
"2704","2017-09-27",1.37
"2705","2017-09-28",1.46
"2706","2017-09-29",1.51
"2707","2017-10-02",1.54
"2708","2017-10-03",1.55
"2709","2017-10-04",1.51
"2710","2017-10-05",1.52
"2711","2017-10-06",1.55
"2712","2017-10-09",1.58
"2713","2017-10-10",1.6
"2714","2017-10-11",1.6
"2715","2017-10-12",1.6
"2716","2017-10-13",1.61
"2717","2017-10-16",1.56
"2718","2017-10-17",1.41
"2719","2017-10-18",1.46
"2720","2017-10-19",1.46
"2721","2017-10-20",1.44
"2722","2017-10-23",1.44
"2723","2017-10-24",1.48
"2724","2017-10-25",1.48
"2725","2017-10-26",1.53
"2726","2017-10-27",1.58
"2727","2017-10-30",1.56
"2728","2017-10-31",1.57
"2729","2017-11-01",1.57
"2730","2017-11-02",1.57
"2731","2017-11-03",1.58
"2732","2017-11-06",1.58
"2733","2017-11-07",1.57
"2734","2017-11-08",1.58
"2735","2017-11-09",1.49
"2736","2017-11-10",1.48
"2737","2017-11-13",1.59
"2738","2017-11-14",1.61
"2739","2017-11-15",1.57
"2740","2017-11-16",1.65
"2741","2017-11-17",1.76
"2742","2017-11-20",1.79
"2743","2017-11-21",1.76
"2744","2017-11-22",1.79
"2745","2017-11-24",1.79
"2746","2017-11-27",1.75
"2747","2017-11-28",1.84
"2748","2017-11-29",1.76
"2749","2017-11-30",1.76
"2750","2017-12-01",1.69
"2751","2017-12-04",1.67
"2752","2017-12-05",1.67
"2753","2017-12-06",1.62
"2754","2017-12-07",1.6
"2755","2017-12-08",1.66
"2756","2017-12-11",1.69
"2757","2017-12-12",1.8
"2758","2017-12-13",1.85
"2759","2017-12-14",1.83
"2760","2017-12-15",1.79
"2761","2017-12-18",1.8
"2762","2017-12-19",1.79
"2763","2017-12-20",1.78
"2764","2017-12-21",1.86
"2765","2017-12-22",1.83
"2766","2017-12-26",1.81
"2767","2017-12-27",1.81
"2768","2017-12-28",1.79
"2769","2017-12-29",1.79
"2770","2018-01-02",1.79
"2771","2018-01-03",1.87
"2772","2018-01-04",1.86
"2773","2018-01-05",1.96
"2774","2018-01-08",1.96
"2775","2018-01-09",1.93
"2776","2018-01-10",1.99
"2777","2018-01-11",1.99
"2778","2018-01-12",1.99
"2779","2018-01-16",1.95
"2780","2018-01-17",2.05
"2781","2018-01-18",2.1
"2782","2018-01-19",2.1
"2783","2018-01-22",2.12
"2784","2018-01-23",2.09
"2785","2018-01-24",2.05
"2786","2018-01-25",2.03
"2787","2018-01-26",2.03
"2788","2018-01-29",2.06
"2789","2018-01-30",2.04
"2790","2018-01-31",2.03
"2791","2018-02-01",2.04
"2792","2018-02-02",1.98
"2793","2018-02-05",1.94
"2794","2018-02-06",2.06
"2795","2018-02-07",2.02
"2796","2018-02-08",2.01
"2797","2018-02-09",2.09
"2798","2018-02-12",2.2
"2799","2018-02-13",2.32
"2800","2018-02-14",2.45
"2801","2018-02-15",2.4
"2802","2018-02-16",2.43
"2803","2018-02-20",2.36
"2804","2018-02-21",2.41
"2805","2018-02-22",2.26
"2806","2018-02-23",2.35
"2807","2018-02-26",2.34
"2808","2018-02-27",2.3
"2809","2018-02-28",2.25
"2810","2018-03-01",2.26
"2811","2018-03-02",2.32
"2812","2018-03-05",2.29
"2813","2018-03-06",2.29
"2814","2018-03-07",2.31
"2815","2018-03-08",2.27
"2816","2018-03-09",2.35
"2817","2018-03-12",2.44
"2818","2018-03-13",2.49
"2819","2018-03-14",2.41
"2820","2018-03-15",2.51
"2821","2018-03-16",2.49
"2822","2018-03-19",2.38
"2823","2018-03-20",2.35
"2824","2018-03-21",2.39
"2825","2018-03-22",2.31
"2826","2018-03-23",2.28
"2827","2018-03-26",2.11
"2828","2018-03-27",2.08
"2829","2018-03-28",2.02
"2830","2018-03-29",2.01
"2831","2018-04-02",2.01
"2832","2018-04-03",2.02
"2833","2018-04-04",2.02
"2834","2018-04-05",2.21
"2835","2018-04-06",2.09
"2836","2018-04-09",1.92
"2837","2018-04-10",1.86
"2838","2018-04-11",1.8
"2839","2018-04-12",1.84
"2840","2018-04-13",1.7
"2841","2018-04-16",1.75
"2842","2018-04-17",1.75
"2843","2018-04-18",1.76
"2844","2018-04-19",1.71
"2845","2018-04-20",1.7
"2846","2018-04-23",1.72
"2847","2018-04-24",1.66
"2848","2018-04-25",1.64
"2849","2018-04-26",1.73
"2850","2018-04-27",1.61
"2851","2018-04-30",1.59
"2852","2018-05-01",1.72
"2853","2018-05-02",1.73
"2854","2018-05-03",1.68
"2855","2018-05-04",1.66
"2856","2018-05-07",1.68
"2857","2018-05-08",1.69
"2858","2018-05-09",1.67
"2859","2018-05-10",1.7
"2860","2018-05-11",1.69
"2861","2018-05-14",1.62
"2862","2018-05-15",1.58
"2863","2018-05-16",1.64
"2864","2018-05-17",1.71
"2865","2018-05-18",1.8
"2866","2018-05-21",1.74
"2867","2018-05-22",1.67
"2868","2018-05-23",1.68
"2869","2018-05-24",1.64
"2870","2018-05-25",1.62
"2871","2018-05-29",1.6
"2872","2018-05-30",1.81
"2873","2018-05-31",1.86
"2874","2018-06-01",1.81
"2875","2018-06-04",1.74
"2876","2018-06-05",1.71
"2877","2018-06-06",1.67
"2878","2018-06-07",1.68
"2879","2018-06-08",1.7
"2880","2018-06-11",1.72
"2881","2018-06-12",1.88
"2882","2018-06-13",1.57
"2883","2018-06-14",1.51
"2884","2018-06-15",1.62
"2885","2018-06-18",1.65
"2886","2018-06-19",1.67
"2887","2018-06-20",1.65
"2888","2018-06-21",1.61
"2889","2018-06-22",1.56
"2890","2018-06-25",1.55
"2891","2018-06-26",1.59
"2892","2018-06-27",1.53
"2893","2018-06-28",1.5
"2894","2018-06-29",1.51
"2895","2018-07-02",1.48
"2896","2018-07-03",1.47
"2897","2018-07-05",1.45
"2898","2018-07-06",1.49
"2899","2018-07-09",1.55
"2900","2018-07-10",1.5
"2901","2018-07-11",1.45
"2902","2018-07-12",1.45
"2903","2018-07-13",1.42
"2904","2018-07-16",1.39
"2905","2018-07-17",1.4
