"","date","HL"
"102","2007-05-30",7.64
"103","2007-05-31",8
"104","2007-06-01",8.2
"105","2007-06-04",8.2
"106","2007-06-05",8.22
"107","2007-06-06",8.16
"108","2007-06-07",7.81
"109","2007-06-08",7.79
"110","2007-06-11",7.7
"111","2007-06-12",7.51
"112","2007-06-13",7.77
"113","2007-06-14",7.93
"114","2007-06-15",8.21
"115","2007-06-18",8.29
"116","2007-06-19",8.38
"117","2007-06-20",8.24
"118","2007-06-21",8.29
"119","2007-06-22",8.26
"120","2007-06-25",8.21
"121","2007-06-26",8
"122","2007-06-27",8.05
"123","2007-06-28",8.17
"124","2007-06-29",8.54
"125","2007-07-02",8.78
"126","2007-07-03",8.6
"127","2007-07-05",8.75
"128","2007-07-06",8.89
"129","2007-07-09",9.18
"130","2007-07-10",8.95
"131","2007-07-11",9.06
"132","2007-07-12",9.34
"133","2007-07-13",9.21
"134","2007-07-16",9.13
"135","2007-07-17",8.98
"136","2007-07-18",9.24
"137","2007-07-19",9.25
"138","2007-07-20",9.11
"139","2007-07-23",9
"140","2007-07-24",8.74
"141","2007-07-25",8.52
"142","2007-07-26",8.13
"143","2007-07-27",7.83
"144","2007-07-30",7.98
"145","2007-07-31",7.85
"146","2007-08-01",7.85
"147","2007-08-02",7.89
"148","2007-08-03",7.61
"149","2007-08-06",7.69
"150","2007-08-07",7.55
"151","2007-08-08",7.61
"152","2007-08-09",6.7
"153","2007-08-10",7.02
"154","2007-08-13",7.53
"155","2007-08-14",7.52
"156","2007-08-15",7.47
"157","2007-08-16",7.26
"158","2007-08-17",7.44
"159","2007-08-20",7.56
"160","2007-08-21",7.72
"161","2007-08-22",7.75
"162","2007-08-23",7.77
"163","2007-08-24",7.84
"164","2007-08-27",7.5
"165","2007-08-28",7.39
"166","2007-08-29",7.55
"167","2007-08-30",7.4
"168","2007-08-31",7.5
"169","2007-09-04",7.65
"170","2007-09-05",7.5
"171","2007-09-06",7.88
"172","2007-09-07",7.9
"173","2007-09-10",7.59
"174","2007-09-11",7.93
"175","2007-09-12",7.83
"176","2007-09-13",7.82
"177","2007-09-14",7.98
"178","2007-09-17",7.9
"179","2007-09-18",8.33
"180","2007-09-19",8.28
"181","2007-09-20",9.01
"182","2007-09-21",9.04
"183","2007-09-24",8.88
"184","2007-09-25",8.86
"185","2007-09-26",8.66
"186","2007-09-27",8.73
"187","2007-09-28",8.95
"188","2007-10-01",9.16
"189","2007-10-02",8.76
"190","2007-10-03",8.51
"191","2007-10-04",8.64
"192","2007-10-05",8.75
"193","2007-10-08",8.55
"194","2007-10-09",8.76
"195","2007-10-10",8.89
"196","2007-10-11",8.85
"197","2007-10-12",8.88
"198","2007-10-15",8.98
"199","2007-10-16",8.63
"200","2007-10-17",8.55
"201","2007-10-18",8.66
"202","2007-10-19",8.43
"203","2007-10-22",8.36
"204","2007-10-23",8.7
"205","2007-10-24",8.86
"206","2007-10-25",8.95
"207","2007-10-26",9.22
"208","2007-10-29",9.34
"209","2007-10-30",9.3
"210","2007-10-31",9.62
"211","2007-11-01",9.16
"212","2007-11-02",9.68
"213","2007-11-05",9.8
"214","2007-11-06",11.18
"215","2007-11-07",11.16
"216","2007-11-08",11.66
"217","2007-11-09",11.48
"218","2007-11-12",10.5
"219","2007-11-13",10.99
"220","2007-11-14",11.33
"221","2007-11-15",10.9
"222","2007-11-16",11.15
"223","2007-11-19",11.11
"224","2007-11-20",12.17
"225","2007-11-21",12.24
"226","2007-11-23",12.1
"227","2007-11-26",11.88
"228","2007-11-27",11.87
"229","2007-11-28",12.43
"230","2007-11-29",12.37
"231","2007-11-30",11.73
"232","2007-12-03",11.68
"233","2007-12-04",11.79
"234","2007-12-05",11.99
"235","2007-12-06",12.4
"236","2007-12-07",11.95
"237","2007-12-10",11.85
"238","2007-12-11",11.13
"239","2007-12-12",9.7
"240","2007-12-13",9.38
"241","2007-12-14",9.07
"242","2007-12-17",8.77
"243","2007-12-18",8.81
"244","2007-12-19",8.64
"245","2007-12-20",8.84
"246","2007-12-21",9.34
"247","2007-12-24",9.2
"248","2007-12-26",9.47
"249","2007-12-27",9.25
"250","2007-12-28",9.35
"251","2007-12-31",9.35
"252","2008-01-02",9.77
"253","2008-01-03",9.94
"254","2008-01-04",9.69
"255","2008-01-07",9.44
"256","2008-01-08",9.62
"257","2008-01-09",9.6
"258","2008-01-10",9.86
"259","2008-01-11",10.36
"260","2008-01-14",10.31
"261","2008-01-15",9.44
"262","2008-01-16",8.95
"263","2008-01-17",8.95
"264","2008-01-18",9.07
"265","2008-01-22",8.82
"266","2008-01-23",8.79
"267","2008-01-24",9.34
"268","2008-01-25",9.45
"269","2008-01-28",9.51
"270","2008-01-29",9.45
"271","2008-01-30",9.54
"272","2008-01-31",9.3
"273","2008-02-01",9.26
"274","2008-02-04",9.04
"275","2008-02-05",8.65
"276","2008-02-06",8.69
"277","2008-02-07",8.94
"278","2008-02-08",9.29
"279","2008-02-11",9.74
"280","2008-02-12",9.63
"281","2008-02-13",10.15
"282","2008-02-14",9.98
"283","2008-02-15",9.99
"284","2008-02-19",10.01
"285","2008-02-20",10.42
"286","2008-02-21",10.2
"287","2008-02-22",9.86
"288","2008-02-25",10.2
"289","2008-02-26",10.85
"290","2008-02-27",11.04
"291","2008-02-28",11.77
"292","2008-02-29",11.5
"293","2008-03-03",11.65
"294","2008-03-04",11.4
"295","2008-03-05",12.17
"296","2008-03-06",11.89
"297","2008-03-07",11.4
"298","2008-03-10",11.13
"299","2008-03-11",11.97
"300","2008-03-12",11.74
"301","2008-03-13",11.78
"302","2008-03-14",12.72
"303","2008-03-17",12.32
"304","2008-03-18",11.78
"305","2008-03-19",10.78
"306","2008-03-20",10.66
"307","2008-03-24",10.66
"308","2008-03-25",11.26
"309","2008-03-26",11.37
"310","2008-03-27",11.3
"311","2008-03-28",11.3
"312","2008-03-31",11.16
"313","2008-04-01",10.9
"314","2008-04-02",11.58
"315","2008-04-03",11.57
"316","2008-04-04",11.72
"317","2008-04-07",11.74
"318","2008-04-08",11.75
"319","2008-04-09",12.2
"320","2008-04-10",12.26
"321","2008-04-11",11.86
"322","2008-04-14",11.78
"323","2008-04-15",12.25
"324","2008-04-16",13.03
"325","2008-04-17",13
"326","2008-04-18",12.52
"327","2008-04-21",12.5
"328","2008-04-22",12.42
"329","2008-04-23",11.7
"330","2008-04-24",11.16
"331","2008-04-25",11.06
"332","2008-04-28",10.78
"333","2008-04-29",9.97
"334","2008-04-30",10.26
"335","2008-05-01",10.12
"336","2008-05-02",10.29
"337","2008-05-05",10.68
"338","2008-05-06",10.48
"339","2008-05-07",10.41
"340","2008-05-08",10.5
"341","2008-05-09",10.52
"342","2008-05-12",10.37
"343","2008-05-13",9.32
"344","2008-05-14",9.41
"345","2008-05-15",9.91
"346","2008-05-16",10.16
"347","2008-05-19",10.2
"348","2008-05-20",10.28
"349","2008-05-21",10.16
"350","2008-05-22",9.78
"351","2008-05-23",9.53
"352","2008-05-27",9.19
"353","2008-05-28",9.65
"354","2008-05-29",9
"355","2008-05-30",9.02
"356","2008-06-02",9.1
"357","2008-06-03",8.72
"358","2008-06-04",8.55
"359","2008-06-05",8.84
"360","2008-06-06",8.96
"361","2008-06-09",8.81
"362","2008-06-10",8.25
"363","2008-06-11",8.27
"364","2008-06-12",8.05
"365","2008-06-13",8.2
"366","2008-06-16",8.22
"367","2008-06-17",8.28
"368","2008-06-18",8.6
"369","2008-06-19",8.35
"370","2008-06-20",8.51
"371","2008-06-23",8.25
"372","2008-06-24",7.52
"373","2008-06-25",8.07
"374","2008-06-26",8.78
"375","2008-06-27",9.72
"376","2008-06-30",9.26
"377","2008-07-01",9.43
"378","2008-07-02",8.53
"379","2008-07-03",8.26
"380","2008-07-07",8.36
"381","2008-07-08",8.37
"382","2008-07-09",8.45
"383","2008-07-10",8.86
"384","2008-07-11",9.45
"385","2008-07-14",9.64
"386","2008-07-15",8.99
"387","2008-07-16",8.71
"388","2008-07-17",8.36
"389","2008-07-18",8.31
"390","2008-07-21",9.18
"391","2008-07-22",8.7
"392","2008-07-23",8.39
"393","2008-07-24",8.51
"394","2008-07-25",8.68
"395","2008-07-28",8.72
"396","2008-07-29",8.75
"397","2008-07-30",9.16
"398","2008-07-31",9.18
"399","2008-08-01",8.45
"400","2008-08-04",8.06
"401","2008-08-05",7.47
"402","2008-08-06",7.5
"403","2008-08-07",7.03
"404","2008-08-08",6.6
"405","2008-08-11",6.59
"406","2008-08-12",6.65
"407","2008-08-13",7.1
"408","2008-08-14",6.79
"409","2008-08-15",6.88
"410","2008-08-18",7.04
"411","2008-08-19",7.11
"412","2008-08-20",6.87
"413","2008-08-21",7.31
"414","2008-08-22",7.14
"415","2008-08-25",7
"416","2008-08-26",7.09
"417","2008-08-27",6.99
"418","2008-08-28",7.2
"419","2008-08-29",7.02
"420","2008-09-02",6.88
"421","2008-09-03",6.51
"422","2008-09-04",5.78
"423","2008-09-05",6.18
"424","2008-09-08",5.3
"425","2008-09-09",4.46
"426","2008-09-10",4.3
"427","2008-09-11",4.44
"428","2008-09-12",4.78
"429","2008-09-15",4.38
"430","2008-09-16",4.53
"431","2008-09-17",4.98
"432","2008-09-18",5.35
"433","2008-09-19",5.56
"434","2008-09-22",6.1
"435","2008-09-23",5.86
"436","2008-09-24",5.53
"437","2008-09-25",5.54
"438","2008-09-26",5.3
"439","2008-09-29",4.86
"440","2008-09-30",4.68
"441","2008-10-01",4.75
"442","2008-10-02",3.91
"443","2008-10-03",3.75
"444","2008-10-06",3.52
"445","2008-10-07",3.31
"446","2008-10-08",3.95
"447","2008-10-09",3.65
"448","2008-10-10",3.44
"449","2008-10-13",3.78
"450","2008-10-14",3.71
"451","2008-10-15",3.22
"452","2008-10-16",3.07
"453","2008-10-17",2.92
"454","2008-10-20",3.56
"455","2008-10-21",3.23
"456","2008-10-22",2.6
"457","2008-10-23",2.46
"458","2008-10-24",2.63
"459","2008-10-27",2.25
"460","2008-10-28",2.38
"461","2008-10-29",2.67
"462","2008-10-30",2.63
"463","2008-10-31",2.49
"464","2008-11-03",2.39
"465","2008-11-04",2.72
"466","2008-11-05",2.56
"467","2008-11-06",2.05
"468","2008-11-07",1.68
"469","2008-11-10",1.62
"470","2008-11-11",1.32
"471","2008-11-12",1.05
"472","2008-11-13",1.32
"473","2008-11-14",1.33
"474","2008-11-17",1.36
"475","2008-11-18",1.25
"476","2008-11-19",1.11
"477","2008-11-20",1.1
"478","2008-11-21",1.48
"479","2008-11-24",1.94
"480","2008-11-25",1.95
"481","2008-11-26",2.29
"482","2008-11-28",2.32
"483","2008-12-01",1.78
"484","2008-12-02",1.94
"485","2008-12-03",1.94
"486","2008-12-04",1.85
"487","2008-12-05",1.93
"488","2008-12-08",2.09
"489","2008-12-09",2.03
"490","2008-12-10",2.33
"491","2008-12-11",1.64
"492","2008-12-12",1.77
"493","2008-12-15",1.81
"494","2008-12-16",1.96
"495","2008-12-17",2.23
"496","2008-12-18",2.25
"497","2008-12-19",2.38
"498","2008-12-22",2.25
"499","2008-12-23",2.33
"500","2008-12-24",2.33
"501","2008-12-26",2.48
"502","2008-12-29",2.71
"503","2008-12-30",2.7
"504","2008-12-31",2.8
"505","2009-01-02",2.77
"506","2009-01-05",2.76
"507","2009-01-06",2.88
"508","2009-01-07",2.58
"509","2009-01-08",2.64
"510","2009-01-09",2.55
"511","2009-01-12",2.28
"512","2009-01-13",2.32
"513","2009-01-14",2.12
"514","2009-01-15",2.07
"515","2009-01-16",2.28
"516","2009-01-20",2.2
"517","2009-01-21",2.35
"518","2009-01-22",2.28
"519","2009-01-23",2.53
"520","2009-01-26",2.54
"521","2009-01-27",2.48
"522","2009-01-28",2.57
"523","2009-01-29",2.67
"524","2009-01-30",2.65
"525","2009-02-02",2.51
"526","2009-02-03",2.43
"527","2009-02-04",2.17
"528","2009-02-05",1.83
"529","2009-02-06",1.77
"530","2009-02-09",1.77
"531","2009-02-10",1.74
"532","2009-02-11",1.87
"533","2009-02-12",1.83
"534","2009-02-13",1.75
"535","2009-02-17",1.77
"536","2009-02-18",1.77
"537","2009-02-19",1.68
"538","2009-02-20",1.73
"539","2009-02-23",1.7
"540","2009-02-24",1.59
"541","2009-02-25",1.46
"542","2009-02-26",1.42
"543","2009-02-27",1.52
"544","2009-03-02",1.26
"545","2009-03-03",1.24
"546","2009-03-04",1.27
"547","2009-03-05",1.24
"548","2009-03-06",1.27
"549","2009-03-09",1.28
"550","2009-03-10",1.23
"551","2009-03-11",1.33
"552","2009-03-12",1.45
"553","2009-03-13",1.5
"554","2009-03-16",1.46
"555","2009-03-17",1.46
"556","2009-03-18",1.69
"557","2009-03-19",2.04
"558","2009-03-20",2.19
"559","2009-03-23",2.15
"560","2009-03-24",1.99
"561","2009-03-25",2.06
"562","2009-03-26",2.22
"563","2009-03-27",2.13
"564","2009-03-30",1.88
"565","2009-03-31",2
"566","2009-04-01",2.18
"567","2009-04-02",2.2
"568","2009-04-03",2.06
"569","2009-04-06",2.03
"570","2009-04-07",2.03
"571","2009-04-08",2.05
"572","2009-04-09",2.11
"573","2009-04-13",2.34
"574","2009-04-14",2.32
"575","2009-04-15",2.38
"576","2009-04-16",2.25
"577","2009-04-17",2.09
"578","2009-04-20",2.07
"579","2009-04-21",2.08
"580","2009-04-22",2.01
"581","2009-04-23",2.1
"582","2009-04-24",2.23
"583","2009-04-27",2.6
"584","2009-04-28",2.56
"585","2009-04-29",2.6
"586","2009-04-30",2.47
"587","2009-05-01",2.62
"588","2009-05-04",2.76
"589","2009-05-05",2.89
"590","2009-05-06",3.09
"591","2009-05-07",3.05
"592","2009-05-08",3.21
"593","2009-05-11",3.15
"594","2009-05-12",3.33
"595","2009-05-13",2.98
"596","2009-05-14",3.11
"597","2009-05-15",2.98
"598","2009-05-18",2.97
"599","2009-05-19",3.14
"600","2009-05-20",3.17
"601","2009-05-21",3.27
"602","2009-05-22",3.36
"603","2009-05-26",3.25
"604","2009-05-27",3.23
"605","2009-05-28",3.46
"606","2009-05-29",3.71
"607","2009-06-01",3.7
"608","2009-06-02",3.48
"609","2009-06-03",3.11
"610","2009-06-04",3.33
"611","2009-06-05",3.12
"612","2009-06-08",2.96
"613","2009-06-09",3.02
"614","2009-06-10",3.09
"615","2009-06-11",3.2
"616","2009-06-12",3.1
"617","2009-06-15",2.87
"618","2009-06-16",2.69
"619","2009-06-17",2.63
"620","2009-06-18",2.53
"621","2009-06-19",2.66
"622","2009-06-22",2.4
"623","2009-06-23",2.53
"624","2009-06-24",2.73
"625","2009-06-25",2.96
"626","2009-06-26",2.89
"627","2009-06-29",2.79
"628","2009-06-30",2.68
"629","2009-07-01",2.83
"630","2009-07-02",2.65
"631","2009-07-06",2.54
"632","2009-07-07",2.49
"633","2009-07-08",2.3
"634","2009-07-09",2.4
"635","2009-07-10",2.43
"636","2009-07-13",2.58
"637","2009-07-14",2.69
"638","2009-07-15",2.9
"639","2009-07-16",2.94
"640","2009-07-17",2.95
"641","2009-07-20",3.18
"642","2009-07-21",3.09
"643","2009-07-22",3.04
"644","2009-07-23",3.13
"645","2009-07-24",3.13
"646","2009-07-27",3.16
"647","2009-07-28",2.99
"648","2009-07-29",2.81
"649","2009-07-30",2.93
"650","2009-07-31",3.15
"651","2009-08-03",3.26
"652","2009-08-04",3.38
"653","2009-08-05",3.44
"654","2009-08-06",3.32
"655","2009-08-07",3.31
"656","2009-08-10",3.12
"657","2009-08-11",2.96
"658","2009-08-12",3.02
"659","2009-08-13",3.34
"660","2009-08-14",3.2
"661","2009-08-17",2.82
"662","2009-08-18",2.93
"663","2009-08-19",2.93
"664","2009-08-20",2.96
"665","2009-08-21",3.07
"666","2009-08-24",2.98
"667","2009-08-25",3.03
"668","2009-08-26",3.05
"669","2009-08-27",3.06
"670","2009-08-28",3.05
"671","2009-08-31",2.98
"672","2009-09-01",2.89
"673","2009-09-02",3.13
"674","2009-09-03",3.36
"675","2009-09-04",3.45
"676","2009-09-08",3.74
"677","2009-09-09",3.76
"678","2009-09-10",4.2
"679","2009-09-11",4.39
"680","2009-09-14",4.44
"681","2009-09-15",4.62
"682","2009-09-16",4.98
"683","2009-09-17",4.52
"684","2009-09-18",4.32
"685","2009-09-21",4.32
"686","2009-09-22",4.53
"687","2009-09-23",4.34
"688","2009-09-24",4.17
"689","2009-09-25",4.09
"690","2009-09-28",4.18
"691","2009-09-29",4.28
"692","2009-09-30",4.39
"693","2009-10-01",4.13
"694","2009-10-02",4.06
"695","2009-10-05",4.35
"696","2009-10-06",4.83
"697","2009-10-07",4.9
"698","2009-10-08",5.02
"699","2009-10-09",4.76
"700","2009-10-12",4.71
"701","2009-10-13",4.82
"702","2009-10-14",4.91
"703","2009-10-15",4.77
"704","2009-10-16",4.8
"705","2009-10-19",4.9
"706","2009-10-20",4.74
"707","2009-10-21",4.77
"708","2009-10-22",4.81
"709","2009-10-23",4.77
"710","2009-10-26",4.33
"711","2009-10-27",4.31
"712","2009-10-28",3.85
"713","2009-10-29",4.36
"714","2009-10-30",4.11
"715","2009-11-02",4.11
"716","2009-11-03",4.85
"717","2009-11-04",4.88
"718","2009-11-05",5.01
"719","2009-11-06",5.25
"720","2009-11-09",5.48
"721","2009-11-10",5.43
"722","2009-11-11",5.52
"723","2009-11-12",5.34
"724","2009-11-13",5.34
"725","2009-11-16",5.84
"726","2009-11-17",6.15
"727","2009-11-18",6.28
"728","2009-11-19",6.33
"729","2009-11-20",6.26
"730","2009-11-23",6.44
"731","2009-11-24",6.5
"732","2009-11-25",6.68
"733","2009-11-27",6.32
"734","2009-11-30",6.61
"735","2009-12-01",7.06
"736","2009-12-02",7.34
"737","2009-12-03",7.07
"738","2009-12-04",6.83
"739","2009-12-07",6.67
"740","2009-12-08",6.17
"741","2009-12-09",6.56
"742","2009-12-10",6.63
"743","2009-12-11",6.51
"744","2009-12-14",6.64
"745","2009-12-15",6.54
"746","2009-12-16",6.72
"747","2009-12-17",6.21
"748","2009-12-18",6.32
"749","2009-12-21",6.24
"750","2009-12-22",6.21
"751","2009-12-23",6.39
"752","2009-12-24",6.49
"753","2009-12-28",6.38
"754","2009-12-29",6.29
"755","2009-12-30",6.24
"756","2009-12-31",6.18
"757","2010-01-04",6.47
"758","2010-01-05",6.52
"759","2010-01-06",6.85
"760","2010-01-07",6.67
"761","2010-01-08",6.69
"762","2010-01-11",6.63
"763","2010-01-12",6.17
"764","2010-01-13",6.29
"765","2010-01-14",6.25
"766","2010-01-15",6.16
"767","2010-01-19",6.24
"768","2010-01-20",5.85
"769","2010-01-21",5.33
"770","2010-01-22",5.21
"771","2010-01-25",5.16
"772","2010-01-26",5.04
"773","2010-01-27",4.97
"774","2010-01-28",4.9
"775","2010-01-29",4.56
"776","2010-02-01",5.13
"777","2010-02-02",5.09
"778","2010-02-03",5.11
"779","2010-02-04",4.52
"780","2010-02-05",4.84
"781","2010-02-08",4.57
"782","2010-02-09",4.89
"783","2010-02-10",4.84
"784","2010-02-11",5.18
"785","2010-02-12",5.12
"786","2010-02-16",5.51
"787","2010-02-17",5.4
"788","2010-02-18",5.3
"789","2010-02-19",5.27
"790","2010-02-22",5.3
"791","2010-02-23",5.02
"792","2010-02-24",4.99
"793","2010-02-25",5.18
"794","2010-02-26",5.2
"795","2010-03-01",5.33
"796","2010-03-02",5.52
"797","2010-03-03",5.56
"798","2010-03-04",5.48
"799","2010-03-05",5.65
"800","2010-03-08",5.63
"801","2010-03-09",5.56
"802","2010-03-10",5.5
"803","2010-03-11",5.56
"804","2010-03-12",5.5
"805","2010-03-15",5.49
"806","2010-03-16",5.76
"807","2010-03-17",5.86
"808","2010-03-18",5.7
"809","2010-03-19",5.49
"810","2010-03-22",5.42
"811","2010-03-23",5.62
"812","2010-03-24",5.33
"813","2010-03-25",5.18
"814","2010-03-26",5.33
"815","2010-03-29",5.42
"816","2010-03-30",5.42
"817","2010-03-31",5.47
"818","2010-04-01",5.74
"819","2010-04-05",5.9
"820","2010-04-06",5.9
"821","2010-04-07",6.03
"822","2010-04-08",6.02
"823","2010-04-09",6.12
"824","2010-04-12",5.95
"825","2010-04-13",5.8
"826","2010-04-14",5.85
"827","2010-04-15",5.84
"828","2010-04-16",5.64
"829","2010-04-19",5.56
"830","2010-04-20",5.68
"831","2010-04-21",5.73
"832","2010-04-22",5.83
"833","2010-04-23",5.91
"834","2010-04-26",5.89
"835","2010-04-27",5.85
"836","2010-04-28",6.06
"837","2010-04-29",5.98
"838","2010-04-30",5.97
"839","2010-05-03",5.92
"840","2010-05-04",5.61
"841","2010-05-05",5.54
"842","2010-05-06",5.64
"843","2010-05-07",5.56
"844","2010-05-10",5.83
"845","2010-05-11",6.19
"846","2010-05-12",6.33
"847","2010-05-13",6.26
"848","2010-05-14",6.19
"849","2010-05-17",5.95
"850","2010-05-18",5.9
"851","2010-05-19",5.57
"852","2010-05-20",5.11
"853","2010-05-21",5.25
"854","2010-05-24",5.16
"855","2010-05-25",5.31
"856","2010-05-26",5.27
"857","2010-05-27",5.5
"858","2010-05-28",5.38
"859","2010-06-01",5.24
"860","2010-06-02",5.43
"861","2010-06-03",5.31
"862","2010-06-04",5.02
"863","2010-06-07",5.1
"864","2010-06-08",5.31
"865","2010-06-09",5.22
"866","2010-06-10",5.27
"867","2010-06-11",5.31
"868","2010-06-14",5.25
"869","2010-06-15",5.45
"870","2010-06-16",5.44
"871","2010-06-17",5.56
"872","2010-06-18",5.89
"873","2010-06-21",5.63
"874","2010-06-22",5.52
"875","2010-06-23",5.61
"876","2010-06-24",5.49
"877","2010-06-25",5.78
"878","2010-06-28",5.62
"879","2010-06-29",5.38
"880","2010-06-30",5.22
"881","2010-07-01",5.01
"882","2010-07-02",4.92
"883","2010-07-06",4.82
"884","2010-07-07",4.98
"885","2010-07-08",4.93
"886","2010-07-09",5.07
"887","2010-07-12",4.95
"888","2010-07-13",4.97
"889","2010-07-14",4.92
"890","2010-07-15",4.91
"891","2010-07-16",4.7
"892","2010-07-19",4.64
"893","2010-07-20",4.82
"894","2010-07-21",4.7
"895","2010-07-22",4.84
"896","2010-07-23",4.95
"897","2010-07-26",4.93
"898","2010-07-27",4.72
"899","2010-07-28",4.85
"900","2010-07-29",4.85
"901","2010-07-30",4.94
"902","2010-08-02",4.99
"903","2010-08-03",5.03
"904","2010-08-04",5.18
"905","2010-08-05",5.1
"906","2010-08-06",5.12
"907","2010-08-09",5.12
"908","2010-08-10",5.06
"909","2010-08-11",4.86
"910","2010-08-12",4.97
"911","2010-08-13",4.84
"912","2010-08-16",4.91
"913","2010-08-17",4.96
"914","2010-08-18",5.06
"915","2010-08-19",5.05
"916","2010-08-20",4.95
"917","2010-08-23",4.86
"918","2010-08-24",4.8
"919","2010-08-25",5.08
"920","2010-08-26",5.14
"921","2010-08-27",5.49
"922","2010-08-30",5.45
"923","2010-08-31",5.72
"924","2010-09-01",5.7
"925","2010-09-02",5.79
"926","2010-09-03",5.85
"927","2010-09-07",5.94
"928","2010-09-08",5.92
"929","2010-09-09",5.71
"930","2010-09-10",5.8
"931","2010-09-13",5.85
"932","2010-09-14",6.05
"933","2010-09-15",6.09
"934","2010-09-16",6.18
"935","2010-09-17",6.12
"936","2010-09-20",6.27
"937","2010-09-21",6.27
"938","2010-09-22",6.34
"939","2010-09-23",6.18
"940","2010-09-24",6.25
"941","2010-09-27",6.17
"942","2010-09-28",6.37
"943","2010-09-29",6.35
"944","2010-09-30",6.32
"945","2010-10-01",6.38
"946","2010-10-04",6.25
"947","2010-10-05",6.61
"948","2010-10-06",6.7
"949","2010-10-07",6.41
"950","2010-10-08",6.69
"951","2010-10-11",6.72
"952","2010-10-12",6.68
"953","2010-10-13",6.93
"954","2010-10-14",7.06
"955","2010-10-15",7
"956","2010-10-18",7.16
"957","2010-10-19",6.6
"958","2010-10-20",6.81
"959","2010-10-21",6.59
"960","2010-10-22",6.7
"961","2010-10-25",6.84
"962","2010-10-26",6.9
"963","2010-10-27",6.79
"964","2010-10-28",6.84
"965","2010-10-29",6.89
"966","2010-11-01",6.91
"967","2010-11-02",6.97
"968","2010-11-03",6.96
"969","2010-11-04",7.68
"970","2010-11-05",7.93
"971","2010-11-08",8.96
"972","2010-11-09",8.32
"973","2010-11-10",8.76
"974","2010-11-11",8.92
"975","2010-11-12",8.41
"976","2010-11-15",8.31
"977","2010-11-16",7.84
"978","2010-11-17",8.12
"979","2010-11-18",8.47
"980","2010-11-19",8.58
"981","2010-11-22",9.05
"982","2010-11-23",8.95
"983","2010-11-24",8.96
"984","2010-11-26",8.8
"985","2010-11-29",9.17
"986","2010-11-30",9.59
"987","2010-12-01",9.72
"988","2010-12-02",9.75
"989","2010-12-03",10.5
"990","2010-12-06",11.01
"991","2010-12-07",10.51
"992","2010-12-08",10.23
"993","2010-12-09",10.44
"994","2010-12-10",10.68
"995","2010-12-13",11
"996","2010-12-14",11.03
"997","2010-12-15",10.73
"998","2010-12-16",10.57
"999","2010-12-17",10.6
"1000","2010-12-20",10.83
