"","date","RCUS"
"244","2019-03-05",12.02
"245","2019-03-06",11.18
"246","2019-03-07",11.67
"247","2019-03-08",11.68
"248","2019-03-11",12.13
"249","2019-03-12",12.42
"250","2019-03-13",12.23
"251","2019-03-14",11.43
"252","2019-03-15",11.67
"253","2019-03-18",11.76
"254","2019-03-19",11.57
"255","2019-03-20",11.55
"256","2019-03-21",11.86
"257","2019-03-22",11.19
"258","2019-03-25",11.23
"259","2019-03-26",11.54
"260","2019-03-27",11.44
"261","2019-03-28",11.9
"262","2019-03-29",12.49
"263","2019-04-01",11.89
"264","2019-04-02",11.8
"265","2019-04-03",11.97
"266","2019-04-04",12.07
"267","2019-04-05",12.51
"268","2019-04-08",12.81
"269","2019-04-09",12.63
"270","2019-04-10",13.38
"271","2019-04-11",13.04
"272","2019-04-12",12.82
"273","2019-04-15",12.52
"274","2019-04-16",12.23
"275","2019-04-17",10.9
"276","2019-04-18",11.23
"277","2019-04-22",10.9
"278","2019-04-23",11
"279","2019-04-24",10.78
"280","2019-04-25",10.69
"281","2019-04-26",10.88
"282","2019-04-29",10.49
"283","2019-04-30",9.72
"284","2019-05-01",10.04
"285","2019-05-02",9.96
"286","2019-05-03",10.53
"287","2019-05-06",10.53
"288","2019-05-07",10.95
"289","2019-05-08",11.02
"290","2019-05-09",11
"291","2019-05-10",10.85
"292","2019-05-13",10.08
"293","2019-05-14",9.97
"294","2019-05-15",9.73
"295","2019-05-16",9.93
"296","2019-05-17",9.46
"297","2019-05-20",9.64
"298","2019-05-21",9.69
"299","2019-05-22",9.52
"300","2019-05-23",9.04
"301","2019-05-24",8.96
"302","2019-05-28",8.9
"303","2019-05-29",8.71
"304","2019-05-30",8.74
"305","2019-05-31",8.48
"306","2019-06-03",7.71
"307","2019-06-04",8.02
"308","2019-06-05",8.01
"309","2019-06-06",7.99
"310","2019-06-07",8.06
"311","2019-06-10",8.01
"312","2019-06-11",7.79
"313","2019-06-12",8.29
"314","2019-06-13",8.54
"315","2019-06-14",8.28
"316","2019-06-17",9.05
"317","2019-06-18",9.29
"318","2019-06-19",9.28
"319","2019-06-20",9.27
"320","2019-06-21",9.44
"321","2019-06-24",9.27
"322","2019-06-25",9.47
"323","2019-06-26",7.29
"324","2019-06-27",7.73
"325","2019-06-28",7.95
"326","2019-07-01",7.94
"327","2019-07-02",8.17
"328","2019-07-03",8.33
"329","2019-07-05",8.7
"330","2019-07-08",8.56
"331","2019-07-09",8.59
"332","2019-07-10",8.5
"333","2019-07-11",8.52
"334","2019-07-12",8.1
"335","2019-07-15",8.33
"336","2019-07-16",8.44
"337","2019-07-17",8.45
"338","2019-07-18",8.53
"339","2019-07-19",8.17
"340","2019-07-22",8.47
"341","2019-07-23",8.35
"342","2019-07-24",8.67
"343","2019-07-25",8.29
"344","2019-07-26",8.42
"345","2019-07-29",8.05
"346","2019-07-30",8
"347","2019-07-31",7.91
"348","2019-08-01",7.34
"349","2019-08-02",6.84
"350","2019-08-05",6.6
"351","2019-08-06",6.75
"352","2019-08-07",6.72
"353","2019-08-08",7.46
"354","2019-08-09",7.28
"355","2019-08-12",7.1
"356","2019-08-13",7.4
"357","2019-08-14",7
"358","2019-08-15",7.11
"359","2019-08-16",7.38
"360","2019-08-19",7.22
"361","2019-08-20",7.12
"362","2019-08-21",6.98
"363","2019-08-22",6.8
"364","2019-08-23",6.44
"365","2019-08-26",6.67
"366","2019-08-27",6.69
"367","2019-08-28",6.76
"368","2019-08-29",7.33
"369","2019-08-30",7.81
"370","2019-09-03",7.36
"371","2019-09-04",7.46
"372","2019-09-05",7.8
"373","2019-09-06",7.61
"374","2019-09-09",7.83
"375","2019-09-10",8.82
"376","2019-09-11",9.31
"377","2019-09-12",9.12
"378","2019-09-13",9.42
"379","2019-09-16",9.39
"380","2019-09-17",9.58
"381","2019-09-18",9.25
"382","2019-09-19",9.03
"383","2019-09-20",8.79
"384","2019-09-23",9.22
"385","2019-09-24",8.86
"386","2019-09-25",8.98
"387","2019-09-26",8.81
"388","2019-09-27",10.18
"389","2019-09-30",9.1
"390","2019-10-01",8.6
"391","2019-10-02",8.17
"392","2019-10-03",8.63
"393","2019-10-04",8.79
"394","2019-10-07",8.2
"395","2019-10-08",8.13
"396","2019-10-09",7.97
"397","2019-10-10",8
"398","2019-10-11",8.2
"399","2019-10-14",8.01
"400","2019-10-15",8.05
"401","2019-10-16",8.12
"402","2019-10-17",8.41
"403","2019-10-18",8.44
"404","2019-10-21",8.48
"405","2019-10-22",8.83
"406","2019-10-23",8.55
"407","2019-10-24",7.88
"408","2019-10-25",8.12
"409","2019-10-28",7.86
"410","2019-10-29",7.63
"411","2019-10-30",7.51
"412","2019-10-31",7.85
"413","2019-11-01",8.15
"414","2019-11-04",8.05
"415","2019-11-05",8.36
"416","2019-11-06",8.18
"417","2019-11-07",7.6
"418","2019-11-08",7.54
"419","2019-11-11",7.63
"420","2019-11-12",8.04
"421","2019-11-13",7.99
"422","2019-11-14",7.97
"423","2019-11-15",7.65
"424","2019-11-18",7.33
"425","2019-11-19",7.57
"426","2019-11-20",7.78
"427","2019-11-21",7.97
"428","2019-11-22",8.78
"429","2019-11-25",9.52
"430","2019-11-26",8.68
"431","2019-11-27",8.39
"432","2019-11-29",8.27
"433","2019-12-02",8.06
"434","2019-12-03",8.21
"435","2019-12-04",7.91
"436","2019-12-05",7.79
"437","2019-12-06",8.22
"438","2019-12-09",8.18
"439","2019-12-10",8.55
"440","2019-12-11",8.81
"441","2019-12-12",8.94
"442","2019-12-13",8.65
"443","2019-12-16",8.65
"444","2019-12-17",8.35
"445","2019-12-18",8.36
"446","2019-12-19",8.77
"447","2019-12-20",9.43
"448","2019-12-23",9.86
"449","2019-12-24",10.18
"450","2019-12-26",10.79
"451","2019-12-27",10.65
"452","2019-12-30",9.85
"453","2019-12-31",10.1
"454","2020-01-02",9.86
"455","2020-01-03",9.7
"456","2020-01-06",9.51
"457","2020-01-07",9.64
"458","2020-01-08",10.01
"459","2020-01-09",10.18
"460","2020-01-10",10.04
"461","2020-01-13",9.94
"462","2020-01-14",10.24
"463","2020-01-15",10.36
"464","2020-01-16",10.46
"465","2020-01-17",10.23
"466","2020-01-21",10.02
"467","2020-01-22",9.95
"468","2020-01-23",9.46
"469","2020-01-24",9.38
"470","2020-01-27",9.65
"471","2020-01-28",9.67
"472","2020-01-29",9.12
"473","2020-01-30",9.1
"474","2020-01-31",8.78
"475","2020-02-03",9.22
"476","2020-02-04",10.01
"477","2020-02-05",11.41
"478","2020-02-06",11.33
"479","2020-02-07",11.19
"480","2020-02-10",11.68
"481","2020-02-11",11.48
"482","2020-02-12",11.26
"483","2020-02-13",11.44
"484","2020-02-14",11.03
"485","2020-02-18",12.43
"486","2020-02-19",15.74
"487","2020-02-20",15.95
"488","2020-02-21",17.32
"489","2020-02-24",16.440001
"490","2020-02-25",14.87
"491","2020-02-26",15.26
"492","2020-02-27",14.42
"493","2020-02-28",15.22
"494","2020-03-02",17.59
"495","2020-03-03",16.66
"496","2020-03-04",18
"497","2020-03-05",19.219999
"498","2020-03-06",19.280001
"499","2020-03-09",18
"500","2020-03-10",17.530001
"501","2020-03-11",16.969999
"502","2020-03-12",15.19
"503","2020-03-13",16.530001
"504","2020-03-16",12.52
"505","2020-03-17",12.01
"506","2020-03-18",10.31
"507","2020-03-19",10
"508","2020-03-20",10.5
"509","2020-03-23",10.5
"510","2020-03-24",12.28
"511","2020-03-25",12.57
"512","2020-03-26",12.56
"513","2020-03-27",12.67
"514","2020-03-30",13.32
"515","2020-03-31",13.88
"516","2020-04-01",13.97
"517","2020-04-02",14.89
"518","2020-04-03",14.44
"519","2020-04-06",15.6
"520","2020-04-07",14.42
"521","2020-04-08",15.32
"522","2020-04-09",15.93
"523","2020-04-13",16.77
"524","2020-04-14",16.790001
"525","2020-04-15",15.58
"526","2020-04-16",29.5
"527","2020-04-17",28.110001
"528","2020-04-20",30.08
"529","2020-04-21",29.610001
"530","2020-04-22",29.42
"531","2020-04-23",28.93
"532","2020-04-24",29
"533","2020-04-27",28.16
"534","2020-04-28",26.879999
"535","2020-04-29",28.09
"536","2020-04-30",26.41
"537","2020-05-01",26.219999
"538","2020-05-04",27
"539","2020-05-05",27.139999
"540","2020-05-06",26.809999
"541","2020-05-07",29.73
"542","2020-05-08",30.08
"543","2020-05-11",30.450001
"544","2020-05-12",29.290001
"545","2020-05-13",31.02
"546","2020-05-14",31.790001
"547","2020-05-15",35.029999
"548","2020-05-18",33.939999
"549","2020-05-19",33.610001
"550","2020-05-20",36.560001
"551","2020-05-21",36.34
"552","2020-05-22",35.779999
"553","2020-05-26",33.540001
"554","2020-05-27",27.049999
"555","2020-05-28",28.209999
"556","2020-05-29",31.35
"557","2020-06-01",33.040001
"558","2020-06-02",34.52
"559","2020-06-03",31.200001
"560","2020-06-04",30.049999
"561","2020-06-05",29.049999
"562","2020-06-08",28.959999
"563","2020-06-09",29.57
"564","2020-06-10",29.639999
"565","2020-06-11",27.58
"566","2020-06-12",27.82
"567","2020-06-15",29.34
"568","2020-06-16",28.860001
"569","2020-06-17",27.639999
"570","2020-06-18",27.5
"571","2020-06-19",26.07
"572","2020-06-22",25.85
"573","2020-06-23",25.059999
"574","2020-06-24",24.17
"575","2020-06-25",24.26
"576","2020-06-26",22.76
"577","2020-06-29",23.629999
"578","2020-06-30",24.74
"579","2020-07-01",23.379999
"580","2020-07-02",24.049999
"581","2020-07-06",24.030001
"582","2020-07-07",25.32
"583","2020-07-08",25.280001
"584","2020-07-09",25.469999
"585","2020-07-10",24.43
"586","2020-07-13",22.66
"587","2020-07-14",23.389999
"588","2020-07-15",24.08
"589","2020-07-16",24.139999
"590","2020-07-17",24.469999
"591","2020-07-20",24.700001
"592","2020-07-21",23.389999
"593","2020-07-22",23.530001
"594","2020-07-23",23.049999
"595","2020-07-24",22.15
"596","2020-07-27",22.43
"597","2020-07-28",21.49
"598","2020-07-29",21.16
"599","2020-07-30",21.360001
"600","2020-07-31",19.68
"601","2020-08-03",21.059999
"602","2020-08-04",20.99
"603","2020-08-05",21.27
"604","2020-08-06",20.98
"605","2020-08-07",21.75
"606","2020-08-10",22.959999
"607","2020-08-11",22.99
"608","2020-08-12",24.74
"609","2020-08-13",24.290001
"610","2020-08-14",23.780001
"611","2020-08-17",24.6
"612","2020-08-18",24.6
"613","2020-08-19",25.16
"614","2020-08-20",24.82
"615","2020-08-21",24.58
"616","2020-08-24",22.860001
"617","2020-08-25",24.07
"618","2020-08-26",23.65
"619","2020-08-27",22.620001
"620","2020-08-28",22.35
"621","2020-08-31",23.799999
"622","2020-09-01",22.969999
"623","2020-09-02",22.66
"624","2020-09-03",20.959999
"625","2020-09-04",21.040001
"626","2020-09-08",20.709999
"627","2020-09-09",21.76
"628","2020-09-10",22.85
"629","2020-09-11",22.450001
"630","2020-09-14",22.99
"631","2020-09-15",21.209999
"632","2020-09-16",21.6
"633","2020-09-17",22.190001
"634","2020-09-18",21.940001
"635","2020-09-21",19.16
"636","2020-09-22",18.700001
"637","2020-09-23",17.66
"638","2020-09-24",17.65
"639","2020-09-25",17.68
"640","2020-09-28",17.540001
"641","2020-09-29",17.41
"642","2020-09-30",17.139999
"643","2020-10-01",17.17
"644","2020-10-02",17
"645","2020-10-05",18.59
"646","2020-10-06",17.85
"647","2020-10-07",19.049999
"648","2020-10-08",19.200001
"649","2020-10-09",19.629999
"650","2020-10-12",19.530001
"651","2020-10-13",20.33
"652","2020-10-14",19.57
"653","2020-10-15",20.309999
"654","2020-10-16",21.01
"655","2020-10-19",19.33
"656","2020-10-20",19.34
"657","2020-10-21",19.5
"658","2020-10-22",20.33
"659","2020-10-23",20.139999
"660","2020-10-26",19.84
"661","2020-10-27",20.73
"662","2020-10-28",20.5
"663","2020-10-29",23.42
"664","2020-10-30",21.799999
"665","2020-11-02",21.030001
"666","2020-11-03",20.780001
"667","2020-11-04",21.83
"668","2020-11-05",20.92
"669","2020-11-06",20.27
"670","2020-11-09",21.530001
"671","2020-11-10",22.65
"672","2020-11-11",22.879999
"673","2020-11-12",22.6
"674","2020-11-13",22.6
"675","2020-11-16",22.68
"676","2020-11-17",23.309999
"677","2020-11-18",23.280001
"678","2020-11-19",24.299999
"679","2020-11-20",24.379999
"680","2020-11-23",25.76
"681","2020-11-24",25.370001
"682","2020-11-25",24.370001
"683","2020-11-27",25.709999
