"","date","ADIL"
"233","2019-07-01",1.69
"234","2019-07-02",1.7
"235","2019-07-03",1.79
"236","2019-07-05",1.84
"237","2019-07-08",1.8
"238","2019-07-09",1.9
"239","2019-07-10",1.86
"240","2019-07-11",2
"241","2019-07-12",1.97
"242","2019-07-15",1.98
"243","2019-07-16",2.02
"244","2019-07-17",2
"245","2019-07-18",2.01
"246","2019-07-19",1.96
"247","2019-07-22",1.97
"248","2019-07-23",2
"249","2019-07-24",1.99
"250","2019-07-25",1.86
"251","2019-07-26",1.87
"252","2019-07-29",1.85
"253","2019-07-30",1.83
"254","2019-07-31",1.8
"255","2019-08-01",1.77
"256","2019-08-02",1.79
"257","2019-08-05",1.65
"258","2019-08-06",1.59
"259","2019-08-07",1.64
"260","2019-08-08",1.68
"261","2019-08-09",1.69
"262","2019-08-12",1.68
"263","2019-08-13",1.72
"264","2019-08-14",1.59
"265","2019-08-15",1.46
"266","2019-08-16",1.59
"267","2019-08-19",1.68
"268","2019-08-20",1.68
"269","2019-08-21",1.68
"270","2019-08-22",1.67
"271","2019-08-23",1.58
"272","2019-08-26",1.71
"273","2019-08-27",1.56
"274","2019-08-28",1.55
"275","2019-08-29",1.52
"276","2019-08-30",1.65
"277","2019-09-03",1.66
"278","2019-09-04",1.68
"279","2019-09-05",1.56
"280","2019-09-06",1.61
"281","2019-09-09",1.53
"282","2019-09-10",1.57
"283","2019-09-11",1.66
"284","2019-09-12",1.61
"285","2019-09-13",1.61
"286","2019-09-16",1.68
"287","2019-09-17",1.62
"288","2019-09-18",1.49
"289","2019-09-19",1.48
"290","2019-09-20",1.53
"291","2019-09-23",1.49
"292","2019-09-24",1.44
"293","2019-09-25",1.45
"294","2019-09-26",1.46
"295","2019-09-27",1.5
"296","2019-09-30",1.51
"297","2019-10-01",1.55
"298","2019-10-02",1.45
"299","2019-10-03",1.56
"300","2019-10-04",1.47
"301","2019-10-07",1.52
"302","2019-10-08",1.48
"303","2019-10-09",1.46
"304","2019-10-10",1.44
"305","2019-10-11",1.43
"306","2019-10-14",1.43
"307","2019-10-15",1.43
"308","2019-10-16",1.62
"309","2019-10-17",1.6
"310","2019-10-18",1.62
"311","2019-10-21",1.58
"312","2019-10-22",1.45
"313","2019-10-23",1.56
"314","2019-10-24",1.45
"315","2019-10-25",1.53
"316","2019-10-28",1.64
"317","2019-10-29",1.55
"318","2019-10-30",1.56
"319","2019-10-31",1.55
"320","2019-11-01",1.53
"321","2019-11-04",1.66
"322","2019-11-05",1.54
"323","2019-11-06",1.6
"324","2019-11-07",1.56
"325","2019-11-08",1.62
"326","2019-11-11",1.69
"327","2019-11-12",1.62
"328","2019-11-13",1.64
"329","2019-11-14",1.58
"330","2019-11-15",1.53
"331","2019-11-18",1.51
"332","2019-11-19",1.55
"333","2019-11-20",1.42
"334","2019-11-21",1.55
"335","2019-11-22",1.44
"336","2019-11-25",1.42
"337","2019-11-26",1.45
"338","2019-11-27",1.43
"339","2019-11-29",1.45
"340","2019-12-02",1.41
"341","2019-12-03",1.4
"342","2019-12-04",1.39
"343","2019-12-05",1.38
"344","2019-12-06",1.51
"345","2019-12-09",1.62
"346","2019-12-10",1.69
"347","2019-12-11",1.67
"348","2019-12-12",1.68
"349","2019-12-13",2.2
"350","2019-12-16",2.53
"351","2019-12-17",2.16
"352","2019-12-18",2.29
"353","2019-12-19",2.44
"354","2019-12-20",2.31
"355","2019-12-23",2.17
"356","2019-12-24",2.38
"357","2019-12-26",2.35
"358","2019-12-27",2.45
"359","2019-12-30",2.64
"360","2019-12-31",2.41
"361","2020-01-02",2.44
"362","2020-01-03",2.44
"363","2020-01-06",2.42
"364","2020-01-07",2.39
"365","2020-01-08",2.47
"366","2020-01-09",2.47
"367","2020-01-10",2.29
"368","2020-01-13",2.29
"369","2020-01-14",2.34
"370","2020-01-15",2.31
"371","2020-01-16",2.17
"372","2020-01-17",2.12
"373","2020-01-21",2.1
"374","2020-01-22",2.01
"375","2020-01-23",2.02
"376","2020-01-24",2.13
"377","2020-01-27",2.01
"378","2020-01-28",1.97
"379","2020-01-29",1.86
"380","2020-01-30",1.59
"381","2020-01-31",1.82
"382","2020-02-03",1.76
"383","2020-02-04",1.71
"384","2020-02-05",1.7
"385","2020-02-06",1.85
"386","2020-02-07",1.78
"387","2020-02-10",1.61
"388","2020-02-11",1.7
"389","2020-02-12",1.72
"390","2020-02-13",1.68
"391","2020-02-14",1.52
"392","2020-02-18",1.52
"393","2020-02-19",1.61
"394","2020-02-20",1.65
"395","2020-02-21",1.74
"396","2020-02-24",1.7
"397","2020-02-25",1.58
"398","2020-02-26",1.6
"399","2020-02-27",1.54
"400","2020-02-28",1.44
"401","2020-03-02",1.41
"402","2020-03-03",1.44
"403","2020-03-04",1.51
"404","2020-03-05",1.59
"405","2020-03-06",1.46
"406","2020-03-09",1.33
"407","2020-03-10",1.37
"408","2020-03-11",1.35
"409","2020-03-12",1.22
"410","2020-03-13",1.28
"411","2020-03-16",1.34
"412","2020-03-17",1.31
"413","2020-03-18",1.15
"414","2020-03-19",1.21
"415","2020-03-20",1.2
"416","2020-03-23",1.05
"417","2020-03-24",1.05
"418","2020-03-25",1.24
"419","2020-03-26",1.3
"420","2020-03-27",1.38
"421","2020-03-30",1.34
"422","2020-03-31",1.3
"423","2020-04-01",1.2
"424","2020-04-02",1.17
"425","2020-04-03",1.24
"426","2020-04-06",1.24
"427","2020-04-07",1.23
"428","2020-04-08",1.26
"429","2020-04-09",1.24
"430","2020-04-13",1.23
"431","2020-04-14",1.32
"432","2020-04-15",1.38
"433","2020-04-16",1.64
"434","2020-04-17",1.55
"435","2020-04-20",1.45
"436","2020-04-21",1.43
"437","2020-04-22",1.38
"438","2020-04-23",1.43
"439","2020-04-24",1.39
"440","2020-04-27",1.45
"441","2020-04-28",1.48
"442","2020-04-29",1.52
"443","2020-04-30",1.48
"444","2020-05-01",1.37
"445","2020-05-04",1.36
"446","2020-05-05",1.34
"447","2020-05-06",1.3
"448","2020-05-07",1.31
"449","2020-05-08",1.34
"450","2020-05-11",1.37
"451","2020-05-12",1.35
"452","2020-05-13",1.35
"453","2020-05-14",1.36
"454","2020-05-15",1.36
"455","2020-05-18",1.38
"456","2020-05-19",1.47
"457","2020-05-20",1.54
"458","2020-05-21",1.54
"459","2020-05-22",1.51
"460","2020-05-26",1.6
"461","2020-05-27",1.7
"462","2020-05-28",1.64
"463","2020-05-29",1.62
"464","2020-06-01",1.56
"465","2020-06-02",1.58
"466","2020-06-03",1.57
"467","2020-06-04",1.64
"468","2020-06-05",1.72
"469","2020-06-08",2.03
"470","2020-06-09",1.45
"471","2020-06-10",1.57
"472","2020-06-11",1.46
"473","2020-06-12",1.48
"474","2020-06-15",1.55
"475","2020-06-16",1.52
"476","2020-06-17",1.47
"477","2020-06-18",1.45
"478","2020-06-19",1.47
"479","2020-06-22",1.43
"480","2020-06-23",1.44
"481","2020-06-24",1.4
"482","2020-06-25",1.48
"483","2020-06-26",1.39
"484","2020-06-29",1.38
"485","2020-06-30",1.39
"486","2020-07-01",1.42
"487","2020-07-02",1.38
"488","2020-07-06",1.43
"489","2020-07-07",1.51
"490","2020-07-08",1.5
"491","2020-07-09",1.48
"492","2020-07-10",1.42
"493","2020-07-13",1.38
"494","2020-07-14",1.33
"495","2020-07-15",1.36
"496","2020-07-16",1.4
"497","2020-07-17",1.42
"498","2020-07-20",1.42
"499","2020-07-21",1.46
"500","2020-07-22",1.4
"501","2020-07-23",1.43
"502","2020-07-24",1.4
"503","2020-07-27",1.46
"504","2020-07-28",1.48
"505","2020-07-29",1.75
"506","2020-07-30",1.89
"507","2020-07-31",1.61
"508","2020-08-03",1.65
"509","2020-08-04",1.69
"510","2020-08-05",1.67
"511","2020-08-06",1.92
"512","2020-08-07",1.86
"513","2020-08-10",1.84
"514","2020-08-11",1.67
"515","2020-08-12",1.61
"516","2020-08-13",1.63
"517","2020-08-14",1.55
"518","2020-08-17",1.54
"519","2020-08-18",1.51
"520","2020-08-19",1.48
"521","2020-08-20",1.51
"522","2020-08-21",1.46
"523","2020-08-24",1.43
"524","2020-08-25",1.42
"525","2020-08-26",1.4
"526","2020-08-27",1.33
"527","2020-08-28",1.35
"528","2020-08-31",1.38
"529","2020-09-01",1.5
"530","2020-09-02",1.4
"531","2020-09-03",1.32
"532","2020-09-04",1.3
"533","2020-09-08",1.26
"534","2020-09-09",1.24
"535","2020-09-10",1.32
"536","2020-09-11",1.27
"537","2020-09-14",1.33
"538","2020-09-15",1.33
"539","2020-09-16",1.3
"540","2020-09-17",1.3
"541","2020-09-18",1.32
"542","2020-09-21",1.28
"543","2020-09-22",1.31
"544","2020-09-23",1.29
"545","2020-09-24",1.21
"546","2020-09-25",1.21
"547","2020-09-28",1.41
"548","2020-09-29",3.03
"549","2020-09-30",2.23
"550","2020-10-01",2.1
"551","2020-10-02",2.16
"552","2020-10-05",2.25
"553","2020-10-06",2.15
"554","2020-10-07",2.17
"555","2020-10-08",2.1
"556","2020-10-09",2.03
"557","2020-10-12",1.98
"558","2020-10-13",1.98
"559","2020-10-14",1.94
"560","2020-10-15",1.97
"561","2020-10-16",1.88
"562","2020-10-19",1.79
"563","2020-10-20",1.77
"564","2020-10-21",1.71
"565","2020-10-22",1.93
"566","2020-10-23",1.8
"567","2020-10-26",1.8
"568","2020-10-27",1.82
"569","2020-10-28",1.73
"570","2020-10-29",1.79
"571","2020-10-30",1.74
"572","2020-11-02",1.75
"573","2020-11-03",1.75
"574","2020-11-04",1.76
"575","2020-11-05",1.8
"576","2020-11-06",1.83
"577","2020-11-09",1.71
"578","2020-11-10",1.79
"579","2020-11-11",1.8
"580","2020-11-12",1.99
"581","2020-11-13",1.84
"582","2020-11-16",1.72
"583","2020-11-17",1.71
"584","2020-11-18",1.69
"585","2020-11-19",1.7
"586","2020-11-20",1.73
"587","2020-11-23",1.85
"588","2020-11-24",1.83
"589","2020-11-25",1.89
"590","2020-11-27",1.95
