"","date","RVMD"
"175","2020-10-21",38.549999
"176","2020-10-22",39.450001
"177","2020-10-23",40.369999
"178","2020-10-26",33.669998
"179","2020-10-27",32.919998
"180","2020-10-28",31.68
"181","2020-10-29",31.530001
"182","2020-10-30",30.190001
"183","2020-11-02",30.780001
"184","2020-11-03",31.200001
"185","2020-11-04",31.93
"186","2020-11-05",33.59
"187","2020-11-06",33.509998
"188","2020-11-09",34.48
"189","2020-11-10",35.040001
"190","2020-11-11",35.759998
"191","2020-11-12",38.040001
"192","2020-11-13",39.939999
"193","2020-11-16",40
"194","2020-11-17",39.59
"195","2020-11-18",37.869999
"196","2020-11-19",38.490002
"197","2020-11-20",39.560001
"198","2020-11-23",40.75
"199","2020-11-24",41.689999
"200","2020-11-25",41.82
"201","2020-11-27",43.970001
