"","date","USX"
"284","2019-07-31",5.09
"285","2019-08-01",4.89
"286","2019-08-02",4.65
"287","2019-08-05",4.44
"288","2019-08-06",4.29
"289","2019-08-07",4.41
"290","2019-08-08",4.5
"291","2019-08-09",4.25
"292","2019-08-12",4.14
"293","2019-08-13",4.07
"294","2019-08-14",3.85
"295","2019-08-15",3.62
"296","2019-08-16",3.69
"297","2019-08-19",3.7
"298","2019-08-20",3.78
"299","2019-08-21",3.77
"300","2019-08-22",3.61
"301","2019-08-23",3.48
"302","2019-08-26",3.56
"303","2019-08-27",3.72
"304","2019-08-28",3.79
"305","2019-08-29",4.01
"306","2019-08-30",4.2
"307","2019-09-03",3.96
"308","2019-09-04",4.18
"309","2019-09-05",4.58
"310","2019-09-06",4.52
"311","2019-09-09",4.76
"312","2019-09-10",5.18
"313","2019-09-11",5.22
"314","2019-09-12",5.15
"315","2019-09-13",5.06
"316","2019-09-16",4.69
"317","2019-09-17",4.61
"318","2019-09-18",4.73
"319","2019-09-19",4.82
"320","2019-09-20",4.86
"321","2019-09-23",4.83
"322","2019-09-24",4.66
"323","2019-09-25",4.79
"324","2019-09-26",4.91
"325","2019-09-27",4.84
"326","2019-09-30",4.82
"327","2019-10-01",4.75
"328","2019-10-02",4.49
"329","2019-10-03",4.44
"330","2019-10-04",4.47
"331","2019-10-07",4.43
"332","2019-10-08",4.28
"333","2019-10-09",4.29
"334","2019-10-10",4.36
"335","2019-10-11",4.72
"336","2019-10-14",4.76
"337","2019-10-15",4.79
"338","2019-10-16",4.91
"339","2019-10-17",4.93
"340","2019-10-18",4.98
"341","2019-10-21",4.97
"342","2019-10-22",5.2
"343","2019-10-23",5.45
"344","2019-10-24",5.43
"345","2019-10-25",5.47
"346","2019-10-28",5.37
"347","2019-10-29",5.29
"348","2019-10-30",5.11
"349","2019-10-31",5.19
"350","2019-11-01",4.78
"351","2019-11-04",4.45
"352","2019-11-05",4.69
"353","2019-11-06",4.6
"354","2019-11-07",4.68
"355","2019-11-08",4.89
"356","2019-11-11",5.07
"357","2019-11-12",5.09
"358","2019-11-13",4.98
"359","2019-11-14",5.1
"360","2019-11-15",4.95
"361","2019-11-18",4.6
"362","2019-11-19",4.64
"363","2019-11-20",4.6
"364","2019-11-21",4.54
"365","2019-11-22",4.66
"366","2019-11-25",4.56
"367","2019-11-26",4.52
"368","2019-11-27",4.51
"369","2019-11-29",4.8
"370","2019-12-02",4.98
"371","2019-12-03",4.94
"372","2019-12-04",5
"373","2019-12-05",5.01
"374","2019-12-06",4.99
"375","2019-12-09",4.97
"376","2019-12-10",5.03
"377","2019-12-11",4.96
"378","2019-12-12",5.04
"379","2019-12-13",4.95
"380","2019-12-16",4.85
"381","2019-12-17",4.96
"382","2019-12-18",5.05
"383","2019-12-19",4.78
"384","2019-12-20",5.07
"385","2019-12-23",5.17
"386","2019-12-24",5.21
"387","2019-12-26",5.12
"388","2019-12-27",5.06
"389","2019-12-30",4.8
"390","2019-12-31",5.03
"391","2020-01-02",5.15
"392","2020-01-03",4.87
"393","2020-01-06",4.9
"394","2020-01-07",4.93
"395","2020-01-08",5.05
"396","2020-01-09",5.25
"397","2020-01-10",5.45
"398","2020-01-13",5.39
"399","2020-01-14",5.63
"400","2020-01-15",5.96
"401","2020-01-16",6.06
"402","2020-01-17",6.18
"403","2020-01-21",5.93
"404","2020-01-22",5.51
"405","2020-01-23",5.52
"406","2020-01-24",5.34
"407","2020-01-27",5.46
"408","2020-01-28",5.9
"409","2020-01-29",6.1
"410","2020-01-30",6.23
"411","2020-01-31",5.46
"412","2020-02-03",5.51
"413","2020-02-04",5.36
"414","2020-02-05",5.58
"415","2020-02-06",6.27
"416","2020-02-07",6.38
"417","2020-02-10",6.05
"418","2020-02-11",6.23
"419","2020-02-12",6.34
"420","2020-02-13",6.3
"421","2020-02-14",5.94
"422","2020-02-18",5.7
"423","2020-02-19",5.7
"424","2020-02-20",5.86
"425","2020-02-21",5.76
"426","2020-02-24",5.49
"427","2020-02-25",5.09
"428","2020-02-26",4.99
"429","2020-02-27",4.49
"430","2020-02-28",4.31
"431","2020-03-02",4.14
"432","2020-03-03",4
"433","2020-03-04",4.2
"434","2020-03-05",4.05
"435","2020-03-06",4.03
"436","2020-03-09",3.32
"437","2020-03-10",3.45
"438","2020-03-11",3.35
"439","2020-03-12",3.2
"440","2020-03-13",3.56
"441","2020-03-16",3.3
"442","2020-03-17",3.48
"443","2020-03-18",3.3
"444","2020-03-19",3.41
"445","2020-03-20",3.01
"446","2020-03-23",2.81
"447","2020-03-24",2.78
"448","2020-03-25",3.34
"449","2020-03-26",3.63
"450","2020-03-27",3.28
"451","2020-03-30",3.4
"452","2020-03-31",3.34
"453","2020-04-01",3.08
"454","2020-04-02",3.17
"455","2020-04-03",2.98
"456","2020-04-06",3.41
"457","2020-04-07",3.44
"458","2020-04-08",3.66
"459","2020-04-09",3.84
"460","2020-04-13",3.63
"461","2020-04-14",3.62
"462","2020-04-15",3.46
"463","2020-04-16",3.57
"464","2020-04-17",3.89
"465","2020-04-20",3.86
"466","2020-04-21",3.66
"467","2020-04-22",3.75
"468","2020-04-23",3.84
"469","2020-04-24",3.88
"470","2020-04-27",4.32
"471","2020-04-28",4.32
"472","2020-04-29",4.8
"473","2020-04-30",4.36
"474","2020-05-01",3.97
"475","2020-05-04",3.94
"476","2020-05-05",3.94
"477","2020-05-06",3.8
"478","2020-05-07",3.85
"479","2020-05-08",4.13
"480","2020-05-11",3.96
"481","2020-05-12",3.82
"482","2020-05-13",3.57
"483","2020-05-14",3.49
"484","2020-05-15",3.67
"485","2020-05-18",3.91
"486","2020-05-19",3.95
"487","2020-05-20",4.15
"488","2020-05-21",4.35
"489","2020-05-22",4.66
"490","2020-05-26",4.84
"491","2020-05-27",4.89
"492","2020-05-28",4.89
"493","2020-05-29",5.1
"494","2020-06-01",5.14
"495","2020-06-02",5.3
"496","2020-06-03",5.47
"497","2020-06-04",5.83
"498","2020-06-05",5.95
"499","2020-06-08",5.94
"500","2020-06-09",5.89
"501","2020-06-10",5.8
"502","2020-06-11",5.59
"503","2020-06-12",5.43
"504","2020-06-15",5.38
"505","2020-06-16",5.64
"506","2020-06-17",5.83
"507","2020-06-18",5.91
"508","2020-06-19",5.8
"509","2020-06-22",5.87
"510","2020-06-23",5.98
"511","2020-06-24",5.8
"512","2020-06-25",5.86
"513","2020-06-26",5.99
"514","2020-06-29",5.83
"515","2020-06-30",6
"516","2020-07-01",5.81
"517","2020-07-02",6.14
"518","2020-07-06",6.33
"519","2020-07-07",6.41
"520","2020-07-08",6.11
"521","2020-07-09",6.2
"522","2020-07-10",6.41
"523","2020-07-13",6.15
"524","2020-07-14",6.33
"525","2020-07-15",6.44
"526","2020-07-16",6.59
"527","2020-07-17",6.6
"528","2020-07-20",6.63
"529","2020-07-21",7.2
"530","2020-07-22",7.33
"531","2020-07-23",7.24
"532","2020-07-24",7.08
"533","2020-07-27",7.01
"534","2020-07-28",6.81
"535","2020-07-29",8.78
"536","2020-07-30",9.83
"537","2020-07-31",9.16
"538","2020-08-03",9.25
"539","2020-08-04",9.33
"540","2020-08-05",9.51
"541","2020-08-06",9.06
"542","2020-08-07",9.4
"543","2020-08-10",9.89
"544","2020-08-11",10.31
"545","2020-08-12",10.47
"546","2020-08-13",10.69
"547","2020-08-14",10.98
"548","2020-08-17",10.77
"549","2020-08-18",10.4
"550","2020-08-19",10.66
"551","2020-08-20",10.96
"552","2020-08-21",10.77
"553","2020-08-24",11.12
"554","2020-08-25",10.27
"555","2020-08-26",10.07
"556","2020-08-27",10.12
"557","2020-08-28",10.09
"558","2020-08-31",9.57
"559","2020-09-01",9.71
"560","2020-09-02",9.39
"561","2020-09-03",9.02
"562","2020-09-04",8.91
"563","2020-09-08",9.03
"564","2020-09-09",9.52
"565","2020-09-10",9.1
"566","2020-09-11",8.52
"567","2020-09-14",8.15
"568","2020-09-15",8.36
"569","2020-09-16",8.4
"570","2020-09-17",7.99
"571","2020-09-18",7.83
"572","2020-09-21",7.8
"573","2020-09-22",7.71
"574","2020-09-23",8.11
"575","2020-09-24",8.05
"576","2020-09-25",8.25
"577","2020-09-28",8.56
"578","2020-09-29",8.4
"579","2020-09-30",8.26
"580","2020-10-01",8.38
"581","2020-10-02",8.58
"582","2020-10-05",8.97
"583","2020-10-06",9.17
"584","2020-10-07",9.55
"585","2020-10-08",9.72
"586","2020-10-09",9.94
"587","2020-10-12",10.05
"588","2020-10-13",10.35
"589","2020-10-14",9.99
"590","2020-10-15",10.92
"591","2020-10-16",10.06
"592","2020-10-19",9.14
"593","2020-10-20",9.26
"594","2020-10-21",9.32
"595","2020-10-22",9.33
"596","2020-10-23",7.08
"597","2020-10-26",6.72
"598","2020-10-27",6.51
"599","2020-10-28",6.45
"600","2020-10-29",6.58
"601","2020-10-30",7.21
"602","2020-11-02",6.94
"603","2020-11-03",7.41
"604","2020-11-04",7.29
"605","2020-11-05",7.34
"606","2020-11-06",7.32
"607","2020-11-09",7.3
"608","2020-11-10",7.72
"609","2020-11-11",7.58
"610","2020-11-12",7.29
"611","2020-11-13",7.76
"612","2020-11-16",7.99
"613","2020-11-17",7.88
"614","2020-11-18",8
"615","2020-11-19",8.2
"616","2020-11-20",8.17
"617","2020-11-23",7.71
"618","2020-11-24",7.77
"619","2020-11-25",7.71
"620","2020-11-27",7.73
