"","date","RCMT"
"75","2007-04-20",8
"76","2007-04-23",8.1
"77","2007-04-24",8
"78","2007-04-25",7.72
"79","2007-04-26",7.96
"80","2007-04-27",7.89
"81","2007-04-30",7.4
"82","2007-05-01",7.07
"83","2007-05-02",7.12
"84","2007-05-03",6.88
"85","2007-05-04",7.18
"86","2007-05-07",7.46
"87","2007-05-08",7.64
"88","2007-05-09",7.39
"89","2007-05-10",6.98
"90","2007-05-11",6.59
"91","2007-05-14",6.16
"92","2007-05-15",6.3
"93","2007-05-16",6.14
"94","2007-05-17",6.23
"95","2007-05-18",6.47
"96","2007-05-21",6.64
"97","2007-05-22",6.87
"98","2007-05-23",6.89
"99","2007-05-24",6.72
"100","2007-05-25",6.74
"101","2007-05-29",6.4
"102","2007-05-30",6.34
"103","2007-05-31",6.3
"104","2007-06-01",6.06
"105","2007-06-04",6.5
"106","2007-06-05",6.58
"107","2007-06-06",6.67
"108","2007-06-07",6.61
"109","2007-06-08",6.82
"110","2007-06-11",6.66
"111","2007-06-12",6.8
"112","2007-06-13",7.14
"113","2007-06-14",7.36
"114","2007-06-15",7.42
"115","2007-06-18",8.05
"116","2007-06-19",8.1
"117","2007-06-20",8.26
"118","2007-06-21",8.21
"119","2007-06-22",8.14
"120","2007-06-25",8.17
"121","2007-06-26",8.15
"122","2007-06-27",8.2
"123","2007-06-28",8.19
"124","2007-06-29",7.79
"125","2007-07-02",8.29
"126","2007-07-03",8.69
"127","2007-07-05",8.72
"128","2007-07-06",8.6
"129","2007-07-09",9.2
"130","2007-07-10",9.12
"131","2007-07-11",8.97
"132","2007-07-12",9.04
"133","2007-07-13",9.16
"134","2007-07-16",9.99
"135","2007-07-17",9.88
"136","2007-07-18",9.81
"137","2007-07-19",9.8
"138","2007-07-20",9.92
"139","2007-07-23",9.95
"140","2007-07-24",9.85
"141","2007-07-25",9.82
"142","2007-07-26",9.27
"143","2007-07-27",9.28
"144","2007-07-30",9.17
"145","2007-07-31",8.67
"146","2007-08-01",8.41
"147","2007-08-02",8.38
"148","2007-08-03",8.19
"149","2007-08-06",7.05
"150","2007-08-07",7.61
"151","2007-08-08",7.01
"152","2007-08-09",7.01
"153","2007-08-10",7.96
"154","2007-08-13",8.03
"155","2007-08-14",7.99
"156","2007-08-15",7.36
"157","2007-08-16",7.01
"158","2007-08-17",7.48
"159","2007-08-20",7.9
"160","2007-08-21",7.88
"161","2007-08-22",8.03
"162","2007-08-23",7.99
"163","2007-08-24",8.02
"164","2007-08-27",7.59
"165","2007-08-28",7
"166","2007-08-29",6.91
"167","2007-08-30",6.85
"168","2007-08-31",7.24
"169","2007-09-04",7.38
"170","2007-09-05",7.6
"171","2007-09-06",7.53
"172","2007-09-07",7.24
"173","2007-09-10",6.99
"174","2007-09-11",7.21
"175","2007-09-12",7.21
"176","2007-09-13",7.11
"177","2007-09-14",6.95
"178","2007-09-17",6.58
"179","2007-09-18",6.87
"180","2007-09-19",6.67
"181","2007-09-20",6.71
"182","2007-09-21",6.67
"183","2007-09-24",6.68
"184","2007-09-25",6.74
"185","2007-09-26",6.71
"186","2007-09-27",6.85
"187","2007-09-28",6.55
"188","2007-10-01",7.02
"189","2007-10-02",8.1
"190","2007-10-03",7.75
"191","2007-10-04",7.51
"192","2007-10-05",7.62
"193","2007-10-08",7.79
"194","2007-10-09",7.82
"195","2007-10-10",7.9
"196","2007-10-11",7.76
"197","2007-10-12",8
"198","2007-10-15",7.94
"199","2007-10-16",8
"200","2007-10-17",8
"201","2007-10-18",8.1
"202","2007-10-19",7.86
"203","2007-10-22",7.99
"204","2007-10-23",7.9
"205","2007-10-24",7.79
"206","2007-10-25",7.88
"207","2007-10-26",7.76
"208","2007-10-29",7.71
"209","2007-10-30",7.44
"210","2007-10-31",7.64
"211","2007-11-01",7.36
"212","2007-11-02",6.77
"213","2007-11-05",6.6
"214","2007-11-06",6.82
"215","2007-11-07",6.77
"216","2007-11-08",5.61
"217","2007-11-09",5.4
"218","2007-11-12",5.5
"219","2007-11-13",5.72
"220","2007-11-14",5.7
"221","2007-11-15",5.68
"222","2007-11-16",5.56
"223","2007-11-19",5.16
"224","2007-11-20",5.05
"225","2007-11-21",4.95
"226","2007-11-23",5.27
"227","2007-11-26",5.05
"228","2007-11-27",5.24
"229","2007-11-28",5.39
"230","2007-11-29",5.41
"231","2007-11-30",5.76
"232","2007-12-03",6.2
"233","2007-12-04",5.51
"234","2007-12-05",5.42
"235","2007-12-06",5.6
"236","2007-12-07",5.69
"237","2007-12-10",5.96
"238","2007-12-11",6
"239","2007-12-12",5.78
"240","2007-12-13",5.84
"241","2007-12-14",6
"242","2007-12-17",5.92
"243","2007-12-18",5.99
"244","2007-12-19",5.79
"245","2007-12-20",5.78
"246","2007-12-21",5.78
"247","2007-12-24",6.05
"248","2007-12-26",6.11
"249","2007-12-27",6.27
"250","2007-12-28",6.13
"251","2007-12-31",5.88
"252","2008-01-02",6.41
"253","2008-01-03",5.84
"254","2008-01-04",5.77
"255","2008-01-07",5.52
"256","2008-01-08",5.59
"257","2008-01-09",5.27
"258","2008-01-10",5.51
"259","2008-01-11",5.15
"260","2008-01-14",5.46
"261","2008-01-15",5.1
"262","2008-01-16",5.45
"263","2008-01-17",5.23
"264","2008-01-18",5.26
"265","2008-01-22",5.15
"266","2008-01-23",5.16
"267","2008-01-24",5.19
"268","2008-01-25",5.19
"269","2008-01-28",5.29
"270","2008-01-29",5.45
"271","2008-01-30",5.5
"272","2008-01-31",5.44
"273","2008-02-01",5.45
"274","2008-02-04",5.44
"275","2008-02-05",5.3
"276","2008-02-06",5.23
"277","2008-02-07",5.22
"278","2008-02-08",5.18
"279","2008-02-11",5.12
"280","2008-02-12",5.1
"281","2008-02-13",5.16
"282","2008-02-14",5.3
"283","2008-02-15",5.2
"284","2008-02-19",5.25
"285","2008-02-20",5.25
"286","2008-02-21",5.25
"287","2008-02-22",5.17
"288","2008-02-25",5.34
"289","2008-02-26",5.32
"290","2008-02-27",5.45
"291","2008-02-28",5.4
"292","2008-02-29",5.31
"293","2008-03-03",5.5
"294","2008-03-04",5.2
"295","2008-03-05",5.16
"296","2008-03-06",5.13
"297","2008-03-07",5.14
"298","2008-03-10",5.12
"299","2008-03-11",4.8
"300","2008-03-12",4.9
"301","2008-03-13",4.81
"302","2008-03-14",4.77
"303","2008-03-17",4.34
"304","2008-03-18",4.37
"305","2008-03-19",4.22
"306","2008-03-20",4.2
"307","2008-03-24",4.18
"308","2008-03-25",4.2
"309","2008-03-26",4.1
"310","2008-03-27",4.07
"311","2008-03-28",4.01
"312","2008-03-31",3.89
"313","2008-04-01",3.75
"314","2008-04-02",3.83
"315","2008-04-03",3.93
"316","2008-04-04",3.9
"317","2008-04-07",3.8
"318","2008-04-08",3.92
"319","2008-04-09",3.96
"320","2008-04-10",4
"321","2008-04-11",4.04
"322","2008-04-14",4.13
"323","2008-04-15",4.49
"324","2008-04-16",4.68
"325","2008-04-17",4.6
"326","2008-04-18",4.4
"327","2008-04-21",4.29
"328","2008-04-22",4.12
"329","2008-04-23",4
"330","2008-04-24",4.21
"331","2008-04-25",4.2
"332","2008-04-28",4.1
"333","2008-04-29",3.97
"334","2008-04-30",4.11
"335","2008-05-01",4.16
"336","2008-05-02",4.15
"337","2008-05-05",4.21
"338","2008-05-06",4.64
"339","2008-05-07",4.8
"340","2008-05-08",4.3
"341","2008-05-09",4.33
"342","2008-05-12",4.3
"343","2008-05-13",4.25
"344","2008-05-14",4.25
"345","2008-05-15",4.25
"346","2008-05-16",4.26
"347","2008-05-19",4.25
"348","2008-05-20",4.35
"349","2008-05-21",4.38
"350","2008-05-22",4.48
"351","2008-05-23",4.25
"352","2008-05-27",4.25
"353","2008-05-28",4.25
"354","2008-05-29",4.33
"355","2008-05-30",4.32
"356","2008-06-02",4.27
"357","2008-06-03",4.25
"358","2008-06-04",4.26
"359","2008-06-05",4.26
"360","2008-06-06",4.44
"361","2008-06-09",4.01
"362","2008-06-10",4.45
"363","2008-06-11",4.35
"364","2008-06-12",4.45
"365","2008-06-13",4.49
"366","2008-06-16",4.5
"367","2008-06-17",4.28
"368","2008-06-18",4.2
"369","2008-06-19",4.25
"370","2008-06-20",4.23
"371","2008-06-23",4.23
"372","2008-06-24",4.22
"373","2008-06-25",4.41
"374","2008-06-26",4.52
"375","2008-06-27",4.31
"376","2008-06-30",4.26
"377","2008-07-01",4.18
"378","2008-07-02",3.71
"379","2008-07-03",3.77
"380","2008-07-07",3.47
"381","2008-07-08",3.48
"382","2008-07-09",3.5
"383","2008-07-10",3.37
"384","2008-07-11",3.3
"385","2008-07-14",3.11
"386","2008-07-15",3.1
"387","2008-07-16",3.24
"388","2008-07-17",3.18
"389","2008-07-18",3.35
"390","2008-07-21",3.26
"391","2008-07-22",3.51
"392","2008-07-23",3.21
"393","2008-07-24",3.12
"394","2008-07-25",3.17
"395","2008-07-28",3.41
"396","2008-07-29",3
"397","2008-07-30",3.22
"398","2008-07-31",3.3
"399","2008-08-01",3.25
"400","2008-08-04",3.36
"401","2008-08-05",3.26
"402","2008-08-06",3.2
"403","2008-08-07",3.08
"404","2008-08-08",3.36
"405","2008-08-11",3.32
"406","2008-08-12",3.21
"407","2008-08-13",3.13
"408","2008-08-14",3.13
"409","2008-08-15",3.09
"410","2008-08-18",3.05
"411","2008-08-19",2.98
"412","2008-08-20",2.77
"413","2008-08-21",2.79
"414","2008-08-22",2.82
"415","2008-08-25",2.84
"416","2008-08-26",2.79
"417","2008-08-27",2.82
"418","2008-08-28",2.73
"419","2008-08-29",2.79
"420","2008-09-02",2.79
"421","2008-09-03",2.7
"422","2008-09-04",2.79
"423","2008-09-05",2.56
"424","2008-09-08",2.54
"425","2008-09-09",2.53
"426","2008-09-10",2.63
"427","2008-09-11",2.45
"428","2008-09-12",2.39
"429","2008-09-15",2.38
"430","2008-09-16",2.23
"431","2008-09-17",2.07
"432","2008-09-18",2.19
"433","2008-09-19",2.25
"434","2008-09-22",2.2
"435","2008-09-23",2.24
"436","2008-09-24",2.1
"437","2008-09-25",2.13
"438","2008-09-26",2.01
"439","2008-09-29",2.23
"440","2008-09-30",1.74
"441","2008-10-01",1.76
"442","2008-10-02",2.12
"443","2008-10-03",1.96
"444","2008-10-06",1.7
"445","2008-10-07",1.74
"446","2008-10-08",1.56
"447","2008-10-09",1.5
"448","2008-10-10",1.22
"449","2008-10-13",1.24
"450","2008-10-14",1.16
"451","2008-10-15",1.11
"452","2008-10-16",1.2
"453","2008-10-17",1.17
"454","2008-10-20",1.18
"455","2008-10-21",1.2
"456","2008-10-22",1.2
"457","2008-10-23",1.19
"458","2008-10-24",1.29
"459","2008-10-27",1.22
"460","2008-10-28",1.23
"461","2008-10-29",1.12
"462","2008-10-30",1.14
"463","2008-10-31",1.15
"464","2008-11-03",1.12
"465","2008-11-04",1.07
"466","2008-11-05",0.97
"467","2008-11-06",0.9
"468","2008-11-07",0.89
"469","2008-11-10",0.92
"470","2008-11-11",0.9
"471","2008-11-12",0.91
"472","2008-11-13",1
"473","2008-11-14",0.97
"474","2008-11-17",0.94
"475","2008-11-18",0.94
"476","2008-11-19",0.96
"477","2008-11-20",1
"478","2008-11-21",0.98
"479","2008-11-24",0.98
"480","2008-11-25",1
"481","2008-11-26",1
"482","2008-11-28",1
"483","2008-12-01",1.01
"484","2008-12-02",0.95
"485","2008-12-03",0.88
"486","2008-12-04",0.9
"487","2008-12-05",0.9
"488","2008-12-08",0.9
"489","2008-12-09",0.9
"490","2008-12-10",0.91
"491","2008-12-11",0.98
"492","2008-12-12",0.98
"493","2008-12-15",1.04
"494","2008-12-16",0.98
"495","2008-12-17",1.02
"496","2008-12-18",0.95
"497","2008-12-19",0.96
"498","2008-12-22",1.04
"499","2008-12-23",1.03
"500","2008-12-24",1.03
"501","2008-12-26",1.05
"502","2008-12-29",1.06
"503","2008-12-30",1.07
"504","2008-12-31",1.11
"505","2009-01-02",1.15
"506","2009-01-05",1.09
"507","2009-01-06",1.26
"508","2009-01-07",1.34
"509","2009-01-08",1.43
"510","2009-01-09",1.43
"511","2009-01-12",1.43
"512","2009-01-13",1.4
"513","2009-01-14",1.49
"514","2009-01-15",1.45
"515","2009-01-16",1.43
"516","2009-01-20",1.29
"517","2009-01-21",1.25
"518","2009-01-22",1.14
"519","2009-01-23",1.11
"520","2009-01-26",1.21
"521","2009-01-27",1.24
"522","2009-01-28",1.39
"523","2009-01-29",1.2
"524","2009-01-30",1.2
"525","2009-02-02",1.14
"526","2009-02-03",1.14
"527","2009-02-04",1.17
"528","2009-02-05",1.33
"529","2009-02-06",1.19
"530","2009-02-09",1.14
"531","2009-02-10",1.18
"532","2009-02-11",1.19
"533","2009-02-12",1.17
"534","2009-02-13",1.15
"535","2009-02-17",1.16
"536","2009-02-18",1.23
"537","2009-02-19",1.31
"538","2009-02-20",1.14
"539","2009-02-23",1.18
"540","2009-02-24",1.14
"541","2009-02-25",1.13
"542","2009-02-26",1.16
"543","2009-02-27",1.15
"544","2009-03-02",1.12
"545","2009-03-03",1.04
"546","2009-03-04",1.14
"547","2009-03-05",1.05
"548","2009-03-06",1.09
"549","2009-03-09",0.95
"550","2009-03-10",1.02
"551","2009-03-11",1.02
"552","2009-03-12",1.02
"553","2009-03-13",1.02
"554","2009-03-16",0.91
"555","2009-03-17",0.98
"556","2009-03-18",1.05
"557","2009-03-19",1.08
"558","2009-03-20",1.11
"559","2009-03-23",1.18
"560","2009-03-24",1.15
"561","2009-03-25",1.2
"562","2009-03-26",1.17
"563","2009-03-27",1.16
"564","2009-03-30",1.09
"565","2009-03-31",1.03
"566","2009-04-01",1.1
"567","2009-04-02",1.05
"568","2009-04-03",1.08
"569","2009-04-06",1.08
"570","2009-04-07",1.07
"571","2009-04-08",1.15
"572","2009-04-09",1.15
"573","2009-04-13",1.19
"574","2009-04-14",1.26
"575","2009-04-15",1.2
"576","2009-04-16",1.03
"577","2009-04-17",1.23
"578","2009-04-20",1.07
"579","2009-04-21",1.34
"580","2009-04-22",1.26
"581","2009-04-23",1.22
"582","2009-04-24",1.29
"583","2009-04-27",1.29
"584","2009-04-28",1.3
"585","2009-04-29",1.34
"586","2009-04-30",1.33
"587","2009-05-01",1.28
"588","2009-05-04",1.3
"589","2009-05-05",1.31
"590","2009-05-06",1.33
"591","2009-05-07",1.35
"592","2009-05-08",1.38
"593","2009-05-11",1.51
"594","2009-05-12",1.69
"595","2009-05-13",1.59
"596","2009-05-14",1.56
"597","2009-05-15",1.45
"598","2009-05-18",1.43
"599","2009-05-19",1.48
"600","2009-05-20",1.56
"601","2009-05-21",1.48
"602","2009-05-22",1.6
"603","2009-05-26",1.68
"604","2009-05-27",1.7
"605","2009-05-28",1.68
"606","2009-05-29",1.67
"607","2009-06-01",1.82
"608","2009-06-02",1.87
"609","2009-06-03",1.9
"610","2009-06-04",1.99
"611","2009-06-05",2.03
"612","2009-06-08",2.04
"613","2009-06-09",2.1
"614","2009-06-10",1.98
"615","2009-06-11",1.88
"616","2009-06-12",1.88
"617","2009-06-15",1.91
"618","2009-06-16",2.01
"619","2009-06-17",1.97
"620","2009-06-18",2.18
"621","2009-06-19",2.19
"622","2009-06-22",2.13
"623","2009-06-23",2.08
"624","2009-06-24",2.09
"625","2009-06-25",2.17
"626","2009-06-26",2.19
"627","2009-06-29",2.24
"628","2009-06-30",2.21
"629","2009-07-01",2.24
"630","2009-07-02",2.06
"631","2009-07-06",1.87
"632","2009-07-07",1.73
"633","2009-07-08",1.73
"634","2009-07-09",1.66
"635","2009-07-10",1.72
"636","2009-07-13",1.73
"637","2009-07-14",1.91
"638","2009-07-15",1.99
"639","2009-07-16",2.09
"640","2009-07-17",2.11
"641","2009-07-20",2.14
"642","2009-07-21",2.17
"643","2009-07-22",2.15
"644","2009-07-23",2.22
"645","2009-07-24",2.18
"646","2009-07-27",2.24
"647","2009-07-28",2.22
"648","2009-07-29",2.11
"649","2009-07-30",2.21
"650","2009-07-31",2.25
"651","2009-08-03",2.2
"652","2009-08-04",2.2
"653","2009-08-05",2.11
"654","2009-08-06",2.18
"655","2009-08-07",2.17
"656","2009-08-10",2.44
"657","2009-08-11",2.3
"658","2009-08-12",2.19
"659","2009-08-13",2.27
"660","2009-08-14",2.26
"661","2009-08-17",2.23
"662","2009-08-18",2.23
"663","2009-08-19",2.2
"664","2009-08-20",2.17
"665","2009-08-21",2.15
"666","2009-08-24",2.09
"667","2009-08-25",2.12
"668","2009-08-26",2.17
"669","2009-08-27",2.19
"670","2009-08-28",2.12
"671","2009-08-31",2.12
"672","2009-09-01",2.04
"673","2009-09-02",1.99
"674","2009-09-03",2
"675","2009-09-04",2
"676","2009-09-08",2.02
"677","2009-09-09",2.03
"678","2009-09-10",2.09
"679","2009-09-11",2.06
"680","2009-09-14",2.04
"681","2009-09-15",2.1
"682","2009-09-16",2.1
"683","2009-09-17",2.07
"684","2009-09-18",2.07
"685","2009-09-21",2.13
"686","2009-09-22",2.13
"687","2009-09-23",2.13
"688","2009-09-24",2.14
"689","2009-09-25",2.16
"690","2009-09-28",2.15
"691","2009-09-29",2.27
"692","2009-09-30",2.24
"693","2009-10-01",2.27
"694","2009-10-02",2.22
"695","2009-10-05",2.2
"696","2009-10-06",2.2
"697","2009-10-07",2.19
"698","2009-10-08",2.35
"699","2009-10-09",2.63
"700","2009-10-12",2.7
"701","2009-10-13",2.93
"702","2009-10-14",3.02
"703","2009-10-15",3.06
"704","2009-10-16",2.99
"705","2009-10-19",3
"706","2009-10-20",3.01
"707","2009-10-21",2.84
"708","2009-10-22",2.7
"709","2009-10-23",2.66
"710","2009-10-26",2.72
"711","2009-10-27",2.8
"712","2009-10-28",2.58
"713","2009-10-29",2.38
"714","2009-10-30",2.27
"715","2009-11-02",2.35
"716","2009-11-03",2.47
"717","2009-11-04",2.42
"718","2009-11-05",2.55
"719","2009-11-06",2.41
"720","2009-11-09",2.36
"721","2009-11-10",2.34
"722","2009-11-11",2.23
"723","2009-11-12",2.32
"724","2009-11-13",2.27
"725","2009-11-16",2.31
"726","2009-11-17",2.39
"727","2009-11-18",2.56
"728","2009-11-19",2.43
"729","2009-11-20",2.42
"730","2009-11-23",2.5
"731","2009-11-24",2.35
"732","2009-11-25",2.4
"733","2009-11-27",2.35
"734","2009-11-30",2.35
"735","2009-12-01",2.4
"736","2009-12-02",2.34
"737","2009-12-03",2.34
"738","2009-12-04",2.42
"739","2009-12-07",2.44
"740","2009-12-08",2.47
"741","2009-12-09",2.48
"742","2009-12-10",2.46
"743","2009-12-11",2.48
"744","2009-12-14",2.45
"745","2009-12-15",2.5
"746","2009-12-16",2.53
"747","2009-12-17",2.52
"748","2009-12-18",2.62
"749","2009-12-21",2.61
"750","2009-12-22",2.52
"751","2009-12-23",2.48
"752","2009-12-24",2.46
"753","2009-12-28",2.4
"754","2009-12-29",2.47
"755","2009-12-30",2.42
"756","2009-12-31",2.51
"757","2010-01-04",2.5
"758","2010-01-05",2.49
"759","2010-01-06",2.43
"760","2010-01-07",2.45
"761","2010-01-08",2.5
"762","2010-01-11",2.44
"763","2010-01-12",2.46
"764","2010-01-13",2.4
"765","2010-01-14",2.51
"766","2010-01-15",2.59
"767","2010-01-19",2.42
"768","2010-01-20",2.56
"769","2010-01-21",2.56
"770","2010-01-22",2.5
"771","2010-01-25",2.62
"772","2010-01-26",2.56
"773","2010-01-27",2.47
"774","2010-01-28",2.53
"775","2010-01-29",2.6
"776","2010-02-01",2.53
"777","2010-02-02",2.5
"778","2010-02-03",2.5
"779","2010-02-04",2.8
"780","2010-02-05",2.82
"781","2010-02-08",2.8
"782","2010-02-09",2.7
"783","2010-02-10",2.71
"784","2010-02-11",2.68
"785","2010-02-12",2.7
"786","2010-02-16",2.71
"787","2010-02-17",2.68
"788","2010-02-18",2.75
"789","2010-02-19",2.74
"790","2010-02-22",2.75
"791","2010-02-23",2.8
"792","2010-02-24",2.67
"793","2010-02-25",2.71
"794","2010-02-26",2.75
"795","2010-03-01",2.75
"796","2010-03-02",2.8
"797","2010-03-03",2.84
"798","2010-03-04",2.9
"799","2010-03-05",3.04
"800","2010-03-08",3.06
"801","2010-03-09",3.14
"802","2010-03-10",3.47
"803","2010-03-11",3.43
"804","2010-03-12",3.41
"805","2010-03-15",3.2
"806","2010-03-16",3.39
"807","2010-03-17",3.4
"808","2010-03-18",3.4
"809","2010-03-19",3.38
"810","2010-03-22",3.21
"811","2010-03-23",3.33
"812","2010-03-24",3.25
"813","2010-03-25",3.25
"814","2010-03-26",3.24
"815","2010-03-29",3.2
"816","2010-03-30",3.2
"817","2010-03-31",3.13
"818","2010-04-01",3.25
"819","2010-04-05",3.16
"820","2010-04-06",3.26
"821","2010-04-07",3.3
"822","2010-04-08",3.32
"823","2010-04-09",3.37
"824","2010-04-12",3.37
"825","2010-04-13",3.48
"826","2010-04-14",3.52
"827","2010-04-15",3.46
"828","2010-04-16",3.45
"829","2010-04-19",3.42
"830","2010-04-20",3.5
"831","2010-04-21",3.48
"832","2010-04-22",3.55
"833","2010-04-23",3.5
"834","2010-04-26",3.54
"835","2010-04-27",3.72
"836","2010-04-28",3.91
"837","2010-04-29",4.01
"838","2010-04-30",4.11
"839","2010-05-03",4.08
"840","2010-05-04",3.99
"841","2010-05-05",3.84
"842","2010-05-06",4.05
"843","2010-05-07",3.98
"844","2010-05-10",3.85
"845","2010-05-11",4.15
"846","2010-05-12",4.05
"847","2010-05-13",4.08
"848","2010-05-14",4
"849","2010-05-17",4.01
"850","2010-05-18",3.96
"851","2010-05-19",4.04
"852","2010-05-20",3.83
"853","2010-05-21",3.79
"854","2010-05-24",3.79
"855","2010-05-25",3.64
"856","2010-05-26",3.69
"857","2010-05-27",3.64
"858","2010-05-28",3.64
"859","2010-06-01",3.5
"860","2010-06-02",3.49
"861","2010-06-03",3.5
"862","2010-06-04",4.93
"863","2010-06-07",4.85
"864","2010-06-08",4.9
"865","2010-06-09",4.9
"866","2010-06-10",4.88
"867","2010-06-11",4.7
"868","2010-06-14",4.8
"869","2010-06-15",4.75
"870","2010-06-16",4.84
"871","2010-06-17",5.04
"872","2010-06-18",5.12
"873","2010-06-21",4.99
"874","2010-06-22",4.95
"875","2010-06-23",4.98
"876","2010-06-24",4.97
"877","2010-06-25",4.7
"878","2010-06-28",4.6
"879","2010-06-29",4.42
"880","2010-06-30",4.47
"881","2010-07-01",4.46
"882","2010-07-02",4.46
"883","2010-07-06",4.45
"884","2010-07-07",4.51
"885","2010-07-08",4.55
"886","2010-07-09",4.64
"887","2010-07-12",4.96
"888","2010-07-13",4.72
"889","2010-07-14",4.95
"890","2010-07-15",4.99
"891","2010-07-16",4.95
"892","2010-07-19",4.85
"893","2010-07-20",4.96
"894","2010-07-21",4.96
"895","2010-07-22",4.96
"896","2010-07-23",5.02
"897","2010-07-26",5.07
"898","2010-07-27",5.2
"899","2010-07-28",5.08
"900","2010-07-29",5.11
"901","2010-07-30",5.16
"902","2010-08-02",5.16
"903","2010-08-03",5.04
"904","2010-08-04",5.04
"905","2010-08-05",5.03
"906","2010-08-06",5.09
"907","2010-08-09",5.06
"908","2010-08-10",5.02
"909","2010-08-11",5.1
"910","2010-08-12",5.02
"911","2010-08-13",5.02
"912","2010-08-16",4.95
"913","2010-08-17",5
"914","2010-08-18",5.02
"915","2010-08-19",5
"916","2010-08-20",4.95
"917","2010-08-23",4.95
"918","2010-08-24",5.03
"919","2010-08-25",4.97
"920","2010-08-26",5.02
"921","2010-08-27",5.03
"922","2010-08-30",5
"923","2010-08-31",4.97
"924","2010-09-01",4.98
"925","2010-09-02",4.99
"926","2010-09-03",5
"927","2010-09-07",4.99
"928","2010-09-08",4.99
"929","2010-09-09",4.97
"930","2010-09-10",4.94
"931","2010-09-13",4.98
"932","2010-09-14",4.99
"933","2010-09-15",4.99
"934","2010-09-16",4.97
"935","2010-09-17",4.92
"936","2010-09-20",4.98
"937","2010-09-21",4.98
"938","2010-09-22",4.95
"939","2010-09-23",4.96
"940","2010-09-24",5.04
"941","2010-09-27",4.97
"942","2010-09-28",5
"943","2010-09-29",5
"944","2010-09-30",5.03
"945","2010-10-01",5.04
"946","2010-10-04",4.97
"947","2010-10-05",5.03
"948","2010-10-06",5.05
"949","2010-10-07",4.96
"950","2010-10-08",5
"951","2010-10-11",4.98
"952","2010-10-12",4.98
"953","2010-10-13",4.95
"954","2010-10-14",4.96
"955","2010-10-15",5.01
"956","2010-10-18",4.99
"957","2010-10-19",4.96
"958","2010-10-20",4.97
"959","2010-10-21",4.96
"960","2010-10-22",4.97
"961","2010-10-25",4.96
"962","2010-10-26",4.99
"963","2010-10-27",4.99
"964","2010-10-28",5.02
"965","2010-10-29",5.04
"966","2010-11-01",5.1
"967","2010-11-02",5.2
"968","2010-11-03",5.19
"969","2010-11-04",5.21
"970","2010-11-05",5.2
"971","2010-11-08",5.24
"972","2010-11-09",5.21
"973","2010-11-10",5.29
"974","2010-11-11",5.08
"975","2010-11-12",5.1
"976","2010-11-15",5.11
"977","2010-11-16",5
"978","2010-11-17",4.89
"979","2010-11-18",4.85
"980","2010-11-19",4.8
"981","2010-11-22",4.85
"982","2010-11-23",4.81
"983","2010-11-24",4.76
"984","2010-11-26",4.72
"985","2010-11-29",4.73
"986","2010-11-30",4.81
"987","2010-12-01",4.83
"988","2010-12-02",4.78
"989","2010-12-03",4.83
"990","2010-12-06",4.72
"991","2010-12-07",4.64
"992","2010-12-08",4.57
"993","2010-12-09",4.53
"994","2010-12-10",4.5
"995","2010-12-13",4.49
"996","2010-12-14",4.52
"997","2010-12-15",4.51
"998","2010-12-16",4.46
"999","2010-12-17",4.53
"1000","2010-12-20",4.49
"1001","2010-12-21",4.55
"1002","2010-12-22",4.6
