"","date","TRNE"
"162","2019-12-20",9.97
"163","2019-12-23",9.97
"164","2019-12-24",9.97
"165","2019-12-26",9.97
"166","2019-12-27",9.97
"167","2019-12-30",9.98
"168","2019-12-31",9.98
"169","2020-01-02",9.99
"170","2020-01-03",10
"171","2020-01-06",9.98
"172","2020-01-07",10.02
"173","2020-01-08",9.99
"174","2020-01-09",10.04
"175","2020-01-10",10.05
"176","2020-01-13",10.05
"177","2020-01-14",10.02
"178","2020-01-15",10.05
"179","2020-01-16",10.04
"180","2020-01-17",10.04
"181","2020-01-21",10.03
"182","2020-01-22",10.03
"183","2020-01-23",10.04
"184","2020-01-24",10
"185","2020-01-27",10.01
"186","2020-01-28",10.04
"187","2020-01-29",10.05
"188","2020-01-30",10.05
"189","2020-01-31",10.049
"190","2020-02-03",10.03
"191","2020-02-04",10.06
"192","2020-02-05",10.07
"193","2020-02-06",10.05
"194","2020-02-07",10.04
"195","2020-02-10",10.04
"196","2020-02-11",10.08
"197","2020-02-12",10.08
"198","2020-02-13",10.08
"199","2020-02-14",10.1
"200","2020-02-18",10.1
"201","2020-02-19",10.1
"202","2020-02-20",10.1
"203","2020-02-21",10.12
"204","2020-02-24",10.15
"205","2020-02-25",10.14
"206","2020-02-26",10.14
"207","2020-02-27",10.15
"208","2020-02-28",10.09
"209","2020-03-02",10.07
"210","2020-03-03",10.067
"211","2020-03-04",10.08
"212","2020-03-05",10.15
"213","2020-03-06",10.06
"214","2020-03-09",10
"215","2020-03-10",10.09
"216","2020-03-11",10.04
"217","2020-03-12",9.9
"218","2020-03-13",9.8
"219","2020-03-16",9.69
"220","2020-03-17",9.58
"221","2020-03-18",9.4
"222","2020-03-19",9.525
"223","2020-03-20",9.55
"224","2020-03-23",9.58
"225","2020-03-24",9.72
"226","2020-03-25",9.8
"227","2020-03-26",9.94
"228","2020-03-27",9.91
"229","2020-03-30",9.95
"230","2020-03-31",9.94
"231","2020-04-01",9.96
"232","2020-04-02",9.96
"233","2020-04-03",9.93
"234","2020-04-06",9.9
"235","2020-04-07",9.9
"236","2020-04-08",9.91
"237","2020-04-09",9.9
"238","2020-04-13",9.9
"239","2020-04-14",9.96
"240","2020-04-15",9.99
"241","2020-04-16",9.94
"242","2020-04-17",9.92
"243","2020-04-20",10
"244","2020-04-21",9.99
"245","2020-04-22",9.93
"246","2020-04-23",9.99
"247","2020-04-24",10.05
"248","2020-04-27",10.04
"249","2020-04-28",9.96
"250","2020-04-29",10
"251","2020-04-30",10.04
"252","2020-05-01",9.98
"253","2020-05-04",9.98
"254","2020-05-05",9.98
"255","2020-05-06",9.97
"256","2020-05-07",9.95
"257","2020-05-08",9.95
"258","2020-05-11",9.95
"259","2020-05-12",9.95
"260","2020-05-13",9.94
"261","2020-05-14",9.94
"262","2020-05-15",9.94
"263","2020-05-18",9.94
"264","2020-05-19",9.96
"265","2020-05-20",9.986
"266","2020-05-21",9.94
"267","2020-05-22",9.963
"268","2020-05-26",9.963
"269","2020-05-27",10
"270","2020-05-28",9.97
"271","2020-05-29",9.94
"272","2020-06-01",9.98
"273","2020-06-02",9.98
"274","2020-06-03",9.98
"275","2020-06-04",9.98
"276","2020-06-05",10.01
"277","2020-06-08",10.03
"278","2020-06-09",10.01
"279","2020-06-10",10.03
"280","2020-06-11",10.02
"281","2020-06-12",10.025
"282","2020-06-15",9.98
"283","2020-06-16",10.04
"284","2020-06-17",10.1
"285","2020-06-18",10.12
"286","2020-06-19",10.17
"287","2020-06-22",10.145
"288","2020-06-23",10.15
"289","2020-06-24",10.17
"290","2020-06-25",10.154
"291","2020-06-26",10.1
"292","2020-06-29",10.42
"293","2020-06-30",10.45
"294","2020-07-01",10.362
"295","2020-07-02",10.39
"296","2020-07-06",10.35
"297","2020-07-07",10.24
"298","2020-07-08",10.25
"299","2020-07-09",10.43
"300","2020-07-10",10.5
"301","2020-07-13",10.48
"302","2020-07-14",10.54
"303","2020-07-15",10.58
"304","2020-07-16",10.59
"305","2020-07-17",10.6
"306","2020-07-20",10.6
"307","2020-07-21",10.58
"308","2020-07-22",10.47
"309","2020-07-23",10.5
"310","2020-07-24",10.43
"311","2020-07-27",10.55
"312","2020-07-28",10.46
"313","2020-07-29",10.45
"314","2020-07-30",10.38
"315","2020-07-31",10.3
"316","2020-08-03",10.3
"317","2020-08-04",10.27
"318","2020-08-05",10.25
"319","2020-08-06",10.25
"320","2020-08-07",10.23
"321","2020-08-10",10.24
"322","2020-08-11",10.23
"323","2020-08-12",10.22
"324","2020-08-13",10.21
"325","2020-08-14",10.2
"326","2020-08-17",10.24
"327","2020-08-18",10.16
"328","2020-08-19",10.12
"329","2020-08-20",10.12
"330","2020-08-21",10.11
"331","2020-08-24",10.12
"332","2020-08-25",10.14
"333","2020-08-26",11.23
"334","2020-08-27",11.1
"335","2020-08-28",11.05
"336","2020-08-31",11.2
"337","2020-09-01",11.44
"338","2020-09-02",12.25
"339","2020-09-03",11.71
"340","2020-09-04",11.68
"341","2020-09-08",11.39
"342","2020-09-09",11.36
"343","2020-09-10",11.53
"344","2020-09-11",12.5
"345","2020-09-14",12.04
"346","2020-09-15",12.4
"347","2020-09-16",12.15
"348","2020-09-17",12.35
"349","2020-09-18",12.18
"350","2020-09-21",11.5
"351","2020-09-22",11.32
"352","2020-09-23",11.03
"353","2020-09-24",10.85
"354","2020-09-25",11.13
"355","2020-09-28",11.13
"356","2020-09-29",10.97
"357","2020-09-30",10.8
"358","2020-10-01",10.89
"359","2020-10-02",10.94
"360","2020-10-05",10.85
"361","2020-10-06",10.5
"362","2020-10-07",10.75
"363","2020-10-08",10.72
"364","2020-10-09",10.81
"365","2020-10-12",10.98
"366","2020-10-13",10.75
"367","2020-10-14",10.68
"368","2020-10-15",10.7
"369","2020-10-16",10.67
"370","2020-10-19",10.9
"371","2020-10-20",11.12
"372","2020-10-21",10.85
"373","2020-10-22",10.95
"374","2020-10-23",10.65
"375","2020-10-26",10.5
"376","2020-10-27",10.4
"377","2020-10-28",10.18
"378","2020-10-29",10.26
"379","2020-10-30",10.2
"380","2020-11-02",10.25
"381","2020-11-03",10.33
"382","2020-11-04",10.3
"383","2020-11-05",10.49
"384","2020-11-06",10.49
"385","2020-11-09",10.43
"386","2020-11-10",10.42
"387","2020-11-11",10.29
"388","2020-11-12",10.29
"389","2020-11-13",10.4
"390","2020-11-16",10.47
"391","2020-11-17",10.46
"392","2020-11-18",10.37
"393","2020-11-19",10.37
"394","2020-11-20",11.13
"395","2020-11-23",11.64
"396","2020-11-24",11.55
"397","2020-11-25",11.87
"398","2020-11-27",12.19
