"","date","ENOB"
"182","2018-10-25",5.75
"183","2018-10-26",5.72
"184","2018-10-29",5.72
"185","2018-10-30",5.72
"186","2018-10-31",5.7
"187","2018-11-01",6
"188","2018-11-02",6.3
"189","2018-11-05",6.38
"190","2018-11-06",6.95
"191","2018-11-07",7
"192","2018-11-08",7.15
"193","2018-11-09",7.25
"194","2018-11-12",7.37
"195","2018-11-13",7.7
"196","2018-11-14",7.75
"197","2018-11-15",7.75
"198","2018-11-16",7.9
"199","2018-11-19",7.75
"200","2018-11-20",7
"201","2018-11-21",6.5
"202","2018-11-23",7.49
"203","2018-11-26",7.49
"204","2018-11-27",7.35
"205","2018-11-28",7
"206","2018-11-29",6.91
"207","2018-11-30",6.45
"208","2018-12-03",6.7
"209","2018-12-04",6.95
"210","2018-12-06",7.75
"211","2018-12-07",8.48
"212","2018-12-10",8.4
"213","2018-12-11",6.965
"214","2018-12-12",6.98
"215","2018-12-13",6.5
"216","2018-12-14",6.4
"217","2018-12-17",6.5
"218","2018-12-18",6.4
"219","2018-12-19",6.4
"220","2018-12-20",6.3
"221","2018-12-21",6.75
"222","2018-12-24",6.98
"223","2018-12-26",7.48
"224","2018-12-27",7.197
"225","2018-12-28",6.93
"226","2018-12-31",7
"227","2019-01-02",6.98
"228","2019-01-03",6.88
"229","2019-01-04",7
"230","2019-01-07",7.15
"231","2019-01-08",7.48
"232","2019-01-09",7.6
"233","2019-01-10",8.35
"234","2019-01-11",9.25
"235","2019-01-14",8.59
"236","2019-01-15",8
"237","2019-01-16",8.8
"238","2019-01-17",8.5
"239","2019-01-18",8.2
"240","2019-01-22",8.1
"241","2019-01-23",7.9
"242","2019-01-24",7.6
"243","2019-01-25",7.25
"244","2019-01-28",6.56
"245","2019-01-29",6.39
"246","2019-01-30",6.36
"247","2019-01-31",6.48
"248","2019-02-01",7.12
"249","2019-02-04",7.6
"250","2019-02-05",7.9
"251","2019-02-06",7.31
"252","2019-02-07",7.48
"253","2019-02-08",7.2
"254","2019-02-11",8.5
"255","2019-02-12",7.99
"256","2019-02-13",7.53
"257","2019-02-14",7.7
"258","2019-02-15",7.4
"259","2019-02-19",7.64
"260","2019-02-20",7.49
"261","2019-02-21",7.29
"262","2019-02-22",7.68
"263","2019-02-25",7.48
"264","2019-02-26",7.2
"265","2019-02-27",7.1
"266","2019-02-28",7.1
"267","2019-03-01",6.8
"268","2019-03-04",6.63
"269","2019-03-05",6.45
"270","2019-03-06",6.25
"271","2019-03-07",5.82
"272","2019-03-08",6.26
"273","2019-03-11",6.95
"274","2019-03-12",6.6
"275","2019-03-13",7
"276","2019-03-14",7.41
"277","2019-03-15",6.99
"278","2019-03-18",6.82
"279","2019-03-19",7.17
"280","2019-03-20",7.16
"281","2019-03-21",6.98
"282","2019-03-22",7
"283","2019-03-25",7.2
"284","2019-03-26",7.05
"285","2019-03-27",7
"286","2019-03-28",6.99
"287","2019-03-29",6.94
"288","2019-04-01",6.86
"289","2019-04-02",6.98
"290","2019-04-03",6.99
"291","2019-04-04",6.95
"292","2019-04-05",6.92
"293","2019-04-08",6.98
"294","2019-04-09",6.95
"295","2019-04-10",6.66
"296","2019-04-11",6.76
"297","2019-04-12",6.85
"298","2019-04-15",6.68
"299","2019-04-16",6.72
"300","2019-04-17",6.58
"301","2019-04-18",6.69
"302","2019-04-22",6.46
"303","2019-04-23",6.71
"304","2019-04-24",6.5
"305","2019-04-25",6.58
"306","2019-04-26",6.5
"307","2019-04-29",5.97
"308","2019-04-30",6.15
"309","2019-05-01",6.05
"310","2019-05-02",6.15
"311","2019-05-03",5.98
"312","2019-05-06",6.03
"313","2019-05-07",5.66
"314","2019-05-08",6.05
"315","2019-05-09",5.69
"316","2019-05-10",5.8
"317","2019-05-13",5.79
"318","2019-05-14",5.85
"319","2019-05-15",5.815
"320","2019-05-16",5.26
"321","2019-05-17",5.7
"322","2019-05-20",5.61
"323","2019-05-21",6
"324","2019-05-22",6
"325","2019-05-23",6.41
"326","2019-05-24",6.45
"327","2019-05-28",6.7
"328","2019-05-29",6.49
"329","2019-05-30",6.74
"330","2019-05-31",6.63
"331","2019-06-03",6.6
"332","2019-06-04",6.17
"333","2019-06-05",6.34
"334","2019-06-06",6.15
"335","2019-06-07",5.99
"336","2019-06-10",6.19
"337","2019-06-11",6.01
"338","2019-06-12",6
"339","2019-06-13",5.71
"340","2019-06-14",5.28
"341","2019-06-17",5.43
"342","2019-06-18",5.17
"343","2019-06-19",5.17
"344","2019-06-20",5.21
"345","2019-06-21",5.43
"346","2019-06-24",5.07
"347","2019-06-25",4.9
"348","2019-06-26",4.63
"349","2019-06-27",4.59
"350","2019-06-28",4.5
"351","2019-07-01",4.46
"352","2019-07-02",4.46
"353","2019-07-03",4.42
"354","2019-07-05",4.7
"355","2019-07-08",4.89
"356","2019-07-09",4.77
"357","2019-07-10",4.87
"358","2019-07-11",4.72
"359","2019-07-12",4.7
"360","2019-07-15",4.5
"361","2019-07-16",4.69
"362","2019-07-17",4.82
"363","2019-07-18",5
"364","2019-07-19",4.87
"365","2019-07-22",4.88
"366","2019-07-23",4.97
"367","2019-07-24",4.58
"368","2019-07-25",4.8
"369","2019-07-26",4.89
"370","2019-07-29",5
"371","2019-07-30",4.9
"372","2019-07-31",4.89
"373","2019-08-01",4.85
"374","2019-08-02",4.56
"375","2019-08-05",4.07
"376","2019-08-06",4.13
"377","2019-08-07",4.38
"378","2019-08-08",4.4
"379","2019-08-09",4.24
"380","2019-08-12",4.32
"381","2019-08-13",4.59
"382","2019-08-14",4.6
"383","2019-08-15",4.74
"384","2019-08-16",4.71
"385","2019-08-19",4.67
"386","2019-08-20",4.56
"387","2019-08-21",4.6
"388","2019-08-22",4.63
"389","2019-08-23",4.69
"390","2019-08-26",4.69
"391","2019-08-27",4.66
"392","2019-08-28",4.7
"393","2019-08-29",4.65
"394","2019-08-30",4.7
"395","2019-09-03",4.67
"396","2019-09-04",4.71
"397","2019-09-05",4.68
"398","2019-09-06",4.67
"399","2019-09-09",4.81
"400","2019-09-10",4.76
"401","2019-09-11",5.28
"402","2019-09-12",5.175
"403","2019-09-13",5.34
"404","2019-09-16",5.57
"405","2019-09-17",5.7
"406","2019-09-18",5.72
"407","2019-09-19",5.72
"408","2019-09-20",5.46
"409","2019-09-23",5.35
"410","2019-09-24",5.34
"411","2019-09-25",4.43
"412","2019-09-26",3.95
"413","2019-09-27",4.25
"414","2019-09-30",5.5
"415","2019-10-01",4.91
"416","2019-10-02",4.85
"417","2019-10-03",4.58
"418","2019-10-04",4.36
"419","2019-10-07",4.39
"420","2019-10-08",4.22
"421","2019-10-09",3.96
"422","2019-10-10",3.8
"423","2019-10-11",3.48
"424","2019-10-14",4.05
"425","2019-10-15",4.19
"426","2019-10-16",5.2
"427","2019-10-17",5.41
"428","2019-10-18",5.54
"429","2019-10-21",5.54
"430","2019-10-22",5.5
"431","2019-10-23",5.5
"432","2019-10-24",5.6
"433","2019-10-25",5.51
"434","2019-10-28",5.95
"435","2019-10-29",5.91
"436","2019-10-30",5.58
"437","2019-10-31",5.7
"438","2019-11-01",5.73
"439","2019-11-04",5.71
"440","2019-11-05",5.71
"441","2019-11-06",5.67
"442","2019-11-07",5.65
"443","2019-11-08",6.17
"444","2019-11-11",5.99
"445","2019-11-12",5.69
"446","2019-11-13",5.54
"447","2019-11-14",5.77
"448","2019-11-15",5.88
"449","2019-11-18",6.65
"450","2019-11-19",5.98
"451","2019-11-20",5.65
"452","2019-11-21",5.75
"453","2019-11-22",5.87
"454","2019-11-25",6.745
"455","2019-11-26",6.58
"456","2019-11-27",5.96
"457","2019-11-29",5.81
"458","2019-12-02",5.7
"459","2019-12-03",5.84
"460","2019-12-04",6.12
"461","2019-12-05",5.93
"462","2019-12-06",5.88
"463","2019-12-09",6.3
"464","2019-12-10",6.19
"465","2019-12-11",6.53
"466","2019-12-12",6.48
"467","2019-12-13",5.98
"468","2019-12-16",5.87
"469","2019-12-17",5.63
"470","2019-12-18",5.68
"471","2019-12-19",5.97
"472","2019-12-20",6.22
"473","2019-12-23",4.85
"474","2019-12-24",4.87
"475","2019-12-26",4.62
"476","2019-12-27",4.8
"477","2019-12-30",4.97
"478","2019-12-31",5.02
"479","2020-01-02",5.21
"480","2020-01-03",4.73
"481","2020-01-06",4.18
"482","2020-01-07",4.18
"483","2020-01-08",4.5
"484","2020-01-09",4.35
"485","2020-01-10",4.62
"486","2020-01-13",4.73
"487","2020-01-14",4.77
"488","2020-01-15",5.02
"489","2020-01-16",5.22
"490","2020-01-17",5.19
"491","2020-01-21",5.12
"492","2020-01-22",5.26
"493","2020-01-23",5.41
"494","2020-01-24",5.15
"495","2020-01-27",5.28
"496","2020-01-28",4.65
"497","2020-01-29",4.62
"498","2020-01-30",4.77
"499","2020-01-31",4.43
"500","2020-02-03",4.7
"501","2020-02-04",4.62
"502","2020-02-05",4.64
"503","2020-02-06",4.27
"504","2020-02-07",4.13
"505","2020-02-10",4.05
"506","2020-02-11",3.91
"507","2020-02-12",3.76
"508","2020-02-13",3.88
"509","2020-02-14",3.68
"510","2020-02-18",3.91
"511","2020-02-19",3.71
"512","2020-02-20",3.47
"513","2020-02-21",3.42
"514","2020-02-24",3.51
"515","2020-02-25",3.14
"516","2020-02-26",3.11
"517","2020-02-27",3.16
"518","2020-02-28",3.26
"519","2020-03-02",3.2
"520","2020-03-03",2.83
"521","2020-03-04",2.95
"522","2020-03-05",2.79
"523","2020-03-06",2.69
"524","2020-03-09",2.59
"525","2020-03-10",2.55
"526","2020-03-11",2.25
"527","2020-03-12",2.15
"528","2020-03-13",2.25
"529","2020-03-16",2.08
"530","2020-03-17",2.36
"531","2020-03-18",2.25
"532","2020-03-19",2.55
"533","2020-03-20",2.49
"534","2020-03-23",2.3
"535","2020-03-24",2.58
"536","2020-03-25",2.64
"537","2020-03-26",2.9
"538","2020-03-27",2.66
"539","2020-03-30",2.66
"540","2020-03-31",3
"541","2020-04-01",2.78
"542","2020-04-02",2.93
"543","2020-04-03",2.99
"544","2020-04-06",3.67
"545","2020-04-07",3.61
"546","2020-04-08",3.7
"547","2020-04-09",3.7
"548","2020-04-13",3.56
"549","2020-04-14",3.85
"550","2020-04-15",3.51
"551","2020-04-16",3.34
"552","2020-04-17",3.72
"553","2020-04-20",3.95
"554","2020-04-21",3.52
"555","2020-04-22",3.68
"556","2020-04-23",3.49
"557","2020-04-24",3.59
"558","2020-04-27",4
"559","2020-04-28",3.92
"560","2020-04-29",3.93
"561","2020-04-30",3.42
"562","2020-05-01",3.19
"563","2020-05-04",3.74
"564","2020-05-05",3.61
"565","2020-05-06",3.52
"566","2020-05-07",3.7
"567","2020-05-08",4.25
"568","2020-05-11",4.12
"569","2020-05-12",3.06
"570","2020-05-13",4.25
"571","2020-05-14",3.82
"572","2020-05-15",4.05
"573","2020-05-18",4.2
"574","2020-05-19",3.92
"575","2020-05-20",3.74
"576","2020-05-21",3.72
"577","2020-05-22",3.68
"578","2020-05-26",3.53
"579","2020-05-27",3.67
"580","2020-05-28",3.53
"581","2020-05-29",3.55
"582","2020-06-01",3.4
"583","2020-06-02",3.46
"584","2020-06-03",3.5
"585","2020-06-04",3.85
"586","2020-06-05",4.12
"587","2020-06-08",6.06
"588","2020-06-09",5.02
"589","2020-06-10",4.24
"590","2020-06-11",3.85
"591","2020-06-12",3.9
"592","2020-06-15",4.03
"593","2020-06-16",4.16
"594","2020-06-17",3.82
"595","2020-06-18",3.79
"596","2020-06-19",3.89
"597","2020-06-22",3.81
"598","2020-06-23",3.71
"599","2020-06-24",3.67
"600","2020-06-25",3.66
"601","2020-06-26",3.82
"602","2020-06-29",3.95
"603","2020-06-30",4.21
"604","2020-07-01",4.14
"605","2020-07-02",4.05
"606","2020-07-06",3.92
"607","2020-07-07",4.03
"608","2020-07-08",3.95
"609","2020-07-09",3.77
"610","2020-07-10",3.92
"611","2020-07-13",3.69
"612","2020-07-14",3.78
"613","2020-07-15",3.92
"614","2020-07-16",3.84
"615","2020-07-17",4.12
"616","2020-07-20",4.11
"617","2020-07-21",4.48
"618","2020-07-22",4.27
"619","2020-07-23",4.07
"620","2020-07-24",3.95
"621","2020-07-27",3.8
"622","2020-07-28",3.8
"623","2020-07-29",3.8
"624","2020-07-30",3.84
"625","2020-07-31",3.85
"626","2020-08-03",4.05
"627","2020-08-04",4.07
"628","2020-08-05",4.18
"629","2020-08-06",4.37
"630","2020-08-07",4.55
"631","2020-08-10",4.3
"632","2020-08-11",4.16
"633","2020-08-12",4.17
"634","2020-08-13",4.12
"635","2020-08-14",4.2
"636","2020-08-17",4.14
"637","2020-08-18",4.12
"638","2020-08-19",3.94
"639","2020-08-20",3.78
"640","2020-08-21",3.94
"641","2020-08-24",3.96
"642","2020-08-25",4.04
"643","2020-08-26",4
"644","2020-08-27",3.94
"645","2020-08-28",4.03
"646","2020-08-31",4.08
"647","2020-09-01",3.98
"648","2020-09-02",4.01
"649","2020-09-03",3.91
"650","2020-09-04",3.77
"651","2020-09-08",3.59
"652","2020-09-09",3.96
"653","2020-09-10",4
"654","2020-09-11",3.82
"655","2020-09-14",3.85
"656","2020-09-15",3.72
"657","2020-09-16",3.71
"658","2020-09-17",3.69
"659","2020-09-18",3.79
"660","2020-09-21",3.66
"661","2020-09-22",3.58
"662","2020-09-23",3.57
"663","2020-09-24",3.42
"664","2020-09-25",3.65
"665","2020-09-28",3.82
"666","2020-09-29",3.7
"667","2020-09-30",3.58
"668","2020-10-01",3.54
"669","2020-10-02",3.55
"670","2020-10-05",3.53
"671","2020-10-06",3.46
"672","2020-10-07",3.5
"673","2020-10-08",3.48
"674","2020-10-09",3.5
"675","2020-10-12",3.51
"676","2020-10-13",3.4
"677","2020-10-14",3.27
"678","2020-10-15",3.37
"679","2020-10-16",3.37
"680","2020-10-19",3.36
"681","2020-10-20",3.34
"682","2020-10-21",3.36
"683","2020-10-22",3.3
"684","2020-10-23",3.36
"685","2020-10-26",3.36
"686","2020-10-27",3.3
"687","2020-10-28",3.17
"688","2020-10-29",3.18
"689","2020-10-30",3.05
"690","2020-11-02",3.16
"691","2020-11-03",3.21
"692","2020-11-04",3.13
"693","2020-11-05",3.06
"694","2020-11-06",3.05
"695","2020-11-09",3.15
"696","2020-11-10",3.1
"697","2020-11-11",3.07
"698","2020-11-12",3.06
"699","2020-11-13",3.05
"700","2020-11-16",3.16
"701","2020-11-17",3.14
"702","2020-11-18",3.23
"703","2020-11-19",3.24
"704","2020-11-20",3.2
"705","2020-11-23",3.02
"706","2020-11-24",2.97
"707","2020-11-25",2.98
"708","2020-11-27",2.82
