"","date","GXGX"
"76","2019-12-27",9.95
"77","2019-12-30",9.95
"78","2019-12-31",9.95
"79","2020-01-02",9.95
"80","2020-01-03",9.94
"81","2020-01-06",9.94
"82","2020-01-07",9.94
"83","2020-01-08",9.94
"84","2020-01-09",9.95
"85","2020-01-10",9.97
"86","2020-01-13",9.99
"87","2020-01-14",10.05
"88","2020-01-15",10.05
"89","2020-01-16",10
"90","2020-01-17",10.04
"91","2020-01-21",10.04
"92","2020-01-22",9.99
"93","2020-01-23",9.99
"94","2020-01-24",9.99
"95","2020-01-27",10.04
"96","2020-01-28",10.04
"97","2020-01-29",10.04
"98","2020-01-30",10.04
"99","2020-01-31",10.04
"100","2020-02-03",10.04
"101","2020-02-04",10.04
"102","2020-02-05",9.99
"103","2020-02-06",10.05
"104","2020-02-07",10.05
"105","2020-02-10",10.05
"106","2020-02-11",10.05
"107","2020-02-12",10.05
"108","2020-02-13",10.06
"109","2020-02-14",10.06
"110","2020-02-18",10.01
"111","2020-02-19",10.03
"112","2020-02-20",10.02
"113","2020-02-21",10.02
"114","2020-02-24",10.04
"115","2020-02-25",10.04
"116","2020-02-26",10.04
"117","2020-02-27",10.04
"118","2020-02-28",10.04
"119","2020-03-02",10.01
"120","2020-03-03",10.01
"121","2020-03-04",10.01
"122","2020-03-05",10.02
"123","2020-03-06",10.02
"124","2020-03-09",9.93
"125","2020-03-10",9.95
"126","2020-03-11",9.95
"127","2020-03-12",9.8
"128","2020-03-13",9.8
"129","2020-03-16",9.6
"130","2020-03-17",9.57
"131","2020-03-18",9.42
"132","2020-03-19",9.44
"133","2020-03-20",9.43
"134","2020-03-23",9.45
"135","2020-03-24",9.52
"136","2020-03-25",9.95
"137","2020-03-26",9.72
"138","2020-03-27",9.72
"139","2020-03-30",9.85
"140","2020-03-31",9.8
"141","2020-04-01",9.76
"142","2020-04-02",9.9
"143","2020-04-03",9.85
"144","2020-04-06",9.85
"145","2020-04-07",9.88
"146","2020-04-08",9.84
"147","2020-04-09",9.9
"148","2020-04-13",9.9
"149","2020-04-14",9.86
"150","2020-04-15",9.85
"151","2020-04-16",9.86
"152","2020-04-17",9.89
"153","2020-04-20",9.86
"154","2020-04-21",9.85
"155","2020-04-22",9.9
"156","2020-04-23",9.85
"157","2020-04-24",9.95
"158","2020-04-27",9.86
"159","2020-04-28",9.9
"160","2020-04-29",9.9
"161","2020-04-30",9.915
"162","2020-05-01",9.85
"163","2020-05-04",9.92
"164","2020-05-05",9.88
"165","2020-05-06",9.9
"166","2020-05-07",9.86
"167","2020-05-08",9.88
"168","2020-05-11",9.91
"169","2020-05-12",9.8
"170","2020-05-13",9.91
"171","2020-05-14",9.82
"172","2020-05-15",9.84
"173","2020-05-18",9.9
"174","2020-05-19",9.87
"175","2020-05-20",9.85
"176","2020-05-21",9.88
"177","2020-05-22",9.89
"178","2020-05-26",9.81
"179","2020-05-27",9.81
"180","2020-05-28",9.88
"181","2020-05-29",9.89
"182","2020-06-01",9.89
"183","2020-06-02",9.99
"184","2020-06-03",10
"185","2020-06-04",10
"186","2020-06-05",10
"187","2020-06-08",9.91
"188","2020-06-09",9.93
"189","2020-06-10",10.02
"190","2020-06-11",9.97
"191","2020-06-12",10
"192","2020-06-15",10
"193","2020-06-16",9.99
"194","2020-06-17",10
"195","2020-06-18",10.05
"196","2020-06-19",10.07
"197","2020-06-22",10.1
"198","2020-06-23",10.12
"199","2020-06-24",10.12
"200","2020-06-25",10.075
"201","2020-06-26",10.08
"202","2020-06-29",10.17
"203","2020-06-30",10.2
"204","2020-07-01",10.15
"205","2020-07-02",10.08
"206","2020-07-06",10.1
"207","2020-07-07",10.05
"208","2020-07-08",10.05
"209","2020-07-09",10.08
"210","2020-07-10",10.18
"211","2020-07-13",10.19
"212","2020-07-14",10.2
"213","2020-07-15",10.2
"214","2020-07-16",10.28
"215","2020-07-17",10.26
"216","2020-07-20",10.27
"217","2020-07-21",10.3
"218","2020-07-22",10.3
"219","2020-07-23",10.33
"220","2020-07-24",10.2
"221","2020-07-27",10.39
"222","2020-07-28",10.35
"223","2020-07-29",10.38
"224","2020-07-30",10.3
"225","2020-07-31",10.16
"226","2020-08-03",10.35
"227","2020-08-04",10.39
"228","2020-08-05",10.3
"229","2020-08-06",10.275
"230","2020-08-07",10.22
"231","2020-08-10",10.26
"232","2020-08-11",10.32
"233","2020-08-12",10.33
"234","2020-08-13",10.35
"235","2020-08-14",10.34
"236","2020-08-17",10.26
"237","2020-08-18",10.35
"238","2020-08-19",10.32
"239","2020-08-20",10.29
"240","2020-08-21",10.26
"241","2020-08-24",10.35
"242","2020-08-25",10.3
"243","2020-08-26",10.35
"244","2020-08-27",10.29
"245","2020-08-28",10.35
"246","2020-08-31",10.35
"247","2020-09-01",10.35
"248","2020-09-02",10.56
"249","2020-09-03",10.59
"250","2020-09-04",10.62
"251","2020-09-08",10.6
"252","2020-09-09",10.63
"253","2020-09-10",10.6
"254","2020-09-11",10.62
"255","2020-09-14",10.66
"256","2020-09-15",10.58
"257","2020-09-16",10.579
"258","2020-09-17",10.56
"259","2020-09-18",10.6
"260","2020-09-21",10.54
"261","2020-09-22",10.57
"262","2020-09-23",10.54
"263","2020-09-24",10.35
"264","2020-09-25",10.46
"265","2020-09-28",10.42
"266","2020-09-29",10.39
"267","2020-09-30",10.5
"268","2020-10-01",10.53
"269","2020-10-02",10.52
"270","2020-10-05",10.5
"271","2020-10-06",10.48
"272","2020-10-07",10.47
"273","2020-10-08",10.57
"274","2020-10-09",10.51
"275","2020-10-12",10.39
"276","2020-10-13",10.41
"277","2020-10-14",10.38
"278","2020-10-15",10.56
"279","2020-10-16",10.54
"280","2020-10-19",10.56
"281","2020-10-20",10.55
"282","2020-10-21",10.5
"283","2020-10-22",10.42
"284","2020-10-23",10.34
"285","2020-10-26",10.31
"286","2020-10-27",10.31
"287","2020-10-28",10.3
"288","2020-10-29",10.26
"289","2020-10-30",10.2
"290","2020-11-02",10.2
"291","2020-11-03",10.27
"292","2020-11-04",10.18
"293","2020-11-05",10.25
"294","2020-11-06",10.2
"295","2020-11-09",10.22
"296","2020-11-10",10.28
"297","2020-11-11",10.3
"298","2020-11-12",10.33
"299","2020-11-13",10.38
"300","2020-11-16",10.36
"301","2020-11-17",10.25
"302","2020-11-18",10.21
"303","2020-11-19",10.23
"304","2020-11-20",10.3
"305","2020-11-23",10.32
"306","2020-11-24",10.42
"307","2020-11-25",10.52
"308","2020-11-27",10.47
