"","date","YTEN"
"144","2007-07-30",50256
"145","2007-07-31",52776
"146","2007-08-01",51000
"147","2007-08-02",51840
"148","2007-08-03",47928
"149","2007-08-06",52632
"150","2007-08-07",58752
"151","2007-08-08",63288
"152","2007-08-09",63792
"153","2007-08-10",58440
"154","2007-08-13",52656
"155","2007-08-14",52320
"156","2007-08-15",52320
"157","2007-08-16",56448
"158","2007-08-17",56952
"159","2007-08-20",55224
"160","2007-08-21",56040
"161","2007-08-22",55224
"162","2007-08-23",54000
"163","2007-08-24",55392
"164","2007-08-27",53208
"165","2007-08-28",50928
"166","2007-08-29",51720
"167","2007-08-30",54384
"168","2007-08-31",53400
"169","2007-09-04",54504
"170","2007-09-05",52296
"171","2007-09-06",54888
"172","2007-09-07",52752
"173","2007-09-10",51480
"174","2007-09-11",52392
"175","2007-09-12",50712
"176","2007-09-13",49560
"177","2007-09-14",51024
"178","2007-09-17",53280
"179","2007-09-18",56280
"180","2007-09-19",57528
"181","2007-09-20",56520
"182","2007-09-21",58464
"183","2007-09-24",58464
"184","2007-09-25",58464
"185","2007-09-26",57240
"186","2007-09-27",59184
"187","2007-09-28",58224
"188","2007-10-01",57144
"189","2007-10-02",57432
"190","2007-10-03",56016
"191","2007-10-04",57384
"192","2007-10-05",56784
"193","2007-10-08",54864
"194","2007-10-09",54816
"195","2007-10-10",54096
"196","2007-10-11",53808
"197","2007-10-12",65112
"198","2007-10-15",62784
"199","2007-10-16",63648
"200","2007-10-17",62160
"201","2007-10-18",61824
"202","2007-10-19",58800
"203","2007-10-22",61656
"204","2007-10-23",63192
"205","2007-10-24",61992
"206","2007-10-25",62088
"207","2007-10-26",62496
"208","2007-10-29",68112
"209","2007-10-30",67608
"210","2007-10-31",69336
"211","2007-11-01",66792
"212","2007-11-02",66792
"213","2007-11-05",64584
"214","2007-11-06",61872
"215","2007-11-07",59352
"216","2007-11-08",58968
"217","2007-11-09",60456
"218","2007-11-12",56640
"219","2007-11-13",58800
"220","2007-11-14",58344
"221","2007-11-15",57648
"222","2007-11-16",58944
"223","2007-11-19",53808
"224","2007-11-20",51024
"225","2007-11-21",51048
"226","2007-11-23",51960
"227","2007-11-26",53352
"228","2007-11-27",51648
"229","2007-11-28",51576
"230","2007-11-29",51456
"231","2007-11-30",51648
"232","2007-12-03",49704
"233","2007-12-04",50160
"234","2007-12-05",50472
"235","2007-12-06",51144
"236","2007-12-07",51600
"237","2007-12-10",50088
"238","2007-12-11",47688
"239","2007-12-12",44472
"240","2007-12-13",48504
"241","2007-12-14",48000
"242","2007-12-17",45600
"243","2007-12-18",45096
"244","2007-12-19",46968
"245","2007-12-20",48600
"246","2007-12-21",52416
"247","2007-12-24",53016
"248","2007-12-26",53880
"249","2007-12-27",55320
"250","2007-12-28",53760
"251","2007-12-31",57120
"252","2008-01-02",57024
"253","2008-01-03",57192
"254","2008-01-04",51720
"255","2008-01-07",52032
"256","2008-01-08",49368
"257","2008-01-09",50400
"258","2008-01-10",51984
"259","2008-01-11",50376
"260","2008-01-14",47976
"261","2008-01-15",44952
"262","2008-01-16",43848
"263","2008-01-17",43176
"264","2008-01-18",42072
"265","2008-01-22",40992
"266","2008-01-23",42696
"267","2008-01-24",41376
"268","2008-01-25",43488
"269","2008-01-28",45072
"270","2008-01-29",45024
"271","2008-01-30",45312
"272","2008-01-31",43752
"273","2008-02-01",41976
"274","2008-02-04",42000
"275","2008-02-05",41208
"276","2008-02-06",41760
"277","2008-02-07",40464
"278","2008-02-08",41496
"279","2008-02-11",39672
"280","2008-02-12",39600
"281","2008-02-13",45096
"282","2008-02-14",45552
"283","2008-02-15",44760
"284","2008-02-19",43392
"285","2008-02-20",42576
"286","2008-02-21",42288
"287","2008-02-22",40920
"288","2008-02-25",40728
"289","2008-02-26",41592
"290","2008-02-27",41256
"291","2008-02-28",40080
"292","2008-02-29",38640
"293","2008-03-03",36456
"294","2008-03-04",35976
"295","2008-03-05",36000
"296","2008-03-06",36816
"297","2008-03-07",33984
"298","2008-03-10",29688
"299","2008-03-11",30072
"300","2008-03-12",32352
"301","2008-03-13",31200
"302","2008-03-14",29616
"303","2008-03-17",24192
"304","2008-03-18",23904
"305","2008-03-19",25080
"306","2008-03-20",25608
"307","2008-03-24",28032
"308","2008-03-25",30408
"309","2008-03-26",29280
"310","2008-03-27",28536
"311","2008-03-28",27144
"312","2008-03-31",26280
"313","2008-04-01",26352
"314","2008-04-02",27000
"315","2008-04-03",29040
"316","2008-04-04",28728
"317","2008-04-07",28536
"318","2008-04-08",28200
"319","2008-04-09",26736
"320","2008-04-10",26832
"321","2008-04-11",26520
"322","2008-04-14",26304
"323","2008-04-15",25176
"324","2008-04-16",26472
"325","2008-04-17",27288
"326","2008-04-18",29304
"327","2008-04-21",28824
"328","2008-04-22",27888
"329","2008-04-23",26400
"330","2008-04-24",27168
"331","2008-04-25",27120
"332","2008-04-28",29184
"333","2008-04-29",26544
"334","2008-04-30",26424
"335","2008-05-01",26640
"336","2008-05-02",25488
"337","2008-05-05",26448
"338","2008-05-06",26328
"339","2008-05-07",25272
"340","2008-05-08",25200
"341","2008-05-09",25224
"342","2008-05-12",26640
"343","2008-05-13",24840
"344","2008-05-14",24408
"345","2008-05-15",25728
"346","2008-05-16",26664
"347","2008-05-19",27264
"348","2008-05-20",27696
"349","2008-05-21",27312
"350","2008-05-22",27144
"351","2008-05-23",26112
"352","2008-05-27",26592
"353","2008-05-28",25488
"354","2008-05-29",26280
"355","2008-05-30",26928
"356","2008-06-02",26472
"357","2008-06-03",26328
"358","2008-06-04",27552
"359","2008-06-05",31752
"360","2008-06-06",29640
"361","2008-06-09",28680
"362","2008-06-10",27672
"363","2008-06-11",28320
"364","2008-06-12",28512
"365","2008-06-13",28944
"366","2008-06-16",27000
"367","2008-06-17",26520
"368","2008-06-18",26064
"369","2008-06-19",24960
"370","2008-06-20",26400
"371","2008-06-23",27408
"372","2008-06-24",25608
"373","2008-06-25",24672
"374","2008-06-26",24336
"375","2008-06-27",24216
"376","2008-06-30",23520
"377","2008-07-01",24192
"378","2008-07-02",23688
"379","2008-07-03",23328
"380","2008-07-07",20760
"381","2008-07-08",24576
"382","2008-07-09",22440
"383","2008-07-10",25008
"384","2008-07-11",26976
"385","2008-07-14",26040
"386","2008-07-15",26904
"387","2008-07-16",28800
"388","2008-07-17",29400
"389","2008-07-18",28632
"390","2008-07-21",28776
"391","2008-07-22",30768
"392","2008-07-23",30816
"393","2008-07-24",29208
"394","2008-07-25",32040
"395","2008-07-28",30216
"396","2008-07-29",29376
"397","2008-07-30",30072
"398","2008-07-31",30024
"399","2008-08-01",28776
"400","2008-08-04",27096
"401","2008-08-05",27120
"402","2008-08-06",27336
"403","2008-08-07",27792
"404","2008-08-08",29016
"405","2008-08-11",29424
"406","2008-08-12",29976
"407","2008-08-13",32040
"408","2008-08-14",32232
"409","2008-08-15",31368
"410","2008-08-18",28800
"411","2008-08-19",27528
"412","2008-08-20",26640
"413","2008-08-21",25656
"414","2008-08-22",26784
"415","2008-08-25",24696
"416","2008-08-26",25248
"417","2008-08-27",25896
"418","2008-08-28",27672
"419","2008-08-29",27672
"420","2008-09-02",26664
"421","2008-09-03",25704
"422","2008-09-04",23880
"423","2008-09-05",23832
"424","2008-09-08",24192
"425","2008-09-09",22440
"426","2008-09-10",22944
"427","2008-09-11",23208
"428","2008-09-12",22728
"429","2008-09-15",22536
"430","2008-09-16",22992
"431","2008-09-17",22080
"432","2008-09-18",24624
"433","2008-09-19",28656
"434","2008-09-22",26928
"435","2008-09-23",26808
"436","2008-09-24",26448
"437","2008-09-25",26520
"438","2008-09-26",28416
"439","2008-09-29",25680
"440","2008-09-30",26112
"441","2008-10-01",25776
"442","2008-10-02",24288
"443","2008-10-03",24744
"444","2008-10-06",22104
"445","2008-10-07",19560
"446","2008-10-08",19320
"447","2008-10-09",16968
"448","2008-10-10",21072
"449","2008-10-13",23184
"450","2008-10-14",21864
"451","2008-10-15",21312
"452","2008-10-16",21912
"453","2008-10-17",21648
"454","2008-10-20",22872
"455","2008-10-21",21888
"456","2008-10-22",21984
"457","2008-10-23",22656
"458","2008-10-24",19296
"459","2008-10-27",17160
"460","2008-10-28",18840
"461","2008-10-29",19128
"462","2008-10-30",21216
"463","2008-10-31",22488
"464","2008-11-03",22200
"465","2008-11-04",21120
"466","2008-11-05",20280
"467","2008-11-06",21048
"468","2008-11-07",21024
"469","2008-11-10",20904
"470","2008-11-11",20208
"471","2008-11-12",17160
"472","2008-11-13",19776
"473","2008-11-14",18072
"474","2008-11-17",18240
"475","2008-11-18",17280
"476","2008-11-19",15528
"477","2008-11-20",14016
"478","2008-11-21",13944
"479","2008-11-24",15096
"480","2008-11-25",16032
"481","2008-11-26",16968
"482","2008-11-28",16776
"483","2008-12-01",14400
"484","2008-12-02",13920
"485","2008-12-03",15912
"486","2008-12-04",14472
"487","2008-12-05",15936
"488","2008-12-08",18288
"489","2008-12-09",17400
"490","2008-12-10",18192
"491","2008-12-11",16560
"492","2008-12-12",18240
"493","2008-12-15",16992
"494","2008-12-16",19392
"495","2008-12-17",21384
"496","2008-12-18",22032
"497","2008-12-19",20616
"498","2008-12-22",20568
"499","2008-12-23",23856
"500","2008-12-24",23496
"501","2008-12-26",24936
"502","2008-12-29",25992
"503","2008-12-30",29256
"504","2008-12-31",30528
"505","2009-01-02",29712
"506","2009-01-05",27864
"507","2009-01-06",28368
"508","2009-01-07",27096
"509","2009-01-08",28512
"510","2009-01-09",25704
"511","2009-01-12",26232
"512","2009-01-13",25296
"513","2009-01-14",24072
"514","2009-01-15",24288
"515","2009-01-16",24120
"516","2009-01-20",20712
"517","2009-01-21",22104
"518","2009-01-22",21648
"519","2009-01-23",20880
"520","2009-01-26",20856
"521","2009-01-27",21528
"522","2009-01-28",22872
"523","2009-01-29",20952
"524","2009-01-30",20256
"525","2009-02-02",22560
"526","2009-02-03",22440
"527","2009-02-04",22392
"528","2009-02-05",23688
"529","2009-02-06",23640
"530","2009-02-09",20688
"531","2009-02-10",20424
"532","2009-02-11",20520
"533","2009-02-12",21216
"534","2009-02-13",20808
"535","2009-02-17",19296
"536","2009-02-18",19080
"537","2009-02-19",18216
"538","2009-02-20",17256
"539","2009-02-23",17256
"540","2009-02-24",18096
"541","2009-02-25",16584
"542","2009-02-26",15528
"543","2009-02-27",14088
"544","2009-03-02",13536
"545","2009-03-03",14064
"546","2009-03-04",14616
"547","2009-03-05",12912
"548","2009-03-06",14832
"549","2009-03-09",12960
"550","2009-03-10",15192
"551","2009-03-11",15144
"552","2009-03-12",15912
"553","2009-03-13",16632
"554","2009-03-16",14592
"555","2009-03-17",16464
"556","2009-03-18",17040
"557","2009-03-19",16248
"558","2009-03-20",15456
"559","2009-03-23",17664
"560","2009-03-24",16080
"561","2009-03-25",17280
"562","2009-03-26",18744
"563","2009-03-27",17160
"564","2009-03-30",16512
"565","2009-03-31",16368
"566","2009-04-01",17496
"567","2009-04-02",17880
"568","2009-04-03",17880
"569","2009-04-06",17928
"570","2009-04-07",18048
"571","2009-04-08",19176
"572","2009-04-09",19176
"573","2009-04-13",18840
"574","2009-04-14",17904
"575","2009-04-15",18192
"576","2009-04-16",18600
"577","2009-04-17",18288
"578","2009-04-20",16416
"579","2009-04-21",17640
"580","2009-04-22",17472
"581","2009-04-23",16296
"582","2009-04-24",16992
"583","2009-04-27",16728
"584","2009-04-28",15768
"585","2009-04-29",17352
"586","2009-04-30",18960
"587","2009-05-01",17808
"588","2009-05-04",19104
"589","2009-05-05",18888
"590","2009-05-06",18312
"591","2009-05-07",18288
"592","2009-05-08",18576
"593","2009-05-11",18264
"594","2009-05-12",17448
"595","2009-05-13",16704
"596","2009-05-14",17016
"597","2009-05-15",16584
"598","2009-05-18",17256
"599","2009-05-19",16200
"600","2009-05-20",16560
"601","2009-05-21",15768
"602","2009-05-22",15480
"603","2009-05-26",16488
"604","2009-05-27",15816
"605","2009-05-28",16632
"606","2009-05-29",16896
"607","2009-06-01",17136
"608","2009-06-02",18048
"609","2009-06-03",17352
"610","2009-06-04",17544
"611","2009-06-05",17568
"612","2009-06-08",17400
"613","2009-06-09",17112
"614","2009-06-10",16944
"615","2009-06-11",16584
"616","2009-06-12",16776
"617","2009-06-15",15384
"618","2009-06-16",15696
"619","2009-06-17",15648
"620","2009-06-18",17640
"621","2009-06-19",18936
"622","2009-06-22",17088
"623","2009-06-23",18168
"624","2009-06-24",18072
"625","2009-06-25",20544
"626","2009-06-26",19440
"627","2009-06-29",19176
"628","2009-06-30",19728
"629","2009-07-01",18864
"630","2009-07-02",18072
"631","2009-07-06",18720
"632","2009-07-07",18336
"633","2009-07-08",18168
"634","2009-07-09",17808
"635","2009-07-10",17160
"636","2009-07-13",17256
"637","2009-07-14",17424
"638","2009-07-15",17280
"639","2009-07-16",17712
"640","2009-07-17",17832
"641","2009-07-20",17568
"642","2009-07-21",17208
"643","2009-07-22",16848
"644","2009-07-23",19296
"645","2009-07-24",21096
"646","2009-07-27",20136
"647","2009-07-28",19920
"648","2009-07-29",19800
"649","2009-07-30",22344
"650","2009-07-31",22224
"651","2009-08-03",25056
"652","2009-08-04",26832
"653","2009-08-05",26400
"654","2009-08-06",25752
"655","2009-08-07",27096
"656","2009-08-10",25896
"657","2009-08-11",24528
"658","2009-08-12",24336
"659","2009-08-13",25104
"660","2009-08-14",24096
"661","2009-08-17",23472
"662","2009-08-18",24096
"663","2009-08-19",25440
"664","2009-08-20",25608
"665","2009-08-21",25296
"666","2009-08-24",25584
"667","2009-08-25",26016
"668","2009-08-26",26304
"669","2009-08-27",25728
"670","2009-08-28",24744
"671","2009-08-31",23280
"672","2009-09-01",23544
"673","2009-09-02",24048
"674","2009-09-03",24936
"675","2009-09-04",25320
"676","2009-09-08",25848
"677","2009-09-09",27504
"678","2009-09-10",27624
"679","2009-09-11",27456
"680","2009-09-14",26880
"681","2009-09-15",26352
"682","2009-09-16",25944
"683","2009-09-17",26064
"684","2009-09-18",25728
"685","2009-09-21",24960
"686","2009-09-22",26112
"687","2009-09-23",25824
"688","2009-09-24",25248
"689","2009-09-25",24936
"690","2009-09-28",24912
"691","2009-09-29",24624
"692","2009-09-30",24672
"693","2009-10-01",23472
"694","2009-10-02",24984
"695","2009-10-05",25488
"696","2009-10-06",27288
"697","2009-10-07",26880
"698","2009-10-08",27336
"699","2009-10-09",28176
"700","2009-10-12",29832
"701","2009-10-13",29136
"702","2009-10-14",30408
"703","2009-10-15",31224
"704","2009-10-16",31656
"705","2009-10-19",30672
"706","2009-10-20",29736
"707","2009-10-21",30120
"708","2009-10-22",30696
"709","2009-10-23",30072
"710","2009-10-26",28632
"711","2009-10-27",28440
"712","2009-10-28",25896
"713","2009-10-29",28848
"714","2009-10-30",24336
"715","2009-11-02",25368
"716","2009-11-03",25008
"717","2009-11-04",23760
"718","2009-11-05",24240
"719","2009-11-06",24432
"720","2009-11-09",24384
"721","2009-11-10",23688
"722","2009-11-11",23688
"723","2009-11-12",23400
"724","2009-11-13",24000
"725","2009-11-16",24576
"726","2009-11-17",25464
"727","2009-11-18",24480
"728","2009-11-19",24096
"729","2009-11-20",25080
"730","2009-11-23",26544
"731","2009-11-24",26808
"732","2009-11-25",27168
"733","2009-11-27",26904
"734","2009-11-30",26808
"735","2009-12-01",27648
"736","2009-12-02",28896
"737","2009-12-03",27744
"738","2009-12-04",28560
"739","2009-12-07",27960
"740","2009-12-08",26664
"741","2009-12-09",25680
"742","2009-12-10",24888
"743","2009-12-11",24336
"744","2009-12-14",26976
"745","2009-12-15",26568
"746","2009-12-16",25608
"747","2009-12-17",25560
"748","2009-12-18",26136
"749","2009-12-21",26904
"750","2009-12-22",26952
"751","2009-12-23",26856
"752","2009-12-24",26832
"753","2009-12-28",26784
"754","2009-12-29",26280
"755","2009-12-30",26376
"756","2009-12-31",26520
"757","2010-01-04",27960
"758","2010-01-05",28176
"759","2010-01-06",28176
"760","2010-01-07",28560
"761","2010-01-08",27816
"762","2010-01-11",26832
"763","2010-01-12",26568
"764","2010-01-13",27624
"765","2010-01-14",27504
"766","2010-01-15",27072
"767","2010-01-19",26712
"768","2010-01-20",27000
"769","2010-01-21",25584
"770","2010-01-22",24648
"771","2010-01-25",25416
"772","2010-01-26",24384
"773","2010-01-27",24240
"774","2010-01-28",24144
"775","2010-01-29",23928
"776","2010-02-01",23064
"777","2010-02-02",23688
"778","2010-02-03",22896
"779","2010-02-04",21600
"780","2010-02-05",23400
"781","2010-02-08",22032
"782","2010-02-09",22080
"783","2010-02-10",21768
"784","2010-02-11",23088
"785","2010-02-12",23448
"786","2010-02-16",23856
"787","2010-02-17",25752
"788","2010-02-18",25344
"789","2010-02-19",24264
"790","2010-02-22",24000
"791","2010-02-23",24024
"792","2010-02-24",24336
"793","2010-02-25",23760
"794","2010-02-26",22896
"795","2010-03-01",24288
"796","2010-03-02",23472
"797","2010-03-03",24528
"798","2010-03-04",24864
"799","2010-03-05",25608
"800","2010-03-08",24840
"801","2010-03-09",25512
"802","2010-03-10",26232
"803","2010-03-11",29808
"804","2010-03-12",28608
"805","2010-03-15",28344
"806","2010-03-16",28488
"807","2010-03-17",28056
"808","2010-03-18",28056
"809","2010-03-19",28344
"810","2010-03-22",27720
"811","2010-03-23",28296
"812","2010-03-24",27960
"813","2010-03-25",28704
"814","2010-03-26",29472
"815","2010-03-29",29400
"816","2010-03-30",30552
"817","2010-03-31",29232
"818","2010-04-01",29688
"819","2010-04-05",29952
"820","2010-04-06",31416
"821","2010-04-07",30912
"822","2010-04-08",30744
"823","2010-04-09",30912
"824","2010-04-12",30360
"825","2010-04-13",30288
"826","2010-04-14",30216
"827","2010-04-15",31248
"828","2010-04-16",30744
"829","2010-04-19",29784
"830","2010-04-20",30288
"831","2010-04-21",31272
"832","2010-04-22",34608
"833","2010-04-23",33552
"834","2010-04-26",31728
"835","2010-04-27",31128
"836","2010-04-28",32208
"837","2010-04-29",30672
"838","2010-04-30",29856
"839","2010-05-03",29856
"840","2010-05-04",30648
"841","2010-05-05",29928
"842","2010-05-06",27744
"843","2010-05-07",28656
"844","2010-05-10",29520
"845","2010-05-11",30744
"846","2010-05-12",39408
"847","2010-05-13",40128
"848","2010-05-14",38520
"849","2010-05-17",36888
"850","2010-05-18",35544
"851","2010-05-19",37704
"852","2010-05-20",35424
"853","2010-05-21",35904
"854","2010-05-24",34968
"855","2010-05-25",35832
"856","2010-05-26",33984
"857","2010-05-27",34776
"858","2010-05-28",34800
"859","2010-06-01",34632
"860","2010-06-02",36936
"861","2010-06-03",39000
"862","2010-06-04",34872
"863","2010-06-07",33696
"864","2010-06-08",33240
"865","2010-06-09",32016
"866","2010-06-10",33408
"867","2010-06-11",34992
"868","2010-06-14",35856
"869","2010-06-15",36912
"870","2010-06-16",35880
"871","2010-06-17",36264
"872","2010-06-18",35904
"873","2010-06-21",35376
"874","2010-06-22",35400
"875","2010-06-23",35112
"876","2010-06-24",36000
"877","2010-06-25",38088
"878","2010-06-28",38568
"879","2010-06-29",35256
"880","2010-06-30",34344
"881","2010-07-01",35328
"882","2010-07-02",35016
"883","2010-07-06",33648
"884","2010-07-07",34464
"885","2010-07-08",35760
"886","2010-07-09",36144
"887","2010-07-12",34872
"888","2010-07-13",36240
"889","2010-07-14",35784
"890","2010-07-15",38376
"891","2010-07-16",36600
"892","2010-07-19",36864
"893","2010-07-20",37464
"894","2010-07-21",38328
"895","2010-07-22",40296
"896","2010-07-23",41976
"897","2010-07-26",42888
"898","2010-07-27",41712
"899","2010-07-28",39576
"900","2010-07-29",34368
"901","2010-07-30",33888
"902","2010-08-02",33600
"903","2010-08-03",33144
"904","2010-08-04",33504
"905","2010-08-05",32904
"906","2010-08-06",32376
"907","2010-08-09",34056
"908","2010-08-10",33024
"909","2010-08-11",31080
"910","2010-08-12",30720
"911","2010-08-13",30072
"912","2010-08-16",31536
"913","2010-08-17",32112
"914","2010-08-18",31824
"915","2010-08-19",29712
"916","2010-08-20",30216
"917","2010-08-23",29112
"918","2010-08-24",28248
"919","2010-08-25",27840
"920","2010-08-26",26592
"921","2010-08-27",28728
"922","2010-08-30",26808
"923","2010-08-31",27168
"924","2010-09-01",28224
"925","2010-09-02",26832
"926","2010-09-03",27552
"927","2010-09-07",25320
"928","2010-09-08",26064
"929","2010-09-09",25728
"930","2010-09-10",25200
"931","2010-09-13",26256
"932","2010-09-14",25536
"933","2010-09-15",25704
"934","2010-09-16",25584
"935","2010-09-17",25272
"936","2010-09-20",26640
"937","2010-09-21",27216
"938","2010-09-22",26016
"939","2010-09-23",24456
"940","2010-09-24",25824
"941","2010-09-27",25992
"942","2010-09-28",26448
"943","2010-09-29",26832
"944","2010-09-30",30192
"945","2010-10-01",29208
"946","2010-10-04",28680
"947","2010-10-05",30600
"948","2010-10-06",30096
"949","2010-10-07",30744
"950","2010-10-08",32160
"951","2010-10-11",31080
"952","2010-10-12",32304
"953","2010-10-13",32928
"954","2010-10-14",33648
"955","2010-10-15",33024
"956","2010-10-18",33912
"957","2010-10-19",34056
"958","2010-10-20",36048
"959","2010-10-21",34776
"960","2010-10-22",35640
"961","2010-10-25",35256
"962","2010-10-26",34992
"963","2010-10-27",34608
"964","2010-10-28",34128
"965","2010-10-29",33504
"966","2010-11-01",32688
"967","2010-11-02",33288
"968","2010-11-03",34200
"969","2010-11-04",34152
"970","2010-11-05",33696
"971","2010-11-08",33048
"972","2010-11-09",26520
"973","2010-11-10",26808
"974","2010-11-11",26328
"975","2010-11-12",25224
"976","2010-11-15",25008
"977","2010-11-16",24888
"978","2010-11-17",24456
"979","2010-11-18",24768
"980","2010-11-19",24336
"981","2010-11-22",25392
"982","2010-11-23",25200
"983","2010-11-24",24984
"984","2010-11-26",24576
"985","2010-11-29",24360
"986","2010-11-30",24576
"987","2010-12-01",24984
"988","2010-12-02",26856
"989","2010-12-03",26112
"990","2010-12-06",26376
"991","2010-12-07",27000
"992","2010-12-08",27384
"993","2010-12-09",27816
"994","2010-12-10",27648
"995","2010-12-13",27792
"996","2010-12-14",27936
"997","2010-12-15",28104
"998","2010-12-16",26928
"999","2010-12-17",27264
"1000","2010-12-20",25584
"1001","2010-12-21",25560
"1002","2010-12-22",26568
"1003","2010-12-23",25968
"1004","2010-12-27",26520
"1005","2010-12-28",27096
"1006","2010-12-29",26712
"1007","2010-12-30",28560
"1008","2010-12-31",29208
"1009","2011-01-03",30000
"1010","2011-01-04",27144
"1011","2011-01-05",26328
"1012","2011-01-06",25344
"1013","2011-01-07",25272
"1014","2011-01-10",25080
"1015","2011-01-11",25200
"1016","2011-01-12",25344
"1017","2011-01-13",24432
"1018","2011-01-14",24672
"1019","2011-01-18",24408
"1020","2011-01-19",23712
"1021","2011-01-20",22488
"1022","2011-01-21",21552
"1023","2011-01-24",20952
"1024","2011-01-25",21072
"1025","2011-01-26",22176
"1026","2011-01-27",21888
"1027","2011-01-28",21192
"1028","2011-01-31",21240
"1029","2011-02-01",22080
"1030","2011-02-02",21312
"1031","2011-02-03",21480
"1032","2011-02-04",21288
"1033","2011-02-07",21912
"1034","2011-02-08",21960
"1035","2011-02-09",21888
"1036","2011-02-10",21720
"1037","2011-02-11",21888
"1038","2011-02-14",21600
"1039","2011-02-15",21600
"1040","2011-02-16",21360
"1041","2011-02-17",21432
"1042","2011-02-18",21288
"1043","2011-02-22",20400
"1044","2011-02-23",20232
"1045","2011-02-24",22200
"1046","2011-02-25",22416
"1047","2011-02-28",21792
"1048","2011-03-01",21600
"1049","2011-03-02",22032
"1050","2011-03-03",22776
"1051","2011-03-04",22632
"1052","2011-03-07",21720
"1053","2011-03-08",22248
"1054","2011-03-09",22536
"1055","2011-03-10",21024
"1056","2011-03-11",20712
"1057","2011-03-14",19920
"1058","2011-03-15",20592
"1059","2011-03-16",20184
"1060","2011-03-17",19992
"1061","2011-03-18",21504
"1062","2011-03-21",22032
"1063","2011-03-22",21840
"1064","2011-03-23",22536
"1065","2011-03-24",22752
"1066","2011-03-25",22992
"1067","2011-03-28",22608
"1068","2011-03-29",23736
"1069","2011-03-30",25008
