"","date","FTAC"
"97","2019-06-13",9.916
"98","2019-06-14",9.91
"99","2019-06-17",9.91
"100","2019-06-18",9.91
"101","2019-06-19",9.91
"102","2019-06-20",9.91
"103","2019-06-21",9.99
"104","2019-06-24",9.86
"105","2019-06-25",9.99
"106","2019-06-26",9.95
"107","2019-06-27",9.95
"108","2019-06-28",9.81
"109","2019-07-01",9.81
"110","2019-07-02",9.9
"111","2019-07-03",9.9
"112","2019-07-05",9.9
"113","2019-07-08",9.9
"114","2019-07-09",9.935
"115","2019-07-10",9.935
"116","2019-07-11",9.99
"117","2019-07-12",9.99
"118","2019-07-15",9.99
"119","2019-07-16",9.99
"120","2019-07-17",9.95
"121","2019-07-18",9.95
"122","2019-07-19",9.95
"123","2019-07-22",9.95
"124","2019-07-23",9.91
"125","2019-07-24",9.91
"126","2019-07-25",9.91
"127","2019-07-26",9.91
"128","2019-07-29",9.88
"129","2019-07-30",9.9
"130","2019-07-31",9.93
"131","2019-08-01",9.91
"132","2019-08-02",9.9
"133","2019-08-05",9.94
"134","2019-08-06",9.94
"135","2019-08-07",9.95
"136","2019-08-08",9.94
"137","2019-08-09",9.94
"138","2019-08-12",9.94
"139","2019-08-13",9.96
"140","2019-08-14",9.96
"141","2019-08-15",9.93
"142","2019-08-16",9.88
"143","2019-08-19",9.97
"144","2019-08-20",9.96
"145","2019-08-21",9.97
"146","2019-08-22",9.97
"147","2019-08-23",9.97
"148","2019-08-26",9.99
"149","2019-08-27",9.95
"150","2019-08-28",9.95
"151","2019-08-29",9.94
"152","2019-08-30",9.94
"153","2019-09-03",9.957
"154","2019-09-04",9.95
"155","2019-09-05",9.95
"156","2019-09-06",9.95
"157","2019-09-09",9.95
"158","2019-09-10",9.98
"159","2019-09-11",9.98
"160","2019-09-12",9.97
"161","2019-09-13",9.965
"162","2019-09-16",9.98
"163","2019-09-17",9.979
"164","2019-09-18",9.994
"165","2019-09-19",9.994
"166","2019-09-20",9.99
"167","2019-09-23",10
"168","2019-09-24",10
"169","2019-09-25",10.09
"170","2019-09-26",10.12
"171","2019-09-27",10.07
"172","2019-09-30",10.07
"173","2019-10-01",10.07
"174","2019-10-02",10.07
"175","2019-10-03",10.07
"176","2019-10-04",10.04
"177","2019-10-07",10.08
"178","2019-10-08",10.08
"179","2019-10-09",10.08
"180","2019-10-10",10.1
"181","2019-10-11",10.04
"182","2019-10-14",10.04
"183","2019-10-15",10.04
"184","2019-10-16",10.04
"185","2019-10-17",10.01
"186","2019-10-18",10.01
"187","2019-10-21",10.01
"188","2019-10-22",10.01
"189","2019-10-23",10.02
"190","2019-10-24",10.02
"191","2019-10-25",10
"192","2019-10-28",10.02
"193","2019-10-29",10.02
"194","2019-10-30",10.028
"195","2019-10-31",10.03
"196","2019-11-01",10.01
"197","2019-11-04",10.01
"198","2019-11-05",10.019
"199","2019-11-06",10.02
"200","2019-11-07",10.02
"201","2019-11-08",10.03
"202","2019-11-11",10.03
"203","2019-11-12",10.03
"204","2019-11-13",10.03
"205","2019-11-14",10.03
"206","2019-11-15",10.03
"207","2019-11-18",10.04
"208","2019-11-19",10.04
"209","2019-11-20",10.04
"210","2019-11-21",10.05
"211","2019-11-22",10.06
"212","2019-11-25",10.05
"213","2019-11-26",10.08
"214","2019-11-27",10.08
"215","2019-11-29",10.08
"216","2019-12-02",10.07
"217","2019-12-03",10.087
"218","2019-12-04",10.1
"219","2019-12-05",10.09
"220","2019-12-06",10.12
"221","2019-12-09",10.12
"222","2019-12-10",10.12
"223","2019-12-11",10.117
"224","2019-12-12",10.12
"225","2019-12-13",10.12
"226","2019-12-16",10.14
"227","2019-12-17",10.15
"228","2019-12-18",10.147
"229","2019-12-19",10.147
"230","2019-12-20",10.147
"231","2019-12-23",10.15
"232","2019-12-24",10.15
"233","2019-12-26",10.15
"234","2019-12-27",10.15
"235","2019-12-30",10.12
"236","2019-12-31",10.12
"237","2020-01-02",10.19
"238","2020-01-03",10.18
"239","2020-01-06",10.18
"240","2020-01-07",10.19
"241","2020-01-08",10.189
"242","2020-01-09",10.2
"243","2020-01-10",10.195
"244","2020-01-13",10.2
"245","2020-01-14",10.23
"246","2020-01-15",10.25
"247","2020-01-16",10.25
"248","2020-01-17",10.2
"249","2020-01-21",10.23
"250","2020-01-22",10.23
"251","2020-01-23",10.25
"252","2020-01-24",10.21
"253","2020-01-27",10.21
"254","2020-01-28",10.21
"255","2020-01-29",10.26
"256","2020-01-30",10.23
"257","2020-01-31",10.255
"258","2020-02-03",10.23
"259","2020-02-04",10.23
"260","2020-02-05",10.23
"261","2020-02-06",10.23
"262","2020-02-07",10.26
"263","2020-02-10",10.25
"264","2020-02-11",10.22
"265","2020-02-12",10.23
"266","2020-02-13",10.24
"267","2020-02-14",10.25
"268","2020-02-18",10.25
"269","2020-02-19",10.25
"270","2020-02-20",10.25
"271","2020-02-21",10.25
"272","2020-02-24",10.25
"273","2020-02-25",10.25
"274","2020-02-26",10.233
"275","2020-02-27",10.25
"276","2020-02-28",10.22
"277","2020-03-02",10.21
"278","2020-03-03",10.21
"279","2020-03-04",10.21
"280","2020-03-05",10.21
"281","2020-03-06",10.21
"282","2020-03-09",10.21
"283","2020-03-10",10.21
"284","2020-03-11",10.17
"285","2020-03-12",10.08
"286","2020-03-13",10.05
"287","2020-03-16",10.15
"288","2020-03-17",10.05
"289","2020-03-18",9.86
"290","2020-03-19",9.96
"291","2020-03-20",9.8
"292","2020-03-23",9.95
"293","2020-03-24",9.95
"294","2020-03-25",9.95
"295","2020-03-26",10.011
"296","2020-03-27",10.01
"297","2020-03-30",10.05
"298","2020-03-31",10.01
"299","2020-04-01",9.95
"300","2020-04-02",9.95
"301","2020-04-03",10
"302","2020-04-06",10.05
"303","2020-04-07",10.05
"304","2020-04-08",10.1
"305","2020-04-09",10.03
"306","2020-04-13",10.097
"307","2020-04-14",10.09
"308","2020-04-15",10.09
"309","2020-04-16",10.09
"310","2020-04-17",10.09
"311","2020-04-20",10.11
"312","2020-04-21",10.11
"313","2020-04-22",10.13
"314","2020-04-23",10.13
"315","2020-04-24",10.14
"316","2020-04-27",10.13
"317","2020-04-28",10.18
"318","2020-04-29",10.16
"319","2020-04-30",10.17
"320","2020-05-01",10.17
"321","2020-05-04",10.17
"322","2020-05-05",10.17
"323","2020-05-06",10.17
"324","2020-05-07",10.17
"325","2020-05-08",10.17
"326","2020-05-11",10.17
"327","2020-05-12",10.15
"328","2020-05-13",10.15
"329","2020-05-14",10.15
"330","2020-05-15",10.15
"331","2020-05-18",10.15
"332","2020-05-19",10.16
"333","2020-05-20",10.28
"334","2020-05-21",10.28
"335","2020-05-22",10.28
"336","2020-05-26",10.26
"337","2020-05-27",10.25
"338","2020-05-28",10.255
"339","2020-05-29",10.25
"340","2020-06-01",10.26
"341","2020-06-02",10.27
"342","2020-06-03",10.26
"343","2020-06-04",10.31
"344","2020-06-05",10.35
"345","2020-06-08",10.675
"346","2020-06-09",10.6
"347","2020-06-10",10.65
"348","2020-06-11",10.5
"349","2020-06-12",10.3
"350","2020-06-15",10.29
"351","2020-06-16",10.3
"352","2020-06-17",10.58
"353","2020-06-18",10.64
"354","2020-06-19",10.9
"355","2020-06-22",10.85
"356","2020-06-23",10.95
"357","2020-06-24",10.92
"358","2020-06-25",10.83
"359","2020-06-26",10.8
"360","2020-06-29",10.86
"361","2020-06-30",11.16
"362","2020-07-01",11
"363","2020-07-02",11.04
"364","2020-07-06",11.05
"365","2020-07-07",11
"366","2020-07-08",11
"367","2020-07-09",11.2
"368","2020-07-10",11.48
"369","2020-07-13",11.18
"370","2020-07-14",10.96
"371","2020-07-15",11
"372","2020-07-16",11.17
"373","2020-07-17",11.22
"374","2020-07-20",11.05
"375","2020-07-21",10.96
"376","2020-07-22",10.83
"377","2020-07-23",10.98
"378","2020-07-24",10.78
"379","2020-07-27",10.91
"380","2020-07-28",10.84
"381","2020-07-29",10.9
"382","2020-07-30",10.7
"383","2020-07-31",10.49
"384","2020-08-03",10.42
"385","2020-08-04",10.42
"386","2020-08-05",10.35
"387","2020-08-06",10.32
"388","2020-08-07",10.38
"389","2020-08-10",10.35
"390","2020-08-11",10.33
"391","2020-08-12",10.32
"392","2020-08-13",10.38
"393","2020-08-14",10.35
"394","2020-08-17",10.27
"395","2020-08-18",10.23
"396","2020-08-19",10.22
"397","2020-08-20",10.21
"398","2020-08-21",10.21
"399","2020-08-24",10.23
"400","2020-08-25",10.42
"401","2020-08-26",10.38
"402","2020-08-27",10.25
"403","2020-08-28",10.26
"404","2020-08-31",10.23
"405","2020-09-01",10.245
"406","2020-09-02",10.3
"407","2020-09-03",10.25
"408","2020-09-04",10.39
"409","2020-09-08",10.38
"410","2020-09-09",10.25
"411","2020-09-10",10.35
"412","2020-09-11",10.27
"413","2020-09-14",10.39
"414","2020-09-15",10.364
"415","2020-09-16",10.35
"416","2020-09-17",10.38
"417","2020-09-18",10.35
"418","2020-09-21",10.34
"419","2020-09-22",10.29
"420","2020-09-23",10.29
"421","2020-09-24",10.24
"422","2020-09-25",10.22
"423","2020-09-28",10.22
"424","2020-09-29",10.23
"425","2020-09-30",10.31
"426","2020-10-01",10.32
"427","2020-10-02",10.27
"428","2020-10-05",10.23
"429","2020-10-06",10.23
"430","2020-10-07",10.25
"431","2020-10-08",10.24
"432","2020-10-09",10.21
"433","2020-10-12",10.23
"434","2020-10-13",10.2
"435","2020-10-14",10.6
"436","2020-10-15",11
"437","2020-10-16",11.37
"438","2020-10-19",NA
"439","2020-10-20",NA
"440","2020-10-21",NA
"441","2020-10-22",NA
"442","2020-10-23",NA
"443","2020-10-26",NA
"444","2020-10-27",NA
"445","2020-10-28",NA
"446","2020-10-29",NA
"447","2020-10-30",NA
"448","2020-11-02",NA
"449","2020-11-03",NA
"450","2020-11-04",NA
"451","2020-11-05",NA
"452","2020-11-06",NA
"453","2020-11-09",NA
"454","2020-11-10",NA
"455","2020-11-11",NA
"456","2020-11-12",NA
"457","2020-11-13",NA
"458","2020-11-16",NA
"459","2020-11-17",NA
"460","2020-11-18",NA
"461","2020-11-19",NA
"462","2020-11-20",NA
"463","2020-11-23",NA
"464","2020-11-24",NA
"465","2020-11-25",NA
