"","date","DZSI"
"420","2008-09-02",8.25
"421","2008-09-03",7.75
"422","2008-09-04",7.5
"423","2008-09-05",7.5
"424","2008-09-08",7
"425","2008-09-09",6.25
"426","2008-09-10",6.5
"427","2008-09-11",6.5
"428","2008-09-12",7
"429","2008-09-15",7
"430","2008-09-16",6.25
"431","2008-09-17",6.25
"432","2008-09-18",7.25
"433","2008-09-19",7
"434","2008-09-22",6
"435","2008-09-23",5.75
"436","2008-09-24",5.75
"437","2008-09-25",5.5
"438","2008-09-26",5.25
"439","2008-09-29",5.25
"440","2008-09-30",4.75
"441","2008-10-01",4.5
"442","2008-10-02",3.75
"443","2008-10-03",3.75
"444","2008-10-06",2.75
"445","2008-10-07",3
"446","2008-10-08",3.5
"447","2008-10-09",3.25
"448","2008-10-10",3
"449","2008-10-13",3
"450","2008-10-14",3
"451","2008-10-15",3
"452","2008-10-16",2.75
"453","2008-10-17",3
"454","2008-10-20",3.25
"455","2008-10-21",3.75
"456","2008-10-22",3.75
"457","2008-10-23",3.75
"458","2008-10-24",3.5
"459","2008-10-27",3.5
"460","2008-10-28",3.5
"461","2008-10-29",3.25
"462","2008-10-30",3
"463","2008-10-31",3
"464","2008-11-03",3.25
"465","2008-11-04",3.25
"466","2008-11-05",3.25
"467","2008-11-06",3.25
"468","2008-11-07",3
"469","2008-11-10",2.75
"470","2008-11-11",3
"471","2008-11-12",2.5
"472","2008-11-13",2.5
"473","2008-11-14",2.25
"474","2008-11-17",2.5
"475","2008-11-18",2.5
"476","2008-11-19",2
"477","2008-11-20",1.5
"478","2008-11-21",1.25
"479","2008-11-24",1.75
"480","2008-11-25",2
"481","2008-11-26",2.25
"482","2008-11-28",2.75
"483","2008-12-01",2.25
"484","2008-12-02",2
"485","2008-12-03",2
"486","2008-12-04",2
"487","2008-12-05",2.25
"488","2008-12-08",2.25
"489","2008-12-09",2.25
"490","2008-12-10",2
"491","2008-12-11",2.25
"492","2008-12-12",2.75
"493","2008-12-15",2.75
"494","2008-12-16",2.5
"495","2008-12-17",2.5
"496","2008-12-18",3
"497","2008-12-19",2.5
"498","2008-12-22",2.75
"499","2008-12-23",2.25
"500","2008-12-24",2.25
"501","2008-12-26",2.25
"502","2008-12-29",2.25
"503","2008-12-30",2
"504","2008-12-31",2
"505","2009-01-02",2.5
"506","2009-01-05",2.75
"507","2009-01-06",3.5
"508","2009-01-07",4
"509","2009-01-08",3.5
"510","2009-01-09",4
"511","2009-01-12",4
"512","2009-01-13",4.5
"513","2009-01-14",4.25
"514","2009-01-15",3.5
"515","2009-01-16",3.75
"516","2009-01-20",3.5
"517","2009-01-21",3.25
"518","2009-01-22",3.25
"519","2009-01-23",3.5
"520","2009-01-26",3.5
"521","2009-01-27",3.25
"522","2009-01-28",3.5
"523","2009-01-29",3.25
"524","2009-01-30",3.5
"525","2009-02-02",3.25
"526","2009-02-03",3
"527","2009-02-04",3.5
"528","2009-02-05",3.25
"529","2009-02-06",3.25
"530","2009-02-09",3.25
"531","2009-02-10",3.25
"532","2009-02-11",3.25
"533","2009-02-12",3.5
"534","2009-02-13",3.75
"535","2009-02-17",3.75
"536","2009-02-18",3.75
"537","2009-02-19",3.5
"538","2009-02-20",3.5
"539","2009-02-23",3.25
"540","2009-02-24",3.5
"541","2009-02-25",3.5
"542","2009-02-26",4
"543","2009-02-27",3.75
"544","2009-03-02",3
"545","2009-03-03",3
"546","2009-03-04",3.5
"547","2009-03-05",3
"548","2009-03-06",3.25
"549","2009-03-09",3.25
"550","2009-03-10",3.25
"551","2009-03-11",3.75
"552","2009-03-12",3.75
"553","2009-03-13",3.5
"554","2009-03-16",3.75
"555","2009-03-17",4.25
"556","2009-03-18",5
"557","2009-03-19",4.5
"558","2009-03-20",4.75
"559","2009-03-23",4.5
"560","2009-03-24",5
"561","2009-03-25",4.75
"562","2009-03-26",5
"563","2009-03-27",5
"564","2009-03-30",4.75
"565","2009-03-31",4.75
"566","2009-04-01",4.5
"567","2009-04-02",5.25
"568","2009-04-03",5
"569","2009-04-06",5.25
"570","2009-04-07",5.25
"571","2009-04-08",4.75
"572","2009-04-09",5.25
"573","2009-04-13",4.75
"574","2009-04-14",5.25
"575","2009-04-15",5
"576","2009-04-16",5.75
"577","2009-04-17",6.5
"578","2009-04-20",7.25
"579","2009-04-21",7
"580","2009-04-22",7.25
"581","2009-04-23",7.25
"582","2009-04-24",5.25
"583","2009-04-27",5.75
"584","2009-04-28",5.5
"585","2009-04-29",5.75
"586","2009-04-30",5.75
"587","2009-05-01",6.25
"588","2009-05-04",7.25
"589","2009-05-05",6.75
"590","2009-05-06",6.75
"591","2009-05-07",8
"592","2009-05-08",7.75
"593","2009-05-11",7.25
"594","2009-05-12",7.5
"595","2009-05-13",7
"596","2009-05-14",7
"597","2009-05-15",6.75
"598","2009-05-18",7
"599","2009-05-19",6.75
"600","2009-05-20",7
"601","2009-05-21",6.5
"602","2009-05-22",7
"603","2009-05-26",6.5
"604","2009-05-27",6.5
"605","2009-05-28",6.75
"606","2009-05-29",6.5
"607","2009-06-01",7
"608","2009-06-02",7.5
"609","2009-06-03",7.75
"610","2009-06-04",7.5
"611","2009-06-05",7.5
"612","2009-06-08",7.25
"613","2009-06-09",7.5
"614","2009-06-10",7
"615","2009-06-11",7.25
"616","2009-06-12",7
"617","2009-06-15",7
"618","2009-06-16",7.25
"619","2009-06-17",7.5
"620","2009-06-18",7.75
"621","2009-06-19",9.5
"622","2009-06-22",8.5
"623","2009-06-23",9
"624","2009-06-24",8
"625","2009-06-25",8.25
"626","2009-06-26",7.75
"627","2009-06-29",7.25
"628","2009-06-30",8
"629","2009-07-01",8
"630","2009-07-02",7.75
"631","2009-07-06",7.25
"632","2009-07-07",7.25
"633","2009-07-08",7
"634","2009-07-09",7
"635","2009-07-10",7.25
"636","2009-07-13",6.75
"637","2009-07-14",7
"638","2009-07-15",7
"639","2009-07-16",7
"640","2009-07-17",7
"641","2009-07-20",7.25
"642","2009-07-21",6.75
"643","2009-07-22",7.75
"644","2009-07-23",8.75
"645","2009-07-24",9.25
"646","2009-07-27",9
"647","2009-07-28",8.75
"648","2009-07-29",8.75
"649","2009-07-30",9
"650","2009-07-31",8.5
"651","2009-08-03",9.5
"652","2009-08-04",10.75
"653","2009-08-05",10.25
"654","2009-08-06",10
"655","2009-08-07",10.75
"656","2009-08-10",11.25
"657","2009-08-11",10.5
"658","2009-08-12",10.25
"659","2009-08-13",10.5
"660","2009-08-14",10.25
"661","2009-08-17",9.5
"662","2009-08-18",9.25
"663","2009-08-19",9.25
"664","2009-08-20",9.25
"665","2009-08-21",9.75
"666","2009-08-24",10.25
"667","2009-08-25",11.5
"668","2009-08-26",16.5
"669","2009-08-27",17.25
"670","2009-08-28",15
"671","2009-08-31",14
"672","2009-09-01",13.5
"673","2009-09-02",15.25
"674","2009-09-03",14.5
"675","2009-09-04",14.5
"676","2009-09-08",13.75
"677","2009-09-09",12.75
"678","2009-09-10",13.75
"679","2009-09-11",13
"680","2009-09-14",14.25
"681","2009-09-15",13.5
"682","2009-09-16",14
"683","2009-09-17",15
"684","2009-09-18",14
"685","2009-09-21",14.25
"686","2009-09-22",14
"687","2009-09-23",14
"688","2009-09-24",12.75
"689","2009-09-25",12.25
"690","2009-09-28",13
"691","2009-09-29",12.25
"692","2009-09-30",12.5
"693","2009-10-01",12.25
"694","2009-10-02",12.5
"695","2009-10-05",13.5
"696","2009-10-06",15
"697","2009-10-07",14
"698","2009-10-08",14
"699","2009-10-09",15
"700","2009-10-12",16
"701","2009-10-13",15.75
"702","2009-10-14",15
"703","2009-10-15",14.5
"704","2009-10-16",15.25
"705","2009-10-19",15.75
"706","2009-10-20",16.5
"707","2009-10-21",15.25
"708","2009-10-22",14.75
"709","2009-10-23",14
"710","2009-10-26",13.5
"711","2009-10-27",13.25
"712","2009-10-28",12.5
"713","2009-10-29",12.75
"714","2009-10-30",12
"715","2009-11-02",11.75
"716","2009-11-03",11.75
"717","2009-11-04",12.25
"718","2009-11-05",12
"719","2009-11-06",12.25
"720","2009-11-09",12.5
"721","2009-11-10",12
"722","2009-11-11",13
"723","2009-11-12",13.25
"724","2009-11-13",13
"725","2009-11-16",13.25
"726","2009-11-17",12.75
"727","2009-11-18",12.5
"728","2009-11-19",12
"729","2009-11-20",12
"730","2009-11-23",12
"731","2009-11-24",11.75
"732","2009-11-25",12
"733","2009-11-27",12
"734","2009-11-30",12.5
"735","2009-12-01",12
"736","2009-12-02",11.75
"737","2009-12-03",12
"738","2009-12-04",11.5
"739","2009-12-07",11.75
"740","2009-12-08",11.5
"741","2009-12-09",11.75
"742","2009-12-10",11
"743","2009-12-11",10.25
"744","2009-12-14",10
"745","2009-12-15",10.5
"746","2009-12-16",9.75
"747","2009-12-17",10.75
"748","2009-12-18",9.5
"749","2009-12-21",9.5
"750","2009-12-22",9.5
"751","2009-12-23",8.75
"752","2009-12-24",8.75
"753","2009-12-28",10.25
"754","2009-12-29",9.75
"755","2009-12-30",10.25
"756","2009-12-31",10.25
"757","2010-01-04",10.75
"758","2010-01-05",13
"759","2010-01-06",14.5
"760","2010-01-07",13.5
"761","2010-01-08",13.25
"762","2010-01-11",14
"763","2010-01-12",13.5
"764","2010-01-13",13.5
"765","2010-01-14",15
"766","2010-01-15",15.75
"767","2010-01-19",16
"768","2010-01-20",15
"769","2010-01-21",15
"770","2010-01-22",15.25
"771","2010-01-25",14.75
"772","2010-01-26",14.75
"773","2010-01-27",14.75
"774","2010-01-28",13
"775","2010-01-29",13.25
"776","2010-02-01",12.5
"777","2010-02-02",12.25
"778","2010-02-03",13
"779","2010-02-04",13.25
"780","2010-02-05",12.5
"781","2010-02-08",11.75
"782","2010-02-09",11.75
"783","2010-02-10",11.75
"784","2010-02-11",11.75
"785","2010-02-12",11.75
"786","2010-02-16",12.75
"787","2010-02-17",13
"788","2010-02-18",13
"789","2010-02-19",13
"790","2010-02-22",14
"791","2010-02-23",14.25
"792","2010-02-24",13.5
"793","2010-02-25",12.75
"794","2010-02-26",13
"795","2010-03-01",12.75
"796","2010-03-02",13
"797","2010-03-03",13
"798","2010-03-04",12.5
"799","2010-03-05",12
"800","2010-03-08",11
"801","2010-03-09",11.5
"802","2010-03-10",11.5
"803","2010-03-11",11.5
"804","2010-03-12",12.6
"805","2010-03-15",12.25
"806","2010-03-16",12
"807","2010-03-17",12.1
"808","2010-03-18",11.85
"809","2010-03-19",12.2
"810","2010-03-22",11.6
"811","2010-03-23",11.85
"812","2010-03-24",11.75
"813","2010-03-25",11.7
"814","2010-03-26",11.5
"815","2010-03-29",11.4
"816","2010-03-30",12.05
"817","2010-03-31",13.75
"818","2010-04-01",13.65
"819","2010-04-05",13.75
"820","2010-04-06",13.75
"821","2010-04-07",13.55
"822","2010-04-08",13.9
"823","2010-04-09",13.8
"824","2010-04-12",14.4
"825","2010-04-13",14.45
"826","2010-04-14",14.4
"827","2010-04-15",14.5
"828","2010-04-16",14.25
"829","2010-04-19",13.8
"830","2010-04-20",13.75
"831","2010-04-21",13.85
"832","2010-04-22",13.85
"833","2010-04-23",13.8
"834","2010-04-26",14
"835","2010-04-27",13.95
"836","2010-04-28",13
"837","2010-04-29",11.75
"838","2010-04-30",10.6
"839","2010-05-03",10.85
"840","2010-05-04",10.65
"841","2010-05-05",10.4
"842","2010-05-06",9.75
"843","2010-05-07",8.5
"844","2010-05-10",8.85
"845","2010-05-11",8.6
"846","2010-05-12",9.45
"847","2010-05-13",9.35
"848","2010-05-14",8.75
"849","2010-05-17",8.75
"850","2010-05-18",8.65
"851","2010-05-19",8.45
"852","2010-05-20",8.1
"853","2010-05-21",8
"854","2010-05-24",7.75
"855","2010-05-25",7.65
"856","2010-05-26",7.75
"857","2010-05-27",7.9
"858","2010-05-28",8.15
"859","2010-06-01",8.2
"860","2010-06-02",8.7
"861","2010-06-03",8
"862","2010-06-04",8
"863","2010-06-07",7.7
"864","2010-06-08",7.8
"865","2010-06-09",7.35
"866","2010-06-10",7.5
"867","2010-06-11",7.6
"868","2010-06-14",7.45
"869","2010-06-15",7.35
"870","2010-06-16",7.85
"871","2010-06-17",7.9
"872","2010-06-18",7.7
"873","2010-06-21",7.8
"874","2010-06-22",7.7
"875","2010-06-23",7.55
"876","2010-06-24",7.85
"877","2010-06-25",8.15
"878","2010-06-28",7.75
"879","2010-06-29",7.4
"880","2010-06-30",7.45
"881","2010-07-01",7.2
"882","2010-07-02",7.45
"883","2010-07-06",6.75
"884","2010-07-07",6.9
"885","2010-07-08",6.85
"886","2010-07-09",7
"887","2010-07-12",7.2
"888","2010-07-13",7.25
"889","2010-07-14",7.3
"890","2010-07-15",7
"891","2010-07-16",7.1
"892","2010-07-19",7.15
"893","2010-07-20",7.2
"894","2010-07-21",7
"895","2010-07-22",7.85
"896","2010-07-23",7.9
"897","2010-07-26",7.6
"898","2010-07-27",7.55
"899","2010-07-28",7.3
"900","2010-07-29",7.25
"901","2010-07-30",7.1
"902","2010-08-02",6.9
"903","2010-08-03",7
"904","2010-08-04",6.9
"905","2010-08-05",7
"906","2010-08-06",6.95
"907","2010-08-09",6.95
"908","2010-08-10",6.8
"909","2010-08-11",6.8
"910","2010-08-12",6.8
"911","2010-08-13",7.15
"912","2010-08-16",6.85
"913","2010-08-17",6.9
"914","2010-08-18",6.85
"915","2010-08-19",6.85
"916","2010-08-20",6.7
"917","2010-08-23",6.65
"918","2010-08-24",6.45
"919","2010-08-25",6
"920","2010-08-26",5.95
"921","2010-08-27",6.2
"922","2010-08-30",5.95
"923","2010-08-31",5.85
"924","2010-09-01",6.15
"925","2010-09-02",6.5
"926","2010-09-03",6.5
"927","2010-09-07",7.25
"928","2010-09-08",7.85
"929","2010-09-09",7.9
"930","2010-09-10",7.8
"931","2010-09-13",8.2
"932","2010-09-14",8.25
"933","2010-09-15",8.2
"934","2010-09-16",9
"935","2010-09-17",8.65
"936","2010-09-20",8.95
"937","2010-09-21",9.5
"938","2010-09-22",9.65
"939","2010-09-23",9.6
"940","2010-09-24",9.1
"941","2010-09-27",9.4
"942","2010-09-28",9.75
"943","2010-09-29",10.35
"944","2010-09-30",10.3
"945","2010-10-01",10.4
"946","2010-10-04",10.05
"947","2010-10-05",9.9
"948","2010-10-06",9.9
"949","2010-10-07",10.05
"950","2010-10-08",10
"951","2010-10-11",10.2
"952","2010-10-12",10.2
"953","2010-10-13",10.15
"954","2010-10-14",9.95
"955","2010-10-15",9.85
"956","2010-10-18",9.65
"957","2010-10-19",9.45
"958","2010-10-20",9.45
"959","2010-10-21",9.6
"960","2010-10-22",10.05
"961","2010-10-25",12.3
"962","2010-10-26",13.25
"963","2010-10-27",12.7
"964","2010-10-28",12.8
"965","2010-10-29",12.4
"966","2010-11-01",13
"967","2010-11-02",13
"968","2010-11-03",12.35
"969","2010-11-04",12.8
"970","2010-11-05",14
"971","2010-11-08",15.5
"972","2010-11-09",13.9
"973","2010-11-10",14.35
"974","2010-11-11",14.2
"975","2010-11-12",13.65
"976","2010-11-15",13.55
"977","2010-11-16",12.9
"978","2010-11-17",12.9
"979","2010-11-18",13.15
"980","2010-11-19",13.35
"981","2010-11-22",13
"982","2010-11-23",13.25
"983","2010-11-24",13.3
"984","2010-11-26",13.4
"985","2010-11-29",13.05
"986","2010-11-30",13.2
"987","2010-12-01",13
"988","2010-12-02",13.1
"989","2010-12-03",13.1
"990","2010-12-06",13.75
"991","2010-12-07",13.4
"992","2010-12-08",13.35
"993","2010-12-09",13.05
"994","2010-12-10",13.55
"995","2010-12-13",13.7
"996","2010-12-14",13.45
"997","2010-12-15",13.4
"998","2010-12-16",13.5
"999","2010-12-17",13.75
"1000","2010-12-20",13.4
"1001","2010-12-21",13.45
"1002","2010-12-22",13.95
"1003","2010-12-23",13.55
"1004","2010-12-27",13.3
"1005","2010-12-28",13.3
"1006","2010-12-29",13.65
"1007","2010-12-30",13.4
"1008","2010-12-31",13.35
"1009","2011-01-03",13.35
"1010","2011-01-04",13.4
"1011","2011-01-05",14.2
"1012","2011-01-06",15.15
"1013","2011-01-07",12.85
"1014","2011-01-10",12.85
"1015","2011-01-11",12.95
"1016","2011-01-12",13.2
"1017","2011-01-13",13.2
"1018","2011-01-14",13.5
"1019","2011-01-18",13.55
"1020","2011-01-19",12.9
"1021","2011-01-20",12.75
"1022","2011-01-21",12.65
"1023","2011-01-24",12.3
"1024","2011-01-25",12.25
"1025","2011-01-26",12.45
"1026","2011-01-27",12.4
"1027","2011-01-28",12.4
"1028","2011-01-31",12.45
"1029","2011-02-01",12.5
"1030","2011-02-02",12.45
