"","date","OR"
"104","2016-11-30",9.8
"105","2016-12-01",9.85
"106","2016-12-02",10
"107","2016-12-05",10.03
"108","2016-12-06",10.09
"109","2016-12-07",10.14
"110","2016-12-08",10.2
"111","2016-12-09",10
"112","2016-12-12",9.95
"113","2016-12-13",9.81
"114","2016-12-14",9.38
"115","2016-12-15",9.11
"116","2016-12-16",8.93
"117","2016-12-19",9.09
"118","2016-12-20",9.11
"119","2016-12-21",9
"120","2016-12-22",8.97
"121","2016-12-23",9.04
"122","2016-12-27",9.21
"123","2016-12-28",9.42
"124","2016-12-29",9.91
"125","2016-12-30",9.72
"126","2017-01-03",9.95
"127","2017-01-04",10.04
"128","2017-01-05",10.68
"129","2017-01-06",10.45
"130","2017-01-09",10.66
"131","2017-01-10",10.7
"132","2017-01-11",10.85
"133","2017-01-12",10.71
"134","2017-01-13",10.65
"135","2017-01-17",10.76
"136","2017-01-18",10.52
"137","2017-01-19",10.49
"138","2017-01-20",10.49
"139","2017-01-23",10.64
"140","2017-01-24",10.61
"141","2017-01-25",10.71
"142","2017-01-26",10.63
"143","2017-01-27",10.78
"144","2017-01-30",10.81
"145","2017-01-31",11
"146","2017-02-01",11.19
"147","2017-02-02",11.24
"148","2017-02-03",11.36
"149","2017-02-06",11.72
"150","2017-02-07",11.83
"151","2017-02-08",11.93
"152","2017-02-09",11.61
"153","2017-02-10",11.71
"154","2017-02-13",11.58
"155","2017-02-14",11.57
"156","2017-02-15",11.63
"157","2017-02-16",11.89
"158","2017-02-17",11.73
"159","2017-02-21",11.51
"160","2017-02-22",11.43
"161","2017-02-23",11.44
"162","2017-02-24",11.27
"163","2017-02-27",10.8
"164","2017-02-28",10.98
"165","2017-03-01",11.2
"166","2017-03-02",10.83
"167","2017-03-03",10.96
"168","2017-03-06",10.59
"169","2017-03-07",10.52
"170","2017-03-08",10.43
"171","2017-03-09",10.36
"172","2017-03-10",10.64
"173","2017-03-13",10.92
"174","2017-03-14",10.71
"175","2017-03-15",11.15
"176","2017-03-16",11.28
"177","2017-03-17",10.94
"178","2017-03-20",11.3
"179","2017-03-21",11.32
"180","2017-03-22",11.37
"181","2017-03-23",11.27
"182","2017-03-24",11.19
"183","2017-03-27",11.51
"184","2017-03-28",11.24
"185","2017-03-29",11.22
"186","2017-03-30",11.13
"187","2017-03-31",11.1
"188","2017-04-03",11.09
"189","2017-04-04",11.17
"190","2017-04-05",11.27
"191","2017-04-06",11.29
"192","2017-04-07",11.18
"193","2017-04-10",11.21
"194","2017-04-11",11.34
"195","2017-04-12",11.5
"196","2017-04-13",11.27
"197","2017-04-17",11.27
"198","2017-04-18",11.51
"199","2017-04-19",11.23
"200","2017-04-20",11.19
"201","2017-04-21",11.12
"202","2017-04-24",10.97
"203","2017-04-25",10.5
"204","2017-04-26",10.49
"205","2017-04-27",10.56
"206","2017-04-28",10.67
"207","2017-05-01",10.57
"208","2017-05-02",10.47
"209","2017-05-03",10.45
"210","2017-05-04",10.12
"211","2017-05-05",10.26
"212","2017-05-08",10.27
"213","2017-05-09",10.22
"214","2017-05-10",10.24
"215","2017-05-11",10.65
"216","2017-05-12",10.83
"217","2017-05-15",10.89
"218","2017-05-16",11.09
"219","2017-05-17",11.14
"220","2017-05-18",11.01
"221","2017-05-19",11.12
"222","2017-05-22",11.83
"223","2017-05-23",11.09
"224","2017-05-24",10.82
"225","2017-05-25",10.68
"226","2017-05-26",10.61
"227","2017-05-30",10.51
"228","2017-05-31",10.56
"229","2017-06-01",10.65
"230","2017-06-02",10.67
"231","2017-06-05",12.17
"232","2017-06-06",12.43
"233","2017-06-07",12.81
"234","2017-06-08",12.63
"235","2017-06-09",12.6
"236","2017-06-12",12.68
"237","2017-06-13",12.69
"238","2017-06-14",12.16
"239","2017-06-15",12.19
"240","2017-06-16",12
"241","2017-06-19",12.2
"242","2017-06-20",12.26
"243","2017-06-21",12.33
"244","2017-06-22",12.46
"245","2017-06-23",12.45
"246","2017-06-26",12.25
"247","2017-06-27",12.34
"248","2017-06-28",12.51
"249","2017-06-29",12.28
"250","2017-06-30",12.22
"251","2017-07-03",12.03
"252","2017-07-05",12.14
"253","2017-07-06",12.03
"254","2017-07-07",11.94
"255","2017-07-10",12.37
"256","2017-07-11",12.31
"257","2017-07-12",12.31
"258","2017-07-13",12.14
"259","2017-07-14",12.27
"260","2017-07-17",12.38
"261","2017-07-18",12.52
"262","2017-07-19",12.6
"263","2017-07-20",12.69
"264","2017-07-21",12.7
"265","2017-07-24",12.67
"266","2017-07-25",12.53
"267","2017-07-26",12.72
"268","2017-07-27",12.44
"269","2017-07-28",12.7
"270","2017-07-31",12.85
"271","2017-08-01",12.7
"272","2017-08-02",12.61
"273","2017-08-03",12.68
"274","2017-08-04",12.45
"275","2017-08-07",12.23
"276","2017-08-08",12.41
"277","2017-08-09",12.54
"278","2017-08-10",12.61
"279","2017-08-11",12.69
"280","2017-08-14",12.69
"281","2017-08-15",12.54
"282","2017-08-16",12.76
"283","2017-08-17",12.7
"284","2017-08-18",12.74
"285","2017-08-21",12.74
"286","2017-08-22",12.72
"287","2017-08-23",12.7
"288","2017-08-24",12.95
"289","2017-08-25",13.58
"290","2017-08-28",13.72
"291","2017-08-29",13.8
"292","2017-08-30",13.67
"293","2017-08-31",13.99
"294","2017-09-01",13.82
"295","2017-09-05",14.1
"296","2017-09-06",14.11
"297","2017-09-07",14.37
"298","2017-09-08",14.26
"299","2017-09-11",13.91
"300","2017-09-12",13.9
"301","2017-09-13",13.67
"302","2017-09-14",13.65
"303","2017-09-15",13.42
"304","2017-09-18",13.14
"305","2017-09-19",13.27
"306","2017-09-20",13.24
"307","2017-09-21",13.07
"308","2017-09-22",13.13
"309","2017-09-25",13.25
"310","2017-09-26",13.07
"311","2017-09-27",12.9
"312","2017-09-28",12.91
"313","2017-09-29",12.91
"314","2017-10-02",12.83
"315","2017-10-03",13
"316","2017-10-04",13.12
"317","2017-10-05",12.86
"318","2017-10-06",13.04
"319","2017-10-09",13.29
"320","2017-10-10",13.09
"321","2017-10-11",13.23
"322","2017-10-12",13.25
"323","2017-10-13",13.26
"324","2017-10-16",13.06
"325","2017-10-17",12.86
"326","2017-10-18",12.87
"327","2017-10-19",12.94
"328","2017-10-20",12.69
"329","2017-10-23",12.68
"330","2017-10-24",12.71
"331","2017-10-25",12.6
"332","2017-10-26",12.35
"333","2017-10-27",12.58
"334","2017-10-30",12.66
"335","2017-10-31",12.6
"336","2017-11-01",12.72
"337","2017-11-02",12.63
"338","2017-11-03",12.46
"339","2017-11-06",12.54
"340","2017-11-07",12.51
"341","2017-11-08",12.29
"342","2017-11-09",12.17
"343","2017-11-10",12.13
"344","2017-11-13",12.11
"345","2017-11-14",12.1
"346","2017-11-15",12.06
"347","2017-11-16",12.17
"348","2017-11-17",12.21
"349","2017-11-20",12.01
"350","2017-11-21",12.06
"351","2017-11-22",12.17
"352","2017-11-24",12.03
"353","2017-11-27",12.06
"354","2017-11-28",11.95
"355","2017-11-29",11.79
"356","2017-11-30",11.83
"357","2017-12-01",11.78
"358","2017-12-04",11.65
"359","2017-12-05",11.55
"360","2017-12-06",11.38
"361","2017-12-07",11.17
"362","2017-12-08",11.17
"363","2017-12-11",11.01
"364","2017-12-12",10.93
"365","2017-12-13",11.12
"366","2017-12-14",11.01
"367","2017-12-15",10.84
"368","2017-12-18",10.85
"369","2017-12-19",10.78
"370","2017-12-20",11.07
"371","2017-12-21",11.13
"372","2017-12-22",11.48
"373","2017-12-26",11.77
"374","2017-12-27",11.47
"375","2017-12-28",11.55
"376","2017-12-29",11.56
"377","2018-01-02",11.54
"378","2018-01-03",11.39
"379","2018-01-04",11.55
"380","2018-01-05",11.45
"381","2018-01-08",11.26
"382","2018-01-09",11.21
"383","2018-01-10",11.31
"384","2018-01-11",11.43
"385","2018-01-12",11.91
"386","2018-01-16",11.99
"387","2018-01-17",11.83
"388","2018-01-18",11.72
"389","2018-01-19",11.69
"390","2018-01-22",11.55
"391","2018-01-23",11.59
"392","2018-01-24",11.94
"393","2018-01-25",11.56
"394","2018-01-26",11.47
"395","2018-01-29",11.13
"396","2018-01-30",11.15
"397","2018-01-31",11.24
"398","2018-02-01",11.34
"399","2018-02-02",11.01
"400","2018-02-05",11.05
"401","2018-02-06",10.53
"402","2018-02-07",10.57
"403","2018-02-08",10.57
"404","2018-02-09",10.31
"405","2018-02-12",10.61
"406","2018-02-13",10.61
"407","2018-02-14",10.83
"408","2018-02-15",10.85
"409","2018-02-16",10.63
"410","2018-02-20",9.69
"411","2018-02-21",9.74
"412","2018-02-22",9.72
"413","2018-02-23",9.87
"414","2018-02-26",10.05
"415","2018-02-27",9.78
"416","2018-02-28",9.7
"417","2018-03-01",9.91
"418","2018-03-02",9.9
"419","2018-03-05",9.93
"420","2018-03-06",10.07
"421","2018-03-07",9.73
"422","2018-03-08",9.69
"423","2018-03-09",9.87
"424","2018-03-12",9.96
"425","2018-03-13",9.94
"426","2018-03-14",9.76
"427","2018-03-15",9.6
"428","2018-03-16",9.48
"429","2018-03-19",9.52
"430","2018-03-20",9.47
"431","2018-03-21",9.68
"432","2018-03-22",9.55
"433","2018-03-23",9.63
"434","2018-03-26",9.75
"435","2018-03-27",9.65
"436","2018-03-28",9.52
"437","2018-03-29",9.67
"438","2018-04-02",9.84
"439","2018-04-03",9.82
"440","2018-04-04",9.43
"441","2018-04-05",9.57
"442","2018-04-06",9.66
"443","2018-04-09",9.69
"444","2018-04-10",9.67
"445","2018-04-11",9.79
"446","2018-04-12",9.74
"447","2018-04-13",10.04
"448","2018-04-16",10.11
"449","2018-04-17",10.09
"450","2018-04-18",10.03
"451","2018-04-19",9.87
"452","2018-04-20",9.89
"453","2018-04-23",9.62
"454","2018-04-24",9.73
"455","2018-04-25",9.65
"456","2018-04-26",9.7
"457","2018-04-27",9.91
"458","2018-04-30",9.76
"459","2018-05-01",9.77
"460","2018-05-02",9.81
"461","2018-05-03",9.8
"462","2018-05-04",10.08
"463","2018-05-07",10.31
"464","2018-05-08",10.4
"465","2018-05-09",10.52
"466","2018-05-10",10.73
"467","2018-05-11",10.58
"468","2018-05-14",10.48
"469","2018-05-15",10.27
"470","2018-05-16",10.15
"471","2018-05-17",10.07
"472","2018-05-18",10.18
"473","2018-05-21",10.24
"474","2018-05-22",10.11
"475","2018-05-23",10.22
"476","2018-05-24",10.31
"477","2018-05-25",10.33
"478","2018-05-29",10.23
"479","2018-05-30",10.21
"480","2018-05-31",10.21
"481","2018-06-01",10.21
"482","2018-06-04",10.14
"483","2018-06-05",10.12
"484","2018-06-06",10.13
"485","2018-06-07",10.01
"486","2018-06-08",9.91
"487","2018-06-11",9.72
"488","2018-06-12",9.58
"489","2018-06-13",9.61
"490","2018-06-14",9.48
"491","2018-06-15",9.54
"492","2018-06-18",9.56
"493","2018-06-19",9.38
"494","2018-06-20",9.24
"495","2018-06-21",9.18
"496","2018-06-22",9.36
"497","2018-06-25",9.27
"498","2018-06-26",9.29
"499","2018-06-27",9.29
"500","2018-06-28",9.27
"501","2018-06-29",9.47
"502","2018-07-02",9.48
"503","2018-07-03",9.6
"504","2018-07-05",9.58
"505","2018-07-06",9.62
"506","2018-07-09",9.59
"507","2018-07-10",9.52
"508","2018-07-11",9.37
"509","2018-07-12",9.39
"510","2018-07-13",9.4
"511","2018-07-16",9.42
"512","2018-07-17",9.43
"513","2018-07-18",9.46
"514","2018-07-19",9.48
"515","2018-07-20",9.59
"516","2018-07-23",9.52
"517","2018-07-24",9.5
"518","2018-07-25",9.69
"519","2018-07-26",9.66
"520","2018-07-27",9.56
"521","2018-07-30",9.5
"522","2018-07-31",9.51
"523","2018-08-01",9.41
"524","2018-08-02",9.15
"525","2018-08-03",9.16
"526","2018-08-06",9.16
"527","2018-08-07",8.98
"528","2018-08-08",8.9
"529","2018-08-09",8.92
"530","2018-08-10",8.87
"531","2018-08-13",8.7
"532","2018-08-14",8.54
"533","2018-08-15",8.15
"534","2018-08-16",7.91
"535","2018-08-17",8.05
"536","2018-08-20",8.2
"537","2018-08-21",8.19
"538","2018-08-22",8.22
"539","2018-08-23",7.89
"540","2018-08-24",8.16
"541","2018-08-27",8.31
"542","2018-08-28",8.08
"543","2018-08-29",8.12
"544","2018-08-30",8.05
"545","2018-08-31",7.94
"546","2018-09-04",7.68
"547","2018-09-05",7.49
"548","2018-09-06",7.47
"549","2018-09-07",7.64
"550","2018-09-10",7.59
"551","2018-09-11",7.54
"552","2018-09-12",7.81
"553","2018-09-13",7.62
"554","2018-09-14",7.42
"555","2018-09-17",7.49
"556","2018-09-18",7.42
"557","2018-09-19",7.62
"558","2018-09-20",7.65
"559","2018-09-21",7.59
"560","2018-09-24",7.63
"561","2018-09-25",7.75
"562","2018-09-26",7.51
"563","2018-09-27",7.43
"564","2018-09-28",7.59
"565","2018-10-01",7.6
"566","2018-10-02",7.82
"567","2018-10-03",7.73
"568","2018-10-04",7.71
"569","2018-10-05",7.68
"570","2018-10-08",7.71
"571","2018-10-09",7.56
"572","2018-10-10",7.72
"573","2018-10-11",8.19
"574","2018-10-12",8.21
"575","2018-10-15",8.18
"576","2018-10-16",8.08
"577","2018-10-17",8.14
"578","2018-10-18",7.93
"579","2018-10-19",7.92
"580","2018-10-22",8.07
"581","2018-10-23",8.15
"582","2018-10-24",8.17
"583","2018-10-25",7.64
"584","2018-10-26",7.68
"585","2018-10-29",7.6
"586","2018-10-30",7.73
"587","2018-10-31",7.65
"588","2018-11-01",7.93
"589","2018-11-02",8.03
"590","2018-11-05",7.91
"591","2018-11-06",7.83
"592","2018-11-07",7.34
"593","2018-11-08",7.38
"594","2018-11-09",7.39
"595","2018-11-12",7.05
"596","2018-11-13",7.08
"597","2018-11-14",7.25
"598","2018-11-15",7.45
"599","2018-11-16",7.6
"600","2018-11-19",7.62
"601","2018-11-20",7.52
"602","2018-11-21",7.78
"603","2018-11-23",7.54
"604","2018-11-26",7.54
"605","2018-11-27",7.32
"606","2018-11-28",7.5
"607","2018-11-29",7.47
"608","2018-11-30",7.51
"609","2018-12-03",7.55
"610","2018-12-04",7.35
"611","2018-12-06",7.45
"612","2018-12-07",7.92
"613","2018-12-10",8.01
"614","2018-12-11",7.9
"615","2018-12-12",7.99
"616","2018-12-13",8.01
"617","2018-12-14",7.84
"618","2018-12-17",8
"619","2018-12-18",8.27
"620","2018-12-19",8.25
"621","2018-12-20",8.36
"622","2018-12-21",8.4
"623","2018-12-24",8.77
"624","2018-12-26",8.65
"625","2018-12-27",8.69
"626","2018-12-28",8.62
"627","2018-12-31",8.78
"628","2019-01-02",8.89
"629","2019-01-03",9.13
"630","2019-01-04",9.12
"631","2019-01-07",8.91
"632","2019-01-08",9.09
"633","2019-01-09",9.22
"634","2019-01-10",9.06
"635","2019-01-11",8.99
"636","2019-01-14",8.97
"637","2019-01-15",8.96
"638","2019-01-16",8.92
"639","2019-01-17",8.92
"640","2019-01-18",8.64
"641","2019-01-22",8.81
"642","2019-01-23",8.8
"643","2019-01-24",8.77
"644","2019-01-25",9.01
"645","2019-01-28",9.35
"646","2019-01-29",9.49
"647","2019-01-30",9.61
"648","2019-01-31",9.78
"649","2019-02-01",9.82
"650","2019-02-04",9.73
"651","2019-02-05",9.77
"652","2019-02-06",9.7
"653","2019-02-07",9.65
"654","2019-02-08",9.87
"655","2019-02-11",9.8
"656","2019-02-12",9.72
"657","2019-02-13",9.79
"658","2019-02-14",10.06
"659","2019-02-15",10.21
"660","2019-02-19",10.44
"661","2019-02-20",10.5
"662","2019-02-21",11.13
"663","2019-02-22",11.44
"664","2019-02-25",11.24
"665","2019-02-26",11.46
"666","2019-02-27",11.27
"667","2019-02-28",11.21
"668","2019-03-01",11.07
"669","2019-03-04",11.06
"670","2019-03-05",11.03
"671","2019-03-06",10.73
"672","2019-03-07",10.8
"673","2019-03-08",11.59
"674","2019-03-11",11.55
"675","2019-03-12",11.87
"676","2019-03-13",11.98
"677","2019-03-14",11.69
"678","2019-03-15",11.42
"679","2019-03-18",11.4
"680","2019-03-19",11.43
"681","2019-03-20",11.69
"682","2019-03-21",11.62
"683","2019-03-22",11.66
"684","2019-03-25",11.86
"685","2019-03-26",11.87
"686","2019-03-27",11.85
"687","2019-03-28",11.31
"688","2019-03-29",11.24
"689","2019-04-01",11.13
"690","2019-04-02",11.38
"691","2019-04-03",11.27
"692","2019-04-04",11.45
"693","2019-04-05",11.46
"694","2019-04-08",11.48
"695","2019-04-09",11.59
"696","2019-04-10",11.41
"697","2019-04-11",11.22
"698","2019-04-12",11.06
"699","2019-04-15",11.47
"700","2019-04-16",11.26
"701","2019-04-17",11.12
"702","2019-04-18",11.01
"703","2019-04-22",11
"704","2019-04-23",10.71
"705","2019-04-24",11.02
"706","2019-04-25",11.2
"707","2019-04-26",11.4
"708","2019-04-29",11.17
"709","2019-04-30",11.3
"710","2019-05-01",10.28
"711","2019-05-02",10.11
"712","2019-05-03",9.95
"713","2019-05-06",9.92
"714","2019-05-07",9.97
"715","2019-05-08",9.79
"716","2019-05-09",9.78
"717","2019-05-10",9.78
"718","2019-05-13",10.25
"719","2019-05-14",10.17
"720","2019-05-15",10.12
"721","2019-05-16",9.89
"722","2019-05-17",9.97
"723","2019-05-20",10.07
"724","2019-05-21",10.07
"725","2019-05-22",9.84
"726","2019-05-23",9.86
"727","2019-05-24",9.84
"728","2019-05-28",9.92
"729","2019-05-29",9.85
"730","2019-05-30",10.09
"731","2019-05-31",10.43
"732","2019-06-03",10.65
"733","2019-06-04",10.75
"734","2019-06-05",10.72
"735","2019-06-06",10.71
"736","2019-06-07",10.54
"737","2019-06-10",10.31
"738","2019-06-11",10.19
"739","2019-06-12",10.11
"740","2019-06-13",10.33
"741","2019-06-14",10.41
"742","2019-06-17",10.69
"743","2019-06-18",10.82
"744","2019-06-19",10.91
"745","2019-06-20",11.19
"746","2019-06-21",11.18
"747","2019-06-24",11.45
"748","2019-06-25",10.84
"749","2019-06-26",10.76
"750","2019-06-27",10.38
"751","2019-06-28",10.44
"752","2019-07-01",10.29
"753","2019-07-02",10.52
"754","2019-07-03",10.41
"755","2019-07-05",10.33
"756","2019-07-08",10.2
"757","2019-07-09",10.22
"758","2019-07-10",10.37
"759","2019-07-11",10.35
"760","2019-07-12",10.66
"761","2019-07-15",10.69
"762","2019-07-16",10.69
"763","2019-07-17",11
"764","2019-07-18",11.53
"765","2019-07-19",11.52
"766","2019-07-22",11.65
"767","2019-07-23",11.71
"768","2019-07-24",12.08
"769","2019-07-25",11.93
"770","2019-07-26",12.06
"771","2019-07-29",12.19
"772","2019-07-30",12.28
"773","2019-07-31",11.8
"774","2019-08-01",12.1
"775","2019-08-02",12.09
"776","2019-08-05",13.25
"777","2019-08-06",12.28
"778","2019-08-07",12.41
"779","2019-08-08",12.6
"780","2019-08-09",12.7
"781","2019-08-12",12.62
"782","2019-08-13",12.34
"783","2019-08-14",12.09
"784","2019-08-15",12.25
"785","2019-08-16",12.15
"786","2019-08-19",12.13
"787","2019-08-20",12.45
"788","2019-08-21",12.39
"789","2019-08-22",12.26
"790","2019-08-23",12.77
"791","2019-08-26",12.67
"792","2019-08-27",12.93
"793","2019-08-28",12.91
"794","2019-08-29",12.73
"795","2019-08-30",12.73
"796","2019-09-03",12.97
"797","2019-09-04",13.16
"798","2019-09-05",12.76
"799","2019-09-06",12.56
"800","2019-09-09",12.22
"801","2019-09-10",12.18
"802","2019-09-11",12.17
"803","2019-09-12",11.86
"804","2019-09-13",11.51
"805","2019-09-16",11.86
"806","2019-09-17",11.98
"807","2019-09-18",11.79
"808","2019-09-19",12.04
"809","2019-09-20",12.25
"810","2019-09-23",11.04
"811","2019-09-24",10.6
"812","2019-09-25",10.28
"813","2019-09-26",10.03
"814","2019-09-27",9.69
"815","2019-09-30",9.3
"816","2019-10-01",9.33
"817","2019-10-02",9.56
"818","2019-10-03",9.51
"819","2019-10-04",9.69
"820","2019-10-07",9.48
"821","2019-10-08",9.52
"822","2019-10-09",9.34
"823","2019-10-10",9.3
"824","2019-10-11",9.19
"825","2019-10-14",9.37
"826","2019-10-15",9.11
"827","2019-10-16",9.27
"828","2019-10-17",9.43
"829","2019-10-18",9.45
"830","2019-10-21",9.36
"831","2019-10-22",9.35
"832","2019-10-23",9.41
"833","2019-10-24",9.59
"834","2019-10-25",9.56
"835","2019-10-28",9.51
"836","2019-10-29",9.56
"837","2019-10-30",9.6
"838","2019-10-31",9.84
"839","2019-11-01",9.86
"840","2019-11-04",9.74
"841","2019-11-05",9.24
"842","2019-11-06",9.07
"843","2019-11-07",8.46
"844","2019-11-08",8.5
"845","2019-11-11",8.41
"846","2019-11-12",8.58
"847","2019-11-13",8.62
"848","2019-11-14",8.59
"849","2019-11-15",8.57
"850","2019-11-18",8.58
"851","2019-11-19",8.88
"852","2019-11-20",8.88
"853","2019-11-21",8.75
"854","2019-11-22",8.5
"855","2019-11-25",8.6
"856","2019-11-26",8.68
"857","2019-11-27",8.58
"858","2019-11-29",8.78
"859","2019-12-02",8.78
"860","2019-12-03",8.97
"861","2019-12-04",8.88
"862","2019-12-05",8.82
"863","2019-12-06",8.64
"864","2019-12-09",8.62
"865","2019-12-10",8.57
"866","2019-12-11",8.79
"867","2019-12-12",8.75
"868","2019-12-13",9.06
"869","2019-12-16",8.94
"870","2019-12-17",8.99
"871","2019-12-18",9.05
"872","2019-12-19",9.06
"873","2019-12-20",8.98
"874","2019-12-23",9.45
"875","2019-12-24",9.54
"876","2019-12-26",9.95
"877","2019-12-27",9.63
"878","2019-12-30",9.74
"879","2019-12-31",9.71
"880","2020-01-02",9.72
"881","2020-01-03",9.64
"882","2020-01-06",9.57
"883","2020-01-07",9.91
"884","2020-01-08",9.26
"885","2020-01-09",9.35
"886","2020-01-10",9.39
"887","2020-01-13",9.14
"888","2020-01-14",9.26
"889","2020-01-15",9.44
"890","2020-01-16",9.48
"891","2020-01-17",9.49
"892","2020-01-21",9.73
"893","2020-01-22",9.5
"894","2020-01-23",9.56
"895","2020-01-24",9.71
"896","2020-01-27",9.63
"897","2020-01-28",9.49
"898","2020-01-29",9.72
"899","2020-01-30",9.75
"900","2020-01-31",9.98
"901","2020-02-03",9.62
"902","2020-02-04",9.47
"903","2020-02-05",9.35
"904","2020-02-06",9.68
"905","2020-02-07",9.63
"906","2020-02-10",9.74
"907","2020-02-11",10.32
"908","2020-02-12",9.79
"909","2020-02-13",10.12
"910","2020-02-14",10.31
"911","2020-02-18",10.43
"912","2020-02-19",10.62
"913","2020-02-20",10.48
"914","2020-02-21",10.43
"915","2020-02-24",10.21
"916","2020-02-25",9.72
"917","2020-02-26",9.73
"918","2020-02-27",8.87
"919","2020-02-28",8.21
"920","2020-03-02",8.43
"921","2020-03-03",8.75
"922","2020-03-04",8.74
"923","2020-03-05",8.92
"924","2020-03-06",8.65
"925","2020-03-09",7.79
"926","2020-03-10",7.78
"927","2020-03-11",7.16
"928","2020-03-12",6.13
"929","2020-03-13",5.26
"930","2020-03-16",5.97
"931","2020-03-17",7.59
"932","2020-03-18",6.89
"933","2020-03-19",6.96
"934","2020-03-20",6.51
"935","2020-03-23",6.8
"936","2020-03-24",7.15
"937","2020-03-25",7.99
"938","2020-03-26",8.1
"939","2020-03-27",7.33
"940","2020-03-30",7.39
"941","2020-03-31",7.44
"942","2020-04-01",7.43
"943","2020-04-02",7.68
"944","2020-04-03",7.52
"945","2020-04-06",7.82
"946","2020-04-07",7.86
"947","2020-04-08",7.62
"948","2020-04-09",8.23
"949","2020-04-13",8.61
"950","2020-04-14",8.55
"951","2020-04-15",8.47
"952","2020-04-16",8.52
"953","2020-04-17",8.32
"954","2020-04-20",8.47
"955","2020-04-21",8.38
"956","2020-04-22",9.01
"957","2020-04-23",9.28
"958","2020-04-24",9.24
"959","2020-04-27",9.32
"960","2020-04-28",9.29
"961","2020-04-29",9.51
"962","2020-04-30",9.15
"963","2020-05-01",9.4
"964","2020-05-04",9.38
"965","2020-05-05",9.4
"966","2020-05-06",9.2
"967","2020-05-07",9.54
"968","2020-05-08",9.57
"969","2020-05-11",9.34
"970","2020-05-12",9.53
"971","2020-05-13",9.12
"972","2020-05-14",9.64
"973","2020-05-15",10.34
"974","2020-05-18",9.8
"975","2020-05-19",10.61
"976","2020-05-20",10.46
"977","2020-05-21",10.18
"978","2020-05-22",10.31
"979","2020-05-26",9.72
"980","2020-05-27",9.83
"981","2020-05-28",9.8
"982","2020-05-29",9.88
"983","2020-06-01",10.07
"984","2020-06-02",9.63
"985","2020-06-03",9.24
"986","2020-06-04",9.48
"987","2020-06-05",9.38
"988","2020-06-08",9.43
"989","2020-06-09",9.41
"990","2020-06-10",9.63
"991","2020-06-11",9.1
"992","2020-06-12",8.95
"993","2020-06-15",9.32
"994","2020-06-16",9.09
"995","2020-06-17",9.17
"996","2020-06-18",8.94
"997","2020-06-19",9.39
"998","2020-06-22",9.7
"999","2020-06-23",9.87
"1000","2020-06-24",9.66
