"","date","PS"
"561","2020-08-07",21.35
"562","2020-08-10",20.545
"563","2020-08-11",20.52
"564","2020-08-12",20.67
"565","2020-08-13",20.6
"566","2020-08-14",20.530001
"567","2020-08-17",21
"568","2020-08-18",21.33
"569","2020-08-19",21.32
"570","2020-08-20",20.58
"571","2020-08-21",20.76
"572","2020-08-24",21.030001
"573","2020-08-25",21.094999
"574","2020-08-26",20.799999
"575","2020-08-27",20.540001
"576","2020-08-28",19.940001
"577","2020-08-31",19.139999
"578","2020-09-01",19.030001
"579","2020-09-02",19.549999
"580","2020-09-03",17.99
"581","2020-09-04",17.389999
"582","2020-09-08",16.700001
"583","2020-09-09",17.209999
"584","2020-09-10",17.219999
"585","2020-09-11",16.530001
"586","2020-09-14",16.709999
"587","2020-09-15",17.610001
"588","2020-09-16",17.549999
"589","2020-09-17",17.049999
"590","2020-09-18",16.85
"591","2020-09-21",17.459999
"592","2020-09-22",17.84
"593","2020-09-23",16.57
"594","2020-09-24",16.42
"595","2020-09-25",16.98
"596","2020-09-28",17.620001
"597","2020-09-29",17.25
"598","2020-09-30",17.129999
"599","2020-10-01",17.629999
"600","2020-10-02",16.65
"601","2020-10-05",16.549999
"602","2020-10-06",16.690001
"603","2020-10-07",17.34
"604","2020-10-08",17.639999
"605","2020-10-09",18.295
"606","2020-10-12",18.58
"607","2020-10-13",18.9
"608","2020-10-14",18.85
"609","2020-10-15",18.73
"610","2020-10-16",18.76
"611","2020-10-19",18.629999
"612","2020-10-20",18.754999
"613","2020-10-21",18.01
"614","2020-10-22",17.700001
"615","2020-10-23",18.040001
"616","2020-10-26",17.5
"617","2020-10-27",17.360001
"618","2020-10-28",16.59
"619","2020-10-29",16.799999
"620","2020-10-30",15.7
"621","2020-11-02",16.01
"622","2020-11-03",17.48
"623","2020-11-04",18.32
"624","2020-11-05",19
"625","2020-11-06",14.74
"626","2020-11-09",16.1
"627","2020-11-10",15.83
"628","2020-11-11",15
"629","2020-11-12",15.02
"630","2020-11-13",15.865
"631","2020-11-16",16.254999
"632","2020-11-17",16.25
"633","2020-11-18",16.1
"634","2020-11-19",15.94
"635","2020-11-20",15.97
"636","2020-11-23",15.98
"637","2020-11-24",15.25
"638","2020-11-25",15.77
"639","2020-11-27",15.92
