"","date","MOTS"
"231","2019-01-15",4.21
"232","2019-01-16",4.36
"233","2019-01-17",4.37
"234","2019-01-18",4.48
"235","2019-01-22",4.23
"236","2019-01-23",4.35
"237","2019-01-24",4.13
"238","2019-01-25",4.1
"239","2019-01-28",4.18
"240","2019-01-29",4.18
"241","2019-01-30",4.15
"242","2019-01-31",4.1
"243","2019-02-01",4.18
"244","2019-02-04",4.11
"245","2019-02-05",4.205
"246","2019-02-06",4.17
"247","2019-02-07",4.13
"248","2019-02-08",4.14
"249","2019-02-11",4.3
"250","2019-02-12",4.4
"251","2019-02-13",4.32
"252","2019-02-14",4.4
"253","2019-02-15",4.41
"254","2019-02-19",4.73
"255","2019-02-20",4.6
"256","2019-02-21",4.33
"257","2019-02-22",4.3
"258","2019-02-25",4.29
"259","2019-02-26",4.44
"260","2019-02-27",4.68
"261","2019-02-28",4.28
"262","2019-03-01",4.35
"263","2019-03-04",4.07
"264","2019-03-05",4.13
"265","2019-03-06",4.22
"266","2019-03-07",4.2
"267","2019-03-08",4
"268","2019-03-11",4.17
"269","2019-03-12",4.4
"270","2019-03-13",4.26
"271","2019-03-14",4.29
"272","2019-03-15",4.29
"273","2019-03-18",3.94
"274","2019-03-19",4
"275","2019-03-20",3.95
"276","2019-03-21",4.01
"277","2019-03-22",3.88
"278","2019-03-25",3.98
"279","2019-03-26",3.95
"280","2019-03-27",3.97
"281","2019-03-28",3.97
"282","2019-03-29",3.9
"283","2019-04-01",3.86
"284","2019-04-02",3.77
"285","2019-04-03",3.68
"286","2019-04-04",3.451
"287","2019-04-05",3.45
"288","2019-04-08",3.37
"289","2019-04-09",3.73
"290","2019-04-10",3.81
"291","2019-04-11",3.9
"292","2019-04-12",3.87
"293","2019-04-15",3.82
"294","2019-04-16",3.8
"295","2019-04-17",3.8
"296","2019-04-18",3.75
"297","2019-04-22",3.78
"298","2019-04-23",4.13
"299","2019-04-24",4.21
"300","2019-04-25",4.08
"301","2019-04-26",4.06
"302","2019-04-29",4.02
"303","2019-04-30",3.97
"304","2019-05-01",4
"305","2019-05-02",3.94
"306","2019-05-03",3.97
"307","2019-05-06",4
"308","2019-05-07",3.89
"309","2019-05-08",3.72
"310","2019-05-09",3.9
"311","2019-05-10",3.57
"312","2019-05-13",3.63
"313","2019-05-14",3.95
"314","2019-05-15",4.03
"315","2019-05-16",4.2
"316","2019-05-17",4.01
"317","2019-05-20",3.86
"318","2019-05-21",3.7
"319","2019-05-22",3.33
"320","2019-05-23",3.4
"321","2019-05-24",3.36
"322","2019-05-28",3.35
"323","2019-05-29",3.38
"324","2019-05-30",3.35
"325","2019-05-31",3.39
"326","2019-06-03",3.29
"327","2019-06-04",3.3
"328","2019-06-05",3.38
"329","2019-06-06",3.47
"330","2019-06-07",3.54
"331","2019-06-10",3.9
"332","2019-06-11",3.89
"333","2019-06-12",3.51
"334","2019-06-13",3.45
"335","2019-06-14",3.31
"336","2019-06-17",3.87
"337","2019-06-18",4.11
"338","2019-06-19",4.15
"339","2019-06-20",4.19
"340","2019-06-21",4.18
"341","2019-06-24",3.7
"342","2019-06-25",3.59
"343","2019-06-26",3.57
"344","2019-06-27",3.02
"345","2019-06-28",3.03
"346","2019-07-01",2.99
"347","2019-07-02",2.98
"348","2019-07-03",2.98
"349","2019-07-05",3.01
"350","2019-07-08",3.16
"351","2019-07-09",3.01
"352","2019-07-10",3.08
"353","2019-07-11",3.15
"354","2019-07-12",3.13
"355","2019-07-15",3.06
"356","2019-07-16",3.04
"357","2019-07-17",2.98
"358","2019-07-18",2.97
"359","2019-07-19",2.98
"360","2019-07-22",2.94
"361","2019-07-23",2.88
"362","2019-07-24",2.85
"363","2019-07-25",3.01
"364","2019-07-26",3.01
"365","2019-07-29",2.84
"366","2019-07-30",2.7
"367","2019-07-31",2.7
"368","2019-08-01",2.73
"369","2019-08-02",2.71
"370","2019-08-05",2.74
"371","2019-08-06",2.72
"372","2019-08-07",2.66
"373","2019-08-08",2.66
"374","2019-08-09",2.66
"375","2019-08-12",2.5
"376","2019-08-13",2.49
"377","2019-08-14",2.45
"378","2019-08-15",2.53
"379","2019-08-16",2.68
"380","2019-08-19",2.72
"381","2019-08-20",2.77
"382","2019-08-21",2.75
"383","2019-08-22",2.744
"384","2019-08-23",2.7
"385","2019-08-26",2.59
"386","2019-08-27",2.54
"387","2019-08-28",2.6
"388","2019-08-29",2.55
"389","2019-08-30",2.6
"390","2019-09-03",2.53
"391","2019-09-04",2.54
"392","2019-09-05",2.61
"393","2019-09-06",2.69
"394","2019-09-09",2.65
"395","2019-09-10",2.71
"396","2019-09-11",2.64
"397","2019-09-12",2.685
"398","2019-09-13",2.73
"399","2019-09-16",2.82
"400","2019-09-17",2.8
"401","2019-09-18",2.66
"402","2019-09-19",2.67
"403","2019-09-20",2.55
"404","2019-09-23",2.54
"405","2019-09-24",2.34
"406","2019-09-25",2.04
"407","2019-09-26",2
"408","2019-09-27",1.96
"409","2019-09-30",1.98
"410","2019-10-01",1.73
"411","2019-10-02",1.81
"412","2019-10-03",1.76
"413","2019-10-04",1.7
"414","2019-10-07",1.84
"415","2019-10-08",1.78
"416","2019-10-09",1.76
"417","2019-10-10",1.71
"418","2019-10-11",1.78
"419","2019-10-14",1.75
"420","2019-10-15",1.82
"421","2019-10-16",1.76
"422","2019-10-17",1.66
"423","2019-10-18",1.74
"424","2019-10-21",1.7
"425","2019-10-22",1.75
"426","2019-10-23",1.7
"427","2019-10-24",1.71
"428","2019-10-25",1.74
"429","2019-10-28",1.74
"430","2019-10-29",1.75
"431","2019-10-30",1.77
"432","2019-10-31",1.73
"433","2019-11-01",1.84
"434","2019-11-04",1.89
"435","2019-11-05",1.92
"436","2019-11-06",1.83
"437","2019-11-07",1.8
"438","2019-11-08",1.81
"439","2019-11-11",1.78
"440","2019-11-12",1.83
"441","2019-11-13",1.76
"442","2019-11-14",1.59
"443","2019-11-15",1.53
"444","2019-11-18",1.52
"445","2019-11-19",1.48
"446","2019-11-20",1.51
"447","2019-11-21",1.6
"448","2019-11-22",1.56
"449","2019-11-25",1.6
"450","2019-11-26",1.69
"451","2019-11-27",1.76
"452","2019-11-29",1.878
"453","2019-12-02",1.82
"454","2019-12-03",1.825
"455","2019-12-04",1.79
"456","2019-12-05",1.79
"457","2019-12-06",1.8
"458","2019-12-09",2.02
"459","2019-12-10",2.35
"460","2019-12-11",2.45
"461","2019-12-12",2.45
"462","2019-12-13",2.3
"463","2019-12-16",2.27
"464","2019-12-17",2.04
"465","2019-12-18",2.15
"466","2019-12-19",2.35
"467","2019-12-20",2.36
"468","2019-12-23",2.4
"469","2019-12-24",2.47
"470","2019-12-26",2.4
"471","2019-12-27",2.38
"472","2019-12-30",2.22
"473","2019-12-31",2.29
"474","2020-01-02",2.34
"475","2020-01-03",2.37
"476","2020-01-06",2.44
"477","2020-01-07",2.47
"478","2020-01-08",2.44
"479","2020-01-09",2.5
"480","2020-01-10",2.74
"481","2020-01-13",2.74
"482","2020-01-14",2.33
"483","2020-01-15",2.27
"484","2020-01-16",2.21
"485","2020-01-17",2.28
"486","2020-01-21",2.25
"487","2020-01-22",2.24
"488","2020-01-23",2.23
"489","2020-01-24",2.16
"490","2020-01-27",2.08
"491","2020-01-28",2.129
"492","2020-01-29",2.09
"493","2020-01-30",2.02
"494","2020-01-31",2.04
"495","2020-02-03",2.04
"496","2020-02-04",2.149
"497","2020-02-05",2.15
"498","2020-02-06",2.16
"499","2020-02-07",2.09
"500","2020-02-10",2.06
"501","2020-02-11",2.07
"502","2020-02-12",2.12
"503","2020-02-13",2.195
"504","2020-02-14",2.17
"505","2020-02-18",2.01
"506","2020-02-19",2.09
"507","2020-02-20",1.96
"508","2020-02-21",1.98
"509","2020-02-24",1.68
"510","2020-02-25",1.7
"511","2020-02-26",1.52
"512","2020-02-27",1.54
"513","2020-02-28",1.41
"514","2020-03-02",1.39
"515","2020-03-03",1.27
"516","2020-03-04",1.37
"517","2020-03-05",1.35
"518","2020-03-06",1.28
"519","2020-03-09",1.17
"520","2020-03-10",1.25
"521","2020-03-11",1.04
"522","2020-03-12",0.971
"523","2020-03-13",0.92
"524","2020-03-16",0.71
"525","2020-03-17",0.564
"526","2020-03-18",0.497
"527","2020-03-19",0.7
"528","2020-03-20",0.606
"529","2020-03-23",0.522
"530","2020-03-24",0.533
"531","2020-03-25",0.65
"532","2020-03-26",0.695
"533","2020-03-27",0.71
"534","2020-03-30",0.69
"535","2020-03-31",0.674
"536","2020-04-01",0.666
"537","2020-04-02",0.63
"538","2020-04-03",0.645
"539","2020-04-06",0.609
"540","2020-04-07",0.781
"541","2020-04-08",0.862
"542","2020-04-09",0.733
"543","2020-04-13",0.7
"544","2020-04-14",0.739
"545","2020-04-15",0.78
"546","2020-04-16",0.715
"547","2020-04-17",0.671
"548","2020-04-20",0.669
"549","2020-04-21",0.66
"550","2020-04-22",0.72
"551","2020-04-23",0.8
"552","2020-04-24",0.89
"553","2020-04-27",1.14
"554","2020-04-28",1.22
"555","2020-04-29",1.23
"556","2020-04-30",1.14
"557","2020-05-01",1.01
"558","2020-05-04",1.07
"559","2020-05-05",1.12
"560","2020-05-06",1.13
"561","2020-05-07",1.18
"562","2020-05-08",1.16
"563","2020-05-11",1.14
"564","2020-05-12",1.15
"565","2020-05-13",1.09
"566","2020-05-14",1.11
"567","2020-05-15",1.06
"568","2020-05-18",1.05
"569","2020-05-19",1.14
"570","2020-05-20",1.23
"571","2020-05-21",1.23
"572","2020-05-22",1.26
"573","2020-05-26",1.3
"574","2020-05-27",1.4
"575","2020-05-28",1.31
"576","2020-05-29",1.23
"577","2020-06-01",1.25
"578","2020-06-02",1.25
"579","2020-06-03",1.21
"580","2020-06-04",1.23
"581","2020-06-05",1.3
"582","2020-06-08",1.34
"583","2020-06-09",1.35
"584","2020-06-10",1.32
"585","2020-06-11",1.166
"586","2020-06-12",1.15
"587","2020-06-15",1.29
"588","2020-06-16",1.28
"589","2020-06-17",1.27
"590","2020-06-18",1.23
"591","2020-06-19",1.27
"592","2020-06-22",1.45
"593","2020-06-23",1.42
"594","2020-06-24",1.37
"595","2020-06-25",1.29
"596","2020-06-26",1.33
"597","2020-06-29",1.29
"598","2020-06-30",1.32
"599","2020-07-01",1.33
"600","2020-07-02",1.36
"601","2020-07-06",1.33
"602","2020-07-07",1.27
"603","2020-07-08",1.29
"604","2020-07-09",1.215
"605","2020-07-10",1.25
"606","2020-07-13",1.24
"607","2020-07-14",1.18
"608","2020-07-15",1.18
"609","2020-07-16",1.22
"610","2020-07-17",1.19
"611","2020-07-20",1.22
"612","2020-07-21",1.2
"613","2020-07-22",1.21
"614","2020-07-23",1.22
"615","2020-07-24",1.22
"616","2020-07-27",1.35
"617","2020-07-28",1.28
"618","2020-07-29",1.25
"619","2020-07-30",1.25
"620","2020-07-31",1.22
"621","2020-08-03",1.2
"622","2020-08-04",1.2
"623","2020-08-05",1.23
"624","2020-08-06",1.22
"625","2020-08-07",1.25
"626","2020-08-10",1.25
"627","2020-08-11",1.19
"628","2020-08-12",1.04
"629","2020-08-13",1.048
"630","2020-08-14",1.09
"631","2020-08-17",1.02
"632","2020-08-18",1.005
"633","2020-08-19",1.02
"634","2020-08-20",1.04
"635","2020-08-21",1
"636","2020-08-24",1.02
"637","2020-08-25",1
"638","2020-08-26",1.01
"639","2020-08-27",1.02
"640","2020-08-28",1.09
"641","2020-08-31",1.07
"642","2020-09-01",1.06
"643","2020-09-02",1.04
"644","2020-09-03",1.02
"645","2020-09-04",1.02
"646","2020-09-08",0.99
"647","2020-09-09",1.01
"648","2020-09-10",1.03
"649","2020-09-11",0.965
"650","2020-09-14",0.993
"651","2020-09-15",1.02
"652","2020-09-16",1.02
"653","2020-09-17",1.02
"654","2020-09-18",1.04
"655","2020-09-21",1.02
"656","2020-09-22",1.01
"657","2020-09-23",1
"658","2020-09-24",0.988
"659","2020-09-25",0.968
"660","2020-09-28",0.99
"661","2020-09-29",0.98
"662","2020-09-30",0.977
"663","2020-10-01",0.957
"664","2020-10-02",0.964
"665","2020-10-05",0.95
"666","2020-10-06",0.953
"667","2020-10-07",0.94
"668","2020-10-08",0.94
"669","2020-10-09",0.94
"670","2020-10-12",0.955
"671","2020-10-13",0.953
"672","2020-10-14",0.95
"673","2020-10-15",0.94
"674","2020-10-16",0.946
"675","2020-10-19",0.921
"676","2020-10-20",0.913
"677","2020-10-21",0.917
"678","2020-10-22",0.89
"679","2020-10-23",0.82
"680","2020-10-26",0.794
"681","2020-10-27",0.784
"682","2020-10-28",0.777
"683","2020-10-29",0.755
"684","2020-10-30",0.742
"685","2020-11-02",0.71
"686","2020-11-03",0.735
"687","2020-11-04",0.75
"688","2020-11-05",0.747
"689","2020-11-06",0.739
"690","2020-11-09",0.775
"691","2020-11-10",0.764
"692","2020-11-11",0.74
"693","2020-11-12",0.72
"694","2020-11-13",0.736
"695","2020-11-16",0.752
"696","2020-11-17",0.77
"697","2020-11-18",0.805
"698","2020-11-19",0.79
"699","2020-11-20",0.806
"700","2020-11-23",0.811
"701","2020-11-24",0.814
"702","2020-11-25",0.82
"703","2020-11-27",0.84
