"","date","PHUN"
"1005","2020-10-26",0.757
"1006","2020-10-27",0.715
"1007","2020-10-28",0.706
"1008","2020-10-29",0.705
"1009","2020-10-30",0.676
"1010","2020-11-02",0.684
"1011","2020-11-03",0.672
"1012","2020-11-04",0.669
"1013","2020-11-05",0.698
"1014","2020-11-06",0.698
"1015","2020-11-09",0.738
"1016","2020-11-10",0.651
"1017","2020-11-11",0.689
"1018","2020-11-12",0.67
"1019","2020-11-13",0.64
"1020","2020-11-16",0.642
"1021","2020-11-17",0.67
"1022","2020-11-18",0.695
"1023","2020-11-19",0.684
"1024","2020-11-20",0.664
"1025","2020-11-23",0.643
"1026","2020-11-24",0.709
"1027","2020-11-25",0.69
"1028","2020-11-27",0.668
