"","date","IMBI"
"324","2008-04-16",5000
"325","2008-04-17",5020
"326","2008-04-18",5410
"327","2008-04-21",5300
"328","2008-04-22",5100
"329","2008-04-23",5080
"330","2008-04-24",4980
"331","2008-04-25",5170
"332","2008-04-28",5380
"333","2008-04-29",5360
"334","2008-04-30",5590
"335","2008-05-01",5560
"336","2008-05-02",5490
"337","2008-05-05",5020
"338","2008-05-06",5110
"339","2008-05-07",4990
"340","2008-05-08",5070
"341","2008-05-09",5010
"342","2008-05-12",5130
"343","2008-05-13",4230
"344","2008-05-14",4370
"345","2008-05-15",4460
"346","2008-05-16",4390
"347","2008-05-19",4220
"348","2008-05-20",4170
"349","2008-05-21",4230
"350","2008-05-22",4270
"351","2008-05-23",4140
"352","2008-05-27",4130
"353","2008-05-28",4070
"354","2008-05-29",4070
"355","2008-05-30",4410
"356","2008-06-02",4180
"357","2008-06-03",4140
"358","2008-06-04",3990
"359","2008-06-05",4130
"360","2008-06-06",3900
"361","2008-06-09",3750
"362","2008-06-10",3760
"363","2008-06-11",3510
"364","2008-06-12",3520
"365","2008-06-13",4040
"366","2008-06-16",4150
"367","2008-06-17",4260
"368","2008-06-18",4210
"369","2008-06-19",4250
"370","2008-06-20",4090
"371","2008-06-23",4190
"372","2008-06-24",3960
"373","2008-06-25",4090
"374","2008-06-26",4100
"375","2008-06-27",3960
"376","2008-06-30",3570
"377","2008-07-01",3480
"378","2008-07-02",3120
"379","2008-07-03",3100
"380","2008-07-07",3080
"381","2008-07-08",3300
"382","2008-07-09",3250
"383","2008-07-10",3200
"384","2008-07-11",3160
"385","2008-07-14",3000
"386","2008-07-15",2940
"387","2008-07-16",3070
"388","2008-07-17",3100
"389","2008-07-18",3050
"390","2008-07-21",3090
"391","2008-07-22",3150
"392","2008-07-23",3250
"393","2008-07-24",3010
"394","2008-07-25",3080
"395","2008-07-28",3110
"396","2008-07-29",3120
"397","2008-07-30",3080
"398","2008-07-31",3060
"399","2008-08-01",2960
"400","2008-08-04",2910
"401","2008-08-05",3000
"402","2008-08-06",3010
"403","2008-08-07",2980
"404","2008-08-08",3020
"405","2008-08-11",3000
"406","2008-08-12",3050
"407","2008-08-13",2970
"408","2008-08-14",2970
"409","2008-08-15",2960
"410","2008-08-18",2920
"411","2008-08-19",2800
"412","2008-08-20",2770
"413","2008-08-21",2720
"414","2008-08-22",2260
"415","2008-08-25",2360
"416","2008-08-26",2260
"417","2008-08-27",2300
"418","2008-08-28",2270
"419","2008-08-29",2340
"420","2008-09-02",2460
"421","2008-09-03",2510
"422","2008-09-04",2490
"423","2008-09-05",2470
"424","2008-09-08",2240
"425","2008-09-09",2250
"426","2008-09-10",2240
"427","2008-09-11",2380
"428","2008-09-12",2370
"429","2008-09-15",2260
"430","2008-09-16",2250
"431","2008-09-17",2180
"432","2008-09-18",2200
"433","2008-09-19",2320
"434","2008-09-22",2240
"435","2008-09-23",2200
"436","2008-09-24",2200
"437","2008-09-25",2100
"438","2008-09-26",2080
"439","2008-09-29",1770
"440","2008-09-30",1850
"441","2008-10-01",1800
"442","2008-10-02",1680
"443","2008-10-03",1610
"444","2008-10-06",1350
"445","2008-10-07",1400
"446","2008-10-08",1370
"447","2008-10-09",1340
"448","2008-10-10",1190
"449","2008-10-13",1120
"450","2008-10-14",1010
"451","2008-10-15",1040
"452","2008-10-16",880
"453","2008-10-17",860
"454","2008-10-20",890
"455","2008-10-21",670
"456","2008-10-22",710
"457","2008-10-23",680
"458","2008-10-24",610
"459","2008-10-27",600
"460","2008-10-28",600
"461","2008-10-29",720
"462","2008-10-30",720
"463","2008-10-31",690
"464","2008-11-03",600
"465","2008-11-04",610
"466","2008-11-05",580
"467","2008-11-06",560
"468","2008-11-07",530
"469","2008-11-10",470
"470","2008-11-11",470
"471","2008-11-12",480
"472","2008-11-13",460
"473","2008-11-14",520
"474","2008-11-17",440
"475","2008-11-18",540
"476","2008-11-19",570
"477","2008-11-20",570
"478","2008-11-21",510
"479","2008-11-24",430
"480","2008-11-25",500
"481","2008-11-26",500
"482","2008-11-28",500
"483","2008-12-01",530
"484","2008-12-02",510
"485","2008-12-03",460
"486","2008-12-04",530
"487","2008-12-05",480
"488","2008-12-08",450
"489","2008-12-09",440
"490","2008-12-10",450
"491","2008-12-11",430
"492","2008-12-12",420
"493","2008-12-15",390
"494","2008-12-16",400
"495","2008-12-17",400
"496","2008-12-18",400
"497","2008-12-19",350
"498","2008-12-22",330
"499","2008-12-23",300
"500","2008-12-24",290
"501","2008-12-26",290
"502","2008-12-29",290
"503","2008-12-30",300
"504","2008-12-31",330
"505","2009-01-02",360
"506","2009-01-05",410
"507","2009-01-06",430
"508","2009-01-07",540
"509","2009-01-08",560
"510","2009-01-09",500
"511","2009-01-12",450
"512","2009-01-13",480
"513","2009-01-14",470
"514","2009-01-15",480
"515","2009-01-16",470
"516","2009-01-20",370
"517","2009-01-21",380
"518","2009-01-22",400
"519","2009-01-23",390
"520","2009-01-26",520
"521","2009-01-27",290
"522","2009-01-28",290
"523","2009-01-29",260
"524","2009-01-30",250
"525","2009-02-02",240
"526","2009-02-03",260
"527","2009-02-04",240
"528","2009-02-05",210
"529","2009-02-06",240
"530","2009-02-09",220
"531","2009-02-10",200
"532","2009-02-11",210
"533","2009-02-12",180
"534","2009-02-13",190
"535","2009-02-17",190
"536","2009-02-18",190
"537","2009-02-19",190
"538","2009-02-20",180
"539","2009-02-23",200
"540","2009-02-24",210
"541","2009-02-25",210
"542","2009-02-26",280
"543","2009-02-27",260
"544","2009-03-02",290
"545","2009-03-03",300
"546","2009-03-04",280
"547","2009-03-05",300
"548","2009-03-06",350
"549","2009-03-09",310
"550","2009-03-10",340
"551","2009-03-11",330
"552","2009-03-12",350
"553","2009-03-13",350
"554","2009-03-16",380
"555","2009-03-17",410
"556","2009-03-18",420
"557","2009-03-19",390
"558","2009-03-20",450
"559","2009-03-23",430
"560","2009-03-24",430
"561","2009-03-25",440
"562","2009-03-26",580
"563","2009-03-27",740
"564","2009-03-30",640
"565","2009-03-31",700
"566","2009-04-01",680
"567","2009-04-02",660
"568","2009-04-03",650
"569","2009-04-06",670
"570","2009-04-07",640
"571","2009-04-08",750
"572","2009-04-09",790
"573","2009-04-13",740
"574","2009-04-14",760
"575","2009-04-15",790
"576","2009-04-16",810
"577","2009-04-17",740
"578","2009-04-20",700
"579","2009-04-21",710
"580","2009-04-22",720
"581","2009-04-23",720
"582","2009-04-24",740
"583","2009-04-27",730
"584","2009-04-28",740
"585","2009-04-29",740
"586","2009-04-30",720
"587","2009-05-01",730
"588","2009-05-04",690
"589","2009-05-05",680
"590","2009-05-06",680
"591","2009-05-07",620
"592","2009-05-08",660
"593","2009-05-11",610
"594","2009-05-12",600
"595","2009-05-13",550
"596","2009-05-14",620
"597","2009-05-15",650
"598","2009-05-18",700
"599","2009-05-19",680
"600","2009-05-20",730
"601","2009-05-21",700
"602","2009-05-22",740
"603","2009-05-26",750
"604","2009-05-27",740
"605","2009-05-28",740
"606","2009-05-29",750
"607","2009-06-01",810
"608","2009-06-02",800
"609","2009-06-03",800
"610","2009-06-04",790
"611","2009-06-05",780
"612","2009-06-08",800
"613","2009-06-09",1280
"614","2009-06-10",1480
"615","2009-06-11",1700
"616","2009-06-12",1500
"617","2009-06-15",1480
"618","2009-06-16",1490
"619","2009-06-17",1680
"620","2009-06-18",1580
"621","2009-06-19",1690
"622","2009-06-22",1640
"623","2009-06-23",1600
"624","2009-06-24",1830
"625","2009-06-25",2090
"626","2009-06-26",2040
"627","2009-06-29",1940
"628","2009-06-30",1950
"629","2009-07-01",1880
"630","2009-07-02",1800
"631","2009-07-06",1680
"632","2009-07-07",1650
"633","2009-07-08",1740
"634","2009-07-09",1530
"635","2009-07-10",1410
"636","2009-07-13",1470
"637","2009-07-14",1480
"638","2009-07-15",1770
"639","2009-07-16",1860
"640","2009-07-17",1990
"641","2009-07-20",2590
"642","2009-07-21",2590
"643","2009-07-22",2970
"644","2009-07-23",2940
"645","2009-07-24",2980
"646","2009-07-27",2980
"647","2009-07-28",2990
"648","2009-07-29",2990
"649","2009-07-30",3000
"650","2009-07-31",3080
"651","2009-08-03",3240
"652","2009-08-04",3530
"653","2009-08-05",3760
"654","2009-08-06",3800
"655","2009-08-07",3600
"656","2009-08-10",3560
"657","2009-08-11",3320
"658","2009-08-12",3670
"659","2009-08-13",3330
"660","2009-08-14",3170
"661","2009-08-17",2990
"662","2009-08-18",3120
"663","2009-08-19",2910
"664","2009-08-20",3000
"665","2009-08-21",2960
"666","2009-08-24",2700
"667","2009-08-25",3020
"668","2009-08-26",3230
"669","2009-08-27",3330
"670","2009-08-28",3230
"671","2009-08-31",3300
"672","2009-09-01",2950
"673","2009-09-02",2910
"674","2009-09-03",3100
"675","2009-09-04",3120
"676","2009-09-08",3100
"677","2009-09-09",3160
"678","2009-09-10",3290
"679","2009-09-11",3200
"680","2009-09-14",3190
"681","2009-09-15",3300
"682","2009-09-16",3500
"683","2009-09-17",3580
"684","2009-09-18",3830
"685","2009-09-21",3910
"686","2009-09-22",3910
"687","2009-09-23",3690
"688","2009-09-24",3600
"689","2009-09-25",3480
"690","2009-09-28",3480
"691","2009-09-29",3440
"692","2009-09-30",3310
"693","2009-10-01",3290
"694","2009-10-02",3090
"695","2009-10-05",3260
"696","2009-10-06",3360
"697","2009-10-07",3230
"698","2009-10-08",3030
"699","2009-10-09",3080
"700","2009-10-12",3380
"701","2009-10-13",3520
"702","2009-10-14",3760
"703","2009-10-15",3770
"704","2009-10-16",3680
"705","2009-10-19",3820
"706","2009-10-20",3790
"707","2009-10-21",3670
"708","2009-10-22",3770
"709","2009-10-23",3700
"710","2009-10-26",3600
"711","2009-10-27",3440
"712","2009-10-28",3200
"713","2009-10-29",3370
"714","2009-10-30",3170
"715","2009-11-02",3170
"716","2009-11-03",3090
"717","2009-11-04",3030
"718","2009-11-05",3310
"719","2009-11-06",3450
"720","2009-11-09",3550
"721","2009-11-10",3490
"722","2009-11-11",3600
"723","2009-11-12",3580
"724","2009-11-13",3560
"725","2009-11-16",3600
"726","2009-11-17",3700
"727","2009-11-18",3280
"728","2009-11-19",3350
"729","2009-11-20",3370
"730","2009-11-23",3560
"731","2009-11-24",3620
"732","2009-11-25",3380
"733","2009-11-27",3410
"734","2009-11-30",3530
"735","2009-12-01",3660
"736","2009-12-02",3610
"737","2009-12-03",3750
"738","2009-12-04",3790
"739","2009-12-07",4080
"740","2009-12-08",4450
"741","2009-12-09",4460
"742","2009-12-10",4400
"743","2009-12-11",4390
"744","2009-12-14",4700
"745","2009-12-15",4650
"746","2009-12-16",4500
"747","2009-12-17",4450
"748","2009-12-18",4430
"749","2009-12-21",4630
"750","2009-12-22",4770
"751","2009-12-23",4710
"752","2009-12-24",4770
"753","2009-12-28",4800
"754","2009-12-29",4820
"755","2009-12-30",4800
"756","2009-12-31",4800
"757","2010-01-04",5250
"758","2010-01-05",5010
"759","2010-01-06",5000
"760","2010-01-07",4970
"761","2010-01-08",4980
"762","2010-01-11",4990
"763","2010-01-12",4920
"764","2010-01-13",5000
"765","2010-01-14",4940
"766","2010-01-15",4970
"767","2010-01-19",4900
"768","2010-01-20",4710
"769","2010-01-21",4390
"770","2010-01-22",4360
"771","2010-01-25",4180
"772","2010-01-26",4220
"773","2010-01-27",4320
"774","2010-01-28",4350
"775","2010-01-29",4120
"776","2010-02-01",3990
"777","2010-02-02",3980
"778","2010-02-03",4060
"779","2010-02-04",3950
"780","2010-02-05",3930
"781","2010-02-08",4080
"782","2010-02-09",4000
"783","2010-02-10",3920
"784","2010-02-11",3770
"785","2010-02-12",3720
"786","2010-02-16",3760
"787","2010-02-17",3930
"788","2010-02-18",4020
"789","2010-02-19",4240
"790","2010-02-22",4270
"791","2010-02-23",4130
"792","2010-02-24",4010
"793","2010-02-25",4220
"794","2010-02-26",4310
"795","2010-03-01",4450
"796","2010-03-02",4630
"797","2010-03-03",4730
"798","2010-03-04",4710
"799","2010-03-05",4580
"800","2010-03-08",4350
"801","2010-03-09",4170
"802","2010-03-10",4240
"803","2010-03-11",4170
"804","2010-03-12",4010
"805","2010-03-15",3970
"806","2010-03-16",3490
"807","2010-03-17",3630
"808","2010-03-18",3590
"809","2010-03-19",3000
"810","2010-03-22",3000
"811","2010-03-23",3180
"812","2010-03-24",3470
"813","2010-03-25",3470
"814","2010-03-26",3590
"815","2010-03-29",3480
"816","2010-03-30",3320
"817","2010-03-31",3320
"818","2010-04-01",3440
"819","2010-04-05",3550
"820","2010-04-06",3600
"821","2010-04-07",3600
"822","2010-04-08",3550
"823","2010-04-09",3500
"824","2010-04-12",3380
"825","2010-04-13",3320
"826","2010-04-14",3290
"827","2010-04-15",3130
"828","2010-04-16",2990
"829","2010-04-19",3290
"830","2010-04-20",3150
"831","2010-04-21",3260
"832","2010-04-22",3420
"833","2010-04-23",3390
"834","2010-04-26",3250
"835","2010-04-27",3090
"836","2010-04-28",3110
"837","2010-04-29",3140
"838","2010-04-30",3080
"839","2010-05-03",3050
"840","2010-05-04",3030
"841","2010-05-05",2850
"842","2010-05-06",2550
"843","2010-05-07",2520
"844","2010-05-10",2500
"845","2010-05-11",2670
"846","2010-05-12",2740
"847","2010-05-13",2640
"848","2010-05-14",2610
"849","2010-05-17",2790
"850","2010-05-18",2600
"851","2010-05-19",1970
"852","2010-05-20",1930
"853","2010-05-21",1840
"854","2010-05-24",2080
"855","2010-05-25",2210
"856","2010-05-26",2250
"857","2010-05-27",2270
"858","2010-05-28",2250
"859","2010-06-01",2210
"860","2010-06-02",2090
"861","2010-06-03",2080
"862","2010-06-04",1790
"863","2010-06-07",1670
"864","2010-06-08",1700
"865","2010-06-09",1630
"866","2010-06-10",1690
"867","2010-06-11",1730
"868","2010-06-14",1770
"869","2010-06-15",1900
"870","2010-06-16",2040
"871","2010-06-17",2020
"872","2010-06-18",1980
"873","2010-06-21",2150
"874","2010-06-22",1940
"875","2010-06-23",1730
"876","2010-06-24",1900
"877","2010-06-25",1900
"878","2010-06-28",1900
"879","2010-06-29",1750
"880","2010-06-30",1770
"881","2010-07-01",1800
"882","2010-07-02",1770
"883","2010-07-06",1590
"884","2010-07-07",1580
"885","2010-07-08",1560
"886","2010-07-09",1790
"887","2010-07-12",1750
"888","2010-07-13",1910
"889","2010-07-14",1870
"890","2010-07-15",1880
"891","2010-07-16",1700
"892","2010-07-19",1640
"893","2010-07-20",1630
"894","2010-07-21",1630
"895","2010-07-22",1810
"896","2010-07-23",1900
"897","2010-07-26",1740
"898","2010-07-27",1820
"899","2010-07-28",1960
"900","2010-07-29",1890
"901","2010-07-30",1820
"902","2010-08-02",1820
"903","2010-08-03",1780
"904","2010-08-04",1810
"905","2010-08-05",1750
"906","2010-08-06",1780
"907","2010-08-09",1710
"908","2010-08-10",1680
"909","2010-08-11",1600
"910","2010-08-12",1630
"911","2010-08-13",1460
"912","2010-08-16",1600
"913","2010-08-17",1610
"914","2010-08-18",2250
"915","2010-08-19",2270
"916","2010-08-20",2170
"917","2010-08-23",1960
"918","2010-08-24",1950
"919","2010-08-25",1910
"920","2010-08-26",1870
"921","2010-08-27",1940
"922","2010-08-30",2020
"923","2010-08-31",2000
"924","2010-09-01",2000
"925","2010-09-02",2040
"926","2010-09-03",2000
"927","2010-09-07",1960
"928","2010-09-08",1970
"929","2010-09-09",1860
"930","2010-09-10",1860
"931","2010-09-13",1880
"932","2010-09-14",1860
"933","2010-09-15",1900
"934","2010-09-16",1830
"935","2010-09-17",1800
"936","2010-09-20",1940
"937","2010-09-21",1910
"938","2010-09-22",1850
"939","2010-09-23",1900
"940","2010-09-24",1890
"941","2010-09-27",1860
"942","2010-09-28",1890
"943","2010-09-29",1880
"944","2010-09-30",1880
"945","2010-10-01",1830
"946","2010-10-04",1820
"947","2010-10-05",1870
"948","2010-10-06",1950
"949","2010-10-07",2100
"950","2010-10-08",2170
"951","2010-10-11",2310
"952","2010-10-12",2330
"953","2010-10-13",2370
"954","2010-10-14",2320
"955","2010-10-15",2400
"956","2010-10-18",2560
"957","2010-10-19",2400
"958","2010-10-20",2370
"959","2010-10-21",2420
"960","2010-10-22",2570
"961","2010-10-25",2530
"962","2010-10-26",2510
"963","2010-10-27",2540
"964","2010-10-28",2390
"965","2010-10-29",2340
"966","2010-11-01",2270
"967","2010-11-02",2320
"968","2010-11-03",2380
"969","2010-11-04",2370
"970","2010-11-05",2340
"971","2010-11-08",2360
"972","2010-11-09",2540
"973","2010-11-10",2910
"974","2010-11-11",3160
"975","2010-11-12",3020
"976","2010-11-15",3340
"977","2010-11-16",3400
"978","2010-11-17",3230
"979","2010-11-18",2950
"980","2010-11-19",2980
"981","2010-11-22",3250
"982","2010-11-23",3350
"983","2010-11-24",3360
"984","2010-11-26",3430
"985","2010-11-29",3470
"986","2010-11-30",3490
"987","2010-12-01",3580
"988","2010-12-02",3480
"989","2010-12-03",3600
"990","2010-12-06",3650
"991","2010-12-07",3690
"992","2010-12-08",3710
"993","2010-12-09",3980
"994","2010-12-10",4330
"995","2010-12-13",4390
"996","2010-12-14",4250
"997","2010-12-15",4050
"998","2010-12-16",4150
"999","2010-12-17",4750
"1000","2010-12-20",4930
"1001","2010-12-21",5000
"1002","2010-12-22",5020
"1003","2010-12-23",4810
"1004","2010-12-27",4880
"1005","2010-12-28",5900
"1006","2010-12-29",6200
"1007","2010-12-30",6170
"1008","2010-12-31",6110
"1009","2011-01-03",5960
"1010","2011-01-04",5460
"1011","2011-01-05",5730
"1012","2011-01-06",5820
"1013","2011-01-07",5850
"1014","2011-01-10",6120
"1015","2011-01-11",5990
"1016","2011-01-12",6250
"1017","2011-01-13",7150
"1018","2011-01-14",7210
"1019","2011-01-18",6800
"1020","2011-01-19",6350
"1021","2011-01-20",6230
"1022","2011-01-21",6230
"1023","2011-01-24",6710
"1024","2011-01-25",6610
"1025","2011-01-26",6950
"1026","2011-01-27",6930
"1027","2011-01-28",6450
"1028","2011-01-31",6190
"1029","2011-02-01",6260
"1030","2011-02-02",6190
"1031","2011-02-03",6170
"1032","2011-02-04",6090
"1033","2011-02-07",6580
"1034","2011-02-08",7600
"1035","2011-02-09",7410
"1036","2011-02-10",7230
"1037","2011-02-11",6960
"1038","2011-02-14",7010
"1039","2011-02-15",7160
"1040","2011-02-16",7410
"1041","2011-02-17",7370
"1042","2011-02-18",7140
"1043","2011-02-22",6680
"1044","2011-02-23",6160
"1045","2011-02-24",6260
"1046","2011-02-25",6780
"1047","2011-02-28",6690
"1048","2011-03-01",6510
"1049","2011-03-02",6420
"1050","2011-03-03",6740
"1051","2011-03-04",6800
"1052","2011-03-07",6660
"1053","2011-03-08",6590
"1054","2011-03-09",6620
"1055","2011-03-10",6630
"1056","2011-03-11",6590
"1057","2011-03-14",7160
"1058","2011-03-15",6990
"1059","2011-03-16",6980
"1060","2011-03-17",6500
"1061","2011-03-18",6620
"1062","2011-03-21",6850
"1063","2011-03-22",6740
"1064","2011-03-23",6670
"1065","2011-03-24",6730
"1066","2011-03-25",6950
"1067","2011-03-28",6600
"1068","2011-03-29",6860
"1069","2011-03-30",6080
"1070","2011-03-31",6360
"1071","2011-04-01",5790
"1072","2011-04-04",5600
"1073","2011-04-05",5420
"1074","2011-04-06",6030
"1075","2011-04-07",5860
"1076","2011-04-08",5870
"1077","2011-04-11",5850
"1078","2011-04-12",5680
"1079","2011-04-13",5570
"1080","2011-04-14",5660
"1081","2011-04-15",5730
