"","date","LAZY"
"169","2018-11-15",5.36
"170","2018-11-16",4.95
"171","2018-11-19",5.3
"172","2018-11-20",5.15
"173","2018-11-21",5.13
"174","2018-11-23",4.85
"175","2018-11-26",5.13
"176","2018-11-27",5.1
"177","2018-11-28",5.61
"178","2018-11-29",5.48
"179","2018-11-30",5.29
"180","2018-12-03",5.54
"181","2018-12-04",5.523
"182","2018-12-06",5.24
"183","2018-12-07",5.5
"184","2018-12-10",5.445
"185","2018-12-11",5.235
"186","2018-12-12",5.14
"187","2018-12-13",5.26
"188","2018-12-14",5.81
"189","2018-12-17",5.286
"190","2018-12-18",5.21
"191","2018-12-19",4.93
"192","2018-12-20",4.67
"193","2018-12-21",4.962
"194","2018-12-24",5.09
"195","2018-12-26",5.05
"196","2018-12-27",5.335
"197","2018-12-28",5.27
"198","2018-12-31",5.4
"199","2019-01-02",5.98
"200","2019-01-03",5.75
"201","2019-01-04",5.695
"202","2019-01-07",6.13
"203","2019-01-08",6.36
"204","2019-01-09",6.32
"205","2019-01-10",6.468
"206","2019-01-11",6.26
"207","2019-01-14",6.39
"208","2019-01-15",6.51
"209","2019-01-16",6.5
"210","2019-01-17",6.45
"211","2019-01-18",6.85
"212","2019-01-22",6.5
"213","2019-01-23",6.75
"214","2019-01-24",6.78
"215","2019-01-25",6.11
"216","2019-01-28",6.42
"217","2019-01-29",6.46
"218","2019-01-30",6.25
"219","2019-01-31",6.15
"220","2019-02-01",6.15
"221","2019-02-04",6.15
"222","2019-02-05",6.53
"223","2019-02-06",6.53
"224","2019-02-07",6.21
"225","2019-02-08",6.22
"226","2019-02-11",6.49
"227","2019-02-12",6.47
"228","2019-02-13",6.4
"229","2019-02-14",6.25
"230","2019-02-15",6.21
"231","2019-02-19",6.338
"232","2019-02-20",6.15
"233","2019-02-21",6.15
"234","2019-02-22",6.28
"235","2019-02-25",6.245
"236","2019-02-26",6.27
"237","2019-02-27",5.81
"238","2019-02-28",5.8
"239","2019-03-01",5.94
"240","2019-03-04",5.42
"241","2019-03-05",5.71
"242","2019-03-06",5.58
"243","2019-03-07",5.6
"244","2019-03-08",5.74
"245","2019-03-11",5.56
"246","2019-03-12",5.56
"247","2019-03-13",5.488
"248","2019-03-14",5.56
"249","2019-03-15",5.7
"250","2019-03-18",5.69
"251","2019-03-19",5.55
"252","2019-03-20",5.44
"253","2019-03-21",5.21
"254","2019-03-22",5.02
"255","2019-03-25",4.55
"256","2019-03-26",4.56
"257","2019-03-27",4.5
"258","2019-03-28",4.74
"259","2019-03-29",4.74
"260","2019-04-01",4.6
"261","2019-04-02",4.65
"262","2019-04-03",4.65
"263","2019-04-04",4.599
"264","2019-04-05",4.573
"265","2019-04-08",4.55
"266","2019-04-09",4.527
"267","2019-04-10",4.5
"268","2019-04-11",4.43
"269","2019-04-12",4.42
"270","2019-04-15",4.59
"271","2019-04-16",4.52
"272","2019-04-17",4.65
"273","2019-04-18",4.52
"274","2019-04-22",4.65
"275","2019-04-23",4.847
"276","2019-04-24",4.95
"277","2019-04-25",4.85
"278","2019-04-26",4.85
"279","2019-04-29",4.83
"280","2019-04-30",4.58
"281","2019-05-01",4.699
"282","2019-05-02",4.6
"283","2019-05-03",4.771
"284","2019-05-06",4.69
"285","2019-05-07",4.95
"286","2019-05-08",4.8
"287","2019-05-09",4.53
"288","2019-05-10",4.53
"289","2019-05-13",4.55
"290","2019-05-14",4.495
"291","2019-05-15",4.96
"292","2019-05-16",5.64
"293","2019-05-17",5.64
"294","2019-05-20",5.64
"295","2019-05-21",5.407
"296","2019-05-22",5.12
"297","2019-05-23",5.3
"298","2019-05-24",5.2
"299","2019-05-28",4.995
"300","2019-05-29",4.96
"301","2019-05-30",4.91
"302","2019-05-31",5.26
"303","2019-06-03",5.156
"304","2019-06-04",5.055
"305","2019-06-05",5.055
"306","2019-06-06",5.055
"307","2019-06-07",5.185
"308","2019-06-10",5.185
"309","2019-06-11",5.11
"310","2019-06-12",5.05
"311","2019-06-13",5
"312","2019-06-14",5.25
"313","2019-06-17",5.13
"314","2019-06-18",4.949
"315","2019-06-19",4.89
"316","2019-06-20",4.73
"317","2019-06-21",4.96
"318","2019-06-24",4.72
"319","2019-06-25",5.35
"320","2019-06-26",4.941
"321","2019-06-27",5.022
"322","2019-06-28",5
"323","2019-07-01",5.4
"324","2019-07-02",5.16
"325","2019-07-03",5.16
"326","2019-07-05",5.16
"327","2019-07-08",5.04
"328","2019-07-09",5.05
"329","2019-07-10",5.29
"330","2019-07-11",5.3
"331","2019-07-12",5.25
"332","2019-07-15",5
"333","2019-07-16",5.04
"334","2019-07-17",4.95
"335","2019-07-18",4.95
"336","2019-07-19",5.132
"337","2019-07-22",5.05
"338","2019-07-23",5.05
"339","2019-07-24",5.05
"340","2019-07-25",5.05
"341","2019-07-26",5.25
"342","2019-07-29",4.99
"343","2019-07-30",5.05
"344","2019-07-31",5.05
"345","2019-08-01",5.05
"346","2019-08-02",5.22
"347","2019-08-05",5.22
"348","2019-08-06",4.9
"349","2019-08-07",5.02
"350","2019-08-08",5.02
"351","2019-08-09",4.62
"352","2019-08-12",4.37
"353","2019-08-13",4.814
"354","2019-08-14",4.52
"355","2019-08-15",4.52
"356","2019-08-16",4.524
"357","2019-08-19",4.5
"358","2019-08-20",4.59
"359","2019-08-21",4.6
"360","2019-08-22",4.6
"361","2019-08-23",4.66
"362","2019-08-26",4.74
"363","2019-08-27",4.74
"364","2019-08-28",4.74
"365","2019-08-29",4.877
"366","2019-08-30",4.75
"367","2019-09-03",4.75
"368","2019-09-04",4.56
"369","2019-09-05",4.62
"370","2019-09-06",4.55
"371","2019-09-09",4.52
"372","2019-09-10",4.74
"373","2019-09-11",4.51
"374","2019-09-12",4.52
"375","2019-09-13",4.56
"376","2019-09-16",4.5
"377","2019-09-17",4.5
"378","2019-09-18",4.5
"379","2019-09-19",4.5
"380","2019-09-20",4.59
"381","2019-09-23",4.51
"382","2019-09-24",4.88
"383","2019-09-25",4.8
"384","2019-09-26",4.8
"385","2019-09-27",4.65
"386","2019-09-30",4.76
"387","2019-10-01",4.76
"388","2019-10-02",4.57
"389","2019-10-03",4.98
"390","2019-10-04",4.85
"391","2019-10-07",4.63
"392","2019-10-08",4.63
"393","2019-10-09",4.73
"394","2019-10-10",4.35
"395","2019-10-11",4.6
"396","2019-10-14",4.6
"397","2019-10-15",4.6
"398","2019-10-16",4.53
"399","2019-10-17",4.45
"400","2019-10-18",4.45
"401","2019-10-21",4.45
"402","2019-10-22",4.45
"403","2019-10-23",4.363
"404","2019-10-24",4.32
"405","2019-10-25",4.2
"406","2019-10-28",4.05
"407","2019-10-29",4.23
"408","2019-10-30",4.04
"409","2019-10-31",3.96
"410","2019-11-01",3.95
"411","2019-11-04",3.89
"412","2019-11-05",3.723
"413","2019-11-06",3.82
"414","2019-11-07",4.37
"415","2019-11-08",4.37
"416","2019-11-11",4.38
"417","2019-11-12",4.72
"418","2019-11-13",4.64
"419","2019-11-14",4.53
"420","2019-11-15",4.615
"421","2019-11-18",4.565
"422","2019-11-19",4.6
"423","2019-11-20",4.5
"424","2019-11-21",4.51
"425","2019-11-22",4.3
"426","2019-11-25",4.36
"427","2019-11-26",4.4
"428","2019-11-27",4.2
"429","2019-11-29",4.16
"430","2019-12-02",4.22
"431","2019-12-03",4.11
"432","2019-12-04",4
"433","2019-12-05",4.03
"434","2019-12-06",3.9
"435","2019-12-09",4.26
"436","2019-12-10",4.3
"437","2019-12-11",4.1
"438","2019-12-12",4.02
"439","2019-12-13",3.9
"440","2019-12-16",4.58
"441","2019-12-17",4.42
"442","2019-12-18",4.42
"443","2019-12-19",4.41
"444","2019-12-20",4.6
"445","2019-12-23",4.45
"446","2019-12-24",4.367
"447","2019-12-26",4.292
"448","2019-12-27",4.35
"449","2019-12-30",4.445
"450","2019-12-31",4.1
"451","2020-01-02",4.251
"452","2020-01-03",4.14
"453","2020-01-06",4.16
"454","2020-01-07",4.175
"455","2020-01-08",4.28
"456","2020-01-09",4.28
"457","2020-01-10",4.289
"458","2020-01-13",4.31
"459","2020-01-14",4.4
"460","2020-01-15",4.25
"461","2020-01-16",4.25
"462","2020-01-17",4.436
"463","2020-01-21",4.395
"464","2020-01-22",4.44
"465","2020-01-23",4.388
"466","2020-01-24",4.67
"467","2020-01-27",4.13
"468","2020-01-28",4.377
"469","2020-01-29",4.25
"470","2020-01-30",4.24
"471","2020-01-31",4.187
"472","2020-02-03",4.15
"473","2020-02-04",4.18
"474","2020-02-05",4.13
"475","2020-02-06",4.15
"476","2020-02-07",4.15
"477","2020-02-10",4.18
"478","2020-02-11",4.2
"479","2020-02-12",4.245
"480","2020-02-13",4.2
"481","2020-02-14",4.21
"482","2020-02-18",4.243
"483","2020-02-19",4.18
"484","2020-02-20",4.2
"485","2020-02-21",4.22
"486","2020-02-24",4.2
"487","2020-02-25",4.2
"488","2020-02-26",4.2
"489","2020-02-27",3.98
"490","2020-02-28",3.96
"491","2020-03-02",3.96
"492","2020-03-03",3.88
"493","2020-03-04",3.88
"494","2020-03-05",3.953
"495","2020-03-06",3.76
"496","2020-03-09",3.56
"497","2020-03-10",3.61
"498","2020-03-11",3.35
"499","2020-03-12",3.204
"500","2020-03-13",3.291
"501","2020-03-16",2.65
"502","2020-03-17",2.839
"503","2020-03-18",2.7
"504","2020-03-19",2.524
"505","2020-03-20",2.12
"506","2020-03-23",1.82
"507","2020-03-24",2.47
"508","2020-03-25",2.23
"509","2020-03-26",2.04
"510","2020-03-27",2
"511","2020-03-30",2.16
"512","2020-03-31",2.06
"513","2020-04-01",1.94
"514","2020-04-02",1.96
"515","2020-04-03",1.69
"516","2020-04-06",1.81
"517","2020-04-07",2.29
"518","2020-04-08",2.15
"519","2020-04-09",2.38
"520","2020-04-13",2.314
"521","2020-04-14",2.4
"522","2020-04-15",2.44
"523","2020-04-16",2.36
"524","2020-04-17",2.3
"525","2020-04-20",2.13
"526","2020-04-21",2.22
"527","2020-04-22",2.37
"528","2020-04-23",2.25
"529","2020-04-24",2.3
"530","2020-04-27",2.67
"531","2020-04-28",2.76
"532","2020-04-29",3.523
"533","2020-04-30",3.274
"534","2020-05-01",2.99
"535","2020-05-04",3.165
"536","2020-05-05",3.2
"537","2020-05-06",3.2
"538","2020-05-07",3.317
"539","2020-05-08",3.95
"540","2020-05-11",4.4
"541","2020-05-12",4.15
"542","2020-05-13",3.67
"543","2020-05-14",3.75
"544","2020-05-15",4
"545","2020-05-18",4.3
"546","2020-05-19",4.38
"547","2020-05-20",5.09
"548","2020-05-21",5.81
"549","2020-05-22",5.95
"550","2020-05-26",6.43
"551","2020-05-27",7.12
"552","2020-05-28",6.5
"553","2020-05-29",6.08
"554","2020-06-01",6.3
"555","2020-06-02",6.1
"556","2020-06-03",6.25
"557","2020-06-04",5.97
"558","2020-06-05",6.4
"559","2020-06-08",7.16
"560","2020-06-09",7.06
"561","2020-06-10",8.54
"562","2020-06-11",7.5
"563","2020-06-12",7.961
"564","2020-06-15",8.07
"565","2020-06-16",8.12
"566","2020-06-17",7.905
"567","2020-06-18",7.95
"568","2020-06-19",7.86
"569","2020-06-22",7.87
"570","2020-06-23",7.91
"571","2020-06-24",7.54
"572","2020-06-25",7.51
"573","2020-06-26",7.66
"574","2020-06-29",7.39
"575","2020-06-30",8.71
"576","2020-07-01",8.1
"577","2020-07-02",8.51
"578","2020-07-06",8.69
"579","2020-07-07",8.4
"580","2020-07-08",8.62
"581","2020-07-09",8.42
"582","2020-07-10",9.96
"583","2020-07-13",10.6
"584","2020-07-14",10.35
"585","2020-07-15",10.36
"586","2020-07-16",9.81
"587","2020-07-17",10.75
"588","2020-07-20",10.52
"589","2020-07-21",11.09
"590","2020-07-22",11.82
"591","2020-07-23",11.5
"592","2020-07-24",12.15
"593","2020-07-27",13.33
"594","2020-07-28",13.51
"595","2020-07-29",13.29
"596","2020-07-30",12.16
"597","2020-07-31",12.8
"598","2020-08-03",13.62
"599","2020-08-04",12.99
"600","2020-08-05",13.42
"601","2020-08-06",12.66
"602","2020-08-07",12.95
"603","2020-08-10",14.38
"604","2020-08-11",14.1
"605","2020-08-12",14.68
"606","2020-08-13",15.32
"607","2020-08-14",14.97
"608","2020-08-17",15.55
"609","2020-08-18",15
"610","2020-08-19",14.64
"611","2020-08-20",13.72
"612","2020-08-21",12.77
"613","2020-08-24",12
"614","2020-08-25",12.59
"615","2020-08-26",12.78
"616","2020-08-27",12.23
"617","2020-08-28",12.28
"618","2020-08-31",10.88
"619","2020-09-01",12.01
"620","2020-09-02",13.6
"621","2020-09-03",12.44
"622","2020-09-04",12.96
"623","2020-09-08",13.09
"624","2020-09-09",13.63
"625","2020-09-10",13.52
"626","2020-09-11",13.39
"627","2020-09-14",13.74
"628","2020-09-15",13.44
"629","2020-09-16",13.17
"630","2020-09-17",13.3
"631","2020-09-18",13.18
"632","2020-09-21",12.91
"633","2020-09-22",13.17
"634","2020-09-23",12.75
"635","2020-09-24",11.96
"636","2020-09-25",11.79
"637","2020-09-28",12.06
"638","2020-09-29",11.8
"639","2020-09-30",12.68
"640","2020-10-01",12.7
"641","2020-10-02",12.46
"642","2020-10-05",12.66
"643","2020-10-06",13.26
"644","2020-10-07",14
"645","2020-10-08",14.16
"646","2020-10-09",13.78
"647","2020-10-12",15.34
"648","2020-10-13",16.799999
"649","2020-10-14",15.28
"650","2020-10-15",14.19
"651","2020-10-16",17.190001
"652","2020-10-19",17.01
"653","2020-10-20",16.620001
"654","2020-10-21",15.29
"655","2020-10-22",15.57
"656","2020-10-23",15.22
"657","2020-10-26",14.53
"658","2020-10-27",14.11
"659","2020-10-28",14.34
"660","2020-10-29",14.48
"661","2020-10-30",13.88
"662","2020-11-02",14.07
"663","2020-11-03",15.4
"664","2020-11-04",15.55
"665","2020-11-05",16.459999
"666","2020-11-06",15.75
"667","2020-11-09",13.44
"668","2020-11-10",14.01
"669","2020-11-11",14.23
"670","2020-11-12",14.31
"671","2020-11-13",14.71
"672","2020-11-16",15.09
"673","2020-11-17",15.14
"674","2020-11-18",14.81
"675","2020-11-19",14.09
"676","2020-11-20",13.57
"677","2020-11-23",14.15
"678","2020-11-24",14.52
"679","2020-11-25",15.3
"680","2020-11-27",16.030001
