"","date","APM"
"296","2020-02-21",14.45
"297","2020-02-24",14.04
"298","2020-02-25",14.4
"299","2020-02-26",6.7
"300","2020-02-27",6.3
"301","2020-02-28",6
"302","2020-03-02",5.82
"303","2020-03-03",5.64
"304","2020-03-04",4.95
"305","2020-03-05",4.2
"306","2020-03-06",4.12
"307","2020-03-09",3.47
"308","2020-03-10",3.345
"309","2020-03-11",2.93
"310","2020-03-12",2.57
"311","2020-03-13",2.65
"312","2020-03-16",2.12
"313","2020-03-17",2.06
"314","2020-03-18",2.33
"315","2020-03-19",2.488
"316","2020-03-20",2.68
"317","2020-03-23",2.3
"318","2020-03-24",2.41
"319","2020-03-25",2.59
"320","2020-03-26",2.72
"321","2020-03-27",2.8
"322","2020-03-30",3.01
"323","2020-03-31",3.65
"324","2020-04-01",3.86
"325","2020-04-02",3.165
"326","2020-04-03",2.81
"327","2020-04-06",2.93
"328","2020-04-07",2.86
"329","2020-04-08",3.03
"330","2020-04-09",3.05
"331","2020-04-13",3.06
"332","2020-04-14",3.64
"333","2020-04-15",3.58
"334","2020-04-16",3.27
"335","2020-04-17",3.62
"336","2020-04-20",3.4
"337","2020-04-21",3.36
"338","2020-04-22",3.23
"339","2020-04-23",3.246
"340","2020-04-24",3.51
"341","2020-04-27",3.496
"342","2020-04-28",3.4
"343","2020-04-29",3.63
"344","2020-04-30",3.46
"345","2020-05-01",3.183
"346","2020-05-04",3.32
"347","2020-05-05",3.165
"348","2020-05-06",3.136
"349","2020-05-07",3.21
"350","2020-05-08",3.2
"351","2020-05-11",3.05
"352","2020-05-12",3.19
"353","2020-05-13",3.408
"354","2020-05-14",3.43
"355","2020-05-15",3.16
"356","2020-05-18",3.2
"357","2020-05-19",3.26
"358","2020-05-20",3.17
"359","2020-05-21",3.13
"360","2020-05-22",3.16
"361","2020-05-26",3.07
"362","2020-05-27",3.15
"363","2020-05-28",3.08
"364","2020-05-29",3.078
"365","2020-06-01",3.08
"366","2020-06-02",3.12
"367","2020-06-03",3.14
"368","2020-06-04",3.146
"369","2020-06-05",3.35
"370","2020-06-08",3.574
"371","2020-06-09",4.7
"372","2020-06-10",4.2
"373","2020-06-11",3.6
"374","2020-06-12",3.75
"375","2020-06-15",4.19
"376","2020-06-16",3.819
"377","2020-06-17",3.91
"378","2020-06-18",4.18
"379","2020-06-19",4.26
"380","2020-06-22",4.26
"381","2020-06-23",4.08
"382","2020-06-24",3.74
"383","2020-06-25",3.41
"384","2020-06-26",3.5
"385","2020-06-29",3.63
"386","2020-06-30",3.79
"387","2020-07-01",3.78
"388","2020-07-02",3.81
"389","2020-07-06",3.6
"390","2020-07-07",3.4
"391","2020-07-08",3.45
"392","2020-07-09",3.44
"393","2020-07-10",3.47
"394","2020-07-13",3.26
"395","2020-07-14",3.12
"396","2020-07-15",3.35
"397","2020-07-16",3.44
"398","2020-07-17",3.7
"399","2020-07-20",3.5
"400","2020-07-21",3.65
"401","2020-07-22",3.76
"402","2020-07-23",3.72
"403","2020-07-24",3.62
"404","2020-07-27",3.41
"405","2020-07-28",3.5
"406","2020-07-29",3.72
"407","2020-07-30",3.74
"408","2020-07-31",3.79
"409","2020-08-03",3.75
"410","2020-08-04",3.67
"411","2020-08-05",3.68
"412","2020-08-06",3.55
"413","2020-08-07",3.54
"414","2020-08-10",3.69
"415","2020-08-11",3.52
"416","2020-08-12",3.44
"417","2020-08-13",3.47
"418","2020-08-14",3.32
"419","2020-08-17",3.34
"420","2020-08-18",3.32
"421","2020-08-19",3.28
"422","2020-08-20",3.18
"423","2020-08-21",2.84
"424","2020-08-24",2.8
"425","2020-08-25",2.81
"426","2020-08-26",2.98
"427","2020-08-27",2.11
"428","2020-08-28",2.12
"429","2020-08-31",2.03
"430","2020-09-01",2.05
"431","2020-09-02",1.78
"432","2020-09-03",1.7
"433","2020-09-04",1.6
"434","2020-09-08",1.6
"435","2020-09-09",1.55
"436","2020-09-10",1.76
"437","2020-09-11",1.76
"438","2020-09-14",1.66
"439","2020-09-15",1.58
"440","2020-09-16",1.7
"441","2020-09-17",1.7
"442","2020-09-18",1.69
"443","2020-09-21",1.63
"444","2020-09-22",1.61
"445","2020-09-23",1.44
"446","2020-09-24",1.25
"447","2020-09-25",1.31
"448","2020-09-28",1.22
"449","2020-09-29",4.76
"450","2020-09-30",2.68
"451","2020-10-01",2.89
"452","2020-10-02",2.58
"453","2020-10-05",2.81
"454","2020-10-06",2.69
"455","2020-10-07",2.73
"456","2020-10-08",2.85
"457","2020-10-09",2.85
"458","2020-10-12",2.77
"459","2020-10-13",2.79
"460","2020-10-14",2.82
"461","2020-10-15",2.76
"462","2020-10-16",2.76
"463","2020-10-19",2.64
"464","2020-10-20",2.6
"465","2020-10-21",2.31
"466","2020-10-22",2.3
"467","2020-10-23",2.25
"468","2020-10-26",2.05
"469","2020-10-27",2.06
"470","2020-10-28",2.04
"471","2020-10-29",2.26
"472","2020-10-30",2.1
"473","2020-11-02",2.1
"474","2020-11-03",2.14
"475","2020-11-04",2.1
"476","2020-11-05",2.09
"477","2020-11-06",2.03
"478","2020-11-09",2.09
"479","2020-11-10",2.03
"480","2020-11-11",2.05
"481","2020-11-12",2.12
"482","2020-11-13",2.19
"483","2020-11-16",2.19
"484","2020-11-17",2.2
"485","2020-11-18",2.41
"486","2020-11-19",2.41
"487","2020-11-20",2.33
"488","2020-11-23",2.35
"489","2020-11-24",2.4
"490","2020-11-25",2.33
"491","2020-11-27",2.46
