"","date","INSU"
"121","2019-11-21",9.91
"122","2019-11-22",9.91
"123","2019-11-25",9.91
"124","2019-11-26",9.91
"125","2019-11-27",9.91
"126","2019-11-29",9.91
"127","2019-12-02",9.91
"128","2019-12-03",9.91
"129","2019-12-04",9.91
"130","2019-12-05",9.91
"131","2019-12-06",9.91
"132","2019-12-09",9.91
"133","2019-12-10",9.91
"134","2019-12-11",9.91
"135","2019-12-12",10
"136","2019-12-13",10
"137","2019-12-16",10
"138","2019-12-17",10
"139","2019-12-18",10
"140","2019-12-19",10
"141","2019-12-20",10
"142","2019-12-23",10
"143","2019-12-24",10
"144","2019-12-26",10
"145","2019-12-27",10
"146","2019-12-30",10
"147","2019-12-31",10
"148","2020-01-02",10
"149","2020-01-03",10
"150","2020-01-06",10.05
"151","2020-01-07",10.08
"152","2020-01-08",10.05
"153","2020-01-09",10.05
"154","2020-01-10",10.05
"155","2020-01-13",10.05
"156","2020-01-14",10.05
"157","2020-01-15",10.05
"158","2020-01-16",10.05
"159","2020-01-17",10.05
"160","2020-01-21",10.05
"161","2020-01-22",10.05
"162","2020-01-23",10.05
"163","2020-01-24",10.05
"164","2020-01-27",10.05
"165","2020-01-28",10.05
"166","2020-01-29",10.06
"167","2020-01-30",10.06
"168","2020-01-31",10.06
"169","2020-02-03",10.06
"170","2020-02-04",10.06
"171","2020-02-05",10.07
"172","2020-02-06",10.07
"173","2020-02-07",10.07
"174","2020-02-10",10.07
"175","2020-02-11",10.07
"176","2020-02-12",10.08
"177","2020-02-13",10.08
"178","2020-02-14",10.08
"179","2020-02-18",10.08
"180","2020-02-19",10.08
"181","2020-02-20",10.08
"182","2020-02-21",10.08
"183","2020-02-24",10.08
"184","2020-02-25",10.09
"185","2020-02-26",10.09
"186","2020-02-27",10.09
"187","2020-02-28",10.09
"188","2020-03-02",10.09
"189","2020-03-03",10.09
"190","2020-03-04",10.09
"191","2020-03-05",10.09
"192","2020-03-06",10.09
"193","2020-03-09",10.09
"194","2020-03-10",10.05
"195","2020-03-11",10.05
"196","2020-03-12",9.99
"197","2020-03-13",10
"198","2020-03-16",10
"199","2020-03-17",9.8
"200","2020-03-18",9.855
"201","2020-03-19",9.8
"202","2020-03-20",9.8
"203","2020-03-23",9.85
"204","2020-03-24",9.94
"205","2020-03-25",9.95
"206","2020-03-26",10
"207","2020-03-27",10.04
"208","2020-03-30",10.04
"209","2020-03-31",10.06
"210","2020-04-01",10.06
"211","2020-04-02",10.06
"212","2020-04-03",10.01
"213","2020-04-06",10.05
"214","2020-04-07",10.05
"215","2020-04-08",10.05
"216","2020-04-09",10.05
"217","2020-04-13",10.05
"218","2020-04-14",10.05
"219","2020-04-15",10.05
"220","2020-04-16",10.05
"221","2020-04-17",10.59
"222","2020-04-20",10.07
"223","2020-04-21",10.07
"224","2020-04-22",10.07
"225","2020-04-23",10.07
"226","2020-04-24",10.07
"227","2020-04-27",10.09
"228","2020-04-28",10.09
"229","2020-04-29",10.09
"230","2020-04-30",10.07
"231","2020-05-01",10.07
"232","2020-05-04",10.07
"233","2020-05-05",10.07
"234","2020-05-06",10.07
"235","2020-05-07",10.07
"236","2020-05-08",10.07
"237","2020-05-11",10.07
"238","2020-05-12",10.07
"239","2020-05-13",10.07
"240","2020-05-14",10.07
"241","2020-05-15",10.07
"242","2020-05-18",10.07
"243","2020-05-19",10.07
"244","2020-05-20",10.07
"245","2020-05-21",10.07
"246","2020-05-22",10.07
"247","2020-05-26",10.07
"248","2020-05-27",10.07
"249","2020-05-28",10.07
"250","2020-05-29",10.07
"251","2020-06-01",10.07
"252","2020-06-02",10.08
"253","2020-06-03",10.1
"254","2020-06-04",10.14
"255","2020-06-05",10.15
"256","2020-06-08",10.15
"257","2020-06-09",10.43
"258","2020-06-10",10.395
"259","2020-06-11",10.395
"260","2020-06-12",10.13
"261","2020-06-15",10.25
"262","2020-06-16",10.25
"263","2020-06-17",10.2
"264","2020-06-18",10.235
"265","2020-06-19",11
"266","2020-06-22",12.5
"267","2020-06-23",12.5
"268","2020-06-24",12.1
"269","2020-06-25",11.45
"270","2020-06-26",11.55
"271","2020-06-29",13.54
"272","2020-06-30",12.96
"273","2020-07-01",12.58
"274","2020-07-02",12.5
"275","2020-07-06",13.01
"276","2020-07-07",12.43
"277","2020-07-08",12.18
"278","2020-07-09",12.09
"279","2020-07-10",12.55
"280","2020-07-13",12.21
"281","2020-07-14",11.73
"282","2020-07-15",11.63
"283","2020-07-16",11.2
"284","2020-07-17",11.25
"285","2020-07-20",11.35
"286","2020-07-21",11.54
"287","2020-07-22",11.65
"288","2020-07-23",11.6
"289","2020-07-24",11.64
"290","2020-07-27",11.16
"291","2020-07-28",11.16
"292","2020-07-29",11.18
"293","2020-07-30",10.93
"294","2020-07-31",10.71
"295","2020-08-03",10.8
"296","2020-08-04",10.64
"297","2020-08-05",11.19
"298","2020-08-06",11.44
"299","2020-08-07",11.35
"300","2020-08-10",11.6
"301","2020-08-11",11.45
"302","2020-08-12",11.68
"303","2020-08-13",11.6
"304","2020-08-14",11.44
"305","2020-08-17",11.5
"306","2020-08-18",11.68
"307","2020-08-19",11.88
"308","2020-08-20",12.13
"309","2020-08-21",11.95
"310","2020-08-24",12.06
"311","2020-08-25",12.12
"312","2020-08-26",12.095
"313","2020-08-27",12.35
"314","2020-08-28",12.99
"315","2020-08-31",13.4
"316","2020-09-01",13.98
"317","2020-09-02",13.75
"318","2020-09-03",12.86
"319","2020-09-04",13.5
"320","2020-09-08",13.4
"321","2020-09-09",13
"322","2020-09-10",12.85
"323","2020-09-11",12.77
"324","2020-09-14",12.84
"325","2020-09-15",12.86
"326","2020-09-16",12.32
"327","2020-09-17",12.08
"328","2020-09-18",12.17
"329","2020-09-21",11.59
"330","2020-09-22",12.67
"331","2020-09-23",12.22
"332","2020-09-24",11.85
"333","2020-09-25",11.98
"334","2020-09-28",11.95
"335","2020-09-29",12.1
"336","2020-09-30",11.81
"337","2020-10-01",11.64
"338","2020-10-02",11.67
"339","2020-10-05",11.26
"340","2020-10-06",11
"341","2020-10-07",11.1
"342","2020-10-08",10.94
"343","2020-10-09",11.32
"344","2020-10-12",11.31
"345","2020-10-13",11.98
"346","2020-10-14",11.66
"347","2020-10-15",NA
"348","2020-10-16",NA
"349","2020-10-19",NA
"350","2020-10-20",NA
"351","2020-10-21",NA
"352","2020-10-22",NA
"353","2020-10-23",NA
"354","2020-10-26",NA
"355","2020-10-27",NA
"356","2020-10-28",NA
"357","2020-10-29",NA
"358","2020-10-30",NA
"359","2020-11-02",NA
"360","2020-11-03",NA
"361","2020-11-04",NA
"362","2020-11-05",NA
"363","2020-11-06",NA
"364","2020-11-09",NA
"365","2020-11-10",NA
"366","2020-11-11",NA
"367","2020-11-12",NA
"368","2020-11-13",NA
"369","2020-11-16",NA
"370","2020-11-17",NA
"371","2020-11-18",NA
"372","2020-11-19",NA
"373","2020-11-20",NA
"374","2020-11-23",NA
"375","2020-11-24",NA
"376","2020-11-25",NA
