"","date","BY"
"103","2017-11-24",19.73
"104","2017-11-27",19.809999
"105","2017-11-28",20.540001
"106","2017-11-29",21.120001
"107","2017-11-30",21.35
"108","2017-12-01",21.93
"109","2017-12-04",22.93
"110","2017-12-05",23.17
"111","2017-12-06",22.68
"112","2017-12-07",22.129999
"113","2017-12-08",21.99
"114","2017-12-11",21.290001
"115","2017-12-12",21.15
"116","2017-12-13",21.35
"117","2017-12-14",21.17
"118","2017-12-15",21.51
"119","2017-12-18",21.82
"120","2017-12-19",21.91
"121","2017-12-20",21.83
"122","2017-12-21",21.76
"123","2017-12-22",21.58
"124","2017-12-26",21.57
"125","2017-12-27",22.92
"126","2017-12-28",22.99
"127","2017-12-29",22.969999
"128","2018-01-02",22.860001
"129","2018-01-03",22.35
"130","2018-01-04",22.040001
"131","2018-01-05",22.16
"132","2018-01-08",22.219999
"133","2018-01-09",22.5
"134","2018-01-10",22.530001
"135","2018-01-11",22.75
"136","2018-01-12",23.049999
"137","2018-01-16",22.67
"138","2018-01-17",23.059999
"139","2018-01-18",22.639999
"140","2018-01-19",22.82
"141","2018-01-22",22.700001
"142","2018-01-23",22.809999
"143","2018-01-24",22.48
"144","2018-01-25",22.620001
"145","2018-01-26",22.68
"146","2018-01-29",22.790001
"147","2018-01-30",22.65
"148","2018-01-31",22.370001
"149","2018-02-01",22.639999
"150","2018-02-02",22.530001
"151","2018-02-05",21.9
"152","2018-02-06",22.17
"153","2018-02-07",22.459999
"154","2018-02-08",21.969999
"155","2018-02-09",21.99
"156","2018-02-12",21.809999
"157","2018-02-13",22.01
"158","2018-02-14",22.280001
"159","2018-02-15",22.42
"160","2018-02-16",22.41
"161","2018-02-20",22.440001
"162","2018-02-21",22.450001
"163","2018-02-22",22.77
"164","2018-02-23",22.9
"165","2018-02-26",23.200001
"166","2018-02-27",23.049999
"167","2018-02-28",23.059999
"168","2018-03-01",23.52
"169","2018-03-02",23.35
"170","2018-03-05",23.370001
"171","2018-03-06",23.360001
"172","2018-03-07",23.35
"173","2018-03-08",23.33
"174","2018-03-09",23.290001
"175","2018-03-12",23.17
"176","2018-03-13",23.01
"177","2018-03-14",23
"178","2018-03-15",22.969999
"179","2018-03-16",23.110001
"180","2018-03-19",23.16
"181","2018-03-20",24.309999
"182","2018-03-21",23.5
"183","2018-03-22",22.809999
"184","2018-03-23",22.15
"185","2018-03-26",23.129999
"186","2018-03-27",22.959999
"187","2018-03-28",23.059999
"188","2018-03-29",22.93
"189","2018-04-02",22.540001
"190","2018-04-03",23.09
"191","2018-04-04",23.01
"192","2018-04-05",23.25
"193","2018-04-06",23.139999
"194","2018-04-09",23.26
"195","2018-04-10",23.780001
"196","2018-04-11",22.92
"197","2018-04-12",22.98
"198","2018-04-13",22.799999
"199","2018-04-16",22.98
"200","2018-04-17",22.870001
"201","2018-04-18",22.91
"202","2018-04-19",23.16
"203","2018-04-20",22.9
"204","2018-04-23",22.940001
"205","2018-04-24",22.9
"206","2018-04-25",22.889999
"207","2018-04-26",22.879999
"208","2018-04-27",21.540001
"209","2018-04-30",21.25
"210","2018-05-01",21.530001
"211","2018-05-02",21.280001
"212","2018-05-03",20.99
"213","2018-05-04",21.08
"214","2018-05-07",21.15
"215","2018-05-08",21.299999
"216","2018-05-09",21.43
"217","2018-05-10",21.299999
"218","2018-05-11",21.34
"219","2018-05-14",21.18
"220","2018-05-15",21.799999
"221","2018-05-16",21.85
"222","2018-05-17",21.870001
"223","2018-05-18",21.809999
"224","2018-05-21",22.23
"225","2018-05-22",22.24
"226","2018-05-23",22.190001
"227","2018-05-24",22.24
"228","2018-05-25",22.23
"229","2018-05-29",21.83
"230","2018-05-30",21.84
"231","2018-05-31",21.620001
"232","2018-06-01",21.790001
"233","2018-06-04",22.02
"234","2018-06-05",21.84
"235","2018-06-06",22.049999
"236","2018-06-07",21.9
"237","2018-06-08",21.98
"238","2018-06-11",21.93
"239","2018-06-12",22.07
"240","2018-06-13",21.85
"241","2018-06-14",21.799999
"242","2018-06-15",21.860001
"243","2018-06-18",22.92
"244","2018-06-19",23.07
"245","2018-06-20",24
"246","2018-06-21",24.33
"247","2018-06-22",23.809999
"248","2018-06-25",23.129999
"249","2018-06-26",23.110001
"250","2018-06-27",22.709999
"251","2018-06-28",22.5
"252","2018-06-29",22.34
"253","2018-07-02",22.559999
"254","2018-07-03",22.389999
"255","2018-07-05",22.799999
"256","2018-07-06",22.879999
"257","2018-07-09",23.01
"258","2018-07-10",22.870001
"259","2018-07-11",22.51
"260","2018-07-12",22.59
"261","2018-07-13",22.360001
"262","2018-07-16",22.74
"263","2018-07-17",22.82
"264","2018-07-18",22.870001
"265","2018-07-19",22.82
"266","2018-07-20",22.9
"267","2018-07-23",23.030001
"268","2018-07-24",22.639999
"269","2018-07-25",22.440001
"270","2018-07-26",22.52
"271","2018-07-27",22.48
"272","2018-07-30",22.540001
"273","2018-07-31",22.540001
"274","2018-08-01",22.530001
"275","2018-08-02",22.549999
"276","2018-08-03",22.49
"277","2018-08-06",22.6
"278","2018-08-07",22.690001
"279","2018-08-08",22.83
"280","2018-08-09",23.110001
"281","2018-08-10",23.25
"282","2018-08-13",23.280001
"283","2018-08-14",23.440001
"284","2018-08-15",23.25
"285","2018-08-16",23.540001
"286","2018-08-17",23.85
"287","2018-08-20",23.360001
"288","2018-08-21",23.809999
"289","2018-08-22",24.049999
"290","2018-08-23",23.959999
"291","2018-08-24",24.059999
"292","2018-08-27",23.91
"293","2018-08-28",23.34
"294","2018-08-29",23.32
"295","2018-08-30",23.34
"296","2018-08-31",22.83
"297","2018-09-04",23.030001
"298","2018-09-05",23.09
"299","2018-09-06",23.02
"300","2018-09-07",23.23
"301","2018-09-10",23.16
"302","2018-09-11",23.02
"303","2018-09-12",22.93
"304","2018-09-13",22.85
"305","2018-09-14",22.950001
"306","2018-09-17",23
"307","2018-09-18",23.16
"308","2018-09-19",22.85
"309","2018-09-20",22.870001
"310","2018-09-21",23.219999
"311","2018-09-24",22.809999
"312","2018-09-25",22.629999
"313","2018-09-26",22.74
"314","2018-09-27",22.76
"315","2018-09-28",22.700001
"316","2018-10-01",22.23
"317","2018-10-02",21.66
"318","2018-10-03",22.290001
"319","2018-10-04",22.24
"320","2018-10-05",22.01
"321","2018-10-08",22.379999
"322","2018-10-09",22.34
"323","2018-10-10",22.01
"324","2018-10-11",21.52
"325","2018-10-12",21.23
"326","2018-10-15",21.18
"327","2018-10-16",21.120001
"328","2018-10-17",21.299999
"329","2018-10-18",20.82
"330","2018-10-19",20.459999
"331","2018-10-22",19.959999
"332","2018-10-23",19.65
"333","2018-10-24",18.93
"334","2018-10-25",19.92
"335","2018-10-26",20.200001
"336","2018-10-29",20.33
"337","2018-10-30",21.6
"338","2018-10-31",22
"339","2018-11-01",21.93
"340","2018-11-02",21.709999
"341","2018-11-05",21.52
"342","2018-11-06",21.92
"343","2018-11-07",21.969999
"344","2018-11-08",21.85
"345","2018-11-09",21.73
"346","2018-11-12",21.360001
"347","2018-11-13",21.5
"348","2018-11-14",21.09
"349","2018-11-15",21.190001
"350","2018-11-16",21.34
"351","2018-11-19",21.18
"352","2018-11-20",20.690001
"353","2018-11-21",20.42
"354","2018-11-23",20.59
"355","2018-11-26",20.790001
"356","2018-11-27",20.709999
"357","2018-11-28",20.950001
"358","2018-11-29",20.67
"359","2018-11-30",20.74
"360","2018-12-03",20.48
"361","2018-12-04",19.65
"362","2018-12-06",19.41
"363","2018-12-07",19.18
"364","2018-12-10",19.24
"365","2018-12-11",18.969999
"366","2018-12-12",19.209999
"367","2018-12-13",18.4
"368","2018-12-14",18.139999
"369","2018-12-17",18.18
"370","2018-12-18",17.700001
"371","2018-12-19",16.940001
"372","2018-12-20",16.540001
"373","2018-12-21",15.96
"374","2018-12-24",15.62
"375","2018-12-26",15.75
"376","2018-12-27",15.79
"377","2018-12-28",16.59
"378","2018-12-31",16.66
"379","2019-01-02",16.799999
"380","2019-01-03",16.9
"381","2019-01-04",17.459999
"382","2019-01-07",17.49
"383","2019-01-08",17.66
"384","2019-01-09",17.74
"385","2019-01-10",17.25
"386","2019-01-11",17.290001
"387","2019-01-14",17.18
"388","2019-01-15",17.290001
"389","2019-01-16",17.719999
"390","2019-01-17",17.709999
"391","2019-01-18",17.84
"392","2019-01-22",17.66
"393","2019-01-23",17.540001
"394","2019-01-24",17.35
"395","2019-01-25",17.879999
"396","2019-01-28",18.5
"397","2019-01-29",18.610001
"398","2019-01-30",18.719999
"399","2019-01-31",18.889999
"400","2019-02-01",18.77
"401","2019-02-04",18.959999
"402","2019-02-05",18.83
"403","2019-02-06",18.84
"404","2019-02-07",18.85
"405","2019-02-08",18.68
"406","2019-02-11",18.860001
"407","2019-02-12",19.290001
"408","2019-02-13",19.549999
"409","2019-02-14",19.6
"410","2019-02-15",19.91
"411","2019-02-19",20.24
"412","2019-02-20",20.360001
"413","2019-02-21",20.280001
"414","2019-02-22",20.290001
"415","2019-02-25",20.35
"416","2019-02-26",20.309999
"417","2019-02-27",20.42
"418","2019-02-28",20.440001
"419","2019-03-01",20.5
"420","2019-03-04",20.24
"421","2019-03-05",20.18
"422","2019-03-06",19.469999
"423","2019-03-07",19.15
"424","2019-03-08",19.27
"425","2019-03-11",19.5
"426","2019-03-12",19.35
"427","2019-03-13",19.41
"428","2019-03-14",19.299999
"429","2019-03-15",19.860001
"430","2019-03-18",19.700001
"431","2019-03-19",19.440001
"432","2019-03-20",19.25
"433","2019-03-21",18.93
"434","2019-03-22",17.950001
"435","2019-03-25",17.74
"436","2019-03-26",18
"437","2019-03-27",18.389999
"438","2019-03-28",18.639999
"439","2019-03-29",18.48
"440","2019-04-01",19.059999
"441","2019-04-02",19.059999
"442","2019-04-03",18.969999
"443","2019-04-04",18.9
"444","2019-04-05",19.040001
"445","2019-04-08",18.940001
"446","2019-04-09",18.75
"447","2019-04-10",18.809999
"448","2019-04-11",18.9
"449","2019-04-12",19.129999
"450","2019-04-15",18.940001
"451","2019-04-16",19.01
"452","2019-04-17",18.99
"453","2019-04-18",18.98
"454","2019-04-22",18.85
"455","2019-04-23",19.4
"456","2019-04-24",19.51
"457","2019-04-25",19.549999
"458","2019-04-26",19.75
"459","2019-04-29",20.139999
"460","2019-04-30",20.02
"461","2019-05-01",19.98
"462","2019-05-02",19.92
"463","2019-05-03",20.23
"464","2019-05-06",20.370001
"465","2019-05-07",19.969999
"466","2019-05-08",19.82
"467","2019-05-09",19.709999
"468","2019-05-10",19.950001
"469","2019-05-13",19.17
"470","2019-05-14",19.440001
"471","2019-05-15",19.469999
"472","2019-05-16",19.49
"473","2019-05-17",19.299999
"474","2019-05-20",19.360001
"475","2019-05-21",19.540001
"476","2019-05-22",19.200001
"477","2019-05-23",18.91
"478","2019-05-24",19.15
"479","2019-05-28",19.059999
"480","2019-05-29",19.32
"481","2019-05-30",19.16
"482","2019-05-31",18.66
"483","2019-06-03",18.83
"484","2019-06-04",19.09
"485","2019-06-05",18.83
"486","2019-06-06",18.700001
"487","2019-06-07",18.610001
"488","2019-06-10",18.92
"489","2019-06-11",18.790001
"490","2019-06-12",18.67
"491","2019-06-13",18.58
"492","2019-06-14",18.860001
"493","2019-06-17",19
"494","2019-06-18",18.98
"495","2019-06-19",18.950001
"496","2019-06-20",18.83
"497","2019-06-21",18.709999
"498","2019-06-24",18.440001
"499","2019-06-25",18.34
"500","2019-06-26",18.559999
"501","2019-06-27",19.059999
"502","2019-06-28",19.120001
"503","2019-07-01",19.290001
"504","2019-07-02",19.1
"505","2019-07-03",19.379999
"506","2019-07-05",19.540001
"507","2019-07-08",19.24
"508","2019-07-09",19.200001
"509","2019-07-10",19.030001
"510","2019-07-11",19.09
"511","2019-07-12",19.27
"512","2019-07-15",18.780001
"513","2019-07-16",18.77
"514","2019-07-17",18.389999
"515","2019-07-18",18.51
"516","2019-07-19",18.58
"517","2019-07-22",18.49
"518","2019-07-23",18.76
"519","2019-07-24",18.77
"520","2019-07-25",18.780001
"521","2019-07-26",18.469999
"522","2019-07-29",18.879999
"523","2019-07-30",18.809999
"524","2019-07-31",19.110001
"525","2019-08-01",18.389999
"526","2019-08-02",18.01
"527","2019-08-05",17.610001
"528","2019-08-06",17.73
"529","2019-08-07",17.49
"530","2019-08-08",17.889999
"531","2019-08-09",17.809999
"532","2019-08-12",17.59
"533","2019-08-13",17.67
"534","2019-08-14",17.32
"535","2019-08-15",17.16
"536","2019-08-16",17.4
"537","2019-08-19",17.379999
"538","2019-08-20",17.07
"539","2019-08-21",17.18
"540","2019-08-22",17.120001
"541","2019-08-23",16.73
"542","2019-08-26",16.85
"543","2019-08-27",16.73
"544","2019-08-28",16.93
"545","2019-08-29",17.17
"546","2019-08-30",17.200001
"547","2019-09-03",16.76
"548","2019-09-04",16.799999
"549","2019-09-05",17.030001
"550","2019-09-06",16.75
"551","2019-09-09",17.610001
"552","2019-09-10",17.700001
"553","2019-09-11",18.299999
"554","2019-09-12",18.559999
"555","2019-09-13",18.83
"556","2019-09-16",18.950001
"557","2019-09-17",18.940001
"558","2019-09-18",18.92
"559","2019-09-19",18.870001
"560","2019-09-20",18.4
"561","2019-09-23",18.540001
"562","2019-09-24",18.120001
"563","2019-09-25",18.4
"564","2019-09-26",17.959999
"565","2019-09-27",17.92
"566","2019-09-30",17.879999
"567","2019-10-01",17.700001
"568","2019-10-02",17.690001
"569","2019-10-03",17.610001
"570","2019-10-04",17.690001
"571","2019-10-07",17.809999
"572","2019-10-08",17.370001
"573","2019-10-09",17.4
"574","2019-10-10",17.35
"575","2019-10-11",17.74
"576","2019-10-14",17.59
"577","2019-10-15",17.9
"578","2019-10-16",17.799999
"579","2019-10-17",17.889999
"580","2019-10-18",17.85
"581","2019-10-21",18.110001
"582","2019-10-22",18.040001
"583","2019-10-23",17.9
"584","2019-10-24",17.66
"585","2019-10-25",17.32
"586","2019-10-28",17.389999
"587","2019-10-29",17.25
"588","2019-10-30",17.309999
"589","2019-10-31",17.34
"590","2019-11-01",17.799999
"591","2019-11-04",18
"592","2019-11-05",18.309999
"593","2019-11-06",18.389999
"594","2019-11-07",18.610001
"595","2019-11-08",18.66
"596","2019-11-11",18.610001
"597","2019-11-12",18.700001
"598","2019-11-13",18.52
"599","2019-11-14",18.620001
"600","2019-11-15",18.540001
"601","2019-11-18",18.4
"602","2019-11-19",18.42
"603","2019-11-20",18.290001
"604","2019-11-21",18.17
"605","2019-11-22",18.17
"606","2019-11-25",18.450001
"607","2019-11-26",18.25
"608","2019-11-27",18.4
"609","2019-11-29",18.389999
"610","2019-12-02",18.219999
"611","2019-12-03",17.959999
"612","2019-12-04",18.02
"613","2019-12-05",18.030001
"614","2019-12-06",18.49
"615","2019-12-09",18.25
"616","2019-12-10",18.219999
"617","2019-12-11",18.41
"618","2019-12-12",18.92
"619","2019-12-13",18.959999
"620","2019-12-16",18.969999
"621","2019-12-17",19.17
"622","2019-12-18",19.1
"623","2019-12-19",19.549999
"624","2019-12-20",19.4
"625","2019-12-23",19.370001
"626","2019-12-24",19.41
"627","2019-12-26",19.370001
"628","2019-12-27",19.299999
"629","2019-12-30",19.370001
"630","2019-12-31",19.57
"631","2020-01-02",19.52
"632","2020-01-03",19.48
"633","2020-01-06",19.450001
"634","2020-01-07",19.25
"635","2020-01-08",19.559999
"636","2020-01-09",19.950001
"637","2020-01-10",19.889999
"638","2020-01-13",20.040001
"639","2020-01-14",20.209999
"640","2020-01-15",20.139999
"641","2020-01-16",20.379999
"642","2020-01-17",20.549999
"643","2020-01-21",20.4
"644","2020-01-22",20.51
"645","2020-01-23",20.57
"646","2020-01-24",20.25
"647","2020-01-27",20.309999
"648","2020-01-28",20.219999
"649","2020-01-29",19.719999
"650","2020-01-30",19.84
"651","2020-01-31",19.299999
"652","2020-02-03",19.42
"653","2020-02-04",19.65
"654","2020-02-05",20.139999
"655","2020-02-06",20
"656","2020-02-07",19.719999
"657","2020-02-10",19.620001
"658","2020-02-11",19.76
"659","2020-02-12",19.73
"660","2020-02-13",19.790001
"661","2020-02-14",19.709999
"662","2020-02-18",19.4
"663","2020-02-19",19.389999
"664","2020-02-20",19.58
"665","2020-02-21",19.459999
"666","2020-02-24",19.16
"667","2020-02-25",18.719999
"668","2020-02-26",18.5
"669","2020-02-27",17.82
"670","2020-02-28",17.5
"671","2020-03-02",17.790001
"672","2020-03-03",17.15
"673","2020-03-04",17.15
"674","2020-03-05",16.209999
"675","2020-03-06",15.37
"676","2020-03-09",13.37
"677","2020-03-10",13.3
"678","2020-03-11",12.61
"679","2020-03-12",11.42
"680","2020-03-13",11.45
"681","2020-03-16",10.15
"682","2020-03-17",10.27
"683","2020-03-18",8.55
"684","2020-03-19",9.1
"685","2020-03-20",9.04
"686","2020-03-23",8.97
"687","2020-03-24",9.72
"688","2020-03-25",9.68
"689","2020-03-26",10.76
"690","2020-03-27",11.05
"691","2020-03-30",10.54
"692","2020-03-31",10.37
"693","2020-04-01",9.84
"694","2020-04-02",9.64
"695","2020-04-03",8.76
"696","2020-04-06",9.21
"697","2020-04-07",9.58
"698","2020-04-08",10.41
"699","2020-04-09",11.63
"700","2020-04-13",10.87
"701","2020-04-14",10.52
"702","2020-04-15",9.62
"703","2020-04-16",8.96
"704","2020-04-17",9.92
"705","2020-04-20",10.26
"706","2020-04-21",10.5
"707","2020-04-22",10.72
"708","2020-04-23",10.62
"709","2020-04-24",10.82
"710","2020-04-27",11.8
"711","2020-04-28",11.87
"712","2020-04-29",13.07
"713","2020-04-30",12.32
"714","2020-05-01",11.15
"715","2020-05-04",10.86
"716","2020-05-05",10.71
"717","2020-05-06",10.32
"718","2020-05-07",10.71
"719","2020-05-08",11.62
"720","2020-05-11",10.33
"721","2020-05-12",9.99
"722","2020-05-13",9.28
"723","2020-05-14",9.33
"724","2020-05-15",9.48
"725","2020-05-18",10.63
"726","2020-05-19",10.19
"727","2020-05-20",11.26
"728","2020-05-21",11.45
"729","2020-05-22",11.12
"730","2020-05-26",12.07
"731","2020-05-27",13.29
"732","2020-05-28",12.49
"733","2020-05-29",12.15
"734","2020-06-01",12.09
"735","2020-06-02",12.14
"736","2020-06-03",13
"737","2020-06-04",13.07
"738","2020-06-05",14.12
"739","2020-06-08",14.61
"740","2020-06-09",14.29
"741","2020-06-10",13.26
"742","2020-06-11",11.96
"743","2020-06-12",12.38
"744","2020-06-15",12.71
"745","2020-06-16",13.05
"746","2020-06-17",12.41
"747","2020-06-18",12.58
"748","2020-06-19",12.5
"749","2020-06-22",12.72
"750","2020-06-23",12.67
"751","2020-06-24",11.92
"752","2020-06-25",12.49
"753","2020-06-26",11.79
"754","2020-06-29",12.81
"755","2020-06-30",13.1
"756","2020-07-01",12.44
"757","2020-07-02",12.61
"758","2020-07-06",12.4
"759","2020-07-07",11.96
"760","2020-07-08",11.78
"761","2020-07-09",11.18
"762","2020-07-10",11.66
"763","2020-07-13",11.9
"764","2020-07-14",11.82
"765","2020-07-15",13.09
"766","2020-07-16",12.89
"767","2020-07-17",12.72
"768","2020-07-20",12.42
"769","2020-07-21",12.95
"770","2020-07-22",12.64
"771","2020-07-23",13.08
"772","2020-07-24",13.56
"773","2020-07-27",13.85
"774","2020-07-28",13.49
"775","2020-07-29",13.5
"776","2020-07-30",13.44
"777","2020-07-31",12.96
"778","2020-08-03",12.63
"779","2020-08-04",12.84
"780","2020-08-05",13.14
"781","2020-08-06",13.06
"782","2020-08-07",13.49
"783","2020-08-10",13.8
"784","2020-08-11",13.88
"785","2020-08-12",13.94
"786","2020-08-13",13.71
"787","2020-08-14",13.46
"788","2020-08-17",13.47
"789","2020-08-18",12.98
"790","2020-08-19",13.09
"791","2020-08-20",12.91
"792","2020-08-21",12.43
"793","2020-08-24",12.95
"794","2020-08-25",13.12
"795","2020-08-26",12.8
"796","2020-08-27",13.1
"797","2020-08-28",12.96
"798","2020-08-31",12.64
"799","2020-09-01",12.4
"800","2020-09-02",12.45
"801","2020-09-03",12.59
"802","2020-09-04",12.78
"803","2020-09-08",12.27
"804","2020-09-09",11.97
"805","2020-09-10",11.95
"806","2020-09-11",11.88
"807","2020-09-14",12.04
"808","2020-09-15",11.51
"809","2020-09-16",11.83
"810","2020-09-17",11.68
"811","2020-09-18",11.46
"812","2020-09-21",10.79
"813","2020-09-22",10.8
"814","2020-09-23",10.67
"815","2020-09-24",10.86
"816","2020-09-25",11.01
"817","2020-09-28",11.41
"818","2020-09-29",11.35
"819","2020-09-30",11.28
"820","2020-10-01",11.48
"821","2020-10-02",11.66
"822","2020-10-05",12.22
"823","2020-10-06",12.34
"824","2020-10-07",12.7
"825","2020-10-08",12.93
"826","2020-10-09",12.69
"827","2020-10-12",12.99
"828","2020-10-13",12.87
"829","2020-10-14",12.69
"830","2020-10-15",13.06
"831","2020-10-16",13.04
"832","2020-10-19",13.28
"833","2020-10-20",13.45
"834","2020-10-21",13.53
"835","2020-10-22",13.82
"836","2020-10-23",14.01
"837","2020-10-26",13.9
"838","2020-10-27",13.52
"839","2020-10-28",13.12
"840","2020-10-29",12.98
"841","2020-10-30",13.14
"842","2020-11-02",13.36
"843","2020-11-03",13.92
"844","2020-11-04",13.12
"845","2020-11-05",13.79
"846","2020-11-06",13.19
"847","2020-11-09",15.55
"848","2020-11-10",15.87
"849","2020-11-11",15.45
"850","2020-11-12",14.69
"851","2020-11-13",14.8
"852","2020-11-16",15.4
"853","2020-11-17",15.69
"854","2020-11-18",15.35
"855","2020-11-19",15.13
"856","2020-11-20",15.02
"857","2020-11-23",15.09
"858","2020-11-24",16.299999
"859","2020-11-25",16.120001
"860","2020-11-27",15.97
