"","date","BILI"
"287","2019-05-17",15.35
"288","2019-05-20",14.58
"289","2019-05-21",14.77
"290","2019-05-22",14.69
"291","2019-05-23",14.32
"292","2019-05-24",14.05
"293","2019-05-28",14.01
"294","2019-05-29",13.78
"295","2019-05-30",13.89
"296","2019-05-31",13.5
"297","2019-06-03",13.48
"298","2019-06-04",14.11
"299","2019-06-05",13.99
"300","2019-06-06",14.17
"301","2019-06-07",14.8
"302","2019-06-10",15.06
"303","2019-06-11",14.92
"304","2019-06-12",14.69
"305","2019-06-13",14.48
"306","2019-06-14",14.27
"307","2019-06-17",14.36
"308","2019-06-18",15.16
"309","2019-06-19",15.19
"310","2019-06-20",15.58
"311","2019-06-21",15.44
"312","2019-06-24",16.07
"313","2019-06-25",15.64
"314","2019-06-26",15.97
"315","2019-06-27",16.1
"316","2019-06-28",16.27
"317","2019-07-01",16.48
"318","2019-07-02",16.610001
"319","2019-07-03",16.629999
"320","2019-07-05",16.74
"321","2019-07-08",16.559999
"322","2019-07-09",16.6
"323","2019-07-10",16.59
"324","2019-07-11",16.469999
"325","2019-07-12",16.4
"326","2019-07-15",16.450001
"327","2019-07-16",16.07
"328","2019-07-17",15.58
"329","2019-07-18",15.53
"330","2019-07-19",15.54
"331","2019-07-22",15.56
"332","2019-07-23",15.71
"333","2019-07-24",15.8
"334","2019-07-25",15.7
"335","2019-07-26",15.96
"336","2019-07-29",16.129999
"337","2019-07-30",15.49
"338","2019-07-31",15.15
"339","2019-08-01",14.75
"340","2019-08-02",14.72
"341","2019-08-05",13.81
"342","2019-08-06",13.95
"343","2019-08-07",14.04
"344","2019-08-08",14.19
"345","2019-08-09",13.91
"346","2019-08-12",13.84
"347","2019-08-13",14.01
"348","2019-08-14",13.81
"349","2019-08-15",14.01
"350","2019-08-16",14.52
"351","2019-08-19",14.5
"352","2019-08-20",14.31
"353","2019-08-21",14.41
"354","2019-08-22",14.7
"355","2019-08-23",14.7
"356","2019-08-26",14.5
"357","2019-08-27",13.92
"358","2019-08-28",13.53
"359","2019-08-29",13.7
"360","2019-08-30",14.05
"361","2019-09-03",14.16
"362","2019-09-04",13.77
"363","2019-09-05",14.59
"364","2019-09-06",14.46
"365","2019-09-09",14.34
"366","2019-09-10",14.87
"367","2019-09-11",15.21
"368","2019-09-12",15.14
"369","2019-09-13",15.06
"370","2019-09-16",15
"371","2019-09-17",15.24
"372","2019-09-18",15.21
"373","2019-09-19",15.1
"374","2019-09-20",15.26
"375","2019-09-23",15.1
"376","2019-09-24",14.6
"377","2019-09-25",14.89
"378","2019-09-26",15.02
"379","2019-09-27",14.33
"380","2019-09-30",14.12
"381","2019-10-01",13.8
"382","2019-10-02",13.8
"383","2019-10-03",14.22
"384","2019-10-04",13.92
"385","2019-10-07",13.64
"386","2019-10-08",13.44
"387","2019-10-09",13.79
"388","2019-10-10",14.01
"389","2019-10-11",14.37
"390","2019-10-14",14.35
"391","2019-10-15",14.51
"392","2019-10-16",14.56
"393","2019-10-17",14.35
"394","2019-10-18",14.41
"395","2019-10-21",14.86
"396","2019-10-22",14.56
"397","2019-10-23",14.42
"398","2019-10-24",15.26
"399","2019-10-25",15.52
"400","2019-10-28",15.72
"401","2019-10-29",15.57
"402","2019-10-30",15.71
"403","2019-10-31",15.79
"404","2019-11-01",16.459999
"405","2019-11-04",16.780001
"406","2019-11-05",16.42
"407","2019-11-06",16.440001
"408","2019-11-07",16.950001
"409","2019-11-08",16.58
"410","2019-11-11",16.77
"411","2019-11-12",16.68
"412","2019-11-13",16.77
"413","2019-11-14",16.33
"414","2019-11-15",16.709999
"415","2019-11-18",16.379999
"416","2019-11-19",15.73
"417","2019-11-20",16.290001
"418","2019-11-21",16.92
"419","2019-11-22",16.59
"420","2019-11-25",16.809999
"421","2019-11-26",16.799999
"422","2019-11-27",17
"423","2019-11-29",17.280001
"424","2019-12-02",17.41
"425","2019-12-03",16.68
"426","2019-12-04",16.42
"427","2019-12-05",16.950001
"428","2019-12-06",17.17
"429","2019-12-09",16.99
"430","2019-12-10",16.959999
"431","2019-12-11",17.540001
"432","2019-12-12",17.74
"433","2019-12-13",17.9
"434","2019-12-16",17.959999
"435","2019-12-17",17.85
"436","2019-12-18",17.690001
"437","2019-12-19",18.040001
"438","2019-12-20",17.940001
"439","2019-12-23",18.42
"440","2019-12-24",18.440001
"441","2019-12-26",18.34
"442","2019-12-27",18.24
"443","2019-12-30",18.450001
"444","2019-12-31",18.620001
"445","2020-01-02",20.950001
"446","2020-01-03",22.08
"447","2020-01-06",23.209999
"448","2020-01-07",23.129999
"449","2020-01-08",23.84
"450","2020-01-09",23.16
"451","2020-01-10",21.549999
"452","2020-01-13",21.99
"453","2020-01-14",22.870001
"454","2020-01-15",23.030001
"455","2020-01-16",22.969999
"456","2020-01-17",22.799999
"457","2020-01-21",22.610001
"458","2020-01-22",22.540001
"459","2020-01-23",22.51
"460","2020-01-24",21.82
"461","2020-01-27",22.299999
"462","2020-01-28",22.41
"463","2020-01-29",22.379999
"464","2020-01-30",21.26
"465","2020-01-31",21.549999
"466","2020-02-03",23.040001
"467","2020-02-04",23.58
"468","2020-02-05",23.26
"469","2020-02-06",26.34
"470","2020-02-07",24.99
"471","2020-02-10",25.459999
"472","2020-02-11",26.549999
"473","2020-02-12",27.530001
"474","2020-02-13",27.76
"475","2020-02-14",28.690001
"476","2020-02-18",27.129999
"477","2020-02-19",27.719999
"478","2020-02-20",27.940001
"479","2020-02-21",26.879999
"480","2020-02-24",26.92
"481","2020-02-25",26.719999
"482","2020-02-26",27.57
"483","2020-02-27",26.629999
"484","2020-02-28",25.68
"485","2020-03-02",27.23
"486","2020-03-03",26.24
"487","2020-03-04",27.549999
"488","2020-03-05",28.110001
"489","2020-03-06",26.68
"490","2020-03-09",25.120001
"491","2020-03-10",26
"492","2020-03-11",25.67
"493","2020-03-12",23.799999
"494","2020-03-13",23.370001
"495","2020-03-16",22.16
"496","2020-03-17",24.35
"497","2020-03-18",21.01
"498","2020-03-19",20.84
"499","2020-03-20",20.190001
"500","2020-03-23",20.26
"501","2020-03-24",22.200001
"502","2020-03-25",22.870001
"503","2020-03-26",23.040001
"504","2020-03-27",22.110001
"505","2020-03-30",22.959999
"506","2020-03-31",23.42
"507","2020-04-01",24.059999
"508","2020-04-02",24.42
"509","2020-04-03",24.110001
"510","2020-04-06",25.559999
"511","2020-04-07",26.49
"512","2020-04-08",26.200001
"513","2020-04-09",26.83
"514","2020-04-13",26.209999
"515","2020-04-14",27.48
"516","2020-04-15",28.1
"517","2020-04-16",28.780001
"518","2020-04-17",29
"519","2020-04-20",29.68
"520","2020-04-21",28.57
"521","2020-04-22",30.200001
"522","2020-04-23",28.01
"523","2020-04-24",27.74
"524","2020-04-27",27.709999
"525","2020-04-28",26.959999
"526","2020-04-29",27.76
"527","2020-04-30",27.389999
"528","2020-05-01",25.139999
"529","2020-05-04",26.530001
"530","2020-05-05",27.51
"531","2020-05-06",27.98
"532","2020-05-07",28.65
"533","2020-05-08",29
"534","2020-05-11",28.68
"535","2020-05-12",29.24
"536","2020-05-13",30.68
"537","2020-05-14",31.030001
"538","2020-05-15",30.879999
"539","2020-05-18",33.66
"540","2020-05-19",35.220001
"541","2020-05-20",32.700001
"542","2020-05-21",33.93
"543","2020-05-22",33.040001
"544","2020-05-26",33.130001
"545","2020-05-27",32.299999
"546","2020-05-28",30.74
"547","2020-05-29",32.43
"548","2020-06-01",33.060001
"549","2020-06-02",34.189999
"550","2020-06-03",34.150002
"551","2020-06-04",33.560001
"552","2020-06-05",34.5
"553","2020-06-08",34.959999
"554","2020-06-09",33.869999
"555","2020-06-10",35.48
"556","2020-06-11",33.900002
"557","2020-06-12",35.869999
"558","2020-06-15",38.209999
"559","2020-06-16",39.34
"560","2020-06-17",41.110001
"561","2020-06-18",42.610001
"562","2020-06-19",44.720001
"563","2020-06-22",42.889999
"564","2020-06-23",44.639999
"565","2020-06-24",44.029999
"566","2020-06-25",44.57
"567","2020-06-26",44.52
"568","2020-06-29",45.5
"569","2020-06-30",46.32
"570","2020-07-01",47.150002
"571","2020-07-02",48.18
"572","2020-07-06",44.139999
"573","2020-07-07",46.23
"574","2020-07-08",46.669998
"575","2020-07-09",48.23
"576","2020-07-10",47.549999
"577","2020-07-13",45.310001
"578","2020-07-14",43.98
"579","2020-07-15",43.220001
"580","2020-07-16",42.540001
"581","2020-07-17",41.900002
"582","2020-07-20",42.380001
"583","2020-07-21",44.16
"584","2020-07-22",42.310001
"585","2020-07-23",41
"586","2020-07-24",40.099998
"587","2020-07-27",41.32
"588","2020-07-28",40.860001
"589","2020-07-29",41.77
"590","2020-07-30",41.299999
"591","2020-07-31",43.580002
"592","2020-08-03",46.029999
"593","2020-08-04",45.189999
"594","2020-08-05",45.52
"595","2020-08-06",44.439999
"596","2020-08-07",41.610001
"597","2020-08-10",41
"598","2020-08-11",40.34
"599","2020-08-12",40.939999
"600","2020-08-13",41.75
"601","2020-08-14",41.580002
"602","2020-08-17",43.490002
"603","2020-08-18",45.310001
"604","2020-08-19",45.27
"605","2020-08-20",45.07
"606","2020-08-21",44.990002
"607","2020-08-24",46.119999
"608","2020-08-25",47
"609","2020-08-26",48.720001
"610","2020-08-27",45.139999
"611","2020-08-28",47.389999
"612","2020-08-31",47.25
"613","2020-09-01",52.25
"614","2020-09-02",50.880001
"615","2020-09-03",47.27
"616","2020-09-04",47.02
"617","2020-09-08",44.389999
"618","2020-09-09",45.099998
"619","2020-09-10",42.970001
"620","2020-09-11",43.02
"621","2020-09-14",43.950001
"622","2020-09-15",45.389999
"623","2020-09-16",44.150002
"624","2020-09-17",44.220001
"625","2020-09-18",43.080002
"626","2020-09-21",43.09
"627","2020-09-22",43.310001
"628","2020-09-23",41.849998
"629","2020-09-24",41.889999
"630","2020-09-25",42.200001
"631","2020-09-28",41.810001
"632","2020-09-29",40.66
"633","2020-09-30",41.599998
"634","2020-10-01",42.509998
"635","2020-10-02",41.799999
"636","2020-10-05",45.099998
"637","2020-10-06",48.169998
"638","2020-10-07",47.669998
"639","2020-10-08",46.599998
"640","2020-10-09",48.419998
"641","2020-10-12",47.880001
"642","2020-10-13",47.66
"643","2020-10-14",43.689999
"644","2020-10-15",43.759998
"645","2020-10-16",43.82
"646","2020-10-19",44
"647","2020-10-20",45.240002
"648","2020-10-21",45.16
"649","2020-10-22",45.299999
"650","2020-10-23",44.439999
"651","2020-10-26",45
"652","2020-10-27",45.82
"653","2020-10-28",44.369999
"654","2020-10-29",46.41
"655","2020-10-30",44.669998
"656","2020-11-02",44.459999
"657","2020-11-03",44.619999
"658","2020-11-04",48.16
"659","2020-11-05",46.060001
"660","2020-11-06",48.869999
"661","2020-11-09",46.040001
"662","2020-11-10",43.700001
"663","2020-11-11",44.200001
"664","2020-11-12",45.900002
"665","2020-11-13",48.900002
"666","2020-11-16",50.049999
"667","2020-11-17",50.049999
"668","2020-11-18",47.849998
"669","2020-11-19",58.459999
"670","2020-11-20",60
"671","2020-11-23",63.32
"672","2020-11-24",62.84
"673","2020-11-25",62.009998
"674","2020-11-27",64.860001
